,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,8,5,12,6,31
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,6,8,10,12,36
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,6,11,4,6,27
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,8,4,11,8,31
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,199,187,2,4,392
COIPASA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,1,0,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,32,15,0,0,47
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,6,2,3,9,20
COLLANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,1,1,1,3
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,10,7,2,1,20
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,2,6,1,10
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,17,18,11,12,58
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,3,1,0,6
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,5,5,2,5,17
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,1,0,0,1
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,4,5,0,1,10
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,0,0,1,1
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,7,8,3,2,20
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,4,6,7,20
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,21,11,0,1,33
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,1,2,1,7
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,7,8,1,1,17
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,6,4,1,1,12
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,11,14,4,2,31
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,42,34,3,3,82
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,10,8,3,3,24
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,0,1,1,4
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,5,1,1,0,7
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,1,8,5,16
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,4,0,0,0,4
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,1,0,1,3
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,5,8,0,0,13
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,263,260,110,129,762
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,2,0,0,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,2,0,2,5
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,0,5,4,12
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,29,23,0,0,52
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,1,0,0,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,12,14,1,2,29
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,12,17,3,6,38
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,4,2,1,0,7
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,2,0,0,3
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,4,1,2,7
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,0,5,1,6
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,6,4,2,1,13
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,1,0,1,3
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,10,6,2,1,19
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,5,11,3,3,22
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,2,1,0,4
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,19,25,3,2,49
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,11,4,7,6,28
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,4,6,2,1,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,1,1,0,2
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,1,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,3,0,4,10
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,2,0,0,5
HUARINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,3,4,0,9
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,2,0,1,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,3,0,0,3
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,0,2,5,7
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,2,1,1,5
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,6,1,0,0,7
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,5,8,0,1,14
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,2,0,0,3
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,7,8,0,2,17
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,8,5,2,4,19
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,4,4,4,13
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,8,3,0,0,11
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,21,16,4,5,46
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,36,35,3,5,79
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,183,191,0,1,375
LA RIVERA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,3,1,0,5
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,1,0,4,6
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,6,5,0,1,12
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,1,0,0,1
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,1,0,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,17,19,8,6,50
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,4,0,0,0,4
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,1,0,0,1
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,5,3,1,0,9
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,0,2,3,5
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,6,3,2,4,15
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,1,5,5,12
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,7,4,0,0,11
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,1,2,0,4
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,13,8,0,0,21
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,11,6,1,1,19
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,1,0,0,1
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,5,11,1,5,22
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,2,4,2,9
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,1,0,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,8,1,1,11
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,13,16,0,0,29
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,7,5,5,7,24
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,2,0,0,5
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,3,8,8,22
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,4,0,0,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,1,0,1,3
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,5,4,3,10,22
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,5,2,4,4,15
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,1,3,6,11
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,148,144,6,6,304
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,6,8,3,0,17
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,0,10,4,15
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,1,1,0,3
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,9,4,7,3,23
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,12,14,1,2,29
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,4,1,0,1,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,5,5,0,1,11
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,3,0,1,6
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,1,0,2,3
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,1,5,4,11
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,3,1,1,8
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,2,1,2,6
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,6,9,4,7,26
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,2,3,2,10
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,8,8,4,0,20
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,4,0,1,6
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,0,2,0,2
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,6,3,3,4,16
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,4,3,12,4,23
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,12,12,0,0,24
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,0,2,1,5
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,2,0,0,4
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,25,20,0,0,45
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,0,0,3,5
PUCARA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,0,0,0,1
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,15,17,3,4,39
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,4,5,5,4,18
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,4,7,1,2,14
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,0,2,0,3
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,3,1,3,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,2,1,1,7
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,0,1,2,6
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,1,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,0,12,11,23
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,36,54,3,7,100
PUNA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,9,6,10,28
PUNATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,15,11,0,1,27
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,2,0,1,3
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,12,7,21,21,61
QUIME,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,8,5,2,0,15
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,0,0,2,2
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,4,0,0,0,4
RAVELO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,7,9,6,5,27
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,29,33,9,10,81
ROBORE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,3,0,1,6
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,7,15,5,5,32
SABAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,0,0,0,1
SACABA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,54,40,9,9,112
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,1,2,2,6
SACACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,9,7,10,3,29
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,6,1,2,11
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,4,6,3,3,16
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,6,4,7,8,25
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,0,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,5,8,4,3,20
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,2,1,0,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,0,2,1,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,3,2,1,8
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,1,1,0,4
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,14,10,5,4,33
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,5,3,2,3,13
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,5,10,9,27
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,12,6,6,4,28
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,26,11,7,4,48
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,0,0,0,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,6,13,1,2,22
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,6,0,0,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,2,0,0,3
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,3,0,0,5
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,22,16,9,8,55
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,1,6,3,11
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,8,8,0,2,18
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,18,23,5,7,53
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,3,0,0,5
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,1,14,10,25
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,2,0,1,6
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,0,3,4,7
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,10,22,3,4,39
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,4,2,1,1,8
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,0,1,3,4
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,2,2,0,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,0,1,0,1
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,1,4,1,7
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,1,2,3,6
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,0,3,1,6
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,6,6,0,0,12
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,392,320,1,2,715
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,1,0,0,1
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,13,4,1,1,19
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,2,1,0,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,6,2,1,2,11
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,3,1,1,8
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,0,1,0,4
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,4,3,0,1,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,1,0,0,2
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,5,0,1,9
SENA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,2,1,0,5
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,15,12,0,4,31
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,6,7,0,2,15
SICAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,3,1,1,8
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,46,32,3,0,81
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,2,0,0,4
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,5,4,0,1,10
SORATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,10,8,9,4,31
SUCRE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,100,90,0,5,195
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,5,3,3,2,13
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,2,1,1,5
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,4,2,3,10
TAHUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,1,0,0,2
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,13,10,9,6,38
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,10,12,4,8,34
TARACO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,3,0,0,4
TARATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,4,3,2,1,10
TARIJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,84,99,3,0,186
TARVITA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,6,3,2,14
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,8,8,2,2,20
TIAHUANACU,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,5,2,0,1,8
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,9,11,1,1,22
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,4,4,1,1,10
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,41,44,5,11,101
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,9,6,3,8,26
TOCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,2,6,2,13
TOLATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,3,1,2,8
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,1,2,1,5
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,5,3,3,1,12
TOMINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,1,3,0,7
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,5,5,2,4,16
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,12,5,2,3,22
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,3,1,0,6
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,0,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,26,36,1,1,64
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,41,27,0,3,71
TURCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,1,3,0,0,4
UMALA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,3,1,2,8
UNCIA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,11,12,4,2,29
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,2,2,3,10
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,4,2,0,0,6
UYUNI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,9,2,2,1,14
VACAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,1,2,3,9
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,7,3,1,0,11
VIACHA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,13,14,1,2,30
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,2,2,0,0,4
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,6,4,1,0,11
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,25,19,2,0,46
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,0,0,1,1,2
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,2,2,0,7
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,4,4,2,1,11
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,86,48,9,12,155
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,3,0,0,6
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,28,24,3,3,58
VINTO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,23,22,27,23,95
VITICHI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,3,0,4,3,10
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-04-01,4,4,1,1,10
