,group,variable,month,BCG DENTRO,BCG DENTRO,BCG FUERA,BCG FUERA,TOTALES
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2020-03-01,3,3,1,5,12
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,2,1,6,9
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2020-03-01,33,23,1,6,63
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2020-03-01,54,59,1,0,114
LA PAZ,vacunaciones en menores de 1 ano,bcg,2020-03-01,644,618,0,0,1262
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2020-03-01,4,1,1,0,6
LAJA,vacunaciones en menores de 1 ano,bcg,2020-03-01,2,4,4,0,10
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,1,0,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2020-03-01,4,14,27,27,72
LLICA,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,3,0,0,4
LORETO,vacunaciones en menores de 1 ano,bcg,2020-03-01,2,0,0,0,2
LURIBAY,vacunaciones en menores de 1 ano,bcg,2020-03-01,3,3,2,2,10
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,2,1,0,4
MACHARETI,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,1,0,1,3
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2020-03-01,2,5,6,3,16
MAIRANA,vacunaciones en menores de 1 ano,bcg,2020-03-01,12,2,0,0,14
MALLA,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,0,2,1,3
MAPIRI,vacunaciones en menores de 1 ano,bcg,2020-03-01,13,6,1,0,20
MECAPACA,vacunaciones en menores de 1 ano,bcg,2020-03-01,4,0,5,3,12
MINEROS,vacunaciones en menores de 1 ano,bcg,2020-03-01,9,12,0,0,21
MIZQUE,vacunaciones en menores de 1 ano,bcg,2020-03-01,5,14,3,3,25
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,1,8,4,13
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2020-03-01,4,2,3,1,10
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2020-03-01,18,21,0,0,39
MONTERO,vacunaciones en menores de 1 ano,bcg,2020-03-01,144,156,2,0,302
MORO MORO,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,1,0,0,2
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,2,1,3,7
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2020-03-01,2,0,0,0,2
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2020-03-01,0,2,0,1,3
OCURI,vacunaciones en menores de 1 ano,bcg,2020-03-01,4,6,5,4,19
OKINAWA,vacunaciones en menores de 1 ano,bcg,2020-03-01,9,6,2,0,17
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,1,1,1,4
ORURO,vacunaciones en menores de 1 ano,bcg,2020-03-01,279,296,3,5,583
PADCAYA,vacunaciones en menores de 1 ano,bcg,2020-03-01,2,7,0,5,14
PADILLA,vacunaciones en menores de 1 ano,bcg,2020-03-01,11,12,0,1,24
PAILON,vacunaciones en menores de 1 ano,bcg,2020-03-01,13,20,35,47,115
PALCA,vacunaciones en menores de 1 ano,bcg,2020-03-01,6,2,4,5,17
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2020-03-01,9,20,1,0,30
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,1,1,0,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2020-03-01,4,2,0,0,6
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,2,0,0,2
PASORAPA,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,0,0,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2020-03-01,20,15,2,2,39
PAZÑA,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,3,2,1,7
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,0,0,0,1
POCOATA,vacunaciones en menores de 1 ano,bcg,2020-03-01,4,8,9,12,33
POCONA,vacunaciones en menores de 1 ano,bcg,2020-03-01,3,2,5,4,14
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2020-03-01,2,1,2,6,11
POOPO,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,2,0,0,3
PORCO,vacunaciones en menores de 1 ano,bcg,2020-03-01,11,6,1,0,18
POROMA,vacunaciones en menores de 1 ano,bcg,2020-03-01,4,4,1,4,13
PORONGO,vacunaciones en menores de 1 ano,bcg,2020-03-01,3,2,0,1,6
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2020-03-01,17,18,0,0,35
PORVENIR,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,1,1,0,2
POTOSI,vacunaciones en menores de 1 ano,bcg,2020-03-01,194,227,6,6,433
PRESTO,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,2,2,2,6
PUCARANI,vacunaciones en menores de 1 ano,bcg,2020-03-01,5,4,14,13,36
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,1,4,3,9
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2020-03-01,2,1,4,5,12
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2020-03-01,3,1,4,3,11
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,1,2,2,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2020-03-01,12,6,0,0,18
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2020-03-01,5,1,0,0,6
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2020-03-01,21,20,0,0,41
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2020-03-01,90,74,0,0,164
PUNA,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,5,3,5,13
PUNATA,vacunaciones en menores de 1 ano,bcg,2020-03-01,28,30,0,0,58
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,0,2,2,4
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2020-03-01,126,136,6,6,274
QUIME,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,2,5,3,11
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,0,0,0,1
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,bcg,2020-03-01,2,1,1,4,8
RAVELO,vacunaciones en menores de 1 ano,bcg,2020-03-01,4,4,5,1,14
REYES,vacunaciones en menores de 1 ano,bcg,2020-03-01,11,9,0,0,20
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2020-03-01,118,108,2,4,232
ROBORE,vacunaciones en menores de 1 ano,bcg,2020-03-01,6,6,0,0,12
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2020-03-01,17,6,4,8,35
SABAYA,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,0,0,1,2
SACABA,vacunaciones en menores de 1 ano,bcg,2020-03-01,137,126,4,5,272
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,3,4,1,8
SACACA,vacunaciones en menores de 1 ano,bcg,2020-03-01,4,9,7,11,31
SAIPINA,vacunaciones en menores de 1 ano,bcg,2020-03-01,3,0,1,0,4
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2020-03-01,6,2,1,2,11
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,7,0,4,12
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,1,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,3,2,4,10
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,0,0,1,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,2,0,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2020-03-01,4,2,0,3,9
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2020-03-01,6,3,3,1,13
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2020-03-01,42,40,6,9,97
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2020-03-01,7,12,3,2,24
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2020-03-01,16,15,1,7,39
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2020-03-01,12,11,6,8,37
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2020-03-01,72,61,0,2,135
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2020-03-01,1,0,2,3,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2020-03-01,16,10,0,0,26
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2020-03-01,3,1,0,0,4
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2020-03-01,28,19,15,15,77
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,1,1,0,3
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2020-03-01,34,36,1,0,71
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2020-03-01,5,1,2,1,9
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2020-03-01,1,3,2,0,6
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2020-03-01,7,7,9,11,34
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2020-03-01,6,14,5,2,27
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2020-03-01,7,6,1,0,14
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,1,1,0,3
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2020-03-01,3,6,0,0,9
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2020-03-01,13,10,10,8,41
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,2,1,1,4
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,3,0,0,3
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2020-03-01,0,0,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,1,0,0,1
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,2,2,1,6
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2020-03-01,8,6,0,0,14
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2020-03-01,17,14,2,1,34
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2020-03-01,1691,1641,0,0,3332
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2020-03-01,4,6,3,1,14
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2020-03-01,9,8,0,2,19
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,0,1,0,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,1,2,1,5
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,0,3,2,5
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2020-03-01,2,0,1,1,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,2,1,3,6
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2020-03-01,3,3,4,2,12
SENA,vacunaciones en menores de 1 ano,bcg,2020-03-01,2,3,3,0,8
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2020-03-01,25,22,2,0,49
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2020-03-01,8,11,5,2,26
SICAYA,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,0,1,1,2
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2020-03-01,19,26,0,0,45
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2020-03-01,3,1,1,0,5
SORACACHI,vacunaciones en menores de 1 ano,bcg,2020-03-01,2,4,3,5,14
SORATA,vacunaciones en menores de 1 ano,bcg,2020-03-01,3,7,5,7,22
SUCRE,vacunaciones en menores de 1 ano,bcg,2020-03-01,235,242,4,2,483
TACACHI,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,0,0,2,2
TACACOMA,vacunaciones en menores de 1 ano,bcg,2020-03-01,3,3,1,0,7
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2020-03-01,2,2,0,4,8
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,2,2,2,7
TAHUA,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,0,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,7,9,4,20
TARABUCO,vacunaciones en menores de 1 ano,bcg,2020-03-01,7,8,2,0,17
TARACO,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,2,2,2,7
TARATA,vacunaciones en menores de 1 ano,bcg,2020-03-01,3,2,2,2,9
TARIJA,vacunaciones en menores de 1 ano,bcg,2020-03-01,201,190,0,0,391
TARVITA,vacunaciones en menores de 1 ano,bcg,2020-03-01,8,4,2,4,18
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2020-03-01,5,6,0,1,12
TIAHUANACU,vacunaciones en menores de 1 ano,bcg,2020-03-01,4,1,0,2,7
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,1,12,10,24
TIPUANI,vacunaciones en menores de 1 ano,bcg,2020-03-01,2,5,0,0,7
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2020-03-01,32,34,4,7,77
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2020-03-01,11,7,5,2,25
TOCO,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,0,1,2,4
TOLATA,vacunaciones en menores de 1 ano,bcg,2020-03-01,4,1,0,0,5
TOLEDO,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,0,1,1,3
TOMAVE,vacunaciones en menores de 1 ano,bcg,2020-03-01,7,1,0,0,8
TOMINA,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,3,0,2,6
TORO TORO,vacunaciones en menores de 1 ano,bcg,2020-03-01,2,3,6,10,21
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2020-03-01,12,19,0,2,33
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2020-03-01,0,1,0,1,2
TRIGAL,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,2,0,0,2
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2020-03-01,169,140,6,6,321
TUPIZA,vacunaciones en menores de 1 ano,bcg,2020-03-01,47,50,2,2,101
UMALA,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,0,5,3,8
UNCIA,vacunaciones en menores de 1 ano,bcg,2020-03-01,15,17,5,6,43
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2020-03-01,5,2,1,0,8
URUBICHA,vacunaciones en menores de 1 ano,bcg,2020-03-01,7,4,0,0,11
UYUNI,vacunaciones en menores de 1 ano,bcg,2020-03-01,21,24,2,1,48
VACAS,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,2,0,7,10
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2020-03-01,12,7,0,0,19
VIACHA,vacunaciones en menores de 1 ano,bcg,2020-03-01,54,37,2,3,96
VILA VILA,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,0,3,3,6
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2020-03-01,9,6,3,5,23
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2020-03-01,34,35,1,2,72
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,0,1,1,3
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2020-03-01,2,3,2,1,8
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2020-03-01,59,73,10,13,155
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2020-03-01,1,1,0,0,2
VILLAZON,vacunaciones en menores de 1 ano,bcg,2020-03-01,21,23,1,0,45
VINTO,vacunaciones en menores de 1 ano,bcg,2020-03-01,33,27,0,0,60
VITICHI,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,3,4,2,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,1,1,2,4
WARNES,vacunaciones en menores de 1 ano,bcg,2020-03-01,76,74,1,1,152
YACO,vacunaciones en menores de 1 ano,bcg,2020-03-01,0,1,2,3,6
YACUIBA,vacunaciones en menores de 1 ano,bcg,2020-03-01,81,71,4,6,162
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2020-03-01,2,4,0,0,6
YANACACHI,vacunaciones en menores de 1 ano,bcg,2020-03-01,4,0,0,0,4
YAPACANI,vacunaciones en menores de 1 ano,bcg,2020-03-01,53,52,3,0,108
YOCALLA,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,3,0,2,6
YOTALA,vacunaciones en menores de 1 ano,bcg,2020-03-01,4,4,3,0,11
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,0,2,2,5
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2020-03-01,1,5,0,0,6
ACACIO,vacunaciones en menores de 1 ano,bcg,2020-04-01,3,3,1,1,8
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2020-04-01,13,24,15,16,68
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2020-04-01,10,7,1,2,20
AIQUILE,vacunaciones en menores de 1 ano,bcg,2020-04-01,12,25,5,5,47
ALALAY,vacunaciones en menores de 1 ano,bcg,2020-04-01,1,0,1,1,3
ALCALA,vacunaciones en menores de 1 ano,bcg,2020-04-01,0,2,0,1,3
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2020-04-01,2,6,2,0,10
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2020-04-01,3,1,4,4,12
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2020-04-01,1,0,2,3,6
ANZALDO,vacunaciones en menores de 1 ano,bcg,2020-04-01,0,2,0,1,3
APOLO,vacunaciones en menores de 1 ano,bcg,2020-04-01,11,9,4,5,29
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2020-04-01,0,3,2,3,8
ARANI,vacunaciones en menores de 1 ano,bcg,2020-04-01,3,4,0,2,9
ARBIETO,vacunaciones en menores de 1 ano,bcg,2020-04-01,10,8,1,1,20
ARQUE,vacunaciones en menores de 1 ano,bcg,2020-04-01,0,0,3,3,6
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2020-04-01,5,8,0,0,13
ATOCHA,vacunaciones en menores de 1 ano,bcg,2020-04-01,5,4,1,1,11
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2020-04-01,3,1,0,3,7
AYATA,vacunaciones en menores de 1 ano,bcg,2020-04-01,1,4,1,0,6
AYO AYO,vacunaciones en menores de 1 ano,bcg,2020-04-01,1,0,2,0,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2020-04-01,16,15,2,5,38
AZURDUY,vacunaciones en menores de 1 ano,bcg,2020-04-01,3,3,1,2,9
BATALLAS,vacunaciones en menores de 1 ano,bcg,2020-04-01,5,7,4,6,22
BAURES,vacunaciones en menores de 1 ano,bcg,2020-04-01,8,1,1,1,11
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2020-04-01,0,0,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2020-04-01,0,0,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2020-04-01,0,2,0,0,2
BERMEJO,vacunaciones en menores de 1 ano,bcg,2020-04-01,30,34,0,1,65
BETANZOS,vacunaciones en menores de 1 ano,bcg,2020-04-01,8,10,8,5,31
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2020-04-01,1,2,2,3,8
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2020-04-01,0,4,1,0,5
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2020-04-01,3,6,0,1,10
CABEZAS,vacunaciones en menores de 1 ano,bcg,2020-04-01,9,10,1,3,23
CAIROMA,vacunaciones en menores de 1 ano,bcg,2020-04-01,2,5,6,0,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2020-04-01,1,5,3,4,13
CAJUATA,vacunaciones en menores de 1 ano,bcg,2020-04-01,9,8,1,1,19
CALACOTO,vacunaciones en menores de 1 ano,bcg,2020-04-01,1,0,1,2,4
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2020-04-01,1,1,9,9,20
CAMARGO,vacunaciones en menores de 1 ano,bcg,2020-04-01,5,7,2,0,14
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2020-04-01,0,1,0,0,1
CAMIRI,vacunaciones en menores de 1 ano,bcg,2020-04-01,48,40,3,0,91
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2020-04-01,12,14,0,4,30
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2020-04-01,0,1,4,4,9
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2020-04-01,9,15,3,2,29
CARANAVI,vacunaciones en menores de 1 ano,bcg,2020-04-01,50,42,5,3,100
CARAPARI,vacunaciones en menores de 1 ano,bcg,2020-04-01,1,2,0,0,3
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2020-04-01,5,4,2,5,16
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2020-04-01,1,0,3,5,9
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2020-04-01,0,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2020-04-01,18,19,4,5,46
CHAQUI,vacunaciones en menores de 1 ano,bcg,2020-04-01,5,2,0,2,9
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2020-04-01,17,18,11,10,56
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2020-04-01,1,1,0,0,2
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2020-04-01,10,8,7,2,27
CHIMORE,vacunaciones en menores de 1 ano,bcg,2020-04-01,22,20,2,7,51
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2020-04-01,0,0,2,2,4
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2020-04-01,0,1,0,1,2
CHUA COCANI,vacunaciones en menores de 1 ano,bcg,2020-04-01,0,0,2,2,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2020-04-01,12,9,1,2,24
CHUMA,vacunaciones en menores de 1 ano,bcg,2020-04-01,0,0,4,8,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2020-04-01,3,1,8,4,16
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2020-04-01,6,6,11,8,31
CLIZA,vacunaciones en menores de 1 ano,bcg,2020-04-01,13,12,4,3,32
COBIJA,vacunaciones en menores de 1 ano,bcg,2020-04-01,61,44,4,1,110
COCAPATA,vacunaciones en menores de 1 ano,bcg,2020-04-01,2,7,11,7,27
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2020-04-01,670,627,5,6,1308
COIPASA,vacunaciones en menores de 1 ano,bcg,2020-04-01,0,0,0,1,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2020-04-01,23,28,0,0,51
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2020-04-01,2,1,7,4,14
COLLANA,vacunaciones en menores de 1 ano,bcg,2020-04-01,0,0,1,1,2
COLOMI,vacunaciones en menores de 1 ano,bcg,2020-04-01,4,12,1,1,18
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2020-04-01,3,3,0,0,6
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2020-04-01,12,15,24,22,73
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2020-04-01,2,2,6,8,18
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2020-04-01,7,3,7,6,23
COMANCHE,vacunaciones en menores de 1 ano,bcg,2020-04-01,0,2,1,2,5
COMARAPA,vacunaciones en menores de 1 ano,bcg,2020-04-01,17,13,0,1,31
COMBAYA,vacunaciones en menores de 1 ano,bcg,2020-04-01,0,0,1,2,3
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2020-04-01,11,14,4,5,34
COPACABANA,vacunaciones en menores de 1 ano,bcg,2020-04-01,7,4,1,4,16
CORIPATA,vacunaciones en menores de 1 ano,bcg,2020-04-01,12,6,0,0,18
CORO CORO,vacunaciones en menores de 1 ano,bcg,2020-04-01,1,1,6,4,12
COROICO,vacunaciones en menores de 1 ano,bcg,2020-04-01,9,12,1,1,23
CORQUE,vacunaciones en menores de 1 ano,bcg,2020-04-01,2,1,2,1,6
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2020-04-01,11,6,1,1,19
COTOCA,vacunaciones en menores de 1 ano,bcg,2020-04-01,56,51,2,2,111
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2020-04-01,27,14,1,1,43
CUEVO,vacunaciones en menores de 1 ano,bcg,2020-04-01,3,0,0,0,3
CULPINA,vacunaciones en menores de 1 ano,bcg,2020-04-01,12,11,2,0,25
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2020-04-01,0,1,0,1,2
CURVA,vacunaciones en menores de 1 ano,bcg,2020-04-01,0,1,0,1,2
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2020-04-01,3,8,1,4,16
EL ALTO,vacunaciones en menores de 1 ano,bcg,2020-04-01,703,668,42,46,1459
EL CHORO,vacunaciones en menores de 1 ano,bcg,2020-04-01,0,0,2,2,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2020-04-01,7,6,2,2,17
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2020-04-01,1,1,4,2,8
EL TORNO,vacunaciones en menores de 1 ano,bcg,2020-04-01,50,44,0,1,95
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2020-04-01,1,1,0,0,2
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2020-04-01,10,12,1,2,25
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2020-04-01,32,21,0,2,55
ESCOMA,vacunaciones en menores de 1 ano,bcg,2020-04-01,4,3,0,2,9
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2020-04-01,0,2,3,0,5
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2020-04-01,0,1,0,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2020-04-01,10,7,7,6,30
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2020-04-01,3,1,5,3,12
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2020-04-01,3,6,0,0,9
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2020-04-01,3,4,4,3,14
GUANAY,vacunaciones en menores de 1 ano,bcg,2020-04-01,8,10,0,0,18
GUAQUI,vacunaciones en menores de 1 ano,bcg,2020-04-01,1,0,2,2,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2020-04-01,35,40,0,2,77
