,group,variable,month,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS FUERA,ANTIROTAVIRÍCA 1RA DOSIS FUERA,TOTALES
LORETO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,1,1,2,5
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,8,6,0,1,15
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,3,2,0,2,7
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,4,3,2,0,9
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,8,8,4,3,23
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,14,3,0,0,17
MALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,0,0,2,0,2
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,17,14,1,0,32
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,9,9,0,1,19
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,13,17,1,0,31
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,8,18,4,2,32
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,3,2,2,5,12
MOJINETE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,2,0,1,0,3
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,2,4,0,0,6
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,13,11,2,0,26
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,71,85,0,2,158
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,2,2,1,0,5
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,5,3,3,2,13
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,2,3,1,0,6
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,0,0,1,2,3
OCURI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,4,2,1,8,15
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,6,4,1,3,14
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,3,3,1,4,11
ORURO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,196,184,9,11,400
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,7,8,0,1,16
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,5,1,2,2,10
PAILON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,16,12,41,34,103
PALCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,18,7,5,1,31
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,29,17,1,2,49
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,3,0,0,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,3,5,0,0,8
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,3,0,0,4
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,0,0,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,18,12,4,0,34
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,6,2,1,0,9
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,5,4,0,0,9
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,10,12,11,10,43
POCONA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,10,4,6,5,25
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,4,7,4,2,17
POOPO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,2,1,1,5
PORCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,10,4,0,0,14
POROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,6,6,4,6,22
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,8,6,3,4,21
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,19,18,0,1,38
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,5,0,0,6
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,2,0,0,3
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,143,145,21,20,329
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,2,3,0,3,8
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,1,1,0,3
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,7,10,8,10,35
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,2,2,1,2,7
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,2,4,4,6,16
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,3,6,1,3,13
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,2,0,2,0,4
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,12,9,1,0,22
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,7,12,2,1,22
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,0,2,0,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,12,10,18,22,62
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,33,41,6,2,82
PUNA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,3,4,3,12,22
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,28,20,5,0,53
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,0,2,0,0,2
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,47,50,63,71,231
QUIME,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,13,4,0,0,17
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,0,0,0,1
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,3,5,3,4,15
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,8,2,6,5,21
REYES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,3,4,0,0,7
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,83,64,3,6,156
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,5,7,0,0,12
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,17,13,4,4,38
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,2,2,0,1,5
SACABA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,82,89,26,24,221
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,3,1,2,0,6
SACACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,10,8,8,9,35
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,7,3,0,0,10
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,8,6,2,4,20
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,9,10,0,0,19
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,0,2,0,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,4,5,0,2,11
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,0,2,1,1,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,1,0,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,5,0,1,7
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,4,7,0,2,13
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,40,28,2,1,71
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,7,5,2,1,15
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,14,9,1,3,27
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,17,17,7,4,45
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,41,27,5,8,81
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,0,4,5,10
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,14,10,0,0,24
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,6,4,0,0,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,14,7,19,19,59
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,3,4,1,1,9
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,33,38,6,2,79
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,8,8,3,1,20
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,12,12,0,0,24
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,13,15,6,8,42
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,8,11,0,0,19
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,5,8,5,3,21
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,2,1,0,0,3
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,8,9,0,0,17
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,19,15,11,10,55
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,2,4,2,0,8
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,0,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,1,1,0,3
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,0,1,0,4,5
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,4,2,1,0,7
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,8,1,0,3,12
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,4,4,1,0,9
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,16,16,0,0,32
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,917,924,3,1,1845
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,14,16,1,3,34
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,20,7,2,0,29
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,0,0,0,1,1
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,4,1,1,7
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,3,0,0,1,4
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,3,0,0,4
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,5,3,1,2,11
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,1,0,1,3
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,5,5,0,4,14
SENA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,5,5,17,19,46
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,22,14,3,2,41
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,17,12,0,1,30
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,0,3,0,4
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,30,35,2,2,69
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,2,5,3,0,10
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,7,2,0,0,9
SORATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,10,8,7,1,26
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,178,202,1,0,381
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,3,4,0,0,7
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,3,5,3,0,11
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,2,4,1,3,10
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,0,1,0,0,1
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,8,14,5,8,35
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,4,4,2,3,13
TARACO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,2,0,0,0,2
TARATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,3,4,0,0,7
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,111,137,1,4,253
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,4,3,3,3,13
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,4,4,2,2,12
TIAHUANACU,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,4,6,1,1,12
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,4,10,8,7,29
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,5,7,0,1,13
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,29,31,8,15,83
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,8,6,8,10,32
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,0,0,0,1,1
TOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,2,1,3,7
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,3,2,0,6
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,3,4,1,1,9
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,3,3,3,2,11
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,5,4,1,2,12
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,6,4,11,5,26
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,11,5,5,4,25
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,0,1,1,3
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,100,70,0,0,170
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,36,25,4,5,70
TURCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,4,3,0,1,8
UMALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,4,3,4,0,11
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,18,12,3,7,40
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,10,5,1,0,16
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,4,2,0,0,6
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,20,17,0,2,39
VACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,2,4,1,0,7
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,5,6,1,0,12
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,45,42,5,7,99
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,2,1,5,2,10
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,2,4,2,5,13
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,21,33,1,7,62
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,3,4,2,3,12
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,4,10,1,4,19
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,93,74,6,8,181
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,4,2,0,2,8
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,21,33,1,0,55
VINTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,26,19,15,25,85
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,4,2,2,1,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,0,4,0,1,5
WARNES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,87,76,0,2,165
YACO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,2,7,2,1,12
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,46,55,9,0,110
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,5,4,1,2,12
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,4,2,0,0,6
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,28,24,13,11,76
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,4,3,1,1,9
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,0,1,2,4
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,1,2,1,5
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-03-01,1,2,2,1,6
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,1,3,0,0,4
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,18,19,9,9,55
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,13,8,2,1,24
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,0,6,14,19,39
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,2,0,0,0,2
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,0,1,2,0,3
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,9,6,0,0,15
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,6,7,3,4,20
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,2,2,2,1,7
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,1,0,0,1,2
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,0,0,4,0,4
APOLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,10,9,3,6,28
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,0,3,2,1,6
ARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,2,2,2,0,6
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,14,7,1,0,22
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,11,9,2,2,24
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,5,3,0,0,8
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,8,6,3,2,19
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,1,3,0,2,6
AYATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,8,3,2,0,13
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,1,6,0,2,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,7,10,9,9,35
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,3,2,2,1,8
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,13,8,1,3,25
BAURES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,2,4,1,1,8
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,1,3,0,0,4
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,0,2,0,1,3
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,0,1,0,0,1
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,16,18,8,4,46
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,14,16,4,7,41
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,2,1,4,1,8
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,3,8,4,3,18
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,5,11,1,5,22
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,11,10,2,1,24
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,10,3,1,7,21
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,5,4,4,6,19
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,5,2,0,0,7
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,3,1,2,1,7
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,3,3,0,2,8
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,3,11,2,2,18
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,0,3,0,0,3
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,22,16,1,3,42
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,9,16,1,1,27
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,8,7,0,0,15
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,6,14,3,3,26
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,34,25,5,6,70
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,11,5,1,1,18
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,5,2,0,2,9
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,1,1,5,6,13
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,2,2,0,1,5
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,1,1,3,1,6
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,22,27,7,5,61
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,9,5,2,1,17
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,5,7,3,3,18
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,1,2,0,0,3
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,8,10,4,4,26
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,21,17,5,2,45
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-04-01,4,0,0,1,5
