,group,variable,month,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS FUERA,ANTIROTAVIRÍCA 2DA DOSIS FUERA,TOTALES
PALCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,10,4,6,3,23
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,12,14,1,2,29
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,4,1,0,1,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,5,5,0,1,11
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,2,3,0,1,6
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,0,1,0,2,3
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,1,5,4,11
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,3,3,1,1,8
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,2,1,2,6
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,6,9,4,7,26
POCONA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,3,2,3,2,10
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,8,8,4,0,20
POOPO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,4,0,1,6
PORCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,0,0,2,0,2
POROMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,6,3,3,4,16
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,4,3,11,4,22
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,12,12,0,0,24
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,2,0,2,1,5
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,2,2,0,0,4
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,26,20,0,0,46
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,2,0,0,3,5
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,0,0,0,1
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,15,17,3,4,39
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,4,5,5,4,18
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,4,7,1,2,14
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,0,2,0,3
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,3,3,1,3,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,3,2,1,1,7
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,3,0,1,2,6
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,0,1,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,0,0,12,11,23
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,36,54,3,7,100
PUNA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,3,9,6,10,28
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,15,11,0,1,27
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,0,2,0,1,3
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,12,7,21,21,61
QUIME,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,8,5,2,0,15
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,0,0,0,2,2
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,4,0,0,0,4
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,7,9,6,5,27
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,29,33,8,10,80
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,1,0,1,3
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,7,15,5,5,32
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,0,0,0,1
SACABA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,54,40,9,9,112
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,1,2,2,6
SACACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,9,7,10,3,29
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,2,6,1,2,11
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,4,6,3,3,16
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,2,2,3,1,8
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,0,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,5,8,4,3,20
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,2,1,0,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,0,0,2,1,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,2,3,2,1,8
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,2,1,1,0,4
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,14,10,5,4,33
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,5,3,2,3,13
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,3,5,10,9,27
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,10,6,6,4,26
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,24,9,4,4,41
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,0,0,0,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,6,13,1,2,22
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,0,6,0,0,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,2,0,0,3
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,2,3,0,0,5
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,22,16,9,8,55
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,1,6,3,11
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,8,8,0,2,18
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,18,23,5,7,53
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,1,0,0,2
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,0,1,14,10,25
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,3,2,0,1,6
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,0,0,3,4,7
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,10,22,3,4,39
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,4,2,1,1,8
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,0,0,1,3,4
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,2,2,2,0,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,0,0,1,0,1
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,1,3,1,6
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,0,1,2,3,6
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,2,0,2,0,4
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,6,6,0,0,12
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,401,355,2,2,760
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,0,1,0,0,1
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,13,4,1,1,19
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,0,2,1,0,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,6,2,1,2,11
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,3,3,1,1,8
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,3,0,1,0,4
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,4,3,0,1,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,1,0,0,2
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,3,5,0,1,9
SENA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,2,2,1,0,5
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,15,12,0,4,31
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,6,7,0,2,15
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,3,3,1,1,8
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,46,32,3,0,81
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,2,2,0,0,4
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,5,4,0,1,10
SORATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,10,8,9,4,31
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,100,89,0,5,194
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,5,3,3,2,13
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,2,1,1,5
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,4,2,3,10
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,1,0,0,2
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,13,10,9,6,38
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,10,12,4,8,34
TARACO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,3,0,0,4
TARATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,4,3,2,1,10
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,83,98,2,0,183
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,3,6,3,2,14
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,8,8,2,2,20
TIAHUANACU,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,5,2,0,1,8
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,9,11,1,1,22
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,4,4,1,1,10
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,41,44,5,11,101
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,9,6,3,8,26
TOCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,3,2,6,2,13
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,2,3,1,2,8
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,1,2,1,5
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,5,3,3,1,12
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,3,1,3,0,7
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,5,6,2,4,17
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,12,5,2,3,22
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,2,3,1,0,6
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,0,0,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,29,35,1,1,66
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,41,27,0,3,71
TURCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,3,0,0,4
UMALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,2,3,1,2,8
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,11,12,4,2,29
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,3,2,2,3,10
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,4,2,0,0,6
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,9,2,2,1,14
VACAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,3,1,2,3,9
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,7,3,1,0,11
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,13,14,1,2,30
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,2,2,0,0,4
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,6,4,1,0,11
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,25,19,1,0,45
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,0,0,1,1,2
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,3,2,2,0,7
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,4,4,2,1,11
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,86,48,9,12,155
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,3,3,0,1,7
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,28,24,3,3,58
VINTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,23,22,27,23,95
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,3,0,4,3,10
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,4,4,1,1,10
WARNES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,11,21,6,1,39
YACO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,5,2,2,3,12
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,27,25,9,13,74
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,4,3,1,1,9
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,4,3,0,0,7
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,23,23,22,21,89
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,5,0,0,6
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,2,0,1,4
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,3,2,0,3,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-04-01,1,3,0,2,6
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,0,4,0,1,5
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,16,9,7,3,35
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,13,19,3,2,37
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,3,6,18,11,38
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,0,2,0,2,4
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,0,0,0,1,1
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,4,4,0,0,8
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,4,5,1,4,14
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,4,0,1,0,5
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,1,4,0,1,6
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,1,4,4,3,12
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,10,20,2,5,37
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,0,2,0,1,3
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,5,3,0,0,8
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,12,15,5,3,35
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,3,9,4,5,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,13,10,0,0,23
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,10,12,6,3,31
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,2,4,0,0,6
AYATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,5,2,1,4,12
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,1,2,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,13,22,9,21,65
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,3,1,1,2,7
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,16,15,0,0,31
BAURES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,0,1,3,1,5
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,1,1,0,0,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,0,0,1,1,2
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,4,4,0,1,9
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,30,16,5,7,58
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,18,20,5,10,53
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,1,6,2,0,9
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,2,2,0,0,4
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,1,3,2,3,9
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,4,6,8,6,24
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,12,17,3,3,35
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,8,2,2,3,15
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,8,7,8,0,23
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,8,12,0,0,20
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,0,0,3,1,4
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,8,6,2,0,16
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,8,6,4,2,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,5,1,0,0,6
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,15,21,5,1,42
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,17,13,4,1,35
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,7,3,4,0,14
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,14,7,5,4,30
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,41,28,2,2,73
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,11,5,5,2,23
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,4,9,2,2,17
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,2,4,4,2,12
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,0,2,0,1,3
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,1,0,0,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,18,14,6,6,44
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,3,5,1,3,12
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,12,11,12,12,47
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,0,2,0,0,2
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,10,8,3,5,26
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,18,17,3,1,39
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,1,1,0,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,0,0,1,1,2
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,2,2,1,0,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,10,10,1,0,21
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,6,4,2,0,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,3,2,3,2,10
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,9,4,5,7,25
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,12,6,5,3,26
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,19,26,18,23,86
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,10,10,7,6,33
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,528,554,2,2,1086
COIPASA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,1,0,0,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,27,37,0,0,64
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,9,14,5,5,33
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,1,0,0,0,1
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,18,17,2,2,39
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,2,0,0,0,2
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,21,12,5,14,52
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,11,7,0,0,18
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,10,6,4,8,28
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,0,1,0,0,1
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,21,18,1,0,40
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,0,1,1,1,3
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,9,11,19,14,53
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,4,5,6,7,22
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,18,19,0,0,37
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,3,3,3,2,11
COROICO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,4,12,3,2,21
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,3,6,0,1,10
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,15,8,2,3,28
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,66,41,21,18,146
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,0,1,0,0,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-05-01,10,7,4,1,22
