municipality,group,variable,month,Píldora: Usuarias Continuas,TOTAL
POSTRER VALLE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,5,5
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,41,41
PUCARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,1,1
PUCARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,6,6
PUERTO ACOSTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,4,4
PUERTO GONZALO MORENO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,6,6
PUERTO QUIJARRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,12,12
PUERTO RICO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,8,8
PUERTO SILES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,2,2
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,7,7
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,11,11
PUNA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,2,2
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,3,3
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,11,11
QUIME,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,3,3
QUIRUSILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,4,4
RAVELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,2,2
REYES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,9,9
RIBERALTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,42,42
ROBORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,49,49
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,15,15
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,2,2
SACACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,19,19
SAIPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,12,12
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,1,1
SAMAIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,20,20
SAN ANDRES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,22,22
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,12,12
SAN BENITO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,1,1
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,35,35
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,16,16
SAN CARLOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,27,27
SAN IGNACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,66,66
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,149,149
SAN JAVIER(BNI),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,1,1
SAN JAVIER(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,29,29
SAN JOAQUIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,15,15
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,45,45
SAN JUAN DE YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,26,26
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,42,42
SAN LORENZO(PND),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,4,4
SAN LORENZO(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,6,6
SAN LUCAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,8,8
SAN MATIAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,38,38
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,47,47
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,3,3
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,1,1
SAN PEDRO DE QUEMES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,1,1
SAN RAFAEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,34,34
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,10,10
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,10,10
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,52,52
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,336,336
SANTA ROSA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,5,5
SANTA ROSA DEL SARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,81,81
SANTIVAÑES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,1,1
SENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,6,6
SICA SICA (VILLA AROMA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,2,2
SIPE SIPE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,4,4
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,3,3
SORACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,1,1
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,101,101
TACACOMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,7,7
TACOPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,2,2
TAPACARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,5,5
TARACO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,2,2
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,25,25
TARVITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,5,5
TEOPONTE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,1,1
TIAWANACU,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,14,14
TINGUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,4,4
TIQUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,2,2
TIRAQUE (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,17,17
TOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,1,1
TOLEDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,1,1
TOMAVE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,1,1
TOMINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,1,1
TORO TORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,1,1
TOTORA(ORR),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,1,1
TRIGAL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,2,2
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,102,102
TUPIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,15,15
TURCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,1,1
UMALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,3,3
UNCIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,7,7
URIONDO (A. CONCEPCION),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,16,16
URUBICHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,60,60
VACAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,1,1
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,8,8
VIACHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,5,5
VILLA MONTES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,17,17
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,2,2
VILLA SERRANO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,10,10
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,39,39
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,87,87
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,17,17
VITICHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,4,4
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,190,190
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,32,32
YANACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,1,1
YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,24,24
YUNCHARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,1,1
ZUDAÑEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-04-01,5,5
ACACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,2,2
ACHACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,19,19
AIQUILE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,1,1
ALCALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,2,2
ANCORAIMES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,1,1
ARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,7,7
ARQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,1,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,41,41
ATOCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,12,12
AUCAPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,1,1
AYATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,4,4
AZURDUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,5,5
BATALLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,2,2
BAURES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,22,22
BELEN DE URMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,1,1
BELLA FLOR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,1,1
BERMEJO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,4,4
BETANZOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,4,4
BOLPEBRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,10,10
BOYUIBE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,5,5
BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,44,44
CABEZAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,37,37
CAIROMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,1,1
"CAIZA ""D""","anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,4,4
CAJUATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,5,5
CALAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,2,2
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,1,1
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,57,57
CAPINOTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,6,6
CAQUIAVIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,1,1
CARACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,7,7
CARANAVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,11,11
CARAPARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,13,13
CARIPUYO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,3,3
CARMEN RIVERO TORREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,8,8
CHAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,4,4
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,5,5
CHAYANTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,7,7
CHIMORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,8,8
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,2,2
CHUMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,2,2
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,82,82
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,61,61
COLCAPIRHUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,8,8
"COLCHA ""K""","anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,4,4
COLLANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,4,4
COLOMI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,9,9
COLPA BELGICA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,40,40
COLQUECHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,8,8
COLQUENCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,2,2
COMARAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,12,12
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,28,28
COPACABANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,1,1
CORIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,2,2
CORQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,2,2
COTAGAITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,5,5
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,36,36
CUATRO CAÑADAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,24,24
CUEVO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,9,9
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,7,7
CURAHUARA DE CARANGAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,1,1
CURVA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,1,1
DESAGUADERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,1,1
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,145,145
EL PUENTE(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,43,43
EL PUENTE(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,1,1
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,47,47
EL VILLAR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,9,9
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,15,15
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,10,10
EUCALIPTUS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,3,3
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,4,4
EXALTACION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,6,6
FERNANDEZ ALONSO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,27,27
FILADELFIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,10,10
GENERAL SAAVEDRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,26,26
GUAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,4,4
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,58,58
GUTIERREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,2,2
HUACARETA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,13,13
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,6,6
HUACHACALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,2,2
HUANUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,7,7
HUARACAJE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,1,1
HUAYLLAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,1,1
INCAHUASI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,16,16
INGAVI (HUMAITA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,3,3
INQUISIVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,7,7
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,18,18
IXIAMAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,2,2
JESUS DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,3,3
LA ASUNTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,6,6
LA GUARDIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,61,61
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,180,180
LAGUNILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,12,12
LAJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,21,21
LAS CARRERAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,2,2
LICOMA PAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,3,3
LLALLAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,6,6
LLICA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,8,8
LORETO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,28,28
LURIBAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,6,6
MACHACAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,2,2
MACHARETI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,30,30
MAGDALENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,11,11
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,20,20
MAPIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,17,17
MECAPACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,1,1
MINEROS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,22,22
MIZQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,29,29
MOCOMOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,4,4
MOJOCOYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,1,1
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,17,17
MONTERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,316,316
MORO MORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,3,3
MOROCHATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,4,4
OCURI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,4,4
OKINAWA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,96,96
OMEREQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,4,4
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,53,53
PADCAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,19,19
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,29,29
PAILON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,12,12
PALCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,2,2
PALOS BLANCOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2007-05-01,13,13
