municipality,group,variable,month,Número de ciclos entregados,TOTAL
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,7,7
EXALTACION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,3,3
FERNANDEZ ALONSO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,32,32
FILADELFIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,78,78
GENERAL SAAVEDRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,34,34
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,2,2
GUAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,6,6
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,284,284
GUTIERREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,5,5
HUACARETA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,61,61
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,16,16
HUACHACALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,1,1
HUANUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,4,4
HUARACAJE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,16,16
HUAYLLAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,6,6
ICHOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,4,4
INCAHUASI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,31,31
INGAVI (HUMAITA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,3,3
INQUISIVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,5,5
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,21,21
IXIAMAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,27,27
JESUS DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,3,3
LA ASUNTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,120,120
LA GUARDIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,98,98
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,483,483
LAGUNILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,26,26
LAJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,46,46
LAS CARRERAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,5,5
LICOMA PAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,1,1
LLALLAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,26,26
LLICA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,13,13
LORETO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,32,32
LURIBAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,6,6
MACHACAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,1,1
MACHARETI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,73,73
MAGDALENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,30,30
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,49,49
MAPIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,35,35
MECAPACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,9,9
MINEROS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,80,80
MIZQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,23,23
MOCOMOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,3,3
MOJOCOYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,7,7
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,70,70
MONTERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,393,393
MOROCHATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,23,23
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,6,6
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,7,7
OCURI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,19,19
OKINAWA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,87,87
OMEREQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,5,5
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,115,115
PADCAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,68,68
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,17,17
PAILON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,16,16
PALCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,9,9
PALOS BLANCOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,27,27
PAMPA GRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,33,33
PAPEL PAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,1,1
PASORAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,9,9
PATACAMAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,13,13
PAZÑA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,6,6
POCOATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,11,11
POCONA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,33,33
POJO (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,2,2
POOPO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,1,1
PORCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,1,1
POROMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,5,5
PORONGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,39,39
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,116,116
PORVENIR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,25,25
POSTRER VALLE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,9,9
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,158,158
PUCARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,3,3
PUCARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,12,12
PUERTO ACOSTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,11,11
PUERTO GONZALO MORENO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,1,1
PUERTO QUIJARRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,31,31
PUERTO RICO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,12,12
PUERTO SILES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,2,2
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,26,26
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,56,56
PUNA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,9,9
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,9,9
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,11,11
QUIME,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,11,11
QUIRUSILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,12,12
RAVELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,18,18
REYES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,48,48
RIBERALTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,133,133
ROBORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,79,79
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,152,152
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,14,14
SACACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,26,26
SAIPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,12,12
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,4,4
SAMAIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,49,49
SAN AGUSTIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,3,3
SAN ANDRES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,93,93
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,26,26
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,158,158
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,19,19
SAN CARLOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,146,146
SAN IGNACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,120,120
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,366,366
SAN JAVIER(BNI),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,12,12
SAN JAVIER(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,48,48
SAN JOAQUIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,91,91
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,63,63
SAN JUAN DE YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,199,199
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,131,131
SAN LORENZO(PND),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,8,8
SAN LORENZO(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,16,16
SAN LUCAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,17,17
SAN MATIAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,64,64
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,166,166
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,10,10
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,7,7
SAN RAFAEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,99,99
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,44,44
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,11,11
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,146,146
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,3506,3506
SANTA ROSA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,47,47
SANTA ROSA DEL SARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,126,126
SANTIAGO DE HUARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,2,2
SANTIVAÑES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,1,1
SAPAHAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,1,1
SENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,74,74
SICA SICA (VILLA AROMA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,3,3
SIPE SIPE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,31,31
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,5,5
SORACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,1,1
SORATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,2,2
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,478,478
TACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,3,3
TACACOMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,19,19
TACOBAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,5,5
TACOPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,6,6
TAPACARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,7,7
TARACO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,6,6
TARATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,2,2
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,173,173
TARVITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,33,33
TEOPONTE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,5,5
TIAWANACU,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,18,18
TINGUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,21,21
TIPUANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,3,3
TIQUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,11,11
TIRAQUE (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,29,29
TOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,7,7
TOLEDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,2,2
TOMAVE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,4,4
TOMINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,8,8
TORO TORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,3,3
TOTORA(ORR),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,4,4
TRIGAL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,5,5
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,349,349
TUPIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,35,35
TURCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,3,3
UMALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,3,3
UNCIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,25,25
URIONDO (A. CONCEPCION),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,31,31
URUBICHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,54,54
UYUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,8,8
VACAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,2,2
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,29,29
VIACHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,15,15
VILLA MONTES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,50,50
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,3,3
VILLA SERRANO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,11,11
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,139,139
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,46,46
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,19,19
VINTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,6,6
VITICHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,24,24
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,275,275
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,71,71
YANACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,3,3
YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,64,64
YOCALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,3,3
YUNCHARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,4,4
ZUDAÑEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-03-01,14,14
ACACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,5,5
ACHACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,34,34
ACHOCALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,2,2
AIQUILE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,5,5
ALCALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,6,6
ANTEQUERA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,6,6
APOLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,6,6
ARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,2,2
ARBIETO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,3,3
ARQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,2,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,23,23
ATOCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,37,37
AUCAPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,3,3
AYATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,10,10
AZURDUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,18,18
BATALLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,5,5
BAURES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,42,42
BELEN DE URMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,1,1
BELLA FLOR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,40,40
BERMEJO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,17,17
BETANZOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,8,8
BOLPEBRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,22,22
BOYUIBE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,8,8
BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,61,61
CABEZAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,53,53
CAIROMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,3,3
"CAIZA ""D""","anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,9,9
CAJUATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,7,7
CALAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,9,9
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,6,6
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,96,96
CAPINOTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,2,2
CARACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,12,12
CARANAVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,30,30
CARAPARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,38,38
CARIPUYO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,11,11
CARMEN RIVERO TORREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,7,7
CHALLAPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,1,1
CHAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,5,5
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,21,21
CHAYANTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,7,7
CHIMORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,13,13
CHIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,1,1
CHOQUE COTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,9,9
CHUMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,7,7
CLIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,5,5
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,120,120
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,170,170
COLCAPIRHUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,13,13
"COLCHA ""K""","anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,1,1
COLLANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2007-04-01,1,1
