municipality,group,variable,month,Diarreas,TOTAL
COBIJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,14,14
COCHABAMBA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,108,108
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,3,3
"COLCHA ""K""",diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
COMARAPA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,6,6
CONCEPCION,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,2,2
COROICO,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
COTAGAITA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
COTOCA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,2,2
CULPINA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,3,3
EL ALTO,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,57,57
EL TORNO,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,4,4
EUCALIPTUS,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,5,5
GUANAY,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,15,15
GUTIERREZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
HUANUNI,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,9,9
LA ASUNTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
LA GUARDIA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,7,7
LA PAZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,66,66
LLALLAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,18,18
LORETO,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,14,14
MAGDALENA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,2,2
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,2,2
MONTERO,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,58,58
ORURO,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,76,76
PADILLA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
PAILON,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,3,3
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
PASORAPA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
PATACAMAYA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
PORTACHUELO,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,57,57
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,4,4
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,4,4
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,26,26
PUNATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,20,20
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,19,19
RIBERALTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,77,77
ROBORE,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,7,7
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,3,3
SACABA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,49,49
SACACA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
SAMAIPATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
SAN ANDRES,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,4,4
SAN CARLOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,16,16
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,27,27
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,3,3
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
SAN JUAN DE YAPACANI,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,16,16
SAN JULIAN,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,12,12
SAN LORENZO(TJA),diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
SAN LUCAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,8,8
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
SAN PEDRO,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
SAN PEDRO DE BUENA VISTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,4,4
SAN RAMON,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,3,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,497,497
SANTA ROSA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
SOPACHUY,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,8,8
SUCRE,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,48,48
TARIJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,34,34
TARVITA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,4,4
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,31,31
TRINIDAD,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,50,50
TUPIZA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,23,23
UNCIA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,44,44
URIONDO (A. CONCEPCION),diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,2,2
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,5,5
VILLA MONTES,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,4,4
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,23,23
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,2,2
VILLAZON,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,22,22
VINTO,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,3,3
WARNES,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,11,11
YACUIBA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,39,39
YAMPARAEZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
YAPACANI,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,24,24
YUNCHARA,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-04-01,1,1
ACACIO,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
ACHACACHI,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,2,2
AIQUILE,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,8,8
ANCORAIMES,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
ANZALDO,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,2,2
APOLO,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,10,10
ATOCHA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,5,5
AYATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,5,5
BERMEJO,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,10,10
BETANZOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
BOYUIBE,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
BUENA VISTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
CAIROMA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,2,2
CAMARGO,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,14,14
CAMIRI,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,4,4
CAPINOTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,5,5
CARANAVI,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,8,8
CHALLAPATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,11,11
CHARAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,3,3
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,3,3
CHUMA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
COBIJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,13,13
COCHABAMBA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,164,164
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,10,10
"COLCHA ""K""",diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
COLOMI,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
COLQUIRI,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,3,3
COMARAPA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
COTAGAITA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,3,3
COTOCA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,3,3
CUATRO CAÑADAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
CULPINA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,4,4
EL ALTO,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,109,109
EL TORNO,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,9,9
EL VILLAR,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,2,2
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,2,2
EUCALIPTUS,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,2,2
GUANAY,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,10,10
GUTIERREZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
HUANUNI,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,10,10
IXIAMAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,4,4
LA ASUNTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,8,8
LA GUARDIA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,22,22
LA PAZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,158,158
LLALLAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,23,23
LORETO,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,26,26
MAGDALENA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,2,2
MAIRANA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,3,3
MAPIRI,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
MIZQUE,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,5,5
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,11,11
MONTERO,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,70,70
OCURI,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,2,2
ORURO,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,71,71
PADILLA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,2,2
PAILON,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,3,3
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,4,4
PATACAMAYA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,6,6
PORTACHUELO,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,2,2
POTOSI,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,86,86
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,34,34
PUNA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
PUNATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,16,16
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,25,25
REYES,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,3,3
RIBERALTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,48,48
ROBORE,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,3,3
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,6,6
SACABA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,48,48
SAMAIPATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,8,8
SAN CARLOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,15,15
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,2,2
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,29,29
SAN JULIAN,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,30,30
SAN LORENZO(TJA),diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,2,2
SAN LUCAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,4,4
SAN MATIAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,3,3
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,2,2
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,657,657
SANTA ROSA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,4,4
SANTIAGO DE HUARI,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
SOPACHUY,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,2,2
SUCRE,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,133,133
TACACOMA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
TARABUCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,3,3
TARIJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,49,49
TIPUANI,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,13,13
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,24,24
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,8,8
TRINIDAD,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,67,67
TUPIZA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,29,29
UNCIA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,42,42
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
VILLA MONTES,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,8,8
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,29,29
VILLAZON,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,27,27
VINTO,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,4,4
WARNES,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,21,21
YACUIBA,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,23,23
YAMPARAEZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,1,1
YAPACANI,diagnostico de egreso en menores de 5 anos,diarreas,2006-05-01,40,40
ACACIO,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
ACHACACHI,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,2,2
AIQUILE,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,7,7
ANCORAIMES,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,2,2
APOLO,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,4,4
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,15,15
AYATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,7,7
AZURDUY,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
BAURES,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,4,4
BERMEJO,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,4,4
CAMARGO,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,8,8
CAMIRI,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,30,30
CAPINOTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,4,4
CARANAVI,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,24,24
CHALLAPATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,8,8
CHARAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,4,4
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,7,7
COBIJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,15,15
COCHABAMBA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,140,140
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
COLOMI,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
COLQUIRI,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,3,3
COMARAPA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,3,3
CONCEPCION,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
COROICO,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
COTOCA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,10,10
CUATRO CAÑADAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,9,9
CULPINA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,4,4
EL ALTO,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,136,136
EL PUENTE(TJA),diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
EL TORNO,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,22,22
EL VILLAR,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
EUCALIPTUS,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,3,3
GUANAY,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,3,3
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,6,6
HUANUNI,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,9,9
INQUISIVI,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
LA ASUNTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,10,10
LA GUARDIA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,9,9
LA PAZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,82,82
LLALLAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,13,13
MAGDALENA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,5,5
MIZQUE,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,2,2
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,5,5
MONTERO,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,136,136
ORURO,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,46,46
PADCAYA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,6,6
PADILLA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,7,7
PAILON,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,3,3
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,4,4
PATACAMAYA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,4,4
POCOATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,61,61
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,4,4
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,2,2
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,32,32
PUNATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,15,15
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,21,21
REYES,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
RIBERALTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,111,111
ROBORE,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,6,6
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,5,5
SACABA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,21,21
SACACA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
SAMAIPATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,2,2
SAN ANDRES,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,10,10
SAN BUENA VENTURA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,2,2
SAN CARLOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,23,23
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,7,7
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,58,58
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,4,4
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,5,5
SAN JUAN DE YAPACANI,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
SAN JULIAN,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,36,36
SAN LORENZO(TJA),diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
SAN LUCAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
SAN MATIAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,3,3
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,5,5
SAN PEDRO DE BUENA VISTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,2,2
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,4,4
SAN RAMON,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,3,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,647,647
SANTA ROSA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,5,5
SANTA ROSA DEL SARA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,2,2
SUCRE,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,67,67
TAPACARI,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
TARABUCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,6,6
TARIJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,58,58
TARVITA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,3,3
TIPUANI,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,23,23
TOMINA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,2,2
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,3,3
TRINIDAD,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,88,88
TUPIZA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,28,28
UNCIA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,20,20
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,2,2
VILLA MONTES,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,12,12
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,29,29
VILLAZON,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,9,9
VINTO,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,2,2
WARNES,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,29,29
YACUIBA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,54,54
YAMPARAEZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
YAPACANI,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,36,36
YOTALA,diagnostico de egreso en menores de 5 anos,diarreas,2006-06-01,1,1
ACACIO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,1,1
ACHACACHI,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,2,2
AIQUILE,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,2,2
APOLO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,18,18
ATOCHA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,2,2
AZURDUY,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,2,2
BAURES,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,1,1
BERMEJO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,9,9
