municipality,group,variable,month,Neumonías,TOTAL
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,3,3
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,26,26
SAN LORENZO(TJA),diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,1,1
SAN LUCAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,3,3
SAN MATIAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,6,6
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,9,9
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,4,4
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,2,2
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,7,7
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,415,415
SOPACHUY,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,36,36
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,1,1
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,23,23
TARVITA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,1,1
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,11,11
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,16,16
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,4,4
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,15,15
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,38,38
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,3,3
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,4,4
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,10,10
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,14,14
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,2,2
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,66,66
VINTO,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,4,4
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,10,10
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,31,31
YAMPARAEZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,1,1
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,20,20
ACHACACHI,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,10,10
ANZALDO,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
APOLO,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,2,2
ATOCHA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,5,5
BETANZOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,2,2
BOYUIBE,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
CABEZAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,3,3
CAMARGO,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,3,3
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,2,2
CAPINOTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,2,2
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,5,5
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,7,7
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,5,5
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,3,3
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,6,6
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,262,262
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,6,6
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,5,5
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
COROICO,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,3,3
COTOCA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
CULPINA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,125,125
EL TORNO,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,3,3
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,4,4
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,5,5
GUTIERREZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,2,2
HUANUNI,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,7,7
IXIAMAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,3,3
LA ASUNTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,2,2
LA GUARDIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,9,9
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,109,109
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,29,29
LORETO,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,23,23
MAGDALENA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
MAIRANA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,3,3
MIZQUE,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,4,4
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,14,14
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,24,24
OCURI,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,31,31
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,6,6
PAILON,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,2,2
PATACAMAYA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,2,2
PORTACHUELO,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,58,58
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,12,12
PUNA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,24,24
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,25,25
REYES,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,2,2
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,22,22
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,2,2
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,2,2
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,57,57
SACACA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,6,6
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,9,9
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,13,13
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,5,5
SAN LUCAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,7,7
SAN MATIAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
SAN PEDRO DE BUENA VISTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,364,364
SANTA ROSA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,5,5
SIPE SIPE,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,2,2
SOPACHUY,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,75,75
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,5,5
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,21,21
TEOPONTE,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,5,5
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,10,10
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,8,8
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,14,14
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,28,28
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,11,11
URUBICHA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,4,4
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,11,11
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,12,12
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,63,63
VINTO,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,4,4
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,4,4
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,27,27
YAMPARAEZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,2,2
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,19,19
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-05-01,1,1
ACACIO,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
APOLO,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,5,5
ATOCHA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,4,4
CABEZAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,2,2
CAMARGO,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,6,6
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,13,13
CAPINOTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,2,2
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,4,4
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,6,6
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,3,3
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,16,16
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,232,232
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,3,3
COLOMI,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,2,2
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,4,4
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,4,4
COROICO,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
COTAGAITA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
COTOCA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,2,2
CUATRO CAÑADAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,12,12
CULPINA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,4,4
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,105,105
EL TORNO,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,2,2
FILADELFIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,2,2
GUANAY,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,2,2
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,4,4
GUTIERREZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
HUANUNI,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,6,6
LA ASUNTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,3,3
LA GUARDIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,9,9
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,90,90
LAGUNILLAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,28,28
MAGDALENA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,2,2
MAIRANA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,2,2
MIZQUE,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,7,7
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,26,26
OCURI,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,36,36
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,4,4
PAILON,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,4,4
PATACAMAYA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,3,3
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,50,50
PUERTO RICO,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,4,4
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,5,5
PUNA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,26,26
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,18,18
QUIRUSILLAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,2,2
REYES,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,23,23
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,7,7
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,4,4
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,71,71
SAN ANDRES,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,3,3
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,3,3
SAN BUENA VENTURA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,2,2
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,2,2
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,20,20
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,2,2
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,6,6
SAN LUCAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,8,8
SAN MATIAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,7,7
SAN PEDRO DE BUENA VISTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,2,2
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,316,316
SANTA ROSA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
SIPE SIPE,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,2,2
SOPACHUY,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,4,4
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,67,67
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,25,25
TARVITA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,6,6
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,13,13
TOMINA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,2,2
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,2,2
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,11,11
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,44,44
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,2,2
URUBICHA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,2,2
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,5,5
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,10,10
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,66,66
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,4,4
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,22,22
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,7,7
YOTALA,diagnostico de egreso en menores de 5 anos,neumonias,2006-06-01,1,1
ACHACACHI,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,4,4
APOLO,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,2,2
AZURDUY,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
BAURES,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
BERMEJO,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,5,5
BOYUIBE,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,2,2
CABEZAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,4,4
CAMARGO,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,3,3
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,10,10
CAPINOTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,4,4
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,3,3
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,3,3
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,5,5
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,23,23
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,192,192
COLOMI,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
COTAGAITA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,2,2
COTOCA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,3,3
CUATRO CAÑADAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,12,12
CULPINA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,3,3
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,90,90
EL TORNO,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,3,3
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,2,2
HUANUNI,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,2,2
INCAHUASI,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
LA GUARDIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,2,2
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,69,69
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,19,19
MAGDALENA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
MAIRANA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
MIZQUE,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,2,2
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,5,5
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,26,26
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,33,33
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,11,11
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,43,43
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
PUERTO RICO,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,2,2
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,8,8
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,20,20
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,28,28
QUIME,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
REYES,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,2,2
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,49,49
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,2,2
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,2,2
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,74,74
SACACA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,3,3
SAMAIPATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,2,2
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,3,3
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
SAN BUENA VENTURA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,10,10
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,27,27
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,2,2
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,7,7
SAN JUAN DE YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,2,2
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
SAN LUCAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,6,6
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,5,5
SAN PEDRO,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,2,2
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,174,174
SANTA ROSA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,2,2
SOPACHUY,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,6,6
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,37,37
TAPACARI,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,2,2
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,5,5
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,27,27
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,4,4
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,10,10
TOLEDO,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,2,2
TOMINA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,2,2
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,9,9
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,35,35
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,5,5
