,group,variable,month,NÚMERO DE TRATAMIENTOS ESPECÍFICOS DISPENSADOS VIVAX,NÚMERO DE TRATAMIENTOS ESPECÍFICOS DISPENSADOS VIVAX,NÚMERO DE TRATAMIENTOS ESPECÍFICOS DISPENSADOS FALCIPARUM,NÚMERO DE TRATAMIENTOS ESPECÍFICOS DISPENSADOS FALCIPARUM,TOTALES,TOTALES,TOTALES
PORONGO,malaria,numero de tratamientos especificos dispensados,2011-07-01,1,1,0,0,1,1,2
PORTACHUELO,malaria,numero de tratamientos especificos dispensados,2011-07-01,1,0,0,0,1,0,1
PORVENIR,malaria,numero de tratamientos especificos dispensados,2011-07-01,1,1,0,0,1,1,2
PUERTO GONZALO MORENO,malaria,numero de tratamientos especificos dispensados,2011-07-01,3,0,0,0,3,0,3
PUERTO RICO,malaria,numero de tratamientos especificos dispensados,2011-07-01,1,0,0,0,1,0,1
PUNATA,malaria,numero de tratamientos especificos dispensados,2011-07-01,0,1,0,0,0,1,1
REYES,malaria,numero de tratamientos especificos dispensados,2011-07-01,1,3,0,0,1,3,4
RIBERALTA,malaria,numero de tratamientos especificos dispensados,2011-07-01,44,19,0,1,44,20,64
SANTA CRUZ DE LA SIERRA,malaria,numero de tratamientos especificos dispensados,2011-07-01,0,0,0,0,0,0,0
SANTA ROSA,malaria,numero de tratamientos especificos dispensados,2011-07-01,0,1,0,0,0,1,1
SENA,malaria,numero de tratamientos especificos dispensados,2011-07-01,1,2,0,0,1,2,3
TEOPONTE,malaria,numero de tratamientos especificos dispensados,2011-07-01,1,0,0,0,1,0,1
TORO TORO,malaria,numero de tratamientos especificos dispensados,2011-07-01,2,1,0,0,2,1,3
VILLA MONTES,malaria,numero de tratamientos especificos dispensados,2011-07-01,4,3,0,0,4,3,7
VILLA NUEVA (LOMA ALTA),malaria,numero de tratamientos especificos dispensados,2011-07-01,3,0,0,0,3,0,3
VILLA SERRANO,malaria,numero de tratamientos especificos dispensados,2011-07-01,0,1,0,0,0,1,1
YACUIBA,malaria,numero de tratamientos especificos dispensados,2011-07-01,0,1,0,0,0,1,1
APOLO,malaria,numero de tratamientos especificos dispensados,2011-08-01,2,3,0,0,2,3,5
BAURES,malaria,numero de tratamientos especificos dispensados,2011-08-01,10,7,0,0,10,7,17
BELLA FLOR,malaria,numero de tratamientos especificos dispensados,2011-08-01,1,0,0,0,1,0,1
BUENA VISTA,malaria,numero de tratamientos especificos dispensados,2011-08-01,0,1,0,0,0,1,1
CABEZAS,malaria,numero de tratamientos especificos dispensados,2011-08-01,2,0,0,0,2,0,2
COBIJA,malaria,numero de tratamientos especificos dispensados,2011-08-01,3,0,0,0,3,0,3
COMARAPA,malaria,numero de tratamientos especificos dispensados,2011-08-01,1,0,0,0,1,0,1
COROICO,malaria,numero de tratamientos especificos dispensados,2011-08-01,1,1,0,0,1,1,2
EL TORNO,malaria,numero de tratamientos especificos dispensados,2011-08-01,6,9,0,0,6,9,15
EUREKA (SANTOS MERCADO),malaria,numero de tratamientos especificos dispensados,2011-08-01,2,1,0,0,2,1,3
FILADELFIA,malaria,numero de tratamientos especificos dispensados,2011-08-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,numero de tratamientos especificos dispensados,2011-08-01,124,93,6,0,130,93,223
HUACARETA,malaria,numero de tratamientos especificos dispensados,2011-08-01,2,0,0,0,2,0,2
INCAHUASI,malaria,numero de tratamientos especificos dispensados,2011-08-01,0,1,0,0,0,1,1
INGAVI (HUMAITA),malaria,numero de tratamientos especificos dispensados,2011-08-01,1,0,0,0,1,0,1
IXIAMAS,malaria,numero de tratamientos especificos dispensados,2011-08-01,0,1,0,0,0,1,1
LA GUARDIA,malaria,numero de tratamientos especificos dispensados,2011-08-01,1,0,0,0,1,0,1
MACHARETI,malaria,numero de tratamientos especificos dispensados,2011-08-01,0,1,0,0,0,1,1
MONTEAGUDO,malaria,numero de tratamientos especificos dispensados,2011-08-01,1,2,0,0,1,2,3
MONTERO,malaria,numero de tratamientos especificos dispensados,2011-08-01,1,1,1,0,2,1,3
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de tratamientos especificos dispensados,2011-08-01,2,0,0,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de tratamientos especificos dispensados,2011-08-01,5,2,0,0,5,2,7
PORONGO,malaria,numero de tratamientos especificos dispensados,2011-08-01,1,1,0,0,1,1,2
PUERTO GONZALO MORENO,malaria,numero de tratamientos especificos dispensados,2011-08-01,2,0,0,0,2,0,2
REYES,malaria,numero de tratamientos especificos dispensados,2011-08-01,2,1,0,0,2,1,3
RIBERALTA,malaria,numero de tratamientos especificos dispensados,2011-08-01,35,15,3,3,38,18,56
RURRENABAQUE,malaria,numero de tratamientos especificos dispensados,2011-08-01,2,0,0,0,2,0,2
SAIPINA,malaria,numero de tratamientos especificos dispensados,2011-08-01,3,0,0,0,3,0,3
SAN CARLOS,malaria,numero de tratamientos especificos dispensados,2011-08-01,1,0,0,0,1,0,1
SAN LORENZO(PND),malaria,numero de tratamientos especificos dispensados,2011-08-01,2,5,0,0,2,5,7
SAN PEDRO(PND),malaria,numero de tratamientos especificos dispensados,2011-08-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,malaria,numero de tratamientos especificos dispensados,2011-08-01,0,1,0,0,0,1,1
SENA,malaria,numero de tratamientos especificos dispensados,2011-08-01,2,1,0,0,2,1,3
TORO TORO,malaria,numero de tratamientos especificos dispensados,2011-08-01,1,1,0,0,1,1,2
VILLA NUEVA (LOMA ALTA),malaria,numero de tratamientos especificos dispensados,2011-08-01,0,1,0,0,0,1,1
VILLA SERRANO,malaria,numero de tratamientos especificos dispensados,2011-08-01,6,2,0,0,6,2,8
YACUIBA,malaria,numero de tratamientos especificos dispensados,2011-08-01,1,2,0,0,1,2,3
APOLO,malaria,numero de tratamientos especificos dispensados,2011-09-01,1,1,0,0,1,1,2
BAURES,malaria,numero de tratamientos especificos dispensados,2011-09-01,4,3,0,0,4,3,7
BELLA FLOR,malaria,numero de tratamientos especificos dispensados,2011-09-01,1,0,0,0,1,0,1
CABEZAS,malaria,numero de tratamientos especificos dispensados,2011-09-01,1,0,0,0,1,0,1
CHIMORE,malaria,numero de tratamientos especificos dispensados,2011-09-01,1,0,0,0,1,0,1
COBIJA,malaria,numero de tratamientos especificos dispensados,2011-09-01,1,0,0,0,1,0,1
COMARAPA,malaria,numero de tratamientos especificos dispensados,2011-09-01,1,0,0,0,1,0,1
EL TORNO,malaria,numero de tratamientos especificos dispensados,2011-09-01,3,2,0,0,3,2,5
EUREKA (SANTOS MERCADO),malaria,numero de tratamientos especificos dispensados,2011-09-01,7,0,0,0,7,0,7
FILADELFIA,malaria,numero de tratamientos especificos dispensados,2011-09-01,0,1,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de tratamientos especificos dispensados,2011-09-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,numero de tratamientos especificos dispensados,2011-09-01,92,66,0,1,92,67,159
MAGDALENA,malaria,numero de tratamientos especificos dispensados,2011-09-01,2,0,0,0,2,0,2
MONTEAGUDO,malaria,numero de tratamientos especificos dispensados,2011-09-01,1,1,0,0,1,1,2
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de tratamientos especificos dispensados,2011-09-01,1,1,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de tratamientos especificos dispensados,2011-09-01,2,4,0,1,2,5,7
PORONGO,malaria,numero de tratamientos especificos dispensados,2011-09-01,1,2,0,0,1,2,3
PORVENIR,malaria,numero de tratamientos especificos dispensados,2011-09-01,2,0,0,0,2,0,2
PUERTO GONZALO MORENO,malaria,numero de tratamientos especificos dispensados,2011-09-01,6,0,0,0,6,0,6
REYES,malaria,numero de tratamientos especificos dispensados,2011-09-01,3,2,0,0,3,2,5
RIBERALTA,malaria,numero de tratamientos especificos dispensados,2011-09-01,27,15,0,0,27,15,42
RURRENABAQUE,malaria,numero de tratamientos especificos dispensados,2011-09-01,1,0,0,0,1,0,1
SAIPINA,malaria,numero de tratamientos especificos dispensados,2011-09-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,malaria,numero de tratamientos especificos dispensados,2011-09-01,1,0,0,0,1,0,1
SAN LORENZO(PND),malaria,numero de tratamientos especificos dispensados,2011-09-01,12,3,0,0,12,3,15
SAN PEDRO(PND),malaria,numero de tratamientos especificos dispensados,2011-09-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,malaria,numero de tratamientos especificos dispensados,2011-09-01,0,0,0,0,0,0,0
SENA,malaria,numero de tratamientos especificos dispensados,2011-09-01,1,0,0,0,1,0,1
TIPUANI,malaria,numero de tratamientos especificos dispensados,2011-09-01,1,0,0,0,1,0,1
TORO TORO,malaria,numero de tratamientos especificos dispensados,2011-09-01,2,5,0,0,2,5,7
VILLA MONTES,malaria,numero de tratamientos especificos dispensados,2011-09-01,0,2,0,0,0,2,2
VILLA NUEVA (LOMA ALTA),malaria,numero de tratamientos especificos dispensados,2011-09-01,1,3,1,0,2,3,5
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de tratamientos especificos dispensados,2011-09-01,0,1,0,0,0,1,1
YACUIBA,malaria,numero de tratamientos especificos dispensados,2011-09-01,4,3,0,0,4,3,7
APOLO,malaria,numero de tratamientos especificos dispensados,2011-10-01,1,1,0,0,1,1,2
BAURES,malaria,numero de tratamientos especificos dispensados,2011-10-01,6,2,0,0,6,2,8
CABEZAS,malaria,numero de tratamientos especificos dispensados,2011-10-01,1,0,0,0,1,0,1
COBIJA,malaria,numero de tratamientos especificos dispensados,2011-10-01,4,0,0,0,4,0,4
EL TORNO,malaria,numero de tratamientos especificos dispensados,2011-10-01,3,5,0,0,3,5,8
EUREKA (SANTOS MERCADO),malaria,numero de tratamientos especificos dispensados,2011-10-01,2,0,0,0,2,0,2
FILADELFIA,malaria,numero de tratamientos especificos dispensados,2011-10-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,numero de tratamientos especificos dispensados,2011-10-01,99,62,15,12,114,74,188
INGAVI (HUMAITA),malaria,numero de tratamientos especificos dispensados,2011-10-01,4,0,0,0,4,0,4
LAGUNILLAS,malaria,numero de tratamientos especificos dispensados,2011-10-01,2,0,0,0,2,0,2
MAGDALENA,malaria,numero de tratamientos especificos dispensados,2011-10-01,1,0,0,0,1,0,1
MONTEAGUDO,malaria,numero de tratamientos especificos dispensados,2011-10-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de tratamientos especificos dispensados,2011-10-01,13,6,0,1,13,7,20
PORONGO,malaria,numero de tratamientos especificos dispensados,2011-10-01,2,4,0,0,2,4,6
PORVENIR,malaria,numero de tratamientos especificos dispensados,2011-10-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,malaria,numero de tratamientos especificos dispensados,2011-10-01,4,0,0,0,4,0,4
PUERTO RICO,malaria,numero de tratamientos especificos dispensados,2011-10-01,7,0,0,0,7,0,7
REYES,malaria,numero de tratamientos especificos dispensados,2011-10-01,2,2,0,0,2,2,4
RIBERALTA,malaria,numero de tratamientos especificos dispensados,2011-10-01,30,22,1,1,31,23,54
RURRENABAQUE,malaria,numero de tratamientos especificos dispensados,2011-10-01,1,0,1,0,2,0,2
SAIPINA,malaria,numero de tratamientos especificos dispensados,2011-10-01,3,1,0,0,3,1,4
SAN BORJA,malaria,numero de tratamientos especificos dispensados,2011-10-01,0,1,0,0,0,1,1
SAN BUENA VENTURA,malaria,numero de tratamientos especificos dispensados,2011-10-01,1,0,0,0,1,0,1
SAN LORENZO(PND),malaria,numero de tratamientos especificos dispensados,2011-10-01,9,5,0,0,9,5,14
SAN PEDRO(PND),malaria,numero de tratamientos especificos dispensados,2011-10-01,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,malaria,numero de tratamientos especificos dispensados,2011-10-01,0,0,0,0,0,0,0
SENA,malaria,numero de tratamientos especificos dispensados,2011-10-01,1,0,0,0,1,0,1
TORO TORO,malaria,numero de tratamientos especificos dispensados,2011-10-01,0,1,0,0,0,1,1
VILLA MONTES,malaria,numero de tratamientos especificos dispensados,2011-10-01,2,0,0,0,2,0,2
VILLA NUEVA (LOMA ALTA),malaria,numero de tratamientos especificos dispensados,2011-10-01,3,0,0,0,3,0,3
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de tratamientos especificos dispensados,2011-10-01,0,1,0,0,0,1,1
YACUIBA,malaria,numero de tratamientos especificos dispensados,2011-10-01,1,1,0,0,1,1,2
YOTALA,malaria,numero de tratamientos especificos dispensados,2011-10-01,1,1,0,0,1,1,2
APOLO,malaria,numero de tratamientos especificos dispensados,2011-11-01,3,4,0,0,3,4,7
BAURES,malaria,numero de tratamientos especificos dispensados,2011-11-01,3,3,0,0,3,3,6
CAMARGO,malaria,numero de tratamientos especificos dispensados,2011-11-01,0,0,1,0,1,0,1
CARANAVI,malaria,numero de tratamientos especificos dispensados,2011-11-01,1,0,0,0,1,0,1
CARAPARI,malaria,numero de tratamientos especificos dispensados,2011-11-01,1,0,0,0,1,0,1
COBIJA,malaria,numero de tratamientos especificos dispensados,2011-11-01,6,0,0,0,6,0,6
EL TORNO,malaria,numero de tratamientos especificos dispensados,2011-11-01,3,0,0,0,3,0,3
EUREKA (SANTOS MERCADO),malaria,numero de tratamientos especificos dispensados,2011-11-01,5,2,0,0,5,2,7
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de tratamientos especificos dispensados,2011-11-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,numero de tratamientos especificos dispensados,2011-11-01,169,112,4,0,173,112,285
INGAVI (HUMAITA),malaria,numero de tratamientos especificos dispensados,2011-11-01,4,2,0,0,4,2,6
LA GUARDIA,malaria,numero de tratamientos especificos dispensados,2011-11-01,0,1,0,0,0,1,1
MAGDALENA,malaria,numero de tratamientos especificos dispensados,2011-11-01,1,1,0,0,1,1,2
MONTEAGUDO,malaria,numero de tratamientos especificos dispensados,2011-11-01,0,1,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de tratamientos especificos dispensados,2011-11-01,1,1,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de tratamientos especificos dispensados,2011-11-01,5,5,0,2,5,7,12
OMEREQUE,malaria,numero de tratamientos especificos dispensados,2011-11-01,1,0,0,0,1,0,1
PORONGO,malaria,numero de tratamientos especificos dispensados,2011-11-01,3,3,0,0,3,3,6
PORVENIR,malaria,numero de tratamientos especificos dispensados,2011-11-01,3,0,0,0,3,0,3
PUERTO GONZALO MORENO,malaria,numero de tratamientos especificos dispensados,2011-11-01,2,0,0,0,2,0,2
PUERTO RICO,malaria,numero de tratamientos especificos dispensados,2011-11-01,4,2,0,0,4,2,6
REYES,malaria,numero de tratamientos especificos dispensados,2011-11-01,3,2,0,0,3,2,5
RIBERALTA,malaria,numero de tratamientos especificos dispensados,2011-11-01,30,25,0,0,30,25,55
RURRENABAQUE,malaria,numero de tratamientos especificos dispensados,2011-11-01,1,0,0,0,1,0,1
SAIPINA,malaria,numero de tratamientos especificos dispensados,2011-11-01,0,1,0,0,0,1,1
SAN BORJA,malaria,numero de tratamientos especificos dispensados,2011-11-01,3,2,0,0,3,2,5
SAN LORENZO(PND),malaria,numero de tratamientos especificos dispensados,2011-11-01,4,6,0,0,4,6,10
SANTA CRUZ DE LA SIERRA,malaria,numero de tratamientos especificos dispensados,2011-11-01,0,0,0,0,0,0,0
TARABUCO,malaria,numero de tratamientos especificos dispensados,2011-11-01,1,0,0,0,1,0,1
TEOPONTE,malaria,numero de tratamientos especificos dispensados,2011-11-01,3,3,0,0,3,3,6
TORO TORO,malaria,numero de tratamientos especificos dispensados,2011-11-01,3,4,0,0,3,4,7
VILLA MONTES,malaria,numero de tratamientos especificos dispensados,2011-11-01,1,0,0,0,1,0,1
VILLA NUEVA (LOMA ALTA),malaria,numero de tratamientos especificos dispensados,2011-11-01,1,0,0,0,1,0,1
VILLA SERRANO,malaria,numero de tratamientos especificos dispensados,2011-11-01,1,1,0,0,1,1,2
YACUIBA,malaria,numero de tratamientos especificos dispensados,2011-11-01,4,1,0,0,4,1,5
APOLO,malaria,numero de tratamientos especificos dispensados,2011-12-01,1,1,0,0,1,1,2
BAURES,malaria,numero de tratamientos especificos dispensados,2011-12-01,6,3,0,0,6,3,9
BELLA FLOR,malaria,numero de tratamientos especificos dispensados,2011-12-01,1,0,0,0,1,0,1
COBIJA,malaria,numero de tratamientos especificos dispensados,2011-12-01,6,1,0,0,6,1,7
COCHABAMBA,malaria,numero de tratamientos especificos dispensados,2011-12-01,0,1,0,0,0,1,1
EL TORNO,malaria,numero de tratamientos especificos dispensados,2011-12-01,7,1,0,0,7,1,8
EUREKA (SANTOS MERCADO),malaria,numero de tratamientos especificos dispensados,2011-12-01,3,0,0,0,3,0,3
FILADELFIA,malaria,numero de tratamientos especificos dispensados,2011-12-01,2,0,0,0,2,0,2
GUAYARAMERIN,malaria,numero de tratamientos especificos dispensados,2011-12-01,128,89,2,4,130,93,223
INGAVI (HUMAITA),malaria,numero de tratamientos especificos dispensados,2011-12-01,1,2,0,0,1,2,3
LA ASUNTA,malaria,numero de tratamientos especificos dispensados,2011-12-01,0,1,0,0,0,1,1
LA GUARDIA,malaria,numero de tratamientos especificos dispensados,2011-12-01,2,0,0,0,2,0,2
MAGDALENA,malaria,numero de tratamientos especificos dispensados,2011-12-01,4,4,0,0,4,4,8
MOJOCOYA,malaria,numero de tratamientos especificos dispensados,2011-12-01,1,0,0,0,1,0,1
MONTEAGUDO,malaria,numero de tratamientos especificos dispensados,2011-12-01,1,1,0,0,1,1,2
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de tratamientos especificos dispensados,2011-12-01,2,0,0,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de tratamientos especificos dispensados,2011-12-01,7,2,4,3,11,5,16
OMEREQUE,malaria,numero de tratamientos especificos dispensados,2011-12-01,0,1,0,0,0,1,1
PADILLA,malaria,numero de tratamientos especificos dispensados,2011-12-01,1,0,0,0,1,0,1
PORONGO,malaria,numero de tratamientos especificos dispensados,2011-12-01,1,2,0,0,1,2,3
PORVENIR,malaria,numero de tratamientos especificos dispensados,2011-12-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,malaria,numero de tratamientos especificos dispensados,2011-12-01,4,1,0,0,4,1,5
PUERTO RICO,malaria,numero de tratamientos especificos dispensados,2011-12-01,1,0,0,0,1,0,1
RIBERALTA,malaria,numero de tratamientos especificos dispensados,2011-12-01,60,17,5,2,65,19,84
RURRENABAQUE,malaria,numero de tratamientos especificos dispensados,2011-12-01,1,0,0,0,1,0,1
SAIPINA,malaria,numero de tratamientos especificos dispensados,2011-12-01,10,5,0,0,10,5,15
SAN CARLOS,malaria,numero de tratamientos especificos dispensados,2011-12-01,0,1,0,0,0,1,1
SAN LORENZO(PND),malaria,numero de tratamientos especificos dispensados,2011-12-01,9,1,0,0,9,1,10
SANTA CRUZ DE LA SIERRA,malaria,numero de tratamientos especificos dispensados,2011-12-01,0,0,0,0,0,0,0
SANTA ROSA,malaria,numero de tratamientos especificos dispensados,2011-12-01,0,2,0,0,0,2,2
SHINAOTA,malaria,numero de tratamientos especificos dispensados,2011-12-01,0,1,0,0,0,1,1
TEOPONTE,malaria,numero de tratamientos especificos dispensados,2011-12-01,2,0,0,0,2,0,2
TORO TORO,malaria,numero de tratamientos especificos dispensados,2011-12-01,2,3,0,0,2,3,5
VILLA MONTES,malaria,numero de tratamientos especificos dispensados,2011-12-01,0,1,0,0,0,1,1
VILLA NUEVA (LOMA ALTA),malaria,numero de tratamientos especificos dispensados,2011-12-01,2,0,0,0,2,0,2
