municipality,group,variable,month,Nacidos vivos atendidos por partera,TOTAL
QUIRUSILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,5,5
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,2,2
SENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,1,1
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,4,4
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,2,2
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,2,2
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,2,2
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,2,2
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,1,1
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,1,1
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,2,2
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,1,1
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,1,1
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,2,2
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,23,23
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,6,6
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
COCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,2,2
CUEVO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
CURVA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,5,5
EL PUENTE(STC),atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,2,2
HUANUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
MACHACAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,6,6
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,8,8
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,2,2
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,2,2
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-08-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,24,24
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,3,3
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,2,2
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,10,10
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,7,7
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
EXALTACION,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,2,2
HUACARETA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,2,2
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,2,2
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,2,2
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,4,4
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,2,2
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,5,5
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
TARATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,6,6
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,3,3
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,2,2
YOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-09-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,24,24
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,3,3
CORO CORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,3,3
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
MACHACAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
PAILON,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,6,6
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,3,3
REYES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,2,2
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,3,3
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,2,2
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,3,3
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-10-01,2,2
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,30,30
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,3,3
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,2,2
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,2,2
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,4,4
CUEVO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,4,4
EXALTACION,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
PALCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,3,3
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
PUERTO QUIJARRO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,2,2
REYES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,2,2
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,2,2
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,2,2
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,3,3
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,2,2
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,2,2
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-11-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,1,1
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,1,1
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,14,14
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,2,2
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,3,3
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,3,3
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,1,1
HUANUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,2,2
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,1,1
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,2,2
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,3,3
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,7,7
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,3,3
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,3,3
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,7,7
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,2,2
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-12-01,1,1
