municipality,group,variable,month,Partos atendidos por otros,TOTAL
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,5,5
SAN PEDRO,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,3,3
SANTA ANA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
URUBICHA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,4,4
VINTO,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,4,4
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,4,4
ARANI,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
AUCAPATA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,3,3
CARANAVI,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,4,4
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por otros,2016-08-01,2,2
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,3,3
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,2,2
COLQUENCHA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
COMARAPA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,2,2
COROICO,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
CUEVO,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,9,9
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,2,2
MACHACAMARCA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,4,4
MINEROS,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,2,2
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,5,5
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
POJO (CBBA),atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
PUERTO RICO,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,3,3
PUERTO SUAREZ,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,11,11
SACABA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,4,4
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
SAN PEDRO,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,6,6
SORATA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,2,2
TARATA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,2,2
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,2,2
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,2,2
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2016-08-01,1,1
ARANI,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2016-09-01,4,4
BETANZOS,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,2,2
CALAMARCA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,4,4
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
CORO CORO,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,2,2
CURVA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,27,27
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por otros,2016-09-01,2,2
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,3,3
HUARINA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
IXIAMAS,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,2,2
LAJA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,2,2
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,4,4
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
POJO (CBBA),atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,2,2
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,4,4
QUIME,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,3,3
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,3,3
TARATA,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,2,2
VALLEGRANDE,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,3,3
VINTO,atencion de partos en domicilio,partos atendidos por otros,2016-09-01,8,8
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,3,3
ANZALDO,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2016-10-01,2,2
CAMIRI,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,5,5
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,2,2
CLIZA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,3,3
CORO CORO,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
CURVA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,23,23
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por otros,2016-10-01,3,3
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,3,3
HUMANATA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
IXIAMAS,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,2,2
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,3,3
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,2,2
PADCAYA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
POJO (CBBA),atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
PUERTO RICO,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,7,7
SACABA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,4,4
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,3,3
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
SOPACHUY,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,2,2
TARACO,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,4,4
TOLATA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
YOCALLA,atencion de partos en domicilio,partos atendidos por otros,2016-10-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,2,2
ACHOCALLA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,2,2
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,3,3
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
CLIZA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,4,4
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
CORIPATA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
CORO CORO,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
CURVA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,2,2
DESAGUADERO,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,8,8
EL CHORO,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,2,2
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,2,2
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,2,2
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,3,3
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
OKINAWA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,2,2
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
POCONA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,2,2
PUERTO QUIJARRO,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,3,3
SACACA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,4,4
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
SHINAOTA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,3,3
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,2,2
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,2,2
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,2,2
YAPACANI,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
YOCALLA,atencion de partos en domicilio,partos atendidos por otros,2016-11-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2016-12-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,2,2
COLQUECHACA,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,2,2
COLQUENCHA,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
COROICO,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,4,4
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,3,3
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,3,3
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
MINEROS,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,6,6
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,10,10
PELECHUCO,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,2,2
POCOATA,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,3,3
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,4,4
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por otros,2016-12-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,2,2
TIAWANACU,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,4,4
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
VACAS,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por otros,2016-12-01,1,1
