municipality,group,variable,month,Consultas nuevas en menores de 5 años,TOTAL
ANTEQUERA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,29,29
ANZALDO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,28,28
APOLO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,37,37
ARAMPAMPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,7,7
ARANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,9,9
ARBIETO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,17,17
ARQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,45,45
ASCENCION DE GUARAYOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,6,6
ATOCHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,96,96
AYATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,2,2
AYO AYO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,47,47
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,65,65
AZURDUY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,26,26
BATALLAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,31,31
BAURES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,11,11
BELEN DE URMIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,11,11
BERMEJO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,39,39
BETANZOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,17,17
BOLIVAR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,20,20
BOLPEBRA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,27,27
BOYUIBE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,7,7
BUENA VISTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,15,15
CABEZAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,171,171
CAIROMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,22,22
"CAIZA ""D""",atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,9,9
CALACOTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,17,17
CALAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,26,26
CAMARGO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,187,187
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,38,38
CAMIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,166,166
CAPINOTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,50,50
CAQUIAVIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,13,13
CARACOLLO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,55,55
CARANAVI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,40,40
CARAPARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,29,29
CARIPUYO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,85,85
CHALLAPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,101,101
CHAQUI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,5,5
CHARAGUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,95,95
CHARAÑA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,1,1
CHAYANTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,43,43
CHIMORE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,22,22
CHOQUE COTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,4,4
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,47,47
CHUMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,33,33
CLIZA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,92,92
COBIJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,339,339
COCHABAMBA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,3680,3680
COIPASA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,5,5
COLCAPIRHUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,89,89
"COLCHA ""K""",atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,17,17
COLLANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,2,2
COLOMI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,51,51
COLPA BELGICA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,145,145
COLQUECHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,11,11
COLQUENCHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,5,5
COLQUIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,40,40
COMANCHE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,9,9
COMARAPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,39,39
COMBAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,10,10
CONCEPCION,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,16,16
COPACABANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,32,32
CORIPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,38,38
CORO CORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,6,6
COROICO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,70,70
CORQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,32,32
COTAGAITA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,41,41
COTOCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,21,21
CUATRO CAÑADAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,850,850
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,4,4
CUEVO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,3,3
CULPINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,38,38
CURAHUARA DE CARANGAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,22,22
DESAGUADERO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,8,8
EL ALTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,2776,2776
EL CHORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,1,1
EL PUENTE(STC),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,22,22
EL PUENTE(TJA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,52,52
EL TORNO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,25,25
EL VILLAR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,32,32
ENTRE RIOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,81,81
ENTRE RIOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,45,45
EUCALIPTUS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,16,16
FERNANDEZ ALONSO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,65,65
FILADELFIA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,5,5
GENERAL SAAVEDRA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,34,34
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,30,30
GUANAY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,35,35
GUAQUI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,41,41
GUAYARAMERIN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,101,101
GUTIERREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,83,83
HUACARETA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,7,7
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,16,16
HUACHACALLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,12,12
HUANUNI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,200,200
HUARACAJE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,18,18
HUAYLLAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,8,8
ICLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,9,9
INCAHUASI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,196,196
INQUISIVI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,6,6
IRUPANA (VILLA DE LANZA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,46,46
IXIAMAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,31,31
JESUS DE MACHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,35,35
LA ASUNTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,15,15
LA GUARDIA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,152,152
LA PAZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,5078,5078
LAGUNILLAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,25,25
LAJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,20,20
LICOMA PAMPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,7,7
LLALLAGUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,220,220
LLICA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,10,10
LURIBAY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,28,28
MACHACAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,84,84
MACHARETI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,72,72
MAGDALENA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,5,5
MAIRANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,9,9
MALLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,11,11
MAPIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,44,44
MECAPACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,30,30
MINEROS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,87,87
MIZQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,13,13
MOCOMOCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,35,35
MOJOCOYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,7,7
MONTEAGUDO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,54,54
MONTERO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,203,203
MOROCHATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,77,77
OCURI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,34,34
OKINAWA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,32,32
OMEREQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,19,19
ORURO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,899,899
PADCAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,21,21
PADILLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,66,66
PAILON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,45,45
PALCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,97,97
PALOS BLANCOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,328,328
PAMPA AULLAGAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,6,6
PAPEL PAMPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,3,3
PASORAPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,2,2
PATACAMAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,169,169
PAZÑA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,64,64
PELECHUCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,17,17
POCOATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,6,6
POCONA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,3,3
POOPO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,34,34
PORCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,12,12
POROMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,38,38
PORONGO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,7,7
PORTACHUELO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,35,35
PORVENIR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,22,22
POSTRER VALLE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,8,8
POTOSI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,746,746
PRESTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,31,31
PUCARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,19,19
PUCARANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,25,25
PUERTO ACOSTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,27,27
PUERTO CARABUCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,24,24
PUERTO GONZALO MORENO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,9,9
PUERTO PEREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,31,31
PUERTO QUIJARRO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,44,44
PUERTO RICO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,73,73
PUERTO SUAREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,99,99
PUERTO VILLARROEL,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,94,94
PUNA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,150,150
PUNATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,114,114
QUIABAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,13,13
QUILLACOLLO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,377,377
QUIME,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,73,73
QUIRUSILLAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,25,25
REYES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,29,29
RIBERALTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,158,158
ROBORE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,110,110
RURRENABAQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,13,13
SABAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,27,27
SACABA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,546,546
SACABAMBA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,31,31
SACACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,6,6
SAIPINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,10,10
SALINAS DE GARCI MENDOZA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,112,112
SAMAIPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,16,16
SAN AGUSTIN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,2,2
SAN ANDRES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,1,1
SAN ANDRES DE MACHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,38,38
SAN ANTONIO DE LOMERIO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,2,2
SAN BENITO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,29,29
SAN BORJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,127,127
SAN BUENA VENTURA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,38,38
SAN CARLOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,56,56
SAN IGNACIO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,27,27
SAN IGNACIO DE VELASCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,189,189
SAN JAVIER(STC),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,4,4
SAN JOAQUIN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,25,25
SAN JOSE DE CHIQUITOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,26,26
SAN JUAN DE YAPACANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,63,63
SAN JULIAN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,50,50
SAN LORENZO(TJA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,133,133
SAN LUCAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,125,125
SAN MATIAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,50,50
SAN MIGUEL DE VELASCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,4,4
SAN PEDRO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,5,5
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,21,21
SAN PEDRO DE CURAHUARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,12,12
SAN PEDRO DE TIQUINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,44,44
SAN RAFAEL,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,10,10
SAN RAMON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,54,54
SAN RAMON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,8,8
SANTA ANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,69,69
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,5681,5681
SANTA ROSA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,15,15
SANTA ROSA DEL SARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,132,132
SANTIAGO DE CALLAPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,4,4
SANTIAGO DE HUARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,242,242
SANTIAGO DE MACHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,30,30
SANTIVAÑES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,4,4
SANTUARIO DE QUILLACAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,39,39
SAPAHAQUI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,39,39
SENA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,6,6
SICA SICA (VILLA AROMA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,83,83
SICAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,3,3
SIPE SIPE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,117,117
SOPACHUY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,99,99
SORACACHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,10,10
SORATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,41,41
SUCRE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,757,757
TACACOMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,28,28
TACOPAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,10,10
TAPACARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,8,8
TARABUCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,976,976
TARACO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,7,7
TARATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,85,85
TARIJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,199,199
TARVITA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,215,215
TEOPONTE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,11,11
TIAWANACU,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,8,8
TINGUIPAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,37,37
TIQUIPAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,670,670
TIRAQUE (CBBA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,175,175
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,2,2
TOCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,44,44
TOLATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,234,234
TOLEDO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,22,22
TOMAVE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,55,55
TOMINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,32,32
TORO TORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,11,11
TOTORA(CBBA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,29,29
TOTORA(ORR),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,10,10
TRIGAL,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,15,15
TRINIDAD,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,146,146
TUPIZA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,101,101
TURCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,153,153
UMALA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,108,108
UNCIA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,106,106
URIONDO (A. CONCEPCION),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,96,96
URUBICHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,20,20
UYUNI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,40,40
VACAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,58,58
VALLEGRANDE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,139,139
VIACHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,167,167
VILLA MONTES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,16,16
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,14,14
VILLA RIVERO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,2,2
VILLA SERRANO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,60,60
VILLA TUNARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,129,129
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,58,58
VILLAZON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,161,161
VINTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,88,88
VITICHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,6,6
WALDO BALLIVIAN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,3,3
WARNES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,194,194
YACUIBA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,62,62
YAMPARAEZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,153,153
YANACACHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,7,7
YAPACANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,97,97
YOCALLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,4,4
YOTALA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,104,104
YUNCHARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,30,30
ZUDAÑEZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-03-01,60,60
ACACIO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-04-01,40,40
ACHACACHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-04-01,100,100
ACHOCALLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-04-01,49,49
AIQUILE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-04-01,50,50
ALCALA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-04-01,12,12
ANCORAIMES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-04-01,51,51
ANDAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-04-01,64,64
ANTEQUERA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-04-01,38,38
ANZALDO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-04-01,50,50
APOLO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-04-01,51,51
ARAMPAMPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-04-01,14,14
ARANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-04-01,5,5
ARBIETO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-04-01,3,3
ARQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-04-01,18,18
ASCENCION DE GUARAYOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-04-01,14,14
ATOCHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-04-01,120,120
AUCAPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-04-01,1,1
AYATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-04-01,3,3
AYO AYO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-04-01,24,24
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-04-01,47,47
