municipality,group,variable,month,Primeras consultas,TOTAL
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,primeras consultas,2008-03-01,80,80
SAN PEDRO DE CURAHUARA,atenciones odontologicas,primeras consultas,2008-03-01,51,51
SAN PEDRO DE TIQUINA,atenciones odontologicas,primeras consultas,2008-03-01,47,47
SAN RAFAEL,atenciones odontologicas,primeras consultas,2008-03-01,60,60
SAN RAMON,atenciones odontologicas,primeras consultas,2008-03-01,45,45
SAN RAMON,atenciones odontologicas,primeras consultas,2008-03-01,218,218
SANTA ANA,atenciones odontologicas,primeras consultas,2008-03-01,87,87
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,primeras consultas,2008-03-01,12998,12998
SANTA ROSA,atenciones odontologicas,primeras consultas,2008-03-01,480,480
SANTA ROSA DEL SARA,atenciones odontologicas,primeras consultas,2008-03-01,606,606
SANTIAGO DE CALLAPA,atenciones odontologicas,primeras consultas,2008-03-01,18,18
SANTIAGO DE HUARI,atenciones odontologicas,primeras consultas,2008-03-01,313,313
SANTIAGO DE MACHACA,atenciones odontologicas,primeras consultas,2008-03-01,30,30
SANTUARIO DE QUILLACAS,atenciones odontologicas,primeras consultas,2008-03-01,25,25
SAPAHAQUI,atenciones odontologicas,primeras consultas,2008-03-01,54,54
SENA,atenciones odontologicas,primeras consultas,2008-03-01,4,4
SICA SICA (VILLA AROMA),atenciones odontologicas,primeras consultas,2008-03-01,141,141
SICAYA,atenciones odontologicas,primeras consultas,2008-03-01,14,14
SIPE SIPE,atenciones odontologicas,primeras consultas,2008-03-01,150,150
SOPACHUY,atenciones odontologicas,primeras consultas,2008-03-01,173,173
SORACACHI,atenciones odontologicas,primeras consultas,2008-03-01,52,52
SORATA,atenciones odontologicas,primeras consultas,2008-03-01,152,152
SUCRE,atenciones odontologicas,primeras consultas,2008-03-01,1486,1486
TACACOMA,atenciones odontologicas,primeras consultas,2008-03-01,83,83
TACOPAYA,atenciones odontologicas,primeras consultas,2008-03-01,71,71
TAPACARI,atenciones odontologicas,primeras consultas,2008-03-01,85,85
TARABUCO,atenciones odontologicas,primeras consultas,2008-03-01,172,172
TARACO,atenciones odontologicas,primeras consultas,2008-03-01,59,59
TARATA,atenciones odontologicas,primeras consultas,2008-03-01,52,52
TARIJA,atenciones odontologicas,primeras consultas,2008-03-01,1544,1544
TARVITA,atenciones odontologicas,primeras consultas,2008-03-01,332,332
TEOPONTE,atenciones odontologicas,primeras consultas,2008-03-01,40,40
TIAWANACU,atenciones odontologicas,primeras consultas,2008-03-01,101,101
TINGUIPAYA,atenciones odontologicas,primeras consultas,2008-03-01,123,123
TIQUIPAYA,atenciones odontologicas,primeras consultas,2008-03-01,176,176
TIRAQUE (CBBA),atenciones odontologicas,primeras consultas,2008-03-01,92,92
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,primeras consultas,2008-03-01,20,20
TOCO,atenciones odontologicas,primeras consultas,2008-03-01,57,57
TOLATA,atenciones odontologicas,primeras consultas,2008-03-01,118,118
TOLEDO,atenciones odontologicas,primeras consultas,2008-03-01,178,178
TOMAVE,atenciones odontologicas,primeras consultas,2008-03-01,23,23
TOMINA,atenciones odontologicas,primeras consultas,2008-03-01,91,91
TORO TORO,atenciones odontologicas,primeras consultas,2008-03-01,95,95
TOTORA(CBBA),atenciones odontologicas,primeras consultas,2008-03-01,70,70
TOTORA(ORR),atenciones odontologicas,primeras consultas,2008-03-01,27,27
TRIGAL,atenciones odontologicas,primeras consultas,2008-03-01,47,47
TRINIDAD,atenciones odontologicas,primeras consultas,2008-03-01,1097,1097
TUPIZA,atenciones odontologicas,primeras consultas,2008-03-01,340,340
TURCO,atenciones odontologicas,primeras consultas,2008-03-01,152,152
UMALA,atenciones odontologicas,primeras consultas,2008-03-01,247,247
UNCIA,atenciones odontologicas,primeras consultas,2008-03-01,270,270
URIONDO (A. CONCEPCION),atenciones odontologicas,primeras consultas,2008-03-01,478,478
URUBICHA,atenciones odontologicas,primeras consultas,2008-03-01,19,19
UYUNI,atenciones odontologicas,primeras consultas,2008-03-01,482,482
VACAS,atenciones odontologicas,primeras consultas,2008-03-01,53,53
VALLEGRANDE,atenciones odontologicas,primeras consultas,2008-03-01,307,307
VIACHA,atenciones odontologicas,primeras consultas,2008-03-01,399,399
VILLA MONTES,atenciones odontologicas,primeras consultas,2008-03-01,589,589
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,primeras consultas,2008-03-01,14,14
VILLA RIVERO,atenciones odontologicas,primeras consultas,2008-03-01,25,25
VILLA SERRANO,atenciones odontologicas,primeras consultas,2008-03-01,78,78
VILLA TUNARI,atenciones odontologicas,primeras consultas,2008-03-01,654,654
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,primeras consultas,2008-03-01,698,698
VILLAZON,atenciones odontologicas,primeras consultas,2008-03-01,297,297
VINTO,atenciones odontologicas,primeras consultas,2008-03-01,79,79
VITICHI,atenciones odontologicas,primeras consultas,2008-03-01,40,40
WALDO BALLIVIAN,atenciones odontologicas,primeras consultas,2008-03-01,19,19
WARNES,atenciones odontologicas,primeras consultas,2008-03-01,503,503
YACO,atenciones odontologicas,primeras consultas,2008-03-01,11,11
YACUIBA,atenciones odontologicas,primeras consultas,2008-03-01,511,511
YAMPARAEZ,atenciones odontologicas,primeras consultas,2008-03-01,178,178
YANACACHI,atenciones odontologicas,primeras consultas,2008-03-01,28,28
YOCALLA,atenciones odontologicas,primeras consultas,2008-03-01,65,65
YOTALA,atenciones odontologicas,primeras consultas,2008-03-01,261,261
YUNCHARA,atenciones odontologicas,primeras consultas,2008-03-01,137,137
ZUDAÑEZ,atenciones odontologicas,primeras consultas,2008-03-01,196,196
ACHACACHI,atenciones odontologicas,primeras consultas,2008-04-01,299,299
ACHOCALLA,atenciones odontologicas,primeras consultas,2008-04-01,53,53
AIQUILE,atenciones odontologicas,primeras consultas,2008-04-01,10,10
ALCALA,atenciones odontologicas,primeras consultas,2008-04-01,36,36
ANCORAIMES,atenciones odontologicas,primeras consultas,2008-04-01,76,76
ANDAMARCA,atenciones odontologicas,primeras consultas,2008-04-01,72,72
ANTEQUERA,atenciones odontologicas,primeras consultas,2008-04-01,95,95
ANZALDO,atenciones odontologicas,primeras consultas,2008-04-01,70,70
APOLO,atenciones odontologicas,primeras consultas,2008-04-01,85,85
ARAMPAMPA,atenciones odontologicas,primeras consultas,2008-04-01,12,12
ARANI,atenciones odontologicas,primeras consultas,2008-04-01,50,50
ARBIETO,atenciones odontologicas,primeras consultas,2008-04-01,4,4
ARQUE,atenciones odontologicas,primeras consultas,2008-04-01,40,40
ASCENCION DE GUARAYOS,atenciones odontologicas,primeras consultas,2008-04-01,68,68
ATOCHA,atenciones odontologicas,primeras consultas,2008-04-01,1061,1061
AUCAPATA,atenciones odontologicas,primeras consultas,2008-04-01,2,2
AYATA,atenciones odontologicas,primeras consultas,2008-04-01,54,54
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,primeras consultas,2008-04-01,586,586
AZURDUY,atenciones odontologicas,primeras consultas,2008-04-01,102,102
BATALLAS,atenciones odontologicas,primeras consultas,2008-04-01,94,94
BAURES,atenciones odontologicas,primeras consultas,2008-04-01,34,34
BELEN DE URMIRI,atenciones odontologicas,primeras consultas,2008-04-01,24,24
BERMEJO,atenciones odontologicas,primeras consultas,2008-04-01,372,372
BETANZOS,atenciones odontologicas,primeras consultas,2008-04-01,119,119
BOLIVAR,atenciones odontologicas,primeras consultas,2008-04-01,47,47
BOLPEBRA,atenciones odontologicas,primeras consultas,2008-04-01,98,98
BOYUIBE,atenciones odontologicas,primeras consultas,2008-04-01,47,47
BUENA VISTA,atenciones odontologicas,primeras consultas,2008-04-01,36,36
CABEZAS,atenciones odontologicas,primeras consultas,2008-04-01,249,249
CAIROMA,atenciones odontologicas,primeras consultas,2008-04-01,204,204
"CAIZA ""D""",atenciones odontologicas,primeras consultas,2008-04-01,67,67
CAJUATA,atenciones odontologicas,primeras consultas,2008-04-01,18,18
CALACOTO,atenciones odontologicas,primeras consultas,2008-04-01,123,123
CALAMARCA,atenciones odontologicas,primeras consultas,2008-04-01,103,103
CAMARGO,atenciones odontologicas,primeras consultas,2008-04-01,809,809
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,primeras consultas,2008-04-01,89,89
CAMIRI,atenciones odontologicas,primeras consultas,2008-04-01,541,541
CAPINOTA,atenciones odontologicas,primeras consultas,2008-04-01,187,187
CAQUIAVIRI,atenciones odontologicas,primeras consultas,2008-04-01,68,68
CARACOLLO,atenciones odontologicas,primeras consultas,2008-04-01,155,155
CARANAVI,atenciones odontologicas,primeras consultas,2008-04-01,332,332
CARAPARI,atenciones odontologicas,primeras consultas,2008-04-01,388,388
CARIPUYO,atenciones odontologicas,primeras consultas,2008-04-01,15,15
CATACORA,atenciones odontologicas,primeras consultas,2008-04-01,43,43
CHALLAPATA,atenciones odontologicas,primeras consultas,2008-04-01,26,26
CHAQUI,atenciones odontologicas,primeras consultas,2008-04-01,18,18
CHARAGUA,atenciones odontologicas,primeras consultas,2008-04-01,290,290
CHARAÑA,atenciones odontologicas,primeras consultas,2008-04-01,73,73
CHAYANTA,atenciones odontologicas,primeras consultas,2008-04-01,111,111
CHIMORE,atenciones odontologicas,primeras consultas,2008-04-01,59,59
CHOQUE COTA,atenciones odontologicas,primeras consultas,2008-04-01,55,55
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,primeras consultas,2008-04-01,84,84
CHUMA,atenciones odontologicas,primeras consultas,2008-04-01,209,209
CLIZA,atenciones odontologicas,primeras consultas,2008-04-01,270,270
COBIJA,atenciones odontologicas,primeras consultas,2008-04-01,351,351
COCHABAMBA,atenciones odontologicas,primeras consultas,2008-04-01,3869,3869
COIPASA,atenciones odontologicas,primeras consultas,2008-04-01,19,19
COLCAPIRHUA,atenciones odontologicas,primeras consultas,2008-04-01,154,154
"COLCHA ""K""",atenciones odontologicas,primeras consultas,2008-04-01,113,113
COLLANA,atenciones odontologicas,primeras consultas,2008-04-01,32,32
COLOMI,atenciones odontologicas,primeras consultas,2008-04-01,36,36
COLPA BELGICA,atenciones odontologicas,primeras consultas,2008-04-01,169,169
COLQUECHACA,atenciones odontologicas,primeras consultas,2008-04-01,68,68
COLQUENCHA,atenciones odontologicas,primeras consultas,2008-04-01,65,65
COLQUIRI,atenciones odontologicas,primeras consultas,2008-04-01,260,260
COMANCHE,atenciones odontologicas,primeras consultas,2008-04-01,76,76
COMARAPA,atenciones odontologicas,primeras consultas,2008-04-01,127,127
COMBAYA,atenciones odontologicas,primeras consultas,2008-04-01,11,11
CONCEPCION,atenciones odontologicas,primeras consultas,2008-04-01,185,185
COPACABANA,atenciones odontologicas,primeras consultas,2008-04-01,176,176
CORIPATA,atenciones odontologicas,primeras consultas,2008-04-01,124,124
CORO CORO,atenciones odontologicas,primeras consultas,2008-04-01,26,26
COROICO,atenciones odontologicas,primeras consultas,2008-04-01,15,15
CORQUE,atenciones odontologicas,primeras consultas,2008-04-01,20,20
COTAGAITA,atenciones odontologicas,primeras consultas,2008-04-01,113,113
COTOCA,atenciones odontologicas,primeras consultas,2008-04-01,38,38
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,primeras consultas,2008-04-01,28,28
CUEVO,atenciones odontologicas,primeras consultas,2008-04-01,60,60
CULPINA,atenciones odontologicas,primeras consultas,2008-04-01,174,174
CURAHUARA DE CARANGAS,atenciones odontologicas,primeras consultas,2008-04-01,63,63
CURVA,atenciones odontologicas,primeras consultas,2008-04-01,51,51
DESAGUADERO,atenciones odontologicas,primeras consultas,2008-04-01,2,2
EL ALTO,atenciones odontologicas,primeras consultas,2008-04-01,5325,5325
EL CHORO,atenciones odontologicas,primeras consultas,2008-04-01,22,22
EL PUENTE(STC),atenciones odontologicas,primeras consultas,2008-04-01,151,151
EL PUENTE(TJA),atenciones odontologicas,primeras consultas,2008-04-01,319,319
EL TORNO,atenciones odontologicas,primeras consultas,2008-04-01,95,95
EL VILLAR,atenciones odontologicas,primeras consultas,2008-04-01,70,70
ENTRE RIOS,atenciones odontologicas,primeras consultas,2008-04-01,157,157
ENTRE RIOS,atenciones odontologicas,primeras consultas,2008-04-01,250,250
EUCALIPTUS,atenciones odontologicas,primeras consultas,2008-04-01,40,40
EXALTACION,atenciones odontologicas,primeras consultas,2008-04-01,380,380
FERNANDEZ ALONSO,atenciones odontologicas,primeras consultas,2008-04-01,39,39
FILADELFIA,atenciones odontologicas,primeras consultas,2008-04-01,37,37
GENERAL SAAVEDRA,atenciones odontologicas,primeras consultas,2008-04-01,94,94
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,primeras consultas,2008-04-01,236,236
GUANAY,atenciones odontologicas,primeras consultas,2008-04-01,142,142
GUAQUI,atenciones odontologicas,primeras consultas,2008-04-01,151,151
GUAYARAMERIN,atenciones odontologicas,primeras consultas,2008-04-01,204,204
GUTIERREZ,atenciones odontologicas,primeras consultas,2008-04-01,264,264
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,primeras consultas,2008-04-01,12,12
HUACHACALLA,atenciones odontologicas,primeras consultas,2008-04-01,41,41
HUANUNI,atenciones odontologicas,primeras consultas,2008-04-01,164,164
HUARACAJE,atenciones odontologicas,primeras consultas,2008-04-01,3,3
HUAYLLAMARCA,atenciones odontologicas,primeras consultas,2008-04-01,33,33
ICLA,atenciones odontologicas,primeras consultas,2008-04-01,105,105
INCAHUASI,atenciones odontologicas,primeras consultas,2008-04-01,365,365
INQUISIVI,atenciones odontologicas,primeras consultas,2008-04-01,29,29
IRUPANA (VILLA DE LANZA),atenciones odontologicas,primeras consultas,2008-04-01,103,103
IXIAMAS,atenciones odontologicas,primeras consultas,2008-04-01,31,31
JESUS DE MACHACA,atenciones odontologicas,primeras consultas,2008-04-01,268,268
LA ASUNTA,atenciones odontologicas,primeras consultas,2008-04-01,99,99
LA GUARDIA,atenciones odontologicas,primeras consultas,2008-04-01,135,135
LA PAZ,atenciones odontologicas,primeras consultas,2008-04-01,9445,9445
LAGUNILLAS,atenciones odontologicas,primeras consultas,2008-04-01,63,63
LAJA,atenciones odontologicas,primeras consultas,2008-04-01,167,167
LAS CARRERAS,atenciones odontologicas,primeras consultas,2008-04-01,16,16
LICOMA PAMPA,atenciones odontologicas,primeras consultas,2008-04-01,59,59
LLALLAGUA,atenciones odontologicas,primeras consultas,2008-04-01,459,459
LLICA,atenciones odontologicas,primeras consultas,2008-04-01,83,83
LURIBAY,atenciones odontologicas,primeras consultas,2008-04-01,59,59
MACHACAMARCA,atenciones odontologicas,primeras consultas,2008-04-01,74,74
MACHARETI,atenciones odontologicas,primeras consultas,2008-04-01,972,972
MAGDALENA,atenciones odontologicas,primeras consultas,2008-04-01,24,24
MAIRANA,atenciones odontologicas,primeras consultas,2008-04-01,11,11
MALLA,atenciones odontologicas,primeras consultas,2008-04-01,12,12
MAPIRI,atenciones odontologicas,primeras consultas,2008-04-01,129,129
MECAPACA,atenciones odontologicas,primeras consultas,2008-04-01,131,131
MINEROS,atenciones odontologicas,primeras consultas,2008-04-01,33,33
MIZQUE,atenciones odontologicas,primeras consultas,2008-04-01,29,29
MOCOMOCO,atenciones odontologicas,primeras consultas,2008-04-01,300,300
MOJOCOYA,atenciones odontologicas,primeras consultas,2008-04-01,98,98
MONTEAGUDO,atenciones odontologicas,primeras consultas,2008-04-01,76,76
MONTERO,atenciones odontologicas,primeras consultas,2008-04-01,977,977
MORO MORO,atenciones odontologicas,primeras consultas,2008-04-01,68,68
MOROCHATA,atenciones odontologicas,primeras consultas,2008-04-01,188,188
OCURI,atenciones odontologicas,primeras consultas,2008-04-01,154,154
OKINAWA,atenciones odontologicas,primeras consultas,2008-04-01,67,67
OMEREQUE,atenciones odontologicas,primeras consultas,2008-04-01,12,12
ORURO,atenciones odontologicas,primeras consultas,2008-04-01,2174,2174
PADCAYA,atenciones odontologicas,primeras consultas,2008-04-01,353,353
PADILLA,atenciones odontologicas,primeras consultas,2008-04-01,146,146
PAILON,atenciones odontologicas,primeras consultas,2008-04-01,103,103
PALCA,atenciones odontologicas,primeras consultas,2008-04-01,10,10
PALOS BLANCOS,atenciones odontologicas,primeras consultas,2008-04-01,241,241
PAMPA AULLAGAS,atenciones odontologicas,primeras consultas,2008-04-01,38,38
PAPEL PAMPA,atenciones odontologicas,primeras consultas,2008-04-01,31,31
PASORAPA,atenciones odontologicas,primeras consultas,2008-04-01,45,45
PATACAMAYA,atenciones odontologicas,primeras consultas,2008-04-01,73,73
PAZÑA,atenciones odontologicas,primeras consultas,2008-04-01,123,123
PELECHUCO,atenciones odontologicas,primeras consultas,2008-04-01,168,168
POCOATA,atenciones odontologicas,primeras consultas,2008-04-01,54,54
POCONA,atenciones odontologicas,primeras consultas,2008-04-01,49,49
POJO (CBBA),atenciones odontologicas,primeras consultas,2008-04-01,55,55
POOPO,atenciones odontologicas,primeras consultas,2008-04-01,42,42
PORCO,atenciones odontologicas,primeras consultas,2008-04-01,42,42
POROMA,atenciones odontologicas,primeras consultas,2008-04-01,110,110
PORONGO,atenciones odontologicas,primeras consultas,2008-04-01,423,423
PORTACHUELO,atenciones odontologicas,primeras consultas,2008-04-01,172,172
PORVENIR,atenciones odontologicas,primeras consultas,2008-04-01,95,95
POSTRER VALLE,atenciones odontologicas,primeras consultas,2008-04-01,24,24
POTOSI,atenciones odontologicas,primeras consultas,2008-04-01,1352,1352
PRESTO,atenciones odontologicas,primeras consultas,2008-04-01,608,608
PUCARA,atenciones odontologicas,primeras consultas,2008-04-01,35,35
PUCARANI,atenciones odontologicas,primeras consultas,2008-04-01,161,161
PUERTO ACOSTA,atenciones odontologicas,primeras consultas,2008-04-01,180,180
PUERTO CARABUCO,atenciones odontologicas,primeras consultas,2008-04-01,157,157
PUERTO GONZALO MORENO,atenciones odontologicas,primeras consultas,2008-04-01,75,75
PUERTO PEREZ,atenciones odontologicas,primeras consultas,2008-04-01,38,38
PUERTO QUIJARRO,atenciones odontologicas,primeras consultas,2008-04-01,115,115
PUERTO RICO,atenciones odontologicas,primeras consultas,2008-04-01,146,146
PUERTO SUAREZ,atenciones odontologicas,primeras consultas,2008-04-01,228,228
PUERTO VILLARROEL,atenciones odontologicas,primeras consultas,2008-04-01,156,156
PUNA,atenciones odontologicas,primeras consultas,2008-04-01,296,296
PUNATA,atenciones odontologicas,primeras consultas,2008-04-01,227,227
QUIABAYA,atenciones odontologicas,primeras consultas,2008-04-01,11,11
QUILLACOLLO,atenciones odontologicas,primeras consultas,2008-04-01,654,654
QUIME,atenciones odontologicas,primeras consultas,2008-04-01,303,303
QUIRUSILLAS,atenciones odontologicas,primeras consultas,2008-04-01,39,39
REYES,atenciones odontologicas,primeras consultas,2008-04-01,805,805
RIBERALTA,atenciones odontologicas,primeras consultas,2008-04-01,610,610
ROBORE,atenciones odontologicas,primeras consultas,2008-04-01,147,147
RURRENABAQUE,atenciones odontologicas,primeras consultas,2008-04-01,96,96
SABAYA,atenciones odontologicas,primeras consultas,2008-04-01,26,26
SACABA,atenciones odontologicas,primeras consultas,2008-04-01,406,406
SACACA,atenciones odontologicas,primeras consultas,2008-04-01,1,1
SAIPINA,atenciones odontologicas,primeras consultas,2008-04-01,70,70
SALINAS DE GARCI MENDOZA,atenciones odontologicas,primeras consultas,2008-04-01,183,183
SAMAIPATA,atenciones odontologicas,primeras consultas,2008-04-01,51,51
SAN AGUSTIN,atenciones odontologicas,primeras consultas,2008-04-01,101,101
SAN ANDRES,atenciones odontologicas,primeras consultas,2008-04-01,9,9
SAN ANDRES DE MACHACA,atenciones odontologicas,primeras consultas,2008-04-01,312,312
SAN ANTONIO DE LOMERIO,atenciones odontologicas,primeras consultas,2008-04-01,84,84
SAN BENITO,atenciones odontologicas,primeras consultas,2008-04-01,26,26
SAN BORJA,atenciones odontologicas,primeras consultas,2008-04-01,184,184
SAN BUENA VENTURA,atenciones odontologicas,primeras consultas,2008-04-01,273,273
SAN CARLOS,atenciones odontologicas,primeras consultas,2008-04-01,57,57
SAN IGNACIO,atenciones odontologicas,primeras consultas,2008-04-01,128,128
SAN IGNACIO DE VELASCO,atenciones odontologicas,primeras consultas,2008-04-01,1018,1018
SAN JAVIER(BNI),atenciones odontologicas,primeras consultas,2008-04-01,8,8
SAN JAVIER(STC),atenciones odontologicas,primeras consultas,2008-04-01,30,30
SAN JOAQUIN,atenciones odontologicas,primeras consultas,2008-04-01,203,203
SAN JOSE DE CHIQUITOS,atenciones odontologicas,primeras consultas,2008-04-01,137,137
SAN JUAN DE YAPACANI,atenciones odontologicas,primeras consultas,2008-04-01,118,118
SAN JULIAN,atenciones odontologicas,primeras consultas,2008-04-01,42,42
SAN LORENZO(TJA),atenciones odontologicas,primeras consultas,2008-04-01,1084,1084
SAN LUCAS,atenciones odontologicas,primeras consultas,2008-04-01,118,118
SAN MATIAS,atenciones odontologicas,primeras consultas,2008-04-01,111,111
SAN MIGUEL DE VELASCO,atenciones odontologicas,primeras consultas,2008-04-01,105,105
SAN PEDRO,atenciones odontologicas,primeras consultas,2008-04-01,11,11
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,primeras consultas,2008-04-01,105,105
SAN PEDRO DE CURAHUARA,atenciones odontologicas,primeras consultas,2008-04-01,62,62
SAN PEDRO DE TIQUINA,atenciones odontologicas,primeras consultas,2008-04-01,56,56
SAN RAFAEL,atenciones odontologicas,primeras consultas,2008-04-01,59,59
SAN RAMON,atenciones odontologicas,primeras consultas,2008-04-01,65,65
SAN RAMON,atenciones odontologicas,primeras consultas,2008-04-01,104,104
SANTA ANA,atenciones odontologicas,primeras consultas,2008-04-01,64,64
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,primeras consultas,2008-04-01,9780,9780
SANTA ROSA,atenciones odontologicas,primeras consultas,2008-04-01,702,702
SANTA ROSA DEL SARA,atenciones odontologicas,primeras consultas,2008-04-01,1414,1414
SANTIAGO DE HUARI,atenciones odontologicas,primeras consultas,2008-04-01,157,157
SANTIAGO DE MACHACA,atenciones odontologicas,primeras consultas,2008-04-01,35,35
SANTUARIO DE QUILLACAS,atenciones odontologicas,primeras consultas,2008-04-01,46,46
SAPAHAQUI,atenciones odontologicas,primeras consultas,2008-04-01,115,115
SENA,atenciones odontologicas,primeras consultas,2008-04-01,14,14
SICA SICA (VILLA AROMA),atenciones odontologicas,primeras consultas,2008-04-01,161,161
SICAYA,atenciones odontologicas,primeras consultas,2008-04-01,15,15
SIPE SIPE,atenciones odontologicas,primeras consultas,2008-04-01,152,152
SOPACHUY,atenciones odontologicas,primeras consultas,2008-04-01,253,253
SORACACHI,atenciones odontologicas,primeras consultas,2008-04-01,88,88
SORATA,atenciones odontologicas,primeras consultas,2008-04-01,164,164
SUCRE,atenciones odontologicas,primeras consultas,2008-04-01,1685,1685
TACACOMA,atenciones odontologicas,primeras consultas,2008-04-01,87,87
TACOPAYA,atenciones odontologicas,primeras consultas,2008-04-01,650,650
TAHUA,atenciones odontologicas,primeras consultas,2008-04-01,31,31
TAPACARI,atenciones odontologicas,primeras consultas,2008-04-01,179,179
TARABUCO,atenciones odontologicas,primeras consultas,2008-04-01,578,578
TARACO,atenciones odontologicas,primeras consultas,2008-04-01,54,54
TARATA,atenciones odontologicas,primeras consultas,2008-04-01,42,42
TARIJA,atenciones odontologicas,primeras consultas,2008-04-01,1654,1654
TARVITA,atenciones odontologicas,primeras consultas,2008-04-01,297,297
TEOPONTE,atenciones odontologicas,primeras consultas,2008-04-01,52,52
TIAWANACU,atenciones odontologicas,primeras consultas,2008-04-01,121,121
TINGUIPAYA,atenciones odontologicas,primeras consultas,2008-04-01,114,114
TIPUANI,atenciones odontologicas,primeras consultas,2008-04-01,340,340
TIQUIPAYA,atenciones odontologicas,primeras consultas,2008-04-01,438,438
TIRAQUE (CBBA),atenciones odontologicas,primeras consultas,2008-04-01,72,72
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,primeras consultas,2008-04-01,22,22
TOCO,atenciones odontologicas,primeras consultas,2008-04-01,53,53
TOLATA,atenciones odontologicas,primeras consultas,2008-04-01,31,31
TOLEDO,atenciones odontologicas,primeras consultas,2008-04-01,131,131
TOMAVE,atenciones odontologicas,primeras consultas,2008-04-01,24,24
TOMINA,atenciones odontologicas,primeras consultas,2008-04-01,235,235
TORO TORO,atenciones odontologicas,primeras consultas,2008-04-01,208,208
TOTORA(CBBA),atenciones odontologicas,primeras consultas,2008-04-01,84,84
TOTORA(ORR),atenciones odontologicas,primeras consultas,2008-04-01,27,27
TRIGAL,atenciones odontologicas,primeras consultas,2008-04-01,47,47
TRINIDAD,atenciones odontologicas,primeras consultas,2008-04-01,830,830
TUPIZA,atenciones odontologicas,primeras consultas,2008-04-01,611,611
TURCO,atenciones odontologicas,primeras consultas,2008-04-01,42,42
UMALA,atenciones odontologicas,primeras consultas,2008-04-01,197,197
UNCIA,atenciones odontologicas,primeras consultas,2008-04-01,206,206
URIONDO (A. CONCEPCION),atenciones odontologicas,primeras consultas,2008-04-01,650,650
URUBICHA,atenciones odontologicas,primeras consultas,2008-04-01,93,93
UYUNI,atenciones odontologicas,primeras consultas,2008-04-01,478,478
VACAS,atenciones odontologicas,primeras consultas,2008-04-01,42,42
VALLEGRANDE,atenciones odontologicas,primeras consultas,2008-04-01,326,326
VIACHA,atenciones odontologicas,primeras consultas,2008-04-01,292,292
VILA VILA,atenciones odontologicas,primeras consultas,2008-04-01,30,30
VILLA MONTES,atenciones odontologicas,primeras consultas,2008-04-01,198,198
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,primeras consultas,2008-04-01,10,10
VILLA RIVERO,atenciones odontologicas,primeras consultas,2008-04-01,35,35
VILLA SERRANO,atenciones odontologicas,primeras consultas,2008-04-01,1325,1325
VILLA TUNARI,atenciones odontologicas,primeras consultas,2008-04-01,713,713
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,primeras consultas,2008-04-01,533,533
VILLAZON,atenciones odontologicas,primeras consultas,2008-04-01,373,373
VINTO,atenciones odontologicas,primeras consultas,2008-04-01,103,103
VITICHI,atenciones odontologicas,primeras consultas,2008-04-01,26,26
WALDO BALLIVIAN,atenciones odontologicas,primeras consultas,2008-04-01,31,31
WARNES,atenciones odontologicas,primeras consultas,2008-04-01,528,528
YACO,atenciones odontologicas,primeras consultas,2008-04-01,55,55
YACUIBA,atenciones odontologicas,primeras consultas,2008-04-01,582,582
YAMPARAEZ,atenciones odontologicas,primeras consultas,2008-04-01,917,917
YANACACHI,atenciones odontologicas,primeras consultas,2008-04-01,33,33
YAPACANI,atenciones odontologicas,primeras consultas,2008-04-01,89,89
YOCALLA,atenciones odontologicas,primeras consultas,2008-04-01,55,55
YOTALA,atenciones odontologicas,primeras consultas,2008-04-01,236,236
YUNCHARA,atenciones odontologicas,primeras consultas,2008-04-01,39,39
ZUDAÑEZ,atenciones odontologicas,primeras consultas,2008-04-01,201,201
ACACIO,atenciones odontologicas,primeras consultas,2008-05-01,14,14
ACHACACHI,atenciones odontologicas,primeras consultas,2008-05-01,244,244
ACHOCALLA,atenciones odontologicas,primeras consultas,2008-05-01,32,32
AIQUILE,atenciones odontologicas,primeras consultas,2008-05-01,50,50
ALCALA,atenciones odontologicas,primeras consultas,2008-05-01,144,144
ANCORAIMES,atenciones odontologicas,primeras consultas,2008-05-01,24,24
ANDAMARCA,atenciones odontologicas,primeras consultas,2008-05-01,102,102
ANTEQUERA,atenciones odontologicas,primeras consultas,2008-05-01,26,26
ANZALDO,atenciones odontologicas,primeras consultas,2008-05-01,36,36
APOLO,atenciones odontologicas,primeras consultas,2008-05-01,88,88
ARAMPAMPA,atenciones odontologicas,primeras consultas,2008-05-01,10,10
