municipality,group,variable,month,Endodoncias,TOTAL
TARATA,atenciones odontologicas,endodoncias,2008-02-01,2,2
TARIJA,atenciones odontologicas,endodoncias,2008-02-01,478,478
TARVITA,atenciones odontologicas,endodoncias,2008-02-01,6,6
TEOPONTE,atenciones odontologicas,endodoncias,2008-02-01,3,3
TIPUANI,atenciones odontologicas,endodoncias,2008-02-01,2,2
TIQUIPAYA,atenciones odontologicas,endodoncias,2008-02-01,33,33
TIRAQUE (CBBA),atenciones odontologicas,endodoncias,2008-02-01,63,63
TOCO,atenciones odontologicas,endodoncias,2008-02-01,21,21
TOLATA,atenciones odontologicas,endodoncias,2008-02-01,10,10
TOLEDO,atenciones odontologicas,endodoncias,2008-02-01,8,8
TOMINA,atenciones odontologicas,endodoncias,2008-02-01,1,1
TORO TORO,atenciones odontologicas,endodoncias,2008-02-01,2,2
TRIGAL,atenciones odontologicas,endodoncias,2008-02-01,3,3
TRINIDAD,atenciones odontologicas,endodoncias,2008-02-01,92,92
TUPIZA,atenciones odontologicas,endodoncias,2008-02-01,9,9
UMALA,atenciones odontologicas,endodoncias,2008-02-01,1,1
UNCIA,atenciones odontologicas,endodoncias,2008-02-01,71,71
URIONDO (A. CONCEPCION),atenciones odontologicas,endodoncias,2008-02-01,31,31
URUBICHA,atenciones odontologicas,endodoncias,2008-02-01,23,23
UYUNI,atenciones odontologicas,endodoncias,2008-02-01,40,40
VACAS,atenciones odontologicas,endodoncias,2008-02-01,10,10
VALLEGRANDE,atenciones odontologicas,endodoncias,2008-02-01,39,39
VIACHA,atenciones odontologicas,endodoncias,2008-02-01,23,23
VILLA MONTES,atenciones odontologicas,endodoncias,2008-02-01,110,110
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,endodoncias,2008-02-01,1,1
VILLA RIVERO,atenciones odontologicas,endodoncias,2008-02-01,3,3
VILLA SERRANO,atenciones odontologicas,endodoncias,2008-02-01,7,7
VILLA TUNARI,atenciones odontologicas,endodoncias,2008-02-01,35,35
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,endodoncias,2008-02-01,4,4
VILLAZON,atenciones odontologicas,endodoncias,2008-02-01,140,140
VINTO,atenciones odontologicas,endodoncias,2008-02-01,15,15
VITICHI,atenciones odontologicas,endodoncias,2008-02-01,3,3
WALDO BALLIVIAN,atenciones odontologicas,endodoncias,2008-02-01,2,2
WARNES,atenciones odontologicas,endodoncias,2008-02-01,14,14
YACUIBA,atenciones odontologicas,endodoncias,2008-02-01,96,96
YAMPARAEZ,atenciones odontologicas,endodoncias,2008-02-01,2,2
YANACACHI,atenciones odontologicas,endodoncias,2008-02-01,1,1
YAPACANI,atenciones odontologicas,endodoncias,2008-02-01,60,60
YUNCHARA,atenciones odontologicas,endodoncias,2008-02-01,7,7
ZUDAÑEZ,atenciones odontologicas,endodoncias,2008-02-01,12,12
ACHACACHI,atenciones odontologicas,endodoncias,2008-03-01,33,33
ACHOCALLA,atenciones odontologicas,endodoncias,2008-03-01,3,3
AIQUILE,atenciones odontologicas,endodoncias,2008-03-01,31,31
ANCORAIMES,atenciones odontologicas,endodoncias,2008-03-01,1,1
ANTEQUERA,atenciones odontologicas,endodoncias,2008-03-01,4,4
APOLO,atenciones odontologicas,endodoncias,2008-03-01,11,11
ARBIETO,atenciones odontologicas,endodoncias,2008-03-01,1,1
ASCENCION DE GUARAYOS,atenciones odontologicas,endodoncias,2008-03-01,4,4
ATOCHA,atenciones odontologicas,endodoncias,2008-03-01,48,48
AYATA,atenciones odontologicas,endodoncias,2008-03-01,2,2
AYO AYO,atenciones odontologicas,endodoncias,2008-03-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,endodoncias,2008-03-01,5,5
AZURDUY,atenciones odontologicas,endodoncias,2008-03-01,1,1
BATALLAS,atenciones odontologicas,endodoncias,2008-03-01,3,3
BAURES,atenciones odontologicas,endodoncias,2008-03-01,25,25
BERMEJO,atenciones odontologicas,endodoncias,2008-03-01,97,97
BETANZOS,atenciones odontologicas,endodoncias,2008-03-01,20,20
BOLIVAR,atenciones odontologicas,endodoncias,2008-03-01,2,2
BOYUIBE,atenciones odontologicas,endodoncias,2008-03-01,2,2
BUENA VISTA,atenciones odontologicas,endodoncias,2008-03-01,8,8
CABEZAS,atenciones odontologicas,endodoncias,2008-03-01,2,2
CAIROMA,atenciones odontologicas,endodoncias,2008-03-01,1,1
CALAMARCA,atenciones odontologicas,endodoncias,2008-03-01,7,7
CAMARGO,atenciones odontologicas,endodoncias,2008-03-01,19,19
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,endodoncias,2008-03-01,8,8
CAMIRI,atenciones odontologicas,endodoncias,2008-03-01,92,92
CAPINOTA,atenciones odontologicas,endodoncias,2008-03-01,40,40
CAQUIAVIRI,atenciones odontologicas,endodoncias,2008-03-01,3,3
CARACOLLO,atenciones odontologicas,endodoncias,2008-03-01,6,6
CARANAVI,atenciones odontologicas,endodoncias,2008-03-01,3,3
CARAPARI,atenciones odontologicas,endodoncias,2008-03-01,42,42
CARIPUYO,atenciones odontologicas,endodoncias,2008-03-01,1,1
CHALLAPATA,atenciones odontologicas,endodoncias,2008-03-01,24,24
CHAQUI,atenciones odontologicas,endodoncias,2008-03-01,5,5
CHARAGUA,atenciones odontologicas,endodoncias,2008-03-01,3,3
CHAYANTA,atenciones odontologicas,endodoncias,2008-03-01,3,3
CHIMORE,atenciones odontologicas,endodoncias,2008-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,endodoncias,2008-03-01,27,27
CLIZA,atenciones odontologicas,endodoncias,2008-03-01,13,13
COBIJA,atenciones odontologicas,endodoncias,2008-03-01,26,26
COCHABAMBA,atenciones odontologicas,endodoncias,2008-03-01,1260,1260
COLCAPIRHUA,atenciones odontologicas,endodoncias,2008-03-01,19,19
"COLCHA ""K""",atenciones odontologicas,endodoncias,2008-03-01,3,3
COLOMI,atenciones odontologicas,endodoncias,2008-03-01,6,6
COLPA BELGICA,atenciones odontologicas,endodoncias,2008-03-01,18,18
COLQUECHACA,atenciones odontologicas,endodoncias,2008-03-01,6,6
COLQUENCHA,atenciones odontologicas,endodoncias,2008-03-01,5,5
COLQUIRI,atenciones odontologicas,endodoncias,2008-03-01,7,7
COMANCHE,atenciones odontologicas,endodoncias,2008-03-01,1,1
COMARAPA,atenciones odontologicas,endodoncias,2008-03-01,28,28
COPACABANA,atenciones odontologicas,endodoncias,2008-03-01,12,12
COROICO,atenciones odontologicas,endodoncias,2008-03-01,50,50
CORQUE,atenciones odontologicas,endodoncias,2008-03-01,3,3
COTAGAITA,atenciones odontologicas,endodoncias,2008-03-01,9,9
COTOCA,atenciones odontologicas,endodoncias,2008-03-01,11,11
CUEVO,atenciones odontologicas,endodoncias,2008-03-01,1,1
CULPINA,atenciones odontologicas,endodoncias,2008-03-01,25,25
EL ALTO,atenciones odontologicas,endodoncias,2008-03-01,1104,1104
EL PUENTE(STC),atenciones odontologicas,endodoncias,2008-03-01,4,4
EL PUENTE(TJA),atenciones odontologicas,endodoncias,2008-03-01,9,9
EL TORNO,atenciones odontologicas,endodoncias,2008-03-01,13,13
ENTRE RIOS,atenciones odontologicas,endodoncias,2008-03-01,17,17
ENTRE RIOS,atenciones odontologicas,endodoncias,2008-03-01,19,19
EUCALIPTUS,atenciones odontologicas,endodoncias,2008-03-01,4,4
FERNANDEZ ALONSO,atenciones odontologicas,endodoncias,2008-03-01,12,12
FILADELFIA,atenciones odontologicas,endodoncias,2008-03-01,1,1
GENERAL SAAVEDRA,atenciones odontologicas,endodoncias,2008-03-01,14,14
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,endodoncias,2008-03-01,8,8
GUANAY,atenciones odontologicas,endodoncias,2008-03-01,39,39
GUAQUI,atenciones odontologicas,endodoncias,2008-03-01,4,4
GUAYARAMERIN,atenciones odontologicas,endodoncias,2008-03-01,5,5
GUTIERREZ,atenciones odontologicas,endodoncias,2008-03-01,4,4
HUACARETA,atenciones odontologicas,endodoncias,2008-03-01,6,6
HUACHACALLA,atenciones odontologicas,endodoncias,2008-03-01,8,8
HUANUNI,atenciones odontologicas,endodoncias,2008-03-01,30,30
HUARACAJE,atenciones odontologicas,endodoncias,2008-03-01,5,5
HUAYLLAMARCA,atenciones odontologicas,endodoncias,2008-03-01,7,7
ICLA,atenciones odontologicas,endodoncias,2008-03-01,23,23
INCAHUASI,atenciones odontologicas,endodoncias,2008-03-01,4,4
INQUISIVI,atenciones odontologicas,endodoncias,2008-03-01,2,2
IRUPANA (VILLA DE LANZA),atenciones odontologicas,endodoncias,2008-03-01,6,6
IXIAMAS,atenciones odontologicas,endodoncias,2008-03-01,5,5
JESUS DE MACHACA,atenciones odontologicas,endodoncias,2008-03-01,5,5
LA ASUNTA,atenciones odontologicas,endodoncias,2008-03-01,7,7
LA GUARDIA,atenciones odontologicas,endodoncias,2008-03-01,14,14
LA PAZ,atenciones odontologicas,endodoncias,2008-03-01,1987,1987
LAGUNILLAS,atenciones odontologicas,endodoncias,2008-03-01,10,10
LAJA,atenciones odontologicas,endodoncias,2008-03-01,4,4
LLALLAGUA,atenciones odontologicas,endodoncias,2008-03-01,52,52
LURIBAY,atenciones odontologicas,endodoncias,2008-03-01,14,14
MACHACAMARCA,atenciones odontologicas,endodoncias,2008-03-01,20,20
MACHARETI,atenciones odontologicas,endodoncias,2008-03-01,2,2
MAGDALENA,atenciones odontologicas,endodoncias,2008-03-01,4,4
MAIRANA,atenciones odontologicas,endodoncias,2008-03-01,4,4
MALLA,atenciones odontologicas,endodoncias,2008-03-01,14,14
MAPIRI,atenciones odontologicas,endodoncias,2008-03-01,32,32
MECAPACA,atenciones odontologicas,endodoncias,2008-03-01,9,9
MINEROS,atenciones odontologicas,endodoncias,2008-03-01,2,2
MIZQUE,atenciones odontologicas,endodoncias,2008-03-01,3,3
MONTEAGUDO,atenciones odontologicas,endodoncias,2008-03-01,16,16
MONTERO,atenciones odontologicas,endodoncias,2008-03-01,56,56
MOROCHATA,atenciones odontologicas,endodoncias,2008-03-01,12,12
OMEREQUE,atenciones odontologicas,endodoncias,2008-03-01,9,9
ORURO,atenciones odontologicas,endodoncias,2008-03-01,565,565
PADCAYA,atenciones odontologicas,endodoncias,2008-03-01,19,19
PADILLA,atenciones odontologicas,endodoncias,2008-03-01,3,3
PAILON,atenciones odontologicas,endodoncias,2008-03-01,5,5
PALCA,atenciones odontologicas,endodoncias,2008-03-01,3,3
PAMPA AULLAGAS,atenciones odontologicas,endodoncias,2008-03-01,2,2
PAPEL PAMPA,atenciones odontologicas,endodoncias,2008-03-01,3,3
PATACAMAYA,atenciones odontologicas,endodoncias,2008-03-01,2,2
PAZÑA,atenciones odontologicas,endodoncias,2008-03-01,3,3
POCONA,atenciones odontologicas,endodoncias,2008-03-01,1,1
POOPO,atenciones odontologicas,endodoncias,2008-03-01,13,13
PORCO,atenciones odontologicas,endodoncias,2008-03-01,3,3
PORTACHUELO,atenciones odontologicas,endodoncias,2008-03-01,2,2
PORVENIR,atenciones odontologicas,endodoncias,2008-03-01,4,4
POSTRER VALLE,atenciones odontologicas,endodoncias,2008-03-01,1,1
POTOSI,atenciones odontologicas,endodoncias,2008-03-01,194,194
PUCARA,atenciones odontologicas,endodoncias,2008-03-01,1,1
PUCARANI,atenciones odontologicas,endodoncias,2008-03-01,3,3
PUERTO ACOSTA,atenciones odontologicas,endodoncias,2008-03-01,146,146
PUERTO CARABUCO,atenciones odontologicas,endodoncias,2008-03-01,3,3
PUERTO GONZALO MORENO,atenciones odontologicas,endodoncias,2008-03-01,1,1
PUERTO QUIJARRO,atenciones odontologicas,endodoncias,2008-03-01,1,1
PUERTO RICO,atenciones odontologicas,endodoncias,2008-03-01,1,1
PUERTO SUAREZ,atenciones odontologicas,endodoncias,2008-03-01,10,10
PUERTO VILLARROEL,atenciones odontologicas,endodoncias,2008-03-01,41,41
PUNA,atenciones odontologicas,endodoncias,2008-03-01,6,6
PUNATA,atenciones odontologicas,endodoncias,2008-03-01,117,117
QUILLACOLLO,atenciones odontologicas,endodoncias,2008-03-01,149,149
QUIME,atenciones odontologicas,endodoncias,2008-03-01,12,12
QUIRUSILLAS,atenciones odontologicas,endodoncias,2008-03-01,3,3
REYES,atenciones odontologicas,endodoncias,2008-03-01,16,16
RIBERALTA,atenciones odontologicas,endodoncias,2008-03-01,27,27
ROBORE,atenciones odontologicas,endodoncias,2008-03-01,5,5
RURRENABAQUE,atenciones odontologicas,endodoncias,2008-03-01,6,6
SABAYA,atenciones odontologicas,endodoncias,2008-03-01,2,2
SACABA,atenciones odontologicas,endodoncias,2008-03-01,85,85
SACABAMBA,atenciones odontologicas,endodoncias,2008-03-01,6,6
SAIPINA,atenciones odontologicas,endodoncias,2008-03-01,36,36
SALINAS DE GARCI MENDOZA,atenciones odontologicas,endodoncias,2008-03-01,4,4
SAMAIPATA,atenciones odontologicas,endodoncias,2008-03-01,3,3
SAN ANDRES DE MACHACA,atenciones odontologicas,endodoncias,2008-03-01,5,5
SAN ANTONIO DE LOMERIO,atenciones odontologicas,endodoncias,2008-03-01,2,2
SAN BENITO,atenciones odontologicas,endodoncias,2008-03-01,63,63
SAN BORJA,atenciones odontologicas,endodoncias,2008-03-01,9,9
SAN BUENA VENTURA,atenciones odontologicas,endodoncias,2008-03-01,4,4
SAN CARLOS,atenciones odontologicas,endodoncias,2008-03-01,14,14
SAN IGNACIO,atenciones odontologicas,endodoncias,2008-03-01,17,17
SAN IGNACIO DE VELASCO,atenciones odontologicas,endodoncias,2008-03-01,62,62
SAN JOAQUIN,atenciones odontologicas,endodoncias,2008-03-01,2,2
SAN JUAN DE YAPACANI,atenciones odontologicas,endodoncias,2008-03-01,4,4
SAN JULIAN,atenciones odontologicas,endodoncias,2008-03-01,28,28
SAN LORENZO(TJA),atenciones odontologicas,endodoncias,2008-03-01,99,99
SAN LUCAS,atenciones odontologicas,endodoncias,2008-03-01,9,9
SAN MATIAS,atenciones odontologicas,endodoncias,2008-03-01,23,23
SAN MIGUEL DE VELASCO,atenciones odontologicas,endodoncias,2008-03-01,35,35
SAN PEDRO,atenciones odontologicas,endodoncias,2008-03-01,6,6
SAN PEDRO DE CURAHUARA,atenciones odontologicas,endodoncias,2008-03-01,6,6
SAN RAFAEL,atenciones odontologicas,endodoncias,2008-03-01,10,10
SAN RAMON,atenciones odontologicas,endodoncias,2008-03-01,8,8
SAN RAMON,atenciones odontologicas,endodoncias,2008-03-01,12,12
SANTA ANA,atenciones odontologicas,endodoncias,2008-03-01,3,3
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,endodoncias,2008-03-01,980,980
SANTA ROSA DEL SARA,atenciones odontologicas,endodoncias,2008-03-01,10,10
SANTIAGO DE HUARI,atenciones odontologicas,endodoncias,2008-03-01,16,16
SANTIVAÑES,atenciones odontologicas,endodoncias,2008-03-01,36,36
SANTUARIO DE QUILLACAS,atenciones odontologicas,endodoncias,2008-03-01,4,4
SAPAHAQUI,atenciones odontologicas,endodoncias,2008-03-01,5,5
SENA,atenciones odontologicas,endodoncias,2008-03-01,6,6
SICA SICA (VILLA AROMA),atenciones odontologicas,endodoncias,2008-03-01,14,14
SICAYA,atenciones odontologicas,endodoncias,2008-03-01,2,2
SIPE SIPE,atenciones odontologicas,endodoncias,2008-03-01,56,56
SOPACHUY,atenciones odontologicas,endodoncias,2008-03-01,12,12
SORACACHI,atenciones odontologicas,endodoncias,2008-03-01,3,3
SORATA,atenciones odontologicas,endodoncias,2008-03-01,1,1
SUCRE,atenciones odontologicas,endodoncias,2008-03-01,733,733
TACACOMA,atenciones odontologicas,endodoncias,2008-03-01,12,12
TAPACARI,atenciones odontologicas,endodoncias,2008-03-01,2,2
TARABUCO,atenciones odontologicas,endodoncias,2008-03-01,3,3
TARACO,atenciones odontologicas,endodoncias,2008-03-01,1,1
TARATA,atenciones odontologicas,endodoncias,2008-03-01,16,16
TARIJA,atenciones odontologicas,endodoncias,2008-03-01,766,766
TARVITA,atenciones odontologicas,endodoncias,2008-03-01,8,8
TEOPONTE,atenciones odontologicas,endodoncias,2008-03-01,6,6
TIAWANACU,atenciones odontologicas,endodoncias,2008-03-01,1,1
TIQUIPAYA,atenciones odontologicas,endodoncias,2008-03-01,32,32
TIRAQUE (CBBA),atenciones odontologicas,endodoncias,2008-03-01,75,75
TOCO,atenciones odontologicas,endodoncias,2008-03-01,12,12
TOLATA,atenciones odontologicas,endodoncias,2008-03-01,6,6
TOLEDO,atenciones odontologicas,endodoncias,2008-03-01,4,4
TORO TORO,atenciones odontologicas,endodoncias,2008-03-01,8,8
TOTORA(CBBA),atenciones odontologicas,endodoncias,2008-03-01,9,9
TOTORA(ORR),atenciones odontologicas,endodoncias,2008-03-01,3,3
TRIGAL,atenciones odontologicas,endodoncias,2008-03-01,1,1
TRINIDAD,atenciones odontologicas,endodoncias,2008-03-01,104,104
TUPIZA,atenciones odontologicas,endodoncias,2008-03-01,7,7
TURCO,atenciones odontologicas,endodoncias,2008-03-01,1,1
UNCIA,atenciones odontologicas,endodoncias,2008-03-01,131,131
URIONDO (A. CONCEPCION),atenciones odontologicas,endodoncias,2008-03-01,22,22
URUBICHA,atenciones odontologicas,endodoncias,2008-03-01,22,22
UYUNI,atenciones odontologicas,endodoncias,2008-03-01,28,28
VACAS,atenciones odontologicas,endodoncias,2008-03-01,7,7
VALLEGRANDE,atenciones odontologicas,endodoncias,2008-03-01,49,49
VIACHA,atenciones odontologicas,endodoncias,2008-03-01,13,13
VILLA MONTES,atenciones odontologicas,endodoncias,2008-03-01,111,111
VILLA RIVERO,atenciones odontologicas,endodoncias,2008-03-01,2,2
VILLA SERRANO,atenciones odontologicas,endodoncias,2008-03-01,1,1
VILLA TUNARI,atenciones odontologicas,endodoncias,2008-03-01,52,52
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,endodoncias,2008-03-01,1,1
VILLAZON,atenciones odontologicas,endodoncias,2008-03-01,93,93
VINTO,atenciones odontologicas,endodoncias,2008-03-01,13,13
VITICHI,atenciones odontologicas,endodoncias,2008-03-01,1,1
WARNES,atenciones odontologicas,endodoncias,2008-03-01,25,25
YACUIBA,atenciones odontologicas,endodoncias,2008-03-01,121,121
YAMPARAEZ,atenciones odontologicas,endodoncias,2008-03-01,15,15
YANACACHI,atenciones odontologicas,endodoncias,2008-03-01,1,1
YAPACANI,atenciones odontologicas,endodoncias,2008-03-01,74,74
YUNCHARA,atenciones odontologicas,endodoncias,2008-03-01,7,7
ACHACACHI,atenciones odontologicas,endodoncias,2008-04-01,28,28
ACHOCALLA,atenciones odontologicas,endodoncias,2008-04-01,4,4
AIQUILE,atenciones odontologicas,endodoncias,2008-04-01,33,33
ALCALA,atenciones odontologicas,endodoncias,2008-04-01,1,1
ANDAMARCA,atenciones odontologicas,endodoncias,2008-04-01,2,2
ANTEQUERA,atenciones odontologicas,endodoncias,2008-04-01,4,4
ANZALDO,atenciones odontologicas,endodoncias,2008-04-01,14,14
APOLO,atenciones odontologicas,endodoncias,2008-04-01,25,25
ARAMPAMPA,atenciones odontologicas,endodoncias,2008-04-01,4,4
ARANI,atenciones odontologicas,endodoncias,2008-04-01,1,1
ASCENCION DE GUARAYOS,atenciones odontologicas,endodoncias,2008-04-01,4,4
ATOCHA,atenciones odontologicas,endodoncias,2008-04-01,42,42
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,endodoncias,2008-04-01,19,19
AZURDUY,atenciones odontologicas,endodoncias,2008-04-01,19,19
BATALLAS,atenciones odontologicas,endodoncias,2008-04-01,2,2
BAURES,atenciones odontologicas,endodoncias,2008-04-01,25,25
BERMEJO,atenciones odontologicas,endodoncias,2008-04-01,85,85
BETANZOS,atenciones odontologicas,endodoncias,2008-04-01,13,13
BOLIVAR,atenciones odontologicas,endodoncias,2008-04-01,9,9
BOYUIBE,atenciones odontologicas,endodoncias,2008-04-01,4,4
BUENA VISTA,atenciones odontologicas,endodoncias,2008-04-01,1,1
CABEZAS,atenciones odontologicas,endodoncias,2008-04-01,8,8
CALAMARCA,atenciones odontologicas,endodoncias,2008-04-01,17,17
CAMARGO,atenciones odontologicas,endodoncias,2008-04-01,50,50
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,endodoncias,2008-04-01,9,9
CAMIRI,atenciones odontologicas,endodoncias,2008-04-01,78,78
CAPINOTA,atenciones odontologicas,endodoncias,2008-04-01,71,71
CAQUIAVIRI,atenciones odontologicas,endodoncias,2008-04-01,5,5
CARACOLLO,atenciones odontologicas,endodoncias,2008-04-01,12,12
CARANAVI,atenciones odontologicas,endodoncias,2008-04-01,8,8
CARAPARI,atenciones odontologicas,endodoncias,2008-04-01,58,58
CARIPUYO,atenciones odontologicas,endodoncias,2008-04-01,3,3
CATACORA,atenciones odontologicas,endodoncias,2008-04-01,1,1
CHALLAPATA,atenciones odontologicas,endodoncias,2008-04-01,14,14
CHAQUI,atenciones odontologicas,endodoncias,2008-04-01,2,2
CHARAGUA,atenciones odontologicas,endodoncias,2008-04-01,7,7
CHAYANTA,atenciones odontologicas,endodoncias,2008-04-01,4,4
CHIMORE,atenciones odontologicas,endodoncias,2008-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,endodoncias,2008-04-01,35,35
CLIZA,atenciones odontologicas,endodoncias,2008-04-01,14,14
COBIJA,atenciones odontologicas,endodoncias,2008-04-01,40,40
COCHABAMBA,atenciones odontologicas,endodoncias,2008-04-01,1206,1206
COLCAPIRHUA,atenciones odontologicas,endodoncias,2008-04-01,19,19
"COLCHA ""K""",atenciones odontologicas,endodoncias,2008-04-01,1,1
COLOMI,atenciones odontologicas,endodoncias,2008-04-01,1,1
COLPA BELGICA,atenciones odontologicas,endodoncias,2008-04-01,30,30
COLQUECHACA,atenciones odontologicas,endodoncias,2008-04-01,1,1
COLQUENCHA,atenciones odontologicas,endodoncias,2008-04-01,7,7
COLQUIRI,atenciones odontologicas,endodoncias,2008-04-01,11,11
COMANCHE,atenciones odontologicas,endodoncias,2008-04-01,1,1
COMARAPA,atenciones odontologicas,endodoncias,2008-04-01,50,50
COPACABANA,atenciones odontologicas,endodoncias,2008-04-01,15,15
CORIPATA,atenciones odontologicas,endodoncias,2008-04-01,4,4
COROICO,atenciones odontologicas,endodoncias,2008-04-01,49,49
CORQUE,atenciones odontologicas,endodoncias,2008-04-01,7,7
COTAGAITA,atenciones odontologicas,endodoncias,2008-04-01,9,9
COTOCA,atenciones odontologicas,endodoncias,2008-04-01,15,15
CUEVO,atenciones odontologicas,endodoncias,2008-04-01,1,1
CULPINA,atenciones odontologicas,endodoncias,2008-04-01,20,20
CURAHUARA DE CARANGAS,atenciones odontologicas,endodoncias,2008-04-01,2,2
EL ALTO,atenciones odontologicas,endodoncias,2008-04-01,1334,1334
EL CHORO,atenciones odontologicas,endodoncias,2008-04-01,6,6
EL PUENTE(STC),atenciones odontologicas,endodoncias,2008-04-01,5,5
EL PUENTE(TJA),atenciones odontologicas,endodoncias,2008-04-01,23,23
EL TORNO,atenciones odontologicas,endodoncias,2008-04-01,27,27
ENTRE RIOS,atenciones odontologicas,endodoncias,2008-04-01,3,3
ENTRE RIOS,atenciones odontologicas,endodoncias,2008-04-01,13,13
EUCALIPTUS,atenciones odontologicas,endodoncias,2008-04-01,8,8
EXALTACION,atenciones odontologicas,endodoncias,2008-04-01,9,9
FERNANDEZ ALONSO,atenciones odontologicas,endodoncias,2008-04-01,16,16
FILADELFIA,atenciones odontologicas,endodoncias,2008-04-01,11,11
GENERAL SAAVEDRA,atenciones odontologicas,endodoncias,2008-04-01,31,31
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,endodoncias,2008-04-01,11,11
GUANAY,atenciones odontologicas,endodoncias,2008-04-01,15,15
GUAQUI,atenciones odontologicas,endodoncias,2008-04-01,1,1
GUAYARAMERIN,atenciones odontologicas,endodoncias,2008-04-01,54,54
GUTIERREZ,atenciones odontologicas,endodoncias,2008-04-01,22,22
HUACARETA,atenciones odontologicas,endodoncias,2008-04-01,24,24
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,endodoncias,2008-04-01,1,1
HUACHACALLA,atenciones odontologicas,endodoncias,2008-04-01,4,4
HUANUNI,atenciones odontologicas,endodoncias,2008-04-01,66,66
HUARACAJE,atenciones odontologicas,endodoncias,2008-04-01,5,5
HUAYLLAMARCA,atenciones odontologicas,endodoncias,2008-04-01,4,4
ICLA,atenciones odontologicas,endodoncias,2008-04-01,10,10
INCAHUASI,atenciones odontologicas,endodoncias,2008-04-01,5,5
IRUPANA (VILLA DE LANZA),atenciones odontologicas,endodoncias,2008-04-01,5,5
IXIAMAS,atenciones odontologicas,endodoncias,2008-04-01,4,4
JESUS DE MACHACA,atenciones odontologicas,endodoncias,2008-04-01,5,5
LA ASUNTA,atenciones odontologicas,endodoncias,2008-04-01,6,6
LA GUARDIA,atenciones odontologicas,endodoncias,2008-04-01,34,34
LA PAZ,atenciones odontologicas,endodoncias,2008-04-01,2179,2179
LAGUNILLAS,atenciones odontologicas,endodoncias,2008-04-01,12,12
LAJA,atenciones odontologicas,endodoncias,2008-04-01,3,3
LAS CARRERAS,atenciones odontologicas,endodoncias,2008-04-01,4,4
LICOMA PAMPA,atenciones odontologicas,endodoncias,2008-04-01,1,1
LLALLAGUA,atenciones odontologicas,endodoncias,2008-04-01,47,47
LLICA,atenciones odontologicas,endodoncias,2008-04-01,2,2
MACHACAMARCA,atenciones odontologicas,endodoncias,2008-04-01,33,33
MAGDALENA,atenciones odontologicas,endodoncias,2008-04-01,4,4
MAPIRI,atenciones odontologicas,endodoncias,2008-04-01,35,35
MECAPACA,atenciones odontologicas,endodoncias,2008-04-01,5,5
MINEROS,atenciones odontologicas,endodoncias,2008-04-01,2,2
MIZQUE,atenciones odontologicas,endodoncias,2008-04-01,9,9
MOCOMOCO,atenciones odontologicas,endodoncias,2008-04-01,1,1
MOJOCOYA,atenciones odontologicas,endodoncias,2008-04-01,1,1
MONTEAGUDO,atenciones odontologicas,endodoncias,2008-04-01,15,15
MONTERO,atenciones odontologicas,endodoncias,2008-04-01,47,47
MOROCHATA,atenciones odontologicas,endodoncias,2008-04-01,24,24
OKINAWA,atenciones odontologicas,endodoncias,2008-04-01,2,2
ORURO,atenciones odontologicas,endodoncias,2008-04-01,761,761
PADCAYA,atenciones odontologicas,endodoncias,2008-04-01,14,14
PADILLA,atenciones odontologicas,endodoncias,2008-04-01,8,8
PAILON,atenciones odontologicas,endodoncias,2008-04-01,9,9
PALCA,atenciones odontologicas,endodoncias,2008-04-01,7,7
PAMPA AULLAGAS,atenciones odontologicas,endodoncias,2008-04-01,11,11
PASORAPA,atenciones odontologicas,endodoncias,2008-04-01,2,2
PATACAMAYA,atenciones odontologicas,endodoncias,2008-04-01,7,7
PAZÑA,atenciones odontologicas,endodoncias,2008-04-01,2,2
POCONA,atenciones odontologicas,endodoncias,2008-04-01,13,13
POJO (CBBA),atenciones odontologicas,endodoncias,2008-04-01,1,1
POOPO,atenciones odontologicas,endodoncias,2008-04-01,12,12
PORCO,atenciones odontologicas,endodoncias,2008-04-01,4,4
PORONGO,atenciones odontologicas,endodoncias,2008-04-01,2,2
PORTACHUELO,atenciones odontologicas,endodoncias,2008-04-01,3,3
PORVENIR,atenciones odontologicas,endodoncias,2008-04-01,10,10
POSTRER VALLE,atenciones odontologicas,endodoncias,2008-04-01,4,4
POTOSI,atenciones odontologicas,endodoncias,2008-04-01,169,169
PRESTO,atenciones odontologicas,endodoncias,2008-04-01,1,1
PUCARA,atenciones odontologicas,endodoncias,2008-04-01,1,1
PUCARANI,atenciones odontologicas,endodoncias,2008-04-01,9,9
