municipality,group,variable,month,Consultas repetidas en menores de 5 años,TOTAL
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,1,1
TOCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,2,2
TOLATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,12,12
TOLEDO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,11,11
TOMAVE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,3,3
TOMINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,66,66
TORO TORO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,5,5
TOTORA(CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,20,20
TRINIDAD,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,105,105
TUPIZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,2,2
TURCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,15,15
UNCIA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,43,43
URIONDO (A. CONCEPCION),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,32,32
URUBICHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,12,12
UYUNI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,12,12
VACAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,9,9
VALLEGRANDE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,15,15
VIACHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,79,79
VILLA MONTES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,7,7
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,2,2
VILLA SERRANO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,44,44
VILLA TUNARI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,49,49
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,5,5
VILLAZON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,38,38
VINTO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,4,4
VITICHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,1,1
WALDO BALLIVIAN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,9,9
WARNES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,21,21
YACUIBA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,44,44
YAMPARAEZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,77,77
YAPACANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,19,19
ZUDAÑEZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-03-01,3,3
ACHACACHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,13,13
ACHOCALLA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,6,6
AIQUILE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,40,40
ALCALA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,6,6
ANCORAIMES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1,1
ANDAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,12,12
ANTEQUERA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,7,7
APOLO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,5,5
ARAMPAMPA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,2,2
ARANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,15,15
ASCENCION DE GUARAYOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,9,9
ATOCHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,32,32
AUCAPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,7,7
AZURDUY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,4,4
BATALLAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,5,5
BERMEJO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,15,15
BETANZOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,29,29
BOLPEBRA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,4,4
BUENA VISTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1,1
CABEZAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,56,56
"CAIZA ""D""",atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,3,3
CAMARGO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,89,89
CAMIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,123,123
CAPINOTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,43,43
CARACOLLO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,15,15
CARANAVI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,6,6
CARAPARI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,4,4
CHALLAPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,43,43
CHARAGUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,7,7
CHAYANTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,25,25
CHIMORE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1,1
CHUMA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,63,63
CLIZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,23,23
COBIJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,30,30
COCHABAMBA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1373,1373
COLCAPIRHUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,119,119
"COLCHA ""K""",atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,5,5
COLLANA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,2,2
COLOMI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,5,5
COLPA BELGICA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,6,6
COLQUECHACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,30,30
COLQUIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,35,35
COMARAPA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,6,6
COPACABANA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,4,4
CORIPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,26,26
COROICO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,5,5
CORQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,12,12
COTAGAITA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,21,21
COTOCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,7,7
CUATRO CAÑADAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,120,120
CUEVO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,2,2
CULPINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,14,14
CURAHUARA DE CARANGAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,9,9
DESAGUADERO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,2,2
EL ALTO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,675,675
EL CHORO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1,1
EL PUENTE(STC),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,6,6
EL PUENTE(TJA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1,1
EL TORNO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,9,9
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1,1
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,36,36
EUCALIPTUS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,22,22
EXALTACION,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,93,93
FERNANDEZ ALONSO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1,1
GUAYARAMERIN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,7,7
GUTIERREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,3,3
HUANUNI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,79,79
HUARACAJE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,4,4
HUAYLLAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,8,8
INCAHUASI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,13,13
INQUISIVI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,3,3
IRUPANA (VILLA DE LANZA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,12,12
IXIAMAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,2,2
LA ASUNTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,3,3
LA GUARDIA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,13,13
LA PAZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1800,1800
LAGUNILLAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,16,16
LAJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1,1
LLALLAGUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,53,53
MACHACAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,8,8
MACHARETI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,5,5
MAGDALENA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,66,66
MECAPACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,6,6
MIZQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,8,8
MOJOCOYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,4,4
MONTEAGUDO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,15,15
MONTERO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,128,128
MOROCHATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,22,22
OKINAWA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,9,9
OMEREQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,2,2
ORURO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,781,781
PADCAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,9,9
PADILLA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,16,16
PAILON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,3,3
PALCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,9,9
PAMPA AULLAGAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,21,21
PAPEL PAMPA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,2,2
PAZÑA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1,1
POCOATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,2,2
POCONA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,3,3
POJO (CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,20,20
POOPO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,23,23
PORCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,17,17
PORONGO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,2,2
PORTACHUELO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,2,2
PORVENIR,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,3,3
POTOSI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,332,332
PRESTO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1,1
PUCARANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,19,19
PUERTO ACOSTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,5,5
PUERTO PEREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1,1
PUERTO SUAREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,15,15
PUERTO VILLARROEL,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,32,32
PUNA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,8,8
PUNATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,30,30
QUILLACOLLO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,233,233
QUIME,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,8,8
REYES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,5,5
RIBERALTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,14,14
ROBORE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,59,59
RURRENABAQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,10,10
SACABA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,186,186
SALINAS DE GARCI MENDOZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,2,2
SAMAIPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,3,3
SAN ANDRES DE MACHACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,3,3
SAN BENITO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,12,12
SAN BORJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,2,2
SAN CARLOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,3,3
SAN IGNACIO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,26,26
SAN IGNACIO DE VELASCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,10,10
SAN JAVIER(STC),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,9,9
SAN JUAN DE YAPACANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,16,16
SAN JULIAN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,11,11
SAN LORENZO(TJA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,9,9
SAN MATIAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1,1
SAN MIGUEL DE VELASCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1,1
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,2,2
SAN PEDRO DE CURAHUARA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,3,3
SAN RAFAEL,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,31,31
SAN RAMON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,13,13
SAN RAMON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,12,12
SANTA ANA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1,1
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1171,1171
SANTA ROSA DEL SARA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1,1
SANTIAGO DE HUARI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,17,17
SANTIAGO DE MACHACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1,1
SANTIVAÑES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,2,2
SANTUARIO DE QUILLACAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,8,8
SAPAHAQUI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,27,27
SICA SICA (VILLA AROMA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,2,2
SIPE SIPE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,40,40
SOPACHUY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,13,13
SORATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,23,23
SUCRE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,790,790
TACACOMA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,6,6
TAPACARI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,7,7
TARIJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,188,188
TARVITA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,7,7
TEOPONTE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,4,4
TINGUIPAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,3,3
TIPUANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,2,2
TIQUIPAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,106,106
TIRAQUE (CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,27,27
TOCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1,1
TOLATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1,1
TOLEDO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,8,8
TOMAVE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,11,11
TOMINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,189,189
TORO TORO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,5,5
TOTORA(CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,7,7
TRINIDAD,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,203,203
TUPIZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,8,8
TURCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,34,34
UNCIA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,48,48
URIONDO (A. CONCEPCION),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1,1
URUBICHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,16,16
UYUNI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,22,22
VACAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,10,10
VALLEGRANDE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,22,22
VIACHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,60,60
VILA VILA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,31,31
VILLA MONTES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,6,6
VILLA RIVERO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,2,2
VILLA SERRANO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,21,21
VILLA TUNARI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,101,101
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,4,4
VILLAZON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,34,34
VINTO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,13,13
WALDO BALLIVIAN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,3,3
WARNES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,85,85
YACUIBA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,31,31
YAMPARAEZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,1,1
YAPACANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,23,23
YOTALA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-04-01,6,6
ACHACACHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,8,8
AIQUILE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,27,27
ANDAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,19,19
ANTEQUERA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,7,7
APOLO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,4,4
ARANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,15,15
ASCENCION DE GUARAYOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,4,4
ATOCHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,59,59
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,11,11
BERMEJO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,11,11
BETANZOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,7,7
BOYUIBE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,1,1
CABEZAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,33,33
"CAIZA ""D""",atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,3,3
CAMARGO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,25,25
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,1,1
CAMIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,69,69
CAPINOTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,32,32
CARACOLLO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,12,12
CARANAVI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,19,19
CARIPUYO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,12,12
CHALLAPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,46,46
CHARAGUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,2,2
CHAYANTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,9,9
CHIMORE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,3,3
CLIZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,33,33
COBIJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,28,28
COCHABAMBA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,1182,1182
COLCAPIRHUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,54,54
"COLCHA ""K""",atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,2,2
COLOMI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,2,2
COLQUECHACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,20,20
COLQUENCHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,5,5
COLQUIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,44,44
COMARAPA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,2,2
COMBAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,16,16
COPACABANA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,2,2
CORIPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,20,20
CORO CORO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,1,1
COROICO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,4,4
CORQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,8,8
COTAGAITA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,6,6
COTOCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,18,18
CUATRO CAÑADAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,73,73
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,1,1
CUEVO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,8,8
CULPINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,4,4
CURAHUARA DE CARANGAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,5,5
EL ALTO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,631,631
EL CHORO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,2,2
EL PUENTE(STC),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,5,5
EL TORNO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,7,7
EL VILLAR,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,3,3
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,2,2
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,25,25
EUCALIPTUS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,12,12
FERNANDEZ ALONSO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,6,6
GENERAL SAAVEDRA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,4,4
GUAQUI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,1,1
GUTIERREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,6,6
HUACHACALLA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,1,1
HUANUNI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,57,57
HUARACAJE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,3,3
HUAYLLAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,2,2
ICLA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,3,3
INCAHUASI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,15,15
INQUISIVI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-05-01,2,2
