municipality,group,variable,month,Consultas nuevas en personas de 5 años y más,TOTAL
SAN PEDRO DE TIQUINA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,32,32
SAN RAFAEL,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,59,59
SAN RAMON,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,80,80
SAN RAMON,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,210,210
SANTA ANA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,71,71
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,13085,13085
SANTA ROSA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,465,465
SANTA ROSA DEL SARA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,561,561
SANTIAGO DE CALLAPA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,11,11
SANTIAGO DE HUARI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,398,398
SANTIAGO DE MACHACA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,54,54
SANTIVAÑES,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,38,38
SANTUARIO DE QUILLACAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,56,56
SAPAHAQUI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,105,105
SENA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,32,32
SICA SICA (VILLA AROMA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,123,123
SICAYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,30,30
SIPE SIPE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,267,267
SOPACHUY,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,188,188
SORACACHI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,60,60
SORATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,132,132
SUCRE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,3852,3852
TACACOMA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,151,151
TACOPAYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,61,61
TAPACARI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,97,97
TARABUCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,138,138
TARACO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,52,52
TARATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,119,119
TARIJA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,3116,3116
TARVITA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,171,171
TEOPONTE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,44,44
TIAWANACU,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,120,120
TINGUIPAYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,106,106
TIQUIPAYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,302,302
TIRAQUE (CBBA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,669,669
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,19,19
TOCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,129,129
TOLATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,150,150
TOLEDO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,181,181
TOMAVE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,87,87
TOMINA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,968,968
TORO TORO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,109,109
TOTORA(CBBA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,87,87
TOTORA(ORR),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,29,29
TRIGAL,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,58,58
TRINIDAD,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,1083,1083
TUPIZA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,237,237
TURCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,104,104
UMALA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,139,139
UNCIA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,225,225
URIONDO (A. CONCEPCION),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,361,361
URUBICHA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,44,44
UYUNI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,486,486
VACAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,145,145
VALLEGRANDE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,282,282
VIACHA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,372,372
VILA VILA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,13,13
VILLA MONTES,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,951,951
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,42,42
VILLA RIVERO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,44,44
VILLA SERRANO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,92,92
VILLA TUNARI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,624,624
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,798,798
VILLAZON,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,456,456
VINTO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,130,130
VITICHI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,45,45
WALDO BALLIVIAN,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,16,16
WARNES,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,603,603
YACO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,11,11
YACUIBA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,1123,1123
YANACACHI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,39,39
YAPACANI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,4,4
YOCALLA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,114,114
YOTALA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,157,157
YUNCHARA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,201,201
ZUDAÑEZ,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-03-01,165,165
ACACIO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,195,195
ACHACACHI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,326,326
ACHOCALLA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,92,92
AIQUILE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,70,70
ALCALA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,60,60
ANCORAIMES,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,177,177
ANDAMARCA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,169,169
ANTEQUERA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,133,133
ANZALDO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,86,86
APOLO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,100,100
ARAMPAMPA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,29,29
ARANI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,6,6
ARQUE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,127,127
ASCENCION DE GUARAYOS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,53,53
ATOCHA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,941,941
AYATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,76,76
AYO AYO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,80,80
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,1071,1071
AZURDUY,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,139,139
BATALLAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,129,129
BAURES,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,83,83
BELEN DE URMIRI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,30,30
BERMEJO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,573,573
BETANZOS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,191,191
BOLIVAR,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,62,62
BOLPEBRA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,75,75
BOYUIBE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,93,93
BUENA VISTA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,16,16
CABEZAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,172,172
CAIROMA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,160,160
"CAIZA ""D""",atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,101,101
CAJUATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,16,16
CALACOTO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,143,143
CALAMARCA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,143,143
CAMARGO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,702,702
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,33,33
CAMIRI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,637,637
CAPINOTA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,194,194
CAQUIAVIRI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,40,40
CARACOLLO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,366,366
CARANAVI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,584,584
CARAPARI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,578,578
CARIPUYO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,70,70
CATACORA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,42,42
CHALLAPATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,562,562
CHAQUI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,12,12
CHARAGUA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,386,386
CHARAÑA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,87,87
CHAYANTA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,65,65
CHIMORE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,73,73
CHOQUE COTA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,46,46
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,103,103
CHUMA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,129,129
CLIZA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,324,324
COBIJA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,560,560
COCHABAMBA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,5540,5540
COIPASA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,19,19
COLCAPIRHUA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,156,156
"COLCHA ""K""",atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,82,82
COLLANA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,4,4
COLOMI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,52,52
COLPA BELGICA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,164,164
COLQUECHACA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,73,73
COLQUENCHA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,99,99
COLQUIRI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,160,160
COMANCHE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,67,67
COMARAPA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,263,263
COMBAYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,8,8
CONCEPCION,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,87,87
COPACABANA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,229,229
CORIPATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,97,97
CORO CORO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,34,34
COROICO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,249,249
CORQUE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,117,117
COTAGAITA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,192,192
COTOCA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,28,28
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,21,21
CUEVO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,51,51
CULPINA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,146,146
CURAHUARA DE CARANGAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,139,139
CURVA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,73,73
DESAGUADERO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,114,114
EL ALTO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,8104,8104
EL CHORO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,18,18
EL PUENTE(STC),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,162,162
EL PUENTE(TJA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,369,369
EL TORNO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,155,155
EL VILLAR,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,20,20
ENTRE RIOS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,49,49
ENTRE RIOS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,399,399
EUCALIPTUS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,45,45
FERNANDEZ ALONSO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,121,121
FILADELFIA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,125,125
GENERAL SAAVEDRA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,155,155
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,217,217
GUANAY,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,115,115
GUAQUI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,106,106
GUAYARAMERIN,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,222,222
GUTIERREZ,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,259,259
HUACARETA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,115,115
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,37,37
HUACHACALLA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,80,80
HUANUNI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,256,256
HUARACAJE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,30,30
HUAYLLAMARCA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,25,25
ICLA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,157,157
INCAHUASI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,254,254
INQUISIVI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,44,44
IRUPANA (VILLA DE LANZA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,144,144
IXIAMAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,137,137
JESUS DE MACHACA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,333,333
LA ASUNTA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,83,83
LA GUARDIA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,270,270
LA PAZ,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,15337,15337
LAGUNILLAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,71,71
LAJA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,196,196
LAS CARRERAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,19,19
LICOMA PAMPA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,70,70
LLALLAGUA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,302,302
LLICA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,128,128
LURIBAY,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,47,47
MACHACAMARCA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,110,110
MACHARETI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,344,344
MAGDALENA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,87,87
MAIRANA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,22,22
MALLA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,12,12
MAPIRI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,301,301
MECAPACA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,63,63
MINEROS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,36,36
MIZQUE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,68,68
MOCOMOCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,395,395
MOJOCOYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,118,118
MONTEAGUDO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,235,235
MONTERO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,565,565
MORO MORO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,48,48
MOROCHATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,176,176
OCURI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,132,132
OKINAWA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,162,162
OMEREQUE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,20,20
ORURO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,4003,4003
PADCAYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,372,372
PADILLA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,129,129
PAILON,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,160,160
PALCA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,254,254
PALOS BLANCOS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,202,202
PAMPA AULLAGAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,57,57
PAPEL PAMPA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,26,26
PASORAPA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,425,425
PATACAMAYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,45,45
PAZÑA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,208,208
PELECHUCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,169,169
POCOATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,69,69
POCONA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,30,30
POJO (CBBA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,53,53
POOPO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,99,99
PORCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,65,65
POROMA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,34,34
PORONGO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,469,469
PORTACHUELO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,282,282
PORVENIR,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,316,316
POSTRER VALLE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,25,25
POTOSI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,1331,1331
PRESTO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,623,623
PUCARA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,39,39
PUCARANI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,309,309
PUERTO ACOSTA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,291,291
PUERTO CARABUCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,193,193
PUERTO GONZALO MORENO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,68,68
PUERTO PEREZ,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,5,5
PUERTO QUIJARRO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,159,159
PUERTO RICO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,86,86
PUERTO SUAREZ,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,216,216
PUERTO VILLARROEL,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,211,211
PUNA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,330,330
PUNATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,360,360
QUIABAYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,8,8
QUILLACOLLO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,607,607
QUIME,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,237,237
QUIRUSILLAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,46,46
REYES,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,1132,1132
RIBERALTA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,813,813
ROBORE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,130,130
RURRENABAQUE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,151,151
SABAYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,82,82
SACABA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,512,512
SACACA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,40,40
SAIPINA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,49,49
SALINAS DE GARCI MENDOZA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,112,112
SAMAIPATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,151,151
SAN AGUSTIN,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,97,97
SAN ANDRES,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,322,322
SAN ANDRES DE MACHACA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,356,356
SAN ANTONIO DE LOMERIO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,80,80
SAN BENITO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,21,21
SAN BORJA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,226,226
SAN BUENA VENTURA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,188,188
SAN CARLOS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,155,155
SAN IGNACIO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,374,374
SAN IGNACIO DE VELASCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,801,801
SAN JAVIER(BNI),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,8,8
SAN JAVIER(STC),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,41,41
SAN JOAQUIN,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,186,186
SAN JOSE DE CHIQUITOS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2008-04-01,30,30
