municipality,group,variable,month,Acciones preventivas,TOTAL
LA ASUNTA,atenciones odontologicas,acciones preventivas,2008-03-01,444,444
LA GUARDIA,atenciones odontologicas,acciones preventivas,2008-03-01,144,144
LA PAZ,atenciones odontologicas,acciones preventivas,2008-03-01,5521,5521
LAGUNILLAS,atenciones odontologicas,acciones preventivas,2008-03-01,122,122
LAJA,atenciones odontologicas,acciones preventivas,2008-03-01,14,14
LICOMA PAMPA,atenciones odontologicas,acciones preventivas,2008-03-01,53,53
LLALLAGUA,atenciones odontologicas,acciones preventivas,2008-03-01,2032,2032
LLICA,atenciones odontologicas,acciones preventivas,2008-03-01,4,4
LURIBAY,atenciones odontologicas,acciones preventivas,2008-03-01,32,32
MACHACAMARCA,atenciones odontologicas,acciones preventivas,2008-03-01,241,241
MACHARETI,atenciones odontologicas,acciones preventivas,2008-03-01,144,144
MAGDALENA,atenciones odontologicas,acciones preventivas,2008-03-01,26,26
MAIRANA,atenciones odontologicas,acciones preventivas,2008-03-01,2,2
MAPIRI,atenciones odontologicas,acciones preventivas,2008-03-01,55,55
MECAPACA,atenciones odontologicas,acciones preventivas,2008-03-01,294,294
MINEROS,atenciones odontologicas,acciones preventivas,2008-03-01,140,140
MIZQUE,atenciones odontologicas,acciones preventivas,2008-03-01,224,224
MOCOMOCO,atenciones odontologicas,acciones preventivas,2008-03-01,410,410
MOJOCOYA,atenciones odontologicas,acciones preventivas,2008-03-01,4,4
MONTEAGUDO,atenciones odontologicas,acciones preventivas,2008-03-01,834,834
MONTERO,atenciones odontologicas,acciones preventivas,2008-03-01,4395,4395
MOROCHATA,atenciones odontologicas,acciones preventivas,2008-03-01,121,121
OKINAWA,atenciones odontologicas,acciones preventivas,2008-03-01,11,11
OMEREQUE,atenciones odontologicas,acciones preventivas,2008-03-01,351,351
ORURO,atenciones odontologicas,acciones preventivas,2008-03-01,1067,1067
PADCAYA,atenciones odontologicas,acciones preventivas,2008-03-01,66,66
PADILLA,atenciones odontologicas,acciones preventivas,2008-03-01,59,59
PALCA,atenciones odontologicas,acciones preventivas,2008-03-01,625,625
PALOS BLANCOS,atenciones odontologicas,acciones preventivas,2008-03-01,443,443
PAMPA AULLAGAS,atenciones odontologicas,acciones preventivas,2008-03-01,50,50
PAPEL PAMPA,atenciones odontologicas,acciones preventivas,2008-03-01,2,2
PASORAPA,atenciones odontologicas,acciones preventivas,2008-03-01,14,14
PATACAMAYA,atenciones odontologicas,acciones preventivas,2008-03-01,159,159
PAZÑA,atenciones odontologicas,acciones preventivas,2008-03-01,59,59
PELECHUCO,atenciones odontologicas,acciones preventivas,2008-03-01,252,252
POCONA,atenciones odontologicas,acciones preventivas,2008-03-01,92,92
POOPO,atenciones odontologicas,acciones preventivas,2008-03-01,18,18
PORCO,atenciones odontologicas,acciones preventivas,2008-03-01,27,27
POROMA,atenciones odontologicas,acciones preventivas,2008-03-01,47,47
PORONGO,atenciones odontologicas,acciones preventivas,2008-03-01,99,99
PORTACHUELO,atenciones odontologicas,acciones preventivas,2008-03-01,372,372
PORVENIR,atenciones odontologicas,acciones preventivas,2008-03-01,108,108
POSTRER VALLE,atenciones odontologicas,acciones preventivas,2008-03-01,16,16
POTOSI,atenciones odontologicas,acciones preventivas,2008-03-01,1986,1986
PRESTO,atenciones odontologicas,acciones preventivas,2008-03-01,69,69
PUCARA,atenciones odontologicas,acciones preventivas,2008-03-01,8,8
PUCARANI,atenciones odontologicas,acciones preventivas,2008-03-01,76,76
PUERTO ACOSTA,atenciones odontologicas,acciones preventivas,2008-03-01,129,129
PUERTO CARABUCO,atenciones odontologicas,acciones preventivas,2008-03-01,9,9
PUERTO GONZALO MORENO,atenciones odontologicas,acciones preventivas,2008-03-01,15,15
PUERTO QUIJARRO,atenciones odontologicas,acciones preventivas,2008-03-01,226,226
PUERTO RICO,atenciones odontologicas,acciones preventivas,2008-03-01,47,47
PUERTO SUAREZ,atenciones odontologicas,acciones preventivas,2008-03-01,152,152
PUERTO VILLARROEL,atenciones odontologicas,acciones preventivas,2008-03-01,53,53
PUNA,atenciones odontologicas,acciones preventivas,2008-03-01,173,173
PUNATA,atenciones odontologicas,acciones preventivas,2008-03-01,1220,1220
QUIABAYA,atenciones odontologicas,acciones preventivas,2008-03-01,6,6
QUILLACOLLO,atenciones odontologicas,acciones preventivas,2008-03-01,996,996
QUIME,atenciones odontologicas,acciones preventivas,2008-03-01,287,287
QUIRUSILLAS,atenciones odontologicas,acciones preventivas,2008-03-01,5,5
REYES,atenciones odontologicas,acciones preventivas,2008-03-01,22,22
RIBERALTA,atenciones odontologicas,acciones preventivas,2008-03-01,210,210
ROBORE,atenciones odontologicas,acciones preventivas,2008-03-01,122,122
RURRENABAQUE,atenciones odontologicas,acciones preventivas,2008-03-01,46,46
SABAYA,atenciones odontologicas,acciones preventivas,2008-03-01,68,68
SACABA,atenciones odontologicas,acciones preventivas,2008-03-01,581,581
SACABAMBA,atenciones odontologicas,acciones preventivas,2008-03-01,21,21
SACACA,atenciones odontologicas,acciones preventivas,2008-03-01,6,6
SAIPINA,atenciones odontologicas,acciones preventivas,2008-03-01,133,133
SALINAS DE GARCI MENDOZA,atenciones odontologicas,acciones preventivas,2008-03-01,75,75
SAMAIPATA,atenciones odontologicas,acciones preventivas,2008-03-01,18,18
SAN AGUSTIN,atenciones odontologicas,acciones preventivas,2008-03-01,1,1
SAN ANDRES,atenciones odontologicas,acciones preventivas,2008-03-01,17,17
SAN ANDRES DE MACHACA,atenciones odontologicas,acciones preventivas,2008-03-01,23,23
SAN BENITO,atenciones odontologicas,acciones preventivas,2008-03-01,216,216
SAN BORJA,atenciones odontologicas,acciones preventivas,2008-03-01,52,52
SAN BUENA VENTURA,atenciones odontologicas,acciones preventivas,2008-03-01,79,79
SAN CARLOS,atenciones odontologicas,acciones preventivas,2008-03-01,832,832
SAN IGNACIO,atenciones odontologicas,acciones preventivas,2008-03-01,6,6
SAN IGNACIO DE VELASCO,atenciones odontologicas,acciones preventivas,2008-03-01,517,517
SAN JAVIER(BNI),atenciones odontologicas,acciones preventivas,2008-03-01,45,45
SAN JOAQUIN,atenciones odontologicas,acciones preventivas,2008-03-01,181,181
SAN JUAN DE YAPACANI,atenciones odontologicas,acciones preventivas,2008-03-01,862,862
SAN JULIAN,atenciones odontologicas,acciones preventivas,2008-03-01,4,4
SAN LORENZO(TJA),atenciones odontologicas,acciones preventivas,2008-03-01,1807,1807
SAN LUCAS,atenciones odontologicas,acciones preventivas,2008-03-01,93,93
SAN MATIAS,atenciones odontologicas,acciones preventivas,2008-03-01,6,6
SAN MIGUEL DE VELASCO,atenciones odontologicas,acciones preventivas,2008-03-01,285,285
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,acciones preventivas,2008-03-01,22,22
SAN PEDRO DE CURAHUARA,atenciones odontologicas,acciones preventivas,2008-03-01,58,58
SAN PEDRO DE TIQUINA,atenciones odontologicas,acciones preventivas,2008-03-01,21,21
SAN RAFAEL,atenciones odontologicas,acciones preventivas,2008-03-01,60,60
SAN RAMON,atenciones odontologicas,acciones preventivas,2008-03-01,22,22
SAN RAMON,atenciones odontologicas,acciones preventivas,2008-03-01,187,187
SANTA ANA,atenciones odontologicas,acciones preventivas,2008-03-01,191,191
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,acciones preventivas,2008-03-01,17438,17438
SANTA ROSA,atenciones odontologicas,acciones preventivas,2008-03-01,1096,1096
SANTA ROSA DEL SARA,atenciones odontologicas,acciones preventivas,2008-03-01,421,421
SANTIAGO DE HUARI,atenciones odontologicas,acciones preventivas,2008-03-01,288,288
SANTIAGO DE MACHACA,atenciones odontologicas,acciones preventivas,2008-03-01,238,238
SANTIVAÑES,atenciones odontologicas,acciones preventivas,2008-03-01,3,3
SANTUARIO DE QUILLACAS,atenciones odontologicas,acciones preventivas,2008-03-01,82,82
SAPAHAQUI,atenciones odontologicas,acciones preventivas,2008-03-01,106,106
SENA,atenciones odontologicas,acciones preventivas,2008-03-01,4,4
SICA SICA (VILLA AROMA),atenciones odontologicas,acciones preventivas,2008-03-01,331,331
SICAYA,atenciones odontologicas,acciones preventivas,2008-03-01,1,1
SIPE SIPE,atenciones odontologicas,acciones preventivas,2008-03-01,168,168
SOPACHUY,atenciones odontologicas,acciones preventivas,2008-03-01,87,87
SORACACHI,atenciones odontologicas,acciones preventivas,2008-03-01,12,12
SORATA,atenciones odontologicas,acciones preventivas,2008-03-01,57,57
SUCRE,atenciones odontologicas,acciones preventivas,2008-03-01,966,966
TACACOMA,atenciones odontologicas,acciones preventivas,2008-03-01,71,71
TACOPAYA,atenciones odontologicas,acciones preventivas,2008-03-01,2,2
TAPACARI,atenciones odontologicas,acciones preventivas,2008-03-01,69,69
TARABUCO,atenciones odontologicas,acciones preventivas,2008-03-01,668,668
TARACO,atenciones odontologicas,acciones preventivas,2008-03-01,1,1
TARATA,atenciones odontologicas,acciones preventivas,2008-03-01,265,265
TARIJA,atenciones odontologicas,acciones preventivas,2008-03-01,629,629
TARVITA,atenciones odontologicas,acciones preventivas,2008-03-01,273,273
TEOPONTE,atenciones odontologicas,acciones preventivas,2008-03-01,23,23
TINGUIPAYA,atenciones odontologicas,acciones preventivas,2008-03-01,68,68
TIQUIPAYA,atenciones odontologicas,acciones preventivas,2008-03-01,1355,1355
TIRAQUE (CBBA),atenciones odontologicas,acciones preventivas,2008-03-01,382,382
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,acciones preventivas,2008-03-01,41,41
TOCO,atenciones odontologicas,acciones preventivas,2008-03-01,27,27
TOLATA,atenciones odontologicas,acciones preventivas,2008-03-01,1369,1369
TOLEDO,atenciones odontologicas,acciones preventivas,2008-03-01,153,153
TOMAVE,atenciones odontologicas,acciones preventivas,2008-03-01,48,48
TOMINA,atenciones odontologicas,acciones preventivas,2008-03-01,1123,1123
TORO TORO,atenciones odontologicas,acciones preventivas,2008-03-01,19,19
TOTORA(CBBA),atenciones odontologicas,acciones preventivas,2008-03-01,1134,1134
TOTORA(ORR),atenciones odontologicas,acciones preventivas,2008-03-01,2,2
TRIGAL,atenciones odontologicas,acciones preventivas,2008-03-01,34,34
TRINIDAD,atenciones odontologicas,acciones preventivas,2008-03-01,1698,1698
TUPIZA,atenciones odontologicas,acciones preventivas,2008-03-01,36,36
TURCO,atenciones odontologicas,acciones preventivas,2008-03-01,546,546
UMALA,atenciones odontologicas,acciones preventivas,2008-03-01,202,202
UNCIA,atenciones odontologicas,acciones preventivas,2008-03-01,86,86
URIONDO (A. CONCEPCION),atenciones odontologicas,acciones preventivas,2008-03-01,49,49
URUBICHA,atenciones odontologicas,acciones preventivas,2008-03-01,3,3
UYUNI,atenciones odontologicas,acciones preventivas,2008-03-01,27,27
VACAS,atenciones odontologicas,acciones preventivas,2008-03-01,155,155
VALLEGRANDE,atenciones odontologicas,acciones preventivas,2008-03-01,583,583
VIACHA,atenciones odontologicas,acciones preventivas,2008-03-01,1426,1426
VILA VILA,atenciones odontologicas,acciones preventivas,2008-03-01,8,8
VILLA MONTES,atenciones odontologicas,acciones preventivas,2008-03-01,44,44
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,acciones preventivas,2008-03-01,19,19
VILLA RIVERO,atenciones odontologicas,acciones preventivas,2008-03-01,28,28
VILLA SERRANO,atenciones odontologicas,acciones preventivas,2008-03-01,41,41
VILLA TUNARI,atenciones odontologicas,acciones preventivas,2008-03-01,299,299
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,acciones preventivas,2008-03-01,768,768
VILLAZON,atenciones odontologicas,acciones preventivas,2008-03-01,1632,1632
VINTO,atenciones odontologicas,acciones preventivas,2008-03-01,224,224
VITICHI,atenciones odontologicas,acciones preventivas,2008-03-01,1,1
WALDO BALLIVIAN,atenciones odontologicas,acciones preventivas,2008-03-01,1,1
WARNES,atenciones odontologicas,acciones preventivas,2008-03-01,263,263
YACUIBA,atenciones odontologicas,acciones preventivas,2008-03-01,609,609
YAMPARAEZ,atenciones odontologicas,acciones preventivas,2008-03-01,499,499
YANACACHI,atenciones odontologicas,acciones preventivas,2008-03-01,2,2
YOCALLA,atenciones odontologicas,acciones preventivas,2008-03-01,106,106
YOTALA,atenciones odontologicas,acciones preventivas,2008-03-01,417,417
YUNCHARA,atenciones odontologicas,acciones preventivas,2008-03-01,59,59
ZUDAÑEZ,atenciones odontologicas,acciones preventivas,2008-03-01,291,291
ACACIO,atenciones odontologicas,acciones preventivas,2008-04-01,28,28
ACHACACHI,atenciones odontologicas,acciones preventivas,2008-04-01,255,255
ACHOCALLA,atenciones odontologicas,acciones preventivas,2008-04-01,15,15
AIQUILE,atenciones odontologicas,acciones preventivas,2008-04-01,15,15
ALCALA,atenciones odontologicas,acciones preventivas,2008-04-01,642,642
ANCORAIMES,atenciones odontologicas,acciones preventivas,2008-04-01,109,109
ANDAMARCA,atenciones odontologicas,acciones preventivas,2008-04-01,132,132
ANTEQUERA,atenciones odontologicas,acciones preventivas,2008-04-01,10,10
ANZALDO,atenciones odontologicas,acciones preventivas,2008-04-01,136,136
APOLO,atenciones odontologicas,acciones preventivas,2008-04-01,4,4
ARAMPAMPA,atenciones odontologicas,acciones preventivas,2008-04-01,18,18
ARANI,atenciones odontologicas,acciones preventivas,2008-04-01,50,50
ARQUE,atenciones odontologicas,acciones preventivas,2008-04-01,34,34
ATOCHA,atenciones odontologicas,acciones preventivas,2008-04-01,366,366
AYATA,atenciones odontologicas,acciones preventivas,2008-04-01,13,13
AYO AYO,atenciones odontologicas,acciones preventivas,2008-04-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,acciones preventivas,2008-04-01,1014,1014
AZURDUY,atenciones odontologicas,acciones preventivas,2008-04-01,159,159
BATALLAS,atenciones odontologicas,acciones preventivas,2008-04-01,12,12
BAURES,atenciones odontologicas,acciones preventivas,2008-04-01,4,4
BELEN DE URMIRI,atenciones odontologicas,acciones preventivas,2008-04-01,6,6
BERMEJO,atenciones odontologicas,acciones preventivas,2008-04-01,118,118
BETANZOS,atenciones odontologicas,acciones preventivas,2008-04-01,99,99
BOLIVAR,atenciones odontologicas,acciones preventivas,2008-04-01,2,2
BOLPEBRA,atenciones odontologicas,acciones preventivas,2008-04-01,148,148
BOYUIBE,atenciones odontologicas,acciones preventivas,2008-04-01,179,179
BUENA VISTA,atenciones odontologicas,acciones preventivas,2008-04-01,196,196
CABEZAS,atenciones odontologicas,acciones preventivas,2008-04-01,1168,1168
CAIROMA,atenciones odontologicas,acciones preventivas,2008-04-01,115,115
"CAIZA ""D""",atenciones odontologicas,acciones preventivas,2008-04-01,8,8
CAJUATA,atenciones odontologicas,acciones preventivas,2008-04-01,2,2
CALACOTO,atenciones odontologicas,acciones preventivas,2008-04-01,12,12
CALAMARCA,atenciones odontologicas,acciones preventivas,2008-04-01,15,15
CAMARGO,atenciones odontologicas,acciones preventivas,2008-04-01,584,584
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,acciones preventivas,2008-04-01,80,80
CAMIRI,atenciones odontologicas,acciones preventivas,2008-04-01,1883,1883
CAPINOTA,atenciones odontologicas,acciones preventivas,2008-04-01,253,253
CAQUIAVIRI,atenciones odontologicas,acciones preventivas,2008-04-01,37,37
CARACOLLO,atenciones odontologicas,acciones preventivas,2008-04-01,188,188
CARANAVI,atenciones odontologicas,acciones preventivas,2008-04-01,415,415
CARAPARI,atenciones odontologicas,acciones preventivas,2008-04-01,46,46
CARIPUYO,atenciones odontologicas,acciones preventivas,2008-04-01,63,63
CATACORA,atenciones odontologicas,acciones preventivas,2008-04-01,1,1
CHALLAPATA,atenciones odontologicas,acciones preventivas,2008-04-01,821,821
CHAQUI,atenciones odontologicas,acciones preventivas,2008-04-01,8,8
CHARAGUA,atenciones odontologicas,acciones preventivas,2008-04-01,464,464
CHAYANTA,atenciones odontologicas,acciones preventivas,2008-04-01,51,51
CHIMORE,atenciones odontologicas,acciones preventivas,2008-04-01,27,27
CHOQUE COTA,atenciones odontologicas,acciones preventivas,2008-04-01,5,5
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,acciones preventivas,2008-04-01,32,32
CHUMA,atenciones odontologicas,acciones preventivas,2008-04-01,17,17
CLIZA,atenciones odontologicas,acciones preventivas,2008-04-01,73,73
COBIJA,atenciones odontologicas,acciones preventivas,2008-04-01,945,945
COCHABAMBA,atenciones odontologicas,acciones preventivas,2008-04-01,7079,7079
COIPASA,atenciones odontologicas,acciones preventivas,2008-04-01,4,4
COLCAPIRHUA,atenciones odontologicas,acciones preventivas,2008-04-01,207,207
"COLCHA ""K""",atenciones odontologicas,acciones preventivas,2008-04-01,55,55
COLLANA,atenciones odontologicas,acciones preventivas,2008-04-01,14,14
COLOMI,atenciones odontologicas,acciones preventivas,2008-04-01,33,33
COLPA BELGICA,atenciones odontologicas,acciones preventivas,2008-04-01,313,313
COLQUECHACA,atenciones odontologicas,acciones preventivas,2008-04-01,35,35
COLQUIRI,atenciones odontologicas,acciones preventivas,2008-04-01,266,266
COMANCHE,atenciones odontologicas,acciones preventivas,2008-04-01,3,3
COMARAPA,atenciones odontologicas,acciones preventivas,2008-04-01,349,349
COMBAYA,atenciones odontologicas,acciones preventivas,2008-04-01,39,39
CONCEPCION,atenciones odontologicas,acciones preventivas,2008-04-01,642,642
COPACABANA,atenciones odontologicas,acciones preventivas,2008-04-01,43,43
CORIPATA,atenciones odontologicas,acciones preventivas,2008-04-01,34,34
CORO CORO,atenciones odontologicas,acciones preventivas,2008-04-01,2,2
COROICO,atenciones odontologicas,acciones preventivas,2008-04-01,54,54
CORQUE,atenciones odontologicas,acciones preventivas,2008-04-01,117,117
COTAGAITA,atenciones odontologicas,acciones preventivas,2008-04-01,54,54
COTOCA,atenciones odontologicas,acciones preventivas,2008-04-01,24,24
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,acciones preventivas,2008-04-01,35,35
CUEVO,atenciones odontologicas,acciones preventivas,2008-04-01,27,27
CULPINA,atenciones odontologicas,acciones preventivas,2008-04-01,57,57
CURAHUARA DE CARANGAS,atenciones odontologicas,acciones preventivas,2008-04-01,118,118
CURVA,atenciones odontologicas,acciones preventivas,2008-04-01,53,53
EL ALTO,atenciones odontologicas,acciones preventivas,2008-04-01,1825,1825
EL CHORO,atenciones odontologicas,acciones preventivas,2008-04-01,9,9
EL PUENTE(STC),atenciones odontologicas,acciones preventivas,2008-04-01,481,481
EL PUENTE(TJA),atenciones odontologicas,acciones preventivas,2008-04-01,85,85
EL TORNO,atenciones odontologicas,acciones preventivas,2008-04-01,8,8
EL VILLAR,atenciones odontologicas,acciones preventivas,2008-04-01,84,84
ENTRE RIOS,atenciones odontologicas,acciones preventivas,2008-04-01,146,146
ENTRE RIOS,atenciones odontologicas,acciones preventivas,2008-04-01,40,40
EUCALIPTUS,atenciones odontologicas,acciones preventivas,2008-04-01,28,28
EXALTACION,atenciones odontologicas,acciones preventivas,2008-04-01,7,7
FERNANDEZ ALONSO,atenciones odontologicas,acciones preventivas,2008-04-01,156,156
FILADELFIA,atenciones odontologicas,acciones preventivas,2008-04-01,76,76
GENERAL SAAVEDRA,atenciones odontologicas,acciones preventivas,2008-04-01,17,17
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,acciones preventivas,2008-04-01,173,173
GUANAY,atenciones odontologicas,acciones preventivas,2008-04-01,26,26
GUAQUI,atenciones odontologicas,acciones preventivas,2008-04-01,40,40
GUAYARAMERIN,atenciones odontologicas,acciones preventivas,2008-04-01,125,125
GUTIERREZ,atenciones odontologicas,acciones preventivas,2008-04-01,646,646
HUACARETA,atenciones odontologicas,acciones preventivas,2008-04-01,65,65
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,acciones preventivas,2008-04-01,31,31
HUACHACALLA,atenciones odontologicas,acciones preventivas,2008-04-01,15,15
HUANUNI,atenciones odontologicas,acciones preventivas,2008-04-01,274,274
HUARACAJE,atenciones odontologicas,acciones preventivas,2008-04-01,28,28
HUAYLLAMARCA,atenciones odontologicas,acciones preventivas,2008-04-01,10,10
ICLA,atenciones odontologicas,acciones preventivas,2008-04-01,301,301
INCAHUASI,atenciones odontologicas,acciones preventivas,2008-04-01,308,308
IRUPANA (VILLA DE LANZA),atenciones odontologicas,acciones preventivas,2008-04-01,11,11
IXIAMAS,atenciones odontologicas,acciones preventivas,2008-04-01,13,13
JESUS DE MACHACA,atenciones odontologicas,acciones preventivas,2008-04-01,61,61
LA ASUNTA,atenciones odontologicas,acciones preventivas,2008-04-01,419,419
LA GUARDIA,atenciones odontologicas,acciones preventivas,2008-04-01,730,730
LA PAZ,atenciones odontologicas,acciones preventivas,2008-04-01,8666,8666
LAGUNILLAS,atenciones odontologicas,acciones preventivas,2008-04-01,72,72
LAJA,atenciones odontologicas,acciones preventivas,2008-04-01,45,45
LICOMA PAMPA,atenciones odontologicas,acciones preventivas,2008-04-01,4,4
LLALLAGUA,atenciones odontologicas,acciones preventivas,2008-04-01,1775,1775
LLICA,atenciones odontologicas,acciones preventivas,2008-04-01,14,14
LURIBAY,atenciones odontologicas,acciones preventivas,2008-04-01,6,6
MACHACAMARCA,atenciones odontologicas,acciones preventivas,2008-04-01,152,152
MACHARETI,atenciones odontologicas,acciones preventivas,2008-04-01,342,342
MAGDALENA,atenciones odontologicas,acciones preventivas,2008-04-01,35,35
MAIRANA,atenciones odontologicas,acciones preventivas,2008-04-01,1,1
MALLA,atenciones odontologicas,acciones preventivas,2008-04-01,1,1
MAPIRI,atenciones odontologicas,acciones preventivas,2008-04-01,3,3
MECAPACA,atenciones odontologicas,acciones preventivas,2008-04-01,8,8
MINEROS,atenciones odontologicas,acciones preventivas,2008-04-01,35,35
MIZQUE,atenciones odontologicas,acciones preventivas,2008-04-01,367,367
MOCOMOCO,atenciones odontologicas,acciones preventivas,2008-04-01,220,220
MOJOCOYA,atenciones odontologicas,acciones preventivas,2008-04-01,21,21
MONTEAGUDO,atenciones odontologicas,acciones preventivas,2008-04-01,168,168
MONTERO,atenciones odontologicas,acciones preventivas,2008-04-01,946,946
MORO MORO,atenciones odontologicas,acciones preventivas,2008-04-01,22,22
MOROCHATA,atenciones odontologicas,acciones preventivas,2008-04-01,131,131
OCURI,atenciones odontologicas,acciones preventivas,2008-04-01,8,8
OKINAWA,atenciones odontologicas,acciones preventivas,2008-04-01,12,12
OMEREQUE,atenciones odontologicas,acciones preventivas,2008-04-01,219,219
ORURO,atenciones odontologicas,acciones preventivas,2008-04-01,1999,1999
PADCAYA,atenciones odontologicas,acciones preventivas,2008-04-01,259,259
PADILLA,atenciones odontologicas,acciones preventivas,2008-04-01,16,16
PAILON,atenciones odontologicas,acciones preventivas,2008-04-01,23,23
PALCA,atenciones odontologicas,acciones preventivas,2008-04-01,129,129
PALOS BLANCOS,atenciones odontologicas,acciones preventivas,2008-04-01,135,135
PAMPA AULLAGAS,atenciones odontologicas,acciones preventivas,2008-04-01,23,23
PAPEL PAMPA,atenciones odontologicas,acciones preventivas,2008-04-01,13,13
PASORAPA,atenciones odontologicas,acciones preventivas,2008-04-01,372,372
PATACAMAYA,atenciones odontologicas,acciones preventivas,2008-04-01,60,60
PAZÑA,atenciones odontologicas,acciones preventivas,2008-04-01,57,57
PELECHUCO,atenciones odontologicas,acciones preventivas,2008-04-01,114,114
POCOATA,atenciones odontologicas,acciones preventivas,2008-04-01,240,240
POJO (CBBA),atenciones odontologicas,acciones preventivas,2008-04-01,16,16
POOPO,atenciones odontologicas,acciones preventivas,2008-04-01,14,14
PORCO,atenciones odontologicas,acciones preventivas,2008-04-01,23,23
POROMA,atenciones odontologicas,acciones preventivas,2008-04-01,37,37
PORONGO,atenciones odontologicas,acciones preventivas,2008-04-01,380,380
PORTACHUELO,atenciones odontologicas,acciones preventivas,2008-04-01,65,65
PORVENIR,atenciones odontologicas,acciones preventivas,2008-04-01,291,291
POTOSI,atenciones odontologicas,acciones preventivas,2008-04-01,1001,1001
PRESTO,atenciones odontologicas,acciones preventivas,2008-04-01,1166,1166
PUCARA,atenciones odontologicas,acciones preventivas,2008-04-01,10,10
PUCARANI,atenciones odontologicas,acciones preventivas,2008-04-01,71,71
PUERTO ACOSTA,atenciones odontologicas,acciones preventivas,2008-04-01,56,56
PUERTO CARABUCO,atenciones odontologicas,acciones preventivas,2008-04-01,66,66
PUERTO GONZALO MORENO,atenciones odontologicas,acciones preventivas,2008-04-01,69,69
PUERTO QUIJARRO,atenciones odontologicas,acciones preventivas,2008-04-01,59,59
PUERTO RICO,atenciones odontologicas,acciones preventivas,2008-04-01,68,68
PUERTO SUAREZ,atenciones odontologicas,acciones preventivas,2008-04-01,613,613
PUERTO VILLARROEL,atenciones odontologicas,acciones preventivas,2008-04-01,61,61
PUNA,atenciones odontologicas,acciones preventivas,2008-04-01,152,152
PUNATA,atenciones odontologicas,acciones preventivas,2008-04-01,507,507
QUIABAYA,atenciones odontologicas,acciones preventivas,2008-04-01,3,3
QUILLACOLLO,atenciones odontologicas,acciones preventivas,2008-04-01,927,927
QUIME,atenciones odontologicas,acciones preventivas,2008-04-01,283,283
QUIRUSILLAS,atenciones odontologicas,acciones preventivas,2008-04-01,247,247
REYES,atenciones odontologicas,acciones preventivas,2008-04-01,173,173
RIBERALTA,atenciones odontologicas,acciones preventivas,2008-04-01,3996,3996
ROBORE,atenciones odontologicas,acciones preventivas,2008-04-01,95,95
RURRENABAQUE,atenciones odontologicas,acciones preventivas,2008-04-01,91,91
SABAYA,atenciones odontologicas,acciones preventivas,2008-04-01,14,14
SACABA,atenciones odontologicas,acciones preventivas,2008-04-01,938,938
SACACA,atenciones odontologicas,acciones preventivas,2008-04-01,221,221
SAIPINA,atenciones odontologicas,acciones preventivas,2008-04-01,37,37
SALINAS DE GARCI MENDOZA,atenciones odontologicas,acciones preventivas,2008-04-01,177,177
SAMAIPATA,atenciones odontologicas,acciones preventivas,2008-04-01,2029,2029
SAN AGUSTIN,atenciones odontologicas,acciones preventivas,2008-04-01,79,79
SAN ANDRES,atenciones odontologicas,acciones preventivas,2008-04-01,357,357
SAN ANDRES DE MACHACA,atenciones odontologicas,acciones preventivas,2008-04-01,15,15
SAN ANTONIO DE LOMERIO,atenciones odontologicas,acciones preventivas,2008-04-01,4,4
SAN BENITO,atenciones odontologicas,acciones preventivas,2008-04-01,91,91
SAN BORJA,atenciones odontologicas,acciones preventivas,2008-04-01,35,35
SAN BUENA VENTURA,atenciones odontologicas,acciones preventivas,2008-04-01,357,357
SAN CARLOS,atenciones odontologicas,acciones preventivas,2008-04-01,1118,1118
SAN IGNACIO,atenciones odontologicas,acciones preventivas,2008-04-01,380,380
SAN IGNACIO DE VELASCO,atenciones odontologicas,acciones preventivas,2008-04-01,290,290
SAN JAVIER(STC),atenciones odontologicas,acciones preventivas,2008-04-01,2,2
SAN JOAQUIN,atenciones odontologicas,acciones preventivas,2008-04-01,149,149
SAN JUAN DE YAPACANI,atenciones odontologicas,acciones preventivas,2008-04-01,291,291
SAN JULIAN,atenciones odontologicas,acciones preventivas,2008-04-01,2,2
SAN LORENZO(TJA),atenciones odontologicas,acciones preventivas,2008-04-01,1177,1177
SAN LUCAS,atenciones odontologicas,acciones preventivas,2008-04-01,161,161
SAN MATIAS,atenciones odontologicas,acciones preventivas,2008-04-01,9,9
SAN MIGUEL DE VELASCO,atenciones odontologicas,acciones preventivas,2008-04-01,110,110
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,acciones preventivas,2008-04-01,421,421
SAN PEDRO DE CURAHUARA,atenciones odontologicas,acciones preventivas,2008-04-01,57,57
SAN PEDRO DE TIQUINA,atenciones odontologicas,acciones preventivas,2008-04-01,14,14
SAN RAFAEL,atenciones odontologicas,acciones preventivas,2008-04-01,8,8
