municipality,group,variable,month,Periodoncias,TOTAL
VILLAZON,atenciones odontologicas,periodoncias,2008-02-01,35,35
VINTO,atenciones odontologicas,periodoncias,2008-02-01,11,11
VITICHI,atenciones odontologicas,periodoncias,2008-02-01,1,1
WARNES,atenciones odontologicas,periodoncias,2008-02-01,53,53
YACUIBA,atenciones odontologicas,periodoncias,2008-02-01,57,57
YAPACANI,atenciones odontologicas,periodoncias,2008-02-01,5,5
YOCALLA,atenciones odontologicas,periodoncias,2008-02-01,5,5
YOTALA,atenciones odontologicas,periodoncias,2008-02-01,3,3
YUNCHARA,atenciones odontologicas,periodoncias,2008-02-01,1,1
ZUDAÑEZ,atenciones odontologicas,periodoncias,2008-02-01,3,3
ACACIO,atenciones odontologicas,periodoncias,2008-03-01,4,4
ACHOCALLA,atenciones odontologicas,periodoncias,2008-03-01,5,5
AIQUILE,atenciones odontologicas,periodoncias,2008-03-01,8,8
ALCALA,atenciones odontologicas,periodoncias,2008-03-01,92,92
ANCORAIMES,atenciones odontologicas,periodoncias,2008-03-01,150,150
ANDAMARCA,atenciones odontologicas,periodoncias,2008-03-01,4,4
ANZALDO,atenciones odontologicas,periodoncias,2008-03-01,4,4
ARAMPAMPA,atenciones odontologicas,periodoncias,2008-03-01,2,2
ARANI,atenciones odontologicas,periodoncias,2008-03-01,157,157
ASCENCION DE GUARAYOS,atenciones odontologicas,periodoncias,2008-03-01,5,5
ATOCHA,atenciones odontologicas,periodoncias,2008-03-01,13,13
AZURDUY,atenciones odontologicas,periodoncias,2008-03-01,2,2
BATALLAS,atenciones odontologicas,periodoncias,2008-03-01,2,2
BAURES,atenciones odontologicas,periodoncias,2008-03-01,3,3
BERMEJO,atenciones odontologicas,periodoncias,2008-03-01,26,26
BETANZOS,atenciones odontologicas,periodoncias,2008-03-01,1,1
CABEZAS,atenciones odontologicas,periodoncias,2008-03-01,43,43
CAIROMA,atenciones odontologicas,periodoncias,2008-03-01,42,42
CALAMARCA,atenciones odontologicas,periodoncias,2008-03-01,7,7
CAMARGO,atenciones odontologicas,periodoncias,2008-03-01,4,4
CAMIRI,atenciones odontologicas,periodoncias,2008-03-01,81,81
CAPINOTA,atenciones odontologicas,periodoncias,2008-03-01,14,14
CAQUIAVIRI,atenciones odontologicas,periodoncias,2008-03-01,3,3
CARACOLLO,atenciones odontologicas,periodoncias,2008-03-01,22,22
CARANAVI,atenciones odontologicas,periodoncias,2008-03-01,3,3
CARAPARI,atenciones odontologicas,periodoncias,2008-03-01,15,15
CARIPUYO,atenciones odontologicas,periodoncias,2008-03-01,3,3
CHALLAPATA,atenciones odontologicas,periodoncias,2008-03-01,21,21
CHARAGUA,atenciones odontologicas,periodoncias,2008-03-01,6,6
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,periodoncias,2008-03-01,2,2
CHUMA,atenciones odontologicas,periodoncias,2008-03-01,1,1
CLIZA,atenciones odontologicas,periodoncias,2008-03-01,16,16
COBIJA,atenciones odontologicas,periodoncias,2008-03-01,143,143
COCHABAMBA,atenciones odontologicas,periodoncias,2008-03-01,872,872
COLCAPIRHUA,atenciones odontologicas,periodoncias,2008-03-01,85,85
COLOMI,atenciones odontologicas,periodoncias,2008-03-01,14,14
COLPA BELGICA,atenciones odontologicas,periodoncias,2008-03-01,11,11
COLQUECHACA,atenciones odontologicas,periodoncias,2008-03-01,2,2
COLQUIRI,atenciones odontologicas,periodoncias,2008-03-01,2,2
COMARAPA,atenciones odontologicas,periodoncias,2008-03-01,2,2
CONCEPCION,atenciones odontologicas,periodoncias,2008-03-01,2,2
COPACABANA,atenciones odontologicas,periodoncias,2008-03-01,4,4
CORIPATA,atenciones odontologicas,periodoncias,2008-03-01,1,1
CORO CORO,atenciones odontologicas,periodoncias,2008-03-01,1,1
COROICO,atenciones odontologicas,periodoncias,2008-03-01,17,17
CORQUE,atenciones odontologicas,periodoncias,2008-03-01,1,1
COTOCA,atenciones odontologicas,periodoncias,2008-03-01,8,8
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,periodoncias,2008-03-01,4,4
EL ALTO,atenciones odontologicas,periodoncias,2008-03-01,331,331
EL PUENTE(STC),atenciones odontologicas,periodoncias,2008-03-01,1,1
EL PUENTE(TJA),atenciones odontologicas,periodoncias,2008-03-01,58,58
EL TORNO,atenciones odontologicas,periodoncias,2008-03-01,15,15
EL VILLAR,atenciones odontologicas,periodoncias,2008-03-01,6,6
ENTRE RIOS,atenciones odontologicas,periodoncias,2008-03-01,2,2
ENTRE RIOS,atenciones odontologicas,periodoncias,2008-03-01,11,11
EUCALIPTUS,atenciones odontologicas,periodoncias,2008-03-01,3,3
FERNANDEZ ALONSO,atenciones odontologicas,periodoncias,2008-03-01,43,43
GENERAL SAAVEDRA,atenciones odontologicas,periodoncias,2008-03-01,6,6
GUANAY,atenciones odontologicas,periodoncias,2008-03-01,20,20
GUAQUI,atenciones odontologicas,periodoncias,2008-03-01,3,3
GUAYARAMERIN,atenciones odontologicas,periodoncias,2008-03-01,24,24
GUTIERREZ,atenciones odontologicas,periodoncias,2008-03-01,1,1
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,periodoncias,2008-03-01,15,15
HUANUNI,atenciones odontologicas,periodoncias,2008-03-01,10,10
HUARACAJE,atenciones odontologicas,periodoncias,2008-03-01,15,15
ICLA,atenciones odontologicas,periodoncias,2008-03-01,11,11
INCAHUASI,atenciones odontologicas,periodoncias,2008-03-01,1,1
INQUISIVI,atenciones odontologicas,periodoncias,2008-03-01,1,1
IRUPANA (VILLA DE LANZA),atenciones odontologicas,periodoncias,2008-03-01,1,1
LA ASUNTA,atenciones odontologicas,periodoncias,2008-03-01,4,4
LA GUARDIA,atenciones odontologicas,periodoncias,2008-03-01,19,19
LA PAZ,atenciones odontologicas,periodoncias,2008-03-01,1196,1196
LAGUNILLAS,atenciones odontologicas,periodoncias,2008-03-01,8,8
LAJA,atenciones odontologicas,periodoncias,2008-03-01,1,1
LICOMA PAMPA,atenciones odontologicas,periodoncias,2008-03-01,5,5
LLALLAGUA,atenciones odontologicas,periodoncias,2008-03-01,20,20
MACHACAMARCA,atenciones odontologicas,periodoncias,2008-03-01,1,1
MACHARETI,atenciones odontologicas,periodoncias,2008-03-01,2,2
MAGDALENA,atenciones odontologicas,periodoncias,2008-03-01,2,2
MAIRANA,atenciones odontologicas,periodoncias,2008-03-01,12,12
MAPIRI,atenciones odontologicas,periodoncias,2008-03-01,3,3
MECAPACA,atenciones odontologicas,periodoncias,2008-03-01,2,2
MINEROS,atenciones odontologicas,periodoncias,2008-03-01,26,26
MIZQUE,atenciones odontologicas,periodoncias,2008-03-01,15,15
MOCOMOCO,atenciones odontologicas,periodoncias,2008-03-01,1,1
MOJOCOYA,atenciones odontologicas,periodoncias,2008-03-01,1,1
MONTERO,atenciones odontologicas,periodoncias,2008-03-01,84,84
MOROCHATA,atenciones odontologicas,periodoncias,2008-03-01,5,5
OCURI,atenciones odontologicas,periodoncias,2008-03-01,5,5
OKINAWA,atenciones odontologicas,periodoncias,2008-03-01,11,11
OMEREQUE,atenciones odontologicas,periodoncias,2008-03-01,16,16
ORURO,atenciones odontologicas,periodoncias,2008-03-01,206,206
PADCAYA,atenciones odontologicas,periodoncias,2008-03-01,53,53
PADILLA,atenciones odontologicas,periodoncias,2008-03-01,2,2
PAILON,atenciones odontologicas,periodoncias,2008-03-01,7,7
PALOS BLANCOS,atenciones odontologicas,periodoncias,2008-03-01,5,5
PASORAPA,atenciones odontologicas,periodoncias,2008-03-01,1,1
PATACAMAYA,atenciones odontologicas,periodoncias,2008-03-01,156,156
PAZÑA,atenciones odontologicas,periodoncias,2008-03-01,1,1
POCONA,atenciones odontologicas,periodoncias,2008-03-01,2,2
POOPO,atenciones odontologicas,periodoncias,2008-03-01,5,5
PORCO,atenciones odontologicas,periodoncias,2008-03-01,2,2
PORONGO,atenciones odontologicas,periodoncias,2008-03-01,22,22
PORTACHUELO,atenciones odontologicas,periodoncias,2008-03-01,8,8
PORVENIR,atenciones odontologicas,periodoncias,2008-03-01,2,2
POSTRER VALLE,atenciones odontologicas,periodoncias,2008-03-01,3,3
POTOSI,atenciones odontologicas,periodoncias,2008-03-01,51,51
PUCARA,atenciones odontologicas,periodoncias,2008-03-01,1,1
PUCARANI,atenciones odontologicas,periodoncias,2008-03-01,15,15
PUERTO ACOSTA,atenciones odontologicas,periodoncias,2008-03-01,18,18
PUERTO CARABUCO,atenciones odontologicas,periodoncias,2008-03-01,2,2
PUERTO RICO,atenciones odontologicas,periodoncias,2008-03-01,47,47
PUERTO SUAREZ,atenciones odontologicas,periodoncias,2008-03-01,12,12
PUERTO VILLARROEL,atenciones odontologicas,periodoncias,2008-03-01,7,7
PUNA,atenciones odontologicas,periodoncias,2008-03-01,9,9
PUNATA,atenciones odontologicas,periodoncias,2008-03-01,154,154
QUILLACOLLO,atenciones odontologicas,periodoncias,2008-03-01,125,125
QUIME,atenciones odontologicas,periodoncias,2008-03-01,44,44
REYES,atenciones odontologicas,periodoncias,2008-03-01,20,20
RIBERALTA,atenciones odontologicas,periodoncias,2008-03-01,66,66
ROBORE,atenciones odontologicas,periodoncias,2008-03-01,21,21
RURRENABAQUE,atenciones odontologicas,periodoncias,2008-03-01,13,13
SABAYA,atenciones odontologicas,periodoncias,2008-03-01,20,20
SACABA,atenciones odontologicas,periodoncias,2008-03-01,48,48
SACABAMBA,atenciones odontologicas,periodoncias,2008-03-01,19,19
SAIPINA,atenciones odontologicas,periodoncias,2008-03-01,14,14
SAMAIPATA,atenciones odontologicas,periodoncias,2008-03-01,3,3
SAN AGUSTIN,atenciones odontologicas,periodoncias,2008-03-01,3,3
SAN ANTONIO DE LOMERIO,atenciones odontologicas,periodoncias,2008-03-01,2,2
SAN BENITO,atenciones odontologicas,periodoncias,2008-03-01,4,4
SAN BORJA,atenciones odontologicas,periodoncias,2008-03-01,3,3
SAN BUENA VENTURA,atenciones odontologicas,periodoncias,2008-03-01,1,1
SAN CARLOS,atenciones odontologicas,periodoncias,2008-03-01,5,5
SAN IGNACIO,atenciones odontologicas,periodoncias,2008-03-01,36,36
SAN IGNACIO DE VELASCO,atenciones odontologicas,periodoncias,2008-03-01,20,20
SAN JAVIER(STC),atenciones odontologicas,periodoncias,2008-03-01,26,26
SAN JOSE DE CHIQUITOS,atenciones odontologicas,periodoncias,2008-03-01,36,36
SAN JUAN DE YAPACANI,atenciones odontologicas,periodoncias,2008-03-01,8,8
SAN LORENZO(TJA),atenciones odontologicas,periodoncias,2008-03-01,1290,1290
SAN LUCAS,atenciones odontologicas,periodoncias,2008-03-01,18,18
SAN MATIAS,atenciones odontologicas,periodoncias,2008-03-01,4,4
SAN PEDRO,atenciones odontologicas,periodoncias,2008-03-01,10,10
SAN RAMON,atenciones odontologicas,periodoncias,2008-03-01,6,6
SANTA ANA,atenciones odontologicas,periodoncias,2008-03-01,191,191
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,periodoncias,2008-03-01,1192,1192
SANTA ROSA DEL SARA,atenciones odontologicas,periodoncias,2008-03-01,63,63
SANTIAGO DE HUARI,atenciones odontologicas,periodoncias,2008-03-01,9,9
SANTIVAÑES,atenciones odontologicas,periodoncias,2008-03-01,2,2
SANTUARIO DE QUILLACAS,atenciones odontologicas,periodoncias,2008-03-01,1,1
SAPAHAQUI,atenciones odontologicas,periodoncias,2008-03-01,5,5
SENA,atenciones odontologicas,periodoncias,2008-03-01,7,7
SICA SICA (VILLA AROMA),atenciones odontologicas,periodoncias,2008-03-01,98,98
SICAYA,atenciones odontologicas,periodoncias,2008-03-01,4,4
SIPE SIPE,atenciones odontologicas,periodoncias,2008-03-01,26,26
SOPACHUY,atenciones odontologicas,periodoncias,2008-03-01,4,4
SORACACHI,atenciones odontologicas,periodoncias,2008-03-01,1,1
SORATA,atenciones odontologicas,periodoncias,2008-03-01,20,20
SUCRE,atenciones odontologicas,periodoncias,2008-03-01,461,461
TACACOMA,atenciones odontologicas,periodoncias,2008-03-01,1,1
TACOPAYA,atenciones odontologicas,periodoncias,2008-03-01,6,6
TAPACARI,atenciones odontologicas,periodoncias,2008-03-01,3,3
TARABUCO,atenciones odontologicas,periodoncias,2008-03-01,4,4
TARACO,atenciones odontologicas,periodoncias,2008-03-01,1,1
TARATA,atenciones odontologicas,periodoncias,2008-03-01,17,17
TARIJA,atenciones odontologicas,periodoncias,2008-03-01,186,186
TARVITA,atenciones odontologicas,periodoncias,2008-03-01,69,69
TEOPONTE,atenciones odontologicas,periodoncias,2008-03-01,4,4
TIQUIPAYA,atenciones odontologicas,periodoncias,2008-03-01,129,129
TIRAQUE (CBBA),atenciones odontologicas,periodoncias,2008-03-01,41,41
TOCO,atenciones odontologicas,periodoncias,2008-03-01,14,14
TOLATA,atenciones odontologicas,periodoncias,2008-03-01,98,98
TOLEDO,atenciones odontologicas,periodoncias,2008-03-01,16,16
TOMINA,atenciones odontologicas,periodoncias,2008-03-01,15,15
TORO TORO,atenciones odontologicas,periodoncias,2008-03-01,5,5
TRIGAL,atenciones odontologicas,periodoncias,2008-03-01,4,4
TRINIDAD,atenciones odontologicas,periodoncias,2008-03-01,69,69
TUPIZA,atenciones odontologicas,periodoncias,2008-03-01,12,12
UNCIA,atenciones odontologicas,periodoncias,2008-03-01,10,10
URIONDO (A. CONCEPCION),atenciones odontologicas,periodoncias,2008-03-01,18,18
UYUNI,atenciones odontologicas,periodoncias,2008-03-01,1,1
VACAS,atenciones odontologicas,periodoncias,2008-03-01,17,17
VALLEGRANDE,atenciones odontologicas,periodoncias,2008-03-01,3,3
VIACHA,atenciones odontologicas,periodoncias,2008-03-01,21,21
VILLA MONTES,atenciones odontologicas,periodoncias,2008-03-01,9,9
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,periodoncias,2008-03-01,5,5
VILLA RIVERO,atenciones odontologicas,periodoncias,2008-03-01,6,6
VILLA TUNARI,atenciones odontologicas,periodoncias,2008-03-01,178,178
VILLAZON,atenciones odontologicas,periodoncias,2008-03-01,57,57
VINTO,atenciones odontologicas,periodoncias,2008-03-01,12,12
VITICHI,atenciones odontologicas,periodoncias,2008-03-01,2,2
WARNES,atenciones odontologicas,periodoncias,2008-03-01,37,37
YACUIBA,atenciones odontologicas,periodoncias,2008-03-01,121,121
YAMPARAEZ,atenciones odontologicas,periodoncias,2008-03-01,2,2
YAPACANI,atenciones odontologicas,periodoncias,2008-03-01,4,4
YOCALLA,atenciones odontologicas,periodoncias,2008-03-01,6,6
YOTALA,atenciones odontologicas,periodoncias,2008-03-01,3,3
ACACIO,atenciones odontologicas,periodoncias,2008-04-01,5,5
AIQUILE,atenciones odontologicas,periodoncias,2008-04-01,20,20
ALCALA,atenciones odontologicas,periodoncias,2008-04-01,40,40
ANCORAIMES,atenciones odontologicas,periodoncias,2008-04-01,27,27
ANDAMARCA,atenciones odontologicas,periodoncias,2008-04-01,22,22
ANZALDO,atenciones odontologicas,periodoncias,2008-04-01,3,3
ARAMPAMPA,atenciones odontologicas,periodoncias,2008-04-01,2,2
ARANI,atenciones odontologicas,periodoncias,2008-04-01,5,5
ARBIETO,atenciones odontologicas,periodoncias,2008-04-01,1,1
ASCENCION DE GUARAYOS,atenciones odontologicas,periodoncias,2008-04-01,6,6
ATOCHA,atenciones odontologicas,periodoncias,2008-04-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,periodoncias,2008-04-01,1,1
AZURDUY,atenciones odontologicas,periodoncias,2008-04-01,7,7
BAURES,atenciones odontologicas,periodoncias,2008-04-01,3,3
BELEN DE URMIRI,atenciones odontologicas,periodoncias,2008-04-01,2,2
BERMEJO,atenciones odontologicas,periodoncias,2008-04-01,37,37
BUENA VISTA,atenciones odontologicas,periodoncias,2008-04-01,1,1
CABEZAS,atenciones odontologicas,periodoncias,2008-04-01,40,40
"CAIZA ""D""",atenciones odontologicas,periodoncias,2008-04-01,3,3
CALAMARCA,atenciones odontologicas,periodoncias,2008-04-01,4,4
CAMARGO,atenciones odontologicas,periodoncias,2008-04-01,6,6
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,periodoncias,2008-04-01,12,12
CAMIRI,atenciones odontologicas,periodoncias,2008-04-01,114,114
CAPINOTA,atenciones odontologicas,periodoncias,2008-04-01,16,16
CAQUIAVIRI,atenciones odontologicas,periodoncias,2008-04-01,1,1
CARACOLLO,atenciones odontologicas,periodoncias,2008-04-01,19,19
CARANAVI,atenciones odontologicas,periodoncias,2008-04-01,7,7
CARAPARI,atenciones odontologicas,periodoncias,2008-04-01,29,29
CARIPUYO,atenciones odontologicas,periodoncias,2008-04-01,1,1
CHALLAPATA,atenciones odontologicas,periodoncias,2008-04-01,8,8
CHAQUI,atenciones odontologicas,periodoncias,2008-04-01,1,1
CHARAGUA,atenciones odontologicas,periodoncias,2008-04-01,4,4
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,periodoncias,2008-04-01,1,1
CLIZA,atenciones odontologicas,periodoncias,2008-04-01,17,17
COBIJA,atenciones odontologicas,periodoncias,2008-04-01,21,21
COCHABAMBA,atenciones odontologicas,periodoncias,2008-04-01,783,783
COLCAPIRHUA,atenciones odontologicas,periodoncias,2008-04-01,79,79
COLOMI,atenciones odontologicas,periodoncias,2008-04-01,7,7
COLPA BELGICA,atenciones odontologicas,periodoncias,2008-04-01,12,12
COLQUECHACA,atenciones odontologicas,periodoncias,2008-04-01,1,1
COLQUIRI,atenciones odontologicas,periodoncias,2008-04-01,2,2
COMARAPA,atenciones odontologicas,periodoncias,2008-04-01,10,10
CONCEPCION,atenciones odontologicas,periodoncias,2008-04-01,1,1
COPACABANA,atenciones odontologicas,periodoncias,2008-04-01,6,6
CORIPATA,atenciones odontologicas,periodoncias,2008-04-01,2,2
CORO CORO,atenciones odontologicas,periodoncias,2008-04-01,2,2
COROICO,atenciones odontologicas,periodoncias,2008-04-01,12,12
COTOCA,atenciones odontologicas,periodoncias,2008-04-01,11,11
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,periodoncias,2008-04-01,2,2
CULPINA,atenciones odontologicas,periodoncias,2008-04-01,7,7
EL ALTO,atenciones odontologicas,periodoncias,2008-04-01,401,401
EL CHORO,atenciones odontologicas,periodoncias,2008-04-01,4,4
EL PUENTE(STC),atenciones odontologicas,periodoncias,2008-04-01,1,1
EL PUENTE(TJA),atenciones odontologicas,periodoncias,2008-04-01,109,109
EL TORNO,atenciones odontologicas,periodoncias,2008-04-01,25,25
EL VILLAR,atenciones odontologicas,periodoncias,2008-04-01,11,11
ENTRE RIOS,atenciones odontologicas,periodoncias,2008-04-01,5,5
ENTRE RIOS,atenciones odontologicas,periodoncias,2008-04-01,1,1
EUCALIPTUS,atenciones odontologicas,periodoncias,2008-04-01,3,3
FERNANDEZ ALONSO,atenciones odontologicas,periodoncias,2008-04-01,7,7
FILADELFIA,atenciones odontologicas,periodoncias,2008-04-01,1,1
GENERAL SAAVEDRA,atenciones odontologicas,periodoncias,2008-04-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,periodoncias,2008-04-01,1,1
GUANAY,atenciones odontologicas,periodoncias,2008-04-01,9,9
GUAQUI,atenciones odontologicas,periodoncias,2008-04-01,7,7
GUAYARAMERIN,atenciones odontologicas,periodoncias,2008-04-01,16,16
GUTIERREZ,atenciones odontologicas,periodoncias,2008-04-01,7,7
HUACARETA,atenciones odontologicas,periodoncias,2008-04-01,4,4
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,periodoncias,2008-04-01,23,23
HUACHACALLA,atenciones odontologicas,periodoncias,2008-04-01,1,1
HUANUNI,atenciones odontologicas,periodoncias,2008-04-01,14,14
HUARACAJE,atenciones odontologicas,periodoncias,2008-04-01,15,15
ICLA,atenciones odontologicas,periodoncias,2008-04-01,9,9
INCAHUASI,atenciones odontologicas,periodoncias,2008-04-01,3,3
JESUS DE MACHACA,atenciones odontologicas,periodoncias,2008-04-01,1,1
LA ASUNTA,atenciones odontologicas,periodoncias,2008-04-01,3,3
LA GUARDIA,atenciones odontologicas,periodoncias,2008-04-01,15,15
LA PAZ,atenciones odontologicas,periodoncias,2008-04-01,1424,1424
LAGUNILLAS,atenciones odontologicas,periodoncias,2008-04-01,6,6
LICOMA PAMPA,atenciones odontologicas,periodoncias,2008-04-01,8,8
LLALLAGUA,atenciones odontologicas,periodoncias,2008-04-01,24,24
MACHACAMARCA,atenciones odontologicas,periodoncias,2008-04-01,3,3
MACHARETI,atenciones odontologicas,periodoncias,2008-04-01,32,32
MAGDALENA,atenciones odontologicas,periodoncias,2008-04-01,3,3
MAIRANA,atenciones odontologicas,periodoncias,2008-04-01,2,2
MAPIRI,atenciones odontologicas,periodoncias,2008-04-01,8,8
MECAPACA,atenciones odontologicas,periodoncias,2008-04-01,1,1
MINEROS,atenciones odontologicas,periodoncias,2008-04-01,2,2
MIZQUE,atenciones odontologicas,periodoncias,2008-04-01,13,13
MOJOCOYA,atenciones odontologicas,periodoncias,2008-04-01,3,3
MONTEAGUDO,atenciones odontologicas,periodoncias,2008-04-01,1,1
MONTERO,atenciones odontologicas,periodoncias,2008-04-01,133,133
MORO MORO,atenciones odontologicas,periodoncias,2008-04-01,7,7
MOROCHATA,atenciones odontologicas,periodoncias,2008-04-01,4,4
OCURI,atenciones odontologicas,periodoncias,2008-04-01,5,5
OKINAWA,atenciones odontologicas,periodoncias,2008-04-01,12,12
OMEREQUE,atenciones odontologicas,periodoncias,2008-04-01,2,2
ORURO,atenciones odontologicas,periodoncias,2008-04-01,201,201
PADCAYA,atenciones odontologicas,periodoncias,2008-04-01,208,208
PADILLA,atenciones odontologicas,periodoncias,2008-04-01,3,3
PAILON,atenciones odontologicas,periodoncias,2008-04-01,4,4
PALCA,atenciones odontologicas,periodoncias,2008-04-01,1,1
PALOS BLANCOS,atenciones odontologicas,periodoncias,2008-04-01,6,6
PAPEL PAMPA,atenciones odontologicas,periodoncias,2008-04-01,1,1
PASORAPA,atenciones odontologicas,periodoncias,2008-04-01,3,3
PATACAMAYA,atenciones odontologicas,periodoncias,2008-04-01,6,6
POCOATA,atenciones odontologicas,periodoncias,2008-04-01,1,1
POCONA,atenciones odontologicas,periodoncias,2008-04-01,4,4
POJO (CBBA),atenciones odontologicas,periodoncias,2008-04-01,7,7
POOPO,atenciones odontologicas,periodoncias,2008-04-01,5,5
PORCO,atenciones odontologicas,periodoncias,2008-04-01,4,4
PORONGO,atenciones odontologicas,periodoncias,2008-04-01,21,21
PORTACHUELO,atenciones odontologicas,periodoncias,2008-04-01,1,1
PORVENIR,atenciones odontologicas,periodoncias,2008-04-01,1,1
POTOSI,atenciones odontologicas,periodoncias,2008-04-01,50,50
PUCARA,atenciones odontologicas,periodoncias,2008-04-01,2,2
PUCARANI,atenciones odontologicas,periodoncias,2008-04-01,27,27
PUERTO ACOSTA,atenciones odontologicas,periodoncias,2008-04-01,16,16
PUERTO CARABUCO,atenciones odontologicas,periodoncias,2008-04-01,4,4
PUERTO GONZALO MORENO,atenciones odontologicas,periodoncias,2008-04-01,1,1
PUERTO RICO,atenciones odontologicas,periodoncias,2008-04-01,68,68
PUERTO SUAREZ,atenciones odontologicas,periodoncias,2008-04-01,70,70
PUERTO VILLARROEL,atenciones odontologicas,periodoncias,2008-04-01,30,30
PUNA,atenciones odontologicas,periodoncias,2008-04-01,2,2
PUNATA,atenciones odontologicas,periodoncias,2008-04-01,343,343
QUILLACOLLO,atenciones odontologicas,periodoncias,2008-04-01,46,46
QUIME,atenciones odontologicas,periodoncias,2008-04-01,46,46
REYES,atenciones odontologicas,periodoncias,2008-04-01,23,23
RIBERALTA,atenciones odontologicas,periodoncias,2008-04-01,672,672
ROBORE,atenciones odontologicas,periodoncias,2008-04-01,17,17
RURRENABAQUE,atenciones odontologicas,periodoncias,2008-04-01,13,13
SABAYA,atenciones odontologicas,periodoncias,2008-04-01,3,3
SACABA,atenciones odontologicas,periodoncias,2008-04-01,106,106
SAIPINA,atenciones odontologicas,periodoncias,2008-04-01,2,2
SALINAS DE GARCI MENDOZA,atenciones odontologicas,periodoncias,2008-04-01,1,1
SAN ANTONIO DE LOMERIO,atenciones odontologicas,periodoncias,2008-04-01,3,3
SAN BENITO,atenciones odontologicas,periodoncias,2008-04-01,73,73
SAN BORJA,atenciones odontologicas,periodoncias,2008-04-01,14,14
SAN BUENA VENTURA,atenciones odontologicas,periodoncias,2008-04-01,1,1
SAN CARLOS,atenciones odontologicas,periodoncias,2008-04-01,18,18
SAN IGNACIO,atenciones odontologicas,periodoncias,2008-04-01,5,5
SAN IGNACIO DE VELASCO,atenciones odontologicas,periodoncias,2008-04-01,15,15
SAN JUAN DE YAPACANI,atenciones odontologicas,periodoncias,2008-04-01,56,56
SAN LORENZO(TJA),atenciones odontologicas,periodoncias,2008-04-01,41,41
SAN LUCAS,atenciones odontologicas,periodoncias,2008-04-01,17,17
SAN MATIAS,atenciones odontologicas,periodoncias,2008-04-01,1,1
SAN MIGUEL DE VELASCO,atenciones odontologicas,periodoncias,2008-04-01,9,9
SAN PABLO DE LIPEZ,atenciones odontologicas,periodoncias,2008-04-01,14,14
SAN PEDRO,atenciones odontologicas,periodoncias,2008-04-01,6,6
SAN PEDRO DE CURAHUARA,atenciones odontologicas,periodoncias,2008-04-01,1,1
SAN RAFAEL,atenciones odontologicas,periodoncias,2008-04-01,59,59
SAN RAMON,atenciones odontologicas,periodoncias,2008-04-01,4,4
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,periodoncias,2008-04-01,1010,1010
SANTA ROSA DEL SARA,atenciones odontologicas,periodoncias,2008-04-01,670,670
SANTIAGO DE HUARI,atenciones odontologicas,periodoncias,2008-04-01,2,2
SANTIAGO DE MACHACA,atenciones odontologicas,periodoncias,2008-04-01,1,1
SANTIVAÑES,atenciones odontologicas,periodoncias,2008-04-01,1,1
SAPAHAQUI,atenciones odontologicas,periodoncias,2008-04-01,1,1
SENA,atenciones odontologicas,periodoncias,2008-04-01,1,1
SICA SICA (VILLA AROMA),atenciones odontologicas,periodoncias,2008-04-01,127,127
SICAYA,atenciones odontologicas,periodoncias,2008-04-01,2,2
SIPE SIPE,atenciones odontologicas,periodoncias,2008-04-01,28,28
SORATA,atenciones odontologicas,periodoncias,2008-04-01,31,31
SUCRE,atenciones odontologicas,periodoncias,2008-04-01,411,411
TACACOMA,atenciones odontologicas,periodoncias,2008-04-01,1,1
TACOPAYA,atenciones odontologicas,periodoncias,2008-04-01,294,294
TAHUA,atenciones odontologicas,periodoncias,2008-04-01,1,1
TAPACARI,atenciones odontologicas,periodoncias,2008-04-01,4,4
TARABUCO,atenciones odontologicas,periodoncias,2008-04-01,1,1
TARATA,atenciones odontologicas,periodoncias,2008-04-01,24,24
TARIJA,atenciones odontologicas,periodoncias,2008-04-01,164,164
TARVITA,atenciones odontologicas,periodoncias,2008-04-01,43,43
TEOPONTE,atenciones odontologicas,periodoncias,2008-04-01,1,1
TIQUIPAYA,atenciones odontologicas,periodoncias,2008-04-01,206,206
TIRAQUE (CBBA),atenciones odontologicas,periodoncias,2008-04-01,73,73
TOCO,atenciones odontologicas,periodoncias,2008-04-01,10,10
TOLATA,atenciones odontologicas,periodoncias,2008-04-01,24,24
TOLEDO,atenciones odontologicas,periodoncias,2008-04-01,3,3
TOMAVE,atenciones odontologicas,periodoncias,2008-04-01,4,4
TOMINA,atenciones odontologicas,periodoncias,2008-04-01,29,29
TORO TORO,atenciones odontologicas,periodoncias,2008-04-01,1,1
TRINIDAD,atenciones odontologicas,periodoncias,2008-04-01,10,10
TUPIZA,atenciones odontologicas,periodoncias,2008-04-01,28,28
TURCO,atenciones odontologicas,periodoncias,2008-04-01,1,1
UNCIA,atenciones odontologicas,periodoncias,2008-04-01,6,6
