municipality,group,variable,month,Consultas repetidas en personas de 5 años y más,TOTAL
AIQUILE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,41,41
ALCALA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,29,29
ANCORAIMES,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,2,2
ANDAMARCA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,68,68
ANTEQUERA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,16,16
ANZALDO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,4,4
APOLO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,18,18
ARAMPAMPA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,7,7
ARANI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,10,10
ARQUE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,3,3
ASCENCION DE GUARAYOS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,31,31
ATOCHA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,534,534
AYATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,62,62
AZURDUY,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,66,66
BATALLAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,5,5
BAURES,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,55,55
BELEN DE URMIRI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,4,4
BERMEJO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,265,265
BETANZOS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,169,169
BOLIVAR,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,3,3
BOLPEBRA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,3,3
BOYUIBE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,5,5
BUENA VISTA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,5,5
CABEZAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,61,61
"CAIZA ""D""",atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,47,47
CALAMARCA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,43,43
CAMARGO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,212,212
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,18,18
CAMIRI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,312,312
CAPINOTA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,103,103
CAQUIAVIRI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,3,3
CARACOLLO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,40,40
CARANAVI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,68,68
CARAPARI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,104,104
CARIPUYO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,27,27
CATACORA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,2,2
CHALLAPATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,147,147
CHARAGUA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,112,112
CHARAÑA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,4,4
CHAYANTA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,21,21
CHIMORE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,1,1
CHOQUE COTA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,6,6
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,15,15
CHUMA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,19,19
CLIZA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,52,52
COBIJA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,174,174
COCHABAMBA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,5494,5494
COIPASA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,7,7
COLCAPIRHUA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,241,241
"COLCHA ""K""",atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,3,3
COLLANA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,4,4
COLOMI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,10,10
COLPA BELGICA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,25,25
COLQUECHACA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,45,45
COLQUENCHA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,1,1
COLQUIRI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,265,265
COMANCHE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,12,12
COMARAPA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,109,109
COMBAYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,13,13
CONCEPCION,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,1,1
COPACABANA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,23,23
CORIPATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,82,82
CORO CORO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,2,2
COROICO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,30,30
CORQUE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,73,73
COTAGAITA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,96,96
COTOCA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,109,109
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,6,6
CUEVO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,15,15
CULPINA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,15,15
CURAHUARA DE CARANGAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,40,40
CURVA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,4,4
DESAGUADERO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,12,12
EL ALTO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,3452,3452
EL PUENTE(STC),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,34,34
EL PUENTE(TJA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,31,31
EL TORNO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,99,99
EL VILLAR,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,4,4
ENTRE RIOS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,51,51
ENTRE RIOS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,56,56
EUCALIPTUS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,70,70
EXALTACION,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,48,48
FERNANDEZ ALONSO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,51,51
FILADELFIA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,9,9
GENERAL SAAVEDRA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,34,34
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,2,2
GUAQUI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,3,3
GUAYARAMERIN,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,23,23
GUTIERREZ,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,76,76
HUACARETA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,10,10
HUACHACALLA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,40,40
HUANUNI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,170,170
HUARACAJE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,10,10
HUAYLLAMARCA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,29,29
ICLA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,17,17
INCAHUASI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,36,36
INQUISIVI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,5,5
IRUPANA (VILLA DE LANZA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,44,44
IXIAMAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,51,51
JESUS DE MACHACA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,6,6
LA ASUNTA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,4,4
LA GUARDIA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,50,50
LA PAZ,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,9994,9994
LAGUNILLAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,37,37
LAJA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,8,8
LAS CARRERAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,11,11
LICOMA PAMPA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,8,8
LLALLAGUA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,137,137
LLICA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,16,16
LURIBAY,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,10,10
MACHACAMARCA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,148,148
MACHARETI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,55,55
MAGDALENA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,63,63
MAIRANA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,2,2
MAPIRI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,21,21
MECAPACA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,9,9
MINEROS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,2,2
MIZQUE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,23,23
MOJOCOYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,11,11
MONTEAGUDO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,55,55
MONTERO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,334,334
MORO MORO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,1,1
MOROCHATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,17,17
OCURI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,2,2
OKINAWA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,36,36
OMEREQUE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,5,5
ORURO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,3539,3539
PADCAYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,231,231
PADILLA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,105,105
PAILON,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,81,81
PALCA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,22,22
PALOS BLANCOS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,4,4
PAMPA AULLAGAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,10,10
PASORAPA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,11,11
PATACAMAYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,2,2
PAZÑA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,70,70
PELECHUCO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,6,6
POCOATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,23,23
POCONA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,10,10
POJO (CBBA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,43,43
POOPO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,75,75
PORCO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,27,27
POROMA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,28,28
PORONGO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,30,30
PORTACHUELO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,33,33
PORVENIR,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,8,8
POSTRER VALLE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,9,9
POTOSI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,1226,1226
PRESTO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,1,1
PUCARA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,12,12
PUCARANI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,75,75
PUERTO ACOSTA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,66,66
PUERTO CARABUCO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,10,10
PUERTO GONZALO MORENO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,8,8
PUERTO PEREZ,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,2,2
PUERTO QUIJARRO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,34,34
PUERTO RICO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,7,7
PUERTO SUAREZ,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,84,84
PUERTO VILLARROEL,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,56,56
PUNA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,32,32
PUNATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,169,169
QUILLACOLLO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,480,480
QUIME,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,222,222
QUIRUSILLAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,6,6
REYES,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,32,32
RIBERALTA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,147,147
ROBORE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,63,63
RURRENABAQUE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,68,68
SABAYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,45,45
SACABA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,298,298
SACACA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,10,10
SAIPINA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,12,12
SALINAS DE GARCI MENDOZA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,12,12
SAMAIPATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,54,54
SAN ANDRES DE MACHACA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,22,22
SAN BENITO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,37,37
SAN BORJA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,114,114
SAN CARLOS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,41,41
SAN IGNACIO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,236,236
SAN IGNACIO DE VELASCO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,257,257
SAN JAVIER(STC),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,10,10
SAN JOSE DE CHIQUITOS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,21,21
SAN JUAN DE YAPACANI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,34,34
SAN JULIAN,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,15,15
SAN LORENZO(TJA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,197,197
SAN LUCAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,34,34
SAN MATIAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,4,4
SAN MIGUEL DE VELASCO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,130,130
SAN PABLO DE LIPEZ,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,2,2
SAN PEDRO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,45,45
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,4,4
SAN PEDRO DE CURAHUARA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,19,19
SAN PEDRO DE TIQUINA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,7,7
SAN RAFAEL,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,28,28
SAN RAMON,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,25,25
SAN RAMON,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,40,40
SANTA ANA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,166,166
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,2967,2967
SANTA ROSA DEL SARA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,37,37
SANTIAGO DE HUARI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,138,138
SANTIAGO DE MACHACA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,4,4
SANTIVAÑES,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,12,12
SANTUARIO DE QUILLACAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,40,40
SAPAHAQUI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,1,1
SENA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,3,3
SICA SICA (VILLA AROMA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,5,5
SICAYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,27,27
SIPE SIPE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,155,155
SOPACHUY,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,121,121
SORACACHI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,21,21
SORATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,49,49
SUCRE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,5060,5060
TACACOMA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,45,45
TAHUA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,8,8
TAPACARI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,33,33
TARABUCO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,5,5
TARACO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,5,5
TARATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,8,8
TARIJA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,2622,2622
TARVITA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,10,10
TEOPONTE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,22,22
TIAWANACU,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,22,22
TINGUIPAYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,34,34
TIPUANI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,11,11
TIQUIPAYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,53,53
TIRAQUE (CBBA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,130,130
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,5,5
TOCO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,33,33
TOLATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,4,4
TOLEDO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,9,9
TOMAVE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,16,16
TOMINA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,235,235
TORO TORO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,19,19
TOTORA(CBBA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,33,33
TRIGAL,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,33,33
TRINIDAD,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,448,448
TUPIZA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,215,215
TURCO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,54,54
UNCIA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,151,151
URIONDO (A. CONCEPCION),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,329,329
URUBICHA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,35,35
UYUNI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,77,77
VACAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,31,31
VALLEGRANDE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,201,201
VIACHA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,244,244
VILA VILA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,19,19
VILLA MONTES,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,192,192
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,2,2
VILLA RIVERO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,16,16
VILLA SERRANO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,3,3
VILLA TUNARI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,237,237
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,41,41
VILLAZON,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,268,268
VINTO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,45,45
VITICHI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,8,8
WALDO BALLIVIAN,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,12,12
WARNES,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,75,75
YACUIBA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,367,367
YAMPARAEZ,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,57,57
YANACACHI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,1,1
YAPACANI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,44,44
YOCALLA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,33,33
YOTALA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,32,32
YUNCHARA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,5,5
ZUDAÑEZ,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-04-01,34,34
ACHACACHI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-05-01,63,63
ACHOCALLA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-05-01,18,18
AIQUILE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-05-01,39,39
ALCALA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-05-01,11,11
ANCORAIMES,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-05-01,8,8
ANDAMARCA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-05-01,40,40
ANTEQUERA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-05-01,6,6
ANZALDO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-05-01,9,9
APOLO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-05-01,24,24
ARAMPAMPA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-05-01,1,1
ARANI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-05-01,10,10
ARQUE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-05-01,6,6
ASCENCION DE GUARAYOS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2008-05-01,10,10
