municipality,group,variable,month,Mujeres puérperas que recibieron dosis única de vi,TOTAL
PATACAMAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,22,22
PAZÑA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,7,7
PELECHUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,7,7
POCOATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,28,28
POCONA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,16,16
POJO (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,15,15
POOPO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,8,8
PORCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,10,10
POROMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,25,25
PORONGO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,5,5
PORTACHUELO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,25,25
PORVENIR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,2,2
POSTRER VALLE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,1,1
POTOSI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,268,268
PRESTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,15,15
PUCARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,2,2
PUCARANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,29,29
PUERTO ACOSTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,26,26
PUERTO CARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,18,18
PUERTO GONZALO MORENO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,10,10
PUERTO PEREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,5,5
PUERTO QUIJARRO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,5,5
PUERTO RICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,13,13
PUERTO SUAREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,23,23
PUERTO VILLARROEL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,106,106
PUNA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,53,53
PUNATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,55,55
QUIABAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,5,5
QUILLACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,45,45
QUIME,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,6,6
RAVELO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,13,13
REYES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,14,14
RIBERALTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,392,392
ROBORE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,38,38
RURRENABAQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,40,40
SABAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,2,2
SACABA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,146,146
SACABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,7,7
SACACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,27,27
SAIPINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,8,8
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,12,12
SAMAIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,3,3
SAN AGUSTIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,4,4
SAN ANDRES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,10,10
SAN ANDRES DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,4,4
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,5,5
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,14,14
SAN BENITO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,1,1
SAN BORJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,18,18
SAN BUENA VENTURA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,12,12
SAN CARLOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,69,69
SAN IGNACIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,46,46
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,88,88
SAN JAVIER(BNI),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,1,1
SAN JAVIER(STC),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,20,20
SAN JOAQUIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,3,3
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,21,21
SAN JUAN DE YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,15,15
SAN JULIAN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,54,54
SAN LORENZO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,7,7
SAN LORENZO(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,11,11
SAN LUCAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,65,65
SAN MATIAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,19,19
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,18,18
SAN PABLO DE LIPEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,4,4
SAN PEDRO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,25,25
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,26,26
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,6,6
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,6,6
SAN PEDRO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,3,3
SAN RAFAEL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,5,5
SAN RAMON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,34,34
SAN RAMON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,10,10
SANTA ANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,21,21
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,1213,1213
SANTA ROSA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,15,15
SANTA ROSA DEL SARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,23,23
SANTIAGO DE CALLAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,5,5
SANTIAGO DE HUARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,11,11
SANTIAGO DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,6,6
SANTIVAÑES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,4,4
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,5,5
SAPAHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,2,2
SENA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,4,4
SICA SICA (VILLA AROMA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,18,18
SICAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,4,4
SIPE SIPE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,31,31
SOPACHUY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,12,12
SORACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,6,6
SORATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,16,16
SUCRE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,402,402
TACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,1,1
TACACOMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,4,4
TACOBAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,12,12
TACOPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,7,7
TAHUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,6,6
TAPACARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,43,43
TARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,43,43
TARACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,2,2
TARATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,8,8
TARIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,391,391
TARVITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,19,19
TEOPONTE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,6,6
TIAWANACU,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,16,16
TINGUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,32,32
TIPUANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,17,17
TIQUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,47,47
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,76,76
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,1,1
TOCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,2,2
TODOS SANTOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,1,1
TOLATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,3,3
TOLEDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,5,5
TOMAVE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,17,17
TOMINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,10,10
TORO TORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,16,16
TOTORA(CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,24,24
TOTORA(ORR),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,9,9
TRIGAL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,1,1
TRINIDAD,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,86,86
TUPIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,66,66
TURCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,8,8
UMALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,11,11
UNCIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,32,32
URIONDO (A. CONCEPCION),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,13,13
URUBICHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,9,9
UYUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,40,40
VACAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,5,5
VALLEGRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,36,36
VIACHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,38,38
VILA VILA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,6,6
VILLA MONTES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,92,92
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,2,2
VILLA RIVERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,3,3
VILLA SERRANO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,20,20
VILLA TUNARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,101,101
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,9,9
VILLAZON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,51,51
VINTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,34,34
VITICHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,8,8
WALDO BALLIVIAN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,2,2
WARNES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,86,86
YACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,5,5
YACUIBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,137,137
YAMPARAEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,11,11
YANACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,7,7
YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,28,28
YOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,11,11
YOTALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,11,11
YUNCHARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,13,13
ZUDAÑEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-02-01,10,10
ACACIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,7,7
ACHACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,74,74
ACHOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,14,14
AIQUILE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,44,44
ALALAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,3,3
ALCALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,3,3
ANCORAIMES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,15,15
ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,4,4
ANTEQUERA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,4,4
ANZALDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,6,6
APOLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,25,25
ARAMPAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,9,9
ARANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,3,3
ARBIETO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,3,3
ARQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,14,14
ASCENCION DE GUARAYOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,79,79
ATOCHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,15,15
AUCAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,1,1
AYATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,15,15
AYO AYO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,27,27
AZURDUY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,23,23
BATALLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,15,15
BAURES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,7,7
BELEN DE URMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,1,1
BELLA FLOR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,4,4
BERMEJO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,69,69
BETANZOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,33,33
BOLIVAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,8,8
BOLPEBRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,7,7
BOYUIBE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,4,4
BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,14,14
CABEZAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,19,19
CAIROMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,11,11
"CAIZA ""D""",nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,5,5
CAJUATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,12,12
CALACOTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,2,2
CALAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,11,11
CAMARGO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,20,20
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,5,5
CAMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,13,13
CAPINOTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,24,24
CAQUIAVIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,5,5
CARACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,38,38
CARANAVI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,137,137
CARAPARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,9,9
CARIPUYO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,17,17
CARMEN RIVERO TORREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,6,6
CHALLAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,50,50
CHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,9,9
CHARAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,62,62
CHARAÑA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,1,1
CHAYANTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,24,24
CHIMORE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,22,22
CHIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,6,6
CHOQUE COTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,27,27
CHUMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,12,12
CLIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,16,16
COBIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,113,113
COCHABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,977,977
COIPASA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,1,1
COLCAPIRHUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,50,50
"COLCHA ""K""",nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,13,13
COLLANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,1,1
COLOMI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,27,27
COLPA BELGICA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,12,12
COLQUECHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,69,69
COLQUENCHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,7,7
COLQUIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,33,33
COMANCHE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,1,1
COMARAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,31,31
COMBAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,5,5
CONCEPCION,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,10,10
COPACABANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,14,14
CORIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,9,9
CORO CORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,11,11
COROICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,30,30
CORQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,8,8
COTAGAITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,22,22
COTOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,87,87
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,17,17
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,1,1
CUEVO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,4,4
CULPINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,21,21
CURAHUARA DE CARANGAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,5,5
CURVA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,6,6
DESAGUADERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,8,8
EL ALTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,946,946
EL CHORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,6,6
EL PUENTE(STC),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,9,9
EL PUENTE(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,21,21
EL TORNO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,60,60
EL VILLAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,4,4
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,19,19
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,35,35
EUCALIPTUS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,7,7
EXALTACION,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,1,1
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,7,7
FILADELFIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,7,7
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,19,19
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,12,12
GUANAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,22,22
GUAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,17,17
GUAYARAMERIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,124,124
GUTIERREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-03-01,17,17
