municipality,group,variable,month,Niños de 2 años a menores de 5 años con dosis comp,TOTAL
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,41,41
GUANAY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,27,27
GUAQUI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,34,34
GUAYARAMERIN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,231,231
GUTIERREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,10,10
HUACARETA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,66,66
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,39,39
HUACHACALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,16,16
HUANUNI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,356,356
HUARACAJE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,56,56
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,48,48
ICHOCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,27,27
ICLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,274,274
INCAHUASI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,278,278
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,28,28
INQUISIVI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,83,83
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,65,65
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,68,68
LA ASUNTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,43,43
LA GUARDIA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,347,347
LA PAZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,2401,2401
LA RIVERA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,3,3
LAGUNILLAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,32,32
LAJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,71,71
LAS CARRERAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,25,25
LICOMA PAMPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,23,23
LLALLAGUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,62,62
LLICA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,39,39
LORETO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,17,17
LURIBAY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,45,45
MACHACAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,12,12
MACHARETI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,54,54
MAIRANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,9,9
MALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,16,16
MAPIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,16,16
MECAPACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,65,65
MINEROS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,108,108
MIZQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,179,179
MOCOMOCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,79,79
MOJINETE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,11,11
MOJOCOYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,91,91
MONTEAGUDO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,291,291
MONTERO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,330,330
MORO MORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,20,20
MOROCHATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,138,138
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,11,11
NAZACARA DE PACAJES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,6,6
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,3,3
OCURI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,126,126
OKINAWA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,48,48
OMEREQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,26,26
ORURO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,774,774
PADCAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,81,81
PADILLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,320,320
PAILON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,40,40
PALCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,37,37
PALOS BLANCOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,25,25
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,36,36
PAMPA GRANDE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,78,78
PASORAPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,56,56
PATACAMAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,72,72
PAZÑA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,12,12
PELECHUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,46,46
POCOATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,76,76
POCONA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,116,116
POJO (CBBA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,68,68
POOPO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,20,20
PORCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,11,11
POROMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,178,178
PORONGO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,78,78
PORTACHUELO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,121,121
PORVENIR,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,60,60
POSTRER VALLE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,10,10
POTOSI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,370,370
PRESTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,100,100
PUCARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,16,16
PUCARANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,221,221
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,162,162
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,155,155
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,63,63
PUERTO PEREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,28,28
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,15,15
PUERTO RICO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,49,49
PUERTO SILES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,8,8
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,11,11
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,158,158
PUNA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,99,99
PUNATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,62,62
QUIABAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,17,17
QUILLACOLLO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,409,409
QUIME,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,66,66
QUIRUSILLAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,8,8
RAVELO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,189,189
REYES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,90,90
RIBERALTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,291,291
ROBORE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,67,67
RURRENABAQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,85,85
SABAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,27,27
SACABA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,205,205
SACABAMBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,25,25
SACACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,222,222
SAIPINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,55,55
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,113,113
SAMAIPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,44,44
SAN AGUSTIN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,32,32
SAN ANDRES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,71,71
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,15,15
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,1,1
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,6,6
SAN BENITO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,7,7
SAN BORJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,265,265
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,41,41
SAN CARLOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,103,103
SAN IGNACIO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,187,187
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,326,326
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,8,8
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,98,98
SAN JOAQUIN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,22,22
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,62,62
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,86,86
SAN JULIAN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,235,235
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,42,42
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,100,100
SAN LUCAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,548,548
SAN MATIAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,41,41
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,43,43
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,38,38
SAN PEDRO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,100,100
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,151,151
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,33,33
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,2,2
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,7,7
SAN RAFAEL,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,30,30
SAN RAMON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,49,49
SAN RAMON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,13,13
SANTA ANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,47,47
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,1602,1602
SANTA ROSA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,49,49
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,189,189
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,33,33
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,11,11
SANTIVAÑES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,33,33
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,7,7
SAPAHAQUI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,68,68
SENA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,15,15
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,62,62
SICAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,36,36
SIPE SIPE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,138,138
SOPACHUY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,133,133
SORACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,110,110
SORATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,76,76
SUCRE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,1974,1974
TACACOMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,3,3
TACOBAMBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,124,124
TACOPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,113,113
TAHUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,4,4
TAPACARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,277,277
TARABUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,90,90
TARACO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,16,16
TARATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,49,49
TARIJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,402,402
TARVITA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,131,131
TEOPONTE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,31,31
TIAWANACU,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,39,39
TINGUIPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,197,197
TIPUANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,37,37
TIQUIPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,323,323
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,136,136
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,7,7
TOCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,23,23
TODOS SANTOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,5,5
TOLATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,25,25
TOLEDO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,36,36
TOMAVE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,16,16
TOMINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,148,148
TORO TORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,102,102
TOTORA(CBBA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,16,16
TOTORA(ORR),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,61,61
TRIGAL,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,10,10
TRINIDAD,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,118,118
TUPIZA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,320,320
TURCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,22,22
UMALA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,15,15
UNCIA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,104,104
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,87,87
URUBICHA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,143,143
UYUNI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,103,103
VACAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,40,40
VALLEGRANDE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,41,41
VIACHA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,56,56
VILA VILA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,62,62
VILLA MONTES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,202,202
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,16,16
VILLA RIVERO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,16,16
VILLA SERRANO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,292,292
VILLA TUNARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,198,198
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,90,90
VILLAZON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,184,184
VINTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,49,49
VITICHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,111,111
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,11,11
WARNES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,274,274
YACO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,52,52
YACUIBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,149,149
YAMPARAEZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,111,111
YANACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,10,10
YAPACANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,37,37
YOCALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,2,2
YOTALA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,108,108
YUNCHARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,105,105
ZUDAÑEZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-04-01,228,228
ACACIO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,69,69
ACHACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,397,397
ACHOCALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,7,7
AIQUILE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,154,154
ALALAY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,22,22
ALCALA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,8,8
ANCORAIMES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,52,52
ANDAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,34,34
ANTEQUERA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,7,7
ANZALDO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,45,45
APOLO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,131,131
ARAMPAMPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,52,52
ARANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,62,62
ARBIETO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,197,197
ARQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,116,116
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,233,233
ATOCHA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,13,13
AUCAPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,3,3
AYATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,15,15
AYO AYO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,18,18
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,102,102
AZURDUY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,23,23
BATALLAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,70,70
BAURES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,33,33
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,9,9
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,1,1
BELLA FLOR,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,1,1
BERMEJO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,326,326
BETANZOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,35,35
BOLIVAR,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,69,69
BOLPEBRA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-05-01,18,18
