municipality,group,variable,month,Niños de 6 a 11 meses con dosis única de vitamina,TOTAL
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,34,34
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,10,10
PUERTO PEREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,8,8
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,16,16
PUERTO RICO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,28,28
PUERTO SILES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,1,1
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,19,19
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,98,98
PUNA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,79,79
PUNATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,10,10
QUIABAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,4,4
QUILLACOLLO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,141,141
QUIME,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,18,18
QUIRUSILLAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,5,5
RAVELO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,38,38
REYES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,33,33
RIBERALTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,219,219
ROBORE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,34,34
RURRENABAQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,58,58
SABAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,4,4
SACABA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,102,102
SACABAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,3,3
SACACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,37,37
SAIPINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,10,10
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,20,20
SAMAIPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,14,14
SAN AGUSTIN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,1,1
SAN ANDRES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,46,46
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,7,7
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,3,3
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,22,22
SAN BENITO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,13,13
SAN BORJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,63,63
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,14,14
SAN CARLOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,38,38
SAN IGNACIO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,55,55
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,111,111
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,8,8
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,31,31
SAN JOAQUIN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,8,8
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,30,30
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,22,22
SAN JULIAN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,162,162
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,7,7
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,45,45
SAN LUCAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,84,84
SAN MATIAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,31,31
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,22,22
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,4,4
SAN PEDRO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,28,28
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,37,37
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,14,14
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,7,7
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,2,2
SAN RAFAEL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,5,5
SAN RAMON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,6,6
SAN RAMON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,14,14
SANTA ANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,41,41
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,1166,1166
SANTA ROSA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,21,21
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,28,28
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,11,11
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,20,20
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,6,6
SANTIVAÑES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,13,13
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,9,9
SAPAHAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,23,23
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,34,34
SICAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,3,3
SIPE SIPE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,53,53
SOPACHUY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,16,16
SORACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,26,26
SORATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,42,42
SUCRE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,447,447
TACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,1,1
TACACOMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,22,22
TACOBAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,18,18
TACOPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,20,20
TAHUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,4,4
TAPACARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,45,45
TARABUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,52,52
TARACO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,12,12
TARATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,13,13
TARIJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,341,341
TARVITA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,49,49
TEOPONTE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,22,22
TIAWANACU,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,23,23
TINGUIPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,82,82
TIPUANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,24,24
TIQUIPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,77,77
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,88,88
TOCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,5,5
TOLATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,7,7
TOLEDO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,15,15
TOMAVE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,24,24
TOMINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,41,41
TORO TORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,12,12
TOTORA(CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,34,34
TOTORA(ORR),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,10,10
TRIGAL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,5,5
TRINIDAD,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,223,223
TUPIZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,73,73
TURCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,12,12
UMALA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,9,9
UNCIA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,18,18
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,22,22
URUBICHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,36,36
UYUNI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,47,47
VACAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,18,18
VALLEGRANDE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,17,17
VIACHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,71,71
VILA VILA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,7,7
VILLA MONTES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,53,53
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,4,4
VILLA RIVERO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,10,10
VILLA SERRANO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,16,16
VILLA TUNARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,103,103
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,20,20
VILLAZON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,69,69
VINTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,18,18
VITICHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,15,15
WARNES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,111,111
YACO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,12,12
YACUIBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,139,139
YAMPARAEZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,24,24
YANACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,4,4
YAPACANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,117,117
YOCALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,16,16
YOTALA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,17,17
YUNCHARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,15,15
ZUDAÑEZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-02-01,15,15
ACACIO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,7,7
ACHACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,140,140
ACHOCALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,20,20
AIQUILE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,45,45
ALALAY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,10,10
ALCALA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,4,4
ANCORAIMES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,38,38
ANDAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,7,7
ANTEQUERA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,5,5
ANZALDO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,14,14
APOLO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,47,47
ARAMPAMPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,19,19
ARANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,11,11
ARBIETO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,13,13
ARQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,22,22
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,6,6
ATOCHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,35,35
AUCAPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,8,8
AYATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,17,17
AYO AYO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,15,15
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,58,58
AZURDUY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,33,33
BATALLAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,30,30
BAURES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,5,5
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,3,3
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,5,5
BELLA FLOR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,4,4
BERMEJO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,77,77
BETANZOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,81,81
BOLIVAR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,10,10
BOLPEBRA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,5,5
BOYUIBE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,6,6
BUENA VISTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,33,33
CABEZAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,39,39
CAIROMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,30,30
"CAIZA ""D""",nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,17,17
CAJUATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,28,28
CALACOTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,12,12
CALAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,15,15
CAMARGO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,27,27
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,5,5
CAMIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,55,55
CAPINOTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,34,34
CAQUIAVIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,12,12
CARACOLLO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,39,39
CARANAVI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,99,99
CARAPARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,19,19
CARIPUYO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,10,10
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,17,17
CATACORA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,4,4
CHACARILLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,1,1
CHALLAPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,61,61
CHAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,14,14
CHARAGUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,39,39
CHARAÑA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,8,8
CHAYANTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,19,19
CHIMORE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,36,36
CHIPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,7,7
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,27,27
CHUMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,22,22
CLIZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,19,19
COBIJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,90,90
COCHABAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,762,762
COIPASA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,2,2
COLCAPIRHUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,95,95
"COLCHA ""K""",nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,12,12
COLLANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,4,4
COLOMI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,78,78
COLPA BELGICA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,11,11
COLQUECHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,94,94
COLQUENCHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,11,11
COLQUIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,52,52
COMANCHE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,9,9
COMARAPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,39,39
COMBAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,13,13
CONCEPCION,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,37,37
COPACABANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,40,40
CORIPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,24,24
CORO CORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,24,24
COROICO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,33,33
CORQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,25,25
COTAGAITA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,50,50
COTOCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,159,159
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,56,56
CUEVO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,8,8
CULPINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,45,45
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,2,2
CURVA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,3,3
DESAGUADERO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,11,11
EL ALTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,1171,1171
EL CHORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,4,4
EL PUENTE(STC),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,7,7
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,19,19
EL TORNO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,86,86
EL VILLAR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,7,7
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,54,54
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,51,51
EUCALIPTUS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,14,14
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,3,3
EXALTACION,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,9,9
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,26,26
FILADELFIA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,13,13
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,23,23
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,38,38
GUANAY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,29,29
GUAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,15,15
GUAYARAMERIN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,85,85
GUTIERREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,23,23
HUACARETA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,20,20
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,10,10
HUACHACALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,2,2
HUANUNI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2008-03-01,51,51
