,group,variable,month,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA EMB,EXODONCIA EMB,EXODONCIA POST,EXODONCIA POST,TOTALES
QUILLACOLLO,atencion odontologica,exodoncia,2017-03-01,24,32,45,67,71,55,47,72,61,61,0,0,0,0,535
QUIME,atencion odontologica,exodoncia,2017-03-01,3,2,7,5,7,6,14,13,10,0,0,0,0,0,67
QUIRUSILLAS,atencion odontologica,exodoncia,2017-03-01,0,1,0,1,1,0,0,3,1,0,0,0,0,0,7
RAVELO,atencion odontologica,exodoncia,2017-03-01,0,0,4,2,1,3,14,8,5,19,0,0,0,0,56
REYES,atencion odontologica,exodoncia,2017-03-01,0,0,8,5,4,4,7,8,3,5,0,0,0,0,44
RIBERALTA,atencion odontologica,exodoncia,2017-03-01,1,3,7,10,4,10,13,34,17,4,0,0,0,0,103
ROBORE,atencion odontologica,exodoncia,2017-03-01,0,0,9,2,6,1,3,11,1,0,0,0,0,0,33
RURRENABAQUE,atencion odontologica,exodoncia,2017-03-01,12,11,26,34,29,30,43,54,17,15,0,0,0,0,271
SABAYA,atencion odontologica,exodoncia,2017-03-01,1,0,9,10,0,1,1,3,2,1,0,0,0,0,28
SACABA,atencion odontologica,exodoncia,2017-03-01,0,2,141,136,16,19,10,36,31,28,0,0,0,0,419
SACABAMBA,atencion odontologica,exodoncia,2017-03-01,0,0,1,0,0,0,1,3,1,1,0,0,0,0,7
SACACA,atencion odontologica,exodoncia,2017-03-01,2,2,6,10,5,9,11,28,4,8,0,0,0,0,85
SAIPINA,atencion odontologica,exodoncia,2017-03-01,0,1,3,1,1,0,1,5,12,2,0,0,0,0,26
SALINAS DE GARCI MENDOZA,atencion odontologica,exodoncia,2017-03-01,0,0,14,12,6,4,8,9,17,7,0,0,0,0,77
SAN ANDRES,atencion odontologica,exodoncia,2017-03-01,1,2,18,9,4,7,4,15,4,3,0,0,0,0,67
SAN ANDRES DE MACHACA,atencion odontologica,exodoncia,2017-03-01,1,0,1,0,1,3,4,5,2,2,0,0,0,0,19
SAN ANTONIO DE ESMORUCO,atencion odontologica,exodoncia,2017-03-01,0,0,2,1,0,0,0,1,0,0,0,0,0,0,4
SAN ANTONIO DE LOMERIO,atencion odontologica,exodoncia,2017-03-01,0,0,4,0,1,0,0,4,6,0,0,0,0,0,15
SAN BENITO,atencion odontologica,exodoncia,2017-03-01,1,0,1,1,0,0,1,2,1,5,0,0,0,0,12
SAN BORJA,atencion odontologica,exodoncia,2017-03-01,2,1,12,4,1,4,5,28,9,8,0,0,0,0,74
SAN BUENA VENTURA,atencion odontologica,exodoncia,2017-03-01,1,0,4,0,0,2,3,1,0,3,0,0,0,0,14
SAN CARLOS,atencion odontologica,exodoncia,2017-03-01,1,1,4,3,4,3,11,20,7,8,0,0,0,0,62
SAN IGNACIO,atencion odontologica,exodoncia,2017-03-01,0,1,26,20,17,13,31,25,9,5,0,0,0,0,147
SAN IGNACIO DE VELASCO,atencion odontologica,exodoncia,2017-03-01,0,1,2,6,1,2,5,14,25,28,0,0,0,0,84
SAN JAVIER(STC),atencion odontologica,exodoncia,2017-03-01,0,0,0,4,1,0,3,9,2,1,0,0,0,0,20
SAN JOAQUIN,atencion odontologica,exodoncia,2017-03-01,0,0,0,0,1,0,5,14,1,3,0,0,0,0,24
SAN JOSE DE CHIQUITOS,atencion odontologica,exodoncia,2017-03-01,0,0,0,2,3,3,2,5,5,2,0,0,0,0,22
SAN JUAN DE YAPACANI,atencion odontologica,exodoncia,2017-03-01,0,0,1,5,2,2,1,8,20,0,0,0,0,0,39
SAN JULIAN,atencion odontologica,exodoncia,2017-03-01,0,1,9,10,0,5,3,8,7,4,0,0,0,0,47
SAN LORENZO(PND),atencion odontologica,exodoncia,2017-03-01,0,0,8,4,0,2,1,3,2,2,0,0,0,0,22
SAN LORENZO(TJA),atencion odontologica,exodoncia,2017-03-01,1,0,34,55,2,3,11,43,6,4,0,0,0,0,159
SAN LUCAS,atencion odontologica,exodoncia,2017-03-01,0,0,7,4,10,9,18,53,19,12,0,0,0,0,132
SAN MATIAS,atencion odontologica,exodoncia,2017-03-01,2,2,0,4,1,1,5,7,2,1,0,0,0,0,25
SAN MIGUEL DE VELASCO,atencion odontologica,exodoncia,2017-03-01,0,0,3,7,2,0,3,7,3,1,0,0,0,0,26
SAN PABLO DE LIPEZ,atencion odontologica,exodoncia,2017-03-01,0,0,1,2,0,1,1,2,0,0,0,0,0,0,7
SAN PEDRO,atencion odontologica,exodoncia,2017-03-01,0,1,13,23,1,2,1,8,4,1,0,0,0,0,54
SAN PEDRO DE BUENA VISTA,atencion odontologica,exodoncia,2017-03-01,0,0,10,4,4,2,8,10,3,9,0,0,0,0,50
SAN PEDRO DE CURAHUARA,atencion odontologica,exodoncia,2017-03-01,0,0,0,1,2,0,0,1,0,1,0,0,0,0,5
SAN PEDRO DE QUEMES,atencion odontologica,exodoncia,2017-03-01,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3
SAN PEDRO DE TIQUINA,atencion odontologica,exodoncia,2017-03-01,0,0,2,9,6,3,12,11,10,21,0,0,0,0,74
SAN PEDRO(PND),atencion odontologica,exodoncia,2017-03-01,0,0,1,1,1,3,1,5,3,2,0,0,0,0,17
SAN RAFAEL,atencion odontologica,exodoncia,2017-03-01,0,0,4,1,1,5,3,8,2,0,0,0,0,0,24
SAN RAMON BENI,atencion odontologica,exodoncia,2017-03-01,0,0,1,1,1,0,2,4,0,0,0,0,0,0,9
SAN RAMON SCZ,atencion odontologica,exodoncia,2017-03-01,1,1,1,1,0,1,1,0,1,1,0,0,0,0,8
SANTA ANA,atencion odontologica,exodoncia,2017-03-01,2,0,12,14,3,3,7,13,7,10,0,0,0,0,71
SANTA CRUZ DE LA SIERRA,atencion odontologica,exodoncia,2017-03-01,36,29,203,164,34,59,162,416,199,117,0,0,0,0,1419
SANTA ROSA,atencion odontologica,exodoncia,2017-03-01,0,0,0,2,1,0,2,0,0,0,0,0,0,0,5
SANTA ROSA DEL SARA,atencion odontologica,exodoncia,2017-03-01,18,33,6,0,0,0,5,12,4,0,0,0,0,0,78
SANTIAGO DE CALLAPA,atencion odontologica,exodoncia,2017-03-01,0,0,0,0,0,0,5,2,11,9,0,0,0,0,27
SANTIAGO DE HUARI,atencion odontologica,exodoncia,2017-03-01,0,0,4,17,1,1,3,4,2,13,0,0,0,0,45
SANTIAGO DE HUATA,atencion odontologica,exodoncia,2017-03-01,0,1,4,5,5,3,6,15,16,22,0,0,0,0,77
SANTIAGO DE MACHACA,atencion odontologica,exodoncia,2017-03-01,0,3,2,1,1,2,8,6,4,1,0,0,0,0,28
SANTIVAÑES,atencion odontologica,exodoncia,2017-03-01,0,0,1,5,0,4,2,13,7,7,0,0,0,0,39
SANTUARIO DE QUILLACAS,atencion odontologica,exodoncia,2017-03-01,1,0,5,3,0,0,2,3,0,2,0,0,0,0,16
SAPAHAQUI,atencion odontologica,exodoncia,2017-03-01,0,0,2,3,7,4,3,16,12,2,0,0,0,0,49
SENA,atencion odontologica,exodoncia,2017-03-01,3,4,5,3,2,6,2,27,1,0,0,0,0,0,53
SHINAOTA,atencion odontologica,exodoncia,2017-03-01,1,1,0,4,1,0,1,4,4,2,0,0,0,0,18
SICA SICA (VILLA AROMA),atencion odontologica,exodoncia,2017-03-01,0,1,6,4,7,7,12,9,28,17,0,0,0,0,91
SICAYA,atencion odontologica,exodoncia,2017-03-01,0,0,1,1,0,3,6,5,1,2,0,0,0,0,19
SIPE SIPE,atencion odontologica,exodoncia,2017-03-01,2,3,7,11,1,4,2,18,14,13,0,0,0,0,75
SOPACHUY,atencion odontologica,exodoncia,2017-03-01,1,0,5,8,0,2,8,14,1,2,0,0,0,0,41
SORACACHI,atencion odontologica,exodoncia,2017-03-01,1,0,4,6,1,2,3,3,5,3,0,0,0,0,28
SORATA,atencion odontologica,exodoncia,2017-03-01,0,0,6,10,2,3,8,21,10,9,0,0,0,0,69
SUCRE,atencion odontologica,exodoncia,2017-03-01,30,11,130,191,17,33,113,205,58,114,0,0,0,0,902
TACACHI,atencion odontologica,exodoncia,2017-03-01,0,0,0,1,0,0,0,5,0,0,0,0,0,0,6
TACACOMA,atencion odontologica,exodoncia,2017-03-01,0,0,7,5,4,2,11,17,8,2,0,0,0,0,56
TACOBAMBA,atencion odontologica,exodoncia,2017-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TACOPAYA,atencion odontologica,exodoncia,2017-03-01,0,0,4,1,1,2,4,10,16,15,0,0,0,0,53
TAHUA,atencion odontologica,exodoncia,2017-03-01,0,0,2,0,0,0,1,4,3,1,0,0,0,0,11
TAPACARI,atencion odontologica,exodoncia,2017-03-01,2,0,6,11,5,12,21,36,14,8,0,0,0,0,115
TARABUCO,atencion odontologica,exodoncia,2017-03-01,0,0,6,2,0,9,7,17,13,14,0,0,0,0,68
TARACO,atencion odontologica,exodoncia,2017-03-01,0,0,2,4,3,0,6,10,21,8,0,0,0,0,54
TARATA,atencion odontologica,exodoncia,2017-03-01,0,0,6,1,1,0,4,9,5,2,0,0,0,0,28
TARIJA,atencion odontologica,exodoncia,2017-03-01,2,11,140,115,51,55,105,282,43,30,0,0,0,0,834
TARVITA,atencion odontologica,exodoncia,2017-03-01,1,1,0,5,6,10,17,25,6,6,0,0,0,0,77
TEOPONTE,atencion odontologica,exodoncia,2017-03-01,0,0,12,8,1,5,9,6,9,1,0,0,0,0,51
TIAWANACU,atencion odontologica,exodoncia,2017-03-01,0,1,3,9,1,4,2,16,17,15,0,0,0,0,68
TINGUIPAYA,atencion odontologica,exodoncia,2017-03-01,0,0,8,3,6,8,9,46,50,49,0,0,0,0,179
TIPUANI,atencion odontologica,exodoncia,2017-03-01,2,1,3,1,1,8,2,4,2,3,0,0,0,0,27
TIQUIPAYA,atencion odontologica,exodoncia,2017-03-01,1,7,24,13,2,7,5,27,14,19,0,0,0,0,119
TIRAQUE (CBBA),atencion odontologica,exodoncia,2017-03-01,0,1,4,7,0,3,2,10,3,13,0,0,0,0,43
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,exodoncia,2017-03-01,1,0,12,7,1,0,1,9,2,5,0,0,0,0,38
TOCO,atencion odontologica,exodoncia,2017-03-01,0,0,2,8,0,4,3,1,0,8,0,0,0,0,26
TODOS SANTOS,atencion odontologica,exodoncia,2017-03-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
TOLATA,atencion odontologica,exodoncia,2017-03-01,0,0,1,3,0,0,0,3,2,7,0,0,0,0,16
TOLEDO,atencion odontologica,exodoncia,2017-03-01,0,0,6,12,4,3,2,6,5,11,0,0,0,0,49
TOMAVE,atencion odontologica,exodoncia,2017-03-01,0,0,2,11,1,4,9,21,18,6,0,0,0,0,72
TOMINA,atencion odontologica,exodoncia,2017-03-01,0,0,1,0,0,4,10,17,12,0,0,0,0,0,44
TORO TORO,atencion odontologica,exodoncia,2017-03-01,0,0,4,3,0,3,1,19,8,0,0,0,0,0,38
TOTORA(CBBA),atencion odontologica,exodoncia,2017-03-01,0,0,5,11,2,1,3,24,5,6,0,0,0,0,57
TOTORA(ORR),atencion odontologica,exodoncia,2017-03-01,0,0,12,5,2,2,6,10,5,10,0,0,0,0,52
TRIGAL,atencion odontologica,exodoncia,2017-03-01,0,0,0,4,0,1,1,5,0,4,0,0,0,0,15
TRINIDAD,atencion odontologica,exodoncia,2017-03-01,6,10,95,83,30,31,78,153,30,25,0,0,0,0,541
TUPIZA,atencion odontologica,exodoncia,2017-03-01,3,0,40,29,7,17,37,69,19,24,0,0,0,0,245
TURCO,atencion odontologica,exodoncia,2017-03-01,0,0,2,1,0,0,0,4,5,2,0,0,0,0,14
UMALA,atencion odontologica,exodoncia,2017-03-01,0,0,1,2,1,1,2,1,10,4,0,0,0,0,22
UNCIA,atencion odontologica,exodoncia,2017-03-01,1,0,2,6,4,6,8,14,6,9,0,0,0,0,56
URIONDO (A. CONCEPCION),atencion odontologica,exodoncia,2017-03-01,0,0,11,21,2,11,11,34,0,3,0,0,0,0,93
URUBICHA,atencion odontologica,exodoncia,2017-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
UYUNI,atencion odontologica,exodoncia,2017-03-01,0,0,11,8,3,6,20,30,14,16,0,0,0,0,108
VACAS,atencion odontologica,exodoncia,2017-03-01,0,1,0,2,6,12,1,15,10,6,0,0,0,0,53
VALLEGRANDE,atencion odontologica,exodoncia,2017-03-01,0,1,6,3,1,4,6,10,9,4,0,0,0,0,44
VIACHA,atencion odontologica,exodoncia,2017-03-01,15,12,22,23,8,21,14,53,23,38,0,0,0,0,229
VILA VILA,atencion odontologica,exodoncia,2017-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
VILLA CHARCAS,atencion odontologica,exodoncia,2017-03-01,0,0,4,1,1,1,3,12,0,4,0,0,0,0,26
VILLA MONTES,atencion odontologica,exodoncia,2017-03-01,0,1,48,44,7,16,25,51,8,7,0,0,0,0,207
VILLA NUEVA (LOMA ALTA),atencion odontologica,exodoncia,2017-03-01,0,0,0,4,1,1,4,2,0,0,0,0,0,0,12
VILLA RIVERO,atencion odontologica,exodoncia,2017-03-01,0,0,5,4,0,0,4,5,0,5,0,0,0,0,23
VILLA SERRANO,atencion odontologica,exodoncia,2017-03-01,0,1,1,0,0,0,2,15,4,4,0,0,0,0,27
VILLA TUNARI,atencion odontologica,exodoncia,2017-03-01,2,3,9,8,2,4,6,28,13,13,0,0,0,0,88
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,exodoncia,2017-03-01,0,0,1,1,0,0,0,4,0,0,0,0,0,0,6
VILLAZON,atencion odontologica,exodoncia,2017-03-01,0,0,6,18,2,4,15,24,23,23,0,0,0,0,115
VINTO,atencion odontologica,exodoncia,2017-03-01,1,0,2,1,1,0,5,23,10,4,0,0,0,0,47
VITICHI,atencion odontologica,exodoncia,2017-03-01,0,0,1,3,3,2,3,7,7,15,0,0,0,0,41
WALDO BALLIVIAN,atencion odontologica,exodoncia,2017-03-01,0,0,0,1,2,0,6,5,2,0,0,0,0,0,16
WARNES,atencion odontologica,exodoncia,2017-03-01,0,1,17,9,1,1,1,26,5,4,0,0,0,0,65
YACO,atencion odontologica,exodoncia,2017-03-01,0,0,2,0,1,1,2,1,9,5,0,0,0,0,21
YACUIBA,atencion odontologica,exodoncia,2017-03-01,0,4,38,26,13,23,50,93,26,17,0,0,0,0,290
YAMPARAEZ,atencion odontologica,exodoncia,2017-03-01,0,0,2,2,2,1,2,6,2,2,0,0,0,0,19
YANACACHI,atencion odontologica,exodoncia,2017-03-01,0,1,8,10,0,6,2,10,4,0,0,0,0,0,41
YAPACANI,atencion odontologica,exodoncia,2017-03-01,5,3,6,8,1,2,5,20,11,3,0,0,0,0,64
YOCALLA,atencion odontologica,exodoncia,2017-03-01,0,1,1,3,1,1,5,10,7,10,0,0,0,0,39
YOTALA,atencion odontologica,exodoncia,2017-03-01,0,0,1,2,1,3,5,10,4,3,0,0,0,0,29
YUNCHARA,atencion odontologica,exodoncia,2017-03-01,0,0,12,14,2,1,9,14,1,2,0,0,0,0,55
YUNGUYO DE LITORAL,atencion odontologica,exodoncia,2017-03-01,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4
ZUDAÑEZ,atencion odontologica,exodoncia,2017-03-01,0,0,9,0,0,2,8,20,7,7,0,0,0,0,53
ACACIO,atencion odontologica,exodoncia,2017-04-01,0,0,4,0,0,0,0,0,0,2,0,0,0,0,6
ACHACACHI,atencion odontologica,exodoncia,2017-04-01,1,0,3,7,1,9,4,17,16,24,0,0,0,0,82
ACHOCALLA,atencion odontologica,exodoncia,2017-04-01,2,5,2,2,1,6,0,9,8,5,0,0,0,0,40
AIQUILE,atencion odontologica,exodoncia,2017-04-01,1,0,4,5,0,0,4,7,14,21,0,0,0,0,56
ALALAY,atencion odontologica,exodoncia,2017-04-01,0,0,0,0,1,2,0,1,0,0,0,0,0,0,4
ALCALA,atencion odontologica,exodoncia,2017-04-01,0,0,2,2,7,2,12,10,2,6,0,0,0,0,43
ALTO BENI,atencion odontologica,exodoncia,2017-04-01,1,0,2,0,1,0,4,7,8,11,0,0,0,0,34
ANCORAIMES,atencion odontologica,exodoncia,2017-04-01,0,0,6,5,4,3,12,14,18,17,0,0,0,0,79
ANDAMARCA,atencion odontologica,exodoncia,2017-04-01,0,0,3,2,0,2,3,1,0,0,0,0,0,0,11
ANTEQUERA,atencion odontologica,exodoncia,2017-04-01,0,0,4,2,0,0,0,0,4,3,0,0,0,0,13
ANZALDO,atencion odontologica,exodoncia,2017-04-01,0,0,18,8,3,0,4,3,3,9,0,0,0,0,48
APOLO,atencion odontologica,exodoncia,2017-04-01,2,0,9,1,0,4,3,7,12,27,0,0,0,0,65
ARAMPAMPA,atencion odontologica,exodoncia,2017-04-01,0,0,1,0,0,0,1,1,0,1,0,0,0,0,4
ARANI,atencion odontologica,exodoncia,2017-04-01,0,0,1,3,1,3,0,2,1,1,0,0,0,0,12
ARBIETO,atencion odontologica,exodoncia,2017-04-01,0,1,2,7,0,0,2,12,5,14,0,0,0,0,43
ARQUE,atencion odontologica,exodoncia,2017-04-01,0,1,3,6,2,13,7,17,4,14,0,0,0,0,67
ASCENCION DE GUARAYOS,atencion odontologica,exodoncia,2017-04-01,1,2,0,2,0,0,1,8,5,5,0,0,0,0,24
ATOCHA,atencion odontologica,exodoncia,2017-04-01,0,1,8,18,3,4,20,19,11,6,0,0,0,0,90
AUCAPATA,atencion odontologica,exodoncia,2017-04-01,1,0,1,1,2,2,1,4,0,0,0,0,0,0,12
AYATA,atencion odontologica,exodoncia,2017-04-01,0,0,2,1,2,7,6,24,2,2,0,0,0,0,46
AYO AYO,atencion odontologica,exodoncia,2017-04-01,0,0,0,1,1,1,0,6,3,8,0,0,0,0,20
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,exodoncia,2017-04-01,1,0,13,10,3,7,14,33,7,13,0,0,0,0,101
AZURDUY,atencion odontologica,exodoncia,2017-04-01,0,0,2,4,0,3,1,18,14,0,0,0,0,0,42
BATALLAS,atencion odontologica,exodoncia,2017-04-01,0,1,9,10,2,6,6,19,16,12,0,0,0,0,81
BAURES,atencion odontologica,exodoncia,2017-04-01,0,0,4,3,7,1,12,10,1,0,0,0,0,0,38
BELEN DE ANDAMARCA,atencion odontologica,exodoncia,2017-04-01,0,0,0,2,0,0,0,1,0,1,0,0,0,0,4
BELLA FLOR,atencion odontologica,exodoncia,2017-04-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5
BERMEJO,atencion odontologica,exodoncia,2017-04-01,1,0,22,25,4,14,121,56,13,19,0,0,0,0,275
BETANZOS,atencion odontologica,exodoncia,2017-04-01,1,1,9,11,2,10,18,23,40,45,0,0,0,0,160
BOLIVAR,atencion odontologica,exodoncia,2017-04-01,0,0,1,3,2,6,7,5,4,10,0,0,0,0,38
BOYUIBE,atencion odontologica,exodoncia,2017-04-01,0,0,1,0,0,2,1,4,0,0,0,0,0,0,8
BUENA VISTA,atencion odontologica,exodoncia,2017-04-01,1,0,7,5,0,1,0,6,11,5,0,0,0,0,36
CABEZAS,atencion odontologica,exodoncia,2017-04-01,0,0,7,10,3,0,5,29,8,7,0,0,0,0,69
CAIROMA,atencion odontologica,exodoncia,2017-04-01,0,0,2,4,3,3,12,12,2,6,0,0,0,0,44
"CAIZA ""D""",atencion odontologica,exodoncia,2017-04-01,0,3,1,1,2,7,4,12,6,11,0,0,0,0,47
CAJUATA,atencion odontologica,exodoncia,2017-04-01,0,0,3,2,1,2,3,6,1,0,0,0,0,0,18
CALACOTO,atencion odontologica,exodoncia,2017-04-01,0,0,0,1,4,0,2,0,2,0,0,0,0,0,9
CALAMARCA,atencion odontologica,exodoncia,2017-04-01,0,1,13,9,6,6,8,22,4,5,0,0,0,0,74
CAMARGO,atencion odontologica,exodoncia,2017-04-01,0,0,9,12,2,8,4,14,3,15,0,0,0,0,67
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,exodoncia,2017-04-01,0,0,2,7,0,1,0,2,12,0,0,0,0,0,24
CAMIRI,atencion odontologica,exodoncia,2017-04-01,2,3,12,9,3,10,3,31,7,18,0,0,0,0,98
CAPINOTA,atencion odontologica,exodoncia,2017-04-01,1,0,6,5,0,0,0,3,2,5,0,0,0,0,22
CAQUIAVIRI,atencion odontologica,exodoncia,2017-04-01,0,0,9,8,3,3,7,9,14,6,0,0,0,0,59
CARACOLLO,atencion odontologica,exodoncia,2017-04-01,1,0,2,6,4,3,44,75,169,131,0,0,0,0,435
CARANAVI,atencion odontologica,exodoncia,2017-04-01,2,0,7,15,5,7,5,30,52,27,0,0,0,0,150
CARAPARI,atencion odontologica,exodoncia,2017-04-01,0,0,20,24,6,7,11,21,3,5,0,0,0,0,97
CARIPUYO,atencion odontologica,exodoncia,2017-04-01,0,0,0,0,1,3,4,3,7,8,0,0,0,0,26
CARMEN RIVERO TORREZ,atencion odontologica,exodoncia,2017-04-01,1,2,0,0,3,3,27,22,11,9,0,0,0,0,78
CATACORA,atencion odontologica,exodoncia,2017-04-01,0,0,0,1,0,0,2,1,2,0,0,0,0,0,6
CHACARILLA,atencion odontologica,exodoncia,2017-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,exodoncia,2017-04-01,0,0,38,34,7,6,63,61,101,87,0,0,0,0,397
CHAQUI,atencion odontologica,exodoncia,2017-04-01,0,1,5,4,0,2,1,14,12,17,0,0,0,0,56
CHARAGUA,atencion odontologica,exodoncia,2017-04-01,0,3,6,3,5,10,19,23,5,2,0,0,0,0,76
CHARAÑA,atencion odontologica,exodoncia,2017-04-01,0,0,0,0,0,1,0,1,2,1,0,0,0,0,5
CHAYANTA,atencion odontologica,exodoncia,2017-04-01,1,0,4,5,5,1,13,11,7,13,0,0,0,0,60
CHIMORE,atencion odontologica,exodoncia,2017-04-01,4,0,11,4,0,2,3,15,2,0,0,0,0,0,41
CHIPAYA,atencion odontologica,exodoncia,2017-04-01,0,0,1,6,0,0,1,1,0,0,0,0,0,0,9
CHOQUE COTA,atencion odontologica,exodoncia,2017-04-01,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3
CHUA COCANI,atencion odontologica,exodoncia,2017-04-01,0,0,2,4,1,7,1,1,11,6,0,0,0,0,33
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,exodoncia,2017-04-01,0,0,10,9,0,0,14,13,6,3,0,0,0,0,55
CHUMA,atencion odontologica,exodoncia,2017-04-01,1,0,16,9,12,15,37,42,39,36,0,0,0,0,207
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,exodoncia,2017-04-01,0,0,12,5,0,0,0,4,1,3,0,0,0,0,25
CKOCHAS,atencion odontologica,exodoncia,2017-04-01,1,0,1,4,3,7,10,22,9,5,0,0,0,0,62
CLIZA,atencion odontologica,exodoncia,2017-04-01,0,1,6,5,1,1,1,6,12,5,0,0,0,0,38
COBIJA,atencion odontologica,exodoncia,2017-04-01,4,3,5,11,4,2,9,41,7,10,0,0,0,0,96
COCAPATA,atencion odontologica,exodoncia,2017-04-01,0,1,5,6,1,11,6,23,65,49,0,0,0,0,167
COCHABAMBA,atencion odontologica,exodoncia,2017-04-01,13,11,104,110,34,56,90,211,115,86,0,0,0,0,830
COIPASA,atencion odontologica,exodoncia,2017-04-01,0,0,1,0,4,0,1,2,1,0,0,0,0,0,9
COLCAPIRHUA,atencion odontologica,exodoncia,2017-04-01,0,0,3,6,0,1,5,19,7,5,0,0,0,0,46
"COLCHA ""K""",atencion odontologica,exodoncia,2017-04-01,0,0,0,1,1,0,1,4,2,2,0,0,0,0,11
COLLANA,atencion odontologica,exodoncia,2017-04-01,0,0,3,0,0,0,1,0,6,8,0,0,0,0,18
COLOMI,atencion odontologica,exodoncia,2017-04-01,4,2,3,2,0,4,2,8,14,19,0,0,0,0,58
COLQUECHACA,atencion odontologica,exodoncia,2017-04-01,0,0,12,14,7,14,26,32,45,51,0,0,0,0,201
COLQUENCHA,atencion odontologica,exodoncia,2017-04-01,0,0,9,21,5,8,7,22,2,5,0,0,0,0,79
COLQUIRI,atencion odontologica,exodoncia,2017-04-01,0,0,3,1,0,2,4,5,3,6,0,0,0,0,24
COMANCHE,atencion odontologica,exodoncia,2017-04-01,0,0,0,1,0,0,3,2,7,0,0,0,0,0,13
COMARAPA,atencion odontologica,exodoncia,2017-04-01,0,0,1,1,1,2,6,9,3,3,0,0,0,0,26
COMBAYA,atencion odontologica,exodoncia,2017-04-01,0,0,0,0,1,0,1,1,4,0,0,0,0,0,7
CONCEPCION,atencion odontologica,exodoncia,2017-04-01,1,0,0,3,1,3,2,5,7,2,0,0,0,0,24
COPACABANA,atencion odontologica,exodoncia,2017-04-01,0,0,7,4,1,2,5,13,12,10,0,0,0,0,54
CORIPATA,atencion odontologica,exodoncia,2017-04-01,0,0,6,4,0,1,4,7,2,0,0,0,0,0,24
CORO CORO,atencion odontologica,exodoncia,2017-04-01,0,0,5,3,2,3,7,4,1,0,0,0,0,0,25
COROICO,atencion odontologica,exodoncia,2017-04-01,0,2,10,10,6,1,15,14,6,1,0,0,0,0,65
CORQUE,atencion odontologica,exodoncia,2017-04-01,0,0,0,1,0,0,0,1,1,2,0,0,0,0,5
COTAGAITA,atencion odontologica,exodoncia,2017-04-01,0,0,7,14,3,6,20,19,5,14,0,0,0,0,88
COTOCA,atencion odontologica,exodoncia,2017-04-01,0,3,8,9,3,0,5,3,7,22,0,0,0,0,60
CRUZ DE MACHACAMARCA,atencion odontologica,exodoncia,2017-04-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
CUATRO CAÑADAS,atencion odontologica,exodoncia,2017-04-01,0,1,4,5,0,2,1,8,7,2,0,0,0,0,30
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,exodoncia,2017-04-01,0,0,4,6,0,1,9,8,13,7,0,0,0,0,48
CUEVO,atencion odontologica,exodoncia,2017-04-01,0,0,4,1,0,1,2,7,2,0,0,0,0,0,17
CULPINA,atencion odontologica,exodoncia,2017-04-01,0,0,15,17,2,3,9,23,8,14,0,0,0,0,91
CURAHUARA DE CARANGAS,atencion odontologica,exodoncia,2017-04-01,1,0,5,10,0,0,0,2,0,1,0,0,0,0,19
CURVA,atencion odontologica,exodoncia,2017-04-01,0,0,2,3,1,0,2,2,1,5,0,0,0,0,16
DESAGUADERO,atencion odontologica,exodoncia,2017-04-01,0,0,4,4,2,2,1,11,3,3,0,0,0,0,30
EL ALTO,atencion odontologica,exodoncia,2017-04-01,33,17,332,357,78,111,67,134,92,83,0,0,0,0,1304
EL CHORO,atencion odontologica,exodoncia,2017-04-01,0,0,0,0,1,1,1,0,1,2,0,0,0,0,6
EL PUENTE(STC),atencion odontologica,exodoncia,2017-04-01,0,1,4,4,1,0,9,9,2,0,0,0,0,0,30
EL PUENTE(TJA),atencion odontologica,exodoncia,2017-04-01,0,1,16,7,1,3,5,26,5,15,0,0,0,0,79
EL TORNO,atencion odontologica,exodoncia,2017-04-01,2,3,9,7,17,16,17,33,35,19,0,0,0,0,158
EL VILLAR,atencion odontologica,exodoncia,2017-04-01,0,0,5,7,2,1,2,20,2,0,0,0,0,0,39
ENTRE RIOS TRJ,atencion odontologica,exodoncia,2017-04-01,6,2,15,25,10,6,10,75,6,7,0,0,0,0,162
