,group,variable,month,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR POST,CIRUGIA BUCOMAXILOFACIAL MENOR POST,TOTALES
MIZQUE,atencion odontologica,cirugia bucomaxilofacial menor,2017-06-01,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
MOROCHATA,atencion odontologica,cirugia bucomaxilofacial menor,2017-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2017-06-01,0,1,18,4,4,0,17,11,1,0,0,0,0,0,56
PALOS BLANCOS,atencion odontologica,cirugia bucomaxilofacial menor,2017-06-01,0,0,0,0,0,0,2,4,2,0,0,0,0,0,8
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2017-06-01,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4
PUERTO SUAREZ,atencion odontologica,cirugia bucomaxilofacial menor,2017-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2017-06-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2017-06-01,0,9,0,1,0,1,1,6,11,2,0,0,0,0,31
QUIME,atencion odontologica,cirugia bucomaxilofacial menor,2017-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2017-06-01,0,0,2,1,1,3,0,11,1,1,0,0,0,0,20
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2017-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2017-06-01,0,0,1,0,0,2,1,1,2,0,0,0,0,0,7
SAN LUCAS,atencion odontologica,cirugia bucomaxilofacial menor,2017-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2017-06-01,6,7,10,5,1,1,2,37,11,6,0,0,0,0,86
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2017-06-01,3,6,2,1,2,3,1,9,2,0,0,0,0,0,29
SIPE SIPE,atencion odontologica,cirugia bucomaxilofacial menor,2017-06-01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2017-06-01,3,3,8,3,0,2,4,10,1,3,0,0,0,0,37
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2017-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2017-06-01,0,0,0,0,2,2,2,4,2,0,0,0,0,0,12
VALLEGRANDE,atencion odontologica,cirugia bucomaxilofacial menor,2017-06-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
VIACHA,atencion odontologica,cirugia bucomaxilofacial menor,2017-06-01,0,2,0,0,1,0,2,8,0,1,0,0,0,0,14
YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2017-06-01,0,0,2,4,0,0,0,0,0,0,0,0,0,0,6
BUENA VISTA,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,0,3,1,0,2,2,5,1,0,0,0,0,0,14
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3
CHALLAPATA,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,3,4,21,31,3,2,11,28,19,4,0,0,0,0,126
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,1,0,1,6,4,3,6,22,2,2,0,0,0,0,47
COROICO,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,0,7,9,6,3,9,30,2,6,0,0,0,0,72
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,0,2,2,0,1,5,3,6,6,0,0,0,0,25
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,2,1,8,10,0,8,2,2,1,0,0,0,0,0,34
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,0,1,0,0,0,1,3,0,0,0,0,0,0,5
FERNANDEZ ALONSO,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,2,5,0,0,0,0,0,6,0,7,0,0,0,0,20
HUANUNI,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,1,1,1,4,18,10,34,2,4,0,0,0,0,75
MONTEAGUDO,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,0,0,2,0,1,1,6,0,11,0,0,0,0,21
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,1,3,3,6,0,1,1,4,0,1,0,0,0,0,20
PAILON,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3
QUIME,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,0,1,0,0,0,9,10,0,3,0,0,0,0,23
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,1,2,5,10,5,5,6,15,1,1,0,0,0,0,51
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,1,0,13,9,0,0,0,24,6,4,0,0,0,0,57
SANTA ROSA,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,0,2,4,0,0,3,2,0,0,0,0,0,0,11
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,1,0,9,22,0,0,0,10,3,10,0,0,0,0,55
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,3,0,0,5,0,1,1,8,0,0,0,0,0,0,18
TOMAVE,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,1,4,5,1,1,3,7,0,0,0,0,0,0,22
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
VIACHA,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,1,1,0,1,0,1,1,0,1,4,0,0,0,0,10
VILLA SERRANO,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,0,2,2,0,0,1,0,1,0,0,0,0,0,6
WARNES,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,0,2,2,0,0,1,0,1,0,0,0,0,0,6
YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2017-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CAIROMA,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,2,2,5,0,1,3,2,0,1,0,0,0,0,0,16
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,2,0,1,3,1,0,2,9,0,4,0,0,0,0,22
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,3,3,3,13,1,1,2,11,3,5,0,0,0,0,45
CHAYANTA,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CHIMORE,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,0,0,0,0,0,1,0,3,0,0,0,0,4
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,2,2,2,0,0,11,2,8,0,0,0,0,0,0,27
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
COROICO,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,4,9,3,6,6,33,4,5,0,0,0,0,70
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,2,0,2,0,2,7,2,5,1,1,0,0,0,0,22
EL PUENTE(STC),atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,1,0,0,0,1,2,10,6,0,2,0,0,0,0,22
ENTRE RIOS TRJ,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
FERNANDEZ ALONSO,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,1,1,2,0,2,2,14,0,0,0,0,0,0,22
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,1,0,7,4,9,17,0,0,0,0,0,0,38
LLALLAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
MONTEAGUDO,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,1,0,1,0,0,1,0,3,2,0,0,0,0,0,8
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,3,4,6,6,1,1,7,9,0,2,0,0,0,0,39
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,0,0,0,0,0,1,0,4,0,0,0,0,5
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,4
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
RAVELO,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,0,0,0,1,2,1,6,6,0,0,0,0,16
SACACA,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,0,1,0,1,2,9,0,0,0,0,0,0,13
SAN CARLOS,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,2,2,0,0,0,0,1,0,0,0,0,0,5
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN MATIAS,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
SAN PABLO DE LIPEZ,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,3,1,4,2,0,1,1,10,2,2,0,0,0,0,26
SIPE SIPE,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,1,2,3,3,7,17,8,6,0,0,0,0,47
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,1,3,0,1,1,0,4,1,0,0,0,0,0,11
TINGUIPAYA,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,1,0,0,1,0,0,0,1,1,1,0,0,0,0,5
VALLEGRANDE,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,0,0,0,1,3,0,1,0,0,0,0,0,5
VILLAZON,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,0,1,4,1,4,0,1,4,0,0,0,0,15
VINTO,atencion odontologica,cirugia bucomaxilofacial menor,2017-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,0,0,1,0,0,0,5,0,0,0,0,6
BOLPEBRA,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4
BUENA VISTA,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4
CAMARGO,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,0,0,0,0,0,4,6,0,0,0,0,10
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CARAPARI,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,2,1,0,0,0,1,0,0,0,0,0,0,4
CHALLAPATA,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,4,6,19,16,1,4,2,17,3,6,0,0,0,0,78
CHAYANTA,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,1,0,1,0,0,0,2,4,10,0,0,0,0,0,18
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,2,6,0,1,0,6,1,0,0,0,0,0,16
CUEVO,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,3,1,2,0,1,7,1,4,0,0,0,0,19
EL PUENTE(STC),atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3
FERNANDEZ ALONSO,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,1,6,0,0,0,0,0,0,0,3,0,0,0,0,10
GUTIERREZ,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LA GUARDIA,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,33,38,0,0,13,16,11,16,13,15,0,0,0,0,155
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,3,1,3,5,20,21,3,3,0,0,0,0,59
MECAPACA,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,2,0,0,1,0,0,2,0,0,0,0,5
MONTEAGUDO,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,1,1,0,0,4,7,1,0,0,0,0,0,14
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,3,7,8,9,1,3,7,5,0,4,0,0,0,0,47
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
QUIME,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
REYES,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,1,3,5,2,2,10,10,4,6,0,0,0,0,43
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,0,0,0,20,64,3,3,0,0,0,0,90
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN CARLOS,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,1,1,2,0,0,0,1,1,1,0,0,0,0,0,7
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,3,0,0,0,2,0,0,0,0,0,0,0,5
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,1,2,3,1,0,1,0,0,6,3,0,0,0,0,17
SAN PABLO DE LIPEZ,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,5,7,0,0,0,2,1,7,8,3,0,0,0,0,33
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,2,1,0,6,2,2,0,0,0,0,0,13
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,3,1,2,1,2,0,6,9,1,0,0,0,0,0,25
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
VILLA SERRANO,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2017-09-01,1,2,1,2,5,4,2,7,0,0,0,0,0,0,24
AIQUILE,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,4,3,4,16,1,3,2,11,10,4,0,0,0,0,58
CHAYANTA,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,1,12,5,0,0,0,0,3,2,0,0,0,0,23
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,0,1,0,0,0,0,1,2,0,0,0,0,4
CUEVO,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,0,0,0,0,4,2,0,0,0,0,0,0,6
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,1,5,10,0,5,3,4,3,3,0,0,0,0,34
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,2,1,0,0,1,2,2,0,0,0,0,0,8
ENTRE RIOS TRJ,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
GENERAL SAAVEDRA,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,0,1,1,1,0,0,0,1,0,0,0,0,4
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,0,0,0,0,0,1,10,0,0,0,0,0,11
GUTIERREZ,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7
HUACARETA,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,0,0,0,0,2,7,1,0,0,0,0,0,10
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3
MECAPACA,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,2,0,5,6,5,8,7,19,1,2,0,0,0,0,55
PALOS BLANCOS,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,0,0,0,0,1,7,1,2,0,0,0,0,11
POOPO,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,2,4,0,0,0,0,0,0,0,0,0,0,6
PORONGO,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,1,0,0,2,0,1,0,1,0,0,0,0,5
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,2,2,6,0,0,3,1,9,0,0,0,0,0,0,23
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,1,1,1,0,0,0,0,1,0,0,0,0,0,0,4
QUIME,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,1,9,3,0,0,0,0,0,0,0,0,0,0,13
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,3,0,0,0,0,0,1,1,0,0,0,0,0,0,5
SAN BUENA VENTURA,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,1,1,1,1,1,2,0,0,0,0,0,0,7
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,1,1,0,1,3,6,1,0,0,0,0,0,13
SIPE SIPE,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,0,2,0,1,3,8,0,0,0,0,0,0,14
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,2,0,2,4,0,0,1,2,0,0,0,0,0,0,11
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
VILLA RIVERO,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
VILLA TUNARI,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
VINTO,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3
YOCALLA,atencion odontologica,cirugia bucomaxilofacial menor,2017-10-01,0,1,1,2,0,0,0,0,0,0,0,0,0,0,4
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3
CARAPARI,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,2,7,9,5,0,5,2,8,2,8,0,0,0,0,48
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,0,3,3,0,0,0,2,3,2,0,0,0,0,13
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3
COCAPATA,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,0,0,0,0,2,0,5,0,2,0,0,0,0,9
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,4,6,1,0,0,0,0,1,3,3,0,0,0,0,18
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,0,0,3,2,1,0,1,1,1,0,0,0,0,9
HUACARETA,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
HUANUNI,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,0,0,1,1,0,3,2,0,0,0,0,0,0,7
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,0,0,0,1,1,4,3,0,0,0,0,0,0,9
MOROCHATA,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,5,3,5,7,0,0,4,3,0,3,0,0,0,0,30
PALOS BLANCOS,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,0,0,0,0,0,1,3,5,4,0,0,0,0,13
PORCO,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,0,2,2,0,1,0,7,0,0,0,0,0,0,12
PORONGO,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PORTACHUELO,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
