,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2017-03-01,16,35,30,39,0,15,14,5,0,1,0,0,0,0,155
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2017-03-01,32,20,3,3,0,4,1,11,4,2,0,0,0,0,80
SAN JULIAN,atencion odontologica,restauraciones,2017-03-01,58,69,4,4,1,7,11,66,23,17,0,0,0,0,260
SAN LORENZO(PND),atencion odontologica,restauraciones,2017-03-01,0,0,2,3,3,4,0,0,0,0,0,0,0,0,12
SAN LORENZO(TJA),atencion odontologica,restauraciones,2017-03-01,9,14,57,57,35,56,54,165,5,7,0,0,0,0,459
SAN LUCAS,atencion odontologica,restauraciones,2017-03-01,34,46,6,3,1,22,20,48,3,3,0,0,0,0,186
SAN MATIAS,atencion odontologica,restauraciones,2017-03-01,25,28,0,3,1,2,1,12,2,0,0,0,0,0,74
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2017-03-01,2,0,7,3,0,9,6,18,1,0,0,0,0,0,46
SAN PABLO DE LIPEZ,atencion odontologica,restauraciones,2017-03-01,0,1,6,10,0,1,1,3,0,0,0,0,0,0,22
SAN PEDRO,atencion odontologica,restauraciones,2017-03-01,16,12,17,34,25,13,19,56,7,4,0,0,0,0,203
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2017-03-01,20,23,22,25,9,33,12,69,1,1,0,0,0,0,215
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2017-03-01,0,0,1,2,2,2,3,10,7,1,0,0,0,0,28
SAN PEDRO DE QUEMES,atencion odontologica,restauraciones,2017-03-01,0,3,1,0,0,2,1,0,0,0,0,0,0,0,7
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2017-03-01,6,3,15,11,7,6,10,6,0,2,0,0,0,0,66
SAN PEDRO(PND),atencion odontologica,restauraciones,2017-03-01,2,2,1,5,1,2,0,2,0,0,0,0,0,0,15
SAN RAFAEL,atencion odontologica,restauraciones,2017-03-01,6,9,3,4,0,16,0,18,0,0,0,0,0,0,56
SAN RAMON BENI,atencion odontologica,restauraciones,2017-03-01,0,0,0,0,0,4,1,5,0,0,0,0,0,0,10
SAN RAMON SCZ,atencion odontologica,restauraciones,2017-03-01,24,30,5,5,6,6,5,5,5,5,0,0,0,0,96
SANTA ANA,atencion odontologica,restauraciones,2017-03-01,7,5,56,64,7,20,38,93,2,2,0,0,0,0,294
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2017-03-01,1002,936,890,868,451,1226,1905,5641,574,579,0,0,0,0,14072
SANTA ROSA,atencion odontologica,restauraciones,2017-03-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2017-03-01,44,48,2,1,1,14,7,34,0,2,0,0,0,0,153
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2017-03-01,1,4,0,0,0,0,0,8,0,1,0,0,0,0,14
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2017-03-01,38,66,25,33,1,40,45,76,24,22,0,0,0,0,370
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2017-03-01,82,67,0,6,0,9,5,18,29,21,0,0,0,0,237
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2017-03-01,8,7,0,0,2,10,2,5,1,0,0,0,0,0,35
SANTIVAÑES,atencion odontologica,restauraciones,2017-03-01,35,7,12,7,3,14,4,35,13,14,0,0,0,0,144
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2017-03-01,5,12,10,19,4,7,1,13,7,5,0,0,0,0,83
SAPAHAQUI,atencion odontologica,restauraciones,2017-03-01,3,6,2,0,0,1,9,5,2,0,0,0,0,0,28
SENA,atencion odontologica,restauraciones,2017-03-01,0,0,0,0,0,11,2,16,0,0,0,0,0,0,29
SHINAOTA,atencion odontologica,restauraciones,2017-03-01,34,24,5,7,0,4,7,21,4,2,0,0,0,0,108
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2017-03-01,30,52,0,6,1,5,11,32,4,19,0,0,0,0,160
SICAYA,atencion odontologica,restauraciones,2017-03-01,0,0,0,0,1,9,2,9,0,0,0,0,0,0,21
SIPE SIPE,atencion odontologica,restauraciones,2017-03-01,98,117,16,17,1,30,6,183,11,11,0,0,0,0,490
SOPACHUY,atencion odontologica,restauraciones,2017-03-01,7,6,15,17,2,20,17,51,0,2,0,0,0,0,137
SORACACHI,atencion odontologica,restauraciones,2017-03-01,16,7,17,19,7,14,3,27,8,9,0,0,0,0,127
SORATA,atencion odontologica,restauraciones,2017-03-01,41,41,4,0,2,30,8,41,8,6,0,0,0,0,181
SUCRE,atencion odontologica,restauraciones,2017-03-01,703,722,663,736,184,447,1086,2556,594,117,0,0,0,0,7808
TACACHI,atencion odontologica,restauraciones,2017-03-01,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4
TACACOMA,atencion odontologica,restauraciones,2017-03-01,5,8,0,3,0,5,10,13,1,0,0,0,0,0,45
TACOPAYA,atencion odontologica,restauraciones,2017-03-01,12,14,3,0,1,10,5,24,25,24,0,0,0,0,118
TAHUA,atencion odontologica,restauraciones,2017-03-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
TAPACARI,atencion odontologica,restauraciones,2017-03-01,34,55,1,8,3,16,14,84,7,20,0,0,0,0,242
TARABUCO,atencion odontologica,restauraciones,2017-03-01,17,30,4,6,9,18,4,13,1,5,0,0,0,0,107
TARACO,atencion odontologica,restauraciones,2017-03-01,10,9,11,12,0,0,0,19,16,19,0,0,0,0,96
TARATA,atencion odontologica,restauraciones,2017-03-01,11,19,4,1,0,14,15,44,2,5,0,0,0,0,115
TARIJA,atencion odontologica,restauraciones,2017-03-01,103,121,285,406,191,330,646,1385,131,64,0,0,0,0,3662
TARVITA,atencion odontologica,restauraciones,2017-03-01,3,3,2,0,2,12,4,11,0,0,0,0,0,0,37
TEOPONTE,atencion odontologica,restauraciones,2017-03-01,4,24,10,10,4,10,5,24,3,0,0,0,0,0,94
TIAWANACU,atencion odontologica,restauraciones,2017-03-01,4,11,8,2,1,2,6,19,1,3,0,0,0,0,57
TINGUIPAYA,atencion odontologica,restauraciones,2017-03-01,9,17,0,0,0,1,1,15,11,6,0,0,0,0,60
TIPUANI,atencion odontologica,restauraciones,2017-03-01,16,5,3,4,1,5,1,7,1,0,0,0,0,0,43
TIQUIPAYA,atencion odontologica,restauraciones,2017-03-01,401,343,37,26,4,100,12,257,33,67,0,0,0,0,1280
TIRAQUE (CBBA),atencion odontologica,restauraciones,2017-03-01,21,32,9,6,0,7,3,5,1,2,0,0,0,0,86
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2017-03-01,0,0,1,1,0,3,1,0,1,1,0,0,0,0,8
TOCO,atencion odontologica,restauraciones,2017-03-01,9,18,1,0,1,28,0,40,2,9,0,0,0,0,108
TODOS SANTOS,atencion odontologica,restauraciones,2017-03-01,9,2,4,2,0,0,0,0,2,0,0,0,0,0,19
TOLATA,atencion odontologica,restauraciones,2017-03-01,42,18,2,7,1,15,2,10,5,14,0,0,0,0,116
TOLEDO,atencion odontologica,restauraciones,2017-03-01,4,4,6,3,0,3,5,8,0,2,0,0,0,0,35
TOMAVE,atencion odontologica,restauraciones,2017-03-01,7,5,5,2,3,1,6,28,5,0,0,0,0,0,62
TOMINA,atencion odontologica,restauraciones,2017-03-01,16,19,15,27,6,11,24,61,0,0,0,0,0,0,179
TORO TORO,atencion odontologica,restauraciones,2017-03-01,10,5,3,2,1,23,6,45,1,2,0,0,0,0,98
TOTORA(CBBA),atencion odontologica,restauraciones,2017-03-01,8,27,33,36,0,17,0,59,3,2,0,0,0,0,185
TOTORA(ORR),atencion odontologica,restauraciones,2017-03-01,31,6,3,8,0,6,6,38,15,3,0,0,0,0,116
TRIGAL,atencion odontologica,restauraciones,2017-03-01,1,0,0,1,2,0,2,26,4,8,0,0,0,0,44
TRINIDAD,atencion odontologica,restauraciones,2017-03-01,62,59,189,169,117,192,318,614,78,74,0,0,0,0,1872
TUPIZA,atencion odontologica,restauraciones,2017-03-01,23,53,34,36,22,23,47,75,45,8,0,0,0,0,366
TURCO,atencion odontologica,restauraciones,2017-03-01,18,12,0,1,0,0,7,41,6,1,0,0,0,0,86
UMALA,atencion odontologica,restauraciones,2017-03-01,4,4,4,1,1,3,0,8,2,0,0,0,0,0,27
UNCIA,atencion odontologica,restauraciones,2017-03-01,18,17,8,9,12,17,25,93,8,6,0,0,0,0,213
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2017-03-01,5,2,19,32,24,65,53,155,3,10,0,0,0,0,368
URUBICHA,atencion odontologica,restauraciones,2017-03-01,0,1,0,1,0,4,0,0,0,0,0,0,0,0,6
UYUNI,atencion odontologica,restauraciones,2017-03-01,25,18,8,32,24,7,27,42,20,19,0,0,0,0,222
VACAS,atencion odontologica,restauraciones,2017-03-01,20,19,3,5,1,3,4,40,0,6,0,0,0,0,101
VALLEGRANDE,atencion odontologica,restauraciones,2017-03-01,11,30,4,2,2,9,25,61,2,5,0,0,0,0,151
VIACHA,atencion odontologica,restauraciones,2017-03-01,131,173,11,22,8,14,6,78,4,3,0,0,0,0,450
VILA VILA,atencion odontologica,restauraciones,2017-03-01,2,3,0,5,0,1,0,15,0,0,0,0,0,0,26
VILLA CHARCAS,atencion odontologica,restauraciones,2017-03-01,7,3,6,38,15,39,13,49,1,3,0,0,0,0,174
VILLA MONTES,atencion odontologica,restauraciones,2017-03-01,17,21,60,64,44,80,88,227,16,5,0,0,0,0,622
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2017-03-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
VILLA RIVERO,atencion odontologica,restauraciones,2017-03-01,17,8,3,1,3,7,2,40,9,6,0,0,0,0,96
VILLA SERRANO,atencion odontologica,restauraciones,2017-03-01,14,26,7,9,8,6,4,85,0,0,0,0,0,0,159
VILLA TUNARI,atencion odontologica,restauraciones,2017-03-01,242,232,30,32,15,108,57,292,20,12,0,0,0,0,1040
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2017-03-01,26,78,8,4,3,6,35,80,5,2,0,0,0,0,247
VILLAZON,atencion odontologica,restauraciones,2017-03-01,40,39,33,37,36,20,43,74,10,16,0,0,0,0,348
VINTO,atencion odontologica,restauraciones,2017-03-01,78,71,1,0,0,2,0,119,6,11,0,0,0,0,288
VITICHI,atencion odontologica,restauraciones,2017-03-01,1,1,1,0,1,17,5,11,0,5,0,0,0,0,42
WALDO BALLIVIAN,atencion odontologica,restauraciones,2017-03-01,1,3,1,3,0,0,1,1,0,0,0,0,0,0,10
WARNES,atencion odontologica,restauraciones,2017-03-01,52,37,8,20,21,30,16,89,6,12,0,0,0,0,291
YACO,atencion odontologica,restauraciones,2017-03-01,4,7,1,1,2,16,1,37,0,2,0,0,0,0,71
YACUIBA,atencion odontologica,restauraciones,2017-03-01,30,32,96,79,62,109,229,480,56,17,0,0,0,0,1190
YAMPARAEZ,atencion odontologica,restauraciones,2017-03-01,7,12,0,0,0,1,2,9,0,0,0,0,0,0,31
YANACACHI,atencion odontologica,restauraciones,2017-03-01,12,12,13,32,0,7,13,18,0,3,0,0,0,0,110
YAPACANI,atencion odontologica,restauraciones,2017-03-01,123,102,11,23,8,59,18,130,18,11,0,0,0,0,503
YOCALLA,atencion odontologica,restauraciones,2017-03-01,11,5,20,21,3,9,8,25,1,0,0,0,0,0,103
YOTALA,atencion odontologica,restauraciones,2017-03-01,17,24,19,5,2,4,9,35,0,5,0,0,0,0,120
YUNCHARA,atencion odontologica,restauraciones,2017-03-01,3,3,16,26,6,24,7,60,1,4,0,0,0,0,150
YUNGUYO DE LITORAL,atencion odontologica,restauraciones,2017-03-01,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9
ZUDAÑEZ,atencion odontologica,restauraciones,2017-03-01,3,4,11,7,6,33,12,27,0,0,0,0,0,0,103
ACACIO,atencion odontologica,restauraciones,2017-04-01,0,0,0,0,0,2,1,4,0,0,0,0,0,0,7
ACHACACHI,atencion odontologica,restauraciones,2017-04-01,67,48,6,19,9,15,18,82,37,20,0,0,0,0,321
ACHOCALLA,atencion odontologica,restauraciones,2017-04-01,30,89,0,2,0,10,0,21,0,0,0,0,0,0,152
AIQUILE,atencion odontologica,restauraciones,2017-04-01,33,31,19,24,2,19,9,56,10,12,0,0,0,0,215
ALALAY,atencion odontologica,restauraciones,2017-04-01,0,0,0,0,2,0,0,3,0,0,0,0,0,0,5
ALCALA,atencion odontologica,restauraciones,2017-04-01,12,20,2,8,10,20,43,68,0,1,0,0,0,0,184
ALTO BENI,atencion odontologica,restauraciones,2017-04-01,14,7,3,7,2,8,9,16,4,1,0,0,0,0,71
ANCORAIMES,atencion odontologica,restauraciones,2017-04-01,3,8,0,0,0,2,5,5,9,6,0,0,0,0,38
ANDAMARCA,atencion odontologica,restauraciones,2017-04-01,8,8,13,21,0,6,2,11,10,7,0,0,0,0,86
ANTEQUERA,atencion odontologica,restauraciones,2017-04-01,11,12,1,2,0,1,9,19,4,3,0,0,0,0,62
ANZALDO,atencion odontologica,restauraciones,2017-04-01,13,3,40,42,0,1,2,10,0,5,0,0,0,0,116
APOLO,atencion odontologica,restauraciones,2017-04-01,23,31,2,3,0,24,4,28,1,0,0,0,0,0,116
ARAMPAMPA,atencion odontologica,restauraciones,2017-04-01,0,1,1,0,2,0,0,6,0,1,0,0,0,0,11
ARANI,atencion odontologica,restauraciones,2017-04-01,15,6,4,14,0,4,1,6,0,2,0,0,0,0,52
ARBIETO,atencion odontologica,restauraciones,2017-04-01,108,113,9,6,6,27,2,141,31,35,0,0,0,0,478
ARQUE,atencion odontologica,restauraciones,2017-04-01,47,19,3,1,2,7,6,16,0,6,0,0,0,0,107
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2017-04-01,22,10,0,7,1,7,1,49,5,0,0,0,0,0,102
ATOCHA,atencion odontologica,restauraciones,2017-04-01,13,26,34,45,14,23,115,77,8,5,0,0,0,0,360
AUCAPATA,atencion odontologica,restauraciones,2017-04-01,0,0,4,1,2,2,6,4,0,0,0,0,0,0,19
AYATA,atencion odontologica,restauraciones,2017-04-01,3,4,1,1,1,12,5,4,0,0,0,0,0,0,31
AYO AYO,atencion odontologica,restauraciones,2017-04-01,0,2,0,0,2,1,1,2,0,0,0,0,0,0,8
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2017-04-01,15,18,5,15,2,24,22,67,3,4,0,0,0,0,175
AZURDUY,atencion odontologica,restauraciones,2017-04-01,12,18,0,4,0,18,2,21,0,0,0,0,0,0,75
BATALLAS,atencion odontologica,restauraciones,2017-04-01,22,14,0,2,2,9,10,9,5,1,0,0,0,0,74
BAURES,atencion odontologica,restauraciones,2017-04-01,0,0,5,1,0,5,6,5,0,0,0,0,0,0,22
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2017-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
BELLA FLOR,atencion odontologica,restauraciones,2017-04-01,0,0,0,0,1,1,0,2,0,0,0,0,0,0,4
BERMEJO,atencion odontologica,restauraciones,2017-04-01,10,9,54,76,16,62,320,203,25,19,0,0,0,0,794
BETANZOS,atencion odontologica,restauraciones,2017-04-01,32,26,15,16,5,37,27,93,8,4,0,0,0,0,263
BOLIVAR,atencion odontologica,restauraciones,2017-04-01,3,2,0,1,2,0,4,6,2,8,0,0,0,0,28
BOYUIBE,atencion odontologica,restauraciones,2017-04-01,0,1,0,0,0,2,0,1,0,2,0,0,0,0,6
BUENA VISTA,atencion odontologica,restauraciones,2017-04-01,35,30,1,7,2,6,1,10,5,3,0,0,0,0,100
CABEZAS,atencion odontologica,restauraciones,2017-04-01,9,16,0,0,2,1,5,25,2,3,0,0,0,0,63
CAIROMA,atencion odontologica,restauraciones,2017-04-01,4,8,14,47,0,7,7,19,4,1,0,0,0,0,111
"CAIZA ""D""",atencion odontologica,restauraciones,2017-04-01,2,1,1,0,0,0,3,8,1,2,0,0,0,0,18
CAJUATA,atencion odontologica,restauraciones,2017-04-01,3,2,0,0,0,3,1,8,0,0,0,0,0,0,17
CALACOTO,atencion odontologica,restauraciones,2017-04-01,7,4,0,0,0,6,3,5,0,2,0,0,0,0,27
CALAMARCA,atencion odontologica,restauraciones,2017-04-01,15,16,4,3,2,10,3,31,3,3,0,0,0,0,90
CAMARGO,atencion odontologica,restauraciones,2017-04-01,16,22,8,12,1,12,14,52,10,6,0,0,0,0,153
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2017-04-01,3,0,3,2,0,16,5,14,5,0,0,0,0,0,48
CAMIRI,atencion odontologica,restauraciones,2017-04-01,40,36,6,1,2,35,6,87,14,17,0,0,0,0,244
CAPINOTA,atencion odontologica,restauraciones,2017-04-01,65,79,44,38,20,19,64,74,20,10,0,0,0,0,433
CAQUIAVIRI,atencion odontologica,restauraciones,2017-04-01,5,9,6,10,3,5,2,9,0,0,0,0,0,0,49
CARACOLLO,atencion odontologica,restauraciones,2017-04-01,8,48,27,23,0,6,24,82,79,52,0,0,0,0,349
CARANAVI,atencion odontologica,restauraciones,2017-04-01,60,33,9,21,17,30,24,44,24,9,0,0,0,0,271
CARAPARI,atencion odontologica,restauraciones,2017-04-01,4,10,22,38,30,40,77,99,3,0,0,0,0,0,323
CARIPUYO,atencion odontologica,restauraciones,2017-04-01,18,9,0,0,2,7,3,22,0,1,0,0,0,0,62
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2017-04-01,15,18,0,0,0,0,0,7,2,2,0,0,0,0,44
CATACORA,atencion odontologica,restauraciones,2017-04-01,0,4,0,2,0,0,3,4,0,0,0,0,0,0,13
CHACARILLA,atencion odontologica,restauraciones,2017-04-01,10,3,0,0,0,3,0,2,0,0,0,0,0,0,18
CHALLAPATA,atencion odontologica,restauraciones,2017-04-01,76,58,156,168,11,37,39,97,29,34,0,0,0,0,705
CHAQUI,atencion odontologica,restauraciones,2017-04-01,12,8,2,4,1,8,3,21,3,4,0,0,0,0,66
CHARAGUA,atencion odontologica,restauraciones,2017-04-01,7,2,6,3,2,5,9,10,4,0,0,0,0,0,48
CHARAÑA,atencion odontologica,restauraciones,2017-04-01,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5
CHAYANTA,atencion odontologica,restauraciones,2017-04-01,11,9,15,17,11,9,32,51,4,21,0,0,0,0,180
CHIMORE,atencion odontologica,restauraciones,2017-04-01,47,41,26,23,10,15,3,95,1,0,0,0,0,0,261
CHIPAYA,atencion odontologica,restauraciones,2017-04-01,2,0,0,3,0,0,0,4,0,0,0,0,0,0,9
CHOQUE COTA,atencion odontologica,restauraciones,2017-04-01,7,7,12,3,0,0,1,0,0,0,0,0,0,0,30
CHUA COCANI,atencion odontologica,restauraciones,2017-04-01,2,6,0,0,0,0,3,7,12,8,0,0,0,0,38
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2017-04-01,76,64,28,21,1,1,12,109,2,1,0,0,0,0,315
CHUMA,atencion odontologica,restauraciones,2017-04-01,16,12,2,6,7,17,38,50,14,13,0,0,0,0,175
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2017-04-01,22,37,53,55,0,13,3,38,19,7,0,0,0,0,247
CKOCHAS,atencion odontologica,restauraciones,2017-04-01,6,7,2,0,1,1,1,7,1,0,0,0,0,0,26
CLIZA,atencion odontologica,restauraciones,2017-04-01,29,33,4,7,0,10,7,31,21,18,0,0,0,0,160
COBIJA,atencion odontologica,restauraciones,2017-04-01,51,94,22,24,25,46,62,203,13,1,0,0,0,0,541
COCAPATA,atencion odontologica,restauraciones,2017-04-01,41,46,2,9,7,13,7,45,3,5,0,0,0,0,178
COCHABAMBA,atencion odontologica,restauraciones,2017-04-01,1126,1014,556,668,273,498,1403,2980,603,517,0,0,0,0,9638
COIPASA,atencion odontologica,restauraciones,2017-04-01,0,2,7,11,6,3,4,6,7,2,0,0,0,0,48
COLCAPIRHUA,atencion odontologica,restauraciones,2017-04-01,107,154,9,12,0,9,8,139,32,41,0,0,0,0,511
"COLCHA ""K""",atencion odontologica,restauraciones,2017-04-01,7,8,0,0,0,0,0,6,9,0,0,0,0,0,30
COLLANA,atencion odontologica,restauraciones,2017-04-01,7,4,1,0,2,2,7,2,19,12,0,0,0,0,56
COLOMI,atencion odontologica,restauraciones,2017-04-01,47,36,13,5,7,14,2,42,2,9,0,0,0,0,177
COLPA BELGICA,atencion odontologica,restauraciones,2017-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
COLQUECHACA,atencion odontologica,restauraciones,2017-04-01,49,30,8,19,19,40,20,78,9,14,0,0,0,0,286
COLQUENCHA,atencion odontologica,restauraciones,2017-04-01,5,10,5,8,6,8,4,11,0,0,0,0,0,0,57
COLQUIRI,atencion odontologica,restauraciones,2017-04-01,18,20,2,1,0,4,7,23,12,14,0,0,0,0,101
COMANCHE,atencion odontologica,restauraciones,2017-04-01,8,3,5,8,1,1,1,2,5,0,0,0,0,0,34
COMARAPA,atencion odontologica,restauraciones,2017-04-01,25,20,10,7,6,14,4,42,0,4,0,0,0,0,132
COMBAYA,atencion odontologica,restauraciones,2017-04-01,1,0,0,0,0,0,1,1,0,1,0,0,0,0,4
CONCEPCION,atencion odontologica,restauraciones,2017-04-01,2,2,1,6,0,3,2,11,0,1,0,0,0,0,28
COPACABANA,atencion odontologica,restauraciones,2017-04-01,6,5,1,0,3,0,0,7,2,3,0,0,0,0,27
CORIPATA,atencion odontologica,restauraciones,2017-04-01,9,18,5,1,0,8,5,12,0,0,0,0,0,0,58
CORO CORO,atencion odontologica,restauraciones,2017-04-01,0,1,0,4,0,1,2,5,0,0,0,0,0,0,13
COROICO,atencion odontologica,restauraciones,2017-04-01,22,20,9,18,6,17,23,5,7,7,0,0,0,0,134
CORQUE,atencion odontologica,restauraciones,2017-04-01,6,14,9,3,0,0,0,7,4,3,0,0,0,0,46
COTAGAITA,atencion odontologica,restauraciones,2017-04-01,34,18,39,62,21,32,117,100,15,21,0,0,0,0,459
COTOCA,atencion odontologica,restauraciones,2017-04-01,32,29,1,1,0,2,1,31,4,10,0,0,0,0,111
CRUZ DE MACHACAMARCA,atencion odontologica,restauraciones,2017-04-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
CUATRO CAÑADAS,atencion odontologica,restauraciones,2017-04-01,30,27,4,3,2,8,3,33,2,8,0,0,0,0,120
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2017-04-01,1,3,8,4,2,6,3,19,0,1,0,0,0,0,47
CUEVO,atencion odontologica,restauraciones,2017-04-01,0,0,3,2,3,1,7,16,1,2,0,0,0,0,35
CULPINA,atencion odontologica,restauraciones,2017-04-01,22,26,6,10,1,5,4,15,7,2,0,0,0,0,98
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2017-04-01,9,8,0,1,0,6,4,7,6,3,0,0,0,0,44
CURVA,atencion odontologica,restauraciones,2017-04-01,10,1,0,0,3,2,2,5,0,0,0,0,0,0,23
DESAGUADERO,atencion odontologica,restauraciones,2017-04-01,3,4,0,3,1,2,1,9,4,1,0,0,0,0,28
EL ALTO,atencion odontologica,restauraciones,2017-04-01,1167,1259,1204,1500,589,835,561,1706,124,136,0,0,0,0,9081
EL CHORO,atencion odontologica,restauraciones,2017-04-01,9,20,0,0,0,2,0,6,0,4,0,0,0,0,41
EL PUENTE(STC),atencion odontologica,restauraciones,2017-04-01,28,18,2,0,0,3,5,35,9,1,0,0,0,0,101
EL PUENTE(TJA),atencion odontologica,restauraciones,2017-04-01,1,1,12,8,9,19,35,73,0,8,0,0,0,0,166
EL TORNO,atencion odontologica,restauraciones,2017-04-01,78,78,22,22,31,78,49,152,20,8,0,0,0,0,538
EL VILLAR,atencion odontologica,restauraciones,2017-04-01,7,3,5,23,3,4,11,30,1,0,0,0,0,0,87
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2017-04-01,3,2,12,21,17,21,28,50,0,1,0,0,0,0,155
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2017-04-01,15,17,7,5,0,29,3,103,3,10,0,0,0,0,192
ESCARA,atencion odontologica,restauraciones,2017-04-01,0,7,0,1,0,0,0,0,2,3,0,0,0,0,13
ESCOMA,atencion odontologica,restauraciones,2017-04-01,2,6,0,0,0,2,3,8,1,0,0,0,0,0,22
ESMERALDA,atencion odontologica,restauraciones,2017-04-01,0,0,0,0,0,1,0,0,4,0,0,0,0,0,5
EUCALIPTUS,atencion odontologica,restauraciones,2017-04-01,4,3,4,3,0,2,5,15,3,2,0,0,0,0,41
EXALTACION,atencion odontologica,restauraciones,2017-04-01,2,9,3,2,0,0,0,0,0,0,0,0,0,0,16
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2017-04-01,8,7,20,9,0,29,4,28,6,9,0,0,0,0,120
FILADELFIA,atencion odontologica,restauraciones,2017-04-01,7,3,0,0,0,1,6,5,0,0,0,0,0,0,22
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2017-04-01,9,9,1,0,2,8,0,6,3,0,0,0,0,0,38
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2017-04-01,13,9,5,2,2,3,7,37,14,1,0,0,0,0,93
GUANAY,atencion odontologica,restauraciones,2017-04-01,3,4,2,2,1,4,5,19,2,0,0,0,0,0,42
GUAQUI,atencion odontologica,restauraciones,2017-04-01,8,9,1,0,3,5,17,26,5,5,0,0,0,0,79
GUAYARAMERIN,atencion odontologica,restauraciones,2017-04-01,52,44,139,156,119,127,306,334,67,31,0,0,0,0,1375
GUTIERREZ,atencion odontologica,restauraciones,2017-04-01,4,9,9,3,9,9,21,36,11,0,0,0,0,0,111
HUACARETA,atencion odontologica,restauraciones,2017-04-01,8,10,0,1,2,7,4,23,1,0,0,0,0,0,56
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2017-04-01,0,0,4,3,0,0,2,13,0,0,0,0,0,0,22
HUACHACALLA,atencion odontologica,restauraciones,2017-04-01,0,0,0,1,0,0,1,8,0,0,0,0,0,0,10
HUANUNI,atencion odontologica,restauraciones,2017-04-01,40,20,12,18,8,24,34,81,1,4,0,0,0,0,242
HUARACAJE,atencion odontologica,restauraciones,2017-04-01,2,0,4,0,1,3,9,14,2,0,0,0,0,0,35
HUARINA,atencion odontologica,restauraciones,2017-04-01,2,1,0,4,0,0,1,0,4,0,0,0,0,0,12
HUATAJATA,atencion odontologica,restauraciones,2017-04-01,1,3,0,4,1,5,1,16,4,2,0,0,0,0,37
HUAYLLAMARCA,atencion odontologica,restauraciones,2017-04-01,4,3,21,19,4,19,11,27,20,14,0,0,0,0,142
HUMANATA,atencion odontologica,restauraciones,2017-04-01,6,0,0,2,0,2,0,11,15,3,0,0,0,0,39
ICHOCA,atencion odontologica,restauraciones,2017-04-01,7,5,0,0,0,1,1,3,29,7,0,0,0,0,53
ICLA,atencion odontologica,restauraciones,2017-04-01,8,10,5,5,20,20,15,44,8,0,0,0,0,0,135
