,group,variable,month,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR POST,APLICACIÓN DE FLUOR POST,TOTALES
ICLA,atencion odontologica,aplicacion de fluor,2017-04-01,55,60,2,6,1,5,4,13,1,0,0,0,0,0,147
INGAVI (HUMAITA),atencion odontologica,aplicacion de fluor,2017-04-01,12,10,12,16,0,0,0,0,0,0,0,0,0,0,50
INQUISIVI,atencion odontologica,aplicacion de fluor,2017-04-01,4,3,1,1,1,3,0,0,0,0,0,0,0,0,13
IRUPANA (VILLA DE LANZA),atencion odontologica,aplicacion de fluor,2017-04-01,8,8,0,1,0,0,0,0,0,0,0,0,0,0,17
IXIAMAS,atencion odontologica,aplicacion de fluor,2017-04-01,8,9,29,31,2,3,0,1,0,0,0,0,0,0,83
JESUS DE MACHACA,atencion odontologica,aplicacion de fluor,2017-04-01,7,9,0,1,0,0,0,0,0,0,0,0,0,0,17
LA ASUNTA,atencion odontologica,aplicacion de fluor,2017-04-01,14,19,0,1,0,0,0,0,0,0,0,0,0,0,34
LA GUARDIA,atencion odontologica,aplicacion de fluor,2017-04-01,129,108,0,0,0,0,0,0,1,0,0,0,0,0,238
LA PAZ,atencion odontologica,aplicacion de fluor,2017-04-01,894,938,437,327,119,78,344,158,47,33,0,0,0,0,3375
LAJA,atencion odontologica,aplicacion de fluor,2017-04-01,4,2,0,0,0,1,0,6,0,0,0,0,0,0,13
LAS CARRERAS,atencion odontologica,aplicacion de fluor,2017-04-01,1,1,2,3,1,0,0,0,0,0,0,0,0,0,8
LICOMA PAMPA,atencion odontologica,aplicacion de fluor,2017-04-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5
LLALLAGUA,atencion odontologica,aplicacion de fluor,2017-04-01,25,18,8,6,3,5,1,12,1,1,0,0,0,0,80
LORETO,atencion odontologica,aplicacion de fluor,2017-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LURIBAY,atencion odontologica,aplicacion de fluor,2017-04-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
MACHACAMARCA,atencion odontologica,aplicacion de fluor,2017-04-01,0,0,2,1,0,1,0,1,0,0,0,0,0,0,5
MACHARETI,atencion odontologica,aplicacion de fluor,2017-04-01,4,6,0,0,0,0,0,0,0,0,0,0,0,0,10
MAGDALENA,atencion odontologica,aplicacion de fluor,2017-04-01,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3
MAIRANA,atencion odontologica,aplicacion de fluor,2017-04-01,4,15,84,91,0,3,0,6,0,5,0,0,0,0,208
MALLA,atencion odontologica,aplicacion de fluor,2017-04-01,7,5,0,0,0,0,0,0,0,0,0,0,0,0,12
MAPIRI,atencion odontologica,aplicacion de fluor,2017-04-01,12,11,0,0,0,11,0,35,0,1,0,0,0,0,70
MECAPACA,atencion odontologica,aplicacion de fluor,2017-04-01,7,7,0,0,0,0,0,1,0,0,0,0,0,0,15
MIZQUE,atencion odontologica,aplicacion de fluor,2017-04-01,24,43,4,11,1,12,10,26,0,4,0,0,0,0,135
MOCOMOCO,atencion odontologica,aplicacion de fluor,2017-04-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
MOJOCOYA,atencion odontologica,aplicacion de fluor,2017-04-01,10,12,2,2,0,0,0,1,0,0,0,0,0,0,27
MONTEAGUDO,atencion odontologica,aplicacion de fluor,2017-04-01,13,7,1,2,0,0,2,2,0,0,0,0,0,0,27
MONTERO,atencion odontologica,aplicacion de fluor,2017-04-01,58,57,20,61,3,29,20,123,41,40,0,0,0,0,452
MORO MORO,atencion odontologica,aplicacion de fluor,2017-04-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
MOROCHATA,atencion odontologica,aplicacion de fluor,2017-04-01,8,6,37,56,0,1,0,0,0,1,0,0,0,0,109
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,aplicacion de fluor,2017-04-01,3,10,22,41,3,0,0,0,0,0,0,0,0,0,79
OCURI,atencion odontologica,aplicacion de fluor,2017-04-01,3,5,0,0,0,1,0,1,0,0,0,0,0,0,10
OKINAWA,atencion odontologica,aplicacion de fluor,2017-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
OMEREQUE,atencion odontologica,aplicacion de fluor,2017-04-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
ORURO,atencion odontologica,aplicacion de fluor,2017-04-01,26,24,8,18,14,17,57,101,15,5,0,0,0,0,285
PADCAYA,atencion odontologica,aplicacion de fluor,2017-04-01,10,6,18,20,2,1,0,0,0,0,0,0,0,0,57
PADILLA,atencion odontologica,aplicacion de fluor,2017-04-01,5,4,21,27,0,2,0,3,0,0,0,0,0,0,62
PAILON,atencion odontologica,aplicacion de fluor,2017-04-01,3,2,3,5,3,3,0,12,0,0,0,0,0,0,31
PALCA,atencion odontologica,aplicacion de fluor,2017-04-01,8,13,0,0,0,0,0,0,0,0,0,0,0,0,21
PALOS BLANCOS,atencion odontologica,aplicacion de fluor,2017-04-01,36,48,5,5,0,0,2,1,0,0,0,0,0,0,97
PAMPA GRANDE,atencion odontologica,aplicacion de fluor,2017-04-01,16,13,1,1,0,1,3,1,0,0,0,0,0,0,36
PAPEL PAMPA,atencion odontologica,aplicacion de fluor,2017-04-01,0,2,0,0,0,1,0,1,0,0,0,0,0,0,4
PASORAPA,atencion odontologica,aplicacion de fluor,2017-04-01,4,2,26,19,0,0,0,0,0,0,0,0,0,0,51
PATACAMAYA,atencion odontologica,aplicacion de fluor,2017-04-01,6,6,1,0,0,0,0,1,0,0,0,0,0,0,14
PAZÑA,atencion odontologica,aplicacion de fluor,2017-04-01,3,3,6,3,0,0,0,0,0,0,0,0,0,0,15
PELECHUCO,atencion odontologica,aplicacion de fluor,2017-04-01,2,6,0,0,0,0,0,0,0,0,0,0,0,0,8
POCOATA,atencion odontologica,aplicacion de fluor,2017-04-01,11,10,0,0,0,0,0,0,0,0,0,0,0,0,21
POCONA,atencion odontologica,aplicacion de fluor,2017-04-01,10,5,13,17,3,10,2,3,0,0,0,0,0,0,63
POJO (CBBA),atencion odontologica,aplicacion de fluor,2017-04-01,1,4,12,14,0,0,0,0,0,0,0,0,0,0,31
POOPO,atencion odontologica,aplicacion de fluor,2017-04-01,2,4,2,8,7,6,2,2,9,8,0,0,0,0,50
POROMA,atencion odontologica,aplicacion de fluor,2017-04-01,2,8,23,26,11,9,0,3,0,0,0,0,0,0,82
PORONGO,atencion odontologica,aplicacion de fluor,2017-04-01,18,23,62,63,2,2,0,1,0,0,0,0,0,0,171
PORVENIR,atencion odontologica,aplicacion de fluor,2017-04-01,9,3,0,0,0,0,0,0,0,0,0,0,0,0,12
POSTRER VALLE,atencion odontologica,aplicacion de fluor,2017-04-01,11,15,0,0,0,0,0,0,0,0,0,0,0,0,26
POTOSI,atencion odontologica,aplicacion de fluor,2017-04-01,41,50,12,18,7,7,22,51,6,4,0,0,0,0,218
PRESTO,atencion odontologica,aplicacion de fluor,2017-04-01,3,7,6,4,0,3,0,3,0,0,0,0,0,0,26
PUCARA,atencion odontologica,aplicacion de fluor,2017-04-01,15,7,4,4,0,0,0,0,0,0,0,0,0,0,30
PUCARANI,atencion odontologica,aplicacion de fluor,2017-04-01,8,11,0,0,0,0,0,0,0,1,0,0,0,0,20
PUERTO ACOSTA,atencion odontologica,aplicacion de fluor,2017-04-01,6,4,2,1,0,0,0,0,0,0,0,0,0,0,13
PUERTO CARABUCO,atencion odontologica,aplicacion de fluor,2017-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PUERTO GONZALO MORENO,atencion odontologica,aplicacion de fluor,2017-04-01,5,6,4,11,0,13,0,21,0,0,0,0,0,0,60
PUERTO QUIJARRO,atencion odontologica,aplicacion de fluor,2017-04-01,43,28,1,0,0,0,0,0,0,0,0,0,0,0,72
PUERTO RICO,atencion odontologica,aplicacion de fluor,2017-04-01,11,11,1,0,0,1,0,0,0,0,0,0,0,0,24
PUERTO SUAREZ,atencion odontologica,aplicacion de fluor,2017-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PUERTO VILLARROEL,atencion odontologica,aplicacion de fluor,2017-04-01,6,6,15,15,0,2,0,2,0,0,0,0,0,0,46
PUNA,atencion odontologica,aplicacion de fluor,2017-04-01,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3
PUNATA,atencion odontologica,aplicacion de fluor,2017-04-01,7,15,1,8,0,0,0,1,0,0,0,0,0,0,32
QUIABAYA,atencion odontologica,aplicacion de fluor,2017-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
QUILLACOLLO,atencion odontologica,aplicacion de fluor,2017-04-01,52,48,96,108,50,74,64,187,63,47,0,0,0,0,789
QUIME,atencion odontologica,aplicacion de fluor,2017-04-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4
QUIRUSILLAS,atencion odontologica,aplicacion de fluor,2017-04-01,33,51,33,25,0,0,1,0,0,0,0,0,0,0,143
RAVELO,atencion odontologica,aplicacion de fluor,2017-04-01,4,5,0,0,0,0,0,0,0,0,0,0,0,0,9
REYES,atencion odontologica,aplicacion de fluor,2017-04-01,0,1,4,5,0,2,0,0,0,0,0,0,0,0,12
RIBERALTA,atencion odontologica,aplicacion de fluor,2017-04-01,248,299,7,18,3,17,1,25,0,0,0,0,0,0,618
ROBORE,atencion odontologica,aplicacion de fluor,2017-04-01,6,8,0,0,0,0,0,0,0,0,0,0,0,0,14
RURRENABAQUE,atencion odontologica,aplicacion de fluor,2017-04-01,4,13,3,6,0,2,0,5,1,0,0,0,0,0,34
SABAYA,atencion odontologica,aplicacion de fluor,2017-04-01,1,2,0,0,0,1,0,5,0,0,0,0,0,0,9
SACABA,atencion odontologica,aplicacion de fluor,2017-04-01,22,15,4,19,2,6,5,7,2,4,0,0,0,0,86
SACACA,atencion odontologica,aplicacion de fluor,2017-04-01,1,2,0,0,0,0,0,1,0,0,0,0,0,0,4
SALINAS DE GARCI MENDOZA,atencion odontologica,aplicacion de fluor,2017-04-01,18,19,11,20,1,1,0,9,2,1,0,0,0,0,82
SAMAIPATA,atencion odontologica,aplicacion de fluor,2017-04-01,89,113,1,1,0,0,0,1,0,2,0,0,0,0,207
SAN ANDRES,atencion odontologica,aplicacion de fluor,2017-04-01,21,21,5,9,0,1,0,4,0,0,0,0,0,0,61
SAN ANDRES DE MACHACA,atencion odontologica,aplicacion de fluor,2017-04-01,2,6,0,0,0,0,0,0,0,0,0,0,0,0,8
SAN ANTONIO DE ESMORUCO,atencion odontologica,aplicacion de fluor,2017-04-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
SAN BENITO,atencion odontologica,aplicacion de fluor,2017-04-01,3,1,20,18,0,0,1,0,1,1,0,0,0,0,45
SAN BORJA,atencion odontologica,aplicacion de fluor,2017-04-01,1,2,0,0,0,1,0,0,0,0,0,0,0,0,4
SAN BUENA VENTURA,atencion odontologica,aplicacion de fluor,2017-04-01,7,4,1,1,0,0,0,0,0,0,0,0,0,0,13
SAN IGNACIO,atencion odontologica,aplicacion de fluor,2017-04-01,6,3,60,92,2,5,2,3,0,0,0,0,0,0,173
SAN IGNACIO DE VELASCO,atencion odontologica,aplicacion de fluor,2017-04-01,4,1,0,2,2,1,0,1,0,0,0,0,0,0,11
SAN JAVIER(STC),atencion odontologica,aplicacion de fluor,2017-04-01,1,3,443,399,0,0,1,4,0,1,0,0,0,0,852
SAN JOSE DE CHIQUITOS,atencion odontologica,aplicacion de fluor,2017-04-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
SAN JUAN DE YAPACANI,atencion odontologica,aplicacion de fluor,2017-04-01,7,5,394,361,0,0,0,0,0,0,0,0,0,0,767
SAN JULIAN,atencion odontologica,aplicacion de fluor,2017-04-01,71,69,131,118,0,2,1,12,2,0,0,0,0,0,406
SAN LORENZO(PND),atencion odontologica,aplicacion de fluor,2017-04-01,6,18,0,0,0,2,0,0,0,0,0,0,0,0,26
SAN LORENZO(TJA),atencion odontologica,aplicacion de fluor,2017-04-01,0,1,1,1,0,1,0,0,0,0,0,0,0,0,4
SAN LUCAS,atencion odontologica,aplicacion de fluor,2017-04-01,33,34,0,0,0,3,0,5,0,0,0,0,0,0,75
SAN MATIAS,atencion odontologica,aplicacion de fluor,2017-04-01,10,9,0,0,0,0,0,0,0,0,0,0,0,0,19
SAN MIGUEL DE VELASCO,atencion odontologica,aplicacion de fluor,2017-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN PABLO DE LIPEZ,atencion odontologica,aplicacion de fluor,2017-04-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
SAN PEDRO DE BUENA VISTA,atencion odontologica,aplicacion de fluor,2017-04-01,9,10,0,0,0,0,0,1,0,0,0,0,0,0,20
SAN PEDRO DE CURAHUARA,atencion odontologica,aplicacion de fluor,2017-04-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3
SAN PEDRO DE QUEMES,atencion odontologica,aplicacion de fluor,2017-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SAN PEDRO DE TIQUINA,atencion odontologica,aplicacion de fluor,2017-04-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
SAN PEDRO(PND),atencion odontologica,aplicacion de fluor,2017-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN RAFAEL,atencion odontologica,aplicacion de fluor,2017-04-01,13,17,1,0,0,0,0,2,0,0,0,0,0,0,33
SAN RAMON BENI,atencion odontologica,aplicacion de fluor,2017-04-01,144,156,146,138,0,3,1,4,0,0,0,0,0,0,592
SAN RAMON SCZ,atencion odontologica,aplicacion de fluor,2017-04-01,30,49,0,0,0,0,0,0,5,5,0,0,0,0,89
SANTA ANA,atencion odontologica,aplicacion de fluor,2017-04-01,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,aplicacion de fluor,2017-04-01,901,940,154,156,67,105,132,487,59,63,0,0,0,0,3064
SANTA ROSA,atencion odontologica,aplicacion de fluor,2017-04-01,12,4,2,0,0,0,0,0,0,0,0,0,0,0,18
SANTA ROSA DEL SARA,atencion odontologica,aplicacion de fluor,2017-04-01,10,12,9,8,0,0,0,2,0,0,0,0,0,0,41
SANTIAGO DE CALLAPA,atencion odontologica,aplicacion de fluor,2017-04-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
SANTIAGO DE HUARI,atencion odontologica,aplicacion de fluor,2017-04-01,9,7,29,24,3,1,5,1,1,2,0,0,0,0,82
SANTIAGO DE HUATA,atencion odontologica,aplicacion de fluor,2017-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTIVAÑES,atencion odontologica,aplicacion de fluor,2017-04-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
SAPAHAQUI,atencion odontologica,aplicacion de fluor,2017-04-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5
SENA,atencion odontologica,aplicacion de fluor,2017-04-01,43,50,58,71,0,1,0,14,0,0,0,0,0,0,237
SICA SICA (VILLA AROMA),atencion odontologica,aplicacion de fluor,2017-04-01,15,15,0,1,0,0,0,0,0,0,0,0,0,0,31
SICAYA,atencion odontologica,aplicacion de fluor,2017-04-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
SIPE SIPE,atencion odontologica,aplicacion de fluor,2017-04-01,2,5,0,0,0,0,0,0,0,5,0,0,0,0,12
SORACACHI,atencion odontologica,aplicacion de fluor,2017-04-01,6,4,31,29,9,5,0,1,1,1,0,0,0,0,87
SORATA,atencion odontologica,aplicacion de fluor,2017-04-01,3,7,0,0,0,0,0,0,0,0,0,0,0,0,10
SUCRE,atencion odontologica,aplicacion de fluor,2017-04-01,107,163,70,46,11,26,42,108,8,6,0,0,0,0,587
TACACHI,atencion odontologica,aplicacion de fluor,2017-04-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
TACACOMA,atencion odontologica,aplicacion de fluor,2017-04-01,2,3,0,0,1,0,0,0,0,0,0,0,0,0,6
TAHUA,atencion odontologica,aplicacion de fluor,2017-04-01,0,2,3,8,0,0,0,0,0,0,0,0,0,0,13
TAPACARI,atencion odontologica,aplicacion de fluor,2017-04-01,3,2,3,0,0,2,0,4,0,1,0,0,0,0,15
TARABUCO,atencion odontologica,aplicacion de fluor,2017-04-01,15,18,0,1,0,0,0,0,1,0,0,0,0,0,35
TARACO,atencion odontologica,aplicacion de fluor,2017-04-01,15,13,6,3,0,0,0,0,0,0,0,0,0,0,37
TARATA,atencion odontologica,aplicacion de fluor,2017-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TARIJA,atencion odontologica,aplicacion de fluor,2017-04-01,10,16,36,54,18,22,15,34,10,4,0,0,0,0,219
TARVITA,atencion odontologica,aplicacion de fluor,2017-04-01,11,18,0,0,0,0,0,0,0,0,0,0,0,0,29
TEOPONTE,atencion odontologica,aplicacion de fluor,2017-04-01,15,13,3,0,0,1,0,1,0,0,0,0,0,0,33
TIAWANACU,atencion odontologica,aplicacion de fluor,2017-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TINGUIPAYA,atencion odontologica,aplicacion de fluor,2017-04-01,11,17,0,1,0,4,0,12,0,0,0,0,0,0,45
TIPUANI,atencion odontologica,aplicacion de fluor,2017-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TIQUIPAYA,atencion odontologica,aplicacion de fluor,2017-04-01,44,43,1,5,0,1,0,8,1,2,0,0,0,0,105
TIRAQUE (CBBA),atencion odontologica,aplicacion de fluor,2017-04-01,8,4,24,36,0,0,0,0,0,0,0,0,0,0,72
TOCO,atencion odontologica,aplicacion de fluor,2017-04-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
TOLATA,atencion odontologica,aplicacion de fluor,2017-04-01,5,6,4,1,0,0,2,11,0,5,0,0,0,0,34
TOLEDO,atencion odontologica,aplicacion de fluor,2017-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TOMAVE,atencion odontologica,aplicacion de fluor,2017-04-01,7,12,0,0,0,0,0,0,0,0,0,0,0,0,19
TOMINA,atencion odontologica,aplicacion de fluor,2017-04-01,7,5,3,3,0,0,0,0,0,0,0,0,0,0,18
TORO TORO,atencion odontologica,aplicacion de fluor,2017-04-01,6,5,0,0,0,2,0,3,0,0,0,0,0,0,16
TOTORA(CBBA),atencion odontologica,aplicacion de fluor,2017-04-01,0,2,12,9,0,0,0,0,0,0,0,0,0,0,23
TOTORA(ORR),atencion odontologica,aplicacion de fluor,2017-04-01,1,1,1,0,0,3,2,12,3,2,0,0,0,0,25
TRIGAL,atencion odontologica,aplicacion de fluor,2017-04-01,12,10,0,0,0,0,0,0,0,0,0,0,0,0,22
TRINIDAD,atencion odontologica,aplicacion de fluor,2017-04-01,25,37,33,30,2,2,1,7,0,0,0,0,0,0,137
TUPIZA,atencion odontologica,aplicacion de fluor,2017-04-01,38,40,3,9,7,2,3,28,3,1,0,0,0,0,134
TURCO,atencion odontologica,aplicacion de fluor,2017-04-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
UMALA,atencion odontologica,aplicacion de fluor,2017-04-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UNCIA,atencion odontologica,aplicacion de fluor,2017-04-01,0,0,11,24,2,14,0,7,0,2,0,0,0,0,60
URIONDO (A. CONCEPCION),atencion odontologica,aplicacion de fluor,2017-04-01,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3
URUBICHA,atencion odontologica,aplicacion de fluor,2017-04-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
UYUNI,atencion odontologica,aplicacion de fluor,2017-04-01,4,3,9,9,2,2,1,2,1,0,0,0,0,0,33
VACAS,atencion odontologica,aplicacion de fluor,2017-04-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
VALLEGRANDE,atencion odontologica,aplicacion de fluor,2017-04-01,82,79,4,2,0,0,0,0,0,0,0,0,0,0,167
VIACHA,atencion odontologica,aplicacion de fluor,2017-04-01,51,43,2,11,0,0,0,1,0,0,0,0,0,0,108
VILA VILA,atencion odontologica,aplicacion de fluor,2017-04-01,5,4,0,0,0,0,0,0,0,1,0,0,0,0,10
VILLA CHARCAS,atencion odontologica,aplicacion de fluor,2017-04-01,0,3,9,4,0,0,0,1,0,0,0,0,0,0,17
VILLA MONTES,atencion odontologica,aplicacion de fluor,2017-04-01,11,8,34,50,0,0,4,1,0,0,0,0,0,0,108
VILLA NUEVA (LOMA ALTA),atencion odontologica,aplicacion de fluor,2017-04-01,2,2,1,0,0,0,0,1,0,0,0,0,0,0,6
VILLA RIVERO,atencion odontologica,aplicacion de fluor,2017-04-01,3,3,0,0,0,0,1,2,0,0,0,0,0,0,9
VILLA TUNARI,atencion odontologica,aplicacion de fluor,2017-04-01,13,19,16,18,0,1,3,19,5,2,0,0,0,0,96
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,aplicacion de fluor,2017-04-01,3,3,3,2,0,0,3,1,0,0,0,0,0,0,15
VILLAZON,atencion odontologica,aplicacion de fluor,2017-04-01,6,13,5,17,0,0,3,2,1,1,0,0,0,0,48
VINTO,atencion odontologica,aplicacion de fluor,2017-04-01,31,30,0,0,0,0,0,1,0,1,0,0,0,0,63
WARNES,atencion odontologica,aplicacion de fluor,2017-04-01,30,22,74,89,6,6,2,13,1,2,0,0,0,0,245
YACO,atencion odontologica,aplicacion de fluor,2017-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
YACUIBA,atencion odontologica,aplicacion de fluor,2017-04-01,2,0,3,4,2,1,1,7,4,1,0,0,0,0,25
YAMPARAEZ,atencion odontologica,aplicacion de fluor,2017-04-01,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10
YAPACANI,atencion odontologica,aplicacion de fluor,2017-04-01,74,57,11,16,0,2,1,6,21,18,0,0,0,0,206
YOCALLA,atencion odontologica,aplicacion de fluor,2017-04-01,2,5,0,0,0,1,0,1,0,0,0,0,0,0,9
YOTALA,atencion odontologica,aplicacion de fluor,2017-04-01,13,11,2,0,3,0,0,0,0,0,0,0,0,0,29
YUNCHARA,atencion odontologica,aplicacion de fluor,2017-04-01,0,0,6,10,0,0,0,0,0,0,0,0,0,0,16
ZUDAÑEZ,atencion odontologica,aplicacion de fluor,2017-04-01,2,6,0,2,0,0,0,0,0,0,0,0,0,0,10
ACACIO,atencion odontologica,aplicacion de fluor,2017-05-01,0,1,0,0,0,0,0,3,0,0,0,0,0,0,4
ACHACACHI,atencion odontologica,aplicacion de fluor,2017-05-01,4,4,4,2,0,0,8,7,3,1,0,0,0,0,33
ACHOCALLA,atencion odontologica,aplicacion de fluor,2017-05-01,5,4,0,0,0,0,0,1,0,0,0,0,0,0,10
AIQUILE,atencion odontologica,aplicacion de fluor,2017-05-01,2,0,0,3,3,0,0,0,0,0,0,0,0,0,8
ALCALA,atencion odontologica,aplicacion de fluor,2017-05-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3
ALTO BENI,atencion odontologica,aplicacion de fluor,2017-05-01,5,5,0,0,0,0,0,1,0,0,0,0,0,0,11
ANCORAIMES,atencion odontologica,aplicacion de fluor,2017-05-01,6,16,0,0,1,0,0,0,0,0,0,0,0,0,23
ANDAMARCA,atencion odontologica,aplicacion de fluor,2017-05-01,8,10,15,15,0,0,0,1,1,0,0,0,0,0,50
ANTEQUERA,atencion odontologica,aplicacion de fluor,2017-05-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ANZALDO,atencion odontologica,aplicacion de fluor,2017-05-01,30,55,102,165,10,13,0,20,12,22,0,0,0,0,429
APOLO,atencion odontologica,aplicacion de fluor,2017-05-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
ARAMPAMPA,atencion odontologica,aplicacion de fluor,2017-05-01,9,8,7,2,2,2,0,0,0,0,0,0,0,0,30
ARANI,atencion odontologica,aplicacion de fluor,2017-05-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
ARBIETO,atencion odontologica,aplicacion de fluor,2017-05-01,2,5,0,0,0,0,0,1,0,0,0,0,0,0,8
ARQUE,atencion odontologica,aplicacion de fluor,2017-05-01,3,4,2,3,0,0,0,2,0,0,0,0,0,0,14
ASCENCION DE GUARAYOS,atencion odontologica,aplicacion de fluor,2017-05-01,6,5,0,0,0,0,0,0,0,0,0,0,0,0,11
ATOCHA,atencion odontologica,aplicacion de fluor,2017-05-01,2,1,5,1,0,0,0,0,0,0,0,0,0,0,9
AUCAPATA,atencion odontologica,aplicacion de fluor,2017-05-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
AYATA,atencion odontologica,aplicacion de fluor,2017-05-01,4,7,0,0,0,0,0,0,0,0,0,0,0,0,11
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,aplicacion de fluor,2017-05-01,11,12,0,0,0,1,0,4,4,4,0,0,0,0,36
AZURDUY,atencion odontologica,aplicacion de fluor,2017-05-01,1,0,0,2,0,1,0,0,0,0,0,0,0,0,4
BELEN DE ANDAMARCA,atencion odontologica,aplicacion de fluor,2017-05-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
BELEN DE URMIRI,atencion odontologica,aplicacion de fluor,2017-05-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
BELLA FLOR,atencion odontologica,aplicacion de fluor,2017-05-01,2,2,0,0,0,1,0,2,0,0,0,0,0,0,7
BERMEJO,atencion odontologica,aplicacion de fluor,2017-05-01,0,0,4,3,0,0,0,0,0,0,0,0,0,0,7
BETANZOS,atencion odontologica,aplicacion de fluor,2017-05-01,4,3,75,89,0,0,0,0,0,1,0,0,0,0,172
BOLPEBRA,atencion odontologica,aplicacion de fluor,2017-05-01,2,8,2,4,0,0,0,0,0,0,0,0,0,0,16
BUENA VISTA,atencion odontologica,aplicacion de fluor,2017-05-01,25,29,93,169,0,1,0,0,0,0,0,0,0,0,317
CABEZAS,atencion odontologica,aplicacion de fluor,2017-05-01,53,98,0,0,0,0,0,4,0,0,0,0,0,0,155
CAIROMA,atencion odontologica,aplicacion de fluor,2017-05-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
"CAIZA ""D""",atencion odontologica,aplicacion de fluor,2017-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAJUATA,atencion odontologica,aplicacion de fluor,2017-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CALAMARCA,atencion odontologica,aplicacion de fluor,2017-05-01,1,1,0,1,0,0,0,1,0,0,0,0,0,0,4
CAMARGO,atencion odontologica,aplicacion de fluor,2017-05-01,1,3,0,0,0,0,0,2,0,0,0,0,0,0,6
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,aplicacion de fluor,2017-05-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
CAMIRI,atencion odontologica,aplicacion de fluor,2017-05-01,104,89,787,772,175,187,0,16,2,1,0,0,0,0,2133
CAPINOTA,atencion odontologica,aplicacion de fluor,2017-05-01,3,3,0,1,0,0,0,0,0,0,0,0,0,0,7
