,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES
CAMIRI,atencion odontologica,consulta nueva,2017-03-01,419,360,511,512,73,111,55,167,41,35,0,118,0,32,2434
CAPINOTA,atencion odontologica,consulta nueva,2017-03-01,216,217,74,109,17,22,120,179,53,69,0,22,0,40,1138
CAQUIAVIRI,atencion odontologica,consulta nueva,2017-03-01,14,16,2,8,5,14,9,23,5,10,0,5,0,1,112
CARACOLLO,atencion odontologica,consulta nueva,2017-03-01,51,60,57,65,14,44,56,158,65,44,0,49,0,14,677
CARANAVI,atencion odontologica,consulta nueva,2017-03-01,233,229,121,144,24,90,45,214,88,44,0,123,0,128,1483
CARAPARI,atencion odontologica,consulta nueva,2017-03-01,21,26,112,146,61,97,182,237,16,12,0,1,0,3,914
CARIPUYO,atencion odontologica,consulta nueva,2017-03-01,29,43,9,8,4,8,19,29,10,11,0,4,0,8,182
CARMEN RIVERO TORREZ,atencion odontologica,consulta nueva,2017-03-01,51,55,2,2,3,19,39,45,39,26,0,20,0,13,314
CATACORA,atencion odontologica,consulta nueva,2017-03-01,7,13,5,6,5,3,6,11,0,0,0,1,0,2,59
CHACARILLA,atencion odontologica,consulta nueva,2017-03-01,10,9,0,0,0,2,5,4,7,5,0,0,0,1,43
CHALLAPATA,atencion odontologica,consulta nueva,2017-03-01,271,253,508,497,31,103,109,307,94,99,0,72,0,100,2444
CHAQUI,atencion odontologica,consulta nueva,2017-03-01,26,27,20,19,7,34,21,76,17,18,0,29,0,18,312
CHARAGUA,atencion odontologica,consulta nueva,2017-03-01,30,21,15,2,11,12,19,36,11,11,0,6,0,6,180
CHARAÑA,atencion odontologica,consulta nueva,2017-03-01,19,13,3,0,1,3,5,8,1,0,0,2,0,5,60
CHAYANTA,atencion odontologica,consulta nueva,2017-03-01,53,93,36,25,22,29,46,156,24,32,0,54,0,36,606
CHIMORE,atencion odontologica,consulta nueva,2017-03-01,131,105,78,38,7,30,24,82,2,3,0,44,0,36,580
CHIPAYA,atencion odontologica,consulta nueva,2017-03-01,3,0,20,24,0,2,6,14,1,3,0,36,0,2,111
CHOQUE COTA,atencion odontologica,consulta nueva,2017-03-01,0,4,93,89,3,9,2,15,7,8,0,2,0,3,235
CHUA COCANI,atencion odontologica,consulta nueva,2017-03-01,75,65,1,3,5,7,7,23,27,10,0,0,0,15,238
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta nueva,2017-03-01,146,140,77,71,13,46,23,166,8,2,0,93,0,80,865
CHUMA,atencion odontologica,consulta nueva,2017-03-01,49,37,13,28,22,37,76,113,46,41,0,10,0,15,487
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta nueva,2017-03-01,133,110,154,391,2,27,3,59,26,41,0,47,0,75,1068
CKOCHAS,atencion odontologica,consulta nueva,2017-03-01,32,21,5,1,5,15,15,52,20,28,0,16,0,10,220
CLIZA,atencion odontologica,consulta nueva,2017-03-01,90,81,49,34,15,35,29,164,68,88,0,28,0,58,739
COBIJA,atencion odontologica,consulta nueva,2017-03-01,622,619,51,48,46,107,161,389,42,18,0,297,0,99,2499
COCAPATA,atencion odontologica,consulta nueva,2017-03-01,172,167,17,20,11,56,31,167,43,40,0,36,0,93,853
COCHABAMBA,atencion odontologica,consulta nueva,2017-03-01,2346,2511,744,874,319,901,1748,4257,905,842,0,1139,0,1061,17647
COIPASA,atencion odontologica,consulta nueva,2017-03-01,5,9,18,11,12,7,8,11,7,2,0,0,0,2,92
COLCAPIRHUA,atencion odontologica,consulta nueva,2017-03-01,334,403,59,101,17,82,46,398,208,181,0,153,0,170,2152
"COLCHA ""K""",atencion odontologica,consulta nueva,2017-03-01,63,125,18,15,5,25,25,56,22,33,0,21,0,16,424
COLLANA,atencion odontologica,consulta nueva,2017-03-01,10,6,35,29,1,4,6,14,11,12,0,0,0,0,128
COLOMI,atencion odontologica,consulta nueva,2017-03-01,194,157,16,10,10,18,7,86,62,58,0,28,0,38,684
COLPA BELGICA,atencion odontologica,consulta nueva,2017-03-01,15,25,204,172,0,0,4,3,2,0,0,0,0,0,425
COLQUECHACA,atencion odontologica,consulta nueva,2017-03-01,93,94,13,18,16,53,42,155,108,106,0,35,0,43,776
COLQUENCHA,atencion odontologica,consulta nueva,2017-03-01,27,43,94,94,30,41,34,89,4,13,0,11,0,3,483
COLQUIRI,atencion odontologica,consulta nueva,2017-03-01,107,121,54,52,20,40,64,166,38,41,0,32,0,25,760
COMANCHE,atencion odontologica,consulta nueva,2017-03-01,6,2,3,2,1,3,0,5,4,3,0,0,0,0,29
COMARAPA,atencion odontologica,consulta nueva,2017-03-01,88,73,12,19,7,14,22,91,12,11,0,5,0,2,356
COMBAYA,atencion odontologica,consulta nueva,2017-03-01,0,0,0,0,0,0,1,2,4,2,0,0,0,0,9
CONCEPCION,atencion odontologica,consulta nueva,2017-03-01,1,2,0,1,0,1,0,2,0,3,0,0,0,0,10
COPACABANA,atencion odontologica,consulta nueva,2017-03-01,25,38,13,7,1,20,24,39,6,13,0,4,0,6,196
CORIPATA,atencion odontologica,consulta nueva,2017-03-01,38,31,15,16,2,14,8,31,8,0,0,9,0,16,188
CORO CORO,atencion odontologica,consulta nueva,2017-03-01,21,7,17,29,10,22,31,47,16,9,0,6,0,5,220
COROICO,atencion odontologica,consulta nueva,2017-03-01,26,26,16,31,15,34,17,117,18,28,0,0,0,15,343
CORQUE,atencion odontologica,consulta nueva,2017-03-01,12,20,32,37,2,11,7,46,20,17,0,16,0,11,231
COTAGAITA,atencion odontologica,consulta nueva,2017-03-01,65,91,149,126,35,41,123,174,37,41,0,6,0,5,893
COTOCA,atencion odontologica,consulta nueva,2017-03-01,252,312,13,17,5,29,10,96,51,44,0,39,0,35,903
CRUZ DE MACHACAMARCA,atencion odontologica,consulta nueva,2017-03-01,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3
CUATRO CAÑADAS,atencion odontologica,consulta nueva,2017-03-01,203,194,6,5,1,37,18,99,16,19,0,38,0,59,695
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta nueva,2017-03-01,20,26,125,133,9,15,16,49,31,22,0,7,0,4,457
CUEVO,atencion odontologica,consulta nueva,2017-03-01,13,17,11,11,7,9,20,54,17,5,0,4,0,1,169
CULPINA,atencion odontologica,consulta nueva,2017-03-01,58,48,13,11,4,22,34,115,21,31,0,36,0,10,403
CURAHUARA DE CARANGAS,atencion odontologica,consulta nueva,2017-03-01,32,28,12,11,6,16,6,47,14,24,0,11,0,5,212
CURVA,atencion odontologica,consulta nueva,2017-03-01,21,20,3,0,2,2,12,6,9,13,0,1,0,3,92
DESAGUADERO,atencion odontologica,consulta nueva,2017-03-01,14,5,8,16,3,5,7,17,11,8,0,3,0,2,99
EL ALTO,atencion odontologica,consulta nueva,2017-03-01,2873,3244,3068,3389,932,1342,824,2809,340,235,0,956,0,688,20700
EL CHORO,atencion odontologica,consulta nueva,2017-03-01,42,17,13,1,0,16,10,31,21,33,0,23,0,8,215
EL PUENTE(STC),atencion odontologica,consulta nueva,2017-03-01,16,19,0,1,0,4,4,20,1,1,0,5,0,10,81
EL PUENTE(TJA),atencion odontologica,consulta nueva,2017-03-01,26,48,121,117,42,67,98,283,26,27,0,3,0,1,859
EL TORNO,atencion odontologica,consulta nueva,2017-03-01,690,607,544,662,59,99,70,340,102,67,0,118,0,51,3409
EL VILLAR,atencion odontologica,consulta nueva,2017-03-01,15,15,6,17,5,8,13,31,8,1,0,3,0,4,126
ENTRE RIOS TRJ,atencion odontologica,consulta nueva,2017-03-01,153,182,184,212,58,110,119,327,25,30,0,46,0,16,1462
ENTRE RIOS CBBA,atencion odontologica,consulta nueva,2017-03-01,116,85,33,25,4,124,14,144,17,6,0,60,0,153,781
ESCARA,atencion odontologica,consulta nueva,2017-03-01,12,19,0,3,1,0,3,13,11,7,0,5,0,5,79
ESCOMA,atencion odontologica,consulta nueva,2017-03-01,9,1,39,34,9,20,18,30,14,15,0,0,0,1,190
ESMERALDA,atencion odontologica,consulta nueva,2017-03-01,1,3,0,0,0,1,1,3,9,10,0,2,0,0,30
EUCALIPTUS,atencion odontologica,consulta nueva,2017-03-01,31,20,7,13,4,8,15,30,13,4,0,3,0,3,151
EXALTACION,atencion odontologica,consulta nueva,2017-03-01,0,3,3,3,0,0,4,4,4,0,0,0,0,0,21
FERNANDEZ ALONSO,atencion odontologica,consulta nueva,2017-03-01,20,15,38,44,8,42,13,58,5,20,0,40,0,6,309
FILADELFIA,atencion odontologica,consulta nueva,2017-03-01,120,93,38,48,1,18,7,22,4,3,0,29,0,0,383
GENERAL SAAVEDRA,atencion odontologica,consulta nueva,2017-03-01,34,26,7,3,3,6,4,16,4,10,0,4,0,9,126
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta nueva,2017-03-01,80,90,14,24,16,21,38,91,30,36,0,15,0,25,480
GUANAY,atencion odontologica,consulta nueva,2017-03-01,63,71,8,1,2,6,6,8,4,3,0,2,0,2,176
GUAQUI,atencion odontologica,consulta nueva,2017-03-01,23,43,15,9,16,28,30,89,44,41,0,23,0,28,389
GUAYARAMERIN,atencion odontologica,consulta nueva,2017-03-01,68,66,74,100,56,137,119,315,40,42,0,132,0,15,1164
GUTIERREZ,atencion odontologica,consulta nueva,2017-03-01,48,63,221,225,18,37,26,83,44,28,0,24,0,24,841
HUACARETA,atencion odontologica,consulta nueva,2017-03-01,10,5,1,1,0,2,2,27,12,1,0,14,0,3,78
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta nueva,2017-03-01,15,24,43,42,2,4,7,32,2,0,0,5,0,7,183
HUACHACALLA,atencion odontologica,consulta nueva,2017-03-01,0,10,33,32,5,10,12,31,6,5,0,14,0,0,158
HUANUNI,atencion odontologica,consulta nueva,2017-03-01,94,128,105,131,59,112,118,203,34,16,0,54,0,29,1083
HUARACAJE,atencion odontologica,consulta nueva,2017-03-01,8,6,16,9,1,9,3,12,5,1,0,0,0,0,70
HUARINA,atencion odontologica,consulta nueva,2017-03-01,14,37,5,3,0,9,7,16,32,25,0,2,0,12,162
HUATAJATA,atencion odontologica,consulta nueva,2017-03-01,33,30,8,10,13,5,10,40,14,14,0,18,0,1,196
HUAYLLAMARCA,atencion odontologica,consulta nueva,2017-03-01,46,28,177,140,14,23,24,31,62,39,0,1,0,5,590
HUMANATA,atencion odontologica,consulta nueva,2017-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICHOCA,atencion odontologica,consulta nueva,2017-03-01,38,5,3,3,2,9,21,32,32,21,0,5,0,7,178
ICLA,atencion odontologica,consulta nueva,2017-03-01,153,140,14,43,45,54,75,145,14,18,0,46,0,15,762
INCAHUASI,atencion odontologica,consulta nueva,2017-03-01,125,134,52,68,10,38,14,83,13,11,0,24,0,28,600
INGAVI (HUMAITA),atencion odontologica,consulta nueva,2017-03-01,17,26,16,14,0,12,5,17,13,0,0,5,0,0,125
INQUISIVI,atencion odontologica,consulta nueva,2017-03-01,98,126,32,28,32,75,63,96,93,55,0,27,0,54,779
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta nueva,2017-03-01,147,170,32,60,9,27,25,109,35,55,0,16,0,38,723
IXIAMAS,atencion odontologica,consulta nueva,2017-03-01,32,54,18,18,10,18,30,54,12,5,0,15,0,9,275
JESUS DE MACHACA,atencion odontologica,consulta nueva,2017-03-01,70,54,14,33,20,38,41,106,83,75,0,9,0,24,567
LA ASUNTA,atencion odontologica,consulta nueva,2017-03-01,112,73,80,94,25,70,84,232,21,5,0,40,0,89,925
LA GUARDIA,atencion odontologica,consulta nueva,2017-03-01,383,389,29,29,4,56,23,187,98,74,0,99,0,125,1496
LA PAZ,atencion odontologica,consulta nueva,2017-03-01,4875,4831,1763,1852,526,1133,2320,5882,1146,1109,0,1537,0,804,27778
LA RIVERA,atencion odontologica,consulta nueva,2017-03-01,5,0,0,30,1,0,1,35,6,2,0,13,0,17,110
LAGUNILLAS,atencion odontologica,consulta nueva,2017-03-01,1,1,9,12,6,16,56,88,3,2,0,5,0,8,207
LAJA,atencion odontologica,consulta nueva,2017-03-01,101,78,15,23,10,40,19,91,51,49,0,20,0,49,546
LAS CARRERAS,atencion odontologica,consulta nueva,2017-03-01,22,25,22,18,3,17,0,52,12,23,0,6,0,4,204
LICOMA PAMPA,atencion odontologica,consulta nueva,2017-03-01,19,21,4,11,2,1,4,13,14,9,0,2,0,10,110
LLALLAGUA,atencion odontologica,consulta nueva,2017-03-01,447,499,35,50,11,45,39,240,19,34,0,113,0,70,1602
LLICA,atencion odontologica,consulta nueva,2017-03-01,15,6,24,20,5,6,20,19,5,13,0,1,0,3,137
LORETO,atencion odontologica,consulta nueva,2017-03-01,2,2,23,17,2,4,2,8,2,0,0,0,0,0,62
LURIBAY,atencion odontologica,consulta nueva,2017-03-01,19,16,14,21,6,17,33,41,16,4,0,1,0,6,194
MACHACAMARCA,atencion odontologica,consulta nueva,2017-03-01,29,25,57,46,6,20,38,99,39,68,0,13,0,9,449
MACHARETI,atencion odontologica,consulta nueva,2017-03-01,22,18,8,15,7,26,29,87,4,4,0,17,0,11,248
MAGDALENA,atencion odontologica,consulta nueva,2017-03-01,10,5,30,38,9,15,22,39,9,3,0,6,0,1,187
MAIRANA,atencion odontologica,consulta nueva,2017-03-01,34,93,24,18,1,33,8,122,4,6,0,40,0,53,436
MALLA,atencion odontologica,consulta nueva,2017-03-01,19,9,3,1,3,7,4,31,32,23,0,18,0,10,160
MAPIRI,atencion odontologica,consulta nueva,2017-03-01,32,35,10,23,11,13,24,67,25,6,0,20,0,14,280
MECAPACA,atencion odontologica,consulta nueva,2017-03-01,52,81,26,18,1,14,14,52,20,8,0,10,0,14,310
MINEROS,atencion odontologica,consulta nueva,2017-03-01,78,90,0,7,0,6,1,43,11,11,0,6,0,18,271
MIZQUE,atencion odontologica,consulta nueva,2017-03-01,210,159,33,43,10,38,39,181,24,44,0,56,0,100,937
MOCOMOCO,atencion odontologica,consulta nueva,2017-03-01,11,4,6,6,11,14,25,45,20,19,0,6,0,7,174
MOJINETE,atencion odontologica,consulta nueva,2017-03-01,7,5,3,1,0,8,2,4,2,1,0,2,0,0,35
MOJOCOYA,atencion odontologica,consulta nueva,2017-03-01,25,16,26,43,30,34,50,162,5,14,0,18,0,2,425
MONTEAGUDO,atencion odontologica,consulta nueva,2017-03-01,103,148,41,32,13,57,40,152,18,12,0,38,0,54,708
MONTERO,atencion odontologica,consulta nueva,2017-03-01,512,525,493,532,164,363,219,952,256,208,0,183,0,71,4478
MORO MORO,atencion odontologica,consulta nueva,2017-03-01,11,16,4,5,0,2,8,19,3,6,0,0,0,3,77
MOROCHATA,atencion odontologica,consulta nueva,2017-03-01,39,23,3,9,12,29,30,87,68,61,0,22,0,32,415
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consulta nueva,2017-03-01,5,2,1,0,0,1,3,5,2,0,0,2,0,1,22
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,consulta nueva,2017-03-01,4,0,0,0,0,0,0,1,2,0,0,2,0,2,11
OCURI,atencion odontologica,consulta nueva,2017-03-01,80,64,13,3,8,25,20,89,38,66,0,29,0,31,466
OKINAWA,atencion odontologica,consulta nueva,2017-03-01,11,33,8,4,8,11,4,33,4,3,0,3,0,5,127
OMEREQUE,atencion odontologica,consulta nueva,2017-03-01,12,7,4,9,0,17,5,30,25,23,0,16,0,10,158
ORURO,atencion odontologica,consulta nueva,2017-03-01,1391,1443,638,774,199,475,1107,2286,380,321,0,873,0,402,10289
PADCAYA,atencion odontologica,consulta nueva,2017-03-01,16,16,147,131,51,91,58,153,10,6,0,4,0,3,686
PADILLA,atencion odontologica,consulta nueva,2017-03-01,71,90,43,64,8,14,84,121,33,11,0,41,0,81,661
PAILON,atencion odontologica,consulta nueva,2017-03-01,19,33,37,45,16,16,32,101,10,8,0,18,0,18,353
PALCA,atencion odontologica,consulta nueva,2017-03-01,183,90,19,15,11,35,32,69,17,22,0,27,0,18,538
PALOS BLANCOS,atencion odontologica,consulta nueva,2017-03-01,100,127,33,39,16,40,45,135,34,23,0,43,0,70,705
PAMPA AULLAGAS,atencion odontologica,consulta nueva,2017-03-01,18,6,27,35,5,7,3,20,1,9,0,10,0,10,151
PAMPA GRANDE,atencion odontologica,consulta nueva,2017-03-01,18,39,1,5,0,12,0,30,20,14,0,24,0,13,176
PAPEL PAMPA,atencion odontologica,consulta nueva,2017-03-01,16,10,5,2,1,13,7,27,31,17,0,3,0,17,149
PASORAPA,atencion odontologica,consulta nueva,2017-03-01,23,11,7,9,12,23,31,42,33,13,0,0,0,1,205
PATACAMAYA,atencion odontologica,consulta nueva,2017-03-01,106,92,3,22,3,13,17,74,8,3,0,5,0,26,372
PAZÑA,atencion odontologica,consulta nueva,2017-03-01,13,25,63,60,4,11,23,33,21,8,0,4,0,4,269
PELECHUCO,atencion odontologica,consulta nueva,2017-03-01,22,26,4,6,1,5,12,55,2,6,0,12,0,22,173
POCOATA,atencion odontologica,consulta nueva,2017-03-01,176,167,9,13,13,27,34,115,169,183,0,62,0,104,1072
POCONA,atencion odontologica,consulta nueva,2017-03-01,95,78,184,175,4,28,35,66,19,12,0,53,0,40,789
POJO (CBBA),atencion odontologica,consulta nueva,2017-03-01,71,47,86,100,6,17,40,48,29,12,0,45,0,34,535
POOPO,atencion odontologica,consulta nueva,2017-03-01,46,59,21,12,13,14,148,166,9,14,0,16,0,19,537
PORCO,atencion odontologica,consulta nueva,2017-03-01,46,27,5,4,2,17,3,52,4,4,0,14,0,22,200
POROMA,atencion odontologica,consulta nueva,2017-03-01,85,108,111,111,33,53,33,152,10,18,0,33,0,8,755
PORONGO,atencion odontologica,consulta nueva,2017-03-01,53,44,16,27,2,3,3,11,33,29,0,11,0,8,240
PORTACHUELO,atencion odontologica,consulta nueva,2017-03-01,16,22,13,18,5,17,9,17,2,3,0,31,0,15,168
PORVENIR,atencion odontologica,consulta nueva,2017-03-01,82,59,13,5,6,17,14,36,4,1,0,33,0,10,280
POSTRER VALLE,atencion odontologica,consulta nueva,2017-03-01,13,24,6,0,0,16,11,24,2,0,0,7,0,9,112
POTOSI,atencion odontologica,consulta nueva,2017-03-01,1079,1027,439,491,289,509,458,1431,166,163,0,468,0,259,6779
PRESTO,atencion odontologica,consulta nueva,2017-03-01,28,36,27,28,8,22,39,81,9,1,0,9,0,2,290
PUCARA,atencion odontologica,consulta nueva,2017-03-01,5,2,2,0,5,0,0,23,0,2,0,0,0,13,52
PUCARANI,atencion odontologica,consulta nueva,2017-03-01,34,68,47,99,10,34,42,70,58,51,0,5,0,14,532
PUERTO ACOSTA,atencion odontologica,consulta nueva,2017-03-01,11,5,9,9,13,15,16,17,22,24,0,1,0,2,144
PUERTO CARABUCO,atencion odontologica,consulta nueva,2017-03-01,26,18,12,24,11,16,23,39,14,12,0,3,0,4,202
PUERTO GONZALO MORENO,atencion odontologica,consulta nueva,2017-03-01,97,118,73,56,2,62,19,74,6,8,0,35,0,41,591
PUERTO PEREZ,atencion odontologica,consulta nueva,2017-03-01,5,4,34,45,3,14,1,15,7,3,0,2,0,8,141
PUERTO QUIJARRO,atencion odontologica,consulta nueva,2017-03-01,76,64,4,0,174,15,0,28,14,20,0,30,0,5,430
PUERTO RICO,atencion odontologica,consulta nueva,2017-03-01,50,80,20,21,15,12,27,39,8,7,0,32,0,8,319
PUERTO SUAREZ,atencion odontologica,consulta nueva,2017-03-01,43,59,8,14,0,14,12,48,15,16,0,31,0,16,276
PUERTO VILLARROEL,atencion odontologica,consulta nueva,2017-03-01,266,279,81,90,9,49,38,295,37,32,0,99,0,147,1422
PUNA,atencion odontologica,consulta nueva,2017-03-01,41,23,30,35,18,32,78,162,31,38,0,21,0,18,527
PUNATA,atencion odontologica,consulta nueva,2017-03-01,117,136,133,98,36,79,76,164,98,69,0,28,0,33,1067
QUIABAYA,atencion odontologica,consulta nueva,2017-03-01,72,115,16,4,4,8,6,9,5,4,0,7,0,5,255
QUILLACOLLO,atencion odontologica,consulta nueva,2017-03-01,1082,809,259,254,109,227,229,664,154,189,0,169,0,165,4310
QUIME,atencion odontologica,consulta nueva,2017-03-01,125,139,13,13,56,32,22,70,21,28,0,24,0,17,560
QUIRUSILLAS,atencion odontologica,consulta nueva,2017-03-01,8,14,0,5,3,1,2,16,2,5,0,2,0,0,58
RAVELO,atencion odontologica,consulta nueva,2017-03-01,72,59,10,11,2,11,25,64,11,32,0,32,0,10,339
REYES,atencion odontologica,consulta nueva,2017-03-01,17,13,62,52,10,10,9,22,3,8,0,0,0,0,206
RIBERALTA,atencion odontologica,consulta nueva,2017-03-01,147,217,72,86,90,186,86,353,61,44,0,247,0,40,1629
ROBORE,atencion odontologica,consulta nueva,2017-03-01,67,61,41,55,15,19,8,67,1,0,0,31,0,11,376
RURRENABAQUE,atencion odontologica,consulta nueva,2017-03-01,48,46,42,64,33,51,52,73,28,25,0,48,0,19,529
SABAYA,atencion odontologica,consulta nueva,2017-03-01,16,29,93,109,26,26,10,21,23,19,0,13,0,4,389
SACABA,atencion odontologica,consulta nueva,2017-03-01,488,638,1060,1239,433,598,133,648,182,160,0,139,0,326,6044
SACABAMBA,atencion odontologica,consulta nueva,2017-03-01,24,42,18,27,4,1,3,25,7,13,0,0,0,4,168
SACACA,atencion odontologica,consulta nueva,2017-03-01,41,38,8,15,7,23,19,86,22,35,0,24,0,32,350
SAIPINA,atencion odontologica,consulta nueva,2017-03-01,28,24,7,8,11,4,24,53,28,7,0,10,0,15,219
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta nueva,2017-03-01,129,137,179,194,59,58,74,88,95,65,0,37,0,9,1124
SAMAIPATA,atencion odontologica,consulta nueva,2017-03-01,29,48,41,38,8,30,11,63,26,16,0,11,0,20,341
SAN AGUSTIN,atencion odontologica,consulta nueva,2017-03-01,1,3,5,2,0,0,0,0,0,1,0,3,0,3,18
SAN ANDRES,atencion odontologica,consulta nueva,2017-03-01,82,59,51,46,17,31,29,76,7,4,0,14,0,8,424
SAN ANDRES DE MACHACA,atencion odontologica,consulta nueva,2017-03-01,25,16,7,18,4,10,13,29,23,18,0,3,0,7,173
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta nueva,2017-03-01,1,5,2,6,2,1,2,12,0,2,0,5,0,0,38
SAN ANTONIO DE LOMERIO,atencion odontologica,consulta nueva,2017-03-01,19,13,6,1,3,0,1,8,8,4,0,1,0,10,74
SAN BENITO,atencion odontologica,consulta nueva,2017-03-01,127,104,9,11,0,20,21,72,108,77,0,14,0,42,605
SAN BORJA,atencion odontologica,consulta nueva,2017-03-01,58,54,15,18,6,74,31,183,25,18,0,117,0,49,648
SAN BUENA VENTURA,atencion odontologica,consulta nueva,2017-03-01,18,15,45,25,0,11,7,32,9,2,0,3,0,17,184
SAN CARLOS,atencion odontologica,consulta nueva,2017-03-01,34,43,14,15,12,15,19,26,5,7,0,11,0,20,221
SAN IGNACIO,atencion odontologica,consulta nueva,2017-03-01,79,96,38,55,59,37,73,88,1,5,0,9,0,10,550
SAN IGNACIO DE VELASCO,atencion odontologica,consulta nueva,2017-03-01,175,196,23,23,10,23,27,87,43,36,0,24,0,40,707
SAN JAVIER(STC),atencion odontologica,consulta nueva,2017-03-01,47,46,20,15,3,20,22,74,13,1,0,35,0,9,305
SAN JOAQUIN,atencion odontologica,consulta nueva,2017-03-01,0,2,17,14,1,2,2,11,0,0,0,0,0,0,49
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta nueva,2017-03-01,21,34,30,44,3,27,23,40,3,2,0,11,0,2,240
SAN JUAN DE YAPACANI,atencion odontologica,consulta nueva,2017-03-01,47,35,11,3,2,6,2,23,18,8,0,14,0,4,173
SAN JULIAN,atencion odontologica,consulta nueva,2017-03-01,224,249,26,20,6,31,23,223,77,47,0,66,0,136,1128
SAN LORENZO(PND),atencion odontologica,consulta nueva,2017-03-01,12,25,14,23,6,13,17,17,2,2,0,6,0,2,139
SAN LORENZO(TJA),atencion odontologica,consulta nueva,2017-03-01,48,63,228,250,96,115,113,369,27,24,0,15,0,13,1361
SAN LUCAS,atencion odontologica,consulta nueva,2017-03-01,175,170,33,18,18,58,57,183,26,21,0,69,0,30,858
SAN MATIAS,atencion odontologica,consulta nueva,2017-03-01,44,34,2,7,2,3,9,25,9,9,0,16,0,18,178
SAN MIGUEL DE VELASCO,atencion odontologica,consulta nueva,2017-03-01,28,16,21,18,4,11,13,39,9,2,0,2,0,11,174
SAN PABLO DE LIPEZ,atencion odontologica,consulta nueva,2017-03-01,2,10,13,12,1,0,7,10,1,2,0,2,0,2,62
SAN PEDRO,atencion odontologica,consulta nueva,2017-03-01,79,67,62,122,46,60,39,141,28,13,0,47,0,23,727
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta nueva,2017-03-01,75,51,87,93,57,70,34,153,35,37,0,118,0,55,865
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta nueva,2017-03-01,13,16,3,4,8,6,17,25,26,14,0,8,0,8,148
SAN PEDRO DE QUEMES,atencion odontologica,consulta nueva,2017-03-01,0,3,1,4,0,3,2,1,0,1,0,3,0,0,18
SAN PEDRO DE TIQUINA,atencion odontologica,consulta nueva,2017-03-01,44,38,93,127,17,19,35,29,47,78,0,3,0,5,535
SAN PEDRO(PND),atencion odontologica,consulta nueva,2017-03-01,2,3,10,8,3,6,2,5,3,2,0,1,0,0,45
SAN RAFAEL,atencion odontologica,consulta nueva,2017-03-01,48,51,12,4,1,27,4,34,2,3,0,27,0,4,217
SAN RAMON BENI,atencion odontologica,consulta nueva,2017-03-01,1,1,0,0,0,6,0,0,0,0,0,5,0,3,16
SAN RAMON SCZ,atencion odontologica,consulta nueva,2017-03-01,73,92,59,69,10,12,12,15,5,5,0,15,0,8,375
SANTA ANA,atencion odontologica,consulta nueva,2017-03-01,51,48,149,177,14,35,71,158,12,22,0,32,0,2,771
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta nueva,2017-03-01,4057,3884,1846,1864,703,1542,2724,7934,1268,1030,0,2299,0,604,29755
SANTA ROSA,atencion odontologica,consulta nueva,2017-03-01,11,9,8,7,2,3,8,17,0,0,0,2,0,0,67
SANTA ROSA DEL SARA,atencion odontologica,consulta nueva,2017-03-01,179,459,29,84,24,32,109,50,12,95,0,60,0,33,1166
SANTIAGO DE CALLAPA,atencion odontologica,consulta nueva,2017-03-01,7,7,0,0,0,0,5,13,16,17,0,2,0,8,75
SANTIAGO DE HUARI,atencion odontologica,consulta nueva,2017-03-01,78,96,65,88,14,77,57,110,44,62,0,33,0,35,759
SANTIAGO DE HUATA,atencion odontologica,consulta nueva,2017-03-01,247,269,10,20,11,33,23,80,154,216,0,35,0,18,1116
SANTIAGO DE MACHACA,atencion odontologica,consulta nueva,2017-03-01,8,13,2,1,3,13,12,15,6,3,0,1,0,0,77
SANTIVAÑES,atencion odontologica,consulta nueva,2017-03-01,71,28,23,16,5,11,23,55,26,35,0,14,0,27,334
SANTUARIO DE QUILLACAS,atencion odontologica,consulta nueva,2017-03-01,21,17,35,53,12,15,7,9,8,9,0,5,0,6,197
