,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES
CATACORA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,0,1,0,0,2,2,2,0,0,0,0,0,7
CHACARILLA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,cirugia bucal menor,2017-04-01,3,1,37,26,3,4,52,22,30,57,0,0,0,0,235
CHAQUI,atencion odontologica,cirugia bucal menor,2017-04-01,0,4,8,6,1,4,5,10,4,9,0,0,0,0,51
CHARAGUA,atencion odontologica,cirugia bucal menor,2017-04-01,1,1,2,2,4,2,4,15,4,0,0,0,0,0,35
CHARAÑA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,1,0,0,2,0,1,2,2,0,0,0,0,8
CHAYANTA,atencion odontologica,cirugia bucal menor,2017-04-01,5,5,4,2,0,4,8,11,7,3,0,0,0,0,49
CHIMORE,atencion odontologica,cirugia bucal menor,2017-04-01,4,0,2,6,0,2,3,16,0,1,0,0,0,0,34
CHIPAYA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,1,9,0,0,1,2,0,0,0,0,0,0,13
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2017-04-01,1,0,1,0,0,1,1,1,3,0,0,0,0,0,8
CHUA COCANI,atencion odontologica,cirugia bucal menor,2017-04-01,4,0,4,5,1,8,4,1,16,8,0,0,0,0,51
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2017-04-01,5,3,9,6,0,5,9,7,7,4,0,0,0,0,55
CHUMA,atencion odontologica,cirugia bucal menor,2017-04-01,5,1,18,9,12,15,39,43,40,36,0,0,0,0,218
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,12,4,0,0,0,3,1,2,0,0,0,0,22
CKOCHAS,atencion odontologica,cirugia bucal menor,2017-04-01,1,0,1,5,3,9,11,22,10,4,0,0,0,0,66
CLIZA,atencion odontologica,cirugia bucal menor,2017-04-01,3,2,7,5,1,1,2,12,15,9,0,0,0,0,57
COBIJA,atencion odontologica,cirugia bucal menor,2017-04-01,2,5,9,17,2,2,16,29,7,5,0,0,0,0,94
COCAPATA,atencion odontologica,cirugia bucal menor,2017-04-01,8,3,5,7,2,8,2,12,29,19,0,0,0,0,95
COCHABAMBA,atencion odontologica,cirugia bucal menor,2017-04-01,83,53,39,45,27,76,116,303,169,114,0,0,0,0,1025
COIPASA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,2,1,4,0,4,2,1,0,0,0,0,0,14
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2017-04-01,24,25,4,6,0,2,3,27,17,7,0,0,0,0,115
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2017-04-01,6,4,1,3,3,0,1,6,2,0,0,0,0,0,26
COLLANA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,3,1,1,4,8,6,9,8,0,0,0,0,40
COLOMI,atencion odontologica,cirugia bucal menor,2017-04-01,13,5,4,3,0,4,2,19,18,20,0,0,0,0,88
COLQUECHACA,atencion odontologica,cirugia bucal menor,2017-04-01,15,8,12,9,5,3,21,30,16,27,0,0,0,0,146
COLQUENCHA,atencion odontologica,cirugia bucal menor,2017-04-01,1,1,13,26,12,9,11,29,2,5,0,0,0,0,109
COLQUIRI,atencion odontologica,cirugia bucal menor,2017-04-01,7,2,6,2,0,3,7,18,4,10,0,0,0,0,59
COMANCHE,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,0,1,2,1,4,5,11,5,0,0,0,0,29
COMARAPA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,1,0,0,0,1,5,0,3,0,0,0,0,10
COMBAYA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,0,0,1,0,1,1,4,0,0,0,0,0,7
CONCEPCION,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,2,1,0,4,0,4,0,1,0,0,0,0,12
COPACABANA,atencion odontologica,cirugia bucal menor,2017-04-01,8,1,9,4,2,2,5,16,14,12,0,0,0,0,73
CORIPATA,atencion odontologica,cirugia bucal menor,2017-04-01,1,1,8,5,0,1,6,10,2,1,0,0,0,0,35
CORO CORO,atencion odontologica,cirugia bucal menor,2017-04-01,1,0,5,3,2,3,7,5,1,0,0,0,0,0,27
COROICO,atencion odontologica,cirugia bucal menor,2017-04-01,1,2,10,10,9,5,22,14,6,1,0,0,0,0,80
CORQUE,atencion odontologica,cirugia bucal menor,2017-04-01,1,1,3,4,3,2,7,12,2,3,0,0,0,0,38
COTAGAITA,atencion odontologica,cirugia bucal menor,2017-04-01,1,1,5,9,3,8,20,27,5,14,0,0,0,0,93
COTOCA,atencion odontologica,cirugia bucal menor,2017-04-01,2,7,3,5,3,1,7,9,13,24,0,0,0,0,74
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,1,0,0,1,2,3,1,0,0,0,0,0,8
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2017-04-01,0,0,4,6,0,1,10,8,14,7,0,0,0,0,50
CUEVO,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,4,2,0,1,2,8,2,0,0,0,0,0,19
CULPINA,atencion odontologica,cirugia bucal menor,2017-04-01,2,0,15,18,2,3,10,25,8,15,0,0,0,0,98
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2017-04-01,0,1,1,5,0,2,0,10,3,7,0,0,0,0,29
CURVA,atencion odontologica,cirugia bucal menor,2017-04-01,3,2,3,3,2,3,4,3,2,5,0,0,0,0,30
DESAGUADERO,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,4,4,3,2,1,12,4,3,0,0,0,0,33
EL ALTO,atencion odontologica,cirugia bucal menor,2017-04-01,127,116,608,532,113,207,117,235,137,115,0,0,0,0,2307
EL CHORO,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,2,1,2,1,2,0,2,3,0,0,0,0,13
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2017-04-01,2,5,2,0,1,0,6,7,2,1,0,0,0,0,26
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2017-04-01,0,3,23,9,3,8,14,50,8,18,0,0,0,0,136
EL TORNO,atencion odontologica,cirugia bucal menor,2017-04-01,0,2,4,2,1,1,4,12,16,4,0,0,0,0,46
EL VILLAR,atencion odontologica,cirugia bucal menor,2017-04-01,0,3,1,1,0,0,2,7,0,1,0,0,0,0,15
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2017-04-01,3,4,22,19,2,6,12,37,0,2,0,0,0,0,107
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2017-04-01,4,3,1,1,0,1,0,19,3,3,0,0,0,0,35
ESCARA,atencion odontologica,cirugia bucal menor,2017-04-01,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3
ESCOMA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,4,2,1,3,3,7,13,13,0,0,0,0,46
ESMERALDA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,0,0,0,1,1,0,5,3,0,0,0,0,10
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2017-04-01,5,0,5,5,0,4,9,12,2,3,0,0,0,0,45
EXALTACION,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,18,26,2,4,8,11,0,0,0,0,0,0,69
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2017-04-01,0,2,11,17,1,2,0,7,2,5,0,0,0,0,47
FILADELFIA,atencion odontologica,cirugia bucal menor,2017-04-01,3,3,3,4,0,0,1,3,0,0,0,0,0,0,17
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2017-04-01,0,1,0,2,0,5,4,8,6,3,0,0,0,0,29
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2017-04-01,1,1,11,3,3,8,19,27,9,8,0,0,0,0,90
GUANAY,atencion odontologica,cirugia bucal menor,2017-04-01,16,24,2,1,0,1,5,15,6,9,0,0,0,0,79
GUAQUI,atencion odontologica,cirugia bucal menor,2017-04-01,1,2,6,1,9,5,9,27,15,17,0,0,0,0,92
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2017-04-01,2,2,5,5,0,15,3,15,3,2,0,0,0,0,52
GUTIERREZ,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,1,4,3,2,7,12,6,0,0,0,0,0,35
HUACARETA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,1,0,1,0,2,7,3,6,0,0,0,0,20
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2017-04-01,0,1,1,5,1,0,4,8,2,0,0,0,0,0,22
HUACHACALLA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,2,5,1,0,1,4,1,1,0,0,0,0,15
HUANUNI,atencion odontologica,cirugia bucal menor,2017-04-01,3,4,1,2,0,5,9,10,3,3,0,0,0,0,40
HUARACAJE,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,2,3,0,2,0,7,2,0,0,0,0,0,16
HUARINA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,2,1,1,2,3,9,4,4,0,0,0,0,26
HUATAJATA,atencion odontologica,cirugia bucal menor,2017-04-01,2,2,1,2,1,1,5,10,7,6,0,0,0,0,37
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2017-04-01,2,1,5,5,0,3,1,2,2,1,0,0,0,0,22
HUMANATA,atencion odontologica,cirugia bucal menor,2017-04-01,4,0,0,0,0,1,1,6,27,29,0,0,0,0,68
ICHOCA,atencion odontologica,cirugia bucal menor,2017-04-01,1,0,2,2,1,2,1,5,23,17,0,0,0,0,54
ICLA,atencion odontologica,cirugia bucal menor,2017-04-01,1,3,5,1,7,9,19,25,24,10,0,0,0,0,104
INCAHUASI,atencion odontologica,cirugia bucal menor,2017-04-01,1,1,6,9,2,8,6,14,2,1,0,0,0,0,50
INGAVI (HUMAITA),atencion odontologica,cirugia bucal menor,2017-04-01,0,0,0,0,0,1,0,8,1,0,0,0,0,0,10
INQUISIVI,atencion odontologica,cirugia bucal menor,2017-04-01,2,3,2,5,4,8,8,17,19,5,0,0,0,0,73
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2017-04-01,11,6,9,8,2,14,12,33,23,20,0,0,0,0,138
IXIAMAS,atencion odontologica,cirugia bucal menor,2017-04-01,5,4,3,5,3,3,6,4,9,6,0,0,0,0,48
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2017-04-01,1,4,7,8,5,10,7,26,22,20,0,0,0,0,110
LA ASUNTA,atencion odontologica,cirugia bucal menor,2017-04-01,4,1,28,42,14,12,20,66,13,3,0,0,0,0,203
LA GUARDIA,atencion odontologica,cirugia bucal menor,2017-04-01,16,11,6,3,1,6,14,40,25,0,0,0,0,0,122
LA PAZ,atencion odontologica,cirugia bucal menor,2017-04-01,147,95,258,279,100,112,266,538,201,145,0,0,0,0,2141
LA RIVERA,atencion odontologica,cirugia bucal menor,2017-04-01,0,1,0,2,0,0,1,3,0,4,0,0,0,0,11
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2017-04-01,1,1,2,2,1,3,3,8,1,1,0,0,0,0,23
LAJA,atencion odontologica,cirugia bucal menor,2017-04-01,2,4,7,11,4,11,17,28,15,31,0,0,0,0,130
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,0,2,5,0,1,9,0,0,0,0,0,0,17
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,0,2,1,0,3,1,13,5,0,0,0,0,25
LLALLAGUA,atencion odontologica,cirugia bucal menor,2017-04-01,41,36,9,16,5,6,18,24,7,10,0,0,0,0,172
LLICA,atencion odontologica,cirugia bucal menor,2017-04-01,1,1,5,0,0,1,0,10,0,1,0,0,0,0,19
LORETO,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,0,4,2,1,0,2,0,0,0,0,0,0,9
LURIBAY,atencion odontologica,cirugia bucal menor,2017-04-01,1,0,2,1,1,4,4,8,2,1,0,0,0,0,24
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2017-04-01,2,3,15,17,1,11,3,18,7,5,0,0,0,0,82
MACHARETI,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,0,2,2,1,9,17,3,0,0,0,0,0,34
MAGDALENA,atencion odontologica,cirugia bucal menor,2017-04-01,2,1,6,2,0,1,2,17,1,7,0,0,0,0,39
MAIRANA,atencion odontologica,cirugia bucal menor,2017-04-01,1,0,0,1,0,0,2,0,2,1,0,0,0,0,7
MALLA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,4,6,2,0,0,6,5,10,0,0,0,0,33
MAPIRI,atencion odontologica,cirugia bucal menor,2017-04-01,5,7,6,7,1,3,5,18,6,7,0,0,0,0,65
MECAPACA,atencion odontologica,cirugia bucal menor,2017-04-01,3,5,6,6,1,3,7,12,2,2,0,0,0,0,47
MINEROS,atencion odontologica,cirugia bucal menor,2017-04-01,0,1,1,1,0,3,0,2,3,3,0,0,0,0,14
MIZQUE,atencion odontologica,cirugia bucal menor,2017-04-01,1,2,13,9,6,8,12,18,23,23,0,0,0,0,115
MOCOMOCO,atencion odontologica,cirugia bucal menor,2017-04-01,0,1,5,7,3,8,24,33,15,21,0,0,0,0,117
MOJINETE,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,1,3,0,1,3,3,0,2,0,0,0,0,13
MOJOCOYA,atencion odontologica,cirugia bucal menor,2017-04-01,0,1,4,5,1,5,5,48,15,5,0,0,0,0,89
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2017-04-01,5,8,4,10,0,7,6,20,7,4,0,0,0,0,71
MONTERO,atencion odontologica,cirugia bucal menor,2017-04-01,10,7,48,46,13,20,28,76,264,207,0,0,0,0,719
MORO MORO,atencion odontologica,cirugia bucal menor,2017-04-01,0,1,0,0,1,0,2,5,0,1,0,0,0,0,10
MOROCHATA,atencion odontologica,cirugia bucal menor,2017-04-01,1,1,2,3,3,3,30,19,56,46,0,0,0,0,164
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucal menor,2017-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
OCURI,atencion odontologica,cirugia bucal menor,2017-04-01,1,2,4,4,0,7,5,30,9,16,0,0,0,0,78
OKINAWA,atencion odontologica,cirugia bucal menor,2017-04-01,0,4,5,5,1,3,5,12,1,0,0,0,0,0,36
OMEREQUE,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,3,2,2,2,5,9,11,10,0,0,0,0,44
ORURO,atencion odontologica,cirugia bucal menor,2017-04-01,81,69,144,120,33,67,160,282,104,91,0,0,0,0,1151
PADCAYA,atencion odontologica,cirugia bucal menor,2017-04-01,0,2,2,8,6,6,16,29,6,4,0,0,0,0,79
PADILLA,atencion odontologica,cirugia bucal menor,2017-04-01,2,1,6,2,2,2,18,20,15,17,0,0,0,0,85
PAILON,atencion odontologica,cirugia bucal menor,2017-04-01,0,1,20,10,1,3,2,16,2,0,0,0,0,0,55
PALCA,atencion odontologica,cirugia bucal menor,2017-04-01,2,2,5,4,1,5,10,11,8,2,0,0,0,0,50
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2017-04-01,5,0,7,7,6,5,19,24,21,11,0,0,0,0,105
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,13,15,0,1,0,2,2,3,0,0,0,0,36
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2017-04-01,2,2,1,0,0,3,0,1,3,8,0,0,0,0,20
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,0,2,0,4,4,12,30,5,0,0,0,0,57
PASORAPA,atencion odontologica,cirugia bucal menor,2017-04-01,1,2,1,2,0,1,4,1,1,1,0,0,0,0,14
PATACAMAYA,atencion odontologica,cirugia bucal menor,2017-04-01,2,1,5,6,3,3,3,13,12,4,0,0,0,0,52
PAZÑA,atencion odontologica,cirugia bucal menor,2017-04-01,6,2,16,20,1,3,8,11,5,4,0,0,0,0,76
PELECHUCO,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,1,1,2,5,6,11,2,8,0,0,0,0,36
POCOATA,atencion odontologica,cirugia bucal menor,2017-04-01,2,2,1,0,3,2,1,10,10,26,0,0,0,0,57
POCONA,atencion odontologica,cirugia bucal menor,2017-04-01,0,1,39,10,6,6,1,10,6,3,0,0,0,0,82
POJO (CBBA),atencion odontologica,cirugia bucal menor,2017-04-01,0,0,1,0,0,2,0,0,0,3,0,0,0,0,6
POOPO,atencion odontologica,cirugia bucal menor,2017-04-01,4,5,9,6,3,3,7,10,2,0,0,0,0,0,49
PORCO,atencion odontologica,cirugia bucal menor,2017-04-01,2,6,3,2,1,2,2,37,5,2,0,0,0,0,62
POROMA,atencion odontologica,cirugia bucal menor,2017-04-01,1,0,32,35,10,8,24,90,11,15,0,0,0,0,226
PORONGO,atencion odontologica,cirugia bucal menor,2017-04-01,1,1,1,0,0,2,0,10,0,2,0,0,0,0,17
PORVENIR,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
POTOSI,atencion odontologica,cirugia bucal menor,2017-04-01,73,73,68,76,37,82,88,178,43,35,0,0,0,0,753
PRESTO,atencion odontologica,cirugia bucal menor,2017-04-01,1,4,10,11,1,2,11,34,4,10,0,0,0,0,88
PUCARA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,14,4,1,0,1,11,0,5,0,0,0,0,36
PUCARANI,atencion odontologica,cirugia bucal menor,2017-04-01,11,3,13,20,10,18,15,52,31,27,0,0,0,0,200
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2017-04-01,1,0,4,5,4,4,3,15,6,6,0,0,0,0,48
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2017-04-01,2,0,5,5,2,2,9,16,5,8,0,0,0,0,54
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,6,6,1,7,0,24,11,9,0,0,0,0,64
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,1,4,0,2,2,2,4,1,0,0,0,0,16
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2017-04-01,1,1,1,0,1,0,1,0,3,2,0,0,0,0,10
PUERTO RICO,atencion odontologica,cirugia bucal menor,2017-04-01,2,0,12,6,14,8,17,19,1,1,0,0,0,0,80
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2017-04-01,0,5,0,0,0,7,1,5,10,1,0,0,0,0,29
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2017-04-01,16,21,13,7,1,9,4,40,15,13,0,0,0,0,139
PUNA,atencion odontologica,cirugia bucal menor,2017-04-01,2,3,5,5,8,3,17,26,16,18,0,0,0,0,103
PUNATA,atencion odontologica,cirugia bucal menor,2017-04-01,3,0,8,20,2,10,4,9,16,10,0,0,0,0,82
QUIABAYA,atencion odontologica,cirugia bucal menor,2017-04-01,1,0,3,2,2,3,5,9,1,0,0,0,0,0,26
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2017-04-01,26,15,5,7,3,2,6,28,10,13,0,0,0,0,115
QUIME,atencion odontologica,cirugia bucal menor,2017-04-01,2,6,10,17,2,2,18,24,8,20,0,0,0,0,109
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2017-04-01,1,1,0,0,1,0,0,4,5,1,0,0,0,0,13
RAVELO,atencion odontologica,cirugia bucal menor,2017-04-01,1,1,6,3,2,2,12,27,38,27,0,0,0,0,119
REYES,atencion odontologica,cirugia bucal menor,2017-04-01,2,3,3,7,1,3,12,5,8,6,0,0,0,0,50
RIBERALTA,atencion odontologica,cirugia bucal menor,2017-04-01,3,6,11,3,4,15,15,33,4,5,0,0,0,0,99
ROBORE,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,6,2,1,0,0,3,0,0,0,0,0,0,12
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2017-04-01,2,2,8,6,6,7,7,3,5,4,0,0,0,0,50
SABAYA,atencion odontologica,cirugia bucal menor,2017-04-01,1,1,5,14,0,4,12,7,3,1,0,0,0,0,48
SACABA,atencion odontologica,cirugia bucal menor,2017-04-01,21,23,80,67,15,21,8,34,22,15,0,0,0,0,306
SACABAMBA,atencion odontologica,cirugia bucal menor,2017-04-01,1,0,0,1,0,4,2,7,4,2,0,0,0,0,21
SACACA,atencion odontologica,cirugia bucal menor,2017-04-01,3,4,9,4,2,11,11,28,10,8,0,0,0,0,90
SAIPINA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,3,4,0,0,0,0,0,0,0,0,0,0,7
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2017-04-01,4,1,13,12,1,3,12,11,11,12,0,0,0,0,80
SAMAIPATA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,2,4,0,1,1,6,2,2,0,0,0,0,18
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAN ANDRES,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,13,12,1,1,3,15,9,3,0,0,0,0,57
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,1,3,1,4,3,9,2,6,0,0,0,0,29
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,0,1,0,1,0,2,0,0,0,0,0,0,4
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,3,0,1,0,2,3,1,0,0,0,0,0,10
SAN BENITO,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,1,3,0,0,0,1,3,6,0,0,0,0,14
SAN BORJA,atencion odontologica,cirugia bucal menor,2017-04-01,6,7,5,6,2,4,13,15,9,2,0,0,0,0,69
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2017-04-01,2,4,7,3,0,7,3,13,4,2,0,0,0,0,45
SAN CARLOS,atencion odontologica,cirugia bucal menor,2017-04-01,1,4,4,4,2,2,1,1,1,0,0,0,0,0,20
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,16,17,5,6,14,43,6,3,0,0,0,0,110
SAN JAVIER(BNI),atencion odontologica,cirugia bucal menor,2017-04-01,0,0,1,2,2,1,0,4,1,0,0,0,0,0,11
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2017-04-01,0,0,1,3,0,0,3,5,9,1,0,0,0,0,22
SAN JOAQUIN,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,4,7,2,2,0,0,0,0,0,0,0,0,15
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2017-04-01,0,1,1,0,0,0,2,1,0,0,0,0,0,0,5
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3
SAN JULIAN,atencion odontologica,cirugia bucal menor,2017-04-01,12,12,17,8,2,1,5,15,8,3,0,0,0,0,83
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2017-04-01,2,3,1,2,2,1,7,9,0,2,0,0,0,0,29
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2017-04-01,5,2,26,44,5,29,24,75,6,5,0,0,0,0,221
SAN LUCAS,atencion odontologica,cirugia bucal menor,2017-04-01,5,7,8,14,9,11,23,40,21,17,0,0,0,0,155
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2017-04-01,2,1,3,4,0,2,2,13,0,3,0,0,0,0,30
SAN PEDRO,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,6,17,2,2,6,9,5,3,0,0,0,0,50
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2017-04-01,4,2,3,6,2,5,4,16,14,21,0,0,0,0,77
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,2,2,2,3,3,3,1,1,0,0,0,0,17
SAN PEDRO DE QUEMES,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,1,0,0,0,1,2,4,0,0,0,0,0,8
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2017-04-01,5,2,5,1,14,5,10,3,4,6,0,0,0,0,55
SAN PEDRO(PND),atencion odontologica,cirugia bucal menor,2017-04-01,0,0,8,6,1,0,5,9,6,1,0,0,0,0,36
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2017-04-01,0,4,2,12,0,2,2,6,7,2,0,0,0,0,37
SAN RAMON BENI,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,0,0,0,0,1,6,2,0,0,0,0,0,9
SANTA ANA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,9,11,2,3,7,9,10,5,0,0,0,0,56
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2017-04-01,59,30,66,62,13,29,64,137,73,35,0,0,0,0,568
SANTA ROSA,atencion odontologica,cirugia bucal menor,2017-04-01,1,1,2,6,1,5,4,7,2,0,0,0,0,0,29
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2017-04-01,2,1,1,1,0,2,2,0,1,1,0,0,0,0,11
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,0,0,0,0,0,12,2,10,0,0,0,0,24
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2017-04-01,1,6,3,3,2,1,8,11,10,5,0,0,0,0,50
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,1,2,1,0,2,12,18,28,0,0,0,0,64
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2017-04-01,0,0,6,1,0,2,6,9,0,5,0,0,0,0,29
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2017-04-01,4,1,1,0,0,0,0,2,0,10,0,0,0,0,18
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2017-04-01,4,1,2,0,4,1,0,2,1,1,0,0,0,0,16
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2017-04-01,1,2,6,4,2,3,9,14,12,8,0,0,0,0,61
SENA,atencion odontologica,cirugia bucal menor,2017-04-01,1,0,0,0,3,6,8,18,4,4,0,0,0,0,44
SHINAOTA,atencion odontologica,cirugia bucal menor,2017-04-01,7,4,3,3,0,0,0,8,9,6,0,0,0,0,40
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2017-04-01,4,0,3,5,1,4,6,12,16,29,0,0,0,0,80
SICAYA,atencion odontologica,cirugia bucal menor,2017-04-01,2,1,2,1,0,1,3,7,1,6,0,0,0,0,24
SIPE SIPE,atencion odontologica,cirugia bucal menor,2017-04-01,10,12,24,15,0,3,6,20,12,15,0,0,0,0,117
