,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES
COLQUIRI,atencion odontologica,consulta repetida,2017-03-01,1,10,8,19,4,8,36,47,1,1,0,1,0,0,136
COMANCHE,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,1,0,0,4,0,0,0,0,0,5
COMARAPA,atencion odontologica,consulta repetida,2017-03-01,7,8,15,6,15,1,9,19,5,10,0,0,0,0,95
CONCEPCION,atencion odontologica,consulta repetida,2017-03-01,0,1,1,0,1,0,1,1,0,0,0,0,0,0,5
COPACABANA,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,2,1,2,0,2,0,0,0,0,7
CORO CORO,atencion odontologica,consulta repetida,2017-03-01,1,1,13,18,2,10,12,7,0,1,0,0,0,0,65
COROICO,atencion odontologica,consulta repetida,2017-03-01,36,41,14,25,11,32,10,110,28,31,0,0,0,16,354
CORQUE,atencion odontologica,consulta repetida,2017-03-01,0,2,1,1,0,2,1,1,1,5,0,0,0,0,14
COTAGAITA,atencion odontologica,consulta repetida,2017-03-01,30,33,46,56,37,38,87,150,12,9,0,0,0,0,498
COTOCA,atencion odontologica,consulta repetida,2017-03-01,22,36,0,0,0,0,0,3,1,0,0,0,0,0,62
CUATRO CAÑADAS,atencion odontologica,consulta repetida,2017-03-01,13,35,0,2,5,5,6,20,1,2,0,3,0,8,100
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta repetida,2017-03-01,0,0,9,0,3,3,4,10,0,0,0,0,0,1,30
CUEVO,atencion odontologica,consulta repetida,2017-03-01,0,0,1,0,0,0,6,7,1,0,0,0,0,0,15
CULPINA,atencion odontologica,consulta repetida,2017-03-01,7,16,4,12,4,3,15,47,6,11,0,8,0,10,143
CURAHUARA DE CARANGAS,atencion odontologica,consulta repetida,2017-03-01,1,2,0,0,0,1,0,4,0,0,0,1,0,0,9
DESAGUADERO,atencion odontologica,consulta repetida,2017-03-01,4,5,0,0,2,5,2,8,3,7,0,1,0,2,39
EL ALTO,atencion odontologica,consulta repetida,2017-03-01,270,266,353,369,272,292,326,580,84,65,0,54,0,44,2975
EL CHORO,atencion odontologica,consulta repetida,2017-03-01,0,0,1,0,0,3,0,2,0,2,0,2,0,0,10
EL PUENTE(STC),atencion odontologica,consulta repetida,2017-03-01,3,7,0,0,0,0,0,1,1,0,0,0,0,0,12
EL PUENTE(TJA),atencion odontologica,consulta repetida,2017-03-01,0,0,5,2,0,4,2,5,1,0,0,0,0,0,19
EL TORNO,atencion odontologica,consulta repetida,2017-03-01,11,8,11,15,3,7,8,16,0,1,0,5,0,0,85
EL VILLAR,atencion odontologica,consulta repetida,2017-03-01,3,4,0,0,1,0,1,13,0,0,0,0,0,4,26
ENTRE RIOS TRJ,atencion odontologica,consulta repetida,2017-03-01,20,26,32,8,10,26,37,42,0,0,0,9,0,0,210
ENTRE RIOS CBBA,atencion odontologica,consulta repetida,2017-03-01,8,6,9,4,0,14,5,14,1,1,0,3,0,18,83
ESCARA,atencion odontologica,consulta repetida,2017-03-01,6,14,0,0,0,0,0,2,3,0,0,0,0,2,27
ESCOMA,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
EUCALIPTUS,atencion odontologica,consulta repetida,2017-03-01,4,4,12,11,3,7,12,29,6,6,0,1,0,0,95
EXALTACION,atencion odontologica,consulta repetida,2017-03-01,0,7,0,1,0,0,0,1,2,0,0,0,0,0,11
FERNANDEZ ALONSO,atencion odontologica,consulta repetida,2017-03-01,1,0,1,3,0,2,0,1,0,0,0,1,0,0,9
FILADELFIA,atencion odontologica,consulta repetida,2017-03-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
GENERAL SAAVEDRA,atencion odontologica,consulta repetida,2017-03-01,1,0,0,0,0,0,0,4,0,4,0,0,0,1,10
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta repetida,2017-03-01,0,0,0,1,0,1,2,1,0,0,0,0,0,1,6
GUANAY,atencion odontologica,consulta repetida,2017-03-01,9,19,0,0,0,0,0,1,1,0,0,0,0,0,30
GUAYARAMERIN,atencion odontologica,consulta repetida,2017-03-01,11,8,2,1,4,12,3,20,6,7,0,6,0,1,81
GUTIERREZ,atencion odontologica,consulta repetida,2017-03-01,2,1,8,13,5,6,10,13,7,2,0,2,0,1,70
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6
HUACHACALLA,atencion odontologica,consulta repetida,2017-03-01,0,1,0,0,1,0,1,9,0,0,0,0,0,0,12
HUANUNI,atencion odontologica,consulta repetida,2017-03-01,18,37,17,23,24,30,77,71,7,7,0,1,0,2,314
HUARINA,atencion odontologica,consulta repetida,2017-03-01,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3
HUATAJATA,atencion odontologica,consulta repetida,2017-03-01,2,0,0,1,0,0,5,3,3,0,0,0,0,0,14
HUAYLLAMARCA,atencion odontologica,consulta repetida,2017-03-01,1,0,4,1,0,3,4,13,0,0,0,0,0,2,28
ICHOCA,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,1,1,0,3,1,0,0,0,1,7
ICLA,atencion odontologica,consulta repetida,2017-03-01,0,0,1,2,7,7,5,8,0,0,0,0,0,0,30
INCAHUASI,atencion odontologica,consulta repetida,2017-03-01,0,0,1,1,0,1,2,5,0,0,0,0,0,5,15
INGAVI (HUMAITA),atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
INQUISIVI,atencion odontologica,consulta repetida,2017-03-01,0,0,4,0,3,2,1,4,0,0,0,0,0,3,17
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta repetida,2017-03-01,2,6,4,0,0,2,1,12,2,0,0,0,0,1,30
IXIAMAS,atencion odontologica,consulta repetida,2017-03-01,3,0,5,2,2,2,6,15,5,0,0,2,0,1,43
JESUS DE MACHACA,atencion odontologica,consulta repetida,2017-03-01,1,0,2,4,3,1,1,8,1,0,0,0,0,1,22
LA ASUNTA,atencion odontologica,consulta repetida,2017-03-01,3,5,10,13,0,15,14,27,0,0,0,4,0,12,103
LA GUARDIA,atencion odontologica,consulta repetida,2017-03-01,7,4,6,1,0,1,1,3,0,0,0,0,0,1,24
LA PAZ,atencion odontologica,consulta repetida,2017-03-01,629,588,750,794,420,693,1429,2465,577,402,0,135,0,124,9006
LA RIVERA,atencion odontologica,consulta repetida,2017-03-01,0,0,0,2,0,0,1,4,1,0,0,0,0,0,8
LAGUNILLAS,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5
LAJA,atencion odontologica,consulta repetida,2017-03-01,1,0,0,2,0,1,1,0,0,1,0,0,0,0,6
LAS CARRERAS,atencion odontologica,consulta repetida,2017-03-01,0,4,6,3,0,3,23,21,9,10,0,0,0,0,79
LLALLAGUA,atencion odontologica,consulta repetida,2017-03-01,21,18,17,39,20,41,31,104,66,33,0,23,0,3,416
LLICA,atencion odontologica,consulta repetida,2017-03-01,0,0,0,2,1,1,3,4,0,2,0,0,0,0,13
LURIBAY,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3
MACHACAMARCA,atencion odontologica,consulta repetida,2017-03-01,23,6,32,18,2,9,21,25,7,4,0,0,0,1,148
MACHARETI,atencion odontologica,consulta repetida,2017-03-01,0,1,1,2,1,3,4,6,0,0,0,0,0,0,18
MAGDALENA,atencion odontologica,consulta repetida,2017-03-01,0,0,0,3,5,1,2,9,1,0,0,0,0,0,21
MAIRANA,atencion odontologica,consulta repetida,2017-03-01,12,11,1,3,0,17,3,26,2,5,0,6,0,18,104
MAPIRI,atencion odontologica,consulta repetida,2017-03-01,0,2,0,0,0,2,4,2,1,0,0,0,0,1,12
MECAPACA,atencion odontologica,consulta repetida,2017-03-01,0,4,0,0,0,0,0,2,0,0,0,0,0,1,7
MINEROS,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
MIZQUE,atencion odontologica,consulta repetida,2017-03-01,21,7,5,25,0,16,8,42,9,2,0,7,0,18,160
MOCOMOCO,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
MOJINETE,atencion odontologica,consulta repetida,2017-03-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
MOJOCOYA,atencion odontologica,consulta repetida,2017-03-01,0,0,1,9,12,7,9,57,3,1,0,3,0,0,102
MONTEAGUDO,atencion odontologica,consulta repetida,2017-03-01,18,34,15,5,4,11,18,41,5,11,0,5,0,11,178
MONTERO,atencion odontologica,consulta repetida,2017-03-01,33,29,11,26,5,11,11,53,11,2,0,3,0,6,201
MORO MORO,atencion odontologica,consulta repetida,2017-03-01,1,0,3,1,1,0,3,10,0,2,0,1,0,0,22
MOROCHATA,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
OCURI,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
OMEREQUE,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,1,0,1,2,0,0,0,0,0,4
ORURO,atencion odontologica,consulta repetida,2017-03-01,281,328,268,314,150,236,504,918,245,158,0,91,0,83,3576
PADCAYA,atencion odontologica,consulta repetida,2017-03-01,0,3,0,3,6,30,5,34,0,0,0,0,0,0,81
PADILLA,atencion odontologica,consulta repetida,2017-03-01,4,19,13,7,2,2,21,22,1,0,0,8,0,19,118
PAILON,atencion odontologica,consulta repetida,2017-03-01,1,2,7,5,0,1,0,2,0,0,0,1,0,1,20
PALCA,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PALOS BLANCOS,atencion odontologica,consulta repetida,2017-03-01,2,0,0,0,0,1,0,3,0,0,0,1,0,2,9
PAMPA AULLAGAS,atencion odontologica,consulta repetida,2017-03-01,10,0,2,9,0,1,2,15,0,8,0,0,0,12,59
PAMPA GRANDE,atencion odontologica,consulta repetida,2017-03-01,0,1,0,0,0,0,0,6,0,0,0,1,0,5,13
PAPEL PAMPA,atencion odontologica,consulta repetida,2017-03-01,0,1,0,0,0,0,0,4,0,3,0,0,0,3,11
PASORAPA,atencion odontologica,consulta repetida,2017-03-01,5,0,0,0,0,9,16,24,29,8,0,0,0,0,91
PATACAMAYA,atencion odontologica,consulta repetida,2017-03-01,66,41,15,17,3,7,5,39,1,2,0,1,0,1,198
PAZÑA,atencion odontologica,consulta repetida,2017-03-01,2,9,4,7,1,2,3,17,5,0,0,0,0,1,51
POCOATA,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,0,0,2,1,0,0,0,0,1,4
POCONA,atencion odontologica,consulta repetida,2017-03-01,2,0,9,4,2,3,7,11,0,0,0,9,0,17,64
POJO (CBBA),atencion odontologica,consulta repetida,2017-03-01,5,8,2,18,3,10,8,27,1,2,0,10,0,11,105
POOPO,atencion odontologica,consulta repetida,2017-03-01,7,5,1,7,4,4,48,36,1,3,0,1,0,0,117
PORCO,atencion odontologica,consulta repetida,2017-03-01,8,1,0,1,0,0,0,1,0,1,0,0,0,0,12
POROMA,atencion odontologica,consulta repetida,2017-03-01,0,1,0,1,0,1,0,8,0,0,0,3,0,0,14
PORVENIR,atencion odontologica,consulta repetida,2017-03-01,0,0,3,1,4,0,2,5,0,0,0,0,0,0,15
POSTRER VALLE,atencion odontologica,consulta repetida,2017-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
POTOSI,atencion odontologica,consulta repetida,2017-03-01,331,276,277,259,191,322,422,794,69,81,0,91,0,47,3160
PRESTO,atencion odontologica,consulta repetida,2017-03-01,0,5,3,11,1,1,3,24,1,0,0,0,0,0,49
PUCARANI,atencion odontologica,consulta repetida,2017-03-01,2,0,1,0,0,1,1,3,0,0,0,0,0,0,8
PUERTO CARABUCO,atencion odontologica,consulta repetida,2017-03-01,0,0,1,0,0,1,1,0,1,0,0,0,0,0,4
PUERTO GONZALO MORENO,atencion odontologica,consulta repetida,2017-03-01,10,7,0,0,0,0,1,6,0,0,0,0,0,0,24
PUERTO QUIJARRO,atencion odontologica,consulta repetida,2017-03-01,25,19,0,0,6,1,0,0,0,2,0,1,0,0,54
PUERTO RICO,atencion odontologica,consulta repetida,2017-03-01,0,0,0,2,5,14,16,17,0,0,0,0,0,1,55
PUERTO SUAREZ,atencion odontologica,consulta repetida,2017-03-01,6,1,0,0,0,7,1,13,0,1,0,8,0,10,47
PUERTO VILLARROEL,atencion odontologica,consulta repetida,2017-03-01,47,14,0,4,0,21,4,69,7,2,0,23,0,49,240
PUNA,atencion odontologica,consulta repetida,2017-03-01,11,0,1,4,7,1,17,15,1,1,0,2,0,1,61
PUNATA,atencion odontologica,consulta repetida,2017-03-01,34,27,15,37,1,15,29,60,22,12,0,2,0,9,263
QUILLACOLLO,atencion odontologica,consulta repetida,2017-03-01,76,53,59,18,26,31,51,129,33,38,0,8,0,11,533
QUIME,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,0,26,3,2,2,0,0,0,0,33
QUIRUSILLAS,atencion odontologica,consulta repetida,2017-03-01,0,0,0,1,0,0,1,3,0,4,0,0,0,0,9
RAVELO,atencion odontologica,consulta repetida,2017-03-01,0,1,0,2,0,0,0,1,0,0,0,1,0,0,5
REYES,atencion odontologica,consulta repetida,2017-03-01,3,1,12,24,2,12,15,46,11,12,0,0,0,0,138
RIBERALTA,atencion odontologica,consulta repetida,2017-03-01,32,35,83,72,115,123,84,116,66,78,0,1,0,2,807
ROBORE,atencion odontologica,consulta repetida,2017-03-01,0,0,2,3,0,0,0,1,0,0,0,0,0,0,6
RURRENABAQUE,atencion odontologica,consulta repetida,2017-03-01,5,8,3,6,2,2,2,1,1,0,0,3,0,0,33
SABAYA,atencion odontologica,consulta repetida,2017-03-01,4,2,2,2,2,3,2,3,0,2,0,0,0,0,22
SACABA,atencion odontologica,consulta repetida,2017-03-01,34,24,95,131,27,39,14,52,21,14,0,3,0,9,463
SACABAMBA,atencion odontologica,consulta repetida,2017-03-01,0,0,2,2,1,0,0,5,0,2,0,0,0,2,14
SACACA,atencion odontologica,consulta repetida,2017-03-01,1,0,0,0,1,3,0,7,5,7,0,1,0,1,26
SAIPINA,atencion odontologica,consulta repetida,2017-03-01,5,8,1,3,2,0,8,23,2,3,0,7,0,4,66
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta repetida,2017-03-01,0,3,0,3,2,2,2,11,7,4,0,2,0,0,36
SAMAIPATA,atencion odontologica,consulta repetida,2017-03-01,3,0,0,6,0,8,1,2,1,0,0,0,0,6,27
SAN AGUSTIN,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3
SAN ANDRES,atencion odontologica,consulta repetida,2017-03-01,1,0,0,0,0,0,0,1,1,0,0,1,0,0,4
SAN ANDRES DE MACHACA,atencion odontologica,consulta repetida,2017-03-01,1,6,0,0,1,2,5,10,7,2,0,1,0,1,36
SAN BENITO,atencion odontologica,consulta repetida,2017-03-01,9,8,2,3,0,2,4,10,8,8,0,4,0,4,62
SAN BORJA,atencion odontologica,consulta repetida,2017-03-01,2,2,4,21,3,11,21,54,1,2,0,10,0,21,152
SAN BUENA VENTURA,atencion odontologica,consulta repetida,2017-03-01,2,0,2,1,0,4,1,4,0,2,0,2,0,3,21
SAN IGNACIO,atencion odontologica,consulta repetida,2017-03-01,1,2,5,13,6,3,15,29,3,0,0,3,0,1,81
SAN IGNACIO DE VELASCO,atencion odontologica,consulta repetida,2017-03-01,3,2,40,33,12,5,26,88,5,0,0,0,0,1,215
SAN JAVIER(STC),atencion odontologica,consulta repetida,2017-03-01,0,3,3,1,0,3,4,8,4,0,0,3,0,0,29
SAN JOAQUIN,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta repetida,2017-03-01,1,2,5,1,0,0,2,0,0,0,0,1,0,0,12
SAN JUAN DE YAPACANI,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN JULIAN,atencion odontologica,consulta repetida,2017-03-01,8,22,0,0,0,1,3,6,1,0,0,0,0,6,47
SAN LORENZO(TJA),atencion odontologica,consulta repetida,2017-03-01,4,10,23,12,4,18,26,122,2,9,0,1,0,6,237
SAN LUCAS,atencion odontologica,consulta repetida,2017-03-01,2,14,4,3,1,9,9,26,0,0,0,0,0,0,68
SAN MATIAS,atencion odontologica,consulta repetida,2017-03-01,4,2,0,0,0,0,0,2,0,0,0,0,0,0,8
SAN MIGUEL DE VELASCO,atencion odontologica,consulta repetida,2017-03-01,2,0,5,5,0,9,3,26,4,0,0,3,0,8,65
SAN PABLO DE LIPEZ,atencion odontologica,consulta repetida,2017-03-01,0,1,1,0,0,0,0,3,0,0,0,0,0,0,5
SAN PEDRO,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,2,2,6,16,0,4,0,0,0,0,30
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta repetida,2017-03-01,0,0,0,1,3,2,8,20,0,0,0,6,0,4,44
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta repetida,2017-03-01,0,0,0,1,0,2,0,1,2,2,0,0,0,0,8
SAN RAFAEL,atencion odontologica,consulta repetida,2017-03-01,1,0,0,2,0,7,0,13,0,0,0,12,0,1,36
SANTA ANA,atencion odontologica,consulta repetida,2017-03-01,0,1,7,19,1,0,14,22,1,0,0,0,0,0,65
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta repetida,2017-03-01,582,587,555,513,366,419,1474,2802,560,414,0,109,0,36,8417
SANTA ROSA,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SANTA ROSA DEL SARA,atencion odontologica,consulta repetida,2017-03-01,9,0,1,0,1,11,13,15,1,0,0,2,0,5,58
SANTIAGO DE HUARI,atencion odontologica,consulta repetida,2017-03-01,3,5,6,5,0,9,32,26,6,4,0,0,0,0,96
SANTIAGO DE HUATA,atencion odontologica,consulta repetida,2017-03-01,0,0,1,0,0,8,5,9,9,3,0,2,0,1,38
SANTIAGO DE MACHACA,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
SANTIVAÑES,atencion odontologica,consulta repetida,2017-03-01,10,1,3,1,10,3,3,7,12,3,0,1,0,8,62
SANTUARIO DE QUILLACAS,atencion odontologica,consulta repetida,2017-03-01,0,0,3,3,0,0,0,3,1,0,0,0,0,0,10
SAPAHAQUI,atencion odontologica,consulta repetida,2017-03-01,3,1,0,0,0,1,2,1,1,0,0,0,0,1,10
SENA,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,5,0,9,0,0,0,6,0,5,25
SHINAOTA,atencion odontologica,consulta repetida,2017-03-01,4,2,0,0,0,0,0,2,0,0,0,0,0,2,10
SICA SICA (VILLA AROMA),atencion odontologica,consulta repetida,2017-03-01,0,1,0,0,0,0,0,1,4,0,0,0,0,0,6
SICAYA,atencion odontologica,consulta repetida,2017-03-01,0,1,1,0,1,6,2,13,0,0,0,2,0,2,28
SIPE SIPE,atencion odontologica,consulta repetida,2017-03-01,4,24,0,7,1,2,2,24,6,10,0,0,0,7,87
SOPACHUY,atencion odontologica,consulta repetida,2017-03-01,7,5,10,8,4,3,14,44,0,2,0,1,0,1,99
SORACACHI,atencion odontologica,consulta repetida,2017-03-01,0,6,6,3,13,7,4,12,4,9,0,6,0,3,73
SORATA,atencion odontologica,consulta repetida,2017-03-01,0,3,0,0,1,4,2,11,0,0,0,2,0,0,23
SUCRE,atencion odontologica,consulta repetida,2017-03-01,265,243,292,293,132,260,838,1136,124,80,0,99,0,99,3861
TACOPAYA,atencion odontologica,consulta repetida,2017-03-01,12,7,3,1,0,4,4,23,25,23,0,6,0,6,114
TAHUA,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TAPACARI,atencion odontologica,consulta repetida,2017-03-01,4,2,1,0,7,2,1,7,0,4,0,0,0,0,28
TARABUCO,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
TARACO,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TARATA,atencion odontologica,consulta repetida,2017-03-01,7,2,2,7,0,1,3,13,0,0,0,0,0,9,44
TARIJA,atencion odontologica,consulta repetida,2017-03-01,42,80,172,253,124,221,437,873,103,45,0,5,0,3,2358
TARVITA,atencion odontologica,consulta repetida,2017-03-01,2,0,1,3,5,2,6,14,0,2,0,1,0,6,42
TEOPONTE,atencion odontologica,consulta repetida,2017-03-01,0,2,1,2,0,0,0,3,0,0,0,0,0,3,11
TIAWANACU,atencion odontologica,consulta repetida,2017-03-01,3,1,3,8,1,1,6,16,1,2,0,0,0,1,43
TINGUIPAYA,atencion odontologica,consulta repetida,2017-03-01,0,2,0,0,1,0,0,3,0,2,0,0,0,0,8
TIPUANI,atencion odontologica,consulta repetida,2017-03-01,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3
TIQUIPAYA,atencion odontologica,consulta repetida,2017-03-01,39,46,0,3,1,16,5,39,18,6,0,13,0,21,207
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2017-03-01,7,10,2,2,0,4,5,9,4,1,0,0,0,6,50
TOCO,atencion odontologica,consulta repetida,2017-03-01,7,16,0,1,0,4,0,13,0,3,0,4,0,6,54
TODOS SANTOS,atencion odontologica,consulta repetida,2017-03-01,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3
TOLATA,atencion odontologica,consulta repetida,2017-03-01,15,0,6,8,8,4,5,10,6,12,0,2,0,4,80
TOLEDO,atencion odontologica,consulta repetida,2017-03-01,0,0,3,1,2,3,1,5,0,0,0,0,0,0,15
TOMAVE,atencion odontologica,consulta repetida,2017-03-01,2,0,3,1,2,0,2,14,6,1,0,0,0,10,41
TOMINA,atencion odontologica,consulta repetida,2017-03-01,4,7,3,5,8,7,20,55,0,0,0,9,0,1,119
TORO TORO,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,1,3,7,0,1,0,7,0,1,20
TOTORA(CBBA),atencion odontologica,consulta repetida,2017-03-01,4,2,1,2,0,0,0,17,0,0,0,6,0,0,32
TRIGAL,atencion odontologica,consulta repetida,2017-03-01,1,1,0,1,0,0,0,4,3,2,0,0,0,2,14
TRINIDAD,atencion odontologica,consulta repetida,2017-03-01,52,63,88,66,75,55,132,214,73,43,0,9,0,2,872
TUPIZA,atencion odontologica,consulta repetida,2017-03-01,28,51,39,42,36,32,66,105,68,26,0,10,0,15,518
TURCO,atencion odontologica,consulta repetida,2017-03-01,1,0,0,2,0,0,5,10,2,1,0,0,0,0,21
UMALA,atencion odontologica,consulta repetida,2017-03-01,0,0,2,0,0,0,0,1,1,0,0,0,0,0,4
UNCIA,atencion odontologica,consulta repetida,2017-03-01,10,32,4,20,9,23,23,65,9,9,0,4,0,6,214
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2017-03-01,1,4,6,4,24,29,38,92,3,2,0,0,0,0,203
URUBICHA,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,1,0,2,0,0,0,0,0,0,1,4
UYUNI,atencion odontologica,consulta repetida,2017-03-01,8,8,5,5,2,4,16,11,5,6,0,2,0,6,78
VACAS,atencion odontologica,consulta repetida,2017-03-01,0,0,2,0,0,3,0,22,0,0,0,1,0,0,28
VALLEGRANDE,atencion odontologica,consulta repetida,2017-03-01,0,0,2,4,1,1,5,12,0,0,0,0,0,0,25
VIACHA,atencion odontologica,consulta repetida,2017-03-01,112,109,15,11,4,14,9,58,5,4,0,24,0,23,388
VILA VILA,atencion odontologica,consulta repetida,2017-03-01,4,3,0,0,2,0,1,1,0,0,0,1,0,0,12
VILLA MONTES,atencion odontologica,consulta repetida,2017-03-01,0,3,22,10,11,17,32,61,1,0,0,0,0,0,157
VILLA RIVERO,atencion odontologica,consulta repetida,2017-03-01,28,13,6,5,0,8,3,61,8,0,0,20,0,27,179
VILLA SERRANO,atencion odontologica,consulta repetida,2017-03-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
VILLA TUNARI,atencion odontologica,consulta repetida,2017-03-01,2,2,7,3,4,9,17,52,4,2,0,1,0,11,114
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta repetida,2017-03-01,5,8,2,1,2,1,8,18,2,0,0,2,0,7,56
VILLAZON,atencion odontologica,consulta repetida,2017-03-01,56,42,44,50,35,20,63,98,18,23,0,7,0,2,458
VINTO,atencion odontologica,consulta repetida,2017-03-01,14,9,0,0,0,0,0,1,0,0,0,0,0,0,24
VITICHI,atencion odontologica,consulta repetida,2017-03-01,5,0,0,4,4,3,6,19,1,0,0,0,0,5,47
WALDO BALLIVIAN,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
WARNES,atencion odontologica,consulta repetida,2017-03-01,9,15,5,4,7,6,6,25,6,3,0,0,0,15,101
YACO,atencion odontologica,consulta repetida,2017-03-01,0,0,0,0,0,2,0,11,3,5,0,0,0,0,21
YACUIBA,atencion odontologica,consulta repetida,2017-03-01,7,3,31,14,27,25,67,134,16,5,0,5,0,0,334
YAMPARAEZ,atencion odontologica,consulta repetida,2017-03-01,71,47,0,0,0,1,10,24,0,0,0,0,0,2,155
YANACACHI,atencion odontologica,consulta repetida,2017-03-01,1,0,2,4,4,0,12,5,1,0,0,3,0,1,33
YAPACANI,atencion odontologica,consulta repetida,2017-03-01,17,27,3,9,5,7,12,36,4,9,0,8,0,7,144
YOCALLA,atencion odontologica,consulta repetida,2017-03-01,12,5,8,16,0,5,3,15,1,0,0,2,0,2,69
YOTALA,atencion odontologica,consulta repetida,2017-03-01,3,3,1,2,2,1,3,58,2,8,0,0,0,5,88
YUNCHARA,atencion odontologica,consulta repetida,2017-03-01,0,1,0,0,3,0,3,7,0,0,0,0,0,0,14
YUNGUYO DE LITORAL,atencion odontologica,consulta repetida,2017-03-01,0,0,7,2,0,0,0,0,0,0,0,0,0,0,9
ZUDAÑEZ,atencion odontologica,consulta repetida,2017-03-01,1,0,5,1,1,12,0,3,0,0,0,0,0,0,23
ACACIO,atencion odontologica,consulta repetida,2017-04-01,0,1,2,0,0,0,7,7,0,0,0,2,0,0,19
ACHACACHI,atencion odontologica,consulta repetida,2017-04-01,40,15,2,8,3,9,25,33,25,10,0,0,0,12,182
ACHOCALLA,atencion odontologica,consulta repetida,2017-04-01,3,2,0,0,0,0,0,3,0,0,0,0,0,3,11
AIQUILE,atencion odontologica,consulta repetida,2017-04-01,11,32,5,10,1,6,4,23,26,25,0,0,0,11,154
ALALAY,atencion odontologica,consulta repetida,2017-04-01,0,0,1,0,2,3,0,0,0,0,0,0,0,0,6
