,group,variable,month,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA EMB,ENDODONCIA EMB,ENDODONCIA POST,ENDODONCIA POST,TOTALES
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncia,2017-03-01,0,1,0,0,1,0,0,2,1,0,0,0,0,0,5
SAN PEDRO DE CURAHUARA,atencion odontologica,endodoncia,2017-03-01,0,0,0,1,1,1,0,0,3,0,0,0,0,0,6
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncia,2017-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN RAFAEL,atencion odontologica,endodoncia,2017-03-01,2,2,0,0,0,1,0,10,0,0,0,0,0,0,15
SAN RAMON BENI,atencion odontologica,endodoncia,2017-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SAN RAMON SCZ,atencion odontologica,endodoncia,2017-03-01,5,5,0,0,0,0,0,0,0,1,0,0,0,0,11
SANTA ANA,atencion odontologica,endodoncia,2017-03-01,0,1,0,8,0,0,8,0,2,0,0,0,0,0,19
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncia,2017-03-01,177,133,124,118,125,189,547,924,198,110,0,0,0,0,2645
SANTA ROSA,atencion odontologica,endodoncia,2017-03-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
SANTA ROSA DEL SARA,atencion odontologica,endodoncia,2017-03-01,2,4,0,1,0,0,0,3,0,0,0,0,0,0,10
SANTIAGO DE HUARI,atencion odontologica,endodoncia,2017-03-01,0,1,2,2,0,0,4,2,2,0,0,0,0,0,13
SANTIAGO DE HUATA,atencion odontologica,endodoncia,2017-03-01,1,0,2,2,1,5,2,8,8,6,0,0,0,0,35
SANTIAGO DE MACHACA,atencion odontologica,endodoncia,2017-03-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
SANTIVAÑES,atencion odontologica,endodoncia,2017-03-01,1,0,0,0,2,2,3,1,2,1,0,0,0,0,12
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncia,2017-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
SAPAHAQUI,atencion odontologica,endodoncia,2017-03-01,4,0,0,0,0,1,1,2,0,0,0,0,0,0,8
SENA,atencion odontologica,endodoncia,2017-03-01,1,3,0,0,0,5,0,9,1,0,0,0,0,0,19
SHINAOTA,atencion odontologica,endodoncia,2017-03-01,7,1,0,1,0,0,0,2,0,0,0,0,0,0,11
SICA SICA (VILLA AROMA),atencion odontologica,endodoncia,2017-03-01,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3
SICAYA,atencion odontologica,endodoncia,2017-03-01,0,1,0,0,0,2,1,2,0,0,0,0,0,0,6
SIPE SIPE,atencion odontologica,endodoncia,2017-03-01,23,36,2,13,1,3,4,20,3,3,0,0,0,0,108
SOPACHUY,atencion odontologica,endodoncia,2017-03-01,5,1,5,7,3,0,2,11,0,1,0,0,0,0,35
SORACACHI,atencion odontologica,endodoncia,2017-03-01,0,4,2,2,1,3,1,3,1,2,0,0,0,0,19
SORATA,atencion odontologica,endodoncia,2017-03-01,0,4,1,2,1,1,2,5,0,0,0,0,0,0,16
SUCRE,atencion odontologica,endodoncia,2017-03-01,184,201,115,126,49,87,195,291,19,24,0,0,0,0,1291
TACACHI,atencion odontologica,endodoncia,2017-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TACACOMA,atencion odontologica,endodoncia,2017-03-01,1,0,0,1,0,0,1,3,1,0,0,0,0,0,7
TACOPAYA,atencion odontologica,endodoncia,2017-03-01,1,1,0,0,0,1,2,9,3,5,0,0,0,0,22
TAPACARI,atencion odontologica,endodoncia,2017-03-01,1,3,2,0,1,1,0,1,0,1,0,0,0,0,10
TARABUCO,atencion odontologica,endodoncia,2017-03-01,2,2,1,0,0,2,0,3,0,0,0,0,0,0,10
TARATA,atencion odontologica,endodoncia,2017-03-01,2,1,1,1,0,1,0,3,0,0,0,0,0,0,9
TARIJA,atencion odontologica,endodoncia,2017-03-01,25,36,77,77,46,65,122,245,43,13,0,0,0,0,749
TARVITA,atencion odontologica,endodoncia,2017-03-01,1,0,0,0,0,0,1,3,0,0,0,0,0,0,5
TEOPONTE,atencion odontologica,endodoncia,2017-03-01,0,0,0,1,0,3,1,4,0,0,0,0,0,0,9
TIAWANACU,atencion odontologica,endodoncia,2017-03-01,2,3,2,2,1,0,1,6,0,5,0,0,0,0,22
TINGUIPAYA,atencion odontologica,endodoncia,2017-03-01,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3
TIPUANI,atencion odontologica,endodoncia,2017-03-01,0,1,0,0,0,1,1,0,1,0,0,0,0,0,4
TIQUIPAYA,atencion odontologica,endodoncia,2017-03-01,30,32,0,1,1,6,5,18,6,1,0,0,0,0,100
TIRAQUE (CBBA),atencion odontologica,endodoncia,2017-03-01,3,3,1,0,0,0,0,3,1,0,0,0,0,0,11
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,endodoncia,2017-03-01,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
TOCO,atencion odontologica,endodoncia,2017-03-01,0,8,1,4,0,3,1,20,0,0,0,0,0,0,37
TOLATA,atencion odontologica,endodoncia,2017-03-01,3,0,0,0,1,0,0,3,1,0,0,0,0,0,8
TOLEDO,atencion odontologica,endodoncia,2017-03-01,0,0,3,1,0,2,1,1,0,0,0,0,0,0,8
TOMAVE,atencion odontologica,endodoncia,2017-03-01,3,0,1,0,0,1,1,2,4,1,0,0,0,0,13
TOMINA,atencion odontologica,endodoncia,2017-03-01,2,3,2,1,3,2,2,14,0,0,0,0,0,0,29
TORO TORO,atencion odontologica,endodoncia,2017-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TOTORA(CBBA),atencion odontologica,endodoncia,2017-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TOTORA(ORR),atencion odontologica,endodoncia,2017-03-01,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4
TRIGAL,atencion odontologica,endodoncia,2017-03-01,0,0,0,0,0,0,0,4,2,0,0,0,0,0,6
TRINIDAD,atencion odontologica,endodoncia,2017-03-01,8,8,19,20,42,49,106,72,35,34,0,0,0,0,393
TUPIZA,atencion odontologica,endodoncia,2017-03-01,11,7,21,13,21,15,28,20,23,10,0,0,0,0,169
TURCO,atencion odontologica,endodoncia,2017-03-01,0,0,0,1,0,0,2,3,1,0,0,0,0,0,7
UMALA,atencion odontologica,endodoncia,2017-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
UNCIA,atencion odontologica,endodoncia,2017-03-01,0,2,1,0,0,1,1,7,0,0,0,0,0,0,12
URIONDO (A. CONCEPCION),atencion odontologica,endodoncia,2017-03-01,0,1,7,2,3,5,6,16,1,1,0,0,0,0,42
URUBICHA,atencion odontologica,endodoncia,2017-03-01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
UYUNI,atencion odontologica,endodoncia,2017-03-01,5,3,5,0,4,3,8,4,5,2,0,0,0,0,39
VACAS,atencion odontologica,endodoncia,2017-03-01,0,0,2,0,0,1,0,3,0,0,0,0,0,0,6
VALLEGRANDE,atencion odontologica,endodoncia,2017-03-01,1,6,0,1,0,6,9,3,2,0,0,0,0,0,28
VIACHA,atencion odontologica,endodoncia,2017-03-01,26,32,3,5,3,5,1,19,2,0,0,0,0,0,96
VILA VILA,atencion odontologica,endodoncia,2017-03-01,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3
VILLA CHARCAS,atencion odontologica,endodoncia,2017-03-01,0,0,0,0,0,2,0,1,0,2,0,0,0,0,5
VILLA MONTES,atencion odontologica,endodoncia,2017-03-01,3,7,11,6,5,13,11,29,0,0,0,0,0,0,85
VILLA RIVERO,atencion odontologica,endodoncia,2017-03-01,3,1,0,1,0,1,1,7,2,0,0,0,0,0,16
VILLA SERRANO,atencion odontologica,endodoncia,2017-03-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
VILLA TUNARI,atencion odontologica,endodoncia,2017-03-01,13,20,5,6,4,13,10,51,7,1,0,0,0,0,130
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncia,2017-03-01,4,9,1,0,0,0,0,7,1,1,0,0,0,0,23
VILLAZON,atencion odontologica,endodoncia,2017-03-01,11,7,24,26,25,7,40,45,1,27,0,0,0,0,213
VINTO,atencion odontologica,endodoncia,2017-03-01,17,7,5,0,0,1,0,15,0,1,0,0,0,0,46
VITICHI,atencion odontologica,endodoncia,2017-03-01,0,0,0,1,0,0,2,1,0,0,0,0,0,0,4
WARNES,atencion odontologica,endodoncia,2017-03-01,11,13,2,0,0,0,0,1,0,0,0,0,0,0,27
YACO,atencion odontologica,endodoncia,2017-03-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3
YACUIBA,atencion odontologica,endodoncia,2017-03-01,2,0,22,10,4,10,11,41,4,0,0,0,0,0,104
YAMPARAEZ,atencion odontologica,endodoncia,2017-03-01,0,0,0,1,0,0,3,4,0,0,0,0,0,0,8
YANACACHI,atencion odontologica,endodoncia,2017-03-01,0,0,1,3,1,0,2,0,0,0,0,0,0,0,7
YAPACANI,atencion odontologica,endodoncia,2017-03-01,9,5,1,1,1,6,2,27,7,4,0,0,0,0,63
YOCALLA,atencion odontologica,endodoncia,2017-03-01,3,1,2,3,0,1,2,1,0,0,0,0,0,0,13
YOTALA,atencion odontologica,endodoncia,2017-03-01,3,0,4,3,1,1,3,11,1,2,0,0,0,0,29
YUNCHARA,atencion odontologica,endodoncia,2017-03-01,0,0,2,2,1,0,3,5,0,0,0,0,0,0,13
YUNGUYO DE LITORAL,atencion odontologica,endodoncia,2017-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ZUDAÑEZ,atencion odontologica,endodoncia,2017-03-01,0,0,0,0,0,5,0,2,1,0,0,0,0,0,8
ACACIO,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ACHACACHI,atencion odontologica,endodoncia,2017-04-01,6,1,1,3,0,2,5,9,5,1,0,0,0,0,33
ACHOCALLA,atencion odontologica,endodoncia,2017-04-01,3,3,0,0,0,0,0,4,0,0,0,0,0,0,10
AIQUILE,atencion odontologica,endodoncia,2017-04-01,0,0,5,1,0,3,0,11,2,1,0,0,0,0,23
ALALAY,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ALCALA,atencion odontologica,endodoncia,2017-04-01,0,0,0,2,0,2,2,8,1,0,0,0,0,0,15
ALTO BENI,atencion odontologica,endodoncia,2017-04-01,7,7,0,6,3,2,2,3,2,2,0,0,0,0,34
ANDAMARCA,atencion odontologica,endodoncia,2017-04-01,1,6,0,3,0,1,3,2,0,0,0,0,0,0,16
ANTEQUERA,atencion odontologica,endodoncia,2017-04-01,0,0,0,1,1,0,4,2,0,0,0,0,0,0,8
ANZALDO,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
APOLO,atencion odontologica,endodoncia,2017-04-01,0,1,0,0,0,3,0,1,0,0,0,0,0,0,5
ARANI,atencion odontologica,endodoncia,2017-04-01,2,0,0,1,0,1,0,1,0,0,0,0,0,0,5
ARBIETO,atencion odontologica,endodoncia,2017-04-01,22,8,0,1,0,0,0,8,3,4,0,0,0,0,46
ARQUE,atencion odontologica,endodoncia,2017-04-01,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4
ASCENCION DE GUARAYOS,atencion odontologica,endodoncia,2017-04-01,0,2,0,0,0,0,1,5,2,0,0,0,0,0,10
ATOCHA,atencion odontologica,endodoncia,2017-04-01,13,14,19,33,10,9,53,27,5,2,0,0,0,0,185
AUCAPATA,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,1,1,3,0,0,0,0,0,0,5
AYATA,atencion odontologica,endodoncia,2017-04-01,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncia,2017-04-01,9,6,6,4,1,10,23,24,9,2,0,0,0,0,94
AZURDUY,atencion odontologica,endodoncia,2017-04-01,3,0,0,3,0,3,1,9,0,0,0,0,0,0,19
BATALLAS,atencion odontologica,endodoncia,2017-04-01,2,0,1,0,0,0,0,2,0,0,0,0,0,0,5
BERMEJO,atencion odontologica,endodoncia,2017-04-01,1,1,9,9,4,1,58,100,0,0,0,0,0,0,183
BETANZOS,atencion odontologica,endodoncia,2017-04-01,1,0,0,0,3,0,3,4,1,0,0,0,0,0,12
BOYUIBE,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
BUENA VISTA,atencion odontologica,endodoncia,2017-04-01,2,2,0,1,1,4,0,1,0,0,0,0,0,0,11
CABEZAS,atencion odontologica,endodoncia,2017-04-01,0,1,0,0,0,0,4,0,0,0,0,0,0,0,5
CAIROMA,atencion odontologica,endodoncia,2017-04-01,1,0,3,3,0,1,0,2,0,0,0,0,0,0,10
"CAIZA ""D""",atencion odontologica,endodoncia,2017-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAJUATA,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,1,1,2,2,0,0,0,0,0,0,6
CALAMARCA,atencion odontologica,endodoncia,2017-04-01,1,0,0,0,1,1,2,3,1,0,0,0,0,0,9
CAMARGO,atencion odontologica,endodoncia,2017-04-01,4,13,1,1,0,2,1,7,7,0,0,0,0,0,36
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncia,2017-04-01,0,0,0,1,0,2,0,4,0,0,0,0,0,0,7
CAMIRI,atencion odontologica,endodoncia,2017-04-01,4,3,4,3,1,4,2,4,3,1,0,0,0,0,29
CAPINOTA,atencion odontologica,endodoncia,2017-04-01,2,4,2,0,1,0,0,2,1,2,0,0,0,0,14
CAQUIAVIRI,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
CARACOLLO,atencion odontologica,endodoncia,2017-04-01,0,3,0,3,0,0,2,4,7,2,0,0,0,0,21
CARANAVI,atencion odontologica,endodoncia,2017-04-01,8,4,1,2,4,11,1,15,3,6,0,0,0,0,55
CARAPARI,atencion odontologica,endodoncia,2017-04-01,0,0,0,1,7,7,17,16,1,0,0,0,0,0,49
CARIPUYO,atencion odontologica,endodoncia,2017-04-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5
CHALLAPATA,atencion odontologica,endodoncia,2017-04-01,12,12,7,2,0,0,0,2,3,0,0,0,0,0,38
CHAQUI,atencion odontologica,endodoncia,2017-04-01,0,1,0,1,2,1,0,2,1,0,0,0,0,0,8
CHARAGUA,atencion odontologica,endodoncia,2017-04-01,0,0,2,0,0,0,4,4,0,0,0,0,0,0,10
CHAYANTA,atencion odontologica,endodoncia,2017-04-01,2,1,2,7,1,1,1,9,0,5,0,0,0,0,29
CHIMORE,atencion odontologica,endodoncia,2017-04-01,6,5,1,2,0,2,0,7,1,0,0,0,0,0,24
CHIPAYA,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHOQUE COTA,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CHUA COCANI,atencion odontologica,endodoncia,2017-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncia,2017-04-01,6,8,1,0,1,5,2,6,3,0,0,0,0,0,32
CHUMA,atencion odontologica,endodoncia,2017-04-01,0,0,0,1,1,6,2,8,2,0,0,0,0,0,20
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CLIZA,atencion odontologica,endodoncia,2017-04-01,1,1,0,1,0,1,2,2,6,2,0,0,0,0,16
COBIJA,atencion odontologica,endodoncia,2017-04-01,4,0,3,5,12,10,7,5,0,0,0,0,0,0,46
COCAPATA,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
COCHABAMBA,atencion odontologica,endodoncia,2017-04-01,151,141,157,157,72,127,250,522,194,72,0,0,0,0,1843
COIPASA,atencion odontologica,endodoncia,2017-04-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
COLCAPIRHUA,atencion odontologica,endodoncia,2017-04-01,11,16,1,3,0,0,0,13,4,1,0,0,0,0,49
"COLCHA ""K""",atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
COLLANA,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
COLOMI,atencion odontologica,endodoncia,2017-04-01,13,7,1,0,0,1,1,1,0,1,0,0,0,0,25
COLQUECHACA,atencion odontologica,endodoncia,2017-04-01,9,7,3,1,0,0,2,16,8,5,0,0,0,0,51
COLQUENCHA,atencion odontologica,endodoncia,2017-04-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
COLQUIRI,atencion odontologica,endodoncia,2017-04-01,8,3,1,1,0,2,1,6,3,5,0,0,0,0,30
COMANCHE,atencion odontologica,endodoncia,2017-04-01,0,1,0,0,0,0,0,0,3,0,0,0,0,0,4
COMARAPA,atencion odontologica,endodoncia,2017-04-01,1,2,8,4,3,8,0,31,1,10,0,0,0,0,68
CONCEPCION,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
COPACABANA,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,1,2,9,0,1,0,0,0,0,13
CORIPATA,atencion odontologica,endodoncia,2017-04-01,0,0,1,1,3,1,6,6,0,0,0,0,0,0,18
COROICO,atencion odontologica,endodoncia,2017-04-01,7,0,3,1,1,5,7,16,4,4,0,0,0,0,48
CORQUE,atencion odontologica,endodoncia,2017-04-01,1,2,0,0,1,0,0,1,0,1,0,0,0,0,6
COTAGAITA,atencion odontologica,endodoncia,2017-04-01,8,11,20,17,16,15,41,64,11,10,0,0,0,0,213
COTOCA,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,4
CUATRO CAÑADAS,atencion odontologica,endodoncia,2017-04-01,3,2,0,0,0,1,2,3,0,0,0,0,0,0,11
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncia,2017-04-01,0,1,0,0,0,2,2,0,0,0,0,0,0,0,5
CUEVO,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,0,1,5,0,0,0,0,0,0,6
CULPINA,atencion odontologica,endodoncia,2017-04-01,2,6,1,4,0,1,0,8,0,1,0,0,0,0,23
CURAHUARA DE CARANGAS,atencion odontologica,endodoncia,2017-04-01,1,2,0,0,0,0,1,2,0,1,0,0,0,0,7
CURVA,atencion odontologica,endodoncia,2017-04-01,1,0,0,0,2,0,0,1,0,0,0,0,0,0,4
DESAGUADERO,atencion odontologica,endodoncia,2017-04-01,1,3,0,0,1,3,1,9,3,1,0,0,0,0,22
EL ALTO,atencion odontologica,endodoncia,2017-04-01,167,144,142,189,103,142,161,256,27,23,0,0,0,0,1354
EL CHORO,atencion odontologica,endodoncia,2017-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
EL PUENTE(STC),atencion odontologica,endodoncia,2017-04-01,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3
EL PUENTE(TJA),atencion odontologica,endodoncia,2017-04-01,0,0,0,1,5,6,2,12,0,0,0,0,0,0,26
EL TORNO,atencion odontologica,endodoncia,2017-04-01,4,1,2,2,4,12,13,22,3,1,0,0,0,0,64
EL VILLAR,atencion odontologica,endodoncia,2017-04-01,0,0,1,0,1,0,0,7,0,0,0,0,0,0,9
ENTRE RIOS TRJ,atencion odontologica,endodoncia,2017-04-01,0,2,5,5,2,7,9,4,0,0,0,0,0,0,34
ENTRE RIOS CBBA,atencion odontologica,endodoncia,2017-04-01,2,0,1,0,0,4,1,3,1,2,0,0,0,0,14
ESCARA,atencion odontologica,endodoncia,2017-04-01,1,3,0,0,0,0,0,0,0,1,0,0,0,0,5
ESCOMA,atencion odontologica,endodoncia,2017-04-01,2,1,1,2,2,1,4,3,0,0,0,0,0,0,16
ESMERALDA,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EUCALIPTUS,atencion odontologica,endodoncia,2017-04-01,1,1,3,2,0,0,1,3,1,1,0,0,0,0,13
FERNANDEZ ALONSO,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3
GENERAL SAAVEDRA,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncia,2017-04-01,1,1,0,0,0,0,1,8,1,0,0,0,0,0,12
GUANAY,atencion odontologica,endodoncia,2017-04-01,1,8,0,1,0,3,0,7,1,1,0,0,0,0,22
GUAQUI,atencion odontologica,endodoncia,2017-04-01,1,2,1,1,4,5,2,3,1,0,0,0,0,0,20
GUAYARAMERIN,atencion odontologica,endodoncia,2017-04-01,35,2,4,1,1,10,10,28,8,0,0,0,0,0,99
GUTIERREZ,atencion odontologica,endodoncia,2017-04-01,1,0,0,1,0,0,1,2,16,0,0,0,0,0,21
HUACHACALLA,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,endodoncia,2017-04-01,10,10,2,10,5,3,20,18,4,8,0,0,0,0,90
HUARACAJE,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,2,0,6,0,0,0,0,0,0,8
HUARINA,atencion odontologica,endodoncia,2017-04-01,1,1,1,1,0,2,2,2,2,1,0,0,0,0,13
HUATAJATA,atencion odontologica,endodoncia,2017-04-01,0,6,0,0,0,1,4,3,1,0,0,0,0,0,15
HUAYLLAMARCA,atencion odontologica,endodoncia,2017-04-01,0,0,2,0,10,3,5,7,3,1,0,0,0,0,31
HUMANATA,atencion odontologica,endodoncia,2017-04-01,6,2,1,1,0,0,0,5,3,1,0,0,0,0,19
ICHOCA,atencion odontologica,endodoncia,2017-04-01,1,0,0,0,0,0,0,0,4,2,0,0,0,0,7
ICLA,atencion odontologica,endodoncia,2017-04-01,0,1,3,2,3,6,5,4,0,0,0,0,0,0,24
INCAHUASI,atencion odontologica,endodoncia,2017-04-01,2,0,0,0,0,0,0,4,0,0,0,0,0,0,6
INGAVI (HUMAITA),atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
INQUISIVI,atencion odontologica,endodoncia,2017-04-01,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
IXIAMAS,atencion odontologica,endodoncia,2017-04-01,2,0,0,0,0,0,0,1,1,0,0,0,0,0,4
JESUS DE MACHACA,atencion odontologica,endodoncia,2017-04-01,0,0,0,1,1,2,2,1,1,1,0,0,0,0,9
LA ASUNTA,atencion odontologica,endodoncia,2017-04-01,4,6,6,2,1,6,16,14,0,0,0,0,0,0,55
LA GUARDIA,atencion odontologica,endodoncia,2017-04-01,5,8,0,1,0,1,1,6,14,4,0,0,0,0,40
LA PAZ,atencion odontologica,endodoncia,2017-04-01,174,158,245,155,106,192,430,835,117,78,0,0,0,0,2490
LA RIVERA,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LAGUNILLAS,atencion odontologica,endodoncia,2017-04-01,0,0,1,1,3,2,2,7,1,0,0,0,0,0,17
LAJA,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LAS CARRERAS,atencion odontologica,endodoncia,2017-04-01,0,1,0,0,1,0,2,4,1,0,0,0,0,0,9
LLALLAGUA,atencion odontologica,endodoncia,2017-04-01,22,12,5,7,2,1,3,23,4,6,0,0,0,0,85
LLICA,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LURIBAY,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,0,1,2,1,0,0,0,0,0,4
MACHACAMARCA,atencion odontologica,endodoncia,2017-04-01,1,0,3,6,0,0,4,8,27,14,0,0,0,0,63
MACHARETI,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
MAGDALENA,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,1,0,1,3,0,0,0,0,0,0,5
MAIRANA,atencion odontologica,endodoncia,2017-04-01,0,1,1,1,0,1,2,5,0,0,0,0,0,0,11
MAPIRI,atencion odontologica,endodoncia,2017-04-01,4,5,0,0,0,1,0,1,0,0,0,0,0,0,11
MECAPACA,atencion odontologica,endodoncia,2017-04-01,2,1,0,2,0,0,3,1,0,0,0,0,0,0,9
MINEROS,atencion odontologica,endodoncia,2017-04-01,3,4,0,0,0,0,0,1,0,0,0,0,0,0,8
MIZQUE,atencion odontologica,endodoncia,2017-04-01,2,0,1,4,0,2,0,11,6,7,0,0,0,0,33
MOJOCOYA,atencion odontologica,endodoncia,2017-04-01,1,0,1,1,3,2,5,7,0,0,0,0,0,0,20
MONTEAGUDO,atencion odontologica,endodoncia,2017-04-01,2,14,3,1,1,6,7,19,3,1,0,0,0,0,57
MONTERO,atencion odontologica,endodoncia,2017-04-01,0,3,4,2,1,3,15,42,0,1,0,0,0,0,71
MORO MORO,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MOROCHATA,atencion odontologica,endodoncia,2017-04-01,2,0,0,0,1,0,0,2,0,1,0,0,0,0,6
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
OCURI,atencion odontologica,endodoncia,2017-04-01,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3
OKINAWA,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
OMEREQUE,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,2,1,0,2,0,0,0,0,0,5
ORURO,atencion odontologica,endodoncia,2017-04-01,74,93,73,80,34,59,88,197,29,18,0,0,0,0,745
PADCAYA,atencion odontologica,endodoncia,2017-04-01,0,0,2,0,0,5,1,10,0,0,0,0,0,0,18
PADILLA,atencion odontologica,endodoncia,2017-04-01,0,2,0,1,2,2,1,4,2,1,0,0,0,0,15
PAILON,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,1,0,0,63,0,0,0,0,0,0,64
PALCA,atencion odontologica,endodoncia,2017-04-01,13,9,0,2,1,1,1,10,3,0,0,0,0,0,40
PALOS BLANCOS,atencion odontologica,endodoncia,2017-04-01,16,17,1,4,4,6,2,24,2,1,0,0,0,0,77
PAMPA AULLAGAS,atencion odontologica,endodoncia,2017-04-01,2,2,1,0,0,0,0,0,0,0,0,0,0,0,5
PAPEL PAMPA,atencion odontologica,endodoncia,2017-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
