,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES
OKINAWA,atencion odontologica,primera consulta,2017-03-01,8,15,8,3,4,9,4,21,3,3,0,1,0,1,80
OMEREQUE,atencion odontologica,primera consulta,2017-03-01,4,4,4,8,0,6,5,15,5,6,0,7,0,3,67
ORURO,atencion odontologica,primera consulta,2017-03-01,402,438,304,328,125,235,407,903,190,171,0,348,0,104,3955
PADCAYA,atencion odontologica,primera consulta,2017-03-01,15,13,126,115,32,38,29,86,4,3,0,2,0,1,464
PADILLA,atencion odontologica,primera consulta,2017-03-01,40,42,33,29,4,7,38,50,9,5,0,26,0,13,296
PAILON,atencion odontologica,primera consulta,2017-03-01,11,14,22,24,13,13,4,12,5,3,0,10,0,7,138
PALCA,atencion odontologica,primera consulta,2017-03-01,50,38,5,7,6,20,16,25,6,9,0,15,0,6,203
PALOS BLANCOS,atencion odontologica,primera consulta,2017-03-01,68,69,23,34,10,21,18,81,21,12,0,21,0,23,401
PAMPA AULLAGAS,atencion odontologica,primera consulta,2017-03-01,2,4,14,15,3,4,2,12,10,12,0,7,0,4,89
PAMPA GRANDE,atencion odontologica,primera consulta,2017-03-01,8,13,1,4,0,4,0,11,3,6,0,9,0,4,63
PAPEL PAMPA,atencion odontologica,primera consulta,2017-03-01,6,4,4,5,0,6,2,11,4,4,0,2,0,3,51
PASORAPA,atencion odontologica,primera consulta,2017-03-01,4,1,2,2,2,4,10,12,2,2,0,0,0,1,42
PATACAMAYA,atencion odontologica,primera consulta,2017-03-01,39,24,17,16,1,7,10,31,3,3,0,3,0,1,155
PAZÑA,atencion odontologica,primera consulta,2017-03-01,9,8,38,40,4,6,13,26,3,3,0,5,0,1,156
PELECHUCO,atencion odontologica,primera consulta,2017-03-01,2,4,2,2,1,3,4,14,1,0,0,4,0,5,42
POCOATA,atencion odontologica,primera consulta,2017-03-01,51,61,5,7,8,11,18,28,76,88,0,22,0,16,391
POCONA,atencion odontologica,primera consulta,2017-03-01,30,28,74,70,0,9,18,25,5,6,0,42,0,36,343
POJO (CBBA),atencion odontologica,primera consulta,2017-03-01,23,17,35,43,6,7,25,28,6,7,0,15,0,11,223
POOPO,atencion odontologica,primera consulta,2017-03-01,19,18,11,8,4,4,13,38,4,9,0,9,0,5,142
PORCO,atencion odontologica,primera consulta,2017-03-01,18,12,4,4,2,12,3,29,3,0,0,7,0,8,102
POROMA,atencion odontologica,primera consulta,2017-03-01,65,64,88,99,29,34,22,63,9,13,0,29,0,6,521
PORONGO,atencion odontologica,primera consulta,2017-03-01,49,44,16,25,2,3,3,10,30,29,0,11,0,8,230
PORTACHUELO,atencion odontologica,primera consulta,2017-03-01,8,5,1,6,1,3,2,3,0,0,0,2,0,6,37
PORVENIR,atencion odontologica,primera consulta,2017-03-01,45,37,5,4,5,10,12,21,5,1,0,15,0,11,171
POSTRER VALLE,atencion odontologica,primera consulta,2017-03-01,3,9,3,0,0,5,4,7,1,0,0,1,0,3,36
POTOSI,atencion odontologica,primera consulta,2017-03-01,413,451,133,198,98,181,172,655,65,87,0,316,0,131,2900
PRESTO,atencion odontologica,primera consulta,2017-03-01,18,16,11,5,3,13,20,43,4,1,0,20,0,3,157
PUCARA,atencion odontologica,primera consulta,2017-03-01,9,9,5,2,2,0,5,9,2,3,0,0,0,1,47
PUCARANI,atencion odontologica,primera consulta,2017-03-01,15,23,28,40,11,17,25,41,29,20,0,3,0,3,255
PUERTO ACOSTA,atencion odontologica,primera consulta,2017-03-01,10,5,7,7,13,14,16,15,20,23,0,1,0,2,133
PUERTO CARABUCO,atencion odontologica,primera consulta,2017-03-01,5,3,5,9,2,8,5,9,2,1,0,2,0,2,53
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2017-03-01,30,26,21,22,1,14,9,20,3,2,0,7,0,6,161
PUERTO PEREZ,atencion odontologica,primera consulta,2017-03-01,4,3,14,26,2,8,1,8,5,2,0,2,0,2,77
PUERTO QUIJARRO,atencion odontologica,primera consulta,2017-03-01,33,26,2,0,0,5,0,16,1,5,0,14,0,3,105
PUERTO RICO,atencion odontologica,primera consulta,2017-03-01,33,47,18,15,20,17,22,31,3,4,0,19,0,4,233
PUERTO SUAREZ,atencion odontologica,primera consulta,2017-03-01,18,33,1,1,0,3,4,19,7,8,0,13,0,10,117
PUERTO VILLARROEL,atencion odontologica,primera consulta,2017-03-01,93,91,20,20,8,27,26,92,24,16,0,35,0,48,500
PUNA,atencion odontologica,primera consulta,2017-03-01,25,17,16,28,11,17,51,91,28,37,0,15,0,13,349
PUNATA,atencion odontologica,primera consulta,2017-03-01,29,24,15,21,4,13,12,22,16,10,0,2,0,6,174
QUIABAYA,atencion odontologica,primera consulta,2017-03-01,23,35,5,2,2,6,6,7,2,2,0,6,0,3,99
QUILLACOLLO,atencion odontologica,primera consulta,2017-03-01,163,149,44,55,51,60,81,142,35,30,0,33,0,32,875
QUIME,atencion odontologica,primera consulta,2017-03-01,52,42,16,7,26,16,11,28,13,15,0,7,0,2,235
QUIRUSILLAS,atencion odontologica,primera consulta,2017-03-01,3,6,0,0,2,0,0,5,1,1,0,1,0,0,19
RAVELO,atencion odontologica,primera consulta,2017-03-01,41,29,8,9,2,7,22,35,10,17,0,9,0,4,193
REYES,atencion odontologica,primera consulta,2017-03-01,17,13,62,52,10,10,9,17,3,8,0,0,0,0,201
RIBERALTA,atencion odontologica,primera consulta,2017-03-01,81,139,63,77,61,144,98,220,75,42,0,171,0,22,1193
ROBORE,atencion odontologica,primera consulta,2017-03-01,64,62,31,50,10,19,9,62,2,0,0,31,0,11,351
RURRENABAQUE,atencion odontologica,primera consulta,2017-03-01,36,41,39,56,23,43,49,61,17,16,0,43,0,15,439
SABAYA,atencion odontologica,primera consulta,2017-03-01,8,7,41,47,13,13,9,14,8,5,0,9,0,2,176
SACABA,atencion odontologica,primera consulta,2017-03-01,84,102,150,153,62,123,48,194,42,32,0,51,0,123,1164
SACABAMBA,atencion odontologica,primera consulta,2017-03-01,10,21,8,9,3,1,2,6,5,6,0,0,0,1,72
SACACA,atencion odontologica,primera consulta,2017-03-01,14,14,7,10,7,17,16,48,12,19,0,10,0,15,189
SAIPINA,atencion odontologica,primera consulta,2017-03-01,6,6,3,5,4,2,11,24,4,4,0,2,0,1,72
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2017-03-01,41,35,42,60,17,22,29,36,41,43,0,17,0,3,386
SAMAIPATA,atencion odontologica,primera consulta,2017-03-01,13,16,16,14,1,6,4,12,10,4,0,3,0,7,106
SAN AGUSTIN,atencion odontologica,primera consulta,2017-03-01,0,0,2,0,0,0,2,2,0,1,0,2,0,0,9
SAN ANDRES,atencion odontologica,primera consulta,2017-03-01,34,34,14,10,3,13,9,24,2,1,0,5,0,6,155
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2017-03-01,10,6,2,6,2,7,9,12,8,5,0,1,0,7,75
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2017-03-01,1,2,2,5,1,1,2,5,0,1,0,4,0,0,24
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2017-03-01,14,12,5,1,3,0,1,7,5,2,0,0,0,8,58
SAN BENITO,atencion odontologica,primera consulta,2017-03-01,18,17,0,2,0,3,5,13,17,13,0,2,0,6,96
SAN BORJA,atencion odontologica,primera consulta,2017-03-01,56,50,8,10,4,26,18,76,4,6,0,46,0,18,322
SAN BUENA VENTURA,atencion odontologica,primera consulta,2017-03-01,17,18,28,15,0,8,5,12,5,2,0,4,0,4,118
SAN CARLOS,atencion odontologica,primera consulta,2017-03-01,15,17,15,6,9,13,21,23,9,9,0,13,0,18,168
SAN IGNACIO,atencion odontologica,primera consulta,2017-03-01,41,43,131,125,59,67,70,72,14,3,0,9,0,5,639
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2017-03-01,171,193,17,18,6,21,13,70,37,35,0,23,0,40,644
SAN JAVIER(STC),atencion odontologica,primera consulta,2017-03-01,31,30,3,4,3,3,9,27,4,0,0,17,0,3,134
SAN JOAQUIN,atencion odontologica,primera consulta,2017-03-01,0,2,14,17,2,3,4,13,3,2,0,0,0,0,60
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2017-03-01,16,15,17,30,3,20,17,27,3,2,0,4,0,2,156
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2017-03-01,20,14,8,2,2,4,2,13,6,6,0,7,0,2,86
SAN JULIAN,atencion odontologica,primera consulta,2017-03-01,135,148,133,132,5,18,9,114,35,25,0,57,0,61,872
SAN LORENZO(PND),atencion odontologica,primera consulta,2017-03-01,8,17,14,21,4,7,14,14,0,1,0,3,0,1,104
SAN LORENZO(TJA),atencion odontologica,primera consulta,2017-03-01,20,35,80,83,27,41,50,144,16,13,0,7,0,4,520
SAN LUCAS,atencion odontologica,primera consulta,2017-03-01,113,105,16,11,11,37,23,102,8,9,0,46,0,10,491
SAN MATIAS,atencion odontologica,primera consulta,2017-03-01,9,8,2,1,2,2,3,5,2,1,0,1,0,0,36
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2017-03-01,23,14,12,12,2,1,8,17,5,0,0,2,0,4,100
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2017-03-01,3,7,8,4,0,2,9,6,6,2,0,2,0,1,50
SAN PEDRO,atencion odontologica,primera consulta,2017-03-01,63,60,48,82,14,29,21,73,11,8,0,28,0,9,446
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2017-03-01,20,14,29,26,21,22,21,63,10,13,0,27,0,17,283
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2017-03-01,9,6,2,3,7,5,9,14,10,5,0,7,0,3,80
SAN PEDRO DE QUEMES,atencion odontologica,primera consulta,2017-03-01,0,0,0,1,0,1,1,1,0,1,0,1,0,0,6
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2017-03-01,19,19,40,60,10,9,21,21,40,67,0,3,0,6,315
SAN PEDRO(PND),atencion odontologica,primera consulta,2017-03-01,2,3,10,8,3,6,2,5,3,2,0,1,0,0,45
SAN RAFAEL,atencion odontologica,primera consulta,2017-03-01,0,0,1,0,1,2,0,3,0,1,0,3,0,0,11
SAN RAMON BENI,atencion odontologica,primera consulta,2017-03-01,2,0,93,92,2,0,2,4,0,0,0,4,0,0,199
SAN RAMON SCZ,atencion odontologica,primera consulta,2017-03-01,73,92,59,69,10,12,12,15,5,5,0,15,0,8,375
SANTA ANA,atencion odontologica,primera consulta,2017-03-01,18,16,26,41,6,9,14,30,3,9,0,11,0,2,185
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2017-03-01,1819,1939,426,459,209,515,595,2264,405,393,0,1200,0,288,10512
SANTA ROSA,atencion odontologica,primera consulta,2017-03-01,11,7,8,7,1,3,8,17,0,0,0,2,0,0,64
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2017-03-01,44,115,12,39,7,13,37,33,8,47,0,20,0,8,383
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2017-03-01,4,5,0,0,0,0,1,5,4,7,0,1,0,0,27
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2017-03-01,22,37,22,25,3,15,33,58,26,19,0,12,0,10,282
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2017-03-01,70,88,5,11,7,8,13,37,49,74,0,13,0,4,379
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2017-03-01,2,3,2,1,2,4,4,10,3,2,0,1,0,3,37
SANTIVAÑES,atencion odontologica,primera consulta,2017-03-01,12,9,9,6,2,11,9,23,9,10,0,4,0,2,106
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2017-03-01,5,7,14,10,1,2,1,3,2,0,0,2,0,0,47
SAPAHAQUI,atencion odontologica,primera consulta,2017-03-01,5,5,6,2,6,8,5,20,7,5,0,0,0,6,75
SENA,atencion odontologica,primera consulta,2017-03-01,16,13,3,2,4,20,4,21,2,0,0,30,0,4,119
SHINAOTA,atencion odontologica,primera consulta,2017-03-01,26,21,3,6,1,9,7,24,6,4,0,11,0,20,138
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2017-03-01,34,47,9,12,11,17,22,45,32,29,0,11,0,10,279
SICAYA,atencion odontologica,primera consulta,2017-03-01,3,3,5,4,3,6,7,16,1,4,0,4,0,3,59
SIPE SIPE,atencion odontologica,primera consulta,2017-03-01,61,83,55,53,10,19,17,112,51,63,0,31,0,32,587
SOPACHUY,atencion odontologica,primera consulta,2017-03-01,5,9,13,16,4,8,20,37,3,4,0,9,0,8,136
SORACACHI,atencion odontologica,primera consulta,2017-03-01,12,13,51,51,9,10,12,36,5,8,0,16,0,6,229
SORATA,atencion odontologica,primera consulta,2017-03-01,28,30,6,8,4,14,15,41,12,7,0,25,0,8,198
SUCRE,atencion odontologica,primera consulta,2017-03-01,904,864,287,301,103,268,421,1136,128,100,0,590,0,142,5244
TACACHI,atencion odontologica,primera consulta,2017-03-01,0,0,0,1,0,0,0,6,2,3,0,0,0,0,12
TACACOMA,atencion odontologica,primera consulta,2017-03-01,7,15,6,9,3,5,20,27,1,2,0,5,0,0,100
TACOBAMBA,atencion odontologica,primera consulta,2017-03-01,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3
TACOPAYA,atencion odontologica,primera consulta,2017-03-01,8,11,11,2,3,15,14,31,17,18,0,5,0,4,139
TAHUA,atencion odontologica,primera consulta,2017-03-01,6,6,9,5,0,0,4,4,3,2,0,1,0,1,41
TAPACARI,atencion odontologica,primera consulta,2017-03-01,23,34,12,16,14,14,22,69,15,17,0,10,0,19,265
TARABUCO,atencion odontologica,primera consulta,2017-03-01,35,43,13,21,5,32,15,63,4,5,0,50,0,7,293
TARACO,atencion odontologica,primera consulta,2017-03-01,12,12,7,9,3,3,10,19,17,12,0,2,0,6,112
TARATA,atencion odontologica,primera consulta,2017-03-01,10,6,8,11,3,8,19,49,7,9,0,1,0,1,132
TARIJA,atencion odontologica,primera consulta,2017-03-01,516,491,822,849,252,313,462,905,108,98,0,325,0,43,5184
TARVITA,atencion odontologica,primera consulta,2017-03-01,49,52,10,12,16,24,20,42,5,4,0,18,0,13,265
TEOPONTE,atencion odontologica,primera consulta,2017-03-01,32,33,17,18,5,8,14,27,7,3,0,11,0,2,177
TIAWANACU,atencion odontologica,primera consulta,2017-03-01,18,23,5,9,5,9,8,35,18,18,0,11,0,9,168
TINGUIPAYA,atencion odontologica,primera consulta,2017-03-01,25,30,8,9,8,10,14,75,23,25,0,15,0,24,266
TIPUANI,atencion odontologica,primera consulta,2017-03-01,9,9,2,2,0,5,5,7,1,3,0,1,0,2,46
TIQUIPAYA,atencion odontologica,primera consulta,2017-03-01,107,133,38,31,8,29,39,123,14,21,0,33,0,43,619
TIRAQUE (CBBA),atencion odontologica,primera consulta,2017-03-01,11,16,29,28,0,10,9,22,4,14,0,5,0,15,163
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2017-03-01,0,2,12,7,2,6,3,10,10,10,0,2,0,1,65
TOCO,atencion odontologica,primera consulta,2017-03-01,18,15,13,13,3,2,4,16,0,10,0,4,0,7,105
TODOS SANTOS,atencion odontologica,primera consulta,2017-03-01,6,2,11,13,0,0,1,2,1,0,0,1,0,0,37
TOLATA,atencion odontologica,primera consulta,2017-03-01,19,17,3,6,0,4,2,14,5,8,0,0,0,2,80
TOLEDO,atencion odontologica,primera consulta,2017-03-01,4,2,15,13,1,10,4,15,4,7,0,4,0,1,80
TOMAVE,atencion odontologica,primera consulta,2017-03-01,11,10,9,18,6,8,20,40,10,5,0,4,0,2,143
TOMINA,atencion odontologica,primera consulta,2017-03-01,49,44,18,12,6,19,27,63,6,2,0,24,0,4,274
TORO TORO,atencion odontologica,primera consulta,2017-03-01,13,16,4,7,2,7,7,35,4,2,0,9,0,10,116
TOTORA(CBBA),atencion odontologica,primera consulta,2017-03-01,10,14,37,44,4,16,13,55,5,5,0,3,0,8,214
TOTORA(ORR),atencion odontologica,primera consulta,2017-03-01,14,8,10,7,3,10,8,29,8,8,0,8,0,5,118
TRIGAL,atencion odontologica,primera consulta,2017-03-01,9,11,15,13,2,0,5,10,2,5,0,2,0,2,76
TRINIDAD,atencion odontologica,primera consulta,2017-03-01,109,115,147,139,42,101,139,336,38,30,0,93,0,24,1313
TUPIZA,atencion odontologica,primera consulta,2017-03-01,79,88,55,45,16,47,63,168,32,47,0,79,0,9,728
TURCO,atencion odontologica,primera consulta,2017-03-01,8,14,2,6,1,4,5,21,10,4,0,11,0,1,87
UMALA,atencion odontologica,primera consulta,2017-03-01,15,14,7,4,5,9,7,10,8,3,0,7,0,3,92
UNCIA,atencion odontologica,primera consulta,2017-03-01,43,36,18,11,10,23,32,67,14,18,0,20,0,22,314
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2017-03-01,65,71,40,53,20,52,53,161,9,19,0,13,0,7,563
URUBICHA,atencion odontologica,primera consulta,2017-03-01,1,4,2,0,0,6,3,8,0,3,0,6,0,1,34
UYUNI,atencion odontologica,primera consulta,2017-03-01,48,44,33,41,22,19,67,73,49,39,0,12,0,13,460
VACAS,atencion odontologica,primera consulta,2017-03-01,7,6,4,3,7,5,6,21,5,9,0,3,0,2,78
VALLEGRANDE,atencion odontologica,primera consulta,2017-03-01,95,88,64,66,8,13,31,74,21,13,0,23,0,8,504
VIACHA,atencion odontologica,primera consulta,2017-03-01,81,93,35,31,15,28,25,97,41,50,0,27,0,31,554
VILA VILA,atencion odontologica,primera consulta,2017-03-01,11,8,0,1,0,3,0,5,0,0,0,5,0,9,42
VILLA CHARCAS,atencion odontologica,primera consulta,2017-03-01,5,5,7,7,4,30,7,70,1,6,0,59,0,1,202
VILLA MONTES,atencion odontologica,primera consulta,2017-03-01,87,96,160,188,67,101,138,307,29,28,0,32,0,7,1240
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2017-03-01,13,14,14,24,1,2,5,4,0,0,0,2,0,2,81
VILLA RIVERO,atencion odontologica,primera consulta,2017-03-01,6,3,9,5,3,2,9,25,9,7,0,4,0,1,83
VILLA SERRANO,atencion odontologica,primera consulta,2017-03-01,41,47,8,3,4,6,9,20,2,3,0,15,0,14,172
VILLA TUNARI,atencion odontologica,primera consulta,2017-03-01,87,96,16,19,11,29,34,85,18,10,0,33,0,42,480
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2017-03-01,58,79,17,4,2,9,19,53,3,4,0,26,0,9,283
VILLAZON,atencion odontologica,primera consulta,2017-03-01,39,52,35,36,16,28,37,99,28,25,0,45,0,6,446
VINTO,atencion odontologica,primera consulta,2017-03-01,28,32,5,3,0,7,8,56,9,9,0,18,0,61,236
VITICHI,atencion odontologica,primera consulta,2017-03-01,17,12,5,8,10,11,16,50,6,12,0,15,0,7,169
WALDO BALLIVIAN,atencion odontologica,primera consulta,2017-03-01,1,2,11,9,3,5,7,10,2,1,0,3,0,0,54
WARNES,atencion odontologica,primera consulta,2017-03-01,54,55,85,85,8,21,29,76,17,9,0,30,0,13,482
YACO,atencion odontologica,primera consulta,2017-03-01,4,5,2,1,2,3,4,6,6,3,0,1,0,4,41
YACUIBA,atencion odontologica,primera consulta,2017-03-01,37,37,94,89,38,81,159,350,33,32,0,31,0,3,984
YAMPARAEZ,atencion odontologica,primera consulta,2017-03-01,24,18,5,8,5,12,12,30,4,3,0,11,0,8,140
YANACACHI,atencion odontologica,primera consulta,2017-03-01,11,18,7,21,2,6,16,28,2,1,0,4,0,1,117
YAPACANI,atencion odontologica,primera consulta,2017-03-01,98,113,14,15,12,12,20,74,33,9,0,24,0,30,454
YOCALLA,atencion odontologica,primera consulta,2017-03-01,13,16,14,15,3,9,15,17,4,6,0,4,0,3,119
YOTALA,atencion odontologica,primera consulta,2017-03-01,15,21,2,4,2,6,7,12,3,4,0,9,0,3,88
YUNCHARA,atencion odontologica,primera consulta,2017-03-01,11,9,57,44,5,15,23,61,4,6,0,4,0,0,239
YUNGUYO DE LITORAL,atencion odontologica,primera consulta,2017-03-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
ZUDAÑEZ,atencion odontologica,primera consulta,2017-03-01,27,27,13,5,3,26,11,29,2,1,0,25,0,6,175
ACACIO,atencion odontologica,primera consulta,2017-04-01,1,2,3,1,2,1,4,6,0,1,0,2,0,0,23
ACHACACHI,atencion odontologica,primera consulta,2017-04-01,49,44,9,23,2,15,27,80,34,30,0,20,0,17,350
ACHOCALLA,atencion odontologica,primera consulta,2017-04-01,27,24,1,5,1,7,20,16,7,6,0,9,0,10,133
AIQUILE,atencion odontologica,primera consulta,2017-04-01,31,39,15,16,20,6,14,4,10,8,0,0,0,5,168
ALALAY,atencion odontologica,primera consulta,2017-04-01,2,3,1,0,1,1,0,2,1,2,0,0,0,0,13
ALCALA,atencion odontologica,primera consulta,2017-04-01,1,2,4,10,4,7,12,24,4,4,0,2,0,2,76
ALTO BENI,atencion odontologica,primera consulta,2017-04-01,27,20,5,8,3,8,10,14,7,11,0,5,0,3,121
ANCORAIMES,atencion odontologica,primera consulta,2017-04-01,3,5,1,5,1,4,8,9,15,10,0,1,0,0,62
ANDAMARCA,atencion odontologica,primera consulta,2017-04-01,8,8,13,17,0,4,14,15,10,15,0,2,0,3,109
ANTEQUERA,atencion odontologica,primera consulta,2017-04-01,3,3,2,2,3,3,7,10,4,5,0,3,0,3,48
ANZALDO,atencion odontologica,primera consulta,2017-04-01,11,7,42,39,3,2,9,7,6,10,0,0,0,2,138
APOLO,atencion odontologica,primera consulta,2017-04-01,20,14,6,3,1,9,4,19,5,2,0,4,0,4,91
ARAMPAMPA,atencion odontologica,primera consulta,2017-04-01,6,9,3,0,1,4,3,11,1,1,0,6,0,2,47
ARANI,atencion odontologica,primera consulta,2017-04-01,5,5,5,7,1,4,2,5,0,2,0,0,0,3,39
ARBIETO,atencion odontologica,primera consulta,2017-04-01,33,29,10,15,3,14,12,50,11,11,0,12,0,21,221
ARQUE,atencion odontologica,primera consulta,2017-04-01,14,13,6,15,6,7,10,27,4,7,0,4,0,6,119
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2017-04-01,18,28,4,5,1,5,2,17,4,1,0,39,0,17,141
ATOCHA,atencion odontologica,primera consulta,2017-04-01,18,29,32,42,25,26,64,65,12,6,0,6,0,0,325
AUCAPATA,atencion odontologica,primera consulta,2017-04-01,1,2,4,4,2,3,4,5,0,0,0,1,0,0,26
AYATA,atencion odontologica,primera consulta,2017-04-01,1,3,14,13,4,7,4,12,2,1,0,0,0,3,64
AYO AYO,atencion odontologica,primera consulta,2017-04-01,1,3,11,14,1,3,4,8,4,4,0,2,0,1,56
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2017-04-01,6,8,13,10,4,9,25,30,9,6,0,8,0,11,139
AZURDUY,atencion odontologica,primera consulta,2017-04-01,30,25,3,5,2,5,4,28,2,1,0,16,0,3,124
BATALLAS,atencion odontologica,primera consulta,2017-04-01,14,11,3,6,2,6,5,16,12,7,0,4,0,3,89
BAURES,atencion odontologica,primera consulta,2017-04-01,0,0,9,4,7,3,17,12,1,0,0,1,0,0,54
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2017-04-01,5,8,16,14,0,1,3,4,0,1,0,1,0,2,55
BELLA FLOR,atencion odontologica,primera consulta,2017-04-01,1,1,1,1,2,2,2,6,0,0,0,2,0,4,22
BERMEJO,atencion odontologica,primera consulta,2017-04-01,42,31,64,89,50,79,125,184,49,42,0,66,0,31,852
BETANZOS,atencion odontologica,primera consulta,2017-04-01,54,40,17,21,4,24,30,67,18,11,0,17,0,10,313
BOLIVAR,atencion odontologica,primera consulta,2017-04-01,3,3,3,4,4,6,11,8,7,10,0,4,0,1,64
BOYUIBE,atencion odontologica,primera consulta,2017-04-01,1,2,1,0,0,5,1,5,0,2,0,0,0,0,17
BUENA VISTA,atencion odontologica,primera consulta,2017-04-01,40,50,97,119,1,6,2,6,5,7,0,4,0,1,338
CABEZAS,atencion odontologica,primera consulta,2017-04-01,105,99,21,22,11,18,27,76,13,33,0,26,0,12,463
CAIROMA,atencion odontologica,primera consulta,2017-04-01,13,16,6,8,6,7,18,19,7,7,0,4,0,0,111
"CAIZA ""D""",atencion odontologica,primera consulta,2017-04-01,9,21,5,2,8,10,18,27,12,22,0,5,0,7,146
CAJUATA,atencion odontologica,primera consulta,2017-04-01,10,4,6,3,3,6,5,10,11,2,0,8,0,0,68
CALACOTO,atencion odontologica,primera consulta,2017-04-01,2,2,0,2,0,3,4,1,0,2,0,0,0,0,16
CALAMARCA,atencion odontologica,primera consulta,2017-04-01,10,17,45,39,5,7,15,38,4,7,0,7,0,6,200
CAMARGO,atencion odontologica,primera consulta,2017-04-01,46,49,24,19,2,16,10,44,5,11,0,33,0,7,266
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2017-04-01,9,10,4,7,0,4,3,13,4,1,0,7,0,2,64
CAMIRI,atencion odontologica,primera consulta,2017-04-01,131,137,210,185,15,34,21,84,12,18,0,48,0,20,915
CAPINOTA,atencion odontologica,primera consulta,2017-04-01,14,18,2,6,2,2,4,14,8,8,0,2,0,6,86
CAQUIAVIRI,atencion odontologica,primera consulta,2017-04-01,4,8,14,13,4,6,9,16,4,1,0,2,0,1,82
CARACOLLO,atencion odontologica,primera consulta,2017-04-01,10,12,6,17,8,19,37,83,95,76,0,17,0,10,390
CARANAVI,atencion odontologica,primera consulta,2017-04-01,95,87,74,79,34,34,36,68,54,39,0,32,0,28,660
CARAPARI,atencion odontologica,primera consulta,2017-04-01,9,6,28,29,17,30,48,71,4,4,0,2,0,3,251
CARIPUYO,atencion odontologica,primera consulta,2017-04-01,25,20,3,3,4,7,7,17,8,9,0,8,0,5,116
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2017-04-01,45,50,0,0,3,3,22,28,12,16,0,9,0,6,194
CATACORA,atencion odontologica,primera consulta,2017-04-01,0,0,0,1,0,0,3,2,0,0,0,0,0,0,6
CHACARILLA,atencion odontologica,primera consulta,2017-04-01,2,4,0,0,0,1,2,2,4,3,0,0,0,0,18
CHALLAPATA,atencion odontologica,primera consulta,2017-04-01,79,82,167,168,17,32,36,92,87,98,0,36,0,13,907
CHAQUI,atencion odontologica,primera consulta,2017-04-01,26,18,13,13,4,7,10,31,9,33,0,4,0,3,171
CHARAGUA,atencion odontologica,primera consulta,2017-04-01,31,30,11,16,12,16,28,41,6,6,0,15,0,11,223
CHARAÑA,atencion odontologica,primera consulta,2017-04-01,1,3,4,4,0,2,0,3,2,2,0,3,0,0,24
CHAYANTA,atencion odontologica,primera consulta,2017-04-01,17,22,10,5,8,15,20,44,11,13,0,16,0,10,191
CHIMORE,atencion odontologica,primera consulta,2017-04-01,30,18,13,16,5,10,10,35,4,5,0,15,0,11,172
CHIPAYA,atencion odontologica,primera consulta,2017-04-01,1,0,0,4,0,0,2,4,0,0,0,5,0,2,18
CHOQUE COTA,atencion odontologica,primera consulta,2017-04-01,5,6,9,2,1,3,4,5,4,3,0,0,0,0,42
