,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES
UYUNI,atencion odontologica,medidas preventivas,2017-02-01,5,15,9,6,2,6,4,13,0,0,0,0,0,0,60
VACAS,atencion odontologica,medidas preventivas,2017-02-01,1,6,1,4,1,0,0,0,0,0,0,0,0,0,13
VALLEGRANDE,atencion odontologica,medidas preventivas,2017-02-01,89,86,6,11,10,6,9,15,2,4,0,0,0,0,238
VIACHA,atencion odontologica,medidas preventivas,2017-02-01,138,140,6,4,0,9,3,11,1,1,0,0,0,0,313
VILA VILA,atencion odontologica,medidas preventivas,2017-02-01,24,32,2,5,4,12,6,28,3,3,0,0,0,0,119
VILLA CHARCAS,atencion odontologica,medidas preventivas,2017-02-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
VILLA MONTES,atencion odontologica,medidas preventivas,2017-02-01,21,24,40,49,57,40,40,79,11,2,0,0,0,0,363
VILLA NUEVA (LOMA ALTA),atencion odontologica,medidas preventivas,2017-02-01,2,0,5,11,0,0,0,0,0,0,0,0,0,0,18
VILLA RIVERO,atencion odontologica,medidas preventivas,2017-02-01,67,57,6,11,1,36,3,37,6,5,0,0,0,0,229
VILLA SERRANO,atencion odontologica,medidas preventivas,2017-02-01,11,14,0,0,1,0,0,2,0,0,0,0,0,0,28
VILLA TUNARI,atencion odontologica,medidas preventivas,2017-02-01,100,62,22,18,9,41,70,170,16,11,0,0,0,0,519
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,medidas preventivas,2017-02-01,42,48,4,3,0,1,1,5,0,1,0,0,0,0,105
VILLAZON,atencion odontologica,medidas preventivas,2017-02-01,66,53,2,14,3,4,3,7,6,9,0,0,0,0,167
VINTO,atencion odontologica,medidas preventivas,2017-02-01,152,127,3,9,0,3,0,20,3,0,0,0,0,0,317
WALDO BALLIVIAN,atencion odontologica,medidas preventivas,2017-02-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
WARNES,atencion odontologica,medidas preventivas,2017-02-01,99,91,52,51,2,5,1,17,0,4,0,0,0,0,322
YACO,atencion odontologica,medidas preventivas,2017-02-01,3,1,0,0,0,0,0,0,2,2,0,0,0,0,8
YACUIBA,atencion odontologica,medidas preventivas,2017-02-01,16,24,72,56,23,46,32,81,0,2,0,0,0,0,352
YAMPARAEZ,atencion odontologica,medidas preventivas,2017-02-01,60,41,0,0,0,0,0,0,0,0,0,0,0,0,101
YANACACHI,atencion odontologica,medidas preventivas,2017-02-01,0,3,2,4,0,0,0,0,0,1,0,0,0,0,10
YAPACANI,atencion odontologica,medidas preventivas,2017-02-01,73,52,1,2,0,4,1,17,8,7,0,0,0,0,165
YOCALLA,atencion odontologica,medidas preventivas,2017-02-01,26,46,0,0,0,0,1,3,1,0,0,0,0,0,77
YOTALA,atencion odontologica,medidas preventivas,2017-02-01,22,26,0,1,1,4,0,10,0,0,0,0,0,0,64
YUNCHARA,atencion odontologica,medidas preventivas,2017-02-01,4,6,14,13,0,6,1,17,2,1,0,0,0,0,64
YUNGUYO DE LITORAL,atencion odontologica,medidas preventivas,2017-02-01,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
ZUDAÑEZ,atencion odontologica,medidas preventivas,2017-02-01,2,0,0,5,0,0,0,0,0,0,0,0,0,0,7
ACACIO,atencion odontologica,medidas preventivas,2017-03-01,0,8,0,0,0,0,0,3,4,3,0,0,0,0,18
ACHACACHI,atencion odontologica,medidas preventivas,2017-03-01,82,79,14,14,1,6,10,23,7,4,0,0,0,0,240
ACHOCALLA,atencion odontologica,medidas preventivas,2017-03-01,48,50,0,2,0,2,0,7,0,0,0,0,0,0,109
AIQUILE,atencion odontologica,medidas preventivas,2017-03-01,64,70,41,44,10,9,34,67,58,59,0,0,0,0,456
ALALAY,atencion odontologica,medidas preventivas,2017-03-01,14,4,0,4,0,0,0,0,9,10,0,0,0,0,41
ALCALA,atencion odontologica,medidas preventivas,2017-03-01,47,57,1,2,0,1,1,2,0,0,0,0,0,0,111
ALTO BENI,atencion odontologica,medidas preventivas,2017-03-01,24,22,2,1,1,1,0,5,6,5,0,0,0,0,67
ANCORAIMES,atencion odontologica,medidas preventivas,2017-03-01,6,7,0,0,0,2,0,4,1,0,0,0,0,0,20
ANDAMARCA,atencion odontologica,medidas preventivas,2017-03-01,18,12,4,3,0,4,0,2,2,2,0,0,0,0,47
ANTEQUERA,atencion odontologica,medidas preventivas,2017-03-01,6,13,3,5,0,0,0,0,1,2,0,0,0,0,30
ANZALDO,atencion odontologica,medidas preventivas,2017-03-01,1,9,50,52,1,4,0,27,15,36,0,0,0,0,195
APOLO,atencion odontologica,medidas preventivas,2017-03-01,48,35,0,0,0,2,1,10,1,2,0,0,0,0,99
ARAMPAMPA,atencion odontologica,medidas preventivas,2017-03-01,5,1,0,0,0,2,2,4,2,2,0,0,0,0,18
ARANI,atencion odontologica,medidas preventivas,2017-03-01,9,10,23,15,0,14,7,12,2,0,0,0,0,0,92
ARBIETO,atencion odontologica,medidas preventivas,2017-03-01,119,136,8,4,5,8,8,31,14,15,0,0,0,0,348
ARQUE,atencion odontologica,medidas preventivas,2017-03-01,71,18,1,1,0,3,0,4,4,6,0,0,0,0,108
ASCENCION DE GUARAYOS,atencion odontologica,medidas preventivas,2017-03-01,18,16,0,0,0,0,0,8,0,0,0,0,0,0,42
ATOCHA,atencion odontologica,medidas preventivas,2017-03-01,20,25,50,63,66,66,72,72,7,10,0,0,0,0,451
AUCAPATA,atencion odontologica,medidas preventivas,2017-03-01,13,8,0,9,1,2,1,4,0,0,0,0,0,0,38
AYATA,atencion odontologica,medidas preventivas,2017-03-01,7,4,3,3,0,0,0,0,0,0,0,0,0,0,17
AYO AYO,atencion odontologica,medidas preventivas,2017-03-01,3,14,78,72,4,1,0,1,0,0,0,0,0,0,173
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,medidas preventivas,2017-03-01,17,9,28,38,8,27,74,69,7,5,0,0,0,0,282
AZURDUY,atencion odontologica,medidas preventivas,2017-03-01,2,10,0,0,0,0,0,2,0,0,0,0,0,0,14
BATALLAS,atencion odontologica,medidas preventivas,2017-03-01,16,18,0,0,0,1,1,1,0,0,0,0,0,0,37
BELEN DE ANDAMARCA,atencion odontologica,medidas preventivas,2017-03-01,4,7,0,1,0,0,0,2,0,0,0,0,0,0,14
BELLA FLOR,atencion odontologica,medidas preventivas,2017-03-01,0,1,27,10,4,4,2,6,0,0,0,0,0,0,54
BERMEJO,atencion odontologica,medidas preventivas,2017-03-01,28,30,78,37,10,27,51,107,9,11,0,0,0,0,388
BETANZOS,atencion odontologica,medidas preventivas,2017-03-01,64,80,0,0,0,6,0,12,3,2,0,0,0,0,167
BOLIVAR,atencion odontologica,medidas preventivas,2017-03-01,7,1,7,4,0,0,0,0,0,0,0,0,0,0,19
BOLPEBRA,atencion odontologica,medidas preventivas,2017-03-01,5,10,10,10,0,0,0,0,0,0,0,0,0,0,35
BUENA VISTA,atencion odontologica,medidas preventivas,2017-03-01,122,84,0,0,2,0,1,3,0,0,0,0,0,0,212
CABEZAS,atencion odontologica,medidas preventivas,2017-03-01,119,124,38,35,2,4,1,7,1,0,0,0,0,0,331
CAIROMA,atencion odontologica,medidas preventivas,2017-03-01,3,2,11,10,0,0,7,8,0,1,0,0,0,0,42
"CAIZA ""D""",atencion odontologica,medidas preventivas,2017-03-01,1,5,0,0,0,0,0,0,0,0,0,0,0,0,6
CAJUATA,atencion odontologica,medidas preventivas,2017-03-01,8,14,0,1,0,0,0,0,1,1,0,0,0,0,25
CALACOTO,atencion odontologica,medidas preventivas,2017-03-01,5,1,0,0,0,0,0,1,0,0,0,0,0,0,7
CALAMARCA,atencion odontologica,medidas preventivas,2017-03-01,16,8,37,78,1,0,0,5,0,0,0,0,0,0,145
CAMARGO,atencion odontologica,medidas preventivas,2017-03-01,23,40,4,8,0,1,0,2,2,0,0,0,0,0,80
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,medidas preventivas,2017-03-01,4,0,1,2,0,0,0,1,0,0,0,0,0,0,8
CAMIRI,atencion odontologica,medidas preventivas,2017-03-01,143,104,17,25,2,14,21,61,17,24,0,0,0,0,428
CAPINOTA,atencion odontologica,medidas preventivas,2017-03-01,116,141,67,87,12,12,107,136,23,30,0,0,0,0,731
CAQUIAVIRI,atencion odontologica,medidas preventivas,2017-03-01,10,6,0,0,0,0,0,0,0,0,0,0,0,0,16
CARACOLLO,atencion odontologica,medidas preventivas,2017-03-01,21,21,32,32,3,23,21,27,6,3,0,0,0,0,189
CARANAVI,atencion odontologica,medidas preventivas,2017-03-01,138,112,71,98,10,12,11,24,6,5,0,0,0,0,487
CARAPARI,atencion odontologica,medidas preventivas,2017-03-01,7,6,20,32,11,16,23,40,0,0,0,0,0,0,155
CARIPUYO,atencion odontologica,medidas preventivas,2017-03-01,11,11,0,1,0,0,0,4,1,1,0,0,0,0,29
CARMEN RIVERO TORREZ,atencion odontologica,medidas preventivas,2017-03-01,52,56,0,0,0,2,0,0,0,0,0,0,0,0,110
CATACORA,atencion odontologica,medidas preventivas,2017-03-01,0,8,0,0,0,0,1,3,0,0,0,0,0,0,12
CHACARILLA,atencion odontologica,medidas preventivas,2017-03-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
CHALLAPATA,atencion odontologica,medidas preventivas,2017-03-01,125,108,233,241,6,18,52,64,21,23,0,0,0,0,891
CHAQUI,atencion odontologica,medidas preventivas,2017-03-01,14,12,0,0,0,4,0,3,0,2,0,0,0,0,35
CHARAGUA,atencion odontologica,medidas preventivas,2017-03-01,37,28,2,2,1,0,0,0,0,1,0,0,0,0,71
CHARAÑA,atencion odontologica,medidas preventivas,2017-03-01,18,13,0,0,0,1,0,1,0,0,0,0,0,0,33
CHAYANTA,atencion odontologica,medidas preventivas,2017-03-01,47,73,23,35,31,14,16,35,4,8,0,0,0,0,286
CHIMORE,atencion odontologica,medidas preventivas,2017-03-01,95,62,15,0,3,5,0,0,0,0,0,0,0,0,180
CHIPAYA,atencion odontologica,medidas preventivas,2017-03-01,1,0,12,14,0,0,0,16,0,0,0,0,0,0,43
CHOQUE COTA,atencion odontologica,medidas preventivas,2017-03-01,0,0,56,69,1,3,0,0,0,0,0,0,0,0,129
CHUA COCANI,atencion odontologica,medidas preventivas,2017-03-01,52,49,0,0,0,0,1,0,0,1,0,0,0,0,103
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,medidas preventivas,2017-03-01,51,50,57,62,9,13,1,53,0,0,0,0,0,0,296
CHUMA,atencion odontologica,medidas preventivas,2017-03-01,22,18,2,8,4,6,11,14,13,18,0,0,0,0,116
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,medidas preventivas,2017-03-01,62,48,177,205,0,0,0,2,9,5,0,0,0,0,508
CKOCHAS,atencion odontologica,medidas preventivas,2017-03-01,20,12,0,0,0,2,0,4,3,2,0,0,0,0,43
CLIZA,atencion odontologica,medidas preventivas,2017-03-01,21,24,6,3,2,5,0,23,6,14,0,0,0,0,104
COBIJA,atencion odontologica,medidas preventivas,2017-03-01,390,383,16,20,15,46,31,92,5,1,0,0,0,0,999
COCAPATA,atencion odontologica,medidas preventivas,2017-03-01,97,107,2,3,3,19,3,34,11,12,0,0,0,0,291
COCHABAMBA,atencion odontologica,medidas preventivas,2017-03-01,1728,1728,1201,1399,471,790,1666,2973,714,537,0,0,0,0,13207
COIPASA,atencion odontologica,medidas preventivas,2017-03-01,2,7,4,8,0,2,0,0,0,0,0,0,0,0,23
COLCAPIRHUA,atencion odontologica,medidas preventivas,2017-03-01,131,169,25,41,8,22,16,70,39,22,0,0,0,0,543
"COLCHA ""K""",atencion odontologica,medidas preventivas,2017-03-01,24,45,1,0,0,1,1,12,1,1,0,0,0,0,86
COLLANA,atencion odontologica,medidas preventivas,2017-03-01,5,5,33,26,0,0,0,0,0,0,0,0,0,0,69
COLOMI,atencion odontologica,medidas preventivas,2017-03-01,93,92,1,0,0,4,0,12,9,7,0,0,0,0,218
COLPA BELGICA,atencion odontologica,medidas preventivas,2017-03-01,52,62,408,344,0,2,8,16,0,0,0,0,0,0,892
COLQUECHACA,atencion odontologica,medidas preventivas,2017-03-01,56,50,3,7,4,5,1,15,29,34,0,0,0,0,204
COLQUENCHA,atencion odontologica,medidas preventivas,2017-03-01,11,11,64,55,3,10,3,7,1,3,0,0,0,0,168
COLQUIRI,atencion odontologica,medidas preventivas,2017-03-01,28,34,35,22,9,10,26,32,6,9,0,0,0,0,211
COMANCHE,atencion odontologica,medidas preventivas,2017-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
COMARAPA,atencion odontologica,medidas preventivas,2017-03-01,49,30,1,1,0,0,0,0,1,0,0,0,0,0,82
CONCEPCION,atencion odontologica,medidas preventivas,2017-03-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5
COPACABANA,atencion odontologica,medidas preventivas,2017-03-01,53,24,4,1,0,4,0,14,0,0,0,0,0,0,100
CORIPATA,atencion odontologica,medidas preventivas,2017-03-01,18,21,2,0,0,4,1,5,0,0,0,0,0,0,51
CORO CORO,atencion odontologica,medidas preventivas,2017-03-01,6,3,3,8,2,2,20,15,3,0,0,0,0,0,62
COROICO,atencion odontologica,medidas preventivas,2017-03-01,1,0,1,5,1,1,1,10,1,0,0,0,0,0,21
CORQUE,atencion odontologica,medidas preventivas,2017-03-01,3,16,12,31,0,1,0,4,4,3,0,0,0,0,74
COTAGAITA,atencion odontologica,medidas preventivas,2017-03-01,44,55,68,79,17,17,35,45,6,2,0,0,0,0,368
COTOCA,atencion odontologica,medidas preventivas,2017-03-01,137,214,6,1,2,6,9,23,3,3,0,0,0,0,404
CUATRO CAÑADAS,atencion odontologica,medidas preventivas,2017-03-01,100,130,0,1,0,4,0,17,6,8,0,0,0,0,266
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,medidas preventivas,2017-03-01,13,19,85,97,2,3,6,15,8,5,0,0,0,0,253
CUEVO,atencion odontologica,medidas preventivas,2017-03-01,9,4,2,4,0,0,0,4,1,0,0,0,0,0,24
CULPINA,atencion odontologica,medidas preventivas,2017-03-01,24,25,0,0,0,1,1,6,0,0,0,0,0,0,57
CURAHUARA DE CARANGAS,atencion odontologica,medidas preventivas,2017-03-01,12,17,4,5,0,3,1,3,1,2,0,0,0,0,48
CURVA,atencion odontologica,medidas preventivas,2017-03-01,10,11,0,0,0,0,0,0,4,1,0,0,0,0,26
DESAGUADERO,atencion odontologica,medidas preventivas,2017-03-01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9
EL ALTO,atencion odontologica,medidas preventivas,2017-03-01,1196,1405,1437,1557,288,375,346,1018,143,87,0,0,0,0,7852
EL CHORO,atencion odontologica,medidas preventivas,2017-03-01,28,9,8,1,0,8,3,13,17,27,0,0,0,0,114
EL PUENTE(STC),atencion odontologica,medidas preventivas,2017-03-01,14,13,0,0,0,0,0,4,0,0,0,0,0,0,31
EL PUENTE(TJA),atencion odontologica,medidas preventivas,2017-03-01,4,3,19,21,7,18,4,10,2,0,0,0,0,0,88
EL TORNO,atencion odontologica,medidas preventivas,2017-03-01,667,651,567,516,15,20,11,21,12,10,0,0,0,0,2490
EL VILLAR,atencion odontologica,medidas preventivas,2017-03-01,1,6,0,0,0,0,0,0,0,0,0,0,0,0,7
ENTRE RIOS TRJ,atencion odontologica,medidas preventivas,2017-03-01,189,201,90,79,1,4,2,18,4,7,0,0,0,0,595
ENTRE RIOS CBBA,atencion odontologica,medidas preventivas,2017-03-01,60,41,4,10,0,52,0,1,0,0,0,0,0,0,168
ESCARA,atencion odontologica,medidas preventivas,2017-03-01,1,1,0,0,0,0,0,2,1,0,0,0,0,0,5
ESCOMA,atencion odontologica,medidas preventivas,2017-03-01,0,0,30,26,4,15,0,3,0,0,0,0,0,0,78
ESMERALDA,atencion odontologica,medidas preventivas,2017-03-01,1,2,0,0,0,0,0,2,7,10,0,0,0,0,22
EUCALIPTUS,atencion odontologica,medidas preventivas,2017-03-01,13,8,0,0,1,0,3,2,0,0,0,0,0,0,27
EXALTACION,atencion odontologica,medidas preventivas,2017-03-01,0,8,0,2,0,0,0,0,0,0,0,0,0,0,10
FERNANDEZ ALONSO,atencion odontologica,medidas preventivas,2017-03-01,11,5,8,5,0,5,1,5,2,1,0,0,0,0,43
FILADELFIA,atencion odontologica,medidas preventivas,2017-03-01,32,16,11,17,0,4,0,10,2,3,0,0,0,0,95
GENERAL SAAVEDRA,atencion odontologica,medidas preventivas,2017-03-01,5,3,0,0,0,0,0,0,0,1,0,0,0,0,9
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,medidas preventivas,2017-03-01,57,51,2,7,0,2,2,10,0,0,0,0,0,0,131
GUANAY,atencion odontologica,medidas preventivas,2017-03-01,36,28,5,0,0,0,0,0,0,0,0,0,0,0,69
GUAQUI,atencion odontologica,medidas preventivas,2017-03-01,11,22,2,0,1,5,5,12,12,6,0,0,0,0,76
GUAYARAMERIN,atencion odontologica,medidas preventivas,2017-03-01,9,19,2,4,5,6,0,19,0,1,0,0,0,0,65
GUTIERREZ,atencion odontologica,medidas preventivas,2017-03-01,55,61,215,214,1,8,0,30,0,0,0,0,0,0,584
HUACAYA (VILLA DE HUACAYA),atencion odontologica,medidas preventivas,2017-03-01,14,11,30,32,0,0,0,6,0,0,0,0,0,0,93
HUACHACALLA,atencion odontologica,medidas preventivas,2017-03-01,0,0,30,24,0,2,0,0,0,0,0,0,0,0,56
HUANUNI,atencion odontologica,medidas preventivas,2017-03-01,49,69,77,88,31,25,46,53,12,9,0,0,0,0,459
HUARACAJE,atencion odontologica,medidas preventivas,2017-03-01,7,4,4,4,0,0,0,0,0,0,0,0,0,0,19
HUARINA,atencion odontologica,medidas preventivas,2017-03-01,3,8,0,0,0,1,0,3,2,3,0,0,0,0,20
HUATAJATA,atencion odontologica,medidas preventivas,2017-03-01,24,25,2,5,0,1,2,11,8,4,0,0,0,0,82
HUAYLLAMARCA,atencion odontologica,medidas preventivas,2017-03-01,13,11,81,50,3,1,0,2,0,0,0,0,0,0,161
HUMANATA,atencion odontologica,medidas preventivas,2017-03-01,6,6,0,0,0,1,0,6,8,1,0,0,0,0,28
ICHOCA,atencion odontologica,medidas preventivas,2017-03-01,16,3,1,0,0,0,1,0,0,0,0,0,0,0,21
ICLA,atencion odontologica,medidas preventivas,2017-03-01,126,117,0,4,6,11,6,23,0,2,0,0,0,0,295
INCAHUASI,atencion odontologica,medidas preventivas,2017-03-01,53,40,13,20,1,3,2,3,0,0,0,0,0,0,135
INGAVI (HUMAITA),atencion odontologica,medidas preventivas,2017-03-01,13,11,11,12,0,1,0,1,0,0,0,0,0,0,49
INQUISIVI,atencion odontologica,medidas preventivas,2017-03-01,28,52,2,2,3,6,0,3,0,0,0,0,0,0,96
IRUPANA (VILLA DE LANZA),atencion odontologica,medidas preventivas,2017-03-01,41,54,3,3,0,1,1,1,4,8,0,0,0,0,116
IXIAMAS,atencion odontologica,medidas preventivas,2017-03-01,13,14,4,3,2,4,1,2,0,0,0,0,0,0,43
JESUS DE MACHACA,atencion odontologica,medidas preventivas,2017-03-01,25,22,1,0,0,1,0,2,2,1,0,0,0,0,54
LA ASUNTA,atencion odontologica,medidas preventivas,2017-03-01,60,24,8,11,0,5,3,23,0,1,0,0,0,0,135
LA GUARDIA,atencion odontologica,medidas preventivas,2017-03-01,245,194,6,3,0,1,1,13,28,27,0,0,0,0,518
LA PAZ,atencion odontologica,medidas preventivas,2017-03-01,2238,2186,915,965,222,301,686,1242,255,211,0,0,0,0,9221
LA RIVERA,atencion odontologica,medidas preventivas,2017-03-01,6,0,0,20,0,0,0,2,0,0,0,0,0,0,28
LAGUNILLAS,atencion odontologica,medidas preventivas,2017-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAJA,atencion odontologica,medidas preventivas,2017-03-01,50,24,5,7,0,2,0,8,1,1,0,0,0,0,98
LAS CARRERAS,atencion odontologica,medidas preventivas,2017-03-01,2,3,3,4,0,2,5,2,0,1,0,0,0,0,22
LICOMA PAMPA,atencion odontologica,medidas preventivas,2017-03-01,15,16,0,0,0,0,0,0,3,4,0,0,0,0,38
LLALLAGUA,atencion odontologica,medidas preventivas,2017-03-01,124,123,25,59,26,39,28,91,68,38,0,0,0,0,621
LLICA,atencion odontologica,medidas preventivas,2017-03-01,13,5,0,0,0,0,0,3,0,0,0,0,0,0,21
LORETO,atencion odontologica,medidas preventivas,2017-03-01,2,2,11,13,2,2,0,0,0,0,0,0,0,0,32
LURIBAY,atencion odontologica,medidas preventivas,2017-03-01,14,6,3,7,0,2,0,1,1,1,0,0,0,0,35
MACHACAMARCA,atencion odontologica,medidas preventivas,2017-03-01,12,8,8,7,2,8,0,12,13,8,0,0,0,0,78
MACHARETI,atencion odontologica,medidas preventivas,2017-03-01,14,11,1,5,0,1,2,10,0,0,0,0,0,0,44
MAGDALENA,atencion odontologica,medidas preventivas,2017-03-01,6,1,3,4,0,3,0,0,0,0,0,0,0,0,17
MAIRANA,atencion odontologica,medidas preventivas,2017-03-01,24,54,2,7,0,10,1,17,0,0,0,0,0,0,115
MALLA,atencion odontologica,medidas preventivas,2017-03-01,10,2,0,0,0,2,0,4,2,5,0,0,0,0,25
MAPIRI,atencion odontologica,medidas preventivas,2017-03-01,16,19,1,0,0,4,0,11,0,0,0,0,0,0,51
MECAPACA,atencion odontologica,medidas preventivas,2017-03-01,13,21,1,3,0,1,0,8,1,0,0,0,0,0,48
MINEROS,atencion odontologica,medidas preventivas,2017-03-01,58,66,0,1,0,0,0,11,6,8,0,0,0,0,150
MIZQUE,atencion odontologica,medidas preventivas,2017-03-01,125,87,0,1,1,2,0,0,0,0,0,0,0,0,216
MOCOMOCO,atencion odontologica,medidas preventivas,2017-03-01,1,0,1,0,0,2,2,6,0,0,0,0,0,0,12
MOJINETE,atencion odontologica,medidas preventivas,2017-03-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6
MOJOCOYA,atencion odontologica,medidas preventivas,2017-03-01,15,10,7,6,1,5,6,10,0,0,0,0,0,0,60
MONTEAGUDO,atencion odontologica,medidas preventivas,2017-03-01,53,28,8,20,3,10,5,22,1,2,0,0,0,0,152
MONTERO,atencion odontologica,medidas preventivas,2017-03-01,402,413,308,332,108,196,55,299,100,99,0,0,0,0,2312
MORO MORO,atencion odontologica,medidas preventivas,2017-03-01,7,14,0,0,0,0,0,0,0,0,0,0,0,0,21
MOROCHATA,atencion odontologica,medidas preventivas,2017-03-01,12,16,0,0,0,19,3,10,28,19,0,0,0,0,107
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,medidas preventivas,2017-03-01,2,1,0,0,0,1,0,1,0,0,0,0,0,0,5
OCURI,atencion odontologica,medidas preventivas,2017-03-01,43,29,0,0,0,4,0,9,11,17,0,0,0,0,113
OKINAWA,atencion odontologica,medidas preventivas,2017-03-01,8,7,0,0,0,1,1,2,1,0,0,0,0,0,20
OMEREQUE,atencion odontologica,medidas preventivas,2017-03-01,8,2,0,0,0,0,0,0,0,0,0,0,0,0,10
ORURO,atencion odontologica,medidas preventivas,2017-03-01,439,438,206,220,80,173,671,663,117,70,0,0,0,0,3077
PADCAYA,atencion odontologica,medidas preventivas,2017-03-01,8,10,66,59,1,6,1,4,0,0,0,0,0,0,155
PADILLA,atencion odontologica,medidas preventivas,2017-03-01,16,14,4,6,0,1,2,6,0,0,0,0,0,0,49
PAILON,atencion odontologica,medidas preventivas,2017-03-01,3,4,4,3,0,0,0,4,1,0,0,0,0,0,19
PALCA,atencion odontologica,medidas preventivas,2017-03-01,98,42,3,3,0,7,2,12,1,1,0,0,0,0,169
PALOS BLANCOS,atencion odontologica,medidas preventivas,2017-03-01,34,34,10,13,2,14,18,53,8,6,0,0,0,0,192
PAMPA AULLAGAS,atencion odontologica,medidas preventivas,2017-03-01,3,1,6,5,0,0,0,1,0,0,0,0,0,0,16
PAMPA GRANDE,atencion odontologica,medidas preventivas,2017-03-01,15,27,0,1,0,8,0,19,1,1,0,0,0,0,72
PAPEL PAMPA,atencion odontologica,medidas preventivas,2017-03-01,10,6,0,0,0,2,0,2,1,4,0,0,0,0,25
PASORAPA,atencion odontologica,medidas preventivas,2017-03-01,4,3,2,1,2,7,11,12,4,2,0,0,0,0,48
PATACAMAYA,atencion odontologica,medidas preventivas,2017-03-01,44,34,3,1,0,0,0,0,0,0,0,0,0,0,82
PAZÑA,atencion odontologica,medidas preventivas,2017-03-01,2,4,37,29,0,2,2,2,1,1,0,0,0,0,80
PELECHUCO,atencion odontologica,medidas preventivas,2017-03-01,13,16,0,1,0,0,1,4,0,0,0,0,0,0,35
POCOATA,atencion odontologica,medidas preventivas,2017-03-01,112,90,0,0,0,4,0,8,40,49,0,0,0,0,303
POCONA,atencion odontologica,medidas preventivas,2017-03-01,42,37,79,58,0,0,0,1,0,0,0,0,0,0,217
POJO (CBBA),atencion odontologica,medidas preventivas,2017-03-01,32,18,27,21,1,4,7,18,5,1,0,0,0,0,134
POOPO,atencion odontologica,medidas preventivas,2017-03-01,11,21,5,10,0,5,31,3,15,0,0,0,0,0,101
PORCO,atencion odontologica,medidas preventivas,2017-03-01,21,7,0,1,0,4,1,9,0,0,0,0,0,0,43
POROMA,atencion odontologica,medidas preventivas,2017-03-01,55,62,48,38,13,9,0,5,0,0,0,0,0,0,230
PORONGO,atencion odontologica,medidas preventivas,2017-03-01,41,32,0,2,0,1,0,16,30,29,0,0,0,0,151
PORTACHUELO,atencion odontologica,medidas preventivas,2017-03-01,2,5,2,0,0,0,1,2,0,0,0,0,0,0,12
PORVENIR,atencion odontologica,medidas preventivas,2017-03-01,52,34,1,0,0,10,0,8,0,0,0,0,0,0,105
POSTRER VALLE,atencion odontologica,medidas preventivas,2017-03-01,1,7,0,0,0,1,0,0,0,0,0,0,0,0,9
POTOSI,atencion odontologica,medidas preventivas,2017-03-01,454,431,23,76,21,41,46,84,14,14,0,0,0,0,1204
PRESTO,atencion odontologica,medidas preventivas,2017-03-01,26,30,2,0,0,0,0,4,0,0,0,0,0,0,62
PUCARA,atencion odontologica,medidas preventivas,2017-03-01,10,9,1,0,0,0,0,0,0,0,0,0,0,0,20
PUCARANI,atencion odontologica,medidas preventivas,2017-03-01,16,22,8,26,0,2,0,9,2,3,0,0,0,0,88
PUERTO ACOSTA,atencion odontologica,medidas preventivas,2017-03-01,5,2,0,2,0,0,0,0,0,0,0,0,0,0,9
PUERTO CARABUCO,atencion odontologica,medidas preventivas,2017-03-01,1,4,0,0,0,0,1,2,0,0,0,0,0,0,8
PUERTO GONZALO MORENO,atencion odontologica,medidas preventivas,2017-03-01,64,78,33,19,2,28,2,15,1,2,0,0,0,0,244
PUERTO PEREZ,atencion odontologica,medidas preventivas,2017-03-01,3,3,29,27,0,4,0,0,0,0,0,0,0,0,66
PUERTO QUIJARRO,atencion odontologica,medidas preventivas,2017-03-01,86,54,0,0,0,3,0,6,1,0,0,0,0,0,150
