municipality,group,variable,month,Inyectables trimestral: Usuarias Nuevas,TOTAL
ACACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,3,3
ACHACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,18,18
ACHOCALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,9,9
AIQUILE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,4,4
ALALAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,2,2
ALCALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,2,2
ANCORAIMES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,5,5
ANDAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,3,3
ANTEQUERA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,5,5
ANZALDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,4,4
APOLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,10,10
ARAMPAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,3,3
ARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,11,11
ARBIETO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,5,5
ARQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,13,13
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,15,15
ATOCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,9,9
AUCAPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,7,7
AYATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,9,9
AYO AYO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,18,18
AZURDUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,18,18
BATALLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,4,4
BAURES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,12,12
BELEN DE URMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,1,1
BELLA FLOR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,5,5
BERMEJO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,19,19
BETANZOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,17,17
BOLIVAR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,4,4
BOYUIBE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,6,6
BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,32,32
CABEZAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,21,21
CAIROMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,9,9
"CAIZA ""D""","anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,2,2
CAJUATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,7,7
CALACOTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,3,3
CALAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,3,3
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,17,17
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,13,13
CAPINOTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,9,9
CAQUIAVIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,1,1
CARACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,23,23
CARANAVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,48,48
CARANGAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,1,1
CARAPARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,9,9
CARIPUYO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,8,8
CARMEN RIVERO TORREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,3,3
CHALLAPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,12,12
CHAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,6,6
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,37,37
CHARAÑA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,1,1
CHAYANTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,10,10
CHIMORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,14,14
CHIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,5,5
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,20,20
CHUMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,5,5
CLIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,14,14
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,24,24
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,245,245
COIPASA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,2,2
COLCAPIRHUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,20,20
"COLCHA ""K""","anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,12,12
COLLANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,1,1
COLOMI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,18,18
COLPA BELGICA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,2,2
COLQUECHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,20,20
COLQUENCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,2,2
COLQUIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,24,24
COMARAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,31,31
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,3,3
COPACABANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,4,4
CORIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,9,9
CORO CORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,2,2
COROICO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,8,8
CORQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,2,2
COTAGAITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,12,12
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,41,41
CUATRO CAÑADAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,19,19
CUEVO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,5,5
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,24,24
CURAHUARA DE CARANGAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,9,9
DESAGUADERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,3,3
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,532,532
EL CHORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,2,2
EL PUENTE(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,20,20
EL PUENTE(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,25,25
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,40,40
EL VILLAR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,3,3
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,12,12
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,33,33
EUCALIPTUS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,2,2
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,3,3
FERNANDEZ ALONSO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,8,8
FILADELFIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,9,9
GENERAL SAAVEDRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,4,4
GUANAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,1,1
GUAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,4,4
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,45,45
GUTIERREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,4,4
HUACARETA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,13,13
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,12,12
HUANUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,16,16
HUARACAJE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,3,3
HUAYLLAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,4,4
ICLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,15,15
INCAHUASI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,34,34
INGAVI (HUMAITA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,3,3
INQUISIVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,12,12
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,20,20
IXIAMAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,2,2
JESUS DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,7,7
LA ASUNTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,34,34
LA GUARDIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,38,38
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,416,416
LAGUNILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,7,7
LAJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,6,6
LAS CARRERAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,6,6
LICOMA PAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,3,3
LLALLAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,17,17
LLICA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,4,4
LORETO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,5,5
LURIBAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,7,7
MACHACAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,2,2
MACHARETI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,14,14
MAGDALENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,8,8
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,2,2
MALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,2,2
MAPIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,11,11
MECAPACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,6,6
MINEROS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,52,52
MIZQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,13,13
MOCOMOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,6,6
MOJOCOYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,8,8
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,33,33
MONTERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,48,48
MORO MORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,3,3
MOROCHATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,24,24
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,1,1
OCURI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,17,17
OKINAWA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,9,9
OMEREQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,3,3
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,113,113
PADCAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,12,12
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,14,14
PAILON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,12,12
PALCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,3,3
PALOS BLANCOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,30,30
PAMPA AULLAGAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,1,1
PAMPA GRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,7,7
PAPEL PAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,4,4
PASORAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,5,5
PATACAMAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,6,6
PAZÑA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,8,8
PELECHUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,2,2
POCOATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,10,10
POCONA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,30,30
POJO (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,12,12
POOPO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,2,2
PORCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,6,6
POROMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,16,16
PORONGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,16,16
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,18,18
PORVENIR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,6,6
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,241,241
PRESTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,12,12
PUCARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,1,1
PUCARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,4,4
PUERTO ACOSTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,3,3
PUERTO CARABUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,5,5
PUERTO GONZALO MORENO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,5,5
PUERTO PEREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,2,2
PUERTO QUIJARRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,8,8
PUERTO RICO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,6,6
PUERTO SILES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,2,2
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,13,13
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,26,26
PUNA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,18,18
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,28,28
QUIABAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,3,3
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,29,29
QUIME,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,8,8
QUIRUSILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,1,1
RAVELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,8,8
REYES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,13,13
RIBERALTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,149,149
ROBORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,11,11
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,19,19
SABAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,2,2
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,65,65
SACABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,1,1
SACACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,20,20
SAIPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,12,12
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,6,6
SAMAIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,4,4
SAN ANDRES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,7,7
SAN ANDRES DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,2,2
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,2,2
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,7,7
SAN BENITO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,9,9
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,29,29
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,11,11
SAN CARLOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,13,13
SAN IGNACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,24,24
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,59,59
SAN JAVIER(BNI),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,3,3
SAN JAVIER(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,17,17
SAN JOAQUIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,2,2
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,10,10
SAN JUAN DE YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2008-03-01,12,12
