municipality,group,variable,month,Número de personas que recibieron orientación en,TOTAL
ESCARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,1,1
EUCALIPTUS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,35,35
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,8,8
EXALTACION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,28,28
FERNANDEZ ALONSO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,58,58
FILADELFIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,13,13
GENERAL SAAVEDRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,241,241
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,36,36
GUANAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,20,20
GUAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,55,55
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,547,547
GUTIERREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,20,20
HUACARETA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,235,235
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,131,131
HUACHACALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,6,6
HUANUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,91,91
HUARACAJE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,41,41
HUAYLLAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,30,30
ICHOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,11,11
ICLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,91,91
INCAHUASI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,281,281
INGAVI (HUMAITA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,2,2
INQUISIVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,52,52
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,61,61
IXIAMAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,46,46
JESUS DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,19,19
LA ASUNTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,140,140
LA GUARDIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,341,341
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,3285,3285
LA RIVERA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,3,3
LAGUNILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,73,73
LAJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,90,90
LAS CARRERAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,47,47
LICOMA PAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,24,24
LLALLAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,115,115
LLICA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,13,13
LORETO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,14,14
LURIBAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,45,45
MACHACAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,35,35
MACHARETI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,154,154
MAGDALENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,151,151
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,24,24
MALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,3,3
MAPIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,19,19
MECAPACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,55,55
MINEROS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,73,73
MIZQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,165,165
MOCOMOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,26,26
MOJINETE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,1,1
MOJOCOYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,115,115
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,513,513
MONTERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,572,572
MORO MORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,3,3
MOROCHATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,80,80
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,59,59
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,36,36
OCURI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,31,31
OKINAWA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,119,119
OMEREQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,35,35
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,1027,1027
PADCAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,128,128
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,168,168
PAILON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,81,81
PALCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,44,44
PALOS BLANCOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,128,128
PAMPA AULLAGAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,21,21
PAMPA GRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,17,17
PAPEL PAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,12,12
PASORAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,29,29
PATACAMAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,23,23
PAZÑA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,65,65
PELECHUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,24,24
POCOATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,69,69
POCONA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,42,42
POJO (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,64,64
POOPO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,41,41
PORCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,27,27
POROMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,171,171
PORONGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,127,127
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,195,195
PORVENIR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,57,57
POSTRER VALLE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,9,9
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,561,561
PRESTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,168,168
PUCARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,5,5
PUCARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,168,168
PUERTO ACOSTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,31,31
PUERTO CARABUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,55,55
PUERTO GONZALO MORENO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,43,43
PUERTO PEREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,18,18
PUERTO QUIJARRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,161,161
PUERTO RICO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,34,34
PUERTO SILES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,11,11
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,98,98
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,151,151
PUNA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,144,144
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,131,131
QUIABAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,17,17
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,867,867
QUIME,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,92,92
QUIRUSILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,7,7
RAVELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,24,24
REYES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,55,55
RIBERALTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,851,851
ROBORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,293,293
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,60,60
SABAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,3,3
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,377,377
SACABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,20,20
SACACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,196,196
SAIPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,40,40
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,68,68
SAMAIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,30,30
SAN AGUSTIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,14,14
SAN ANDRES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,62,62
SAN ANDRES DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,9,9
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,10,10
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,73,73
SAN BENITO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,34,34
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,129,129
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,86,86
SAN CARLOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,110,110
SAN IGNACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,364,364
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,440,440
SAN JAVIER(BNI),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,16,16
SAN JAVIER(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,139,139
SAN JOAQUIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,50,50
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,97,97
SAN JUAN DE YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,126,126
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,289,289
SAN LORENZO(PND),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,13,13
SAN LORENZO(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,110,110
SAN LUCAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,539,539
SAN MATIAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,705,705
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,45,45
SAN PABLO DE LIPEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,7,7
SAN PEDRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,169,169
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,147,147
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,16,16
SAN PEDRO(PND),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,11,11
SAN RAFAEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,91,91
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,31,31
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,71,71
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,187,187
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,5568,5568
SANTA ROSA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,79,79
SANTA ROSA DEL SARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,505,505
SANTIAGO DE CALLAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,1,1
SANTIAGO DE HUARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,32,32
SANTIAGO DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,10,10
SANTIVAÑES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,22,22
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,41,41
SAPAHAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,27,27
SENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,8,8
SICA SICA (VILLA AROMA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,45,45
SICAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,9,9
SIPE SIPE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,140,140
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,129,129
SORACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,51,51
SORATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,119,119
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,4972,4972
TACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,5,5
TACACOMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,25,25
TACOBAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,24,24
TACOPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,30,30
TAHUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,7,7
TAPACARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,125,125
TARABUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,282,282
TARACO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,20,20
TARATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,5,5
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,1544,1544
TARVITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,214,214
TEOPONTE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,23,23
TIAWANACU,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,37,37
TINGUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,75,75
TIPUANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,24,24
TIQUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,489,489
TIRAQUE (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,155,155
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,1,1
TOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,43,43
TODOS SANTOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,1,1
TOLATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,25,25
TOLEDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,39,39
TOMAVE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,51,51
TOMINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,156,156
TORO TORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,39,39
TOTORA(CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,42,42
TOTORA(ORR),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,34,34
TRIGAL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,8,8
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,511,511
TUPIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,248,248
TURCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,39,39
UMALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,6,6
UNCIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,96,96
URIONDO (A. CONCEPCION),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,193,193
URUBICHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,81,81
UYUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,91,91
VACAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,22,22
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,53,53
VIACHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,283,283
VILA VILA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,5,5
VILLA MONTES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,471,471
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,24,24
VILLA RIVERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,14,14
VILLA SERRANO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,159,159
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,273,273
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,228,228
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,101,101
VINTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,141,141
VITICHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,52,52
WALDO BALLIVIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,1,1
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,383,383
YACO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,17,17
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,834,834
YAMPARAEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,108,108
YANACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-02-01,19,19
