municipality,group,variable,month,AQV femenino,TOTAL
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,2,2
MONTERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,3,3
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,3,3
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,1,1
PATACAMAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,1,1
POCONA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,12,12
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,4,4
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,2,2
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,3,3
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,1,1
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,2,2
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,3,3
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,16,16
SAMAIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,3,3
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,2,2
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,3,3
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,3,3
SAN JAVIER(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,1,1
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,1,1
SAN LUCAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,1,1
SAN MATIAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,1,1
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,1,1
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,2,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,80,80
SANTA ROSA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,2,2
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,39,39
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,3,3
TIQUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,5,5
TOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,6,6
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,8,8
UYUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,5,5
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,7,7
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,2,2
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,6,6
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,15,15
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-06-01,2,2
AIQUILE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,5,5
ARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,9,9
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,3,3
BERMEJO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,1,1
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,4,4
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,4,4
CARANAVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,3,3
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,14,14
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,57,57
COMARAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,2,2
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,3,3
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,1,1
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,7,7
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,7,7
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,6,6
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,7,7
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,7,7
MINEROS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,6,6
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,3,3
MONTERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,6,6
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,3,3
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,11,11
PAILON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,7,7
PATACAMAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,1,1
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,7,7
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,3,3
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,2,2
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,1,1
ROBORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,1,1
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,3,3
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,9,9
SAMAIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,3,3
SAN BENITO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,4,4
SAN CARLOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,2,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,3,3
SAN LUCAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,4,4
SAN MATIAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,2,2
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,1,1
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,1,1
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,8,8
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,67,67
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,2,2
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,39,39
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,18,18
TOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,3,3
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,10,10
UYUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,3,3
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,5,5
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,19,19
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,5,5
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,3,3
ZUDAÑEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-07-01,2,2
AIQUILE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,2,2
ARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,4,4
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,1,1
AZURDUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,10,10
BERMEJO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,1,1
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,5,5
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,7,7
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,64,64
COMARAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,3,3
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,3,3
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,3,3
CUATRO CAÑADAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,3,3
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,5,5
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,1,1
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,2,2
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,10,10
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,69,69
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,2,2
OCURI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,3,3
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,5,5
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,3,3
POCONA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,9,9
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,1,1
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,9,9
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,3,3
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,6,6
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,2,2
ROBORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,11,11
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,1,1
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,9,9
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,5,5
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,3,3
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,7,7
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,7,7
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,1,1
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,1,1
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,3,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,46,46
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,3,3
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,29,29
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,19,19
TARVITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,11,11
TIQUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,1,1
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,4,4
UYUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,1,1
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,8,8
VILLA RIVERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,5,5
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,5,5
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,1,1
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,20,20
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,4,4
YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-08-01,8,8
ARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,2,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,1,1
ATOCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,2,2
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,3,3
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,4,4
CHALLAPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,1,1
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,1,1
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,3,3
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,37,37
COMARAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,1,1
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,3,3
COTAGAITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,2,2
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,4,4
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,2,2
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,4,4
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,11,11
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,3,3
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,4,4
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,16,16
MONTERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,7,7
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,4,4
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,13,13
PAILON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,6,6
PATACAMAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,1,1
POCONA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,4,4
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,2,2
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,7,7
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,2,2
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,8,8
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,4,4
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,1,1
RIBERALTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,3,3
ROBORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,4,4
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,3,3
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,7,7
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,3,3
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,5,5
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,4,4
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,4,4
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,1,1
SAN LUCAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,2,2
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,2,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,68,68
SIPE SIPE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,1,1
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,5,5
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,36,36
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,23,23
TIQUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,6,6
UYUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,1,1
VACAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,8,8
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,7,7
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,5,5
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,10,10
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,6,6
ZUDAÑEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-09-01,4,4
ACHACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,1,1
AIQUILE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,2,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,1,1
ATOCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,1,1
BAURES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,1,1
BERMEJO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,4,4
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,3,3
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,5,5
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,5,5
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,4,4
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,70,70
COMARAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,2,2
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,4,4
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,5,5
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,2,2
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,2,2
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,4,4
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,9,9
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,49,49
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,10,10
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,1,1
MONTERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,6,6
OCURI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,3,3
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,2,2
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,3,3
PATACAMAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,4,4
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,3,3
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,8,8
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,3,3
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,2,2
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,3,3
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,2,2
ROBORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,2,2
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,5,5
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,5,5
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,2,2
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,1,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,8,8
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,1,1
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,1,1
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,3,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,64,64
SANTA ROSA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,2,2
SIPE SIPE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,3,3
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,36,36
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,6,6
TIQUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,3,3
TIRAQUE (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,6,6
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,9,9
UYUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,2,2
VACAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,2,2
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,5,5
VILLA RIVERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,5,5
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,17,17
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,3,3
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,5,5
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,4,4
ZUDAÑEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-10-01,2,2
ATOCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-11-01,1,1
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-11-01,2,2
CARANAVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-11-01,1,1
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2008-11-01,5,5
