,group,variable,month,L 21.7 TRABAJADOR DE SALUD HEPATITIS B 2DA DOSIS CANTIDAD,L 21.7 TRABAJADOR DE SALUD HEPATITIS B 2DA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
BERMEJO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,13,0,13,0,13
CABEZAS,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,6,0,6,0,6
CAPINOTA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,2,0,2,0,2
CHALLAPATA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,2,0,2,0,2
CHUMA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,20,0,20,0,20
CLIZA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,4,0,4,0,4
COBIJA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,1,0,1,0,1
COCHABAMBA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,31,0,31,0,31
COTAGAITA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,5,0,5,0,5
COTOCA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,42,0,42,0,42
EL ALTO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,6,0,6,0,6
EL TORNO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,2,0,2,0,2
ENTRE RIOS TRJ,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,6,0,6,0,6
FILADELFIA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,1,0,1,0,1
HUANUNI,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,2,0,2,0,2
LA PAZ,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,29,0,29,0,29
ORURO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,32,0,32,0,32
PATACAMAYA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,20,0,20,0,20
POTOSI,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,35,0,35,0,35
PUNATA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,24,0,24,0,24
SAN BORJA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,8,0,8,0,8
SAN IGNACIO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,12,0,12,0,12
SAN LORENZO(TJA),otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,23,0,23,0,23
SANTA ROSA DEL SARA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,2,0,2,0,2
SANTIVAÑES,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,13,0,13,0,13
SICAYA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,2,0,2,0,2
SUCRE,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,167,0,167,0,167
TARIJA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,18,0,18,0,18
TRINIDAD,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,22,0,22,0,22
VACAS,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,1,0,1,0,1
VILLA MONTES,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,3,0,3,0,3
VILLAZON,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,3,0,3,0,3
WARNES,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,4,0,4,0,4
YACUIBA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,13,5,13,5,18
YAPACANI,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-09-01,1,0,1,0,1
ACHACACHI,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,55,0,55,0,55
ARBIETO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,12,0,12,0,12
ARQUE,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,8,0,8,0,8
ATOCHA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,1,1,1,1,2
BERMEJO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,4,0,4,0,4
"CAIZA ""D""",otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,5,0,5,0,5
CALAMARCA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,4,0,4,0,4
CAMARGO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,1,0,1,0,1
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,19,0,19,0,19
CHALLAPATA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,3,0,3,0,3
CHUMA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,2,0,2,0,2
CLIZA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,6,0,6,0,6
"COLCHA ""K""",otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,3,0,3,0,3
COTAGAITA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,10,0,10,0,10
CULPINA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,28,0,28,0,28
EL ALTO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,32,204,32,204,236
ENTRE RIOS TRJ,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,3,0,3,0,3
FILADELFIA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,2,0,2,0,2
GUTIERREZ,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,15,0,15,0,15
HUANUNI,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,2,0,2,0,2
LA GUARDIA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,3,0,3,0,3
LA PAZ,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,90,12,90,12,102
MONTERO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,1,0,1,0,1
ORURO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,33,0,33,0,33
PASORAPA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,1,0,1,0,1
PELECHUCO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,3,0,3,0,3
POROMA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,2,0,2,0,2
PORTACHUELO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,1,0,1,0,1
POTOSI,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,23,30,23,30,53
PUNATA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,25,0,25,0,25
SAN BORJA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,3,0,3,0,3
SAN CARLOS,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,1,0,1,0,1
SAN IGNACIO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,16,0,16,0,16
SANTA ROSA DEL SARA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,1,0,1,0,1
SANTIVAÑES,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,1,0,1,0,1
SUCRE,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,28,0,28,0,28
TACOPAYA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,13,0,13,0,13
TARIJA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,46,0,46,0,46
TIRAQUE (CBBA),otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,4,0,4,0,4
TRINIDAD,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,44,0,44,0,44
VACAS,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,18,0,18,0,18
VALLEGRANDE,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,4,2,4,2,6
VIACHA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,2,0,2,0,2
VILLA MONTES,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,13,3,13,3,16
VILLAZON,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,6,0,6,0,6
WARNES,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,1,0,1,0,1
YACUIBA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-10-01,40,0,40,0,40
ACHACACHI,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,4,0,4,0,4
ARBIETO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,1,0,1,0,1
CABEZAS,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,4,0,4,0,4
"CAIZA ""D""",otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,1,0,1,0,1
CAMARGO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,6,0,6,0,6
CAMIRI,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,5,0,5,0,5
CHALLAPATA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,3,0,3,0,3
CHUMA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,1,0,1,0,1
CLIZA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,8,0,8,0,8
COBIJA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,0,3,0,3,3
COTAGAITA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,1,0,1,0,1
EL ALTO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,23,0,23,0,23
ENTRE RIOS TRJ,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,1,0,1,0,1
ESCOMA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,1,0,1,0,1
ICLA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,22,0,22,0,22
LA PAZ,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,121,6,121,6,127
MONTEAGUDO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,5,0,5,0,5
MONTERO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,71,0,71,0,71
OMEREQUE,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,1,0,1,0,1
ORURO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,15,0,15,0,15
PAILON,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,2,0,2,0,2
PAMPA GRANDE,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,2,0,2,0,2
POROMA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,12,0,12,0,12
PORTACHUELO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,0,2,0,2,2
POTOSI,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,8,0,8,0,8
PUNATA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,85,0,85,0,85
SAN IGNACIO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,2,0,2,0,2
SAN JULIAN,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,2,0,2,0,2
SAN LORENZO(PND),otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,2,0,2,0,2
SAN LORENZO(TJA),otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,2,0,2,0,2
SANTA ANA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,2,0,2,0,2
SUCRE,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,2,0,2,0,2
TARIJA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,13,0,13,0,13
TRINIDAD,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,26,15,26,15,41
VALLEGRANDE,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,0,6,0,6,6
VIACHA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,2,0,2,0,2
VILLA MONTES,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,3,2,3,2,5
VILLAZON,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,3,0,3,0,3
WARNES,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,1,0,1,0,1
YUNCHARA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-11-01,1,0,1,0,1
ARBIETO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,2,0,2,0,2
ARQUE,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,1,0,1,0,1
ATOCHA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,2,0,2,0,2
"CAIZA ""D""",otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,4,0,4,0,4
CALACOTO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,5,0,5,0,5
CAMARGO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,3,0,3,0,3
CAMIRI,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,3,0,3,0,3
CHALLAPATA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,2,0,2,0,2
CHUMA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,5,0,5,0,5
CLIZA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,1,0,1,0,1
COLQUENCHA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,2,0,2,0,2
CORO CORO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,1,0,1,0,1
COROICO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,7,0,7,0,7
CULPINA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,10,0,10,0,10
EL ALTO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,49,6,49,6,55
FILADELFIA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,1,0,1,0,1
ICLA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,1,0,1,0,1
LA PAZ,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,29,12,29,12,41
MONTEAGUDO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,2,1,2,1,3
MONTERO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,22,0,22,0,22
ORURO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,20,0,20,0,20
PAILON,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,2,0,2,0,2
POTOSI,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,3,0,3,0,3
PUCARA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,1,0,1,0,1
PUERTO ACOSTA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,4,0,4,0,4
PUNATA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,8,0,8,0,8
QUIABAYA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,2,0,2,0,2
SAN LORENZO(TJA),otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,3,0,3,0,3
SAN RAMON BENI,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,1,0,1,0,1
SANTA ANA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,2,0,2,0,2
SANTIAGO DE HUATA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,4,0,4,0,4
SANTIVAÑES,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,1,0,1,0,1
SAPAHAQUI,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,0,1,0,1,1
SUCRE,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,3,0,3,0,3
TARIJA,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,15,0,15,0,15
TRIGAL,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,8,0,8,0,8
TRINIDAD,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,15,0,15,0,15
VACAS,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,0,2,0,2,2
VALLEGRANDE,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,3,0,3,0,3
VILLA MONTES,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,1,0,1,0,1
VILLA SERRANO,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,6,0,6,0,6
VILLAZON,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,5,0,5,0,5
WARNES,otras vacunaciones,l 21.7       trabajador de salud hepatitis b 2da dosis,2012-12-01,3,0,3,0,3
