,group,variable,month,L 21.3 MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,L 21.3 MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
COMARAPA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,4,4,4,4,8
CONCEPCION,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,0,2,0,2
COPACABANA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,50,0,50,50
CORIPATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,9,15,9,15,24
CORO CORO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,3,1,3,1,4
COROICO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,0,2,0,2
CORQUE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,3,0,3,3
COTAGAITA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,3,2,3,5
COTOCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,24,21,24,21,45
CUATRO CAÑADAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,0,1,0,1
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,3,0,3,0,3
CUEVO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,1,1,1,2
CULPINA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,5,35,5,35,40
EL ALTO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,248,134,248,134,382
EL CHORO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,1,0,1,1
EL PUENTE(STC),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,7,2,7,2,9
EL PUENTE(TJA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,1,1,1,2
EL TORNO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,30,136,30,136,166
EL VILLAR,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,7,1,7,8
ENTRE RIOS TRJ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,7,10,7,10,17
ENTRE RIOS CBBA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,17,46,17,46,63
ESCOMA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,1,0,1,1
EUCALIPTUS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,0,1,0,1
EUREKA (SANTOS MERCADO),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,7,51,7,51,58
GENERAL SAAVEDRA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,7,4,7,4,11
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,3,0,3,3
GUANAY,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,9,5,9,5,14
GUAQUI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,7,2,7,9
GUAYARAMERIN,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,3,52,3,52,55
GUTIERREZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,3,5,3,5,8
HUACARETA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,3,6,3,6,9
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,4,5,4,5,9
HUANUNI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,19,0,19,19
HUARINA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,3,0,3,3
HUMANATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,4,0,4,4
ICLA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,8,1,8,9
INCAHUASI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,1,0,1,1
INQUISIVI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,65,0,65,65
IRUPANA (VILLA DE LANZA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,16,2,16,18
IXIAMAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,6,1,6,7
JESUS DE MACHACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,1,1,1,2
LA ASUNTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,7,20,7,20,27
LA GUARDIA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,46,35,46,35,81
LA PAZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,217,57,217,57,274
LAGUNILLAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,0,2,0,2
LAJA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,4,22,4,22,26
LAS CARRERAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,1,1,1,2
LLALLAGUA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,5,0,5,0,5
LORETO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,72,0,72,72
LURIBAY,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,3,0,3,0,3
MACHACAMARCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,1,0,1,1
MACHARETI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,5,1,5,6
MAIRANA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,0,2,0,2
MAPIRI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,6,0,6,0,6
MECAPACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,3,1,3,4
MINEROS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,5,8,5,8,13
MIZQUE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,5,0,5,0,5
MOCOMOCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,5,4,5,4,9
MOJOCOYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,8,6,8,6,14
MONTEAGUDO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,15,92,15,92,107
MONTERO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,391,482,391,482,873
MORO MORO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,6,0,6,6
NAZACARA DE PACAJES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,0,1,0,1
OCURI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,4,11,4,11,15
OKINAWA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,21,0,21,21
OMEREQUE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,3,6,3,6,9
ORURO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,38,5,38,5,43
PADCAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,4,3,4,3,7
PADILLA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,2,0,2,2
PAILON,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,4,41,4,41,45
PALCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,25,0,25,0,25
PALOS BLANCOS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,10,32,10,32,42
PAMPA GRANDE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,5,7,5,7,12
PASORAPA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,3,2,3,2,5
PATACAMAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,20,2,20,2,22
PAZÑA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,5,0,5,0,5
PELECHUCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,2,0,2,2
POCOATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,4,34,4,34,38
POCONA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,3,7,3,7,10
POJO (CBBA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,7,2,7,2,9
POOPO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,2,2,2,4
POROMA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,3,4,3,4,7
PORONGO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,7,2,7,9
POSTRER VALLE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,0,2,0,2
POTOSI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,23,0,23,0,23
PUCARANI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,4,46,4,46,50
PUERTO CARABUCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,1,1,1,2
PUERTO GONZALO MORENO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,6,0,6,0,6
PUERTO PEREZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,4,0,4,4
PUERTO QUIJARRO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,5,7,5,7,12
PUERTO RICO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,0,2,0,2
PUERTO SUAREZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,12,12,12,12,24
PUERTO VILLARROEL,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,37,33,37,33,70
PUNA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,20,1,20,21
PUNATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,22,12,22,12,34
QUIABAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,0,2,0,2
QUILLACOLLO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,14,95,14,95,109
QUIME,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,0,1,0,1
QUIRUSILLAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,2,0,2,2
REYES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,1,0,1,1
RIBERALTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,14,0,14,14
ROBORE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,0,1,0,1
RURRENABAQUE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,0,1,0,1
SACABA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,78,161,78,161,239
SACABAMBA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,3,2,3,2,5
SAIPINA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,4,5,4,5,9
SALINAS DE GARCI MENDOZA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,8,0,8,0,8
SAMAIPATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,6,9,6,9,15
SAN ANDRES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,2,2,2,4
SAN ANTONIO DE LOMERIO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,5,2,5,2,7
SAN BENITO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,10,2,10,12
SAN BORJA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,10,23,10,23,33
SAN BUENA VENTURA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,4,3,4,3,7
SAN CARLOS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,13,20,13,20,33
SAN IGNACIO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,15,17,15,17,32
SAN IGNACIO DE VELASCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,36,11,36,11,47
SAN JAVIER(BNI),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,3,1,3,1,4
SAN JAVIER(STC),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,12,0,12,12
SAN JOSE DE CHIQUITOS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,4,121,4,121,125
SAN JUAN DE YAPACANI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,198,0,198,198
SAN JULIAN,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,4,5,4,5,9
SAN LORENZO(TJA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,0,2,0,2
SAN LUCAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,6,51,6,51,57
SAN MATIAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,9,41,9,41,50
SAN MIGUEL DE VELASCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,53,2,53,55
SAN PEDRO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,6,7,6,7,13
SAN PEDRO DE BUENA VISTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,8,1,8,1,9
SAN PEDRO DE TIQUINA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,57,0,57,57
SAN RAFAEL,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,46,2,46,48
SAN RAMON BENI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,0,1,0,1
SAN RAMON SCZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,1,1,1,2
SANTA ANA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,7,0,7,0,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,529,386,529,386,915
SANTA ROSA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,1,1,1,2
SANTA ROSA DEL SARA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,21,7,21,7,28
SANTIAGO DE HUARI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,2,0,2,2
SANTIAGO DE HUATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,7,1,7,8
SANTIVAÑES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,5,2,5,7
SHINAOTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,43,2,43,45
SICA SICA (VILLA AROMA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,5,1,5,6
SICAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,4,1,4,5
SIPE SIPE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,3,5,3,5,8
SOPACHUY,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,3,4,3,4,7
SORACACHI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,6,0,6,0,6
SORATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,12,1,12,13
SUCRE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,96,141,96,141,237
TACACOMA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,3,6,3,6,9
TACOPAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,10,1,10,11
TAPACARI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,6,7,6,7,13
TARABUCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,22,16,22,16,38
TARATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,4,5,4,5,9
TARIJA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,52,9,52,9,61
TARVITA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,9,3,9,3,12
TEOPONTE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,6,1,6,7
TIAWANACU,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,1,0,1,1
TINGUIPAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,0,2,0,2
TIPUANI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,4,0,4,0,4
TIQUIPAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,9,57,9,57,66
TIRAQUE (CBBA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,7,3,7,3,10
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,1,1,1,2
TOCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,6,1,6,7
TOLATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,17,2,17,19
TOLEDO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,2,0,2,2
TOMINA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,4,0,4,0,4
TORO TORO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,1,0,1,1
TOTORA(CBBA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,7,10,7,10,17
TRIGAL,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,1,0,1,1
TRINIDAD,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,24,1,24,1,25
TUPIZA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,1,2,1,3
URIONDO (A. CONCEPCION),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,3,0,3,0,3
VACAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,3,20,3,20,23
VALLEGRANDE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,4,235,4,235,239
VIACHA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,23,1,23,1,24
VILA VILA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,9,0,9,9
VILLA CHARCAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,8,9,8,9,17
VILLA MONTES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,9,16,9,16,25
VILLA RIVERO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,0,1,0,1
VILLA SERRANO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,11,1,11,12
VILLA TUNARI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,32,27,32,27,59
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,1,1,1,2
VILLAZON,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,21,0,21,0,21
VINTO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,16,5,16,5,21
WARNES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,25,16,25,16,41
YACO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,9,0,9,0,9
YACUIBA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,8,92,8,92,100
YAMPARAEZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,6,7,6,7,13
YANACACHI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,2,1,2,1,3
YAPACANI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,15,157,15,157,172
YOTALA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,1,7,1,7,8
YUNCHARA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,1,0,1,1
ZUDAÑEZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-04-01,0,7,0,7,7
ACACIO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,1,0,1,1
ACHACACHI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,3,5,3,5,8
ACHOCALLA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,1,0,1,1
AIQUILE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,0,2,0,2
ALALAY,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,0,3,0,3,3
ALTO BENI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,8,1,8,9
ANCORAIMES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,0,2,0,2
ANTEQUERA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,0,2,0,2
ANZALDO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,3,1,3,4
APOLO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,5,4,5,4,9
ARAMPAMPA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,0,1,0,1
ARANI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,0,2,0,2
ARBIETO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,3,13,3,13,16
ARQUE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,3,2,3,5
ASCENCION DE GUARAYOS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,9,5,9,5,14
ATOCHA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,1,0,1,0,1
AUCAPATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-05-01,2,0,2,0,2
