,group,variable,month,L 21.5 MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,L 21.5 MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
ROBORE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,2,1,2,1,3
RURRENABAQUE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
SACABA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,21,58,21,58,79
SAIPINA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,24,1,24,25
SAMAIPATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,2,28,2,28,30
SAN ANTONIO DE LOMERIO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,15,0,15,0,15
SAN BORJA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,2,17,2,17,19
SAN BUENA VENTURA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
SAN CARLOS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,7,0,7,0,7
SAN IGNACIO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,3,0,3,0,3
SAN IGNACIO DE VELASCO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,15,25,15,25,40
SAN JAVIER(BNI),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
SAN JAVIER(STC),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,42,1,42,43
SAN JOSE DE CHIQUITOS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,6,8,6,8,14
SAN JULIAN,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,2,3,2,3,5
SAN LORENZO(TJA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
SAN LUCAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,9,8,9,8,17
SAN MATIAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,2,15,2,15,17
SAN MIGUEL DE VELASCO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,7,2,7,2,9
SAN PABLO DE LIPEZ,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,3,0,3,0,3
SAN PEDRO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,11,0,11,0,11
SAN PEDRO DE BUENA VISTA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,6,13,6,13,19
SAN RAMON BENI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,1,0,1,1
SANTA ANA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,155,86,155,86,241
SANTA ROSA DEL SARA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,4,1,4,1,5
SANTIVAÑES,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,4,0,4,4
SHINAOTA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,3,1,3,4
SIPE SIPE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,1,0,1,1
SUCRE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,32,9,32,9,41
TACOPAYA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,4,0,4,0,4
TAPACARI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,3,4,3,4,7
TARABUCO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,1,1,1,2
TARATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,4,1,4,5
TARIJA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,44,32,44,32,76
TEOPONTE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,1,0,1,1
TIPUANI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
TIQUIPAYA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,3,1,3,1,4
TOCO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,31,0,31,31
TOTORA(CBBA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,3,3,3,3,6
TRINIDAD,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
TUPIZA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,4,2,4,2,6
URIONDO (A. CONCEPCION),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
VACAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,35,0,35,35
VALLEGRANDE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,7,0,7,0,7
VIACHA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,4,0,4,0,4
VILLA CHARCAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,3,3,3,3,6
VILLA MONTES,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,3,1,3,1,4
VILLA SERRANO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,6,0,6,0,6
VILLA TUNARI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,6,9,6,9,15
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,1,0,1,1
VILLAZON,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,1,0,1,1
VINTO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,6,0,6,0,6
WARNES,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,9,0,9,0,9
YACO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,3,0,3,3
YACUIBA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,5,1,5,1,6
YAMPARAEZ,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,2,0,2,0,2
YAPACANI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,7,4,7,4,11
YOTALA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,4,1,4,5
ZUDAÑEZ,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,3,5,3,5,8
ACHACACHI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,2,0,2,0,2
ALTO BENI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,5,0,5,5
ANDAMARCA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,3,0,3,3
ARBIETO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,5,0,5,5
ASCENCION DE GUARAYOS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,2,1,2,1,3
ATOCHA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,7,1,7,8
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,8,1,8,9
BAURES,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,3,0,3,0,3
BERMEJO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,3,19,3,19,22
BETANZOS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
BOLIVAR,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,2,1,2,3
BOYUIBE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,1,0,1,1
BUENA VISTA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,7,44,7,44,51
CABEZAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,5,7,5,7,12
CALAMARCA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,2,0,2,0,2
CAMARGO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,4,0,4,4
CAMIRI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,6,3,6,3,9
CAPINOTA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,1,1,1,2
CARACOLLO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
CARANAVI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,7,1,7,8
CARAPARI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,1,1,1,2
CARMEN RIVERO TORREZ,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,1,0,1,1
CHARAGUA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,4,6,4,6,10
CHIMORE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,2,7,2,7,9
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,1,0,1,1
CKOCHAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
CLIZA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,2,2,2,2,4
COBIJA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
COCHABAMBA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,53,43,53,43,96
COLCAPIRHUA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,2,3,2,3,5
COLOMI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,4,0,4,0,4
COLQUIRI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,2,0,2,2
COMANCHE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,3,0,3,3
COMARAPA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,3,3,3,3,6
CONCEPCION,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,1,0,1,1
COPACABANA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,8,0,8,8
CORO CORO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
COROICO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,2,1,2,1,3
CORQUE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,3,0,3,3
COTOCA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,7,0,7,7
CRUZ DE MACHACAMARCA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,1,0,1,1
CUATRO CAÑADAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
CUEVO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,2,0,2,2
CULPINA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,4,1,4,5
EL ALTO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,76,6,76,6,82
EL PUENTE(STC),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,2,2,2,2,4
EL TORNO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,20,41,20,41,61
EL VILLAR,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,1,1,1,2
ENTRE RIOS CBBA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,4,6,4,6,10
FERNANDEZ ALONSO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,2,5,2,5,7
GENERAL SAAVEDRA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,3,2,3,2,5
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,2,0,2,0,2
GUANAY,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,1,0,1,1
GUAYARAMERIN,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,3,0,3,3
GUTIERREZ,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,1,1,1,2
HUACARETA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,2,1,2,3
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,2,0,2,0,2
HUANUNI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,3,1,3,4
HUARINA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,1,0,1,1
INQUISIVI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,7,0,7,7
LA ASUNTA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,1,0,1,1
LA GUARDIA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,14,17,14,17,31
LA PAZ,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,51,14,51,14,65
LAGUNILLAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
LAJA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,1,1,1,2
LAS CARRERAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,1,0,1,1
LLALLAGUA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,2,0,2,0,2
MACHARETI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
MINEROS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,2,1,2,3
MIZQUE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
MOCOMOCO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,2,0,2,0,2
MOJOCOYA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
MONTEAGUDO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,5,31,5,31,36
MONTERO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,54,33,54,33,87
MOROCHATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
OKINAWA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,5,0,5,5
OMEREQUE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,5,0,5,5
ORURO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,10,1,10,1,11
PADCAYA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,1,1,1,2
PADILLA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,2,1,2,3
PAILON,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,9,0,9,9
PALOS BLANCOS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,2,0,2,0,2
PAMPA GRANDE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,5,0,5,0,5
PASORAPA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,11,0,11,11
PELECHUCO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,1,0,1,1
POCOATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,1,0,1,1
POCONA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,33,1,33,34
POROMA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,2,0,2,2
PORONGO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,1,0,1,1
POTOSI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
PUCARANI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,48,1,48,49
PUERTO ACOSTA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
PUERTO QUIJARRO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,4,0,4,4
PUERTO SUAREZ,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,3,0,3,0,3
PUERTO VILLARROEL,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,2,5,2,5,7
PUNATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,7,0,7,0,7
QUILLACOLLO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,4,15,4,15,19
QUIRUSILLAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,1,0,1,1
SACABA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,13,51,13,51,64
SAMAIPATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,6,3,6,3,9
SAN ANTONIO DE LOMERIO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,5,2,5,2,7
SAN BENITO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
SAN BORJA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,8,0,8,8
SAN BUENA VENTURA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
SAN CARLOS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,6,6,6,6,12
SAN IGNACIO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,17,8,17,8,25
SAN JAVIER(STC),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,49,0,49,49
SAN JUAN DE YAPACANI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,50,0,50,50
SAN JULIAN,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,4,1,4,1,5
SAN LORENZO(TJA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,2,1,2,1,3
SAN LUCAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,2,4,2,4,6
SAN MATIAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,13,0,13,13
SAN MIGUEL DE VELASCO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,2,2,2,2,4
SAN PEDRO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,5,4,5,4,9
SAN RAFAEL,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,3,1,3,4
SAN RAMON BENI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,2,0,2,0,2
SAN RAMON SCZ,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,3,1,3,1,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,133,43,133,43,176
SANTA ROSA DEL SARA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,2,2,2,2,4
SANTIAGO DE HUATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
SANTIVAÑES,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,1,0,1,1
SHINAOTA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,10,1,10,11
SICAYA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,2,0,2,2
SIPE SIPE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,1,1,1,2
SORACACHI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
SORATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,7,0,7,7
SUCRE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,34,15,34,15,49
TACACOMA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,1,0,1,1
TACOPAYA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,1,1,1,2
TAPACARI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
TARABUCO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
TARATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,2,1,2,1,3
TARIJA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,11,0,11,0,11
TEOPONTE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,1,0,1,1
TIPUANI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,1,0,1,1
TIQUIPAYA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,16,1,16,17
TIRAQUE (CBBA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
TOCO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
TOLATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
TOLEDO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,1,1,1,2
TOTORA(CBBA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,4,3,4,3,7
TRIGAL,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,1,1,1,2
TRINIDAD,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,3,0,3,0,3
URIONDO (A. CONCEPCION),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,0,1,0,1
VACAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,0,2,0,2,2
VALLEGRANDE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-04-01,1,48,1,48,49
