municipality,group,variable,month,DIU: Usuarias Nuevas,DIU: Usuarias Nuevas1,DIU: Usuarias Nuevas2,DIU: Usuarias Nuevas3,DIU: Usuarias Nuevas4,TOTAL
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,2,1,0,0,3
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,3,0,0,3
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,1,0,0,1
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,1,0,0,1
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,2,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,13,1,0,14
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,1,0,0,0,1
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,2,0,0,2
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,3,0,0,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,4,10,5,0,19
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,2,0,0,0,2
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,2,0,0,2
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,1,1,0,0,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,1,0,0,1
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,2,1,0,3
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,1,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,1,0,0,1
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,1,0,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,1,3,0,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,33,98,27,0,158
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,1,5,0,0,6
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,6,3,0,9
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,7,43,7,0,57
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,3,32,14,0,49
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,0,1,0,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,1,4,1,0,6
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,1,0,0,1
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,2,0,0,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,3,11,0,0,14
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,1,4,1,0,6
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,2,0,0,0,2
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,1,1,0,0,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,1,1,0,0,2
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,3,0,0,3
VILA VILA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,0,1,0,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,1,0,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,7,1,0,8
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,1,0,0,1
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,4,1,0,5
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,0,2,0,0,2
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,1,1,0,0,2
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-03-01,0,1,5,0,0,6
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,1,1,0,0,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,0,1,0,1
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,0,1,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,2,3,1,0,6
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,1,0,0,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,1,1,0,0,2
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,1,0,0,1
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,4,1,0,5
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,0,1,0,1
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,6,1,0,7
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,1,2,0,0,3
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,1,5,0,0,6
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,19,90,112,0,221
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,3,2,0,5
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,0,1,0,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,2,0,0,2
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,2,0,0,2
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,1,31,14,1,47
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,3,0,0,3
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,4,0,0,4
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,2,3,0,0,5
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,2,0,0,2
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,1,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,7,1,0,8
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,8,166,62,0,236
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,3,0,0,3
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,2,0,0,2
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,1,1,0,0,2
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,3,2,0,0,5
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,3,1,0,4
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,24,3,0,27
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,1,1,0,0,2
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,1,1,2,1,0,5
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,0,1,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,8,3,0,11
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,1,0,0,1
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,0,1,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,1,1,0,2
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,6,1,0,7
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,1,4,2,0,7
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,3,9,2,0,14
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,0,1,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,3,0,0,3
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,1,0,0,1
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,3,12,11,1,27
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,1,0,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,0,1,0,1
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,1,0,0,1
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,2,0,1,0,3
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,1,0,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,1,0,0,1
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,1,3,1,0,5
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,1,0,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,2,0,0,2
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,0,1,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,4,0,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,19,122,46,1,188
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,1,5,0,0,6
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,1,0,0,1
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,0,1,0,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,3,2,0,0,5
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,45,9,0,54
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,8,24,56,0,88
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,1,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,3,0,0,3
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,0,1,0,1
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,1,0,0,1
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,2,0,0,2
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,2,10,1,0,13
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,3,1,0,4
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,1,0,0,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,4,0,0,4
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,1,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,1,2,3,0,6
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,0,1,0,1
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,0,1,0,1
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,2,0,1,0,3
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,2,10,2,0,14
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-04-01,0,0,1,1,0,2
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,1,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,1,0,2
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,1,0,1,0,2
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,1,0,1,0,2
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,1,3,0,0,4
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,1,1,0,0,2
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,1,0,0,0,1
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,2,0,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,2,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,19,70,87,0,176
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,2,3,0,0,5
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,1,0,0,0,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,0,1,0,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,5,17,35,0,57
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,2,0,0,0,2
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,0,1,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,2,0,0,2
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,1,2,0,0,3
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,1,0,0,0,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,1,4,1,0,6
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,9,125,82,0,216
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,0,1,0,1
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,2,0,0,2
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,0,2,0,2
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,3,2,0,0,5
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,2,8,3,0,13
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,2,0,0,2
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,1,13,3,0,17
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,1,0,0,0,1
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,3,0,0,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,6,15,0,21
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,2,0,0,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,9,1,0,10
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,1,0,2
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,5,12,3,0,20
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,2,0,0,2
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,0,1,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,1,1,1,0,3
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,2,1,0,3
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,2,0,0,2
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,2,2,0,0,4
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,2,0,0,2
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,23,101,37,0,161
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,4,0,0,4
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,0,1,0,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,2,30,5,0,37
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,3,33,12,0,48
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,0,1,0,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,8,2,0,10
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,6,10,1,0,17
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,1,0,0,0,1
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,2,3,0,5
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,1,0,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,1,1,0,0,2
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2016-05-01,0,0,1,0,0,1
