municipality,group,variable,month,Implante subdérmico: Usuarias Nuevas,Implante subdérmico: Usuarias Nuevas1,Implante subdérmico: Usuarias Nuevas2,Implante subdérmico: Usuarias Nuevas3,Implante subdérmico: Usuarias Nuevas4,TOTAL
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-03-01,0,3,9,6,0,18
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-03-01,0,0,6,4,0,10
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-03-01,0,0,1,0,0,1
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-03-01,0,0,1,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-03-01,0,2,2,0,0,4
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,1,0,0,1
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,2,2,0,0,4
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,4,0,0,4
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,3,0,0,3
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,3,1,0,4
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,1,1,0,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,1,4,25,4,0,34
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,1,1,0,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,5,0,0,5
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,2,9,1,0,12
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,2,0,0,2
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,2,0,0,2
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,3,0,0,3
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,1,2,34,4,0,41
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,1,0,0,1
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,1,0,0,2
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,7,15,2,0,24
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,5,1,0,7
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,4,3,0,0,7
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,10,1,0,11
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,10,1,0,12
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,1,0,0,1
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,2,0,0,2
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,9,0,0,10
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,2,5,5,0,0,12
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,2,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,1,6,85,23,1,116
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,3,37,2,0,42
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,3,0,0,4
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,2,3,1,0,6
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,4,0,0,5
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,1,0,0,1
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,2,0,0,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,18,129,46,0,193
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,2,0,0,2
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,5,1,0,7
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,9,2,0,12
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,5,1,0,6
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,3,0,0,3
ESMERALDA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,1,0,0,1
EUCALIPTUS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,2,0,0,2
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,1,2,2,0,0,5
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,4,2,0,7
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,9,0,0,9
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,3,1,0,4
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,1,0,0,1
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,0,1,1,2
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,3,0,0,3
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,3,4,0,8
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,46,0,0,47
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,6,14,2,0,22
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,22,138,40,0,200
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,3,0,0,3
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,4,1,1,0,6
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,3,16,1,0,20
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,2,4,0,0,6
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,1,0,0,2
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,1,0,0,1
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,1,0,0,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,6,0,0,7
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,0,0,0,1
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,2,0,0,3
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,5,1,0,7
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,6,36,3,0,45
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,3,11,1,0,15
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,5,0,0,6
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,1,0,0,1
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,4,0,0,4
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,13,69,25,0,107
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,5,4,0,9
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,1,0,0,2
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,3,1,0,0,4
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,4,0,0,0,4
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,6,3,0,10
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,5,12,3,0,20
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,18,6,0,25
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,3,20,31,3,0,57
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,1,0,0,1
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,3,1,0,5
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,3,2,0,5
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,13,0,0,14
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,1,0,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,2,0,0,0,2
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,1,3,10,5,0,19
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,1,1,0,3
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,3,0,0,3
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,10,30,0,0,40
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,0,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,2,2,1,0,5
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,21,1,0,23
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,65,167,60,0,292
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,3,0,0,4
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,2,0,0,2
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,1,0,0,1
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,5,3,0,9
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,5,0,0,6
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,1,1,0,2
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,5,1,0,6
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,30,176,18,0,224
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,7,1,0,9
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,8,1,0,10
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,0,1,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,16,128,8,0,152
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,0,0,0,1
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,1,0,0,1
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,1,0,0,2
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,8,1,0,9
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,1,0,0,2
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,5,0,0,6
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,5,0,0,5
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,8,0,0,9
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,4,30,4,0,38
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,2,20,4,0,26
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,0,1,0,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,1,0,0,1
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,7,0,0,7
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,5,1,0,7
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,1,1,0,0,2
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,2,9,1,0,12
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,5,1,0,6
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,3,0,0,3
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,4,0,0,4
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,5,20,3,0,28
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,2,2,0,4
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,3,0,0,3
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,6,3,0,9
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-04-01,0,0,2,0,0,2
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,1,1,0,0,2
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,1,0,0,0,1
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,10,1,0,11
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,10,12,1,0,23
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,1,0,0,1
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,1,0,0,0,1
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,1,7,0,0,8
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,2,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,2,0,0,2
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,1,1,0,2
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,3,0,0,3
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,3,1,0,4
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,1,2,0,0,3
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,5,32,2,0,39
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,2,7,0,0,9
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,1,0,0,0,1
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,1,1,0,0,2
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,10,1,0,11
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,1,1,0,0,2
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,4,0,0,4
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,5,3,0,8
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,1,0,3,0,4
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,10,0,0,10
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,3,5,0,0,8
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,3,1,0,4
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,6,65,21,0,92
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,1,3,0,0,4
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,3,0,0,3
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,2,0,0,2
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,1,0,0,1
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,3,0,0,3
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,3,8,0,0,11
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,4,2,0,6
CURVA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,17,162,48,0,227
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,3,0,0,3
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,3,6,0,0,9
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,1,22,1,0,24
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,2,0,0,2
EUCALIPTUS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,1,2,0,3
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,1,0,0,1
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,2,1,0,3
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,1,22,48,10,0,81
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,1,13,0,0,14
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,1,7,1,0,9
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,1,0,0,1
ICHOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,1,0,0,1
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,2,1,0,3
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,2,0,0,2
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,1,9,1,0,11
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,5,24,1,0,30
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,2,7,0,0,9
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,24,140,26,0,190
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,1,4,1,0,6
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,2,19,4,0,25
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,0,1,0,0,1
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",implante subdermico: usuarias nuevas,2016-05-01,0,1,7,1,0,9
