,group,variable,month,PERSONAS DE 50 A 59 AÑOS NUEVO,PERSONAS DE 50 A 59 AÑOS NUEVO,PERSONAS DE 50 A 59 AÑOS REPETIDO,PERSONAS DE 50 A 59 AÑOS REPETIDO,PERSONAS DE 50 A 59 AÑOS PRIMERA,PERSONAS DE 50 A 59 AÑOS PRIMERA,TOTALES,TOTALES,TOTALES
LICOMA PAMPA,consulta externa,personas de 50 a 59 anos,2024-04-01,32,42,2,0,0,0,74,2,76
LLALLAGUA,consulta externa,personas de 50 a 59 anos,2024-04-01,238,390,30,57,0,1,628,87,715
LLICA,consulta externa,personas de 50 a 59 anos,2024-04-01,26,45,2,1,0,0,71,3,74
LORETO,consulta externa,personas de 50 a 59 anos,2024-04-01,27,53,5,5,8,7,80,10,90
LURIBAY,consulta externa,personas de 50 a 59 anos,2024-04-01,89,110,6,16,0,0,199,22,221
MACHACAMARCA,consulta externa,personas de 50 a 59 anos,2024-04-01,34,54,4,10,13,10,88,14,102
MACHARETI,consulta externa,personas de 50 a 59 anos,2024-04-01,48,90,8,17,11,11,138,25,163
MAGDALENA,consulta externa,personas de 50 a 59 anos,2024-04-01,43,80,30,38,19,26,123,68,191
MAIRANA,consulta externa,personas de 50 a 59 anos,2024-04-01,49,101,25,68,0,0,150,93,243
MALLA,consulta externa,personas de 50 a 59 anos,2024-04-01,14,30,0,0,0,0,44,0,44
MAPIRI,consulta externa,personas de 50 a 59 anos,2024-04-01,87,107,19,27,0,0,194,46,240
MECAPACA,consulta externa,personas de 50 a 59 anos,2024-04-01,45,44,11,21,23,0,89,32,121
MINEROS,consulta externa,personas de 50 a 59 anos,2024-04-01,53,117,6,19,0,0,170,25,195
MIZQUE,consulta externa,personas de 50 a 59 anos,2024-04-01,147,195,25,59,34,58,342,84,426
MOCOMOCO,consulta externa,personas de 50 a 59 anos,2024-04-01,82,97,7,17,0,0,179,24,203
MOJINETE,consulta externa,personas de 50 a 59 anos,2024-04-01,9,10,0,0,0,0,19,0,19
MOJOCOYA,consulta externa,personas de 50 a 59 anos,2024-04-01,82,118,17,23,0,0,200,40,240
MONTEAGUDO,consulta externa,personas de 50 a 59 anos,2024-04-01,338,601,87,206,21,41,939,293,1232
MONTERO,consulta externa,personas de 50 a 59 anos,2024-04-01,886,1567,369,561,170,240,2453,930,3383
MORO MORO,consulta externa,personas de 50 a 59 anos,2024-04-01,12,23,17,24,0,0,35,41,76
MOROCHATA,consulta externa,personas de 50 a 59 anos,2024-04-01,39,65,0,2,0,0,104,2,106
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 50 a 59 anos,2024-04-01,35,24,6,4,0,0,59,10,69
NAZACARA DE PACAJES,consulta externa,personas de 50 a 59 anos,2024-04-01,1,10,0,0,0,0,11,0,11
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 50 a 59 anos,2024-04-01,17,10,0,2,0,0,27,2,29
OCURI,consulta externa,personas de 50 a 59 anos,2024-04-01,71,107,3,4,0,0,178,7,185
OKINAWA,consulta externa,personas de 50 a 59 anos,2024-04-01,64,120,23,50,0,0,184,73,257
OMEREQUE,consulta externa,personas de 50 a 59 anos,2024-04-01,52,78,5,13,0,0,130,18,148
ORURO,consulta externa,personas de 50 a 59 anos,2024-04-01,2933,4834,1238,2096,265,559,7767,3334,11101
PADCAYA,consulta externa,personas de 50 a 59 anos,2024-04-01,206,323,39,71,76,81,529,110,639
PADILLA,consulta externa,personas de 50 a 59 anos,2024-04-01,145,255,18,56,0,0,400,74,474
PAILON,consulta externa,personas de 50 a 59 anos,2024-04-01,105,134,42,73,0,0,239,115,354
PALCA,consulta externa,personas de 50 a 59 anos,2024-04-01,122,143,3,5,29,27,265,8,273
PALOS BLANCOS,consulta externa,personas de 50 a 59 anos,2024-04-01,217,240,33,44,0,0,457,77,534
PAMPA AULLAGAS,consulta externa,personas de 50 a 59 anos,2024-04-01,13,19,1,1,0,0,32,2,34
PAMPA GRANDE,consulta externa,personas de 50 a 59 anos,2024-04-01,26,46,9,19,0,0,72,28,100
PAPEL PAMPA,consulta externa,personas de 50 a 59 anos,2024-04-01,29,45,3,7,0,0,74,10,84
PASORAPA,consulta externa,personas de 50 a 59 anos,2024-04-01,30,48,7,6,9,6,78,13,91
PATACAMAYA,consulta externa,personas de 50 a 59 anos,2024-04-01,69,84,23,37,0,0,153,60,213
PAZÑA,consulta externa,personas de 50 a 59 anos,2024-04-01,25,38,5,3,1,1,63,8,71
PELECHUCO,consulta externa,personas de 50 a 59 anos,2024-04-01,57,49,3,1,1,1,106,4,110
POCOATA,consulta externa,personas de 50 a 59 anos,2024-04-01,117,140,0,3,0,0,257,3,260
POCONA,consulta externa,personas de 50 a 59 anos,2024-04-01,61,80,0,7,0,0,141,7,148
POJO (CBBA),consulta externa,personas de 50 a 59 anos,2024-04-01,29,66,15,14,3,2,95,29,124
POOPO,consulta externa,personas de 50 a 59 anos,2024-04-01,69,57,9,26,1,0,126,35,161
PORCO,consulta externa,personas de 50 a 59 anos,2024-04-01,18,42,1,6,1,0,60,7,67
POROMA,consulta externa,personas de 50 a 59 anos,2024-04-01,130,171,8,13,1,2,301,21,322
PORONGO,consulta externa,personas de 50 a 59 anos,2024-04-01,97,144,27,46,1,1,241,73,314
PORTACHUELO,consulta externa,personas de 50 a 59 anos,2024-04-01,30,54,51,109,8,22,84,160,244
PORVENIR,consulta externa,personas de 50 a 59 anos,2024-04-01,40,61,21,22,0,0,101,43,144
POSTRER VALLE,consulta externa,personas de 50 a 59 anos,2024-04-01,12,12,16,10,0,0,24,26,50
POTOSI,consulta externa,personas de 50 a 59 anos,2024-04-01,2343,3074,786,1184,278,385,5417,1970,7387
PRESTO,consulta externa,personas de 50 a 59 anos,2024-04-01,72,108,2,4,0,0,180,6,186
PUCARA,consulta externa,personas de 50 a 59 anos,2024-04-01,17,26,18,26,0,0,43,44,87
PUCARANI,consulta externa,personas de 50 a 59 anos,2024-04-01,116,169,14,26,0,0,285,40,325
PUERTO ACOSTA,consulta externa,personas de 50 a 59 anos,2024-04-01,55,51,1,2,0,0,106,3,109
PUERTO CARABUCO,consulta externa,personas de 50 a 59 anos,2024-04-01,61,70,12,10,0,0,131,22,153
PUERTO GONZALO MORENO,consulta externa,personas de 50 a 59 anos,2024-04-01,55,71,22,27,19,14,126,49,175
PUERTO PEREZ,consulta externa,personas de 50 a 59 anos,2024-04-01,24,40,0,3,0,0,64,3,67
PUERTO QUIJARRO,consulta externa,personas de 50 a 59 anos,2024-04-01,95,131,13,36,32,34,226,49,275
PUERTO RICO,consulta externa,personas de 50 a 59 anos,2024-04-01,37,52,6,20,0,0,89,26,115
PUERTO SILES,consulta externa,personas de 50 a 59 anos,2024-04-01,13,14,0,0,0,0,27,0,27
PUERTO SUAREZ,consulta externa,personas de 50 a 59 anos,2024-04-01,58,90,24,62,34,70,148,86,234
PUERTO VILLARROEL,consulta externa,personas de 50 a 59 anos,2024-04-01,395,465,78,115,0,0,860,193,1053
PUNA,consulta externa,personas de 50 a 59 anos,2024-04-01,111,177,4,7,57,74,288,11,299
PUNATA,consulta externa,personas de 50 a 59 anos,2024-04-01,262,470,214,371,0,0,732,585,1317
QUIABAYA,consulta externa,personas de 50 a 59 anos,2024-04-01,19,30,2,5,0,0,49,7,56
QUILLACOLLO,consulta externa,personas de 50 a 59 anos,2024-04-01,554,1285,259,606,59,51,1839,865,2704
QUIME,consulta externa,personas de 50 a 59 anos,2024-04-01,92,70,15,19,1,1,162,34,196
QUIRUSILLAS,consulta externa,personas de 50 a 59 anos,2024-04-01,18,48,6,15,0,0,66,21,87
RAQAYPAMPA(ETA),consulta externa,personas de 50 a 59 anos,2024-04-01,44,49,2,2,19,17,93,4,97
RAVELO,consulta externa,personas de 50 a 59 anos,2024-04-01,117,170,0,0,0,0,287,0,287
REYES,consulta externa,personas de 50 a 59 anos,2024-04-01,175,135,3,1,0,0,310,4,314
RIBERALTA,consulta externa,personas de 50 a 59 anos,2024-04-01,804,1339,342,633,120,161,2143,975,3118
ROBORE,consulta externa,personas de 50 a 59 anos,2024-04-01,82,151,95,129,19,14,233,224,457
RURRENABAQUE,consulta externa,personas de 50 a 59 anos,2024-04-01,152,215,47,75,24,37,367,122,489
SABAYA,consulta externa,personas de 50 a 59 anos,2024-04-01,36,40,7,12,4,6,76,19,95
SACABA,consulta externa,personas de 50 a 59 anos,2024-04-01,602,1192,273,464,208,299,1794,737,2531
SACABAMBA,consulta externa,personas de 50 a 59 anos,2024-04-01,10,19,4,9,0,0,29,13,42
SACACA,consulta externa,personas de 50 a 59 anos,2024-04-01,54,78,0,0,0,0,132,0,132
SAIPINA,consulta externa,personas de 50 a 59 anos,2024-04-01,35,61,16,22,0,0,96,38,134
SALINAS DE GARCI MENDOZA,consulta externa,personas de 50 a 59 anos,2024-04-01,50,54,4,11,25,34,104,15,119
SAMAIPATA,consulta externa,personas de 50 a 59 anos,2024-04-01,87,129,24,35,0,0,216,59,275
SAN AGUSTIN,consulta externa,personas de 50 a 59 anos,2024-04-01,24,29,0,0,0,0,53,0,53
SAN ANDRES,consulta externa,personas de 50 a 59 anos,2024-04-01,82,138,35,42,7,3,220,77,297
SAN ANDRES DE MACHACA,consulta externa,personas de 50 a 59 anos,2024-04-01,20,29,5,17,0,0,49,22,71
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 50 a 59 anos,2024-04-01,11,18,0,0,0,0,29,0,29
SAN ANTONIO DE LOMERIO,consulta externa,personas de 50 a 59 anos,2024-04-01,14,36,2,4,0,0,50,6,56
SAN BENITO,consulta externa,personas de 50 a 59 anos,2024-04-01,42,92,28,50,0,0,134,78,212
SAN BORJA,consulta externa,personas de 50 a 59 anos,2024-04-01,243,367,62,115,84,108,610,177,787
SAN BUENA VENTURA,consulta externa,personas de 50 a 59 anos,2024-04-01,52,86,8,19,0,0,138,27,165
SAN CARLOS,consulta externa,personas de 50 a 59 anos,2024-04-01,86,165,13,3,0,0,251,16,267
SAN IGNACIO,consulta externa,personas de 50 a 59 anos,2024-04-01,138,167,26,44,11,25,305,70,375
SAN IGNACIO DE VELASCO,consulta externa,personas de 50 a 59 anos,2024-04-01,215,307,65,104,0,0,522,169,691
SAN JAVIER(BNI),consulta externa,personas de 50 a 59 anos,2024-04-01,45,38,9,5,10,18,83,14,97
SAN JAVIER(STC),consulta externa,personas de 50 a 59 anos,2024-04-01,45,118,1,4,0,0,163,5,168
SAN JOAQUIN,consulta externa,personas de 50 a 59 anos,2024-04-01,32,33,8,13,0,0,65,21,86
SAN JOSE DE CHIQUITOS,consulta externa,personas de 50 a 59 anos,2024-04-01,91,115,13,17,1,3,206,30,236
SAN JUAN DE YAPACANI,consulta externa,personas de 50 a 59 anos,2024-04-01,97,108,5,7,0,1,205,12,217
SAN JULIAN,consulta externa,personas de 50 a 59 anos,2024-04-01,281,390,62,101,15,20,671,163,834
SAN LORENZO(PND),consulta externa,personas de 50 a 59 anos,2024-04-01,38,60,7,16,0,0,98,23,121
SAN LORENZO(TJA),consulta externa,personas de 50 a 59 anos,2024-04-01,258,465,18,45,0,0,723,63,786
SAN LUCAS,consulta externa,personas de 50 a 59 anos,2024-04-01,196,308,24,33,9,9,504,57,561
SAN MATIAS,consulta externa,personas de 50 a 59 anos,2024-04-01,62,122,49,79,1,2,184,128,312
SAN MIGUEL DE VELASCO,consulta externa,personas de 50 a 59 anos,2024-04-01,83,107,50,71,0,0,190,121,311
SAN PABLO DE LIPEZ,consulta externa,personas de 50 a 59 anos,2024-04-01,22,27,1,0,4,5,49,1,50
SAN PEDRO,consulta externa,personas de 50 a 59 anos,2024-04-01,153,195,20,34,0,0,348,54,402
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 50 a 59 anos,2024-04-01,62,113,0,0,31,33,175,0,175
SAN PEDRO DE CURAHUARA,consulta externa,personas de 50 a 59 anos,2024-04-01,14,26,0,0,0,0,40,0,40
SAN PEDRO DE MACHA,consulta externa,personas de 50 a 59 anos,2024-04-01,74,105,1,1,0,0,179,2,181
SAN PEDRO DE QUEMES,consulta externa,personas de 50 a 59 anos,2024-04-01,17,11,0,2,0,0,28,2,30
SAN PEDRO DE TIQUINA,consulta externa,personas de 50 a 59 anos,2024-04-01,28,35,15,34,0,0,63,49,112
SAN PEDRO(PND),consulta externa,personas de 50 a 59 anos,2024-04-01,10,10,0,3,0,0,20,3,23
SAN RAFAEL,consulta externa,personas de 50 a 59 anos,2024-04-01,42,62,16,46,0,0,104,62,166
SAN RAMON BENI,consulta externa,personas de 50 a 59 anos,2024-04-01,37,71,16,18,0,0,108,34,142
SAN RAMON SCZ,consulta externa,personas de 50 a 59 anos,2024-04-01,42,78,3,9,0,0,120,12,132
SANTA ANA,consulta externa,personas de 50 a 59 anos,2024-04-01,67,142,18,46,0,0,209,64,273
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 50 a 59 anos,2024-04-01,9690,16368,4596,7650,1406,1780,26058,12246,38304
SANTA ROSA,consulta externa,personas de 50 a 59 anos,2024-04-01,98,107,29,56,14,17,205,85,290
SANTA ROSA DEL SARA,consulta externa,personas de 50 a 59 anos,2024-04-01,143,246,11,14,10,6,389,25,414
SANTIAGO DE CALLAPA,consulta externa,personas de 50 a 59 anos,2024-04-01,37,42,0,2,0,0,79,2,81
SANTIAGO DE HUARI,consulta externa,personas de 50 a 59 anos,2024-04-01,33,45,3,5,1,0,78,8,86
SANTIAGO DE HUATA,consulta externa,personas de 50 a 59 anos,2024-04-01,31,33,10,19,0,0,64,29,93
SANTIAGO DE MACHACA,consulta externa,personas de 50 a 59 anos,2024-04-01,22,33,1,2,0,0,55,3,58
SANTIVAÑES,consulta externa,personas de 50 a 59 anos,2024-04-01,23,70,5,14,0,0,93,19,112
SANTUARIO DE QUILLACAS,consulta externa,personas de 50 a 59 anos,2024-04-01,19,37,5,0,26,20,56,5,61
SAPAHAQUI,consulta externa,personas de 50 a 59 anos,2024-04-01,53,67,6,7,23,28,120,13,133
SENA,consulta externa,personas de 50 a 59 anos,2024-04-01,40,59,4,8,0,0,99,12,111
SHINAOTA,consulta externa,personas de 50 a 59 anos,2024-04-01,173,196,37,50,42,54,369,87,456
SICA SICA (VILLA AROMA),consulta externa,personas de 50 a 59 anos,2024-04-01,107,132,16,23,23,35,239,39,278
SICAYA,consulta externa,personas de 50 a 59 anos,2024-04-01,16,26,2,5,0,0,42,7,49
SIPE SIPE,consulta externa,personas de 50 a 59 anos,2024-04-01,151,261,45,83,0,0,412,128,540
SOPACHUY,consulta externa,personas de 50 a 59 anos,2024-04-01,79,77,21,35,0,0,156,56,212
SORACACHI,consulta externa,personas de 50 a 59 anos,2024-04-01,52,59,5,3,8,2,111,8,119
SORATA,consulta externa,personas de 50 a 59 anos,2024-04-01,139,146,31,36,0,0,285,67,352
SUCRE,consulta externa,personas de 50 a 59 anos,2024-04-01,2998,5394,1357,2446,86,74,8392,3803,12195
TACACHI,consulta externa,personas de 50 a 59 anos,2024-04-01,6,10,2,4,0,0,16,6,22
TACACOMA,consulta externa,personas de 50 a 59 anos,2024-04-01,78,85,3,21,0,0,163,24,187
TACOBAMBA,consulta externa,personas de 50 a 59 anos,2024-04-01,33,42,0,0,0,0,75,0,75
TACOPAYA,consulta externa,personas de 50 a 59 anos,2024-04-01,35,49,1,1,0,0,84,2,86
TAHUA,consulta externa,personas de 50 a 59 anos,2024-04-01,6,10,0,0,0,0,16,0,16
TAPACARI,consulta externa,personas de 50 a 59 anos,2024-04-01,66,87,1,1,0,0,153,2,155
TARABUCO,consulta externa,personas de 50 a 59 anos,2024-04-01,118,170,13,29,0,0,288,42,330
TARACO,consulta externa,personas de 50 a 59 anos,2024-04-01,45,66,10,17,0,0,111,27,138
TARATA,consulta externa,personas de 50 a 59 anos,2024-04-01,29,41,4,14,0,0,70,18,88
TARIJA,consulta externa,personas de 50 a 59 anos,2024-04-01,2060,4176,955,1845,261,315,6236,2800,9036
TARVITA,consulta externa,personas de 50 a 59 anos,2024-04-01,129,198,12,33,0,0,327,45,372
TEOPONTE,consulta externa,personas de 50 a 59 anos,2024-04-01,64,77,1,11,0,0,141,12,153
TIAHUANACU,consulta externa,personas de 50 a 59 anos,2024-04-01,43,76,26,11,0,0,119,37,156
TINGUIPAYA,consulta externa,personas de 50 a 59 anos,2024-04-01,86,124,0,1,10,8,210,1,211
TIPUANI,consulta externa,personas de 50 a 59 anos,2024-04-01,54,55,11,22,0,0,109,33,142
TIQUIPAYA,consulta externa,personas de 50 a 59 anos,2024-04-01,210,436,99,195,3,11,646,294,940
TIRAQUE (CBBA),consulta externa,personas de 50 a 59 anos,2024-04-01,46,78,7,14,3,6,124,21,145
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 50 a 59 anos,2024-04-01,16,18,7,5,0,0,34,12,46
TOCO,consulta externa,personas de 50 a 59 anos,2024-04-01,19,48,19,20,1,0,67,39,106
TODOS SANTOS,consulta externa,personas de 50 a 59 anos,2024-04-01,3,1,0,0,0,0,4,0,4
TOLATA,consulta externa,personas de 50 a 59 anos,2024-04-01,18,43,12,40,0,0,61,52,113
TOLEDO,consulta externa,personas de 50 a 59 anos,2024-04-01,26,40,1,5,0,0,66,6,72
TOMAVE,consulta externa,personas de 50 a 59 anos,2024-04-01,47,59,1,14,0,0,106,15,121
TOMINA,consulta externa,personas de 50 a 59 anos,2024-04-01,62,147,15,53,0,0,209,68,277
TORO TORO,consulta externa,personas de 50 a 59 anos,2024-04-01,92,127,0,0,0,0,219,0,219
TOTORA(CBBA),consulta externa,personas de 50 a 59 anos,2024-04-01,56,77,5,10,0,0,133,15,148
TOTORA(ORR),consulta externa,personas de 50 a 59 anos,2024-04-01,24,37,0,2,9,9,61,2,63
TRIGAL,consulta externa,personas de 50 a 59 anos,2024-04-01,9,15,12,22,0,0,24,34,58
TRINIDAD,consulta externa,personas de 50 a 59 anos,2024-04-01,993,1603,590,1161,614,1149,2596,1751,4347
TUPIZA,consulta externa,personas de 50 a 59 anos,2024-04-01,452,647,149,237,13,20,1099,386,1485
TURCO,consulta externa,personas de 50 a 59 anos,2024-04-01,33,57,4,5,1,2,90,9,99
UMALA,consulta externa,personas de 50 a 59 anos,2024-04-01,37,42,12,14,0,0,79,26,105
UNCIA,consulta externa,personas de 50 a 59 anos,2024-04-01,160,178,91,64,0,0,338,155,493
URIONDO (A. CONCEPCION),consulta externa,personas de 50 a 59 anos,2024-04-01,109,202,25,52,44,70,311,77,388
URUBICHA,consulta externa,personas de 50 a 59 anos,2024-04-01,21,56,1,1,1,2,77,2,79
UYUNI,consulta externa,personas de 50 a 59 anos,2024-04-01,231,317,63,86,4,7,548,149,697
VACAS,consulta externa,personas de 50 a 59 anos,2024-04-01,41,54,0,2,0,0,95,2,97
VALLEGRANDE,consulta externa,personas de 50 a 59 anos,2024-04-01,150,205,115,255,7,11,355,370,725
VIACHA,consulta externa,personas de 50 a 59 anos,2024-04-01,351,629,171,295,14,13,980,466,1446
VILA VILA,consulta externa,personas de 50 a 59 anos,2024-04-01,49,53,0,0,12,16,102,0,102
VILLA CHARCAS,consulta externa,personas de 50 a 59 anos,2024-04-01,53,126,5,8,11,26,179,13,192
VILLA MONTES,consulta externa,personas de 50 a 59 anos,2024-04-01,448,660,130,172,12,12,1108,302,1410
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 50 a 59 anos,2024-04-01,27,29,4,4,0,0,56,8,64
VILLA RIVERO,consulta externa,personas de 50 a 59 anos,2024-04-01,26,36,7,11,0,0,62,18,80
VILLA SERRANO,consulta externa,personas de 50 a 59 anos,2024-04-01,111,145,18,52,0,0,256,70,326
VILLA TUNARI,consulta externa,personas de 50 a 59 anos,2024-04-01,624,828,118,189,9,7,1452,307,1759
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 50 a 59 anos,2024-04-01,99,185,25,51,0,0,284,76,360
VILLAZON,consulta externa,personas de 50 a 59 anos,2024-04-01,203,385,89,181,92,122,588,270,858
VINTO,consulta externa,personas de 50 a 59 anos,2024-04-01,187,314,51,88,0,0,501,139,640
VITICHI,consulta externa,personas de 50 a 59 anos,2024-04-01,54,128,1,1,18,30,182,2,184
WALDO BALLIVIAN,consulta externa,personas de 50 a 59 anos,2024-04-01,16,23,2,6,0,0,39,8,47
WARNES,consulta externa,personas de 50 a 59 anos,2024-04-01,616,1009,207,322,4,14,1625,529,2154
YACO,consulta externa,personas de 50 a 59 anos,2024-04-01,52,65,1,7,0,0,117,8,125
YACUIBA,consulta externa,personas de 50 a 59 anos,2024-04-01,763,1375,412,591,189,300,2138,1003,3141
YAMPARAEZ,consulta externa,personas de 50 a 59 anos,2024-04-01,57,73,4,8,7,4,130,12,142
YANACACHI,consulta externa,personas de 50 a 59 anos,2024-04-01,60,58,6,6,0,0,118,12,130
YAPACANI,consulta externa,personas de 50 a 59 anos,2024-04-01,250,388,55,184,19,16,638,239,877
YOCALLA,consulta externa,personas de 50 a 59 anos,2024-04-01,10,30,1,2,18,27,40,3,43
YOTALA,consulta externa,personas de 50 a 59 anos,2024-04-01,68,104,16,32,16,22,172,48,220
YUNCHARA,consulta externa,personas de 50 a 59 anos,2024-04-01,16,61,2,8,0,0,77,10,87
YUNGUYO DE LITORAL,consulta externa,personas de 50 a 59 anos,2024-04-01,1,2,0,0,0,0,3,0,3
ZUDAÑEZ,consulta externa,personas de 50 a 59 anos,2024-04-01,79,93,27,36,0,0,172,63,235
ACACIO,consulta externa,personas de 50 a 59 anos,2024-05-01,31,61,0,0,0,0,92,0,92
ACHACACHI,consulta externa,personas de 50 a 59 anos,2024-05-01,173,249,28,61,0,0,422,89,511
ACHOCALLA,consulta externa,personas de 50 a 59 anos,2024-05-01,60,141,13,13,0,0,201,26,227
AIQUILE,consulta externa,personas de 50 a 59 anos,2024-05-01,136,225,55,71,59,68,361,126,487
ALALAY,consulta externa,personas de 50 a 59 anos,2024-05-01,15,18,1,3,8,7,33,4,37
ALCALA,consulta externa,personas de 50 a 59 anos,2024-05-01,32,67,6,21,14,10,99,27,126
ALTO BENI,consulta externa,personas de 50 a 59 anos,2024-05-01,74,94,8,26,0,0,168,34,202
ANCORAIMES,consulta externa,personas de 50 a 59 anos,2024-05-01,52,59,28,26,7,11,111,54,165
ANDAMARCA,consulta externa,personas de 50 a 59 anos,2024-05-01,20,16,4,8,0,0,36,12,48
ANTEQUERA,consulta externa,personas de 50 a 59 anos,2024-05-01,12,15,0,1,0,0,27,1,28
ANZALDO,consulta externa,personas de 50 a 59 anos,2024-05-01,51,79,8,6,14,16,130,14,144
APOLO,consulta externa,personas de 50 a 59 anos,2024-05-01,98,114,7,17,10,12,212,24,236
ARAMPAMPA,consulta externa,personas de 50 a 59 anos,2024-05-01,16,25,1,1,2,1,41,2,43
ARANI,consulta externa,personas de 50 a 59 anos,2024-05-01,21,25,10,18,0,1,46,28,74
ARBIETO,consulta externa,personas de 50 a 59 anos,2024-05-01,43,131,5,18,5,11,174,23,197
ARQUE,consulta externa,personas de 50 a 59 anos,2024-05-01,58,63,2,1,0,0,121,3,124
ASCENCION DE GUARAYOS,consulta externa,personas de 50 a 59 anos,2024-05-01,84,118,12,7,5,6,202,19,221
ATOCHA,consulta externa,personas de 50 a 59 anos,2024-05-01,159,135,75,67,7,15,294,142,436
AUCAPATA,consulta externa,personas de 50 a 59 anos,2024-05-01,51,21,11,3,12,9,72,14,86
AYATA,consulta externa,personas de 50 a 59 anos,2024-05-01,55,88,5,16,23,32,143,21,164
AYO AYO,consulta externa,personas de 50 a 59 anos,2024-05-01,53,73,2,3,0,0,126,5,131
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 50 a 59 anos,2024-05-01,150,199,24,27,26,23,349,51,400
AZURDUY,consulta externa,personas de 50 a 59 anos,2024-05-01,50,82,15,28,0,0,132,43,175
BATALLAS,consulta externa,personas de 50 a 59 anos,2024-05-01,31,57,16,29,1,0,88,45,133
BAURES,consulta externa,personas de 50 a 59 anos,2024-05-01,88,63,10,7,0,0,151,17,168
BELEN DE ANDAMARCA,consulta externa,personas de 50 a 59 anos,2024-05-01,14,10,2,1,0,0,24,3,27
BELEN DE URMIRI,consulta externa,personas de 50 a 59 anos,2024-05-01,9,14,0,3,0,1,23,3,26
BELLA FLOR,consulta externa,personas de 50 a 59 anos,2024-05-01,13,17,8,12,0,0,30,20,50
BERMEJO,consulta externa,personas de 50 a 59 anos,2024-05-01,419,606,136,260,86,80,1025,396,1421
BETANZOS,consulta externa,personas de 50 a 59 anos,2024-05-01,215,322,11,34,0,0,537,45,582
BOLIVAR,consulta externa,personas de 50 a 59 anos,2024-05-01,35,48,2,0,0,0,83,2,85
BOLPEBRA,consulta externa,personas de 50 a 59 anos,2024-05-01,31,29,4,3,0,0,60,7,67
BOYUIBE,consulta externa,personas de 50 a 59 anos,2024-05-01,30,53,26,37,0,0,83,63,146
BUENA VISTA,consulta externa,personas de 50 a 59 anos,2024-05-01,62,100,11,27,2,6,162,38,200
CABEZAS,consulta externa,personas de 50 a 59 anos,2024-05-01,166,187,17,27,0,0,353,44,397
CAIROMA,consulta externa,personas de 50 a 59 anos,2024-05-01,102,77,7,8,0,0,179,15,194
"CAIZA ""D""",consulta externa,personas de 50 a 59 anos,2024-05-01,89,107,4,4,0,0,196,8,204
CAJUATA,consulta externa,personas de 50 a 59 anos,2024-05-01,59,66,9,22,8,16,125,31,156
CALACOTO,consulta externa,personas de 50 a 59 anos,2024-05-01,43,71,4,8,0,0,114,12,126
CALAMARCA,consulta externa,personas de 50 a 59 anos,2024-05-01,47,92,8,9,0,0,139,17,156
CAMARGO,consulta externa,personas de 50 a 59 anos,2024-05-01,134,223,76,165,0,0,357,241,598
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 50 a 59 anos,2024-05-01,56,58,6,10,2,0,114,16,130
CAMIRI,consulta externa,personas de 50 a 59 anos,2024-05-01,130,204,69,109,3,2,334,178,512
CAPINOTA,consulta externa,personas de 50 a 59 anos,2024-05-01,123,154,14,26,0,0,277,40,317
CAQUIAVIRI,consulta externa,personas de 50 a 59 anos,2024-05-01,36,95,0,2,0,0,131,2,133
CARACOLLO,consulta externa,personas de 50 a 59 anos,2024-05-01,119,138,22,20,9,11,257,42,299
CARANAVI,consulta externa,personas de 50 a 59 anos,2024-05-01,326,383,47,70,8,5,709,117,826
CARANGAS,consulta externa,personas de 50 a 59 anos,2024-05-01,1,2,1,4,0,0,3,5,8
CARAPARI,consulta externa,personas de 50 a 59 anos,2024-05-01,138,180,30,52,5,8,318,82,400
CARIPUYO,consulta externa,personas de 50 a 59 anos,2024-05-01,47,45,1,2,0,0,92,3,95
CARMEN RIVERO TORREZ,consulta externa,personas de 50 a 59 anos,2024-05-01,40,53,2,6,4,9,93,8,101
CATACORA,consulta externa,personas de 50 a 59 anos,2024-05-01,7,19,2,4,0,0,26,6,32
CHACARILLA,consulta externa,personas de 50 a 59 anos,2024-05-01,15,9,0,1,0,0,24,1,25
CHALLAPATA,consulta externa,personas de 50 a 59 anos,2024-05-01,77,180,17,25,20,32,257,42,299
CHAQUI,consulta externa,personas de 50 a 59 anos,2024-05-01,39,56,1,1,0,0,95,2,97
CHARAGUA,consulta externa,personas de 50 a 59 anos,2024-05-01,149,190,12,27,0,0,339,39,378
CHARAÑA,consulta externa,personas de 50 a 59 anos,2024-05-01,38,35,7,2,0,0,73,9,82
CHAYANTA,consulta externa,personas de 50 a 59 anos,2024-05-01,108,139,11,9,2,8,247,20,267
CHIMORE,consulta externa,personas de 50 a 59 anos,2024-05-01,149,237,10,24,0,0,386,34,420
CHIPAYA,consulta externa,personas de 50 a 59 anos,2024-05-01,7,5,0,0,0,0,12,0,12
CHOQUE COTA,consulta externa,personas de 50 a 59 anos,2024-05-01,8,14,0,0,0,0,22,0,22
