,group,variable,month,PERSONAS DE 40 A 49 AÑOS NUEVO,PERSONAS DE 40 A 49 AÑOS NUEVO,PERSONAS DE 40 A 49 AÑOS REPETIDO,PERSONAS DE 40 A 49 AÑOS REPETIDO,PERSONAS DE 40 A 49 AÑOS PRIMERA,PERSONAS DE 40 A 49 AÑOS PRIMERA,TOTALES,TOTALES,TOTALES
SACABA,consulta externa,personas de 40 a 49 anos,2024-02-01,545,1302,178,368,228,511,1847,546,2393
SACABAMBA,consulta externa,personas de 40 a 49 anos,2024-02-01,12,28,0,1,0,0,40,1,41
SACACA,consulta externa,personas de 40 a 49 anos,2024-02-01,48,106,1,0,0,0,154,1,155
SAIPINA,consulta externa,personas de 40 a 49 anos,2024-02-01,38,51,7,13,0,0,89,20,109
SALINAS DE GARCI MENDOZA,consulta externa,personas de 40 a 49 anos,2024-02-01,36,33,2,3,24,23,69,5,74
SAMAIPATA,consulta externa,personas de 40 a 49 anos,2024-02-01,103,115,9,12,0,0,218,21,239
SAN AGUSTIN,consulta externa,personas de 40 a 49 anos,2024-02-01,20,19,0,0,0,0,39,0,39
SAN ANDRES,consulta externa,personas de 40 a 49 anos,2024-02-01,81,138,15,31,2,2,219,46,265
SAN ANDRES DE MACHACA,consulta externa,personas de 40 a 49 anos,2024-02-01,20,24,7,4,0,0,44,11,55
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 40 a 49 anos,2024-02-01,11,17,0,0,3,5,28,0,28
SAN ANTONIO DE LOMERIO,consulta externa,personas de 40 a 49 anos,2024-02-01,26,49,1,8,0,0,75,9,84
SAN BENITO,consulta externa,personas de 40 a 49 anos,2024-02-01,26,68,9,21,0,0,94,30,124
SAN BORJA,consulta externa,personas de 40 a 49 anos,2024-02-01,180,317,27,64,122,142,497,91,588
SAN BUENA VENTURA,consulta externa,personas de 40 a 49 anos,2024-02-01,50,96,8,21,0,0,146,29,175
SAN CARLOS,consulta externa,personas de 40 a 49 anos,2024-02-01,40,118,0,4,0,0,158,4,162
SAN IGNACIO,consulta externa,personas de 40 a 49 anos,2024-02-01,106,231,16,30,2,1,337,46,383
SAN IGNACIO DE VELASCO,consulta externa,personas de 40 a 49 anos,2024-02-01,186,362,22,74,4,1,548,96,644
SAN JAVIER(BNI),consulta externa,personas de 40 a 49 anos,2024-02-01,13,19,2,1,11,16,32,3,35
SAN JAVIER(STC),consulta externa,personas de 40 a 49 anos,2024-02-01,53,78,2,1,0,0,131,3,134
SAN JOAQUIN,consulta externa,personas de 40 a 49 anos,2024-02-01,45,90,8,13,0,0,135,21,156
SAN JOSE DE CHIQUITOS,consulta externa,personas de 40 a 49 anos,2024-02-01,71,145,10,26,0,0,216,36,252
SAN JUAN DE YAPACANI,consulta externa,personas de 40 a 49 anos,2024-02-01,39,78,2,3,0,0,117,5,122
SAN JULIAN,consulta externa,personas de 40 a 49 anos,2024-02-01,223,430,32,70,9,3,653,102,755
SAN LORENZO(PND),consulta externa,personas de 40 a 49 anos,2024-02-01,89,87,13,19,0,0,176,32,208
SAN LORENZO(TJA),consulta externa,personas de 40 a 49 anos,2024-02-01,187,402,8,25,0,0,589,33,622
SAN LUCAS,consulta externa,personas de 40 a 49 anos,2024-02-01,157,338,5,13,7,16,495,18,513
SAN MATIAS,consulta externa,personas de 40 a 49 anos,2024-02-01,42,81,23,30,0,0,123,53,176
SAN MIGUEL DE VELASCO,consulta externa,personas de 40 a 49 anos,2024-02-01,61,135,21,57,0,0,196,78,274
SAN PABLO DE LIPEZ,consulta externa,personas de 40 a 49 anos,2024-02-01,20,32,0,0,0,1,52,0,52
SAN PEDRO,consulta externa,personas de 40 a 49 anos,2024-02-01,118,214,13,35,28,45,332,48,380
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 40 a 49 anos,2024-02-01,42,82,0,0,13,35,124,0,124
SAN PEDRO DE CURAHUARA,consulta externa,personas de 40 a 49 anos,2024-02-01,12,36,0,0,0,0,48,0,48
SAN PEDRO DE MACHA,consulta externa,personas de 40 a 49 anos,2024-02-01,73,140,0,0,0,0,213,0,213
SAN PEDRO DE QUEMES,consulta externa,personas de 40 a 49 anos,2024-02-01,13,13,0,1,0,0,26,1,27
SAN PEDRO DE TIQUINA,consulta externa,personas de 40 a 49 anos,2024-02-01,17,28,12,21,0,0,45,33,78
SAN PEDRO(PND),consulta externa,personas de 40 a 49 anos,2024-02-01,12,14,0,3,0,0,26,3,29
SAN RAFAEL,consulta externa,personas de 40 a 49 anos,2024-02-01,33,69,8,26,0,0,102,34,136
SAN RAMON BENI,consulta externa,personas de 40 a 49 anos,2024-02-01,36,58,8,27,0,0,94,35,129
SAN RAMON SCZ,consulta externa,personas de 40 a 49 anos,2024-02-01,47,77,0,2,0,0,124,2,126
SANTA ANA,consulta externa,personas de 40 a 49 anos,2024-02-01,69,117,24,18,0,0,186,42,228
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 40 a 49 anos,2024-02-01,8055,15068,3745,6821,911,1330,23123,10566,33689
SANTA ROSA,consulta externa,personas de 40 a 49 anos,2024-02-01,70,139,20,35,22,40,209,55,264
SANTA ROSA DEL SARA,consulta externa,personas de 40 a 49 anos,2024-02-01,118,179,1,6,5,25,297,7,304
SANTIAGO DE CALLAPA,consulta externa,personas de 40 a 49 anos,2024-02-01,11,24,0,0,0,0,35,0,35
SANTIAGO DE HUARI,consulta externa,personas de 40 a 49 anos,2024-02-01,46,76,9,8,7,3,122,17,139
SANTIAGO DE HUATA,consulta externa,personas de 40 a 49 anos,2024-02-01,16,18,5,6,0,0,34,11,45
SANTIAGO DE MACHACA,consulta externa,personas de 40 a 49 anos,2024-02-01,9,21,0,0,0,0,30,0,30
SANTIVAÑES,consulta externa,personas de 40 a 49 anos,2024-02-01,38,84,3,11,0,0,122,14,136
SANTUARIO DE QUILLACAS,consulta externa,personas de 40 a 49 anos,2024-02-01,12,29,0,2,23,34,41,2,43
SAPAHAQUI,consulta externa,personas de 40 a 49 anos,2024-02-01,35,47,5,9,4,8,82,14,96
SENA,consulta externa,personas de 40 a 49 anos,2024-02-01,70,75,2,1,0,0,145,3,148
SHINAOTA,consulta externa,personas de 40 a 49 anos,2024-02-01,156,245,26,46,44,67,401,72,473
SICA SICA (VILLA AROMA),consulta externa,personas de 40 a 49 anos,2024-02-01,43,55,4,12,3,7,98,16,114
SICAYA,consulta externa,personas de 40 a 49 anos,2024-02-01,6,13,0,0,2,3,19,0,19
SIPE SIPE,consulta externa,personas de 40 a 49 anos,2024-02-01,90,309,40,64,0,0,399,104,503
SOPACHUY,consulta externa,personas de 40 a 49 anos,2024-02-01,59,89,12,23,0,0,148,35,183
SORACACHI,consulta externa,personas de 40 a 49 anos,2024-02-01,35,76,4,6,0,0,111,10,121
SORATA,consulta externa,personas de 40 a 49 anos,2024-02-01,81,112,15,23,0,0,193,38,231
SUCRE,consulta externa,personas de 40 a 49 anos,2024-02-01,2769,5390,908,1804,15,35,8159,2712,10871
TACACHI,consulta externa,personas de 40 a 49 anos,2024-02-01,7,5,0,1,0,0,12,1,13
TACACOMA,consulta externa,personas de 40 a 49 anos,2024-02-01,61,68,12,4,0,0,129,16,145
TACOBAMBA,consulta externa,personas de 40 a 49 anos,2024-02-01,37,68,0,0,0,0,105,0,105
TACOPAYA,consulta externa,personas de 40 a 49 anos,2024-02-01,39,55,0,3,2,12,94,3,97
TAHUA,consulta externa,personas de 40 a 49 anos,2024-02-01,9,7,0,0,0,0,16,0,16
TAPACARI,consulta externa,personas de 40 a 49 anos,2024-02-01,69,127,0,0,0,0,196,0,196
TARABUCO,consulta externa,personas de 40 a 49 anos,2024-02-01,67,123,7,17,0,0,190,24,214
TARACO,consulta externa,personas de 40 a 49 anos,2024-02-01,16,39,4,5,0,0,55,9,64
TARATA,consulta externa,personas de 40 a 49 anos,2024-02-01,25,44,6,32,0,0,69,38,107
TARIJA,consulta externa,personas de 40 a 49 anos,2024-02-01,1805,3892,707,1349,319,372,5697,2056,7753
TARVITA,consulta externa,personas de 40 a 49 anos,2024-02-01,88,171,6,21,5,9,259,27,286
TEOPONTE,consulta externa,personas de 40 a 49 anos,2024-02-01,40,65,1,3,0,0,105,4,109
TIAHUANACU,consulta externa,personas de 40 a 49 anos,2024-02-01,28,62,4,12,0,0,90,16,106
TINGUIPAYA,consulta externa,personas de 40 a 49 anos,2024-02-01,94,134,0,0,12,14,228,0,228
TIPUANI,consulta externa,personas de 40 a 49 anos,2024-02-01,51,67,6,18,0,0,118,24,142
TIQUIPAYA,consulta externa,personas de 40 a 49 anos,2024-02-01,174,434,72,168,0,0,608,240,848
TIRAQUE (CBBA),consulta externa,personas de 40 a 49 anos,2024-02-01,40,93,8,15,1,4,133,23,156
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 40 a 49 anos,2024-02-01,17,27,0,1,0,0,44,1,45
TOCO,consulta externa,personas de 40 a 49 anos,2024-02-01,19,40,14,32,0,0,59,46,105
TODOS SANTOS,consulta externa,personas de 40 a 49 anos,2024-02-01,1,2,1,0,0,0,3,1,4
TOLATA,consulta externa,personas de 40 a 49 anos,2024-02-01,22,57,9,32,0,0,79,41,120
TOLEDO,consulta externa,personas de 40 a 49 anos,2024-02-01,17,36,0,2,0,0,53,2,55
TOMAVE,consulta externa,personas de 40 a 49 anos,2024-02-01,45,49,1,0,0,0,94,1,95
TOMINA,consulta externa,personas de 40 a 49 anos,2024-02-01,68,122,10,23,0,0,190,33,223
TORO TORO,consulta externa,personas de 40 a 49 anos,2024-02-01,76,130,2,0,0,0,206,2,208
TOTORA(CBBA),consulta externa,personas de 40 a 49 anos,2024-02-01,47,79,1,16,0,0,126,17,143
TOTORA(ORR),consulta externa,personas de 40 a 49 anos,2024-02-01,19,29,0,1,9,9,48,1,49
TRIGAL,consulta externa,personas de 40 a 49 anos,2024-02-01,8,14,4,4,0,0,22,8,30
TRINIDAD,consulta externa,personas de 40 a 49 anos,2024-02-01,1048,2042,371,819,722,1258,3090,1190,4280
TUPIZA,consulta externa,personas de 40 a 49 anos,2024-02-01,418,651,120,188,4,20,1069,308,1377
TURCO,consulta externa,personas de 40 a 49 anos,2024-02-01,21,46,1,5,0,0,67,6,73
UMALA,consulta externa,personas de 40 a 49 anos,2024-02-01,13,32,1,7,0,0,45,8,53
UNCIA,consulta externa,personas de 40 a 49 anos,2024-02-01,136,213,57,67,0,0,349,124,473
URIONDO (A. CONCEPCION),consulta externa,personas de 40 a 49 anos,2024-02-01,62,190,10,42,21,67,252,52,304
URUBICHA,consulta externa,personas de 40 a 49 anos,2024-02-01,6,31,1,1,13,17,37,2,39
UYUNI,consulta externa,personas de 40 a 49 anos,2024-02-01,215,360,24,87,7,7,575,111,686
VACAS,consulta externa,personas de 40 a 49 anos,2024-02-01,25,34,0,5,0,0,59,5,64
VALLEGRANDE,consulta externa,personas de 40 a 49 anos,2024-02-01,131,207,75,140,8,12,338,215,553
VIACHA,consulta externa,personas de 40 a 49 anos,2024-02-01,302,732,124,348,21,19,1034,472,1506
VILA VILA,consulta externa,personas de 40 a 49 anos,2024-02-01,31,36,0,0,11,14,67,0,67
VILLA CHARCAS,consulta externa,personas de 40 a 49 anos,2024-02-01,62,114,1,6,16,35,176,7,183
VILLA MONTES,consulta externa,personas de 40 a 49 anos,2024-02-01,441,776,66,168,23,77,1217,234,1451
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 40 a 49 anos,2024-02-01,26,34,2,1,0,0,60,3,63
VILLA RIVERO,consulta externa,personas de 40 a 49 anos,2024-02-01,18,30,11,12,0,0,48,23,71
VILLA SERRANO,consulta externa,personas de 40 a 49 anos,2024-02-01,69,228,12,47,0,0,297,59,356
VILLA TUNARI,consulta externa,personas de 40 a 49 anos,2024-02-01,599,983,67,126,117,172,1582,193,1775
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 40 a 49 anos,2024-02-01,92,172,13,36,0,0,264,49,313
VILLAZON,consulta externa,personas de 40 a 49 anos,2024-02-01,150,412,44,144,77,166,562,188,750
VINTO,consulta externa,personas de 40 a 49 anos,2024-02-01,155,415,25,93,0,0,570,118,688
VITICHI,consulta externa,personas de 40 a 49 anos,2024-02-01,80,109,1,2,33,50,189,3,192
WALDO BALLIVIAN,consulta externa,personas de 40 a 49 anos,2024-02-01,5,7,0,2,0,0,12,2,14
WARNES,consulta externa,personas de 40 a 49 anos,2024-02-01,594,1124,159,365,0,0,1718,524,2242
YACO,consulta externa,personas de 40 a 49 anos,2024-02-01,43,48,1,0,0,0,91,1,92
YACUIBA,consulta externa,personas de 40 a 49 anos,2024-02-01,737,1372,251,555,260,389,2109,806,2915
YAMPARAEZ,consulta externa,personas de 40 a 49 anos,2024-02-01,49,78,1,7,4,15,127,8,135
YANACACHI,consulta externa,personas de 40 a 49 anos,2024-02-01,36,61,1,2,0,0,97,3,100
YAPACANI,consulta externa,personas de 40 a 49 anos,2024-02-01,248,328,17,30,0,0,576,47,623
YOCALLA,consulta externa,personas de 40 a 49 anos,2024-02-01,32,52,0,0,0,0,84,0,84
YOTALA,consulta externa,personas de 40 a 49 anos,2024-02-01,57,108,4,13,3,12,165,17,182
YUNCHARA,consulta externa,personas de 40 a 49 anos,2024-02-01,31,77,1,26,0,0,108,27,135
YUNGUYO DE LITORAL,consulta externa,personas de 40 a 49 anos,2024-02-01,4,1,0,0,0,0,5,0,5
ZUDAÑEZ,consulta externa,personas de 40 a 49 anos,2024-02-01,49,81,20,31,0,0,130,51,181
ACACIO,consulta externa,personas de 40 a 49 anos,2024-03-01,31,40,0,0,0,0,71,0,71
ACHACACHI,consulta externa,personas de 40 a 49 anos,2024-03-01,179,265,15,38,0,0,444,53,497
ACHOCALLA,consulta externa,personas de 40 a 49 anos,2024-03-01,56,210,11,20,0,0,266,31,297
AIQUILE,consulta externa,personas de 40 a 49 anos,2024-03-01,135,209,44,62,35,60,344,106,450
ALALAY,consulta externa,personas de 40 a 49 anos,2024-03-01,5,7,3,8,8,4,12,11,23
ALCALA,consulta externa,personas de 40 a 49 anos,2024-03-01,32,91,17,24,10,28,123,41,164
ALTO BENI,consulta externa,personas de 40 a 49 anos,2024-03-01,88,129,5,10,0,0,217,15,232
ANCORAIMES,consulta externa,personas de 40 a 49 anos,2024-03-01,43,43,12,21,6,7,86,33,119
ANDAMARCA,consulta externa,personas de 40 a 49 anos,2024-03-01,22,19,1,2,0,0,41,3,44
ANTEQUERA,consulta externa,personas de 40 a 49 anos,2024-03-01,8,24,1,1,0,0,32,2,34
ANZALDO,consulta externa,personas de 40 a 49 anos,2024-03-01,52,58,3,7,0,0,110,10,120
APOLO,consulta externa,personas de 40 a 49 anos,2024-03-01,65,128,22,34,18,34,193,56,249
ARAMPAMPA,consulta externa,personas de 40 a 49 anos,2024-03-01,25,30,0,0,4,1,55,0,55
ARANI,consulta externa,personas de 40 a 49 anos,2024-03-01,17,29,9,15,0,0,46,24,70
ARBIETO,consulta externa,personas de 40 a 49 anos,2024-03-01,48,123,2,11,0,0,171,13,184
ARQUE,consulta externa,personas de 40 a 49 anos,2024-03-01,49,72,0,0,0,0,121,0,121
ASCENCION DE GUARAYOS,consulta externa,personas de 40 a 49 anos,2024-03-01,61,127,10,8,3,4,188,18,206
ATOCHA,consulta externa,personas de 40 a 49 anos,2024-03-01,314,291,94,115,50,56,605,209,814
AUCAPATA,consulta externa,personas de 40 a 49 anos,2024-03-01,34,54,1,1,12,2,88,2,90
AYATA,consulta externa,personas de 40 a 49 anos,2024-03-01,51,69,5,2,29,33,120,7,127
AYO AYO,consulta externa,personas de 40 a 49 anos,2024-03-01,43,81,0,2,0,0,124,2,126
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 40 a 49 anos,2024-03-01,250,196,35,21,29,40,446,56,502
AZURDUY,consulta externa,personas de 40 a 49 anos,2024-03-01,76,144,9,25,0,0,220,34,254
BATALLAS,consulta externa,personas de 40 a 49 anos,2024-03-01,28,64,15,16,1,1,92,31,123
BAURES,consulta externa,personas de 40 a 49 anos,2024-03-01,106,87,4,6,0,0,193,10,203
BELEN DE ANDAMARCA,consulta externa,personas de 40 a 49 anos,2024-03-01,11,16,0,1,0,0,27,1,28
BELEN DE URMIRI,consulta externa,personas de 40 a 49 anos,2024-03-01,13,15,0,0,1,3,28,0,28
BELLA FLOR,consulta externa,personas de 40 a 49 anos,2024-03-01,35,42,12,15,0,0,77,27,104
BERMEJO,consulta externa,personas de 40 a 49 anos,2024-03-01,446,751,123,212,35,44,1197,335,1532
BETANZOS,consulta externa,personas de 40 a 49 anos,2024-03-01,188,292,17,15,0,0,480,32,512
BOLIVAR,consulta externa,personas de 40 a 49 anos,2024-03-01,12,27,2,2,0,0,39,4,43
BOLPEBRA,consulta externa,personas de 40 a 49 anos,2024-03-01,24,25,4,5,0,0,49,9,58
BOYUIBE,consulta externa,personas de 40 a 49 anos,2024-03-01,27,84,8,27,0,0,111,35,146
BUENA VISTA,consulta externa,personas de 40 a 49 anos,2024-03-01,102,189,4,10,2,2,291,14,305
CABEZAS,consulta externa,personas de 40 a 49 anos,2024-03-01,198,275,9,13,9,15,473,22,495
CAIROMA,consulta externa,personas de 40 a 49 anos,2024-03-01,102,104,6,6,2,3,206,12,218
"CAIZA ""D""",consulta externa,personas de 40 a 49 anos,2024-03-01,89,127,3,1,0,0,216,4,220
CAJUATA,consulta externa,personas de 40 a 49 anos,2024-03-01,54,99,24,46,22,49,153,70,223
CALACOTO,consulta externa,personas de 40 a 49 anos,2024-03-01,23,31,0,3,0,0,54,3,57
CALAMARCA,consulta externa,personas de 40 a 49 anos,2024-03-01,33,114,1,4,0,0,147,5,152
CAMARGO,consulta externa,personas de 40 a 49 anos,2024-03-01,152,269,15,48,0,0,421,63,484
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 40 a 49 anos,2024-03-01,25,54,0,4,1,0,79,4,83
CAMIRI,consulta externa,personas de 40 a 49 anos,2024-03-01,98,188,32,58,0,0,286,90,376
CAPINOTA,consulta externa,personas de 40 a 49 anos,2024-03-01,124,246,29,32,0,0,370,61,431
CAQUIAVIRI,consulta externa,personas de 40 a 49 anos,2024-03-01,33,60,0,0,0,0,93,0,93
CARACOLLO,consulta externa,personas de 40 a 49 anos,2024-03-01,95,135,19,16,20,13,230,35,265
CARANAVI,consulta externa,personas de 40 a 49 anos,2024-03-01,295,461,48,99,7,6,756,147,903
CARANGAS,consulta externa,personas de 40 a 49 anos,2024-03-01,4,8,1,2,0,0,12,3,15
CARAPARI,consulta externa,personas de 40 a 49 anos,2024-03-01,181,281,25,49,9,9,462,74,536
CARIPUYO,consulta externa,personas de 40 a 49 anos,2024-03-01,49,70,0,0,0,0,119,0,119
CARMEN RIVERO TORREZ,consulta externa,personas de 40 a 49 anos,2024-03-01,43,76,4,6,14,14,119,10,129
CATACORA,consulta externa,personas de 40 a 49 anos,2024-03-01,14,16,0,0,0,0,30,0,30
CHACARILLA,consulta externa,personas de 40 a 49 anos,2024-03-01,16,21,1,0,0,0,37,1,38
CHALLAPATA,consulta externa,personas de 40 a 49 anos,2024-03-01,95,204,12,29,27,54,299,41,340
CHAQUI,consulta externa,personas de 40 a 49 anos,2024-03-01,21,65,0,1,0,0,86,1,87
CHARAGUA,consulta externa,personas de 40 a 49 anos,2024-03-01,157,337,7,33,0,0,494,40,534
CHARAÑA,consulta externa,personas de 40 a 49 anos,2024-03-01,32,15,2,4,0,0,47,6,53
CHAYANTA,consulta externa,personas de 40 a 49 anos,2024-03-01,63,106,21,10,37,43,169,31,200
CHIMORE,consulta externa,personas de 40 a 49 anos,2024-03-01,223,320,20,49,0,0,543,69,612
CHIPAYA,consulta externa,personas de 40 a 49 anos,2024-03-01,6,23,0,0,0,0,29,0,29
CHOQUE COTA,consulta externa,personas de 40 a 49 anos,2024-03-01,2,9,0,0,0,0,11,0,11
CHUA COCANI,consulta externa,personas de 40 a 49 anos,2024-03-01,1,9,5,7,0,0,10,12,22
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 40 a 49 anos,2024-03-01,141,209,21,35,2,2,350,56,406
CHUMA,consulta externa,personas de 40 a 49 anos,2024-03-01,66,81,4,7,35,57,147,11,158
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 40 a 49 anos,2024-03-01,76,80,35,18,1,2,156,53,209
CKOCHAS,consulta externa,personas de 40 a 49 anos,2024-03-01,85,189,1,3,5,5,274,4,278
CLIZA,consulta externa,personas de 40 a 49 anos,2024-03-01,86,171,16,52,0,0,257,68,325
COBIJA,consulta externa,personas de 40 a 49 anos,2024-03-01,514,776,199,382,11,19,1290,581,1871
COCAPATA,consulta externa,personas de 40 a 49 anos,2024-03-01,72,144,0,3,0,0,216,3,219
COCHABAMBA,consulta externa,personas de 40 a 49 anos,2024-03-01,7238,12379,3894,7613,1511,1241,19617,11507,31124
COIPASA,consulta externa,personas de 40 a 49 anos,2024-03-01,4,12,1,0,0,0,16,1,17
COLCAPIRHUA,consulta externa,personas de 40 a 49 anos,2024-03-01,212,409,146,219,0,0,621,365,986
"COLCHA ""K""",consulta externa,personas de 40 a 49 anos,2024-03-01,281,243,14,16,80,30,524,30,554
COLLANA,consulta externa,personas de 40 a 49 anos,2024-03-01,10,38,1,6,0,0,48,7,55
COLOMI,consulta externa,personas de 40 a 49 anos,2024-03-01,75,99,7,10,26,46,174,17,191
COLPA BELGICA,consulta externa,personas de 40 a 49 anos,2024-03-01,48,60,11,46,14,7,108,57,165
COLQUECHACA,consulta externa,personas de 40 a 49 anos,2024-03-01,105,110,1,2,34,16,215,3,218
COLQUENCHA,consulta externa,personas de 40 a 49 anos,2024-03-01,53,66,3,12,0,0,119,15,134
COLQUIRI,consulta externa,personas de 40 a 49 anos,2024-03-01,197,153,106,56,28,36,350,162,512
COMANCHE,consulta externa,personas de 40 a 49 anos,2024-03-01,8,20,0,0,0,0,28,0,28
COMARAPA,consulta externa,personas de 40 a 49 anos,2024-03-01,124,273,12,18,12,9,397,30,427
COMBAYA,consulta externa,personas de 40 a 49 anos,2024-03-01,18,12,2,3,0,0,30,5,35
CONCEPCION,consulta externa,personas de 40 a 49 anos,2024-03-01,67,60,2,11,0,1,127,13,140
COPACABANA,consulta externa,personas de 40 a 49 anos,2024-03-01,51,90,0,2,0,0,141,2,143
CORIPATA,consulta externa,personas de 40 a 49 anos,2024-03-01,103,160,7,19,5,0,263,26,289
CORO CORO,consulta externa,personas de 40 a 49 anos,2024-03-01,49,81,5,9,0,0,130,14,144
COROICO,consulta externa,personas de 40 a 49 anos,2024-03-01,144,189,23,36,9,7,333,59,392
CORQUE,consulta externa,personas de 40 a 49 anos,2024-03-01,33,59,1,3,3,4,92,4,96
COTAGAITA,consulta externa,personas de 40 a 49 anos,2024-03-01,274,346,18,20,51,57,620,38,658
COTOCA,consulta externa,personas de 40 a 49 anos,2024-03-01,298,778,93,202,77,126,1076,295,1371
CRUZ DE MACHACAMARCA,consulta externa,personas de 40 a 49 anos,2024-03-01,0,3,0,0,0,0,3,0,3
CUATRO CAÑADAS,consulta externa,personas de 40 a 49 anos,2024-03-01,71,166,23,52,3,1,237,75,312
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 40 a 49 anos,2024-03-01,16,10,2,0,0,0,26,2,28
CUEVO,consulta externa,personas de 40 a 49 anos,2024-03-01,36,56,5,10,0,0,92,15,107
CULPINA,consulta externa,personas de 40 a 49 anos,2024-03-01,89,204,4,9,0,0,293,13,306
CURAHUARA DE CARANGAS,consulta externa,personas de 40 a 49 anos,2024-03-01,28,49,0,5,20,32,77,5,82
CURVA,consulta externa,personas de 40 a 49 anos,2024-03-01,12,13,0,0,1,6,25,0,25
DESAGUADERO,consulta externa,personas de 40 a 49 anos,2024-03-01,21,30,4,6,7,13,51,10,61
EL ALTO,consulta externa,personas de 40 a 49 anos,2024-03-01,3068,6136,1593,3275,403,599,9204,4868,14072
EL CHORO,consulta externa,personas de 40 a 49 anos,2024-03-01,13,31,2,0,0,1,44,2,46
EL PUENTE(STC),consulta externa,personas de 40 a 49 anos,2024-03-01,60,117,5,3,9,6,177,8,185
EL PUENTE(TJA),consulta externa,personas de 40 a 49 anos,2024-03-01,78,167,5,15,46,85,245,20,265
EL TORNO,consulta externa,personas de 40 a 49 anos,2024-03-01,310,527,439,550,0,0,837,989,1826
EL VILLAR,consulta externa,personas de 40 a 49 anos,2024-03-01,61,106,8,4,0,0,167,12,179
ENTRE RIOS TRJ,consulta externa,personas de 40 a 49 anos,2024-03-01,191,390,21,34,0,0,581,55,636
ENTRE RIOS CBBA,consulta externa,personas de 40 a 49 anos,2024-03-01,170,280,49,36,83,138,450,85,535
ESCARA,consulta externa,personas de 40 a 49 anos,2024-03-01,6,10,0,0,0,0,16,0,16
ESCOMA,consulta externa,personas de 40 a 49 anos,2024-03-01,12,30,1,1,0,0,42,2,44
ESMERALDA,consulta externa,personas de 40 a 49 anos,2024-03-01,15,17,1,1,5,8,32,2,34
EUCALIPTUS,consulta externa,personas de 40 a 49 anos,2024-03-01,17,26,1,1,8,14,43,2,45
EUREKA (SANTOS MERCADO),consulta externa,personas de 40 a 49 anos,2024-03-01,26,15,4,6,0,0,41,10,51
EXALTACION,consulta externa,personas de 40 a 49 anos,2024-03-01,20,33,0,1,0,0,53,1,54
FERNANDEZ ALONSO,consulta externa,personas de 40 a 49 anos,2024-03-01,81,191,15,19,0,0,272,34,306
FILADELFIA,consulta externa,personas de 40 a 49 anos,2024-03-01,30,47,19,25,104,106,77,44,121
GAIOC JATUN AYLLU YURA,consulta externa,personas de 40 a 49 anos,2024-03-01,35,80,0,1,0,0,115,1,116
GENERAL SAAVEDRA,consulta externa,personas de 40 a 49 anos,2024-03-01,134,289,12,28,0,0,423,40,463
GIA-TIM,consulta externa,personas de 40 a 49 anos,2024-03-01,38,46,1,1,1,1,84,2,86
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 40 a 49 anos,2024-03-01,71,75,0,4,0,0,146,4,150
GUANAY,consulta externa,personas de 40 a 49 anos,2024-03-01,56,107,16,35,0,0,163,51,214
GUAQUI,consulta externa,personas de 40 a 49 anos,2024-03-01,32,49,5,3,7,22,81,8,89
GUAYARAMERIN,consulta externa,personas de 40 a 49 anos,2024-03-01,292,480,41,86,56,63,772,127,899
GUTIERREZ,consulta externa,personas de 40 a 49 anos,2024-03-01,103,204,12,44,0,0,307,56,363
HUACARAJE,consulta externa,personas de 40 a 49 anos,2024-03-01,13,15,4,3,0,0,28,7,35
HUACARETA,consulta externa,personas de 40 a 49 anos,2024-03-01,86,147,11,11,0,0,233,22,255
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 40 a 49 anos,2024-03-01,39,44,7,10,6,4,83,17,100
HUACHACALLA,consulta externa,personas de 40 a 49 anos,2024-03-01,11,20,3,0,1,2,31,3,34
HUANUNI,consulta externa,personas de 40 a 49 anos,2024-03-01,972,388,280,123,18,9,1360,403,1763
HUARINA,consulta externa,personas de 40 a 49 anos,2024-03-01,21,42,8,22,0,0,63,30,93
HUATAJATA,consulta externa,personas de 40 a 49 anos,2024-03-01,8,12,0,9,0,0,20,9,29
HUAYLLAMARCA,consulta externa,personas de 40 a 49 anos,2024-03-01,25,41,0,1,0,0,66,1,67
HUMANATA,consulta externa,personas de 40 a 49 anos,2024-03-01,3,13,0,3,0,0,16,3,19
ICHOCA,consulta externa,personas de 40 a 49 anos,2024-03-01,30,36,3,4,6,8,66,7,73
ICLA,consulta externa,personas de 40 a 49 anos,2024-03-01,36,112,18,29,0,0,148,47,195
INCAHUASI,consulta externa,personas de 40 a 49 anos,2024-03-01,76,136,5,9,17,29,212,14,226
INGAVI (HUMAITA),consulta externa,personas de 40 a 49 anos,2024-03-01,10,16,0,1,0,0,26,1,27
