,group,variable,month,PERSONAS DE 10 A 14 AÑOS NUEVO,PERSONAS DE 10 A 14 AÑOS NUEVO,PERSONAS DE 10 A 14 AÑOS REPETIDO,PERSONAS DE 10 A 14 AÑOS REPETIDO,PERSONAS DE 10 A 14 AÑOS PRIMERA,PERSONAS DE 10 A 14 AÑOS PRIMERA,TOTALES,TOTALES,TOTALES
COCAPATA,consulta externa,personas de 10 a 14 anos,2024-04-01,88,86,0,0,4,7,174,0,174
COCHABAMBA,consulta externa,personas de 10 a 14 anos,2024-04-01,5276,4735,2003,1621,675,550,10011,3624,13635
COIPASA,consulta externa,personas de 10 a 14 anos,2024-04-01,10,1,0,0,0,0,11,0,11
COLCAPIRHUA,consulta externa,personas de 10 a 14 anos,2024-04-01,222,191,63,64,0,0,413,127,540
"COLCHA ""K""",consulta externa,personas de 10 a 14 anos,2024-04-01,152,201,22,15,28,34,353,37,390
COLLANA,consulta externa,personas de 10 a 14 anos,2024-04-01,24,15,5,1,0,0,39,6,45
COLOMI,consulta externa,personas de 10 a 14 anos,2024-04-01,85,81,2,5,32,30,166,7,173
COLPA BELGICA,consulta externa,personas de 10 a 14 anos,2024-04-01,97,71,9,13,21,14,168,22,190
COLQUECHACA,consulta externa,personas de 10 a 14 anos,2024-04-01,46,57,0,0,0,0,103,0,103
COLQUENCHA,consulta externa,personas de 10 a 14 anos,2024-04-01,54,55,4,1,0,0,109,5,114
COLQUIRI,consulta externa,personas de 10 a 14 anos,2024-04-01,147,113,37,6,4,9,260,43,303
COMANCHE,consulta externa,personas de 10 a 14 anos,2024-04-01,17,24,3,0,0,0,41,3,44
COMARAPA,consulta externa,personas de 10 a 14 anos,2024-04-01,125,119,7,5,4,7,244,12,256
COMBAYA,consulta externa,personas de 10 a 14 anos,2024-04-01,27,27,3,1,0,0,54,4,58
CONCEPCION,consulta externa,personas de 10 a 14 anos,2024-04-01,64,73,13,2,0,0,137,15,152
COPACABANA,consulta externa,personas de 10 a 14 anos,2024-04-01,30,40,2,2,0,0,70,4,74
CORIPATA,consulta externa,personas de 10 a 14 anos,2024-04-01,120,97,5,2,4,4,217,7,224
CORO CORO,consulta externa,personas de 10 a 14 anos,2024-04-01,43,80,1,2,0,0,123,3,126
COROICO,consulta externa,personas de 10 a 14 anos,2024-04-01,110,128,8,16,5,7,238,24,262
CORQUE,consulta externa,personas de 10 a 14 anos,2024-04-01,57,51,3,2,0,0,108,5,113
COTAGAITA,consulta externa,personas de 10 a 14 anos,2024-04-01,183,218,7,5,48,55,401,12,413
COTOCA,consulta externa,personas de 10 a 14 anos,2024-04-01,487,432,59,49,171,140,919,108,1027
CRUZ DE MACHACAMARCA,consulta externa,personas de 10 a 14 anos,2024-04-01,1,1,0,0,0,0,2,0,2
CUATRO CAÑADAS,consulta externa,personas de 10 a 14 anos,2024-04-01,131,146,18,12,0,2,277,30,307
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 10 a 14 anos,2024-04-01,15,17,1,1,0,0,32,2,34
CUEVO,consulta externa,personas de 10 a 14 anos,2024-04-01,72,86,1,1,0,0,158,2,160
CULPINA,consulta externa,personas de 10 a 14 anos,2024-04-01,97,115,9,11,0,3,212,20,232
CURAHUARA DE CARANGAS,consulta externa,personas de 10 a 14 anos,2024-04-01,37,29,2,2,25,15,66,4,70
CURVA,consulta externa,personas de 10 a 14 anos,2024-04-01,15,14,0,0,5,5,29,0,29
DESAGUADERO,consulta externa,personas de 10 a 14 anos,2024-04-01,35,22,3,2,26,18,57,5,62
EL ALTO,consulta externa,personas de 10 a 14 anos,2024-04-01,2641,2564,622,456,358,306,5205,1078,6283
EL CHORO,consulta externa,personas de 10 a 14 anos,2024-04-01,19,19,0,0,0,0,38,0,38
EL PUENTE(STC),consulta externa,personas de 10 a 14 anos,2024-04-01,75,83,2,5,3,4,158,7,165
EL PUENTE(TJA),consulta externa,personas de 10 a 14 anos,2024-04-01,100,66,2,0,58,42,166,2,168
EL TORNO,consulta externa,personas de 10 a 14 anos,2024-04-01,584,558,447,524,0,0,1142,971,2113
EL VILLAR,consulta externa,personas de 10 a 14 anos,2024-04-01,69,56,0,1,0,0,125,1,126
ENTRE RIOS TRJ,consulta externa,personas de 10 a 14 anos,2024-04-01,289,324,1,1,0,0,613,2,615
ENTRE RIOS CBBA,consulta externa,personas de 10 a 14 anos,2024-04-01,290,331,10,20,0,0,621,30,651
ESCARA,consulta externa,personas de 10 a 14 anos,2024-04-01,1,5,0,0,0,0,6,0,6
ESCOMA,consulta externa,personas de 10 a 14 anos,2024-04-01,12,10,1,0,0,0,22,1,23
ESMERALDA,consulta externa,personas de 10 a 14 anos,2024-04-01,1,0,0,0,0,0,1,0,1
EUCALIPTUS,consulta externa,personas de 10 a 14 anos,2024-04-01,23,18,1,0,11,9,41,1,42
EUREKA (SANTOS MERCADO),consulta externa,personas de 10 a 14 anos,2024-04-01,12,2,0,0,0,0,14,0,14
EXALTACION,consulta externa,personas de 10 a 14 anos,2024-04-01,21,26,0,0,0,0,47,0,47
FERNANDEZ ALONSO,consulta externa,personas de 10 a 14 anos,2024-04-01,169,112,14,15,0,0,281,29,310
FILADELFIA,consulta externa,personas de 10 a 14 anos,2024-04-01,64,68,0,0,66,64,132,0,132
GAIOC JATUN AYLLU YURA,consulta externa,personas de 10 a 14 anos,2024-04-01,40,56,1,1,0,0,96,2,98
GENERAL SAAVEDRA,consulta externa,personas de 10 a 14 anos,2024-04-01,146,165,4,10,0,0,311,14,325
GIA-TIM,consulta externa,personas de 10 a 14 anos,2024-04-01,33,38,0,0,13,8,71,0,71
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 10 a 14 anos,2024-04-01,44,60,1,6,1,0,104,7,111
GUANAY,consulta externa,personas de 10 a 14 anos,2024-04-01,65,89,20,17,0,0,154,37,191
GUAQUI,consulta externa,personas de 10 a 14 anos,2024-04-01,23,19,0,1,6,6,42,1,43
GUAYARAMERIN,consulta externa,personas de 10 a 14 anos,2024-04-01,270,299,56,39,62,55,569,95,664
GUTIERREZ,consulta externa,personas de 10 a 14 anos,2024-04-01,125,170,3,1,0,0,295,4,299
HUACARAJE,consulta externa,personas de 10 a 14 anos,2024-04-01,19,30,2,2,1,0,49,4,53
HUACARETA,consulta externa,personas de 10 a 14 anos,2024-04-01,61,55,3,3,0,0,116,6,122
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 10 a 14 anos,2024-04-01,46,52,0,2,8,13,98,2,100
HUACHACALLA,consulta externa,personas de 10 a 14 anos,2024-04-01,3,8,0,0,1,0,11,0,11
HUANUNI,consulta externa,personas de 10 a 14 anos,2024-04-01,131,151,20,17,17,13,282,37,319
HUARINA,consulta externa,personas de 10 a 14 anos,2024-04-01,39,32,11,11,0,0,71,22,93
HUATAJATA,consulta externa,personas de 10 a 14 anos,2024-04-01,10,14,4,4,0,0,24,8,32
HUAYLLAMARCA,consulta externa,personas de 10 a 14 anos,2024-04-01,16,23,2,0,0,0,39,2,41
HUMANATA,consulta externa,personas de 10 a 14 anos,2024-04-01,7,4,0,0,2,1,11,0,11
ICHOCA,consulta externa,personas de 10 a 14 anos,2024-04-01,31,40,0,1,3,7,71,1,72
ICLA,consulta externa,personas de 10 a 14 anos,2024-04-01,40,63,3,3,0,0,103,6,109
INCAHUASI,consulta externa,personas de 10 a 14 anos,2024-04-01,83,110,1,2,11,17,193,3,196
INGAVI (HUMAITA),consulta externa,personas de 10 a 14 anos,2024-04-01,21,12,0,0,0,0,33,0,33
INQUISIVI,consulta externa,personas de 10 a 14 anos,2024-04-01,56,39,1,0,5,4,95,1,96
IRUPANA (VILLA DE LANZA),consulta externa,personas de 10 a 14 anos,2024-04-01,78,97,2,6,0,0,175,8,183
IXIAMAS,consulta externa,personas de 10 a 14 anos,2024-04-01,70,76,6,1,0,0,146,7,153
JESUS DE MACHACA,consulta externa,personas de 10 a 14 anos,2024-04-01,54,46,6,3,4,10,100,9,109
LA ASUNTA,consulta externa,personas de 10 a 14 anos,2024-04-01,186,193,5,9,111,126,379,14,393
LA GUARDIA,consulta externa,personas de 10 a 14 anos,2024-04-01,694,674,144,159,71,83,1368,303,1671
LA PAZ,consulta externa,personas de 10 a 14 anos,2024-04-01,4026,3566,1461,1379,343,333,7592,2840,10432
LA RIVERA,consulta externa,personas de 10 a 14 anos,2024-04-01,12,14,0,1,0,0,26,1,27
LAGUNILLAS,consulta externa,personas de 10 a 14 anos,2024-04-01,90,85,9,16,0,0,175,25,200
LAJA,consulta externa,personas de 10 a 14 anos,2024-04-01,58,80,8,7,0,0,138,15,153
LAS CARRERAS,consulta externa,personas de 10 a 14 anos,2024-04-01,38,63,0,1,0,0,101,1,102
LICOMA PAMPA,consulta externa,personas de 10 a 14 anos,2024-04-01,21,16,0,0,0,0,37,0,37
LLALLAGUA,consulta externa,personas de 10 a 14 anos,2024-04-01,209,193,7,8,1,0,402,15,417
LLICA,consulta externa,personas de 10 a 14 anos,2024-04-01,27,27,1,0,0,0,54,1,55
LORETO,consulta externa,personas de 10 a 14 anos,2024-04-01,33,37,4,10,3,9,70,14,84
LURIBAY,consulta externa,personas de 10 a 14 anos,2024-04-01,75,67,0,3,0,0,142,3,145
MACHACAMARCA,consulta externa,personas de 10 a 14 anos,2024-04-01,42,28,5,1,13,13,70,6,76
MACHARETI,consulta externa,personas de 10 a 14 anos,2024-04-01,99,86,0,2,24,18,185,2,187
MAGDALENA,consulta externa,personas de 10 a 14 anos,2024-04-01,41,32,19,16,20,32,73,35,108
MAIRANA,consulta externa,personas de 10 a 14 anos,2024-04-01,68,71,9,14,0,0,139,23,162
MALLA,consulta externa,personas de 10 a 14 anos,2024-04-01,14,8,0,0,0,0,22,0,22
MAPIRI,consulta externa,personas de 10 a 14 anos,2024-04-01,68,70,4,3,0,0,138,7,145
MECAPACA,consulta externa,personas de 10 a 14 anos,2024-04-01,60,76,10,31,0,0,136,41,177
MINEROS,consulta externa,personas de 10 a 14 anos,2024-04-01,95,105,10,3,0,0,200,13,213
MIZQUE,consulta externa,personas de 10 a 14 anos,2024-04-01,128,153,11,20,43,62,281,31,312
MOCOMOCO,consulta externa,personas de 10 a 14 anos,2024-04-01,37,50,1,0,0,0,87,1,88
MOJINETE,consulta externa,personas de 10 a 14 anos,2024-04-01,8,5,0,0,0,0,13,0,13
MOJOCOYA,consulta externa,personas de 10 a 14 anos,2024-04-01,50,68,5,2,0,0,118,7,125
MONTEAGUDO,consulta externa,personas de 10 a 14 anos,2024-04-01,248,238,36,27,23,14,486,63,549
MONTERO,consulta externa,personas de 10 a 14 anos,2024-04-01,905,894,154,168,477,479,1799,322,2121
MORO MORO,consulta externa,personas de 10 a 14 anos,2024-04-01,21,34,1,6,0,0,55,7,62
MOROCHATA,consulta externa,personas de 10 a 14 anos,2024-04-01,43,50,0,0,0,0,93,0,93
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 10 a 14 anos,2024-04-01,121,78,3,1,0,0,199,4,203
NAZACARA DE PACAJES,consulta externa,personas de 10 a 14 anos,2024-04-01,3,2,0,0,0,0,5,0,5
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 10 a 14 anos,2024-04-01,10,14,0,0,0,0,24,0,24
OCURI,consulta externa,personas de 10 a 14 anos,2024-04-01,97,112,1,0,0,0,209,1,210
OKINAWA,consulta externa,personas de 10 a 14 anos,2024-04-01,79,71,4,10,0,0,150,14,164
OMEREQUE,consulta externa,personas de 10 a 14 anos,2024-04-01,65,49,8,4,0,0,114,12,126
ORURO,consulta externa,personas de 10 a 14 anos,2024-04-01,2179,2154,329,363,358,410,4333,692,5025
PADCAYA,consulta externa,personas de 10 a 14 anos,2024-04-01,193,251,7,6,98,107,444,13,457
PADILLA,consulta externa,personas de 10 a 14 anos,2024-04-01,138,139,12,9,1,0,277,21,298
PAILON,consulta externa,personas de 10 a 14 anos,2024-04-01,104,101,31,11,0,0,205,42,247
PALCA,consulta externa,personas de 10 a 14 anos,2024-04-01,107,133,2,0,23,28,240,2,242
PALOS BLANCOS,consulta externa,personas de 10 a 14 anos,2024-04-01,239,293,7,11,0,0,532,18,550
PAMPA AULLAGAS,consulta externa,personas de 10 a 14 anos,2024-04-01,15,20,1,0,0,0,35,1,36
PAMPA GRANDE,consulta externa,personas de 10 a 14 anos,2024-04-01,42,33,0,4,0,0,75,4,79
PAPEL PAMPA,consulta externa,personas de 10 a 14 anos,2024-04-01,25,17,0,0,0,0,42,0,42
PASORAPA,consulta externa,personas de 10 a 14 anos,2024-04-01,19,11,0,0,6,6,30,0,30
PATACAMAYA,consulta externa,personas de 10 a 14 anos,2024-04-01,118,113,4,7,0,0,231,11,242
PAZÑA,consulta externa,personas de 10 a 14 anos,2024-04-01,23,39,1,0,3,4,62,1,63
PELECHUCO,consulta externa,personas de 10 a 14 anos,2024-04-01,44,70,1,2,4,7,114,3,117
POCOATA,consulta externa,personas de 10 a 14 anos,2024-04-01,110,161,2,0,0,0,271,2,273
POCONA,consulta externa,personas de 10 a 14 anos,2024-04-01,61,101,0,0,0,0,162,0,162
POJO (CBBA),consulta externa,personas de 10 a 14 anos,2024-04-01,88,110,54,50,5,5,198,104,302
POOPO,consulta externa,personas de 10 a 14 anos,2024-04-01,35,48,3,6,2,4,83,9,92
PORCO,consulta externa,personas de 10 a 14 anos,2024-04-01,38,54,3,3,1,0,92,6,98
POROMA,consulta externa,personas de 10 a 14 anos,2024-04-01,97,115,1,1,3,6,212,2,214
PORONGO,consulta externa,personas de 10 a 14 anos,2024-04-01,131,130,23,18,5,1,261,41,302
PORTACHUELO,consulta externa,personas de 10 a 14 anos,2024-04-01,62,67,43,74,16,16,129,117,246
PORVENIR,consulta externa,personas de 10 a 14 anos,2024-04-01,33,56,9,12,0,0,89,21,110
POSTRER VALLE,consulta externa,personas de 10 a 14 anos,2024-04-01,24,7,3,1,0,0,31,4,35
POTOSI,consulta externa,personas de 10 a 14 anos,2024-04-01,2433,2493,231,187,416,394,4926,418,5344
PRESTO,consulta externa,personas de 10 a 14 anos,2024-04-01,39,74,2,0,0,0,113,2,115
PUCARA,consulta externa,personas de 10 a 14 anos,2024-04-01,18,17,6,5,0,0,35,11,46
PUCARANI,consulta externa,personas de 10 a 14 anos,2024-04-01,135,156,3,2,0,0,291,5,296
PUERTO ACOSTA,consulta externa,personas de 10 a 14 anos,2024-04-01,28,29,1,0,0,0,57,1,58
PUERTO CARABUCO,consulta externa,personas de 10 a 14 anos,2024-04-01,55,51,5,0,0,0,106,5,111
PUERTO GONZALO MORENO,consulta externa,personas de 10 a 14 anos,2024-04-01,56,61,13,33,35,45,117,46,163
PUERTO PEREZ,consulta externa,personas de 10 a 14 anos,2024-04-01,23,26,2,0,0,0,49,2,51
PUERTO QUIJARRO,consulta externa,personas de 10 a 14 anos,2024-04-01,63,88,12,11,22,22,151,23,174
PUERTO RICO,consulta externa,personas de 10 a 14 anos,2024-04-01,63,89,0,0,0,0,152,0,152
PUERTO SILES,consulta externa,personas de 10 a 14 anos,2024-04-01,21,23,1,3,0,0,44,4,48
PUERTO SUAREZ,consulta externa,personas de 10 a 14 anos,2024-04-01,77,96,26,3,68,70,173,29,202
PUERTO VILLARROEL,consulta externa,personas de 10 a 14 anos,2024-04-01,537,472,23,25,0,0,1009,48,1057
PUNA,consulta externa,personas de 10 a 14 anos,2024-04-01,171,205,1,1,108,127,376,2,378
PUNATA,consulta externa,personas de 10 a 14 anos,2024-04-01,381,392,171,180,0,2,773,351,1124
QUIABAYA,consulta externa,personas de 10 a 14 anos,2024-04-01,20,20,2,1,0,0,40,3,43
QUILLACOLLO,consulta externa,personas de 10 a 14 anos,2024-04-01,788,641,166,135,11,7,1429,301,1730
QUIME,consulta externa,personas de 10 a 14 anos,2024-04-01,40,37,2,1,0,0,77,3,80
QUIRUSILLAS,consulta externa,personas de 10 a 14 anos,2024-04-01,21,34,2,5,0,0,55,7,62
RAQAYPAMPA(ETA),consulta externa,personas de 10 a 14 anos,2024-04-01,34,29,0,0,21,19,63,0,63
RAVELO,consulta externa,personas de 10 a 14 anos,2024-04-01,61,76,0,0,0,0,137,0,137
REYES,consulta externa,personas de 10 a 14 anos,2024-04-01,88,111,0,0,0,0,199,0,199
RIBERALTA,consulta externa,personas de 10 a 14 anos,2024-04-01,687,748,92,111,111,124,1435,203,1638
ROBORE,consulta externa,personas de 10 a 14 anos,2024-04-01,74,80,26,31,17,14,154,57,211
RURRENABAQUE,consulta externa,personas de 10 a 14 anos,2024-04-01,168,209,15,17,18,13,377,32,409
SABAYA,consulta externa,personas de 10 a 14 anos,2024-04-01,20,20,2,2,3,0,40,4,44
SACABA,consulta externa,personas de 10 a 14 anos,2024-04-01,764,685,96,70,300,251,1449,166,1615
SACABAMBA,consulta externa,personas de 10 a 14 anos,2024-04-01,36,35,8,5,0,0,71,13,84
SACACA,consulta externa,personas de 10 a 14 anos,2024-04-01,49,71,1,3,0,0,120,4,124
SAIPINA,consulta externa,personas de 10 a 14 anos,2024-04-01,72,52,19,10,0,0,124,29,153
SALINAS DE GARCI MENDOZA,consulta externa,personas de 10 a 14 anos,2024-04-01,37,39,2,4,21,21,76,6,82
SAMAIPATA,consulta externa,personas de 10 a 14 anos,2024-04-01,57,62,17,20,0,0,119,37,156
SAN AGUSTIN,consulta externa,personas de 10 a 14 anos,2024-04-01,7,22,0,0,0,0,29,0,29
SAN ANDRES,consulta externa,personas de 10 a 14 anos,2024-04-01,138,183,4,6,5,4,321,10,331
SAN ANDRES DE MACHACA,consulta externa,personas de 10 a 14 anos,2024-04-01,22,29,9,7,0,0,51,16,67
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 10 a 14 anos,2024-04-01,20,10,0,0,0,0,30,0,30
SAN ANTONIO DE LOMERIO,consulta externa,personas de 10 a 14 anos,2024-04-01,11,18,1,1,0,0,29,2,31
SAN BENITO,consulta externa,personas de 10 a 14 anos,2024-04-01,77,60,12,3,0,0,137,15,152
SAN BORJA,consulta externa,personas de 10 a 14 anos,2024-04-01,358,337,30,27,90,105,695,57,752
SAN BUENA VENTURA,consulta externa,personas de 10 a 14 anos,2024-04-01,41,69,2,5,0,0,110,7,117
SAN CARLOS,consulta externa,personas de 10 a 14 anos,2024-04-01,126,121,1,1,0,0,247,2,249
SAN IGNACIO,consulta externa,personas de 10 a 14 anos,2024-04-01,152,189,8,10,15,11,341,18,359
SAN IGNACIO DE VELASCO,consulta externa,personas de 10 a 14 anos,2024-04-01,150,165,18,22,0,0,315,40,355
SAN JAVIER(BNI),consulta externa,personas de 10 a 14 anos,2024-04-01,39,55,1,0,9,8,94,1,95
SAN JAVIER(STC),consulta externa,personas de 10 a 14 anos,2024-04-01,38,86,1,0,0,0,124,1,125
SAN JOAQUIN,consulta externa,personas de 10 a 14 anos,2024-04-01,25,32,5,3,0,0,57,8,65
SAN JOSE DE CHIQUITOS,consulta externa,personas de 10 a 14 anos,2024-04-01,90,150,4,6,0,0,240,10,250
SAN JUAN DE YAPACANI,consulta externa,personas de 10 a 14 anos,2024-04-01,81,63,3,5,0,0,144,8,152
SAN JULIAN,consulta externa,personas de 10 a 14 anos,2024-04-01,372,312,25,30,15,19,684,55,739
SAN LORENZO(PND),consulta externa,personas de 10 a 14 anos,2024-04-01,83,103,3,5,0,0,186,8,194
SAN LORENZO(TJA),consulta externa,personas de 10 a 14 anos,2024-04-01,325,273,10,2,0,0,598,12,610
SAN LUCAS,consulta externa,personas de 10 a 14 anos,2024-04-01,153,171,4,6,10,2,324,10,334
SAN MATIAS,consulta externa,personas de 10 a 14 anos,2024-04-01,105,121,19,8,1,2,226,27,253
SAN MIGUEL DE VELASCO,consulta externa,personas de 10 a 14 anos,2024-04-01,107,144,13,24,0,0,251,37,288
SAN PABLO DE LIPEZ,consulta externa,personas de 10 a 14 anos,2024-04-01,18,28,1,0,6,12,46,1,47
SAN PEDRO,consulta externa,personas de 10 a 14 anos,2024-04-01,254,242,13,15,0,0,496,28,524
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 10 a 14 anos,2024-04-01,106,113,0,1,31,31,219,1,220
SAN PEDRO DE CURAHUARA,consulta externa,personas de 10 a 14 anos,2024-04-01,33,27,0,0,0,0,60,0,60
SAN PEDRO DE MACHA,consulta externa,personas de 10 a 14 anos,2024-04-01,67,79,0,0,0,0,146,0,146
SAN PEDRO DE QUEMES,consulta externa,personas de 10 a 14 anos,2024-04-01,16,12,1,0,0,0,28,1,29
SAN PEDRO DE TIQUINA,consulta externa,personas de 10 a 14 anos,2024-04-01,35,46,4,6,0,0,81,10,91
SAN PEDRO(PND),consulta externa,personas de 10 a 14 anos,2024-04-01,12,18,0,0,0,0,30,0,30
SAN RAFAEL,consulta externa,personas de 10 a 14 anos,2024-04-01,56,53,4,9,0,0,109,13,122
SAN RAMON BENI,consulta externa,personas de 10 a 14 anos,2024-04-01,57,49,7,9,0,0,106,16,122
SAN RAMON SCZ,consulta externa,personas de 10 a 14 anos,2024-04-01,38,48,2,0,0,0,86,2,88
SANTA ANA,consulta externa,personas de 10 a 14 anos,2024-04-01,111,119,7,6,0,0,230,13,243
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 10 a 14 anos,2024-04-01,6267,6259,1740,1646,1008,1066,12526,3386,15912
SANTA ROSA,consulta externa,personas de 10 a 14 anos,2024-04-01,90,123,7,12,18,31,213,19,232
SANTA ROSA DEL SARA,consulta externa,personas de 10 a 14 anos,2024-04-01,115,169,5,5,8,4,284,10,294
SANTIAGO DE CALLAPA,consulta externa,personas de 10 a 14 anos,2024-04-01,25,28,10,9,0,0,53,19,72
SANTIAGO DE HUARI,consulta externa,personas de 10 a 14 anos,2024-04-01,51,44,0,0,2,2,95,0,95
SANTIAGO DE HUATA,consulta externa,personas de 10 a 14 anos,2024-04-01,19,33,5,15,0,0,52,20,72
SANTIAGO DE MACHACA,consulta externa,personas de 10 a 14 anos,2024-04-01,20,27,0,0,0,0,47,0,47
SANTIVAÑES,consulta externa,personas de 10 a 14 anos,2024-04-01,53,43,1,1,0,0,96,2,98
SANTUARIO DE QUILLACAS,consulta externa,personas de 10 a 14 anos,2024-04-01,31,40,1,2,17,29,71,3,74
SAPAHAQUI,consulta externa,personas de 10 a 14 anos,2024-04-01,33,56,3,1,4,13,89,4,93
SENA,consulta externa,personas de 10 a 14 anos,2024-04-01,95,111,0,0,0,0,206,0,206
SHINAOTA,consulta externa,personas de 10 a 14 anos,2024-04-01,225,222,9,9,36,39,447,18,465
SICA SICA (VILLA AROMA),consulta externa,personas de 10 a 14 anos,2024-04-01,70,95,2,5,13,12,165,7,172
SICAYA,consulta externa,personas de 10 a 14 anos,2024-04-01,27,35,1,0,0,0,62,1,63
SIPE SIPE,consulta externa,personas de 10 a 14 anos,2024-04-01,285,277,60,66,0,0,562,126,688
SOPACHUY,consulta externa,personas de 10 a 14 anos,2024-04-01,32,42,4,3,0,0,74,7,81
SORACACHI,consulta externa,personas de 10 a 14 anos,2024-04-01,42,44,0,0,4,4,86,0,86
SORATA,consulta externa,personas de 10 a 14 anos,2024-04-01,117,98,10,10,0,0,215,20,235
SUCRE,consulta externa,personas de 10 a 14 anos,2024-04-01,2253,2150,582,504,42,25,4403,1086,5489
TACACHI,consulta externa,personas de 10 a 14 anos,2024-04-01,8,7,0,0,0,0,15,0,15
TACACOMA,consulta externa,personas de 10 a 14 anos,2024-04-01,67,65,9,6,0,0,132,15,147
TACOBAMBA,consulta externa,personas de 10 a 14 anos,2024-04-01,47,70,0,0,0,0,117,0,117
TACOPAYA,consulta externa,personas de 10 a 14 anos,2024-04-01,55,42,0,3,0,0,97,3,100
TAHUA,consulta externa,personas de 10 a 14 anos,2024-04-01,9,13,0,1,0,0,22,1,23
TAPACARI,consulta externa,personas de 10 a 14 anos,2024-04-01,77,82,0,0,0,0,159,0,159
TARABUCO,consulta externa,personas de 10 a 14 anos,2024-04-01,55,65,0,3,0,0,120,3,123
TARACO,consulta externa,personas de 10 a 14 anos,2024-04-01,22,17,6,2,0,0,39,8,47
TARATA,consulta externa,personas de 10 a 14 anos,2024-04-01,26,25,0,6,0,0,51,6,57
TARIJA,consulta externa,personas de 10 a 14 anos,2024-04-01,2352,2115,366,270,240,189,4467,636,5103
TARVITA,consulta externa,personas de 10 a 14 anos,2024-04-01,74,96,1,5,0,0,170,6,176
TEOPONTE,consulta externa,personas de 10 a 14 anos,2024-04-01,61,79,0,0,0,0,140,0,140
TIAHUANACU,consulta externa,personas de 10 a 14 anos,2024-04-01,49,52,14,14,0,0,101,28,129
TINGUIPAYA,consulta externa,personas de 10 a 14 anos,2024-04-01,90,146,1,0,7,7,236,1,237
TIPUANI,consulta externa,personas de 10 a 14 anos,2024-04-01,49,64,1,0,0,0,113,1,114
TIQUIPAYA,consulta externa,personas de 10 a 14 anos,2024-04-01,328,386,20,33,13,17,714,53,767
TIRAQUE (CBBA),consulta externa,personas de 10 a 14 anos,2024-04-01,59,68,18,23,1,3,127,41,168
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 10 a 14 anos,2024-04-01,19,20,2,3,0,0,39,5,44
TOCO,consulta externa,personas de 10 a 14 anos,2024-04-01,35,32,8,8,0,0,67,16,83
TODOS SANTOS,consulta externa,personas de 10 a 14 anos,2024-04-01,1,2,0,0,0,1,3,0,3
TOLATA,consulta externa,personas de 10 a 14 anos,2024-04-01,33,32,3,1,0,0,65,4,69
TOLEDO,consulta externa,personas de 10 a 14 anos,2024-04-01,24,36,2,1,0,0,60,3,63
TOMAVE,consulta externa,personas de 10 a 14 anos,2024-04-01,43,61,1,2,0,0,104,3,107
TOMINA,consulta externa,personas de 10 a 14 anos,2024-04-01,56,59,2,5,0,0,115,7,122
TORO TORO,consulta externa,personas de 10 a 14 anos,2024-04-01,89,113,0,0,0,0,202,0,202
TOTORA(CBBA),consulta externa,personas de 10 a 14 anos,2024-04-01,50,77,4,4,0,0,127,8,135
TOTORA(ORR),consulta externa,personas de 10 a 14 anos,2024-04-01,17,23,0,2,3,4,40,2,42
TRIGAL,consulta externa,personas de 10 a 14 anos,2024-04-01,18,10,5,4,0,0,28,9,37
TRINIDAD,consulta externa,personas de 10 a 14 anos,2024-04-01,975,882,228,200,418,428,1857,428,2285
TUPIZA,consulta externa,personas de 10 a 14 anos,2024-04-01,397,432,46,43,32,29,829,89,918
TURCO,consulta externa,personas de 10 a 14 anos,2024-04-01,16,25,2,2,0,0,41,4,45
UMALA,consulta externa,personas de 10 a 14 anos,2024-04-01,41,28,4,7,0,0,69,11,80
UNCIA,consulta externa,personas de 10 a 14 anos,2024-04-01,189,193,28,11,0,0,382,39,421
URIONDO (A. CONCEPCION),consulta externa,personas de 10 a 14 anos,2024-04-01,203,192,3,4,61,45,395,7,402
URUBICHA,consulta externa,personas de 10 a 14 anos,2024-04-01,20,36,0,0,4,3,56,0,56
UYUNI,consulta externa,personas de 10 a 14 anos,2024-04-01,247,280,21,14,10,18,527,35,562
VACAS,consulta externa,personas de 10 a 14 anos,2024-04-01,25,40,14,14,0,0,65,28,93
VALLEGRANDE,consulta externa,personas de 10 a 14 anos,2024-04-01,112,106,23,16,5,5,218,39,257
VIACHA,consulta externa,personas de 10 a 14 anos,2024-04-01,564,569,87,87,13,8,1133,174,1307
VILA VILA,consulta externa,personas de 10 a 14 anos,2024-04-01,61,82,0,1,42,35,143,1,144
VILLA CHARCAS,consulta externa,personas de 10 a 14 anos,2024-04-01,92,114,1,3,22,20,206,4,210
VILLA MONTES,consulta externa,personas de 10 a 14 anos,2024-04-01,493,445,15,13,7,16,938,28,966
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 10 a 14 anos,2024-04-01,44,39,0,0,0,0,83,0,83
VILLA RIVERO,consulta externa,personas de 10 a 14 anos,2024-04-01,17,40,4,9,0,0,57,13,70
