,group,variable,month,PERSONAS DE 5 A 9 AÑOS NUEVO,PERSONAS DE 5 A 9 AÑOS NUEVO,PERSONAS DE 5 A 9 AÑOS REPETIDO,PERSONAS DE 5 A 9 AÑOS REPETIDO,PERSONAS DE 5 A 9 AÑOS PRIMERA,PERSONAS DE 5 A 9 AÑOS PRIMERA,TOTALES,TOTALES,TOTALES
CUATRO CAÑADAS,consulta externa,personas de 5 a 9 anos,2024-03-01,152,164,14,10,3,4,316,24,340
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 5 a 9 anos,2024-03-01,6,10,3,1,0,0,16,4,20
CUEVO,consulta externa,personas de 5 a 9 anos,2024-03-01,61,48,4,2,0,0,109,6,115
CULPINA,consulta externa,personas de 5 a 9 anos,2024-03-01,104,98,2,1,0,0,202,3,205
CURAHUARA DE CARANGAS,consulta externa,personas de 5 a 9 anos,2024-03-01,33,22,4,1,27,17,55,5,60
CURVA,consulta externa,personas de 5 a 9 anos,2024-03-01,17,14,0,0,12,13,31,0,31
DESAGUADERO,consulta externa,personas de 5 a 9 anos,2024-03-01,15,23,1,2,7,5,38,3,41
EL ALTO,consulta externa,personas de 5 a 9 anos,2024-03-01,4672,4232,996,688,440,351,8904,1684,10588
EL CHORO,consulta externa,personas de 5 a 9 anos,2024-03-01,27,45,0,0,0,0,72,0,72
EL PUENTE(STC),consulta externa,personas de 5 a 9 anos,2024-03-01,102,115,1,0,5,7,217,1,218
EL PUENTE(TJA),consulta externa,personas de 5 a 9 anos,2024-03-01,98,61,0,0,54,29,159,0,159
EL TORNO,consulta externa,personas de 5 a 9 anos,2024-03-01,603,550,402,436,0,0,1153,838,1991
EL VILLAR,consulta externa,personas de 5 a 9 anos,2024-03-01,39,25,0,0,0,0,64,0,64
ENTRE RIOS TRJ,consulta externa,personas de 5 a 9 anos,2024-03-01,282,255,3,2,0,0,537,5,542
ENTRE RIOS CBBA,consulta externa,personas de 5 a 9 anos,2024-03-01,322,277,20,30,114,92,599,50,649
ESCARA,consulta externa,personas de 5 a 9 anos,2024-03-01,4,8,0,0,0,0,12,0,12
ESCOMA,consulta externa,personas de 5 a 9 anos,2024-03-01,18,20,0,0,0,0,38,0,38
ESMERALDA,consulta externa,personas de 5 a 9 anos,2024-03-01,6,2,0,0,2,0,8,0,8
EUCALIPTUS,consulta externa,personas de 5 a 9 anos,2024-03-01,30,36,0,2,16,25,66,2,68
EUREKA (SANTOS MERCADO),consulta externa,personas de 5 a 9 anos,2024-03-01,6,15,0,0,0,0,21,0,21
EXALTACION,consulta externa,personas de 5 a 9 anos,2024-03-01,26,31,0,0,0,0,57,0,57
FERNANDEZ ALONSO,consulta externa,personas de 5 a 9 anos,2024-03-01,138,124,6,4,1,0,262,10,272
FILADELFIA,consulta externa,personas de 5 a 9 anos,2024-03-01,43,58,0,0,106,102,101,0,101
GAIOC JATUN AYLLU YURA,consulta externa,personas de 5 a 9 anos,2024-03-01,30,28,0,0,0,0,58,0,58
GENERAL SAAVEDRA,consulta externa,personas de 5 a 9 anos,2024-03-01,182,175,4,7,0,0,357,11,368
GIA-TIM,consulta externa,personas de 5 a 9 anos,2024-03-01,37,51,1,1,2,2,88,2,90
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 5 a 9 anos,2024-03-01,61,67,0,0,0,0,128,0,128
GUANAY,consulta externa,personas de 5 a 9 anos,2024-03-01,89,106,15,14,0,0,195,29,224
GUAQUI,consulta externa,personas de 5 a 9 anos,2024-03-01,36,25,2,0,15,10,61,2,63
GUAYARAMERIN,consulta externa,personas de 5 a 9 anos,2024-03-01,338,315,34,23,41,36,653,57,710
GUTIERREZ,consulta externa,personas de 5 a 9 anos,2024-03-01,139,145,3,4,0,0,284,7,291
HUACARAJE,consulta externa,personas de 5 a 9 anos,2024-03-01,17,31,0,1,1,1,48,1,49
HUACARETA,consulta externa,personas de 5 a 9 anos,2024-03-01,85,101,3,3,0,0,186,6,192
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 5 a 9 anos,2024-03-01,45,43,1,0,7,5,88,1,89
HUACHACALLA,consulta externa,personas de 5 a 9 anos,2024-03-01,10,2,0,1,3,0,12,1,13
HUANUNI,consulta externa,personas de 5 a 9 anos,2024-03-01,237,228,71,38,7,8,465,109,574
HUARINA,consulta externa,personas de 5 a 9 anos,2024-03-01,23,23,9,9,0,0,46,18,64
HUATAJATA,consulta externa,personas de 5 a 9 anos,2024-03-01,16,13,12,11,0,0,29,23,52
HUAYLLAMARCA,consulta externa,personas de 5 a 9 anos,2024-03-01,28,24,1,2,0,0,52,3,55
HUMANATA,consulta externa,personas de 5 a 9 anos,2024-03-01,11,15,0,1,0,0,26,1,27
ICHOCA,consulta externa,personas de 5 a 9 anos,2024-03-01,16,14,4,4,1,0,30,8,38
ICLA,consulta externa,personas de 5 a 9 anos,2024-03-01,58,57,2,0,0,0,115,2,117
INCAHUASI,consulta externa,personas de 5 a 9 anos,2024-03-01,82,92,3,0,28,26,174,3,177
INGAVI (HUMAITA),consulta externa,personas de 5 a 9 anos,2024-03-01,12,12,0,0,0,0,24,0,24
INQUISIVI,consulta externa,personas de 5 a 9 anos,2024-03-01,74,60,1,1,2,7,134,2,136
IRUPANA (VILLA DE LANZA),consulta externa,personas de 5 a 9 anos,2024-03-01,165,143,5,5,0,0,308,10,318
IXIAMAS,consulta externa,personas de 5 a 9 anos,2024-03-01,80,89,1,3,0,0,169,4,173
JESUS DE MACHACA,consulta externa,personas de 5 a 9 anos,2024-03-01,72,67,5,7,19,18,139,12,151
LA ASUNTA,consulta externa,personas de 5 a 9 anos,2024-03-01,430,356,5,6,159,139,786,11,797
LA GUARDIA,consulta externa,personas de 5 a 9 anos,2024-03-01,1042,916,281,216,35,36,1958,497,2455
LA PAZ,consulta externa,personas de 5 a 9 anos,2024-03-01,6539,5725,2022,1450,428,422,12264,3472,15736
LA RIVERA,consulta externa,personas de 5 a 9 anos,2024-03-01,19,6,0,0,0,0,25,0,25
LAGUNILLAS,consulta externa,personas de 5 a 9 anos,2024-03-01,53,63,4,10,0,0,116,14,130
LAJA,consulta externa,personas de 5 a 9 anos,2024-03-01,154,145,26,19,0,0,299,45,344
LAS CARRERAS,consulta externa,personas de 5 a 9 anos,2024-03-01,42,32,2,1,0,0,74,3,77
LICOMA PAMPA,consulta externa,personas de 5 a 9 anos,2024-03-01,24,29,1,1,0,0,53,2,55
LLALLAGUA,consulta externa,personas de 5 a 9 anos,2024-03-01,371,338,17,19,5,4,709,36,745
LLICA,consulta externa,personas de 5 a 9 anos,2024-03-01,34,32,0,0,0,0,66,0,66
LORETO,consulta externa,personas de 5 a 9 anos,2024-03-01,56,56,5,2,0,0,112,7,119
LURIBAY,consulta externa,personas de 5 a 9 anos,2024-03-01,74,50,0,1,0,0,124,1,125
MACHACAMARCA,consulta externa,personas de 5 a 9 anos,2024-03-01,29,39,7,3,14,25,68,10,78
MACHARETI,consulta externa,personas de 5 a 9 anos,2024-03-01,85,85,2,4,26,31,170,6,176
MAGDALENA,consulta externa,personas de 5 a 9 anos,2024-03-01,64,49,14,8,18,13,113,22,135
MAIRANA,consulta externa,personas de 5 a 9 anos,2024-03-01,106,117,24,24,0,0,223,48,271
MALLA,consulta externa,personas de 5 a 9 anos,2024-03-01,27,30,0,0,0,0,57,0,57
MAPIRI,consulta externa,personas de 5 a 9 anos,2024-03-01,120,94,7,7,0,0,214,14,228
MECAPACA,consulta externa,personas de 5 a 9 anos,2024-03-01,74,80,9,13,0,0,154,22,176
MINEROS,consulta externa,personas de 5 a 9 anos,2024-03-01,120,85,8,8,0,0,205,16,221
MIZQUE,consulta externa,personas de 5 a 9 anos,2024-03-01,162,138,4,6,78,70,300,10,310
MOCOMOCO,consulta externa,personas de 5 a 9 anos,2024-03-01,53,70,0,1,0,0,123,1,124
MOJINETE,consulta externa,personas de 5 a 9 anos,2024-03-01,11,11,0,0,0,0,22,0,22
MOJOCOYA,consulta externa,personas de 5 a 9 anos,2024-03-01,27,46,1,7,0,0,73,8,81
MONTEAGUDO,consulta externa,personas de 5 a 9 anos,2024-03-01,261,231,30,15,10,6,492,45,537
MONTERO,consulta externa,personas de 5 a 9 anos,2024-03-01,1043,902,237,217,46,45,1945,454,2399
MORO MORO,consulta externa,personas de 5 a 9 anos,2024-03-01,18,27,2,0,0,0,45,2,47
MOROCHATA,consulta externa,personas de 5 a 9 anos,2024-03-01,30,34,0,0,0,0,64,0,64
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 5 a 9 anos,2024-03-01,38,33,1,6,0,0,71,7,78
NAZACARA DE PACAJES,consulta externa,personas de 5 a 9 anos,2024-03-01,3,3,0,0,0,0,6,0,6
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 5 a 9 anos,2024-03-01,34,33,0,0,0,0,67,0,67
OCURI,consulta externa,personas de 5 a 9 anos,2024-03-01,117,137,0,0,0,0,254,0,254
OKINAWA,consulta externa,personas de 5 a 9 anos,2024-03-01,102,125,6,12,0,0,227,18,245
OMEREQUE,consulta externa,personas de 5 a 9 anos,2024-03-01,54,50,1,1,0,1,104,2,106
ORURO,consulta externa,personas de 5 a 9 anos,2024-03-01,3887,3588,605,598,450,481,7475,1203,8678
PADCAYA,consulta externa,personas de 5 a 9 anos,2024-03-01,198,228,9,10,124,126,426,19,445
PADILLA,consulta externa,personas de 5 a 9 anos,2024-03-01,105,120,24,21,0,0,225,45,270
PAILON,consulta externa,personas de 5 a 9 anos,2024-03-01,192,146,43,19,0,0,338,62,400
PALCA,consulta externa,personas de 5 a 9 anos,2024-03-01,123,131,7,9,23,26,254,16,270
PALOS BLANCOS,consulta externa,personas de 5 a 9 anos,2024-03-01,357,351,11,6,0,0,708,17,725
PAMPA AULLAGAS,consulta externa,personas de 5 a 9 anos,2024-03-01,22,31,0,0,0,0,53,0,53
PAMPA GRANDE,consulta externa,personas de 5 a 9 anos,2024-03-01,45,42,0,3,0,0,87,3,90
PAPEL PAMPA,consulta externa,personas de 5 a 9 anos,2024-03-01,38,25,0,2,9,14,63,2,65
PASORAPA,consulta externa,personas de 5 a 9 anos,2024-03-01,27,41,2,0,1,0,68,2,70
PATACAMAYA,consulta externa,personas de 5 a 9 anos,2024-03-01,143,145,1,2,0,0,288,3,291
PAZÑA,consulta externa,personas de 5 a 9 anos,2024-03-01,28,36,0,1,17,9,64,1,65
PELECHUCO,consulta externa,personas de 5 a 9 anos,2024-03-01,64,76,1,5,7,8,140,6,146
POCOATA,consulta externa,personas de 5 a 9 anos,2024-03-01,121,117,1,2,0,0,238,3,241
POCONA,consulta externa,personas de 5 a 9 anos,2024-03-01,67,42,0,0,0,0,109,0,109
POJO (CBBA),consulta externa,personas de 5 a 9 anos,2024-03-01,63,54,14,14,0,0,117,28,145
POOPO,consulta externa,personas de 5 a 9 anos,2024-03-01,44,71,26,1,0,0,115,27,142
PORCO,consulta externa,personas de 5 a 9 anos,2024-03-01,72,70,3,7,55,62,142,10,152
POROMA,consulta externa,personas de 5 a 9 anos,2024-03-01,124,127,0,2,4,2,251,2,253
PORONGO,consulta externa,personas de 5 a 9 anos,2024-03-01,147,128,35,33,4,2,275,68,343
PORTACHUELO,consulta externa,personas de 5 a 9 anos,2024-03-01,65,50,62,52,29,25,115,114,229
PORVENIR,consulta externa,personas de 5 a 9 anos,2024-03-01,70,67,5,1,0,0,137,6,143
POSTRER VALLE,consulta externa,personas de 5 a 9 anos,2024-03-01,24,15,1,3,0,0,39,4,43
POTOSI,consulta externa,personas de 5 a 9 anos,2024-03-01,3366,3355,240,252,373,382,6721,492,7213
PRESTO,consulta externa,personas de 5 a 9 anos,2024-03-01,61,69,0,0,0,0,130,0,130
PUCARA,consulta externa,personas de 5 a 9 anos,2024-03-01,21,21,3,2,0,0,42,5,47
PUCARANI,consulta externa,personas de 5 a 9 anos,2024-03-01,160,173,12,9,0,0,333,21,354
PUERTO ACOSTA,consulta externa,personas de 5 a 9 anos,2024-03-01,30,24,2,3,0,9,54,5,59
PUERTO CARABUCO,consulta externa,personas de 5 a 9 anos,2024-03-01,40,51,4,1,0,0,91,5,96
PUERTO GONZALO MORENO,consulta externa,personas de 5 a 9 anos,2024-03-01,80,79,7,2,37,38,159,9,168
PUERTO PEREZ,consulta externa,personas de 5 a 9 anos,2024-03-01,36,47,0,0,0,0,83,0,83
PUERTO QUIJARRO,consulta externa,personas de 5 a 9 anos,2024-03-01,80,70,9,9,28,20,150,18,168
PUERTO RICO,consulta externa,personas de 5 a 9 anos,2024-03-01,74,76,0,0,0,0,150,0,150
PUERTO SILES,consulta externa,personas de 5 a 9 anos,2024-03-01,8,10,0,0,0,0,18,0,18
PUERTO SUAREZ,consulta externa,personas de 5 a 9 anos,2024-03-01,99,77,18,5,76,61,176,23,199
PUERTO VILLARROEL,consulta externa,personas de 5 a 9 anos,2024-03-01,844,707,61,44,5,5,1551,105,1656
PUNA,consulta externa,personas de 5 a 9 anos,2024-03-01,105,104,1,1,93,79,209,2,211
PUNATA,consulta externa,personas de 5 a 9 anos,2024-03-01,298,257,172,165,0,0,555,337,892
QUIABAYA,consulta externa,personas de 5 a 9 anos,2024-03-01,20,21,2,0,0,0,41,2,43
QUILLACOLLO,consulta externa,personas de 5 a 9 anos,2024-03-01,990,1003,283,255,7,7,1993,538,2531
QUIME,consulta externa,personas de 5 a 9 anos,2024-03-01,89,63,2,11,2,2,152,13,165
QUIRUSILLAS,consulta externa,personas de 5 a 9 anos,2024-03-01,17,20,3,11,0,0,37,14,51
RAQAYPAMPA(ETA),consulta externa,personas de 5 a 9 anos,2024-03-01,29,27,0,0,18,16,56,0,56
RAVELO,consulta externa,personas de 5 a 9 anos,2024-03-01,70,52,1,0,0,0,122,1,123
REYES,consulta externa,personas de 5 a 9 anos,2024-03-01,136,109,2,1,12,8,245,3,248
RIBERALTA,consulta externa,personas de 5 a 9 anos,2024-03-01,1061,932,136,143,127,144,1993,279,2272
ROBORE,consulta externa,personas de 5 a 9 anos,2024-03-01,93,105,18,17,3,2,198,35,233
RURRENABAQUE,consulta externa,personas de 5 a 9 anos,2024-03-01,251,251,10,17,22,18,502,27,529
SABAYA,consulta externa,personas de 5 a 9 anos,2024-03-01,17,27,0,2,0,0,44,2,46
SACABA,consulta externa,personas de 5 a 9 anos,2024-03-01,1103,1064,163,155,464,422,2167,318,2485
SACABAMBA,consulta externa,personas de 5 a 9 anos,2024-03-01,55,49,12,8,0,0,104,20,124
SACACA,consulta externa,personas de 5 a 9 anos,2024-03-01,80,39,2,2,3,2,119,4,123
SAIPINA,consulta externa,personas de 5 a 9 anos,2024-03-01,44,29,2,0,0,0,73,2,75
SALINAS DE GARCI MENDOZA,consulta externa,personas de 5 a 9 anos,2024-03-01,54,50,4,9,29,40,104,13,117
SAMAIPATA,consulta externa,personas de 5 a 9 anos,2024-03-01,112,116,33,37,0,0,228,70,298
SAN AGUSTIN,consulta externa,personas de 5 a 9 anos,2024-03-01,16,12,0,0,0,0,28,0,28
SAN ANDRES,consulta externa,personas de 5 a 9 anos,2024-03-01,165,175,6,8,2,2,340,14,354
SAN ANDRES DE MACHACA,consulta externa,personas de 5 a 9 anos,2024-03-01,16,13,5,2,0,0,29,7,36
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 5 a 9 anos,2024-03-01,9,21,0,0,7,2,30,0,30
SAN ANTONIO DE LOMERIO,consulta externa,personas de 5 a 9 anos,2024-03-01,63,56,1,2,0,0,119,3,122
SAN BENITO,consulta externa,personas de 5 a 9 anos,2024-03-01,108,88,10,7,0,0,196,17,213
SAN BORJA,consulta externa,personas de 5 a 9 anos,2024-03-01,396,366,20,33,130,124,762,53,815
SAN BUENA VENTURA,consulta externa,personas de 5 a 9 anos,2024-03-01,101,96,6,3,0,0,197,9,206
SAN CARLOS,consulta externa,personas de 5 a 9 anos,2024-03-01,134,135,2,5,0,0,269,7,276
SAN IGNACIO,consulta externa,personas de 5 a 9 anos,2024-03-01,236,217,22,15,29,36,453,37,490
SAN IGNACIO DE VELASCO,consulta externa,personas de 5 a 9 anos,2024-03-01,249,211,8,7,0,0,460,15,475
SAN JAVIER(BNI),consulta externa,personas de 5 a 9 anos,2024-03-01,39,34,0,2,0,0,73,2,75
SAN JAVIER(STC),consulta externa,personas de 5 a 9 anos,2024-03-01,52,54,2,3,0,0,106,5,111
SAN JOAQUIN,consulta externa,personas de 5 a 9 anos,2024-03-01,50,30,1,1,0,0,80,2,82
SAN JOSE DE CHIQUITOS,consulta externa,personas de 5 a 9 anos,2024-03-01,92,85,3,3,11,8,177,6,183
SAN JUAN DE YAPACANI,consulta externa,personas de 5 a 9 anos,2024-03-01,77,84,0,4,0,0,161,4,165
SAN JULIAN,consulta externa,personas de 5 a 9 anos,2024-03-01,277,276,38,47,44,32,553,85,638
SAN LORENZO(PND),consulta externa,personas de 5 a 9 anos,2024-03-01,53,82,13,10,0,0,135,23,158
SAN LORENZO(TJA),consulta externa,personas de 5 a 9 anos,2024-03-01,238,253,7,9,0,0,491,16,507
SAN LUCAS,consulta externa,personas de 5 a 9 anos,2024-03-01,174,159,4,5,5,3,333,9,342
SAN MATIAS,consulta externa,personas de 5 a 9 anos,2024-03-01,67,51,7,7,15,5,118,14,132
SAN MIGUEL DE VELASCO,consulta externa,personas de 5 a 9 anos,2024-03-01,73,64,2,11,0,0,137,13,150
SAN PABLO DE LIPEZ,consulta externa,personas de 5 a 9 anos,2024-03-01,29,34,0,1,1,1,63,1,64
SAN PEDRO,consulta externa,personas de 5 a 9 anos,2024-03-01,227,162,11,12,0,0,389,23,412
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 5 a 9 anos,2024-03-01,60,78,1,0,16,23,138,1,139
SAN PEDRO DE CURAHUARA,consulta externa,personas de 5 a 9 anos,2024-03-01,36,27,0,0,0,0,63,0,63
SAN PEDRO DE MACHA,consulta externa,personas de 5 a 9 anos,2024-03-01,84,93,0,0,3,1,177,0,177
SAN PEDRO DE QUEMES,consulta externa,personas de 5 a 9 anos,2024-03-01,14,13,0,0,0,0,27,0,27
SAN PEDRO DE TIQUINA,consulta externa,personas de 5 a 9 anos,2024-03-01,55,51,6,1,0,0,106,7,113
SAN PEDRO(PND),consulta externa,personas de 5 a 9 anos,2024-03-01,30,20,0,0,0,0,50,0,50
SAN RAFAEL,consulta externa,personas de 5 a 9 anos,2024-03-01,31,55,3,10,0,0,86,13,99
SAN RAMON BENI,consulta externa,personas de 5 a 9 anos,2024-03-01,44,48,8,9,0,0,92,17,109
SAN RAMON SCZ,consulta externa,personas de 5 a 9 anos,2024-03-01,102,93,1,7,0,0,195,8,203
SANTA ANA,consulta externa,personas de 5 a 9 anos,2024-03-01,96,86,4,2,0,0,182,6,188
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 5 a 9 anos,2024-03-01,11279,10283,2706,2439,2386,2167,21562,5145,26707
SANTA ROSA,consulta externa,personas de 5 a 9 anos,2024-03-01,99,73,7,4,32,18,172,11,183
SANTA ROSA DEL SARA,consulta externa,personas de 5 a 9 anos,2024-03-01,151,126,1,2,10,6,277,3,280
SANTIAGO DE CALLAPA,consulta externa,personas de 5 a 9 anos,2024-03-01,21,24,0,0,0,0,45,0,45
SANTIAGO DE HUARI,consulta externa,personas de 5 a 9 anos,2024-03-01,62,61,3,3,3,5,123,6,129
SANTIAGO DE HUATA,consulta externa,personas de 5 a 9 anos,2024-03-01,29,21,4,8,0,0,50,12,62
SANTIAGO DE MACHACA,consulta externa,personas de 5 a 9 anos,2024-03-01,22,14,0,0,0,0,36,0,36
SANTIVAÑES,consulta externa,personas de 5 a 9 anos,2024-03-01,86,94,5,13,0,0,180,18,198
SANTUARIO DE QUILLACAS,consulta externa,personas de 5 a 9 anos,2024-03-01,21,26,0,0,17,38,47,0,47
SAPAHAQUI,consulta externa,personas de 5 a 9 anos,2024-03-01,58,44,2,0,12,11,102,2,104
SENA,consulta externa,personas de 5 a 9 anos,2024-03-01,103,84,1,0,0,0,187,1,188
SHINAOTA,consulta externa,personas de 5 a 9 anos,2024-03-01,265,248,16,11,67,70,513,27,540
SICA SICA (VILLA AROMA),consulta externa,personas de 5 a 9 anos,2024-03-01,90,114,0,0,0,0,204,0,204
SICAYA,consulta externa,personas de 5 a 9 anos,2024-03-01,36,30,3,1,0,0,66,4,70
SIPE SIPE,consulta externa,personas de 5 a 9 anos,2024-03-01,295,316,86,87,0,0,611,173,784
SOPACHUY,consulta externa,personas de 5 a 9 anos,2024-03-01,66,63,7,16,0,0,129,23,152
SORACACHI,consulta externa,personas de 5 a 9 anos,2024-03-01,45,44,0,1,4,0,89,1,90
SORATA,consulta externa,personas de 5 a 9 anos,2024-03-01,158,139,13,3,0,0,297,16,313
SUCRE,consulta externa,personas de 5 a 9 anos,2024-03-01,2889,2770,636,504,22,8,5659,1140,6799
TACACHI,consulta externa,personas de 5 a 9 anos,2024-03-01,13,6,1,0,0,0,19,1,20
TACACOMA,consulta externa,personas de 5 a 9 anos,2024-03-01,75,65,2,0,0,0,140,2,142
TACOBAMBA,consulta externa,personas de 5 a 9 anos,2024-03-01,38,47,0,0,0,0,85,0,85
TACOPAYA,consulta externa,personas de 5 a 9 anos,2024-03-01,33,41,0,0,2,6,74,0,74
TAHUA,consulta externa,personas de 5 a 9 anos,2024-03-01,12,5,0,0,0,0,17,0,17
TAPACARI,consulta externa,personas de 5 a 9 anos,2024-03-01,71,92,0,0,0,0,163,0,163
TARABUCO,consulta externa,personas de 5 a 9 anos,2024-03-01,69,50,5,1,0,0,119,6,125
TARACO,consulta externa,personas de 5 a 9 anos,2024-03-01,27,28,1,1,0,0,55,2,57
TARATA,consulta externa,personas de 5 a 9 anos,2024-03-01,49,39,5,1,0,0,88,6,94
TARIJA,consulta externa,personas de 5 a 9 anos,2024-03-01,1999,1858,372,326,156,138,3857,698,4555
TARVITA,consulta externa,personas de 5 a 9 anos,2024-03-01,93,68,2,1,0,0,161,3,164
TEOPONTE,consulta externa,personas de 5 a 9 anos,2024-03-01,65,75,1,0,0,0,140,1,141
TIAHUANACU,consulta externa,personas de 5 a 9 anos,2024-03-01,94,73,9,11,0,0,167,20,187
TINGUIPAYA,consulta externa,personas de 5 a 9 anos,2024-03-01,67,68,0,1,1,4,135,1,136
TIPUANI,consulta externa,personas de 5 a 9 anos,2024-03-01,72,54,2,1,0,0,126,3,129
TIQUIPAYA,consulta externa,personas de 5 a 9 anos,2024-03-01,574,552,35,39,0,0,1126,74,1200
TIRAQUE (CBBA),consulta externa,personas de 5 a 9 anos,2024-03-01,148,157,22,34,5,2,305,56,361
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 5 a 9 anos,2024-03-01,12,15,0,0,0,0,27,0,27
TOCO,consulta externa,personas de 5 a 9 anos,2024-03-01,43,17,17,23,0,0,60,40,100
TODOS SANTOS,consulta externa,personas de 5 a 9 anos,2024-03-01,6,2,1,0,0,0,8,1,9
TOLATA,consulta externa,personas de 5 a 9 anos,2024-03-01,42,33,7,7,0,0,75,14,89
TOLEDO,consulta externa,personas de 5 a 9 anos,2024-03-01,29,50,0,1,2,2,79,1,80
TOMAVE,consulta externa,personas de 5 a 9 anos,2024-03-01,43,36,0,0,0,0,79,0,79
TOMINA,consulta externa,personas de 5 a 9 anos,2024-03-01,66,66,0,5,0,0,132,5,137
TORO TORO,consulta externa,personas de 5 a 9 anos,2024-03-01,92,64,1,0,0,0,156,1,157
TOTORA(CBBA),consulta externa,personas de 5 a 9 anos,2024-03-01,70,72,7,3,0,0,142,10,152
TOTORA(ORR),consulta externa,personas de 5 a 9 anos,2024-03-01,35,33,6,1,15,14,68,7,75
TRIGAL,consulta externa,personas de 5 a 9 anos,2024-03-01,25,27,5,6,0,0,52,11,63
TRINIDAD,consulta externa,personas de 5 a 9 anos,2024-03-01,1158,967,215,173,326,262,2125,388,2513
TUPIZA,consulta externa,personas de 5 a 9 anos,2024-03-01,445,412,68,29,32,19,857,97,954
TURCO,consulta externa,personas de 5 a 9 anos,2024-03-01,27,23,1,3,0,0,50,4,54
UMALA,consulta externa,personas de 5 a 9 anos,2024-03-01,32,37,4,1,0,0,69,5,74
UNCIA,consulta externa,personas de 5 a 9 anos,2024-03-01,180,171,11,17,0,0,351,28,379
URIONDO (A. CONCEPCION),consulta externa,personas de 5 a 9 anos,2024-03-01,147,189,6,8,62,78,336,14,350
URUBICHA,consulta externa,personas de 5 a 9 anos,2024-03-01,11,28,0,0,5,9,39,0,39
UYUNI,consulta externa,personas de 5 a 9 anos,2024-03-01,289,238,15,8,4,3,527,23,550
VACAS,consulta externa,personas de 5 a 9 anos,2024-03-01,31,28,2,0,0,0,59,2,61
VALLEGRANDE,consulta externa,personas de 5 a 9 anos,2024-03-01,169,179,37,44,21,15,348,81,429
VIACHA,consulta externa,personas de 5 a 9 anos,2024-03-01,630,655,173,152,10,9,1285,325,1610
VILA VILA,consulta externa,personas de 5 a 9 anos,2024-03-01,52,64,0,0,56,76,116,0,116
VILLA CHARCAS,consulta externa,personas de 5 a 9 anos,2024-03-01,113,97,0,1,20,16,210,1,211
VILLA MONTES,consulta externa,personas de 5 a 9 anos,2024-03-01,637,654,23,12,10,8,1291,35,1326
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 5 a 9 anos,2024-03-01,28,25,9,9,0,0,53,18,71
VILLA RIVERO,consulta externa,personas de 5 a 9 anos,2024-03-01,27,26,12,5,0,0,53,17,70
VILLA SERRANO,consulta externa,personas de 5 a 9 anos,2024-03-01,53,73,0,3,0,0,126,3,129
VILLA TUNARI,consulta externa,personas de 5 a 9 anos,2024-03-01,1088,993,97,57,38,35,2081,154,2235
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 5 a 9 anos,2024-03-01,88,81,4,3,0,0,169,7,176
VILLAZON,consulta externa,personas de 5 a 9 anos,2024-03-01,396,406,31,18,274,277,802,49,851
VINTO,consulta externa,personas de 5 a 9 anos,2024-03-01,377,390,35,31,0,0,767,66,833
VITICHI,consulta externa,personas de 5 a 9 anos,2024-03-01,44,27,0,0,25,10,71,0,71
WALDO BALLIVIAN,consulta externa,personas de 5 a 9 anos,2024-03-01,20,14,6,4,0,0,34,10,44
WARNES,consulta externa,personas de 5 a 9 anos,2024-03-01,1282,1222,141,139,2,5,2504,280,2784
YACO,consulta externa,personas de 5 a 9 anos,2024-03-01,37,57,0,3,0,0,94,3,97
YACUIBA,consulta externa,personas de 5 a 9 anos,2024-03-01,1434,1376,163,179,339,291,2810,342,3152
YAMPARAEZ,consulta externa,personas de 5 a 9 anos,2024-03-01,53,57,0,0,6,4,110,0,110
YANACACHI,consulta externa,personas de 5 a 9 anos,2024-03-01,55,46,0,0,0,0,101,0,101
YAPACANI,consulta externa,personas de 5 a 9 anos,2024-03-01,316,345,24,13,34,18,661,37,698
YOCALLA,consulta externa,personas de 5 a 9 anos,2024-03-01,27,21,0,0,12,13,48,0,48
YOTALA,consulta externa,personas de 5 a 9 anos,2024-03-01,59,50,3,0,13,5,109,3,112
YUNCHARA,consulta externa,personas de 5 a 9 anos,2024-03-01,71,67,0,1,0,0,138,1,139
YUNGUYO DE LITORAL,consulta externa,personas de 5 a 9 anos,2024-03-01,1,1,0,0,0,0,2,0,2
ZUDAÑEZ,consulta externa,personas de 5 a 9 anos,2024-03-01,56,72,7,3,0,0,128,10,138
ACACIO,consulta externa,personas de 5 a 9 anos,2024-04-01,27,28,0,0,0,0,55,0,55
ACHACACHI,consulta externa,personas de 5 a 9 anos,2024-04-01,234,236,25,19,0,0,470,44,514
ACHOCALLA,consulta externa,personas de 5 a 9 anos,2024-04-01,252,240,19,12,0,0,492,31,523
AIQUILE,consulta externa,personas de 5 a 9 anos,2024-04-01,241,181,12,22,66,51,422,34,456
