,group,variable,month,PERSONAS DE 20 A 39 AÑOS NUEVO,PERSONAS DE 20 A 39 AÑOS NUEVO,PERSONAS DE 20 A 39 AÑOS REPETIDO,PERSONAS DE 20 A 39 AÑOS REPETIDO,PERSONAS DE 20 A 39 AÑOS PRIMERA,PERSONAS DE 20 A 39 AÑOS PRIMERA,TOTALES,TOTALES,TOTALES
PUERTO QUIJARRO,consulta externa,personas de 20 a 39 anos,2024-02-01,102,261,35,73,36,31,363,108,471
PUERTO RICO,consulta externa,personas de 20 a 39 anos,2024-02-01,74,152,5,4,0,0,226,9,235
PUERTO SILES,consulta externa,personas de 20 a 39 anos,2024-02-01,22,50,0,8,0,0,72,8,80
PUERTO SUAREZ,consulta externa,personas de 20 a 39 anos,2024-02-01,182,272,10,29,5,26,454,39,493
PUERTO VILLARROEL,consulta externa,personas de 20 a 39 anos,2024-02-01,1074,2462,226,287,1,5,3536,513,4049
PUNA,consulta externa,personas de 20 a 39 anos,2024-02-01,163,321,5,2,144,233,484,7,491
PUNATA,consulta externa,personas de 20 a 39 anos,2024-02-01,386,1182,307,708,0,0,1568,1015,2583
QUIABAYA,consulta externa,personas de 20 a 39 anos,2024-02-01,45,74,1,1,0,0,119,2,121
QUILLACOLLO,consulta externa,personas de 20 a 39 anos,2024-02-01,1099,4043,259,1300,108,137,5142,1559,6701
QUIME,consulta externa,personas de 20 a 39 anos,2024-02-01,201,169,25,25,0,5,370,50,420
QUIRUSILLAS,consulta externa,personas de 20 a 39 anos,2024-02-01,26,58,4,13,0,0,84,17,101
RAQAYPAMPA(ETA),consulta externa,personas de 20 a 39 anos,2024-02-01,41,92,0,1,32,55,133,1,134
RAVELO,consulta externa,personas de 20 a 39 anos,2024-02-01,89,147,0,0,0,0,236,0,236
REYES,consulta externa,personas de 20 a 39 anos,2024-02-01,170,389,8,3,0,0,559,11,570
RIBERALTA,consulta externa,personas de 20 a 39 anos,2024-02-01,1638,4756,381,1085,347,985,6394,1466,7860
ROBORE,consulta externa,personas de 20 a 39 anos,2024-02-01,145,431,29,64,7,11,576,93,669
RURRENABAQUE,consulta externa,personas de 20 a 39 anos,2024-02-01,274,630,56,51,38,18,904,107,1011
SABAYA,consulta externa,personas de 20 a 39 anos,2024-02-01,68,113,2,7,29,22,181,9,190
SACABA,consulta externa,personas de 20 a 39 anos,2024-02-01,1422,4184,322,777,668,1641,5606,1099,6705
SACABAMBA,consulta externa,personas de 20 a 39 anos,2024-02-01,14,48,1,1,0,0,62,2,64
SACACA,consulta externa,personas de 20 a 39 anos,2024-02-01,80,197,1,1,0,0,277,2,279
SAIPINA,consulta externa,personas de 20 a 39 anos,2024-02-01,52,152,10,18,0,0,204,28,232
SALINAS DE GARCI MENDOZA,consulta externa,personas de 20 a 39 anos,2024-02-01,52,120,6,13,33,63,172,19,191
SAMAIPATA,consulta externa,personas de 20 a 39 anos,2024-02-01,160,375,12,25,0,0,535,37,572
SAN AGUSTIN,consulta externa,personas de 20 a 39 anos,2024-02-01,17,82,0,0,0,0,99,0,99
SAN ANDRES,consulta externa,personas de 20 a 39 anos,2024-02-01,160,370,17,68,3,6,530,85,615
SAN ANDRES DE MACHACA,consulta externa,personas de 20 a 39 anos,2024-02-01,20,52,7,10,0,0,72,17,89
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 20 a 39 anos,2024-02-01,15,41,0,1,10,8,56,1,57
SAN ANTONIO DE LOMERIO,consulta externa,personas de 20 a 39 anos,2024-02-01,50,94,5,4,0,0,144,9,153
SAN BENITO,consulta externa,personas de 20 a 39 anos,2024-02-01,70,247,22,66,0,0,317,88,405
SAN BORJA,consulta externa,personas de 20 a 39 anos,2024-02-01,399,1034,25,88,241,459,1433,113,1546
SAN BUENA VENTURA,consulta externa,personas de 20 a 39 anos,2024-02-01,86,257,7,34,0,0,343,41,384
SAN CARLOS,consulta externa,personas de 20 a 39 anos,2024-02-01,105,348,2,7,0,0,453,9,462
SAN IGNACIO,consulta externa,personas de 20 a 39 anos,2024-02-01,264,678,6,62,7,8,942,68,1010
SAN IGNACIO DE VELASCO,consulta externa,personas de 20 a 39 anos,2024-02-01,397,977,53,155,19,14,1374,208,1582
SAN JAVIER(BNI),consulta externa,personas de 20 a 39 anos,2024-02-01,17,48,1,7,24,81,65,8,73
SAN JAVIER(STC),consulta externa,personas de 20 a 39 anos,2024-02-01,60,182,7,3,0,0,242,10,252
SAN JOAQUIN,consulta externa,personas de 20 a 39 anos,2024-02-01,85,67,11,12,0,0,152,23,175
SAN JOSE DE CHIQUITOS,consulta externa,personas de 20 a 39 anos,2024-02-01,138,309,17,20,0,0,447,37,484
SAN JUAN DE YAPACANI,consulta externa,personas de 20 a 39 anos,2024-02-01,94,226,7,6,5,1,320,13,333
SAN JULIAN,consulta externa,personas de 20 a 39 anos,2024-02-01,445,1205,42,85,22,39,1650,127,1777
SAN LORENZO(PND),consulta externa,personas de 20 a 39 anos,2024-02-01,185,318,17,27,0,0,503,44,547
SAN LORENZO(TJA),consulta externa,personas de 20 a 39 anos,2024-02-01,433,1067,19,45,0,0,1500,64,1564
SAN LUCAS,consulta externa,personas de 20 a 39 anos,2024-02-01,329,786,15,24,15,15,1115,39,1154
SAN MATIAS,consulta externa,personas de 20 a 39 anos,2024-02-01,99,257,13,53,3,4,356,66,422
SAN MIGUEL DE VELASCO,consulta externa,personas de 20 a 39 anos,2024-02-01,107,318,22,171,0,0,425,193,618
SAN PABLO DE LIPEZ,consulta externa,personas de 20 a 39 anos,2024-02-01,40,70,0,1,3,3,110,1,111
SAN PEDRO,consulta externa,personas de 20 a 39 anos,2024-02-01,230,637,21,99,61,149,867,120,987
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 20 a 39 anos,2024-02-01,97,172,0,2,30,93,269,2,271
SAN PEDRO DE CURAHUARA,consulta externa,personas de 20 a 39 anos,2024-02-01,45,70,3,0,0,0,115,3,118
SAN PEDRO DE MACHA,consulta externa,personas de 20 a 39 anos,2024-02-01,134,283,0,0,0,0,417,0,417
SAN PEDRO DE QUEMES,consulta externa,personas de 20 a 39 anos,2024-02-01,17,45,0,3,0,0,62,3,65
SAN PEDRO DE TIQUINA,consulta externa,personas de 20 a 39 anos,2024-02-01,36,94,15,35,0,0,130,50,180
SAN PEDRO(PND),consulta externa,personas de 20 a 39 anos,2024-02-01,28,67,2,3,0,0,95,5,100
SAN RAFAEL,consulta externa,personas de 20 a 39 anos,2024-02-01,75,163,11,52,0,0,238,63,301
SAN RAMON BENI,consulta externa,personas de 20 a 39 anos,2024-02-01,53,128,16,39,0,0,181,55,236
SAN RAMON SCZ,consulta externa,personas de 20 a 39 anos,2024-02-01,92,212,2,5,0,0,304,7,311
SANTA ANA,consulta externa,personas de 20 a 39 anos,2024-02-01,87,408,4,23,0,0,495,27,522
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 20 a 39 anos,2024-02-01,15811,39953,5517,16439,2150,4212,55764,21956,77720
SANTA ROSA,consulta externa,personas de 20 a 39 anos,2024-02-01,140,399,9,22,43,120,539,31,570
SANTA ROSA DEL SARA,consulta externa,personas de 20 a 39 anos,2024-02-01,181,367,2,12,14,27,548,14,562
SANTIAGO DE CALLAPA,consulta externa,personas de 20 a 39 anos,2024-02-01,16,41,0,0,0,0,57,0,57
SANTIAGO DE HUARI,consulta externa,personas de 20 a 39 anos,2024-02-01,75,205,2,11,4,7,280,13,293
SANTIAGO DE HUATA,consulta externa,personas de 20 a 39 anos,2024-02-01,48,60,29,25,0,0,108,54,162
SANTIAGO DE MACHACA,consulta externa,personas de 20 a 39 anos,2024-02-01,15,46,0,0,0,0,61,0,61
SANTIVAÑES,consulta externa,personas de 20 a 39 anos,2024-02-01,58,147,6,9,0,0,205,15,220
SANTUARIO DE QUILLACAS,consulta externa,personas de 20 a 39 anos,2024-02-01,17,65,3,4,28,92,82,7,89
SAPAHAQUI,consulta externa,personas de 20 a 39 anos,2024-02-01,59,108,2,6,5,14,167,8,175
SENA,consulta externa,personas de 20 a 39 anos,2024-02-01,176,299,0,13,0,0,475,13,488
SHINAOTA,consulta externa,personas de 20 a 39 anos,2024-02-01,485,961,81,193,162,294,1446,274,1720
SICA SICA (VILLA AROMA),consulta externa,personas de 20 a 39 anos,2024-02-01,109,211,5,17,16,23,320,22,342
SICAYA,consulta externa,personas de 20 a 39 anos,2024-02-01,19,88,1,2,5,18,107,3,110
SIPE SIPE,consulta externa,personas de 20 a 39 anos,2024-02-01,263,919,76,240,0,0,1182,316,1498
SOPACHUY,consulta externa,personas de 20 a 39 anos,2024-02-01,63,140,7,24,0,0,203,31,234
SORACACHI,consulta externa,personas de 20 a 39 anos,2024-02-01,70,172,0,1,0,0,242,1,243
SORATA,consulta externa,personas de 20 a 39 anos,2024-02-01,173,451,33,47,0,0,624,80,704
SUCRE,consulta externa,personas de 20 a 39 anos,2024-02-01,5801,14831,2120,3433,59,192,20632,5553,26185
TACACHI,consulta externa,personas de 20 a 39 anos,2024-02-01,7,14,2,0,0,0,21,2,23
TACACOMA,consulta externa,personas de 20 a 39 anos,2024-02-01,165,229,9,12,0,0,394,21,415
TACOBAMBA,consulta externa,personas de 20 a 39 anos,2024-02-01,65,110,0,0,0,0,175,0,175
TACOPAYA,consulta externa,personas de 20 a 39 anos,2024-02-01,51,103,2,5,0,11,154,7,161
TAHUA,consulta externa,personas de 20 a 39 anos,2024-02-01,20,25,0,0,0,0,45,0,45
TAPACARI,consulta externa,personas de 20 a 39 anos,2024-02-01,79,216,0,2,0,0,295,2,297
TARABUCO,consulta externa,personas de 20 a 39 anos,2024-02-01,119,304,14,23,0,0,423,37,460
TARACO,consulta externa,personas de 20 a 39 anos,2024-02-01,38,91,3,8,0,0,129,11,140
TARATA,consulta externa,personas de 20 a 39 anos,2024-02-01,57,130,22,114,0,0,187,136,323
TARIJA,consulta externa,personas de 20 a 39 anos,2024-02-01,3824,8288,1085,2481,677,854,12112,3566,15678
TARVITA,consulta externa,personas de 20 a 39 anos,2024-02-01,136,296,7,13,11,23,432,20,452
TEOPONTE,consulta externa,personas de 20 a 39 anos,2024-02-01,107,217,6,11,0,0,324,17,341
TIAHUANACU,consulta externa,personas de 20 a 39 anos,2024-02-01,62,198,14,28,0,0,260,42,302
TINGUIPAYA,consulta externa,personas de 20 a 39 anos,2024-02-01,127,249,0,0,9,9,376,0,376
TIPUANI,consulta externa,personas de 20 a 39 anos,2024-02-01,88,219,9,8,0,0,307,17,324
TIQUIPAYA,consulta externa,personas de 20 a 39 anos,2024-02-01,485,1774,110,304,0,0,2259,414,2673
TIRAQUE (CBBA),consulta externa,personas de 20 a 39 anos,2024-02-01,71,313,6,40,4,25,384,46,430
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 20 a 39 anos,2024-02-01,36,29,0,0,0,0,65,0,65
TOCO,consulta externa,personas de 20 a 39 anos,2024-02-01,43,118,26,83,0,0,161,109,270
TODOS SANTOS,consulta externa,personas de 20 a 39 anos,2024-02-01,0,9,0,1,0,0,9,1,10
TOLATA,consulta externa,personas de 20 a 39 anos,2024-02-01,53,140,16,87,0,0,193,103,296
TOLEDO,consulta externa,personas de 20 a 39 anos,2024-02-01,42,86,2,1,0,0,128,3,131
TOMAVE,consulta externa,personas de 20 a 39 anos,2024-02-01,78,171,8,3,0,0,249,11,260
TOMINA,consulta externa,personas de 20 a 39 anos,2024-02-01,136,262,9,48,0,0,398,57,455
TORO TORO,consulta externa,personas de 20 a 39 anos,2024-02-01,112,228,2,6,0,0,340,8,348
TOTORA(CBBA),consulta externa,personas de 20 a 39 anos,2024-02-01,133,384,7,84,0,0,517,91,608
TOTORA(ORR),consulta externa,personas de 20 a 39 anos,2024-02-01,22,77,2,5,14,33,99,7,106
TRIGAL,consulta externa,personas de 20 a 39 anos,2024-02-01,21,35,4,9,0,0,56,13,69
TRINIDAD,consulta externa,personas de 20 a 39 anos,2024-02-01,1690,4135,557,1417,946,1767,5825,1974,7799
TUPIZA,consulta externa,personas de 20 a 39 anos,2024-02-01,949,1348,212,345,27,67,2297,557,2854
TURCO,consulta externa,personas de 20 a 39 anos,2024-02-01,50,81,3,6,0,0,131,9,140
UMALA,consulta externa,personas de 20 a 39 anos,2024-02-01,24,51,5,27,0,0,75,32,107
UNCIA,consulta externa,personas de 20 a 39 anos,2024-02-01,244,518,44,118,0,0,762,162,924
URIONDO (A. CONCEPCION),consulta externa,personas de 20 a 39 anos,2024-02-01,201,462,11,34,62,181,663,45,708
URUBICHA,consulta externa,personas de 20 a 39 anos,2024-02-01,19,57,0,0,38,45,76,0,76
UYUNI,consulta externa,personas de 20 a 39 anos,2024-02-01,383,920,54,324,27,44,1303,378,1681
VACAS,consulta externa,personas de 20 a 39 anos,2024-02-01,52,115,7,5,0,0,167,12,179
VALLEGRANDE,consulta externa,personas de 20 a 39 anos,2024-02-01,229,486,59,216,26,37,715,275,990
VIACHA,consulta externa,personas de 20 a 39 anos,2024-02-01,565,1860,231,485,36,43,2425,716,3141
VILA VILA,consulta externa,personas de 20 a 39 anos,2024-02-01,34,73,0,0,25,32,107,0,107
VILLA CHARCAS,consulta externa,personas de 20 a 39 anos,2024-02-01,112,340,4,24,46,103,452,28,480
VILLA MONTES,consulta externa,personas de 20 a 39 anos,2024-02-01,819,1842,71,142,37,158,2661,213,2874
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 20 a 39 anos,2024-02-01,43,98,0,0,0,0,141,0,141
VILLA RIVERO,consulta externa,personas de 20 a 39 anos,2024-02-01,67,87,32,44,0,0,154,76,230
VILLA SERRANO,consulta externa,personas de 20 a 39 anos,2024-02-01,139,308,21,42,0,0,447,63,510
VILLA TUNARI,consulta externa,personas de 20 a 39 anos,2024-02-01,1796,3681,204,413,418,816,5477,617,6094
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 20 a 39 anos,2024-02-01,170,406,14,30,0,0,576,44,620
VILLAZON,consulta externa,personas de 20 a 39 anos,2024-02-01,390,1176,93,479,184,544,1566,572,2138
VINTO,consulta externa,personas de 20 a 39 anos,2024-02-01,375,2137,80,402,0,0,2512,482,2994
VITICHI,consulta externa,personas de 20 a 39 anos,2024-02-01,96,189,2,10,37,74,285,12,297
WALDO BALLIVIAN,consulta externa,personas de 20 a 39 anos,2024-02-01,14,38,0,4,0,0,52,4,56
WARNES,consulta externa,personas de 20 a 39 anos,2024-02-01,1291,3326,313,859,0,0,4617,1172,5789
YACO,consulta externa,personas de 20 a 39 anos,2024-02-01,57,156,0,4,0,0,213,4,217
YACUIBA,consulta externa,personas de 20 a 39 anos,2024-02-01,1517,3398,379,922,506,884,4915,1301,6216
YAMPARAEZ,consulta externa,personas de 20 a 39 anos,2024-02-01,86,159,1,3,15,19,245,4,249
YANACACHI,consulta externa,personas de 20 a 39 anos,2024-02-01,94,150,1,5,0,0,244,6,250
YAPACANI,consulta externa,personas de 20 a 39 anos,2024-02-01,490,1073,23,106,0,0,1563,129,1692
YOCALLA,consulta externa,personas de 20 a 39 anos,2024-02-01,65,114,0,0,0,0,179,0,179
YOTALA,consulta externa,personas de 20 a 39 anos,2024-02-01,118,203,6,17,20,32,321,23,344
YUNCHARA,consulta externa,personas de 20 a 39 anos,2024-02-01,73,177,15,5,0,0,250,20,270
YUNGUYO DE LITORAL,consulta externa,personas de 20 a 39 anos,2024-02-01,4,12,0,0,0,0,16,0,16
ZUDAÑEZ,consulta externa,personas de 20 a 39 anos,2024-02-01,98,180,29,45,0,0,278,74,352
ACACIO,consulta externa,personas de 20 a 39 anos,2024-03-01,28,54,1,0,0,0,82,1,83
ACHACACHI,consulta externa,personas de 20 a 39 anos,2024-03-01,427,844,39,87,0,0,1271,126,1397
ACHOCALLA,consulta externa,personas de 20 a 39 anos,2024-03-01,169,636,6,74,0,0,805,80,885
AIQUILE,consulta externa,personas de 20 a 39 anos,2024-03-01,210,526,43,143,66,92,736,186,922
ALALAY,consulta externa,personas de 20 a 39 anos,2024-03-01,8,19,2,20,7,8,27,22,49
ALCALA,consulta externa,personas de 20 a 39 anos,2024-03-01,54,137,5,19,27,37,191,24,215
ALTO BENI,consulta externa,personas de 20 a 39 anos,2024-03-01,206,344,7,11,0,0,550,18,568
ANCORAIMES,consulta externa,personas de 20 a 39 anos,2024-03-01,84,134,11,22,14,43,218,33,251
ANDAMARCA,consulta externa,personas de 20 a 39 anos,2024-03-01,51,60,2,4,0,0,111,6,117
ANTEQUERA,consulta externa,personas de 20 a 39 anos,2024-03-01,37,88,3,11,0,0,125,14,139
ANZALDO,consulta externa,personas de 20 a 39 anos,2024-03-01,63,97,5,12,0,0,160,17,177
APOLO,consulta externa,personas de 20 a 39 anos,2024-03-01,167,384,22,83,53,56,551,105,656
ARAMPAMPA,consulta externa,personas de 20 a 39 anos,2024-03-01,26,39,0,0,2,1,65,0,65
ARANI,consulta externa,personas de 20 a 39 anos,2024-03-01,47,110,9,107,0,0,157,116,273
ARBIETO,consulta externa,personas de 20 a 39 anos,2024-03-01,138,553,10,28,0,0,691,38,729
ARQUE,consulta externa,personas de 20 a 39 anos,2024-03-01,69,167,0,0,0,0,236,0,236
ASCENCION DE GUARAYOS,consulta externa,personas de 20 a 39 anos,2024-03-01,106,260,27,6,2,4,366,33,399
ATOCHA,consulta externa,personas de 20 a 39 anos,2024-03-01,436,630,105,127,72,71,1066,232,1298
AUCAPATA,consulta externa,personas de 20 a 39 anos,2024-03-01,58,111,6,5,44,32,169,11,180
AYATA,consulta externa,personas de 20 a 39 anos,2024-03-01,92,130,3,13,52,62,222,16,238
AYO AYO,consulta externa,personas de 20 a 39 anos,2024-03-01,74,206,2,2,0,0,280,4,284
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 20 a 39 anos,2024-03-01,508,567,65,70,40,89,1075,135,1210
AZURDUY,consulta externa,personas de 20 a 39 anos,2024-03-01,99,271,7,14,0,0,370,21,391
BATALLAS,consulta externa,personas de 20 a 39 anos,2024-03-01,78,227,28,61,4,6,305,89,394
BAURES,consulta externa,personas de 20 a 39 anos,2024-03-01,164,243,10,7,0,0,407,17,424
BELEN DE ANDAMARCA,consulta externa,personas de 20 a 39 anos,2024-03-01,22,53,2,2,0,0,75,4,79
BELEN DE URMIRI,consulta externa,personas de 20 a 39 anos,2024-03-01,10,15,0,0,4,7,25,0,25
BELLA FLOR,consulta externa,personas de 20 a 39 anos,2024-03-01,97,142,18,31,0,0,239,49,288
BERMEJO,consulta externa,personas de 20 a 39 anos,2024-03-01,830,1651,179,287,15,35,2481,466,2947
BETANZOS,consulta externa,personas de 20 a 39 anos,2024-03-01,291,652,19,29,0,0,943,48,991
BOLIVAR,consulta externa,personas de 20 a 39 anos,2024-03-01,18,53,0,7,0,0,71,7,78
BOLPEBRA,consulta externa,personas de 20 a 39 anos,2024-03-01,77,103,4,6,0,0,180,10,190
BOYUIBE,consulta externa,personas de 20 a 39 anos,2024-03-01,80,114,12,27,0,1,194,39,233
BUENA VISTA,consulta externa,personas de 20 a 39 anos,2024-03-01,148,366,7,11,5,10,514,18,532
CABEZAS,consulta externa,personas de 20 a 39 anos,2024-03-01,316,638,11,13,20,20,954,24,978
CAIROMA,consulta externa,personas de 20 a 39 anos,2024-03-01,204,302,9,5,6,6,506,14,520
"CAIZA ""D""",consulta externa,personas de 20 a 39 anos,2024-03-01,191,410,1,3,0,0,601,4,605
CAJUATA,consulta externa,personas de 20 a 39 anos,2024-03-01,150,313,44,105,60,106,463,149,612
CALACOTO,consulta externa,personas de 20 a 39 anos,2024-03-01,25,62,3,1,0,0,87,4,91
CALAMARCA,consulta externa,personas de 20 a 39 anos,2024-03-01,91,275,4,2,0,0,366,6,372
CAMARGO,consulta externa,personas de 20 a 39 anos,2024-03-01,266,585,18,105,0,0,851,123,974
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 20 a 39 anos,2024-03-01,58,108,2,9,3,2,166,11,177
CAMIRI,consulta externa,personas de 20 a 39 anos,2024-03-01,170,635,45,243,1,2,805,288,1093
CAPINOTA,consulta externa,personas de 20 a 39 anos,2024-03-01,213,674,18,102,0,0,887,120,1007
CAQUIAVIRI,consulta externa,personas de 20 a 39 anos,2024-03-01,51,134,2,1,0,0,185,3,188
CARACOLLO,consulta externa,personas de 20 a 39 anos,2024-03-01,220,642,31,91,9,27,862,122,984
CARANAVI,consulta externa,personas de 20 a 39 anos,2024-03-01,645,1437,54,127,27,21,2082,181,2263
CARANGAS,consulta externa,personas de 20 a 39 anos,2024-03-01,6,18,0,1,0,0,24,1,25
CARAPARI,consulta externa,personas de 20 a 39 anos,2024-03-01,312,684,10,82,24,17,996,92,1088
CARIPUYO,consulta externa,personas de 20 a 39 anos,2024-03-01,87,135,2,3,0,0,222,5,227
CARMEN RIVERO TORREZ,consulta externa,personas de 20 a 39 anos,2024-03-01,73,179,6,20,20,38,252,26,278
CATACORA,consulta externa,personas de 20 a 39 anos,2024-03-01,27,71,3,2,0,0,98,5,103
CHACARILLA,consulta externa,personas de 20 a 39 anos,2024-03-01,34,37,2,0,0,0,71,2,73
CHALLAPATA,consulta externa,personas de 20 a 39 anos,2024-03-01,202,741,12,71,55,252,943,83,1026
CHAQUI,consulta externa,personas de 20 a 39 anos,2024-03-01,62,144,4,3,0,0,206,7,213
CHARAGUA,consulta externa,personas de 20 a 39 anos,2024-03-01,307,765,21,74,0,0,1072,95,1167
CHARAÑA,consulta externa,personas de 20 a 39 anos,2024-03-01,51,47,6,4,0,0,98,10,108
CHAYANTA,consulta externa,personas de 20 a 39 anos,2024-03-01,173,279,6,24,54,151,452,30,482
CHIMORE,consulta externa,personas de 20 a 39 anos,2024-03-01,588,1045,36,68,0,0,1633,104,1737
CHIPAYA,consulta externa,personas de 20 a 39 anos,2024-03-01,39,76,2,3,0,0,115,5,120
CHOQUE COTA,consulta externa,personas de 20 a 39 anos,2024-03-01,9,28,0,0,0,0,37,0,37
CHUA COCANI,consulta externa,personas de 20 a 39 anos,2024-03-01,19,21,22,31,0,0,40,53,93
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 20 a 39 anos,2024-03-01,243,496,27,65,2,1,739,92,831
CHUMA,consulta externa,personas de 20 a 39 anos,2024-03-01,139,175,8,10,88,91,314,18,332
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 20 a 39 anos,2024-03-01,117,193,28,15,1,19,310,43,353
CKOCHAS,consulta externa,personas de 20 a 39 anos,2024-03-01,100,228,0,3,11,2,328,3,331
CLIZA,consulta externa,personas de 20 a 39 anos,2024-03-01,212,635,32,156,0,0,847,188,1035
COBIJA,consulta externa,personas de 20 a 39 anos,2024-03-01,925,2222,371,801,40,48,3147,1172,4319
COCAPATA,consulta externa,personas de 20 a 39 anos,2024-03-01,210,372,0,1,0,0,582,1,583
COCHABAMBA,consulta externa,personas de 20 a 39 anos,2024-03-01,12402,26796,5282,13322,1628,2256,39198,18604,57802
COIPASA,consulta externa,personas de 20 a 39 anos,2024-03-01,9,36,0,2,0,0,45,2,47
COLCAPIRHUA,consulta externa,personas de 20 a 39 anos,2024-03-01,424,1249,482,597,0,0,1673,1079,2752
"COLCHA ""K""",consulta externa,personas de 20 a 39 anos,2024-03-01,349,627,11,46,79,60,976,57,1033
COLLANA,consulta externa,personas de 20 a 39 anos,2024-03-01,38,93,3,9,0,0,131,12,143
COLOMI,consulta externa,personas de 20 a 39 anos,2024-03-01,161,396,12,29,79,149,557,41,598
COLPA BELGICA,consulta externa,personas de 20 a 39 anos,2024-03-01,69,193,15,58,20,27,262,73,335
COLQUECHACA,consulta externa,personas de 20 a 39 anos,2024-03-01,128,336,4,1,13,26,464,5,469
COLQUENCHA,consulta externa,personas de 20 a 39 anos,2024-03-01,112,273,7,41,0,0,385,48,433
COLQUIRI,consulta externa,personas de 20 a 39 anos,2024-03-01,237,296,105,50,52,61,533,155,688
COMANCHE,consulta externa,personas de 20 a 39 anos,2024-03-01,15,38,0,1,0,0,53,1,54
COMARAPA,consulta externa,personas de 20 a 39 anos,2024-03-01,147,586,8,56,9,11,733,64,797
COMBAYA,consulta externa,personas de 20 a 39 anos,2024-03-01,33,35,1,2,0,0,68,3,71
CONCEPCION,consulta externa,personas de 20 a 39 anos,2024-03-01,165,236,5,10,0,0,401,15,416
COPACABANA,consulta externa,personas de 20 a 39 anos,2024-03-01,77,184,3,3,0,0,261,6,267
CORIPATA,consulta externa,personas de 20 a 39 anos,2024-03-01,237,423,11,30,12,16,660,41,701
CORO CORO,consulta externa,personas de 20 a 39 anos,2024-03-01,86,181,3,11,0,0,267,14,281
COROICO,consulta externa,personas de 20 a 39 anos,2024-03-01,249,626,32,127,21,38,875,159,1034
CORQUE,consulta externa,personas de 20 a 39 anos,2024-03-01,110,180,7,21,33,23,290,28,318
COTAGAITA,consulta externa,personas de 20 a 39 anos,2024-03-01,483,757,29,38,100,171,1240,67,1307
COTOCA,consulta externa,personas de 20 a 39 anos,2024-03-01,630,2315,157,513,124,384,2945,670,3615
CRUZ DE MACHACAMARCA,consulta externa,personas de 20 a 39 anos,2024-03-01,5,13,0,0,0,1,18,0,18
CUATRO CAÑADAS,consulta externa,personas de 20 a 39 anos,2024-03-01,188,564,32,127,1,4,752,159,911
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 20 a 39 anos,2024-03-01,19,60,0,4,0,0,79,4,83
CUEVO,consulta externa,personas de 20 a 39 anos,2024-03-01,75,175,6,8,0,0,250,14,264
CULPINA,consulta externa,personas de 20 a 39 anos,2024-03-01,134,377,2,4,0,0,511,6,517
CURAHUARA DE CARANGAS,consulta externa,personas de 20 a 39 anos,2024-03-01,50,86,0,7,43,49,136,7,143
CURVA,consulta externa,personas de 20 a 39 anos,2024-03-01,34,62,0,3,16,26,96,3,99
DESAGUADERO,consulta externa,personas de 20 a 39 anos,2024-03-01,54,120,3,23,16,23,174,26,200
EL ALTO,consulta externa,personas de 20 a 39 anos,2024-03-01,5657,17437,2294,6129,1125,2011,23094,8423,31517
EL CHORO,consulta externa,personas de 20 a 39 anos,2024-03-01,28,92,1,1,2,3,120,2,122
EL PUENTE(STC),consulta externa,personas de 20 a 39 anos,2024-03-01,125,312,8,3,14,14,437,11,448
EL PUENTE(TJA),consulta externa,personas de 20 a 39 anos,2024-03-01,148,394,6,10,90,221,542,16,558
EL TORNO,consulta externa,personas de 20 a 39 anos,2024-03-01,636,1695,276,698,0,0,2331,974,3305
EL VILLAR,consulta externa,personas de 20 a 39 anos,2024-03-01,91,130,5,3,0,0,221,8,229
ENTRE RIOS TRJ,consulta externa,personas de 20 a 39 anos,2024-03-01,351,878,11,21,0,0,1229,32,1261
ENTRE RIOS CBBA,consulta externa,personas de 20 a 39 anos,2024-03-01,354,1024,66,142,191,711,1378,208,1586
ESCARA,consulta externa,personas de 20 a 39 anos,2024-03-01,2,8,0,1,0,0,10,1,11
ESCOMA,consulta externa,personas de 20 a 39 anos,2024-03-01,43,106,0,0,0,0,149,0,149
ESMERALDA,consulta externa,personas de 20 a 39 anos,2024-03-01,19,20,1,0,3,6,39,1,40
EUCALIPTUS,consulta externa,personas de 20 a 39 anos,2024-03-01,24,68,2,5,16,32,92,7,99
EUREKA (SANTOS MERCADO),consulta externa,personas de 20 a 39 anos,2024-03-01,34,35,1,4,0,0,69,5,74
EXALTACION,consulta externa,personas de 20 a 39 anos,2024-03-01,57,101,0,3,0,0,158,3,161
FERNANDEZ ALONSO,consulta externa,personas de 20 a 39 anos,2024-03-01,136,490,15,45,0,2,626,60,686
FILADELFIA,consulta externa,personas de 20 a 39 anos,2024-03-01,129,216,8,17,198,213,345,25,370
GAIOC JATUN AYLLU YURA,consulta externa,personas de 20 a 39 anos,2024-03-01,49,112,0,1,0,0,161,1,162
