,group,variable,month,PERSONAS DE 15 A 19 AÑOS NUEVO,PERSONAS DE 15 A 19 AÑOS NUEVO,PERSONAS DE 15 A 19 AÑOS REPETIDO,PERSONAS DE 15 A 19 AÑOS REPETIDO,PERSONAS DE 15 A 19 AÑOS PRIMERA,PERSONAS DE 15 A 19 AÑOS PRIMERA,TOTALES,TOTALES,TOTALES
CAMIRI,consulta externa,personas de 15 a 19 anos,2024-03-01,54,134,10,51,0,0,188,61,249
CAPINOTA,consulta externa,personas de 15 a 19 anos,2024-03-01,130,197,6,30,0,0,327,36,363
CAQUIAVIRI,consulta externa,personas de 15 a 19 anos,2024-03-01,37,38,0,0,0,0,75,0,75
CARACOLLO,consulta externa,personas de 15 a 19 anos,2024-03-01,81,139,13,11,16,9,220,24,244
CARANAVI,consulta externa,personas de 15 a 19 anos,2024-03-01,202,325,5,20,16,31,527,25,552
CARANGAS,consulta externa,personas de 15 a 19 anos,2024-03-01,1,1,0,0,0,0,2,0,2
CARAPARI,consulta externa,personas de 15 a 19 anos,2024-03-01,125,141,3,11,11,4,266,14,280
CARIPUYO,consulta externa,personas de 15 a 19 anos,2024-03-01,51,64,2,1,0,0,115,3,118
CARMEN RIVERO TORREZ,consulta externa,personas de 15 a 19 anos,2024-03-01,35,59,1,2,6,7,94,3,97
CATACORA,consulta externa,personas de 15 a 19 anos,2024-03-01,9,14,0,0,0,0,23,0,23
CHACARILLA,consulta externa,personas de 15 a 19 anos,2024-03-01,4,13,0,0,0,0,17,0,17
CHALLAPATA,consulta externa,personas de 15 a 19 anos,2024-03-01,43,116,1,19,17,35,159,20,179
CHAQUI,consulta externa,personas de 15 a 19 anos,2024-03-01,52,54,1,1,0,0,106,2,108
CHARAGUA,consulta externa,personas de 15 a 19 anos,2024-03-01,109,243,5,22,0,0,352,27,379
CHARAÑA,consulta externa,personas de 15 a 19 anos,2024-03-01,22,16,1,0,0,0,38,1,39
CHAYANTA,consulta externa,personas de 15 a 19 anos,2024-03-01,59,73,2,3,17,25,132,5,137
CHIMORE,consulta externa,personas de 15 a 19 anos,2024-03-01,179,258,28,19,0,0,437,47,484
CHIPAYA,consulta externa,personas de 15 a 19 anos,2024-03-01,8,13,0,1,0,0,21,1,22
CHOQUE COTA,consulta externa,personas de 15 a 19 anos,2024-03-01,11,6,0,0,0,0,17,0,17
CHUA COCANI,consulta externa,personas de 15 a 19 anos,2024-03-01,7,5,3,0,0,0,12,3,15
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 15 a 19 anos,2024-03-01,57,121,8,10,5,2,178,18,196
CHUMA,consulta externa,personas de 15 a 19 anos,2024-03-01,45,67,0,1,35,39,112,1,113
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 15 a 19 anos,2024-03-01,27,56,0,6,3,3,83,6,89
CKOCHAS,consulta externa,personas de 15 a 19 anos,2024-03-01,84,113,0,0,6,3,197,0,197
CLIZA,consulta externa,personas de 15 a 19 anos,2024-03-01,56,140,11,19,0,0,196,30,226
COBIJA,consulta externa,personas de 15 a 19 anos,2024-03-01,378,449,67,103,5,6,827,170,997
COCAPATA,consulta externa,personas de 15 a 19 anos,2024-03-01,42,109,0,1,0,0,151,1,152
COCHABAMBA,consulta externa,personas de 15 a 19 anos,2024-03-01,3525,4745,1304,1601,550,558,8270,2905,11175
COIPASA,consulta externa,personas de 15 a 19 anos,2024-03-01,4,5,0,0,0,0,9,0,9
COLCAPIRHUA,consulta externa,personas de 15 a 19 anos,2024-03-01,223,281,85,88,0,0,504,173,677
"COLCHA ""K""",consulta externa,personas de 15 a 19 anos,2024-03-01,125,122,14,6,20,16,247,20,267
COLLANA,consulta externa,personas de 15 a 19 anos,2024-03-01,20,19,4,4,0,0,39,8,47
COLOMI,consulta externa,personas de 15 a 19 anos,2024-03-01,54,99,3,13,32,48,153,16,169
COLPA BELGICA,consulta externa,personas de 15 a 19 anos,2024-03-01,23,44,3,11,5,8,67,14,81
COLQUECHACA,consulta externa,personas de 15 a 19 anos,2024-03-01,36,86,0,2,4,6,122,2,124
COLQUENCHA,consulta externa,personas de 15 a 19 anos,2024-03-01,27,42,8,3,0,0,69,11,80
COLQUIRI,consulta externa,personas de 15 a 19 anos,2024-03-01,64,106,26,39,20,19,170,65,235
COMANCHE,consulta externa,personas de 15 a 19 anos,2024-03-01,8,10,0,0,0,0,18,0,18
COMARAPA,consulta externa,personas de 15 a 19 anos,2024-03-01,57,117,5,7,4,2,174,12,186
COMBAYA,consulta externa,personas de 15 a 19 anos,2024-03-01,10,15,0,0,0,0,25,0,25
CONCEPCION,consulta externa,personas de 15 a 19 anos,2024-03-01,49,66,4,3,0,2,115,7,122
COPACABANA,consulta externa,personas de 15 a 19 anos,2024-03-01,39,61,0,1,0,0,100,1,101
CORIPATA,consulta externa,personas de 15 a 19 anos,2024-03-01,65,84,4,2,2,3,149,6,155
CORO CORO,consulta externa,personas de 15 a 19 anos,2024-03-01,39,60,2,4,0,0,99,6,105
COROICO,consulta externa,personas de 15 a 19 anos,2024-03-01,78,96,9,16,7,2,174,25,199
CORQUE,consulta externa,personas de 15 a 19 anos,2024-03-01,143,72,4,6,78,11,215,10,225
COTAGAITA,consulta externa,personas de 15 a 19 anos,2024-03-01,123,205,6,4,37,59,328,10,338
COTOCA,consulta externa,personas de 15 a 19 anos,2024-03-01,257,528,70,112,87,114,785,182,967
CRUZ DE MACHACAMARCA,consulta externa,personas de 15 a 19 anos,2024-03-01,1,0,0,0,0,0,1,0,1
CUATRO CAÑADAS,consulta externa,personas de 15 a 19 anos,2024-03-01,82,120,12,23,0,2,202,35,237
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 15 a 19 anos,2024-03-01,5,7,0,0,0,0,12,0,12
CUEVO,consulta externa,personas de 15 a 19 anos,2024-03-01,28,44,0,2,0,0,72,2,74
CULPINA,consulta externa,personas de 15 a 19 anos,2024-03-01,59,100,11,8,0,0,159,19,178
CURAHUARA DE CARANGAS,consulta externa,personas de 15 a 19 anos,2024-03-01,49,12,1,0,48,10,61,1,62
CURVA,consulta externa,personas de 15 a 19 anos,2024-03-01,4,13,0,0,3,9,17,0,17
DESAGUADERO,consulta externa,personas de 15 a 19 anos,2024-03-01,17,26,6,2,7,7,43,8,51
EL ALTO,consulta externa,personas de 15 a 19 anos,2024-03-01,1991,2967,650,918,346,394,4958,1568,6526
EL CHORO,consulta externa,personas de 15 a 19 anos,2024-03-01,13,22,0,1,0,0,35,1,36
EL PUENTE(STC),consulta externa,personas de 15 a 19 anos,2024-03-01,41,79,5,4,2,6,120,9,129
EL PUENTE(TJA),consulta externa,personas de 15 a 19 anos,2024-03-01,35,54,0,0,26,37,89,0,89
EL TORNO,consulta externa,personas de 15 a 19 anos,2024-03-01,277,446,235,278,0,0,723,513,1236
EL VILLAR,consulta externa,personas de 15 a 19 anos,2024-03-01,30,48,0,0,0,0,78,0,78
ENTRE RIOS TRJ,consulta externa,personas de 15 a 19 anos,2024-03-01,140,211,1,1,0,0,351,2,353
ENTRE RIOS CBBA,consulta externa,personas de 15 a 19 anos,2024-03-01,177,205,16,24,51,147,382,40,422
ESCARA,consulta externa,personas de 15 a 19 anos,2024-03-01,4,10,0,0,0,0,14,0,14
ESCOMA,consulta externa,personas de 15 a 19 anos,2024-03-01,9,10,0,0,0,0,19,0,19
ESMERALDA,consulta externa,personas de 15 a 19 anos,2024-03-01,0,1,0,0,0,0,1,0,1
EUCALIPTUS,consulta externa,personas de 15 a 19 anos,2024-03-01,9,17,1,2,8,10,26,3,29
EUREKA (SANTOS MERCADO),consulta externa,personas de 15 a 19 anos,2024-03-01,46,55,0,0,0,0,101,0,101
EXALTACION,consulta externa,personas de 15 a 19 anos,2024-03-01,8,22,0,3,0,0,30,3,33
FERNANDEZ ALONSO,consulta externa,personas de 15 a 19 anos,2024-03-01,67,110,1,19,0,0,177,20,197
FILADELFIA,consulta externa,personas de 15 a 19 anos,2024-03-01,16,45,0,1,48,58,61,1,62
GAIOC JATUN AYLLU YURA,consulta externa,personas de 15 a 19 anos,2024-03-01,34,51,0,0,0,0,85,0,85
GENERAL SAAVEDRA,consulta externa,personas de 15 a 19 anos,2024-03-01,90,183,4,5,0,0,273,9,282
GIA-TIM,consulta externa,personas de 15 a 19 anos,2024-03-01,19,27,0,0,1,1,46,0,46
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 15 a 19 anos,2024-03-01,38,48,0,0,0,0,86,0,86
GUANAY,consulta externa,personas de 15 a 19 anos,2024-03-01,28,71,4,10,0,0,99,14,113
GUAQUI,consulta externa,personas de 15 a 19 anos,2024-03-01,20,24,0,1,8,10,44,1,45
GUAYARAMERIN,consulta externa,personas de 15 a 19 anos,2024-03-01,187,275,10,27,31,47,462,37,499
GUTIERREZ,consulta externa,personas de 15 a 19 anos,2024-03-01,85,139,3,6,0,0,224,9,233
HUACARAJE,consulta externa,personas de 15 a 19 anos,2024-03-01,9,17,0,1,1,0,26,1,27
HUACARETA,consulta externa,personas de 15 a 19 anos,2024-03-01,49,57,1,3,0,0,106,4,110
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 15 a 19 anos,2024-03-01,17,41,0,0,1,3,58,0,58
HUACHACALLA,consulta externa,personas de 15 a 19 anos,2024-03-01,3,8,0,0,0,1,11,0,11
HUANUNI,consulta externa,personas de 15 a 19 anos,2024-03-01,169,192,15,16,12,11,361,31,392
HUARINA,consulta externa,personas de 15 a 19 anos,2024-03-01,17,28,4,6,0,0,45,10,55
HUATAJATA,consulta externa,personas de 15 a 19 anos,2024-03-01,3,12,0,3,0,0,15,3,18
HUAYLLAMARCA,consulta externa,personas de 15 a 19 anos,2024-03-01,24,37,1,0,0,0,61,1,62
HUMANATA,consulta externa,personas de 15 a 19 anos,2024-03-01,13,10,0,1,0,0,23,1,24
ICHOCA,consulta externa,personas de 15 a 19 anos,2024-03-01,16,24,6,3,1,3,40,9,49
ICLA,consulta externa,personas de 15 a 19 anos,2024-03-01,33,74,1,5,0,0,107,6,113
INCAHUASI,consulta externa,personas de 15 a 19 anos,2024-03-01,36,103,1,5,8,32,139,6,145
INGAVI (HUMAITA),consulta externa,personas de 15 a 19 anos,2024-03-01,6,24,0,0,0,0,30,0,30
INQUISIVI,consulta externa,personas de 15 a 19 anos,2024-03-01,39,63,3,2,4,3,102,5,107
IRUPANA (VILLA DE LANZA),consulta externa,personas de 15 a 19 anos,2024-03-01,91,104,4,3,0,0,195,7,202
IXIAMAS,consulta externa,personas de 15 a 19 anos,2024-03-01,29,59,0,0,0,0,88,0,88
JESUS DE MACHACA,consulta externa,personas de 15 a 19 anos,2024-03-01,33,65,6,9,5,6,98,15,113
LA ASUNTA,consulta externa,personas de 15 a 19 anos,2024-03-01,165,239,5,5,90,106,404,10,414
LA GUARDIA,consulta externa,personas de 15 a 19 anos,2024-03-01,479,730,64,163,43,38,1209,227,1436
LA PAZ,consulta externa,personas de 15 a 19 anos,2024-03-01,3393,4250,1183,1630,229,289,7643,2813,10456
LA RIVERA,consulta externa,personas de 15 a 19 anos,2024-03-01,5,6,0,1,0,0,11,1,12
LAGUNILLAS,consulta externa,personas de 15 a 19 anos,2024-03-01,39,68,9,10,0,0,107,19,126
LAJA,consulta externa,personas de 15 a 19 anos,2024-03-01,67,91,5,11,0,0,158,16,174
LAS CARRERAS,consulta externa,personas de 15 a 19 anos,2024-03-01,9,22,0,0,0,0,31,0,31
LICOMA PAMPA,consulta externa,personas de 15 a 19 anos,2024-03-01,19,20,1,0,0,0,39,1,40
LLALLAGUA,consulta externa,personas de 15 a 19 anos,2024-03-01,165,391,8,44,4,2,556,52,608
LLICA,consulta externa,personas de 15 a 19 anos,2024-03-01,20,33,1,1,0,0,53,2,55
LORETO,consulta externa,personas de 15 a 19 anos,2024-03-01,18,37,2,6,0,0,55,8,63
LURIBAY,consulta externa,personas de 15 a 19 anos,2024-03-01,56,61,0,0,0,0,117,0,117
MACHACAMARCA,consulta externa,personas de 15 a 19 anos,2024-03-01,20,38,0,2,8,16,58,2,60
MACHARETI,consulta externa,personas de 15 a 19 anos,2024-03-01,71,81,3,11,40,23,152,14,166
MAGDALENA,consulta externa,personas de 15 a 19 anos,2024-03-01,33,43,4,6,6,14,76,10,86
MAIRANA,consulta externa,personas de 15 a 19 anos,2024-03-01,36,61,3,16,0,0,97,19,116
MALLA,consulta externa,personas de 15 a 19 anos,2024-03-01,16,20,0,0,0,0,36,0,36
MAPIRI,consulta externa,personas de 15 a 19 anos,2024-03-01,44,86,0,3,0,0,130,3,133
MECAPACA,consulta externa,personas de 15 a 19 anos,2024-03-01,50,55,2,8,0,0,105,10,115
MINEROS,consulta externa,personas de 15 a 19 anos,2024-03-01,40,164,7,15,0,0,204,22,226
MIZQUE,consulta externa,personas de 15 a 19 anos,2024-03-01,58,139,5,17,37,37,197,22,219
MOCOMOCO,consulta externa,personas de 15 a 19 anos,2024-03-01,41,62,8,4,0,0,103,12,115
MOJINETE,consulta externa,personas de 15 a 19 anos,2024-03-01,11,15,1,2,0,0,26,3,29
MOJOCOYA,consulta externa,personas de 15 a 19 anos,2024-03-01,29,44,3,3,0,0,73,6,79
MONTEAGUDO,consulta externa,personas de 15 a 19 anos,2024-03-01,150,183,37,36,14,5,333,73,406
MONTERO,consulta externa,personas de 15 a 19 anos,2024-03-01,495,1118,111,223,69,34,1613,334,1947
MORO MORO,consulta externa,personas de 15 a 19 anos,2024-03-01,17,22,1,2,0,0,39,3,42
MOROCHATA,consulta externa,personas de 15 a 19 anos,2024-03-01,27,40,0,0,0,0,67,0,67
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 15 a 19 anos,2024-03-01,28,35,0,0,0,0,63,0,63
NAZACARA DE PACAJES,consulta externa,personas de 15 a 19 anos,2024-03-01,2,0,0,0,0,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 15 a 19 anos,2024-03-01,14,10,0,4,0,0,24,4,28
OCURI,consulta externa,personas de 15 a 19 anos,2024-03-01,53,106,1,0,1,0,159,1,160
OKINAWA,consulta externa,personas de 15 a 19 anos,2024-03-01,50,95,12,21,0,0,145,33,178
OMEREQUE,consulta externa,personas de 15 a 19 anos,2024-03-01,33,51,1,1,0,0,84,2,86
ORURO,consulta externa,personas de 15 a 19 anos,2024-03-01,1732,2393,360,522,269,361,4125,882,5007
PADCAYA,consulta externa,personas de 15 a 19 anos,2024-03-01,124,109,4,2,82,75,233,6,239
PADILLA,consulta externa,personas de 15 a 19 anos,2024-03-01,35,74,3,7,0,0,109,10,119
PAILON,consulta externa,personas de 15 a 19 anos,2024-03-01,60,212,5,30,0,0,272,35,307
PALCA,consulta externa,personas de 15 a 19 anos,2024-03-01,70,119,3,9,10,13,189,12,201
PALOS BLANCOS,consulta externa,personas de 15 a 19 anos,2024-03-01,168,262,27,43,0,0,430,70,500
PAMPA AULLAGAS,consulta externa,personas de 15 a 19 anos,2024-03-01,16,9,0,0,0,0,25,0,25
PAMPA GRANDE,consulta externa,personas de 15 a 19 anos,2024-03-01,10,38,0,3,0,0,48,3,51
PAPEL PAMPA,consulta externa,personas de 15 a 19 anos,2024-03-01,22,28,0,0,14,12,50,0,50
PASORAPA,consulta externa,personas de 15 a 19 anos,2024-03-01,50,33,3,1,2,2,83,4,87
PATACAMAYA,consulta externa,personas de 15 a 19 anos,2024-03-01,88,115,5,30,0,0,203,35,238
PAZÑA,consulta externa,personas de 15 a 19 anos,2024-03-01,21,26,2,1,8,9,47,3,50
PELECHUCO,consulta externa,personas de 15 a 19 anos,2024-03-01,38,37,2,1,7,8,75,3,78
POCOATA,consulta externa,personas de 15 a 19 anos,2024-03-01,81,171,0,5,0,1,252,5,257
POCONA,consulta externa,personas de 15 a 19 anos,2024-03-01,40,60,0,0,0,0,100,0,100
POJO (CBBA),consulta externa,personas de 15 a 19 anos,2024-03-01,42,78,9,8,0,0,120,17,137
POOPO,consulta externa,personas de 15 a 19 anos,2024-03-01,28,55,0,0,0,0,83,0,83
PORCO,consulta externa,personas de 15 a 19 anos,2024-03-01,18,66,1,1,35,49,84,2,86
POROMA,consulta externa,personas de 15 a 19 anos,2024-03-01,89,150,0,1,7,7,239,1,240
PORONGO,consulta externa,personas de 15 a 19 anos,2024-03-01,83,111,21,30,3,1,194,51,245
PORTACHUELO,consulta externa,personas de 15 a 19 anos,2024-03-01,23,50,35,104,6,7,73,139,212
PORVENIR,consulta externa,personas de 15 a 19 anos,2024-03-01,50,71,1,6,0,0,121,7,128
POSTRER VALLE,consulta externa,personas de 15 a 19 anos,2024-03-01,8,3,0,0,0,0,11,0,11
POTOSI,consulta externa,personas de 15 a 19 anos,2024-03-01,1757,2584,194,300,271,430,4341,494,4835
PRESTO,consulta externa,personas de 15 a 19 anos,2024-03-01,67,86,0,1,0,0,153,1,154
PUCARA,consulta externa,personas de 15 a 19 anos,2024-03-01,8,12,5,3,0,0,20,8,28
PUCARANI,consulta externa,personas de 15 a 19 anos,2024-03-01,65,136,6,15,0,0,201,21,222
PUERTO ACOSTA,consulta externa,personas de 15 a 19 anos,2024-03-01,38,27,1,1,0,3,65,2,67
PUERTO CARABUCO,consulta externa,personas de 15 a 19 anos,2024-03-01,33,52,2,3,0,0,85,5,90
PUERTO GONZALO MORENO,consulta externa,personas de 15 a 19 anos,2024-03-01,58,89,10,14,39,37,147,24,171
PUERTO PEREZ,consulta externa,personas de 15 a 19 anos,2024-03-01,18,22,0,0,0,0,40,0,40
PUERTO QUIJARRO,consulta externa,personas de 15 a 19 anos,2024-03-01,36,51,14,9,221,32,87,23,110
PUERTO RICO,consulta externa,personas de 15 a 19 anos,2024-03-01,64,114,0,0,0,0,178,0,178
PUERTO SILES,consulta externa,personas de 15 a 19 anos,2024-03-01,12,10,0,0,0,0,22,0,22
PUERTO SUAREZ,consulta externa,personas de 15 a 19 anos,2024-03-01,34,114,3,3,32,70,148,6,154
PUERTO VILLARROEL,consulta externa,personas de 15 a 19 anos,2024-03-01,363,643,48,91,0,2,1006,139,1145
PUNA,consulta externa,personas de 15 a 19 anos,2024-03-01,89,120,0,1,74,82,209,1,210
PUNATA,consulta externa,personas de 15 a 19 anos,2024-03-01,134,239,68,103,0,0,373,171,544
QUIABAYA,consulta externa,personas de 15 a 19 anos,2024-03-01,16,25,1,0,0,0,41,1,42
QUILLACOLLO,consulta externa,personas de 15 a 19 anos,2024-03-01,754,856,149,190,12,27,1610,339,1949
QUIME,consulta externa,personas de 15 a 19 anos,2024-03-01,27,28,6,5,1,0,55,11,66
QUIRUSILLAS,consulta externa,personas de 15 a 19 anos,2024-03-01,10,14,3,1,0,0,24,4,28
RAQAYPAMPA(ETA),consulta externa,personas de 15 a 19 anos,2024-03-01,31,42,0,1,20,27,73,1,74
RAVELO,consulta externa,personas de 15 a 19 anos,2024-03-01,47,75,0,0,0,0,122,0,122
REYES,consulta externa,personas de 15 a 19 anos,2024-03-01,77,100,0,0,5,12,177,0,177
RIBERALTA,consulta externa,personas de 15 a 19 anos,2024-03-01,532,1034,97,148,194,133,1566,245,1811
ROBORE,consulta externa,personas de 15 a 19 anos,2024-03-01,84,128,28,26,15,7,212,54,266
RURRENABAQUE,consulta externa,personas de 15 a 19 anos,2024-03-01,81,208,18,10,8,8,289,28,317
SABAYA,consulta externa,personas de 15 a 19 anos,2024-03-01,11,24,0,2,0,0,35,2,37
SACABA,consulta externa,personas de 15 a 19 anos,2024-03-01,436,786,63,99,188,744,1222,162,1384
SACABAMBA,consulta externa,personas de 15 a 19 anos,2024-03-01,28,34,0,2,0,0,62,2,64
SACACA,consulta externa,personas de 15 a 19 anos,2024-03-01,40,63,1,1,1,4,103,2,105
SAIPINA,consulta externa,personas de 15 a 19 anos,2024-03-01,24,36,3,1,0,0,60,4,64
SALINAS DE GARCI MENDOZA,consulta externa,personas de 15 a 19 anos,2024-03-01,30,44,4,2,24,22,74,6,80
SAMAIPATA,consulta externa,personas de 15 a 19 anos,2024-03-01,73,88,2,2,0,0,161,4,165
SAN AGUSTIN,consulta externa,personas de 15 a 19 anos,2024-03-01,12,24,0,0,0,0,36,0,36
SAN ANDRES,consulta externa,personas de 15 a 19 anos,2024-03-01,90,136,1,14,2,1,226,15,241
SAN ANDRES DE MACHACA,consulta externa,personas de 15 a 19 anos,2024-03-01,19,21,1,5,0,0,40,6,46
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 15 a 19 anos,2024-03-01,21,9,0,0,2,4,30,0,30
SAN ANTONIO DE LOMERIO,consulta externa,personas de 15 a 19 anos,2024-03-01,28,36,2,1,0,0,64,3,67
SAN BENITO,consulta externa,personas de 15 a 19 anos,2024-03-01,23,49,5,12,0,0,72,17,89
SAN BORJA,consulta externa,personas de 15 a 19 anos,2024-03-01,235,408,27,92,99,149,643,119,762
SAN BUENA VENTURA,consulta externa,personas de 15 a 19 anos,2024-03-01,38,93,4,9,0,0,131,13,144
SAN CARLOS,consulta externa,personas de 15 a 19 anos,2024-03-01,40,99,0,3,0,0,139,3,142
SAN IGNACIO,consulta externa,personas de 15 a 19 anos,2024-03-01,96,186,6,7,10,26,282,13,295
SAN IGNACIO DE VELASCO,consulta externa,personas de 15 a 19 anos,2024-03-01,131,235,21,42,0,1,366,63,429
SAN JAVIER(BNI),consulta externa,personas de 15 a 19 anos,2024-03-01,27,25,1,1,0,0,52,2,54
SAN JAVIER(STC),consulta externa,personas de 15 a 19 anos,2024-03-01,39,47,0,2,0,0,86,2,88
SAN JOAQUIN,consulta externa,personas de 15 a 19 anos,2024-03-01,25,30,1,4,0,0,55,5,60
SAN JOSE DE CHIQUITOS,consulta externa,personas de 15 a 19 anos,2024-03-01,53,93,10,10,2,12,146,20,166
SAN JUAN DE YAPACANI,consulta externa,personas de 15 a 19 anos,2024-03-01,30,65,1,1,0,0,95,2,97
SAN JULIAN,consulta externa,personas de 15 a 19 anos,2024-03-01,150,249,4,13,33,28,399,17,416
SAN LORENZO(PND),consulta externa,personas de 15 a 19 anos,2024-03-01,41,69,8,13,0,0,110,21,131
SAN LORENZO(TJA),consulta externa,personas de 15 a 19 anos,2024-03-01,124,207,4,12,0,0,331,16,347
SAN LUCAS,consulta externa,personas de 15 a 19 anos,2024-03-01,91,219,2,2,0,3,310,4,314
SAN MATIAS,consulta externa,personas de 15 a 19 anos,2024-03-01,32,55,4,11,1,3,87,15,102
SAN MIGUEL DE VELASCO,consulta externa,personas de 15 a 19 anos,2024-03-01,53,75,9,50,0,0,128,59,187
SAN PABLO DE LIPEZ,consulta externa,personas de 15 a 19 anos,2024-03-01,21,35,0,1,0,1,56,1,57
SAN PEDRO,consulta externa,personas de 15 a 19 anos,2024-03-01,152,252,9,19,0,0,404,28,432
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 15 a 19 anos,2024-03-01,104,109,1,0,13,24,213,1,214
SAN PEDRO DE CURAHUARA,consulta externa,personas de 15 a 19 anos,2024-03-01,11,34,0,0,0,0,45,0,45
SAN PEDRO DE MACHA,consulta externa,personas de 15 a 19 anos,2024-03-01,58,74,0,0,0,2,132,0,132
SAN PEDRO DE QUEMES,consulta externa,personas de 15 a 19 anos,2024-03-01,12,10,4,0,0,0,22,4,26
SAN PEDRO DE TIQUINA,consulta externa,personas de 15 a 19 anos,2024-03-01,44,33,8,12,0,0,77,20,97
SAN PEDRO(PND),consulta externa,personas de 15 a 19 anos,2024-03-01,16,16,1,1,0,0,32,2,34
SAN RAFAEL,consulta externa,personas de 15 a 19 anos,2024-03-01,31,25,2,13,0,0,56,15,71
SAN RAMON BENI,consulta externa,personas de 15 a 19 anos,2024-03-01,20,35,4,8,0,0,55,12,67
SAN RAMON SCZ,consulta externa,personas de 15 a 19 anos,2024-03-01,21,66,0,2,0,0,87,2,89
SANTA ANA,consulta externa,personas de 15 a 19 anos,2024-03-01,49,94,3,4,0,0,143,7,150
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 15 a 19 anos,2024-03-01,5216,8902,1465,2245,916,1435,14118,3710,17828
SANTA ROSA,consulta externa,personas de 15 a 19 anos,2024-03-01,51,139,5,4,17,38,190,9,199
SANTA ROSA DEL SARA,consulta externa,personas de 15 a 19 anos,2024-03-01,71,121,3,6,10,26,192,9,201
SANTIAGO DE CALLAPA,consulta externa,personas de 15 a 19 anos,2024-03-01,27,42,1,0,0,0,69,1,70
SANTIAGO DE HUARI,consulta externa,personas de 15 a 19 anos,2024-03-01,24,55,1,1,3,1,79,2,81
SANTIAGO DE HUATA,consulta externa,personas de 15 a 19 anos,2024-03-01,17,31,8,4,0,0,48,12,60
SANTIAGO DE MACHACA,consulta externa,personas de 15 a 19 anos,2024-03-01,7,18,2,0,0,0,25,2,27
SANTIVAÑES,consulta externa,personas de 15 a 19 anos,2024-03-01,31,43,5,3,0,0,74,8,82
SANTUARIO DE QUILLACAS,consulta externa,personas de 15 a 19 anos,2024-03-01,29,29,0,1,21,21,58,1,59
SAPAHAQUI,consulta externa,personas de 15 a 19 anos,2024-03-01,13,30,0,3,0,6,43,3,46
SENA,consulta externa,personas de 15 a 19 anos,2024-03-01,51,95,0,0,0,0,146,0,146
SHINAOTA,consulta externa,personas de 15 a 19 anos,2024-03-01,198,210,15,37,27,27,408,52,460
SICA SICA (VILLA AROMA),consulta externa,personas de 15 a 19 anos,2024-03-01,79,106,0,3,0,0,185,3,188
SICAYA,consulta externa,personas de 15 a 19 anos,2024-03-01,21,32,2,6,0,0,53,8,61
SIPE SIPE,consulta externa,personas de 15 a 19 anos,2024-03-01,120,247,32,50,0,0,367,82,449
SOPACHUY,consulta externa,personas de 15 a 19 anos,2024-03-01,26,49,7,8,0,0,75,15,90
SORACACHI,consulta externa,personas de 15 a 19 anos,2024-03-01,35,70,0,1,6,2,105,1,106
SORATA,consulta externa,personas de 15 a 19 anos,2024-03-01,82,131,0,13,0,0,213,13,226
SUCRE,consulta externa,personas de 15 a 19 anos,2024-03-01,1650,2941,646,656,60,140,4591,1302,5893
TACACHI,consulta externa,personas de 15 a 19 anos,2024-03-01,5,7,0,2,0,0,12,2,14
TACACOMA,consulta externa,personas de 15 a 19 anos,2024-03-01,39,63,3,3,0,0,102,6,108
TACOBAMBA,consulta externa,personas de 15 a 19 anos,2024-03-01,53,42,0,2,0,0,95,2,97
TACOPAYA,consulta externa,personas de 15 a 19 anos,2024-03-01,18,43,0,2,1,3,61,2,63
TAHUA,consulta externa,personas de 15 a 19 anos,2024-03-01,10,5,0,1,0,0,15,1,16
TAPACARI,consulta externa,personas de 15 a 19 anos,2024-03-01,63,93,0,0,0,0,156,0,156
TARABUCO,consulta externa,personas de 15 a 19 anos,2024-03-01,60,95,3,6,0,0,155,9,164
TARACO,consulta externa,personas de 15 a 19 anos,2024-03-01,23,37,5,5,0,0,60,10,70
TARATA,consulta externa,personas de 15 a 19 anos,2024-03-01,11,21,2,6,0,0,32,8,40
TARIJA,consulta externa,personas de 15 a 19 anos,2024-03-01,1216,1751,348,420,91,124,2967,768,3735
TARVITA,consulta externa,personas de 15 a 19 anos,2024-03-01,75,114,5,9,0,0,189,14,203
TEOPONTE,consulta externa,personas de 15 a 19 anos,2024-03-01,36,58,0,2,0,0,94,2,96
TIAHUANACU,consulta externa,personas de 15 a 19 anos,2024-03-01,26,85,6,12,0,0,111,18,129
TINGUIPAYA,consulta externa,personas de 15 a 19 anos,2024-03-01,74,96,0,0,4,1,170,0,170
TIPUANI,consulta externa,personas de 15 a 19 anos,2024-03-01,28,35,0,1,0,0,63,1,64
TIQUIPAYA,consulta externa,personas de 15 a 19 anos,2024-03-01,194,410,20,65,0,0,604,85,689
TIRAQUE (CBBA),consulta externa,personas de 15 a 19 anos,2024-03-01,43,93,0,10,4,9,136,10,146
