municipality,group,variable,month,Nacidos vivos atendidos por personal de salud,TOTAL
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,1,1
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,4,4
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,15,15
URIONDO (A. CONCEPCION),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,3,3
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,9,9
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,8,8
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,10,10
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,5,5
VILLA RIVERO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,2,2
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,2,2
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,9,9
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,6,6
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,2,2
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,1,1
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,9,9
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,4,4
YACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,6,6
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,5,5
YAMPARAEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,3,3
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,4,4
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-03-01,1,1
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,30,30
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
ALALAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
ALCALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,10,10
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,8,8
ARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,5,5
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
ATOCHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
AUCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,5,5
AYATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,14,14
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,9,9
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,8,8
BELEN DE ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,15,15
BOLIVAR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,9,9
CAIROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,6,6
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,5,5
CAJUATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,7,7
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,8,8
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,8,8
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,9,9
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,7,7
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,7,7
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,25,25
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,8,8
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
CHACARILLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,13,13
CHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,5,5
CHARAÑA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,12,12
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
CHIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
CHOQUE COTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
CHUMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
CLIZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,11,11
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,21,21
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,8,8
COLQUIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,17,17
COMANCHE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,5,5
COMARAPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
COMBAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
COPACABANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
CORIPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,9,9
CORO CORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,6,6
COROICO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,7,7
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,10,10
CUATRO CAÑADAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
CUEVO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,9,9
DESAGUADERO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,8,8
EL CHORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
EL PUENTE(STC),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,5,5
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
EL VILLAR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,5,5
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,6,6
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
GUAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,12,12
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
HUACARETA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
HUANUNI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
HUAYLLAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,24,24
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,13,13
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,12,12
IXIAMAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,19,19
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,20,20
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,19,19
LAS CARRERAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,6,6
LLICA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
MACHACAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
MACHARETI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
MALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,5,5
MECAPACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,5,5
MINEROS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
MIZQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,7,7
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,6,6
MOJINETE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,6,6
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,18,18
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
NAZACARA DE PACAJES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,9,9
OKINAWA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
PALCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,17,17
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
PAZÑA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,17,17
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
POJO (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
PORCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,7,7
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,15,15
POSTRER VALLE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,8,8
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,20,20
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,6,6
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,7,7
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,7,7
PUERTO PEREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,5,5
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,6,6
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,32,32
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
QUIME,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
REYES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,5,5
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,5,5
SABAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
SACABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,5,5
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,6,6
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
SAN AGUSTIN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,5,5
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,19,19
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,10,10
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,9,9
SAN JOAQUIN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,5,5
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,30,30
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
SAN PEDRO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,5,5
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
SAN PEDRO(PND),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,6,6
SANTA ROSA DEL SARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
SANTIAGO DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
SANTIVAÑES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,5,5
SENA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,15,15
SICAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,8,8
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,9,9
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,15,15
TAHUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,27,27
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,8,8
TARACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,13,13
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,6,6
TIAWANACU,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,12,12
TIPUANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,5,5
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
TOCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
TOLATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,7,7
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,6,6
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
TOTORA(ORR),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,8,8
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,6,6
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,17,17
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,7,7
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
VALLEGRANDE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,13,13
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
VILLA RIVERO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,12,12
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,2,2
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
YACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,7,7
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,4,4
YANACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,1,1
YOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,10,10
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-04-01,3,3
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-05-01,4,4
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-05-01,18,18
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-05-01,2,2
ALALAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-05-01,1,1
ALCALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2008-05-01,1,1
