municipality,group,variable,month,12.6 Partos atendidos por partera capacitada,TOTAL
CURVA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,4,4
EL ALTO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,2,2
EL PUENTE(TJA),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
EL TORNO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
EUCALIPTUS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,2,2
INQUISIVI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
LAGUNILLAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
LAJA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
LLALLAGUA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,2,2
LORETO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
MACHARETI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
MINEROS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
MOROCHATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
OCURI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
ORURO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
PADILLA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,3,3
PATACAMAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
POCOATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,7,7
POROMA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,2,2
PUERTO CARABUCO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
PUERTO RICO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,2,2
RAVELO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,9,9
RIBERALTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,4,4
SACABA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
SACACA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
SAN BORJA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,4,4
SAN CARLOS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
SAN IGNACIO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,5,5
SAN LORENZO(PND),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
SAN LUCAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,2,2
SAN PABLO DE LIPEZ,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,2,2
SHINAOTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
SICAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,2,2
SUCRE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
TACOPAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,2,2
TAPACARI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,2,2
TARIJA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,5,5
TORO TORO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
VILLA MONTES,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,2,2
VILLA TUNARI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
VILLAZON,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
VINTO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
WARNES,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
YAPACANI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-05-01,1,1
ACHACACHI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
ANCORAIMES,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
APOLO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,6,6
ASCENCION DE GUARAYOS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,2,2
AYATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
AZURDUY,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
BATALLAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
BELLA FLOR,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
BETANZOS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
BUENA VISTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
CHALLAPATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,4,4
CHARAGUA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
CHAYANTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,2,2
CHIMORE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,3,3
CKOCHAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,3,3
COCAPATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
COLOMI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,2,2
COLQUECHACA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,10,10
CONCEPCION,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
COTAGAITA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
COTOCA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,3,3
CUEVO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,3,3
CULPINA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
CURVA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,2,2
EL TORNO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
IXIAMAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,2,2
LLALLAGUA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
MORO MORO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
MOROCHATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
OCURI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,2,2
OKINAWA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
PALCA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,4,4
POCOATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,5,5
POJO (CBBA),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
POROMA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,2,2
PUERTO GONZALO MORENO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
QUILLACOLLO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
RAVELO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,6,6
REYES,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
RIBERALTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,4,4
SACABA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
SACACA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,5,5
SAN BORJA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,12,12
SAN IGNACIO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,4,4
SAN JAVIER(BNI),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
SAN JAVIER(STC),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
SAN LUCAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,2,2
SAN PEDRO(PND),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
SHINAOTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,3,3
SICAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
SUCRE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
TAPACARI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,6,6
TINGUIPAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,7,7
TIQUIPAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,2,2
TORO TORO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,2,2
TUPIZA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
UYUNI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
VALLEGRANDE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
VILLA TUNARI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
VITICHI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-06-01,1,1
ACACIO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
ACHACACHI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,2,2
ACHOCALLA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
AIQUILE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
ANDAMARCA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
APOLO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
ARAMPAMPA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
ATOCHA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
AYATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
BUENA VISTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
CALAMARCA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
CAMARGO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
CARACOLLO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
CARIPUYO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,2,2
CHALLAPATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,4,4
CHARAGUA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
CHAYANTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,6,6
CHIMORE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
CHOQUE COTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,2,2
CKOCHAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,2,2
COCAPATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
COLOMI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,4,4
COLQUECHACA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,10,10
COPACABANA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,2,2
CORO CORO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
COTAGAITA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
COTOCA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
CUEVO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,2,2
CURVA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
EL ALTO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,3,3
GUAYARAMERIN,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,2,2
HUACARETA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
LLALLAGUA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
MOROCHATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
OCURI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
POCOATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,6,6
PORCO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
POROMA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
POTOSI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
PUCARANI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
QUILLACOLLO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,3,3
RAVELO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,6,6
REYES,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
RIBERALTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,2,2
SACABA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
SACACA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
SAN BORJA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,11,11
SAN IGNACIO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,2,2
SIPE SIPE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,2,2
TACOPAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,2,2
TAPACARI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,3,3
TINGUIPAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,17,17
TIQUIPAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,3,3
TORO TORO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,5,5
VINTO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
WARNES,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,2,2
YACUIBA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,1,1
YAPACANI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-07-01,2,2
ACHACACHI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
ACHOCALLA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
AIQUILE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,2,2
ANDAMARCA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
APOLO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,2,2
ARQUE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
CABEZAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
CAMIRI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
CAPINOTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
CHALLAPATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,7,7
CHAYANTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,3,3
CKOCHAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,3,3
COLOMI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,2,2
COLQUECHACA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,8,8
CORO CORO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
COTAGAITA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
COTOCA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
CUEVO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
CULPINA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
EL CHORO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
EL VILLAR,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
HUANUNI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
ICLA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,2,2
IXIAMAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
LA GUARDIA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
LLALLAGUA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,4,4
MAIRANA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
MAPIRI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,2,2
MONTEAGUDO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
MOROCHATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,2,2
ORURO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
PADILLA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
PALCA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
PATACAMAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
POCOATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,2,2
PORTACHUELO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
PRESTO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,3,3
PUERTO RICO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,3,3
PUERTO SUAREZ,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
QUILLACOLLO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,2,2
RAVELO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,7,7
REYES,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
RIBERALTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,2,2
SACABA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
SAMAIPATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
SAN BORJA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,6,6
SAN IGNACIO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,2,2
SAN LUCAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
SAN MATIAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
SAN PEDRO(PND),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
SHINAOTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
SUCRE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
TAPACARI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,3,3
TINGUIPAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,5,5
TIQUIPAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,7,7
TORO TORO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
UNCIA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
UYUNI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,2,2
VIACHA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,3,3
VILLA TUNARI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,1,1
YANACACHI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,3,3
YAPACANI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-08-01,2,2
ACHACACHI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
AIQUILE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,3,3
APOLO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,6,6
ARQUE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
ATOCHA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
CARANAVI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,2,2
CARAPARI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,2,2
CARIPUYO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
CHALLAPATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,3,3
CHIMORE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,2,2
CKOCHAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,2,2
COCAPATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
COLOMI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,4,4
COLQUECHACA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,13,13
CONCEPCION,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,2,2
COPACABANA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
CORO CORO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
COTAGAITA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
CULPINA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
CURVA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,4,4
EL ALTO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,5,5
EL TORNO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,2,2
HUACHACALLA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
INQUISIVI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
IXIAMAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,2,2
LLALLAGUA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
MECAPACA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
MOROCHATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,2,2
OCURI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,3,3
POCOATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
PRESTO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
