,group,variable,month,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,3,1,4
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,1,0,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,1,0,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,5,1,6
EL PUENTE(STC),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,1,0,1
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,3,1,4
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,0,1,1
GUAQUI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,3,0,3
INCAHUASI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,1,1,2
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,1,3,4
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,3,3,6
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,1,1,2
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,0,2,2
PRESTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,1,0,1
PUCARANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,1,1,2
PUERTO GONZALO MORENO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,2,2,4
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,2,1,3
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,1,3,4
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,1,1,2
SAN IGNACIO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,22,15,37
TACACOMA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,0,1,1
TIPUANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,2,1,3
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,1,0,1
TOLATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,0,1,1
VIACHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,0,1,1
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,0,2,2
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,1,0,1
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,1,0,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,0,1,1
ACHACACHI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,0,3,3
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,1,0,1
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,3,1,4
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,5,1,6
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,1,3,4
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,1,0,1
GUANAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,1,0,1
GUTIERREZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,2,3,5
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,1,1,2
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,1,2,3
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,0,4,4
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,3,0,3
PAMPA GRANDE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,0,2,2
PORONGO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,3,2,5
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,1,1,2
REYES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,2,0,2
ROBORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,0,3,3
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,1,0,1
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,1,1,2
SAN BUENA VENTURA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,0,2,2
SAN JAVIER(STC),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,1,3,4
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,26,16,42
SANTIVAÑES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,1,1,2
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,2,1,3
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,2,0,2
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,2,0,2
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,2,0,2
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,2,1,3
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,1,1,2
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-08-01,0,1,1
ARBIETO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,0,1,1
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,1,1,2
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,1,2,3
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,5,0,5
CLIZA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,2,0,2
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,4,6,10
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,0,5,5
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,3,2,5
EL PUENTE(STC),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,1,1,2
GENERAL SAAVEDRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,1,1,2
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,1,1,2
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,1,0,1
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,2,1,3
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,0,1,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,1,1,2
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,0,1,1
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,2,0,2
PUERTO GONZALO MORENO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,3,0,3
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,2,0,2
ROBORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,1,0,1
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,1,1,2
SAN IGNACIO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,1,1,2
SAN JAVIER(STC),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,1,1,2
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,22,16,38
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,0,1,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,1,0,1
TARABUCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,0,2,2
TARATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,0,1,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,1,1,2
TIPUANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,0,1,1
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,0,2,2
UMALA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,1,1,2
VIACHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,1,2,3
VILLA CHARCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,1,3,4
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,2,3,5
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,2,3,5
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-09-01,0,1,1
ACHACACHI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,0,1,1
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,0,1,1
BOYUIBE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,1,0,1
CAPINOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,1,1,2
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,3,4,7
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,1,0,1
COLQUECHACA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,2,0,2
CORIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,1,1,2
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,1,0,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,0,1,1
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,0,1,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,3,2,5
EL PUENTE(STC),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,1,0,1
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,1,1,2
FERNANDEZ ALONSO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,2,0,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,2,1,3
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,2,2,4
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,2,0,2
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,2,2,4
MOROCHATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,2,0,2
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,1,1,2
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,3,1,4
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,6,4,10
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,4,1,5
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,1,0,1
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,21,13,34
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,1,0,1
TAPACARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,1,1,2
TOMINA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,1,2,3
VALLEGRANDE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,0,1,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,7,2,9
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,0,3,3
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-10-01,1,0,1
ALTO BENI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,1,1,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,2,0,2
CAPINOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,4,2,6
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,2,0,2
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,4,5,9
COLQUECHACA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,1,0,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,0,3,3
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,0,1,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,4,1,5
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,0,2,2
GENERAL SAAVEDRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,1,1,2
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,2,3,5
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,1,0,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,2,4,6
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,3,0,3
PORCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,0,2,2
PORTACHUELO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,0,1,1
PUCARANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,0,2,2
PUERTO SUAREZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,3,3,6
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,2,0,2
SAMAIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,2,0,2
SAN BUENA VENTURA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,2,2,4
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,2,2,4
SAN LUCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,13,15,28
SANTIAGO DE HUATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,1,0,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,1,0,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,2,2,4
TINGUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,0,2,2
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,4,0,4
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,0,1,1
URUBICHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,2,1,3
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,6,1,7
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,0,5,5
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,3,0,3
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-11-01,1,0,1
CABEZAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,6,0,6
CAPINOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,1,1,2
CARAPARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,1,1,2
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,1,2,3
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,3,2,5
COPACABANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,1,0,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,2,2,4
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,1,2,3
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,3,1,4
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,1,0,1
MIZQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,0,1,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,2,1,3
OMEREQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,1,1,2
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,3,1,4
PUERTO GONZALO MORENO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,1,2,3
SACABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,0,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,21,16,37
SORATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,0,1,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,1,1,2
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,3,2,5
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,2,0,2
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,1,3,4
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,2,4,6
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-12-01,0,2,2
