,group,variable,month,N° DE TBP BAAR (+) NUEVOS CANTIDAD,N° DE TBP BAAR (+) NUEVOS CANTIDAD,TOTALES
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,2,1,3
SAN JAVIER(BNI),tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,1,1,2
SAN JAVIER(STC),tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,1,0,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,4,4,8
SAN LORENZO(TJA),tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,0,2,2
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,1,1,2
SAN RAFAEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,148,95,243
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,5,1,6
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,1,1,2
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,1,0,1
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,4,2,6
TACOBAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,1,0,1
TACOPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,0,1,1
TAPACARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,2,0,2
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,3,4,7
TEOPONTE,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,1,1,2
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,1,2,3
TOMINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,13,3,16
URUBICHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,0,1,1
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,4,2,6
VILLA CHARCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,5,3,8
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,0,1,1
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,2,0,2
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,3,1,4
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,10,8,18
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,12,6,18
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,5,1,6
YOTALA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,1,0,1
ZUDAÑEZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-03-01,0,1,1
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,1,2
ANZALDO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,1,2
APOLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
BATALLAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
BELEN DE ANDAMARCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
BETANZOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
BOYUIBE,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,0,2,2
BUENA VISTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
CALAMARCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
CAMARGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,8,5,13
CARAPARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
CHARAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
CHAYANTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,2,0,2
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,2,1,3
CKOCHAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,0,1,1
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,4,1,5
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,20,7,27
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,2,5,7
COLQUECHACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,2,0,2
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,1,2
COTAGAITA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,0,1,1
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,6,2,8
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,23,11,34
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,5,1,6
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,3,4,7
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,5,2,7
GUTIERREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,2,3
HUATAJATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
INCAHUASI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,0,1,1
INGAVI (HUMAITA),tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
INQUISIVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
IXIAMAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,5,1,6
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,5,2,7
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,22,6,28
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
LURIBAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,1,2
MAGDALENA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,0,1,1
MAIRANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,0,1,1
MAPIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,3,0,3
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,14,4,18
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,0,1,1
OCURI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,3,2,5
PADILLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,2,1,3
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,0,2,2
PALCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,2,0,2
PATACAMAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
POROMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,0,1,1
PORONGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,0,1,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,4,1,5
PUERTO ACOSTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
PUERTO PEREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,3,2,5
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,5,1,6
RAVELO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,2,3
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,8,4,12
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,2,0,2
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,7,0,7
SAN ANDRES,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,0,1,1
SAN BENITO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,0,1,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,1,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,2,0,2
SAN JOAQUIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,0,1,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,5,2,7
SAN LORENZO(TJA),tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,2,1,3
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,0,1,1
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,129,58,187
SANTA ROSA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,0,1,1
SAPAHAQUI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,1,2
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,3,1,4
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,4,1,5
TACACOMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,2,0,2
TACOBAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,5,4,9
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,4,2,6
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,7,4,11
UYUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,2,0,2
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,3,2,5
VILA VILA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,2,2,4
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,5,1,6
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,2,1,3
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,6,5,11
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,7,0,7
YANACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,2,0,2
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,6,1,7
YOCALLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-04-01,1,0,1
ACHOCALLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,1,2
ALTO BENI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,2,0,2
ARBIETO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,2,0,2
ATOCHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,0,1
AZURDUY,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,0,2,2
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,0,2,2
BETANZOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,0,1
BUENA VISTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,0,1,1
"CAIZA ""D""",tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,1,2
CAJUATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,1,2
CAMIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,0,1,1
CAPINOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,2,0,2
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,5,3,8
CARAPARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,0,1
CHARAÑA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,0,1
CHAYANTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,0,1,1
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,4,1,5
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,0,1
CLIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,1,2
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,4,1,5
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,23,8,31
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,2,3
"COLCHA ""K""",tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,0,1
COLOMI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,3,1,4
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,4,6,10
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,0,1
CULPINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,2,3
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,13,16,29
EL PUENTE(STC),tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,0,1
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,4,5
ENTRE RIOS TRJ,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,2,1,3
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,4,1,5
FILADELFIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,0,1,1
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,7,1,8
GUTIERREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,0,2,2
INCAHUASI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,0,2,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,0,1,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,3,5,8
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,7,4,11
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,16,11,27
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,3,1,4
LURIBAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,0,1
MACHARETI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,0,2,2
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,0,1,1
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,22,4,26
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,0,1,1
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,5,2,7
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,2,0,2
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,6,0,6
PAMPA GRANDE,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,0,1
PORTACHUELO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,0,1,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,3,4,7
PRESTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,0,1,1
PUCARANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,2,0,2
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,4,9,13
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,5,2,7
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,3,2,5
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,2,1,3
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,0,1
SAIPINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,0,1,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,2,3,5
SAN IGNACIO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,1,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,2,0,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,2,0,2
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,7,1,8
SAN LORENZO(TJA),tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,0,1
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,2,0,2
SAN MATIAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,1,2
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,2,0,2
SANTA ANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,130,56,186
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,2,0,2
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,4,0,4
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,2,3
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,2,0,2
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,4,0,4
TAPACARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,7,2,9
TARVITA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,0,1,1
TEOPONTE,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,2,0,2
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,2,1,3
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,1,2
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,14,7,21
URUBICHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,0,1
VALLEGRANDE,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,0,1
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,0,1,1
VILA VILA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,2,1,3
VILLA CHARCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,2,1,3
VILLA SERRANO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,3,2,5
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,1,2
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,0,1,1
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,9,5,14
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,9,3,12
YAMPARAEZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,1,1,2
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-05-01,8,1,9
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,0,1,1
ACHOCALLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,1,0,1
ALTO BENI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,1,0,1
APOLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,2,0,2
ARBIETO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,2,0,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,1,0,1
AYATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,0,1,1
BATALLAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,1,1,2
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,0,1,1
CAMARGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,0,1,1
CAMIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,3,0,3
CAPINOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,1,0,1
CAQUIAVIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,8,5,13
CARAPARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,1,0,1
CHALLAPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,0,1,1
CHAYANTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,4,0,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,2,4,6
CLIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,0,2,2
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,4,3,7
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,26,10,36
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,1,0,1
COLOMI,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,1,0,1
CONCEPCION,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,2,0,2
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,3,0,3
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,5,0,5
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,3,0,3
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,14,9,23
EL CHORO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,0,1,1
EL PUENTE(STC),tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,1,0,1
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,2,2,4
ENTRE RIOS TRJ,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,0,2,2
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,3,1,4
EUCALIPTUS,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,n de tbp baar (+) nuevos,2023-06-01,2,0,2
