,group,variable,month,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
SANTIAGO DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,1,0,1
SANTIVAÑES,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,0,4,4
SANTUARIO DE QUILLACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,7,9,16
SAPAHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,1,2,3
SENA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,0,2,2
SHINAOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,16,27,43
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,7,10,17
SICAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,1,1,2
SIPE SIPE,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,13,12,25
SOPACHUY,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,5,2,7
SORACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,4,3,7
SORATA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,0,1,1
SUCRE,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,112,150,262
TACACOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,0,1,1
TACOBAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,8,3,11
TACOPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,0,2,2
TAHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,0,1,1
TAPACARI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,19,13,32
TARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,9,11,20
TARATA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,1,0,1
TARIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,72,58,130
TARVITA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,3,5,8
TEOPONTE,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,7,10,17
TIAHUANACU,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,9,4,13
TINGUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,5,3,8
TIPUANI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,13,3,16
TIQUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,18,12,30
TIRAQUE (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,9,4,13
TITO YUPANQUI (PARQUIPUJIO),tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,0,1,1
TOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,2,3,5
TODOS SANTOS,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,2,2,4
TOLATA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,2,0,2
TOLEDO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,4,6,10
TOMAVE,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,4,3,7
TOMINA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,3,2,5
TORO TORO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,1,1,2
TOTORA(CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,1,4,5
TOTORA(ORR),tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,3,3,6
TRINIDAD,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,69,30,99
TUPIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,26,9,35
TURCO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,4,0,4
UMALA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,1,2,3
UNCIA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,33,12,45
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,5,0,5
URUBICHA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,1,2,3
UYUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,2,2,4
VACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,2,2,4
VALLEGRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,11,3,14
VIACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,20,18,38
VILA VILA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,0,1,1
VILLA CHARCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,9,7,16
VILLA MONTES,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,22,9,31
VILLA NUEVA (LOMA ALTA),tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,2,0,2
VILLA RIVERO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,0,1,1
VILLA SERRANO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,3,14,17
VILLA TUNARI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,43,43,86
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,3,3,6
VILLAZON,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,15,8,23
VINTO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,12,14,26
VITICHI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,1,0,1
WALDO BALLIVIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,1,5,6
WARNES,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,65,64,129
YACUIBA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,65,47,112
YAMPARAEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,2,1,3
YANACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,2,1,3
YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,49,53,102
YOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,3,3,6
YOTALA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,4,0,4
YUNCHARA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,3,5,8
ZUDAÑEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2023-03-01,3,5,8
ACACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,2,3
ACHACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,6,10
ACHOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,2,6
AIQUILE,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,7,3,10
ALALAY,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,0,1
ALCALA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,1,4
ALTO BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,5,8,13
ANCORAIMES,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,0,1
ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,4,5
ANTEQUERA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,2,1,3
ANZALDO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,9,5,14
APOLO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,2,0,2
ARAMPAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,4,5
ARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,0,1
ARBIETO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,1,2
ARQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,3,3
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,6,7
ATOCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,3,7
AYATA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,1,2
AYO AYO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,6,4,10
AZURDUY,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,8,13,21
BATALLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,7,10
BELEN DE ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,3,4
BELEN DE URMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,0,1
BELLA FLOR,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,1,1
BERMEJO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,11,7,18
BETANZOS,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,12,8,20
BOLPEBRA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,2,3
BOYUIBE,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,2,2
BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,3,7
CABEZAS,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,11,7,18
"CAIZA ""D""",tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,5,9,14
CAJUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,5,3,8
CALACOTO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,5,2,7
CALAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,2,1,3
CAMARGO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,6,4,10
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,0,3
CAMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,2,2,4
CAPINOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,4,7
CAQUIAVIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,0,1
CARACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,7,14,21
CARANAVI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,68,38,106
CARAPARI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,1,4
CARIPUYO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,7,4,11
CARMEN RIVERO TORREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,14,8,22
CATACORA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,1,1
CHACARILLA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,1,1
CHALLAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,16,12,28
CHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,2,3,5
CHARAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,5,8
CHAYANTA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,8,5,13
CHIMORE,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,15,9,24
CHUA COCANI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,10,4,14
CHUMA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,2,3
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,6,3,9
CKOCHAS,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,6,5,11
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,8,5,13
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,38,29,67
COCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,7,5,12
COCHABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,340,267,607
COIPASA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,0,1
COLCAPIRHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,14,25,39
"COLCHA ""K""",tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,4,8
COLLANA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,1,1
COLOMI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,4,5
COLPA BELGICA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,3,3
COLQUECHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,4,8
COLQUENCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,1,1
COLQUIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,0,1
COMARAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,3,7
CONCEPCION,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,7,8,15
COPACABANA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,2,5
CORIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,7,7,14
CORO CORO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,1,1
COROICO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,5,9,14
COTAGAITA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,11,9,20
COTOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,54,42,96
CUATRO CAÑADAS,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,7,6,13
CUEVO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,2,2,4
CULPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,6,10
CURVA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,0,3
DESAGUADERO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,2,3
EL ALTO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,170,167,337
EL CHORO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,3,6
EL PUENTE(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,2,5
EL PUENTE(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,1,4
EL TORNO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,20,22,42
EL VILLAR,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,6,9
ENTRE RIOS TRJ,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,5,10,15
ENTRE RIOS CBBA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,23,24,47
ESCOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,1,1
EUCALIPTUS,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,5,5,10
EUREKA (SANTOS MERCADO),tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,1,4
FERNANDEZ ALONSO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,1,5
FILADELFIA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,2,6
GAIOC JATUN AYLLU YURA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,2,2
GENERAL SAAVEDRA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,5,5
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,5,9
GUANAY,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,12,5,17
GUAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,0,4
GUAYARAMERIN,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,11,6,17
GUTIERREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,5,2,7
HUACARETA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,2,4,6
HUANUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,34,8,42
HUARINA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,3,4
HUATAJATA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,0,1
HUAYLLAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,0,3
ICHOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,0,1
ICLA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,2,5
INCAHUASI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,5,7,12
INGAVI (HUMAITA),tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,0,1
INQUISIVI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,2,2,4
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,2,6
IXIAMAS,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,2,3
JESUS DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,4,5
LA ASUNTA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,31,17,48
LA GUARDIA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,43,48,91
LA PAZ,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,205,171,376
LAGUNILLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,1,1
LAJA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,2,5
LLALLAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,14,18,32
LLICA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,0,1
LURIBAY,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,5,5,10
MACHACAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,1,4
MACHARETI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,4,4
MAGDALENA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,0,1
MAIRANA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,2,5,7
MAPIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,15,5,20
MECAPACA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,2,6
MINEROS,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,15,8,23
MIZQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,8,9,17
MOCOMOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,2,1,3
MOJOCOYA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,2,6,8
MONTEAGUDO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,15,11,26
MONTERO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,76,78,154
MORO MORO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,0,1
MOROCHATA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,4,8
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,2,2
OCURI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,3,7
OKINAWA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,4,7
ORURO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,50,64,114
PADCAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,2,5,7
PADILLA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,7,11
PAILON,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,13,8,21
PALCA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,0,3
PALOS BLANCOS,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,23,15,38
PAMPA AULLAGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,0,4
PAMPA GRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,1,2
PAPEL PAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,0,3
PASORAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,1,1
PATACAMAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,10,5,15
PAZÑA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,2,3
PELECHUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,0,1
POCOATA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,11,8,19
POCONA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,2,1,3
POJO (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,0,3
POOPO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,6,1,7
PORCO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,1,1
POROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,10,6,16
PORONGO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,5,7,12
PORTACHUELO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,5,2,7
PORVENIR,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,2,5
POSTRER VALLE,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,0,1
POTOSI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,27,21,48
PRESTO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,4,7
PUCARA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,1,1
PUCARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,6,9
PUERTO ACOSTA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,5,3,8
PUERTO GONZALO MORENO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,3,3
PUERTO PEREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,5,1,6
PUERTO QUIJARRO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,5,2,7
PUERTO RICO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,2,2
PUERTO SUAREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,0,4
PUERTO VILLARROEL,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,49,31,80
PUNA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,4,7
PUNATA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,11,10,21
QUIABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,2,1,3
QUILLACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,77,65,142
QUIME,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,2,1,3
RAQAYPAMPA(ETA),tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,3,3
RAVELO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,9,11,20
REYES,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,1,2
RIBERALTA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,38,28,66
ROBORE,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,4,8
RURRENABAQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,7,2,9
SABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,3,4
SACABA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,49,26,75
SACACA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,7,6,13
SAIPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,5,6
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,5,8,13
SAMAIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,2,1,3
SAN ANDRES,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,2,0,2
SAN ANTONIO DE ESMORUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,0,1
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,2,2
SAN BENITO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,6,10
SAN BORJA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,16,11,27
SAN BUENA VENTURA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,2,0,2
SAN CARLOS,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,6,5,11
SAN IGNACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,4,8
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,6,6,12
SAN JAVIER(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,7,8
SAN JOAQUIN,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,2,3
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,7,2,9
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,4,3,7
SAN JULIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,32,25,57
SAN LORENZO(PND),tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,2,3
SAN LUCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,14,18,32
SAN MATIAS,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,5,6
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,2,3
SAN PABLO DE LIPEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,2,3
SAN PEDRO,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,8,5,13
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,9,14,23
SAN PEDRO DE CURAHUARA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,1,2
SAN PEDRO DE MACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,3,4
SAN PEDRO DE TIQUINA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,1,1
SAN PEDRO(PND),tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,0,1
SAN RAFAEL,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,2,0,2
SAN RAMON BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,3,1,4
SANTA ANA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,629,683,1312
SANTA ROSA,tuberculosis y lepra,n de sintomaticos respiratorios,2023-04-01,0,1,1
