,group,variable,month,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,TOTALES
PUERTO CARABUCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
PUERTO PEREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,12,3,15
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,6,3,9
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,9,3,12
ROBORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,2,1,3
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,5,5,10
SAN BENITO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,2,2,4
SAN CARLOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,2,0,2
SAN IGNACIO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,2,1,3
SAN JAVIER(STC),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,3,4,7
SAN LORENZO(TJA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,0,2,2
SAN PEDRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,0,1,1
SAN RAFAEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,144,100,244
SAPAHAQUI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,5,1,6
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,1,2
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,2,0,2
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,7,3,10
TACACOMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
TACOBAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
TAPACARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,2,0,2
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,5,6
TEOPONTE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,1,2
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,2,3
TOMINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,2,0,2
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,13,1,14
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,4,5,9
VILLA CHARCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,0,1,1
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,6,3,9
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,0,1,1
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,4,1,5
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,8,5,13
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,9,5,14
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,6,1,7
YOTALA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
ZUDAÑEZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,0,1,1
ACHACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,1,2
ANCORAIMES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
ANZALDO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,1,2
ARBIETO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
BATALLAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
BELEN DE ANDAMARCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
BETANZOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
BOYUIBE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,0,2,2
BUENA VISTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
CALAMARCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
CAMARGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,7,4,11
CARAPARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
CARIPUYO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
CHARAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
CHAYANTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,3,1,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
CKOCHAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,0,1,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,4,1,5
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,38,14,52
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,2,5,7
COLQUECHACA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,2,1,3
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,1,2
COTAGAITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,0,2,2
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,6,2,8
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,0,1,1
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,28,17,45
EL PUENTE(TJA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,0,1,1
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,5,1,6
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,5,4,9
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,4,1,5
HUATAJATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
INCAHUASI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,0,1,1
INGAVI (HUMAITA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
INQUISIVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,2,0,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,0,1,1
IXIAMAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,1,2
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,6,0,6
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,7,2,9
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,22,12,34
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
LURIBAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,3,0,3
MACHACAMARCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,0,1,1
MAIRANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,0,1,1
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,3,0,3
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
MOJOCOYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,0,1,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,7,1,8
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,0,1,1
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,4,3,7
PADILLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,2,1,3
PALCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,2,0,2
PATACAMAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
POROMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,0,1,1
PORONGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,0,1,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,4,2,6
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,6,1,7
RAVELO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,2,3
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,8,4,12
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,3,1,4
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,10,1,11
SAN ANDRES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,1,2
SAN BENITO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,1,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,3,0,3
SAN JOAQUIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,5,1,6
SAN LORENZO(TJA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,3,1,4
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,0,1,1
SAN RAFAEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,114,56,170
SANTA ROSA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,0,1,1
SAPAHAQUI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,3,1,4
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,3,2,5
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,6,3,9
TACACOMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,2,0,2
TACOBAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,7,4,11
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,4,2,6
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,2,2,4
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,8,1,9
UYUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,2,2,4
VILA VILA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,2,2,4
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,4,1,5
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,4,2,6
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,1,0,1
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,7,3,10
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,10,1,11
YANACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,2,0,2
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-04-01,7,1,8
ACHOCALLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,2,3
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,2,0,2
APOLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,2,0,2
ARBIETO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,0,1,1
ARQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
AZURDUY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,0,2,2
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,0,1,1
BETANZOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,2,0,2
BUENA VISTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,0,1,1
"CAIZA ""D""",tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,1,2
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,0,1,1
CAPINOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,2,0,2
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,6,4,10
CARAPARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
CHALLAPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
CHARAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,0,1,1
CHARAÑA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
CHAYANTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,4,2,6
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,1,2
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,4,2,6
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,31,15,46
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,2,3
"COLCHA ""K""",tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
COLOMI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
COPACABANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,1,2
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,3,1,4
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,6,5,11
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,2,1,3
CULPINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,2,3
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,20,23,43
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,3,4,7
ENTRE RIOS TRJ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,3,1,4
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,5,1,6
FILADELFIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,0,1,1
GENERAL SAAVEDRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,4,1,5
GUTIERREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,0,2,2
INCAHUASI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,0,2,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,3,6,9
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,9,4,13
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,26,14,40
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,4,1,5
MACHARETI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,0,2,2
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,22,5,27
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,9,2,11
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,6,1,7
PAMPA GRANDE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
PORTACHUELO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,0,1,1
PRESTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,1,2
PUCARANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,5,11,16
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,5,3,8
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,4,2,6
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,2,1,3
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,2,1,3
SAIPINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,2,2,4
SAN IGNACIO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,2,0,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,2,0,2
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,3,0,3
SAN LORENZO(TJA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,2,0,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
SAN PEDRO DE CURAHUARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
SAN RAFAEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,147,61,208
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,2,0,2
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,4,0,4
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,2,3
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,2,0,2
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,5,5,10
TAPACARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,7,3,10
TARVITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,0,1,1
TEOPONTE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,3,0,3
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,2,1,3
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,1,2
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,12,6,18
URUBICHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
VALLEGRANDE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,3,4
VILA VILA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,2,1,3
VILLA CHARCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,0,1,1
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,2,3
VILLA SERRANO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,6,2,8
VILLAZON,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,0,1
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,2,3
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,10,7,17
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,10,2,12
YAMPARAEZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,1,1,2
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-05-01,10,1,11
ACHACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-06-01,1,1,2
ACHOCALLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-06-01,1,1,2
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-06-01,1,0,1
APOLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-06-01,1,0,1
ARBIETO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-06-01,2,0,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-06-01,2,2,4
AYATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-06-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-06-01,0,1,1
