,group,variable,month,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,TOTALES
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,3,0,3
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,9,13,22
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,1,0,1
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,1,1,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,2,2,4
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,0,1,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,3,3,6
PUERTO CARABUCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,3,0,3
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,3,0,3
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,2,0,2
SAN CARLOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,1,0,1
SAN LUCAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,13,6,19
SAPAHAQUI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,0,1,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,2,2,4
TIPUANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,3,0,3
VACAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,2,1,3
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,0,2,2
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,1,1,2
YOTALA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,2,0,2
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,12,4,16
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,0,1,1
CORIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,13,5,18
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,2,3
ENTRE RIOS TRJ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,2,0,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,17,17,34
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,2,2,4
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,0,1,1
PAILON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,0,1,1
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,4,0,4
PATACAMAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,0,1
POCOATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,0,1
PORVENIR,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,0,1,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,2,1,3
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,3,0,3
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,0,1,1
RAVELO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,2,0,2
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,2,1,3
SAN CARLOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,1,2
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,20,15,35
SHINAOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,0,1
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,5,4,9
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,2,0,2
TARVITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,0,1
TEOPONTE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,0,1,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,0,1
TOTORA(CBBA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,0,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,0,1,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,2,3
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,0,1
YAMPARAEZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,0,1,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-09-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,0,2,2
AIQUILE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
BUENA VISTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
CABEZAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,0,1,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,4,1,5
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,5,8,13
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,0,1,1
COLQUENCHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,0,1,1
CORIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
CORO CORO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,10,4,14
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
HUACARETA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
ICLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
INCAHUASI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,2,1,3
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,18,6,24
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,0,1,1
MIZQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,2,0,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,5,3,8
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,1,2
PORONGO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,3,2,5
PUERTO PEREZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,2,1,3
QUIME,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,3,0,3
SAIPINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,0,1,1
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,2,0,2
SAN PEDRO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,19,12,31
SHINAOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,3,1,4
TACOBAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,0,1
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,0,1,1
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,0,1,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,2,0,2
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,1,1,2
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-10-01,0,1,1
AIQUILE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,0,1,1
BUENA VISTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,2,0,2
CAJUATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,1,0,1
CAPINOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,0,1,1
CHALLAPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,0,1,1
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,5,7,12
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,0,1,1
COTAGAITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,0,1,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,3,0,3
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,8,3,11
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,0,1,1
FERNANDEZ ALONSO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,17,12,29
LAJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,0,1,1
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,1,1,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,6,2,8
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,1,0,1
PATACAMAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,1,1,2
PUCARANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,1,0,1
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,0,1,1
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,0,2,2
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,4,1,5
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,12,7,19
SHINAOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,1,0,1
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,1,0,1
SORATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,0,2,2
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,1,1,2
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,0,2,2
UYUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,1,1,2
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-11-01,3,1,4
CAMARGO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,1,0,1
CARACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,0,1,1
CHALLAPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,0,2,2
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,7,2,9
CORIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,9,3,12
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,0,1,1
ENTRE RIOS TRJ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,1,0,1
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,1,1,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,10,7,17
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,7,0,7
PORTACHUELO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,0,1,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,1,2,3
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,1,0,1
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,0,1,1
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,1,2,3
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,2,0,2
SAIPINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,0,1,1
SAN BENITO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,0,1,1
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,13,7,20
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,2,0,2
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,3,1,4
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,2,0,2
TIPUANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,0,1,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,1,2,3
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,3,0,3
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-12-01,1,0,1
