,group,variable,month,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TOTALES
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,2,2,4
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,2,1,3
SAN JAVIER(BNI),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
SAN JAVIER(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,4,4,8
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,0,2,2
SAN MATIAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,2,0,2
SAN RAFAEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,165,102,267
SAPAHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,2,0,2
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,5,0,5
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,1,2
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,7,3,10
TACACOMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
TACOBAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
TACOPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,0,1,1
TAPACARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,2,0,2
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,3,5,8
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,1,2
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,2,3
TOMINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,7,4,11
URUBICHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,0,1,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,4,4,8
VILLA CHARCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,0,1,1
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,6,3,9
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,0,1,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,4,1,5
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,12,7,19
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,12,5,17
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,5,1,6
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
ZUDAÑEZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,0,1,1
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,1,2
ANCORAIMES,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
ANZALDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,1,2
APOLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
ARBIETO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
BATALLAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
BELEN DE ANDAMARCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
BOYUIBE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,0,2,2
BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
CALAMARCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,9,5,14
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
CARIPUYO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,1,2
CHAYANTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,3,1,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
CKOCHAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,0,1,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,4,1,5
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,33,10,43
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,2,5,7
COLQUECHACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,2,0,2
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,0,1,1
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,2,3
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,6,2,8
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,0,1,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,36,20,56
EL PUENTE(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
EL PUENTE(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,0,1,1
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,4,1,5
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,5,4,9
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,5,1,6
GUTIERREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
HUATAJATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
INCAHUASI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,0,1,1
INGAVI (HUMAITA),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
INQUISIVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,2,0,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,0,1,1
IXIAMAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,5,1,6
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,7,2,9
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,23,16,39
LAGUNILLAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,0,1,1
LURIBAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,1,2
MAGDALENA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,0,1,1
MAIRANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,0,1,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,3,0,3
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
MOJOCOYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,0,1,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,9,1,10
OCURI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,4,3,7
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
PADILLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,2,1,3
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,0,2,2
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,2,0,2
PATACAMAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
POROMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,0,1,1
PORONGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,0,1,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,6,1,7
PUERTO ACOSTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
PUERTO PEREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,4,2,6
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,6,1,7
RAVELO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,0,2,2
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,8,3,11
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,2,0,2
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,9,1,10
SAN ANDRES,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,1,2
SAN BENITO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,0,1,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,1,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,3,0,3
SAN JOAQUIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,5,1,6
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,2,0,2
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,2,1,3
SAN MATIAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,0,1,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,0,1,1
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,1,2
SAN RAFAEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,121,70,191
SANTA ROSA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,0,1,1
SAPAHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,3,1,4
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,3,2,5
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,6,2,8
TACACOMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,2,0,2
TACOBAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,7,4,11
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,4,2,6
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,2,3
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,4,2,6
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
UYUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,2,0,2
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,3,2,5
VILA VILA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,2,2,4
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,5,1,6
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,4,1,5
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,1,0,1
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,9,6,15
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,6,1,7
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,2,0,2
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-04-01,7,1,8
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,2,3
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,2,0,2
APOLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
ARBIETO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,0,2,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
AZURDUY,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,0,1,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,0,2,2
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,1,2
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,1,2
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,2,0,2
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,5,3,8
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
CHARAÑA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
CHAYANTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,1,2
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,4,1,5
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
CKOCHAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,2,1,3
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,4,2,6
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,22,9,31
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,2,3
"COLCHA ""K""",tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
COLOMI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,2,1,3
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,5,6,11
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
CULPINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,2,3
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,28,26,54
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,3,3,6
ENTRE RIOS TRJ,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,3,1,4
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,4,1,5
FILADELFIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,0,1,1
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,5,1,6
HUATAJATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,0,1,1
INCAHUASI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,0,1,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,2,5,7
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,9,3,12
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,29,19,48
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,4,1,5
MACHARETI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,0,1,1
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,0,1,1
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
MOCOMOCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,24,5,29
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,0,1,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,8,2,10
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,2,0,2
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,6,1,7
PAMPA GRANDE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
PORTACHUELO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,0,1,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,6,2,8
PRESTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,1,2
PUCARANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,2,0,2
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,5,11,16
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,6,3,9
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,5,2,7
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,1,2
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,2,1,3
SAIPINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,0,1,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,2,1,3
SAN IGNACIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,2,0,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,2,0,2
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,6,1,7
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,2,0,2
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,2,0,2
SAN MATIAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,1,2
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,2,0,2
SAN PEDRO DE CURAHUARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
SAN RAFAEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
SANTA ANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,165,73,238
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,2,0,2
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,4,0,4
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,2,3
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,2,0,2
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,4,4,8
TAPACARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,10,3,13
TARVITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,0,1,1
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,3,0,3
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,2,1,3
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,0,1,1
TOTORA(CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,0,1,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,13,3,16
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
URUBICHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
VALLEGRANDE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,3,4
VILA VILA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,2,1,3
VILLA CHARCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,0,1,1
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,2,3
VILLA SERRANO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,5,2,7
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,0,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,0,1,1
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,12,7,19
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,10,2,12
YAMPARAEZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,1,1,2
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-05-01,9,1,10
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-06-01,1,1,2
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-06-01,1,1,2
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-06-01,1,0,1
APOLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-06-01,2,0,2
ARBIETO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-06-01,2,0,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-06-01,1,2,3
AYATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-06-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-06-01,0,1,1
BATALLAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-06-01,0,1,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-06-01,4,1,5
"CAIZA ""D""",tuberculosis y lepra,tratamientos iniciados con esquema i,2023-06-01,0,1,1
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-06-01,0,1,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-06-01,2,0,2
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-06-01,1,0,1
CAQUIAVIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-06-01,0,1,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-06-01,11,5,16
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-06-01,1,0,1
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-06-01,0,1,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-06-01,4,0,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-06-01,2,4,6
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-06-01,1,2,3
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-06-01,6,3,9
