,group,variable,month,ANTIPOLIOMIELÍTICA 3RA DOSIS,ANTIPOLIOMIELÍTICA 3RA DOSIS,TOTALES,TOTALES,TOTALES
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,3,6,3,6,9
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,2,0,2,0,2
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,3,2,3,2,5
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,1,0,1,0,1
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,109,65,109,65,174
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,2,0,2,0,2
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,3,1,3,1,4
TARACO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,3,4,3,4,7
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,0,1,0,1,1
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,2,2,2,2,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,2,0,2,0,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,1,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,15,0,15,0,15
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,4,1,4,1,5
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,8,0,8,0,8
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-04-01,7,1,7,1,8
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,5,0,5,0,5
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,1,1,1,1,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,0,3,0,3,3
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,2,0,2,0,2
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,0,2,0,2,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,3,0,3,0,3
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,0,2,0,2,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,2,0,2,0,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,1,1,1,1,2
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,0,4,0,4,4
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,19,13,19,13,32
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,0,1,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,0,1,0,1,1
COROICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,3,2,3,2,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,27,25,27,25,52
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,1,4,1,4,5
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,0,2,0,2,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,1,1,1,1,2
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,0,1,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,0,2,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,4,1,4,1,5
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,0,2,0,2,2
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,5,2,5,2,7
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,6,3,6,3,9
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,1,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,2,0,2,0,2
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,1,4,1,4,5
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,7,2,7,2,9
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,7,13,7,13,20
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,0,2,0,2,2
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,0,1,0,1,1
POCOATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,0,1,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,6,7,6,7,13
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,1,3,1,3,4
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,5,4,5,4,9
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,13,13,13,13,26
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,4,6,4,6,10
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,4,6,4,6,10
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,4,11,4,11,15
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,0,1,0,1,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,62,29,62,29,91
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,1,3,1,3,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,1,0,1,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,2,1,2,1,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,4,0,4,0,4
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,1,0,1,0,1
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,1,2,1,2,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,5,1,5,1,6
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,1,0,1,0,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,1,0,1,0,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,3,2,3,2,5
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,2,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,2,2,2,2,4
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,6,0,6,0,6
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-05-01,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,2,0,2,0,2
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,0,1,0,1
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,0,1,0,1
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,3,2,3,2,5
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,2,0,2,0,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,4,1,4,1,5
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,26,0,26,0,26
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,9,1,9,1,10
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,39,4,39,4,43
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,0,1,0,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,0,2,0,2,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,0,1,0,1,1
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,5,1,5,1,6
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,2,0,2,0,2
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,2,0,2,0,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,27,14,27,14,41
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,0,1,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,3,0,3,0,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,0,3,0,3,3
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,15,0,15,0,15
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,14,1,14,15
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,2,1,2,1,3
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,0,1,0,1,1
POCONA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,0,1,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,6,2,6,2,8
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,9,0,9,0,9
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,1,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,5,0,5,0,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,4,2,4,2,6
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,3,6,3,6,9
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,6,2,6,2,8
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,11,6,11,6,17
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,1,1,1,2
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,7,1,7,8
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,0,2,0,2,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,0,5,0,5,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,57,8,57,8,65
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,2,7,2,7,9
SICAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,2,1,2,1,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,4,0,4,0,4
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,7,0,7,0,7
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,0,1,0,1
TOMAVE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,0,3,0,3,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,5,10,5,10,15
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,0,11,0,11,11
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,0,1,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,0,1,0,1,1
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,2,0,2,0,2
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,1,1,1,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,2,1,2,3
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,1,0,1,0,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-06-01,0,1,0,1,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,1,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,7,0,7,0,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,3,1,3,1,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,0,2,0,2,2
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,0,1,0,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,0,1,0,1,1
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,0,1,0,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,2,1,2,3
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,32,1,32,1,33
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,4,0,4,0,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,32,5,32,5,37
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,2,1,2,1,3
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,2,0,2,0,2
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,1,1,1,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,25,0,25,0,25
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,1,1,1,2
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,1,1,1,2
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,6,0,6,0,6
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,1,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,10,0,10,0,10
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,6,1,6,1,7
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,1,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,7,11,7,11,18
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,3,0,3,0,3
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,7,4,7,4,11
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,1,1,1,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,2,5,2,5,7
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,3,0,3,0,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,0,1,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,8,1,8,9
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,139,2,139,2,141
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,2,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,2,1,2,3
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,0,1,0,1
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,6,0,6,0,6
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,3,0,3,0,3
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,3,0,3,0,3
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,2,0,2,0,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,0,1,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,1,0,1,0,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,2,0,2,0,2
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,3,0,3,0,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-07-01,3,4,3,4,7
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2013-08-01,0,4,0,4,4
