,group,variable,month,DPT 1RA DOSIS,DPT 1RA DOSIS,TOTALES,TOTALES,TOTALES
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,10,2,10,2,12
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,13,0,13,0,13
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,3,0,3,0,3
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,10,7,10,7,17
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,0,1,0,1
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,8,1,8,1,9
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,2,0,2,0,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,0,1,0,1
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,3,0,3,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,2,1,2,1,3
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,2,6,2,6,8
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,8,11,8,11,19
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,257,26,257,26,283
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,2,0,2,0,2
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,3,2,3,2,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,7,0,7,0,7
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,2,2,2,2,4
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,16,25,16,25,41
SORATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,101,29,101,29,130
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,5,9,5,9,14
TARACO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,4,1,4,1,5
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,22,14,22,14,36
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,0,1,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,7,22,7,22,29
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,0,7,0,7,7
TORO TORO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,9,0,9,0,9
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,6,1,6,1,7
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,0,1,0,1
URUBICHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,5,0,5,0,5
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,23,0,23,0,23
VILA VILA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,3,0,3,0,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,4,0,4,0,4
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,1,1,1,2
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,27,7,27,7,34
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,6,1,6,1,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,35,2,35,2,37
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,3,1,3,4
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,18,20,18,20,38
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,6,0,6,0,6
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,25,0,25,0,25
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,1,0,1,1
APOLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,12,1,12,1,13
ARANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,6,0,6,0,6
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,3,10,3,10,13
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,1,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,1,4,1,4,5
BETANZOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,1,10,1,10,11
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,1,33,1,33,34
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,2,0,2,0,2
CALACOTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,1,10,1,10,11
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,25,6,25,6,31
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,2,18,2,18,20
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,1,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,2,0,2,2
CATACORA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,5,0,5,5
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,1,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,1,0,1,0,1
CHUMA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,4,0,4,0,4
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,30,6,30,6,36
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,133,9,133,9,142
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,3,0,3,0,3
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,12,4,12,4,16
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,3,0,3,3
COROICO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,2,6,2,6,8
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,1,4,1,4,5
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,1,0,1,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,6,2,6,2,8
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,74,8,74,8,82
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,19,4,19,4,23
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,4,0,4,0,4
EXALTACION,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,17,7,17,7,24
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,9,0,9,0,9
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,1,0,1,0,1
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,2,1,2,1,3
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,2,0,2,2
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,3,3,3,3,6
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,8,0,8,0,8
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,12,1,12,1,13
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,4,5,4,5,9
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,124,7,124,7,131
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,4,0,4,4
LAJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,4,0,4,0,4
LURIBAY,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,3,0,3,0,3
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,2,0,2,0,2
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,12,14,12,14,26
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,48,10,48,10,58
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,2,6,2,6,8
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,23,0,23,0,23
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,1,0,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,4,0,4,0,4
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,6,11,6,11,17
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,1,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,12,2,12,2,14
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,1,0,1,0,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,3,0,3,3
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,28,1,28,1,29
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,1,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,5,0,5,0,5
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,5,0,5,0,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,41,12,41,12,53
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,38,2,38,2,40
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,3,2,3,2,5
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,31,49,31,49,80
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,2,0,2,0,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,2,4,2,4,6
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,9,2,9,2,11
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,2,0,2,2
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,10,0,10,0,10
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,38,0,38,38
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,11,10,11,10,21
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,1,0,1,0,1
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,2,31,2,31,33
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,18,6,18,6,24
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,4,0,4,4
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,2,0,2,0,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,325,56,325,56,381
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,6,0,6,0,6
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,1,0,1,0,1
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,4,0,4,4
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,7,7,7,7,14
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,2,0,2,2
SICAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,1,0,1,1
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,6,11,6,11,17
SORATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,41,24,41,24,65
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,13,0,13,13
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,24,40,24,40,64
TARACO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,3,0,3,0,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,8,3,8,3,11
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,6,25,6,25,31
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,26,2,26,2,28
URUBICHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,5,0,5,0,5
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,2,0,2,0,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,25,3,25,3,28
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,3,0,3,3
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,53,0,53,0,53
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,4,0,4,0,4
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,28,2,28,2,30
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,1,0,1,0,1
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,0,4,0,4,4
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-04-01,1,4,1,4,5
ACACIO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,2,0,2,0,2
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,2,0,2,0,2
ALCALA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,2,1,2,3
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,9,9,9,9,18
APOLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,14,1,14,1,15
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,37,0,37,37
ATOCHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,5,8,5,8,13
AYO AYO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,7,7,7,7,14
BAURES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,1,0,1,1
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,5,0,5,5
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,2,0,2,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,4,38,4,38,42
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,34,28,34,28,62
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,9,2,9,2,11
CALACOTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,8,1,8,9
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,8,3,8,3,11
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,2,1,2,3
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,11,0,11,11
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,2,1,2,3
CHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,8,0,8,0,8
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,29,0,29,29
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,0,1,0,1
CHUMA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,5,0,5,5
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,7,0,7,0,7
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,5,1,5,1,6
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,7,0,7,7
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,163,44,163,44,207
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,4,1,4,1,5
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,1,0,1,1
COLLANA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,3,2,3,2,5
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,15,0,15,15
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,5,0,5,5
CORO CORO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,12,3,12,3,15
COROICO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,5,2,5,2,7
CORQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,4,1,4,5
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,0,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,3,57,3,57,60
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,42,44,42,44,86
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,9,1,9,10
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,6,0,6,0,6
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,1,0,1,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,1,1,1,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,8,10,8,10,18
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,12,12,12,12,24
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,98,0,98,98
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,2,1,2,3
ICHOCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,0,1,0,1
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,4,0,4,4
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,15,1,15,1,16
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,2,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,2,1,2,1,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,80,21,80,21,101
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,1,0,1,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,2,2,2,2,4
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,4,1,4,5
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,5,5,5,5,10
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,25,21,25,21,46
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,3,1,3,4
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,2,1,2,3
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,11,17,11,17,28
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,3,2,3,2,5
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,2,0,2,2
PASORAPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,3,0,3,0,3
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,0,1,0,1
POCOATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,3,0,3,3
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,2,1,2,3
PORVENIR,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,8,2,8,2,10
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,14,30,14,30,44
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,9,10,9,10,19
PUNA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,12,1,12,13
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,22,28,22,28,50
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,2,0,2,0,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,26,21,26,21,47
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,2,1,2,1,3
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,17,14,17,14,31
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,1,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,1,0,1,1
