,group,variable,month,ANTIPOLIOMIELÍTICA 1RA DOSIS,ANTIPOLIOMIELÍTICA 1RA DOSIS,TOTALES,TOTALES,TOTALES
CORQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,0,1,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,0,1,0,1,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,3,3,3,3,6
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,77,3,77,3,80
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,3,0,3,0,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,32,2,32,2,34
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,19,7,19,7,26
GUAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,0,2,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,1,1,1,1,2
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,3,6,3,6,9
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,2,3,2,3,5
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,6,0,6,0,6
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,66,12,66,12,78
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,1,0,1,0,1
LAJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,2,0,2,0,2
LLICA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,0,1,0,1,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,3,3,3,3,6
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,1,2,1,2,3
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,15,2,15,2,17
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,5,3,5,3,8
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,3,6,3,6,9
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,10,10,10,10,20
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,1,2,1,2,3
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,8,0,8,0,8
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,0,3,0,3,3
PALCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,0,5,0,5,5
PASORAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,1,0,1,0,1
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,3,1,3,1,4
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,5,2,5,2,7
PORONGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,1,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,8,0,8,0,8
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,9,2,9,2,11
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,4,2,4,2,6
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,36,1,36,1,37
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,11,1,11,1,12
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,3,0,3,0,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,11,2,11,2,13
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,11,0,11,0,11
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,3,0,3,0,3
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,10,7,10,7,17
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,2,5,2,5,7
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,8,1,8,1,9
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,2,0,2,0,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,2,0,2,0,2
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,3,0,3,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,2,1,2,1,3
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,2,6,2,6,8
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,8,11,8,11,19
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,269,358,269,358,627
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,1,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,2,0,2,0,2
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,3,2,3,2,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,7,0,7,0,7
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,2,2,2,2,4
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,16,27,16,27,43
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,73,29,73,29,102
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,5,9,5,9,14
TARACO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,4,1,4,1,5
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,8,1,8,1,9
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,2,1,2,1,3
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,7,20,7,20,27
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,0,2,0,2,2
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,0,7,0,7,7
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,5,0,5,0,5
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,1,0,1,0,1
URUBICHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,5,0,5,0,5
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,23,0,23,0,23
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,4,0,4,0,4
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,1,1,1,1,2
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,24,0,24,0,24
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,6,1,6,1,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,36,2,36,2,38
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,1,3,1,3,4
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-03-01,18,20,18,20,38
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,2,1,2,3
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,6,0,6,0,6
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,21,0,21,0,21
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,0,5,0,5,5
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,0,1,0,1,1
APOLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,12,1,12,1,13
ARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,6,0,6,0,6
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,0,1,0,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,0,1,0,1
AYATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,0,46,0,46,46
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,3,10,3,10,13
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,6,1,6,7
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,3,22,3,22,25
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,2,0,2,0,2
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,3,0,3,0,3
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,8,10,8,10,18
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,25,6,25,6,31
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,0,6,0,6,6
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,32,21,32,21,53
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,0,1,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,0,1,0,1
CHUMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,33,26,33,26,59
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,30,6,30,6,36
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,173,7,173,7,180
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,3,0,3,0,3
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,0,1,0,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,11,2,11,2,13
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,0,3,0,3,3
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,3,13,3,13,16
COROICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,2,6,2,6,8
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,4,1,4,5
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,0,1,0,1,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,5,2,5,2,7
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,81,3,81,3,84
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,19,4,19,4,23
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,4,0,4,0,4
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,17,7,17,7,24
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,9,0,9,0,9
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,0,1,0,1
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,2,1,2,1,3
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,0,2,0,2,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,3,3,3,3,6
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,8,0,8,0,8
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,8,2,8,2,10
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,4,5,4,5,9
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,146,7,146,7,153
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,0,4,0,4,4
LAJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,3,49,3,49,52
LLICA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,0,1,0,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,3,0,3,0,3
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,2,0,2,0,2
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,12,13,12,13,25
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,48,10,48,10,58
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,2,6,2,6,8
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,0,2,0,2,2
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,8,0,8,0,8
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,0,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,4,0,4,0,4
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,6,11,6,11,17
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,2,0,2,0,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,9,2,9,2,11
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,4,1,4,5
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,0,3,0,3,3
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,28,1,28,1,29
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,0,1,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,5,0,5,0,5
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,5,0,5,0,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,41,12,41,12,53
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,11,18,11,18,29
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,16,0,16,0,16
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,3,2,3,2,5
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,36,55,36,55,91
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,2,0,2,0,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,0,4,0,4,4
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,2,4,2,4,6
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,9,2,9,2,11
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,0,2,0,2,2
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,10,0,10,0,10
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,0,38,0,38,38
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,9,5,9,5,14
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,0,1,0,1
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,2,31,2,31,33
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,18,6,18,6,24
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,2,0,2,0,2
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,2,0,2,0,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,420,190,420,190,610
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,6,0,6,0,6
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,0,1,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,0,1,0,1
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,0,4,0,4,4
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,7,7,7,7,14
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,6,7,6,7,13
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,33,34,33,34,67
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,0,1,0,1
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,0,13,0,13,13
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,24,36,24,36,60
TARACO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,4,5,4,5,9
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,8,3,8,3,11
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,0,4,0,4,4
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,40,66,40,66,106
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,6,20,6,20,26
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,5,1,5,6
TORO TORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,11,0,11,0,11
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,21,2,21,2,23
UMALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,2,6,2,6,8
URUBICHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,5,0,5,0,5
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,2,0,2,0,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,17,1,17,1,18
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,4,0,4,0,4
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,3,0,3,0,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,29,2,29,2,31
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,0,1,0,1
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,0,4,0,4,4
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-04-01,1,4,1,4,5
ACACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-05-01,2,0,2,0,2
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-05-01,2,0,2,0,2
ALCALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-05-01,1,2,1,2,3
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-05-01,6,1,6,1,7
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-05-01,0,6,0,6,6
APOLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-05-01,14,1,14,1,15
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-05-01,0,37,0,37,37
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-05-01,5,8,5,8,13
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-05-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-05-01,7,7,7,7,14
