,group,variable,month,DPT 2DA DOSIS,DPT 2DA DOSIS,TOTALES,TOTALES,TOTALES
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,7,0,7,0,7
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,1,4,1,4,5
YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,1,0,1,0,1
ACACIO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,0,4,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,1,4,1,4,5
BAURES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,2,0,2,0,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,0,2,0,2,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,1,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,0,1,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,1,0,1,0,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,11,0,11,0,11
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,2,1,2,1,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,0,1,0,1,1
COROICO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,2,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,21,0,21,0,21
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,2,8,2,8,10
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,1,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,2,0,2,0,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,0,2,0,2,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,8,8,8,8,16
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,1,1,1,1,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,3,0,3,0,3
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,0,2,0,2,2
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,6,3,6,3,9
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,0,18,0,18,18
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,6,5,6,5,11
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,0,1,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,0,2,0,2,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,1,2,1,2,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,4,0,4,0,4
RAVELO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,1,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,18,0,18,0,18
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,1,1,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,4,1,4,1,5
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,2,9,2,9,11
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,0,2,0,2,2
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,3,7,3,7,10
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,54,2,54,2,56
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,0,2,0,2,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,1,2,1,2,3
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,1,2,1,2,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,4,0,4,0,4
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,1,1,1,1,2
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,0,1,0,1,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,0,13,0,13,13
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,1,1,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,5,7,5,7,12
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,2,0,2,0,2
UMALA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,0,4,0,4,4
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,0,2,0,2,2
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,0,2,0,2,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,2,0,2,0,2
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,2,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,2,1,2,1,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-06-01,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,0,1,0,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,0,1,0,1
CAIROMA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,3,0,3,0,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,12,1,12,1,13
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,6,1,6,1,7
COPACABANA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,22,5,22,5,27
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,0,1,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,1,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,0,1,0,1
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,0,1,0,1,1
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,2,0,2,0,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,4,0,4,0,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,0,1,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,1,1,1,2
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,2,1,2,1,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,8,0,8,0,8
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,2,0,2,0,2
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,0,1,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,2,0,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,2,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,6,3,6,3,9
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,2,3,2,3,5
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,4,1,4,5
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,3,1,3,1,4
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,0,5,0,5,5
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,0,1,0,1,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,1,1,1,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,44,3,44,3,47
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,2,0,2,0,2
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,0,1,0,1
TIPUANI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,2,0,2,0,2
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,6,0,6,0,6
UMALA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,0,4,0,4,4
URUBICHA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,0,3,0,3,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,0,1,0,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,3,0,3,0,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,0,1,0,1,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-07-01,2,0,2,0,2
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,0,1,0,1,1
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,2,0,2,0,2
ATOCHA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,0,3,0,3,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,1,0,1,0,1
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,3,0,3,0,3
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,29,1,29,1,30
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,3,0,3,0,3
COROICO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,18,11,18,11,29
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,1,0,1,0,1
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,0,1,0,1,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,1,0,1,0,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,1,1,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,3,0,3,0,3
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,4,0,4,0,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,2,0,2,0,2
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,1,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,0,2,0,2,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,7,0,7,0,7
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,6,1,6,1,7
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,0,5,0,5,5
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,6,0,6,0,6
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,4,5,4,5,9
RAVELO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,0,1,0,1,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,1,2,1,2,3
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,0,2,0,2,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,2,1,2,1,3
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,15,0,15,0,15
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,0,1,0,1,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,63,5,63,5,68
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,2,0,2,0,2
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,2,1,2,1,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,3,0,3,0,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,5,0,5,0,5
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,13,0,13,0,13
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,1,0,1,0,1
UMALA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,0,3,0,3,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,2,0,2,0,2
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,31,0,31,0,31
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,1,0,1,0,1
YACO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,0,1,0,1,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-08-01,9,0,9,0,9
ANZALDO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,0,2,0,2,2
CALACOTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,2,6,2,6,8
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,1,1,1,1,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,2,0,2,0,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,12,0,12,0,12
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,15,1,15,1,16
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,5,0,5,0,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,21,20,21,20,41
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,4,3,4,3,7
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,3,0,3,0,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,6,0,6,0,6
LURIBAY,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,0,1,0,1,1
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,0,1,0,1,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,1,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,4,0,4,0,4
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,0,1,0,1,1
PASORAPA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,0,2,0,2,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,6,0,6,0,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,6,4,6,4,10
RAVELO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,11,0,11,0,11
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,1,2,1,2,3
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,43,5,43,5,48
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,2,0,2,0,2
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,5,0,5,0,5
SORACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,5,1,5,1,6
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,1,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,2,1,2,1,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,6,0,6,0,6
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,2,0,2,0,2
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,2,2,2,2,4
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-09-01,2,4,2,4,6
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,9,0,9,0,9
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,0,4,0,4,4
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,1,0,1,0,1
CAIROMA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,0,1,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,3,0,3,0,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,1,0,1,0,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,0,2,0,2,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,16,3,16,3,19
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,4,0,4,0,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,45,19,45,19,64
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,2,0,2,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,2,0,2,0,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,1,1,1,1,2
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,0,1,0,1,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,4,2,4,2,6
