,group,variable,month,DPT 3RA DOSIS,DPT 3RA DOSIS,TOTALES,TOTALES,TOTALES
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,3,0,3,0,3
CHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,0,5,0,5,5
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,0,2,0,2,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,2,0,2,0,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,1,1,1,1,2
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,0,4,0,4,4
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,39,13,39,13,52
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,0,1,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,0,1,0,1,1
COROICO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,3,2,3,2,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,27,25,27,25,52
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,1,4,1,4,5
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,0,2,0,2,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,1,1,1,1,2
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,4,1,4,1,5
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,2,2,2,2,4
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,5,2,5,2,7
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,6,3,6,3,9
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,1,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,2,0,2,0,2
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,1,4,1,4,5
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,7,2,7,2,9
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,8,13,8,13,21
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,0,2,0,2,2
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,0,1,0,1,1
POCOATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,0,1,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,7,7,7,7,14
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,1,3,1,3,4
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,18,12,18,12,30
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,13,14,13,14,27
RAVELO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,3,0,3,0,3
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,4,6,4,6,10
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,4,11,4,11,15
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,0,1,0,1,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,23,16,23,16,39
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,1,3,1,3,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,1,0,1,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,1,1,1,1,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,4,0,4,0,4
TARATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,1,2,1,2,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,3,0,3,0,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,1,0,1,0,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,1,0,1,0,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,5,2,5,2,7
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,2,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,3,2,3,2,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,2,0,2,0,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,2,0,2,0,2
ATOCHA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,0,1,0,1,1
BAURES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,0,1,0,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,2,0,2,0,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,5,1,5,1,6
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,1,1,1,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,29,0,29,0,29
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,0,1,0,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,9,1,9,1,10
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,39,4,39,4,43
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,0,1,0,1
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,3,10,3,10,13
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,0,1,0,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,0,3,0,3,3
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,0,1,0,1,1
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,5,1,5,1,6
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,2,0,2,0,2
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,2,0,2,0,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,5,1,5,1,6
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,1,1,1,2
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,0,1,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,3,0,3,0,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,0,3,0,3,3
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,16,0,16,0,16
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,14,1,14,15
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,2,1,2,1,3
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,0,1,0,1,1
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,9,2,9,2,11
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,9,0,9,0,9
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,1,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,5,0,5,0,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,5,3,5,3,8
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,4,6,4,6,10
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,6,2,6,2,8
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,1,1,1,2
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,11,9,11,9,20
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,1,1,1,2
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,7,1,7,8
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,0,2,0,2,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,0,5,0,5,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,40,7,40,7,47
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,2,7,2,7,9
SICAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,2,1,2,1,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,4,0,4,0,4
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,6,0,6,0,6
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,0,1,0,1
TOMAVE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,0,3,0,3,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,5,10,5,10,15
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,0,1,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,0,1,0,1,1
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,3,0,3,0,3
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,2,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,1,1,1,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,2,1,2,3
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,1,0,1,0,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-06-01,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,7,0,7,0,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,0,2,0,2,2
CAIROMA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,1,0,1,0,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,0,1,0,1,1
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,1,0,1,0,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,1,2,1,2,3
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,36,1,36,1,37
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,5,0,5,0,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,33,4,33,4,37
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,2,1,2,1,3
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,2,0,2,0,2
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,1,1,1,1,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,2,1,2,1,3
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,4,1,4,1,5
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,10,0,10,0,10
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,1,1,1,1,2
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,1,1,1,1,2
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,9,0,9,0,9
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,1,1,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,14,0,14,0,14
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,6,1,6,1,7
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,1,1,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,7,11,7,11,18
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,3,0,3,0,3
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,7,4,7,4,11
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,2,1,2,1,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,2,5,2,5,7
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,4,0,4,0,4
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,1,0,1,0,1
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,2,0,2,0,2
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,1,8,1,8,9
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,151,4,151,4,155
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,1,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,2,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,1,2,1,2,3
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,1,0,1,0,1
TARATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,5,0,5,0,5
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,3,0,3,0,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,2,0,2,0,2
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,3,0,3,0,3
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,2,0,2,0,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,0,1,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,0,4,0,4,4
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,1,0,1,0,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,2,0,2,0,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,3,4,3,4,7
YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-07-01,1,0,1,0,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,0,4,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,0,1,0,1,1
AZURDUY,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,1,1,1,2
BAURES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,0,1,0,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,2,0,2,0,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,14,1,14,1,15
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,2,0,2,0,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,0,1,0,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,0,1,0,1,1
COROICO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,0,1,0,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,5,0,5,0,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,40,14,40,14,54
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,0,1,0,1,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,3,0,3,0,3
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,2,1,2,1,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,0,1,0,1,1
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,4,1,4,1,5
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,35,0,35,0,35
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,0,2,0,2,2
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,0,1,0,1,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,5,0,5,0,5
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,18,2,18,2,20
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,0,3,0,3,3
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,12,0,12,0,12
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,6,5,6,5,11
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,2,0,2,0,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,2,0,2,0,2
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,8,7,8,7,15
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,2,0,2,0,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,2,10,2,10,12
