,group,variable,month,DPT 4TA DOSIS,DPT 4TA DOSIS,TOTALES,TOTALES,TOTALES
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,2,0,2,0,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,0,2,0,2,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,0,2,0,2,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,5,0,5,0,5
SORATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,0,7,0,7,7
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,158,33,158,33,191
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,0,1,0,1,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,1,4,1,4,5
TARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,4,1,4,1,5
TARATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,9,4,9,4,13
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,190,12,190,12,202
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,4,10,4,10,14
TOCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,8,4,8,4,12
TOLATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,10,0,10,0,10
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,12,0,12,0,12
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,9,11,9,11,20
TRIGAL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,49,10,49,10,59
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,11,4,11,4,15
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,10,0,10,0,10
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,6,0,6,0,6
VACAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,0,1,0,1,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,16,1,16,1,17
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,4,0,4,0,4
VILA VILA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,1,1,1,1,2
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,4,0,4,0,4
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,56,29,56,29,85
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,5,0,5,0,5
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,4,213,4,213,217
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,4,0,4,0,4
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,28,1,28,1,29
VITICHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,80,13,80,13,93
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,49,16,49,16,65
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,2,0,2,0,2
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,1,6,1,6,7
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-02-01,0,1,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,2,0,2,0,2
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,16,7,16,7,23
ALCALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,9,6,9,6,15
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,2,0,2,0,2
ANZALDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,0,2,0,2,2
ARBIETO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,14,13,14,13,27
ARQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,1,8,1,8,9
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,3,6,3,6,9
AZURDUY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,4,10,4,10,14
BAURES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,2,0,2,0,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,31,27,31,27,58
BETANZOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,2,2,2,2,4
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,0,5,0,5,5
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,2,0,2,0,2
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,2,0,2,0,2
CAMARGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,36,9,36,9,45
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,6,6,6,6,12
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,25,0,25,0,25
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,12,6,12,6,18
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,1,4,1,4,5
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,8,3,8,3,11
CHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,0,2,0,2,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,3,0,3,0,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,2,0,2,0,2
CLIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,21,9,21,9,30
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,48,17,48,17,65
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,8,14,8,14,22
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,305,1,305,1,306
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,2,0,2,0,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,27,1,27,1,28
COMARAPA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,22,0,22,0,22
COMBAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,0,2,0,2,2
COROICO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,2,0,2,0,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,6,9,6,9,15
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,21,13,21,13,34
CUEVO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,0,1,0,1,1
CULPINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,4,2,4,2,6
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,224,10,224,10,234
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,6,0,6,0,6
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,10,2,10,2,12
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,90,6,90,6,96
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,6,4,6,4,10
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,14,23,14,23,37
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,63,15,63,15,78
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,3,10,3,10,13
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,58,20,58,20,78
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,9,12,9,12,21
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,6,3,6,3,9
ICLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,35,52,35,52,87
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,30,41,30,41,71
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,1,0,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,8,1,8,1,9
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,31,0,31,0,31
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,131,1,131,1,132
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,1,0,1,0,1
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,0,3,0,3,3
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,15,43,15,43,58
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,7,0,7,0,7
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,7,12,7,12,19
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,14,0,14,0,14
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,5,24,5,24,29
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,49,8,49,8,57
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,101,1,101,1,102
MORO MORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,7,0,7,0,7
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,0,1,0,1,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,12,1,12,1,13
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,3,8,3,8,11
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,255,7,255,7,262
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,16,0,16,0,16
PADILLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,13,7,13,7,20
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,3,32,3,32,35
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,1,0,1,0,1
PAZÑA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,3,2,3,2,5
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,6,13,6,13,19
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,1,1,1,1,2
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,57,81,57,81,138
PORONGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,1,0,1,0,1
PORVENIR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,4,6,4,6,10
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,71,26,71,26,97
PRESTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,5,16,5,16,21
PUCARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,0,1,0,1,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,2,0,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,15,4,15,4,19
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,24,8,24,8,32
PUNA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,2,0,2,0,2
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,12,0,12,0,12
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,68,11,68,11,79
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,3,0,3,0,3
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,10,0,10,0,10
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,9,1,9,1,10
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,33,5,33,5,38
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,17,1,17,1,18
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,77,17,77,17,94
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,3,2,3,2,5
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,6,0,6,0,6
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,4,3,4,3,7
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,44,31,44,31,75
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,29,4,29,4,33
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,3,0,3,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,14,0,14,0,14
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,4,2,4,2,6
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,10,5,10,5,15
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,16,17,16,17,33
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,17,12,17,12,29
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,5,0,5,0,5
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,2,0,2,0,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,12,4,12,4,16
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,2,6,2,6,8
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,13,13,13,13,26
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,389,29,389,29,418
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,1,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,9,1,9,1,10
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,0,4,0,4,4
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,3,2,3,2,5
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,18,0,18,0,18
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,6,0,6,0,6
SORACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,1,2,1,2,3
SORATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,0,4,0,4,4
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,237,110,237,110,347
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,2,3,2,3,5
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,0,1,0,1,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,1,4,1,4,5
TARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,5,13,5,13,18
TARATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,3,2,3,2,5
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,186,27,186,27,213
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,33,23,33,23,56
TOCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,4,0,4,0,4
TOLATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,8,3,8,3,11
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,18,9,18,9,27
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,18,8,18,8,26
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,57,6,57,6,63
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,44,0,44,0,44
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,15,0,15,0,15
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,5,0,5,0,5
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,24,0,24,0,24
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,26,10,26,10,36
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,43,31,43,31,74
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,13,25,13,25,38
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,39,4,39,4,43
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,16,12,16,12,28
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,35,9,35,9,44
VITICHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,0,1,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,82,17,82,17,99
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,70,7,70,7,77
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,7,0,7,0,7
YOTALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,2,12,2,12,14
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,0,3,0,3,3
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-03-01,5,17,5,17,22
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,18,20,18,20,38
ALCALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,1,4,1,4,5
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,0,1,0,1,1
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,8,2,8,2,10
ANZALDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,1,0,1,0,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,3,15,3,15,18
ARQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,45,144,45,144,189
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,1,10,1,10,11
AZURDUY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,8,7,8,7,15
BATALLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,2,0,2,0,2
BAURES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,4,0,4,0,4
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,1,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,39,16,39,16,55
BETANZOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,5,5,5,5,10
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,0,11,0,11,11
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,3,0,3,0,3
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,0,5,0,5,5
CAMARGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,25,9,25,9,34
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,6,3,6,3,9
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,4,4,4,4,8
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,12,29,12,29,41
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,1,3,1,3,4
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,7,0,7,0,7
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,9,2,9,2,11
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,0,12,0,12,12
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,1,0,1,0,1
CHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,1,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,0,2,0,2,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,0,3,0,3,3
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,1,1,1,1,2
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,5,5,5,5,10
CLIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,23,2,23,2,25
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,27,9,27,9,36
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,11,16,11,16,27
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,340,62,340,62,402
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,3,0,3,0,3
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,6,0,6,0,6
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,21,21,21,21,42
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,0,1,0,1,1
COMANCHE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,2,3,2,3,5
COMARAPA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,21,2,21,2,23
COMBAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,0,1,0,1,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,3,1,3,1,4
CORO CORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,4,5,4,5,9
CORQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,2,4,2,4,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,31,19,31,19,50
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,4,8,4,8,12
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,2,1,2,1,3
CUEVO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,4,18,4,18,22
CULPINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,7,0,7,0,7
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,3,0,3,0,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,291,33,291,33,324
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,8,1,8,1,9
