municipality,group,variable,month,Total de casos confirmados,TOTAL
COBIJA,malaria,total de casos confirmados,2007-11-01,19,19
EL TORNO,malaria,total de casos confirmados,2007-11-01,40,40
ENTRE RIOS,malaria,total de casos confirmados,2007-11-01,8,8
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2007-11-01,5,5
FILADELFIA,malaria,total de casos confirmados,2007-11-01,8,8
GUAYARAMERIN,malaria,total de casos confirmados,2007-11-01,253,253
INGAVI (HUMAITA),malaria,total de casos confirmados,2007-11-01,3,3
IXIAMAS,malaria,total de casos confirmados,2007-11-01,2,2
LA ASUNTA,malaria,total de casos confirmados,2007-11-01,2,2
LA GUARDIA,malaria,total de casos confirmados,2007-11-01,2,2
LA PAZ,malaria,total de casos confirmados,2007-11-01,4,4
MAGDALENA,malaria,total de casos confirmados,2007-11-01,1,1
MINEROS,malaria,total de casos confirmados,2007-11-01,1,1
MIZQUE,malaria,total de casos confirmados,2007-11-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,total de casos confirmados,2007-11-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2007-11-01,16,16
PADCAYA,malaria,total de casos confirmados,2007-11-01,3,3
PALOS BLANCOS,malaria,total de casos confirmados,2007-11-01,1,1
POROMA,malaria,total de casos confirmados,2007-11-01,1,1
PORONGO,malaria,total de casos confirmados,2007-11-01,4,4
PORVENIR,malaria,total de casos confirmados,2007-11-01,4,4
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2007-11-01,2,2
PUERTO RICO,malaria,total de casos confirmados,2007-11-01,6,6
RIBERALTA,malaria,total de casos confirmados,2007-11-01,389,389
RURRENABAQUE,malaria,total de casos confirmados,2007-11-01,1,1
SAN BORJA,malaria,total de casos confirmados,2007-11-01,3,3
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2007-11-01,10,10
SAN LORENZO(PND),malaria,total de casos confirmados,2007-11-01,10,10
SAN PEDRO DE BUENA VISTA,malaria,total de casos confirmados,2007-11-01,21,21
SANTA ROSA,malaria,total de casos confirmados,2007-11-01,2,2
SENA,malaria,total de casos confirmados,2007-11-01,2,2
TEOPONTE,malaria,total de casos confirmados,2007-11-01,4,4
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2007-11-01,3,3
VILLA SERRANO,malaria,total de casos confirmados,2007-11-01,2,2
VILLA TUNARI,malaria,total de casos confirmados,2007-11-01,10,10
YACUIBA,malaria,total de casos confirmados,2007-11-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),malaria,total de casos confirmados,2007-12-01,1,1
AZURDUY,malaria,total de casos confirmados,2007-12-01,1,1
BAURES,malaria,total de casos confirmados,2007-12-01,5,5
BERMEJO,malaria,total de casos confirmados,2007-12-01,48,48
BUENA VISTA,malaria,total de casos confirmados,2007-12-01,27,27
CARANAVI,malaria,total de casos confirmados,2007-12-01,5,5
CARAPARI,malaria,total de casos confirmados,2007-12-01,14,14
COBIJA,malaria,total de casos confirmados,2007-12-01,13,13
CUEVO,malaria,total de casos confirmados,2007-12-01,1,1
EL TORNO,malaria,total de casos confirmados,2007-12-01,49,49
ENTRE RIOS,malaria,total de casos confirmados,2007-12-01,13,13
GUAYARAMERIN,malaria,total de casos confirmados,2007-12-01,182,182
LA GUARDIA,malaria,total de casos confirmados,2007-12-01,1,1
LA PAZ,malaria,total de casos confirmados,2007-12-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2007-12-01,5,5
PADCAYA,malaria,total de casos confirmados,2007-12-01,5,5
PADILLA,malaria,total de casos confirmados,2007-12-01,2,2
PALOS BLANCOS,malaria,total de casos confirmados,2007-12-01,4,4
POROMA,malaria,total de casos confirmados,2007-12-01,1,1
PORONGO,malaria,total de casos confirmados,2007-12-01,3,3
PORVENIR,malaria,total de casos confirmados,2007-12-01,5,5
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2007-12-01,5,5
PUERTO RICO,malaria,total de casos confirmados,2007-12-01,5,5
RIBERALTA,malaria,total de casos confirmados,2007-12-01,411,411
RURRENABAQUE,malaria,total de casos confirmados,2007-12-01,2,2
SAN BORJA,malaria,total de casos confirmados,2007-12-01,6,6
SAN CARLOS,malaria,total de casos confirmados,2007-12-01,18,18
SAN JOAQUIN,malaria,total de casos confirmados,2007-12-01,1,1
SAN LORENZO(PND),malaria,total de casos confirmados,2007-12-01,5,5
SAN LUCAS,malaria,total de casos confirmados,2007-12-01,1,1
SAN PEDRO DE BUENA VISTA,malaria,total de casos confirmados,2007-12-01,10,10
SANTA CRUZ DE LA SIERRA,malaria,total de casos confirmados,2007-12-01,1,1
SENA,malaria,total de casos confirmados,2007-12-01,7,7
TEOPONTE,malaria,total de casos confirmados,2007-12-01,11,11
TORO TORO,malaria,total de casos confirmados,2007-12-01,7,7
VALLEGRANDE,malaria,total de casos confirmados,2007-12-01,1,1
VILLA TUNARI,malaria,total de casos confirmados,2007-12-01,22,22
YACUIBA,malaria,total de casos confirmados,2007-12-01,18,18
