municipality,group,variable,month,Número de Muestras hemáticas tomadas,TOTAL
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2007-05-01,8,8
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2007-05-01,3,3
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2007-05-01,45,45
SAN RAFAEL,malaria,numero de muestras hematicas tomadas,2007-05-01,1,1
SANTA ANA,malaria,numero de muestras hematicas tomadas,2007-05-01,1,1
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2007-05-01,1,1
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2007-05-01,1,1
SENA,malaria,numero de muestras hematicas tomadas,2007-05-01,361,361
SUCRE,malaria,numero de muestras hematicas tomadas,2007-05-01,205,205
TARVITA,malaria,numero de muestras hematicas tomadas,2007-05-01,4,4
TEOPONTE,malaria,numero de muestras hematicas tomadas,2007-05-01,84,84
TIPUANI,malaria,numero de muestras hematicas tomadas,2007-05-01,2,2
TIRAQUE (CBBA),malaria,numero de muestras hematicas tomadas,2007-05-01,1,1
TOMINA,malaria,numero de muestras hematicas tomadas,2007-05-01,2,2
TORO TORO,malaria,numero de muestras hematicas tomadas,2007-05-01,4,4
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2007-05-01,31,31
VILA VILA,malaria,numero de muestras hematicas tomadas,2007-05-01,3,3
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2007-05-01,266,266
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2007-05-01,57,57
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2007-05-01,14,14
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2007-05-01,9,9
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2007-05-01,8,8
YACUIBA,malaria,numero de muestras hematicas tomadas,2007-05-01,152,152
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2007-05-01,2,2
ACACIO,malaria,numero de muestras hematicas tomadas,2007-06-01,29,29
AIQUILE,malaria,numero de muestras hematicas tomadas,2007-06-01,34,34
ANZALDO,malaria,numero de muestras hematicas tomadas,2007-06-01,6,6
APOLO,malaria,numero de muestras hematicas tomadas,2007-06-01,88,88
AZURDUY,malaria,numero de muestras hematicas tomadas,2007-06-01,7,7
BAURES,malaria,numero de muestras hematicas tomadas,2007-06-01,117,117
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2007-06-01,139,139
BERMEJO,malaria,numero de muestras hematicas tomadas,2007-06-01,55,55
CABEZAS,malaria,numero de muestras hematicas tomadas,2007-06-01,1,1
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2007-06-01,1,1
CARANAVI,malaria,numero de muestras hematicas tomadas,2007-06-01,14,14
CARAPARI,malaria,numero de muestras hematicas tomadas,2007-06-01,232,232
CHAYANTA,malaria,numero de muestras hematicas tomadas,2007-06-01,1,1
COBIJA,malaria,numero de muestras hematicas tomadas,2007-06-01,35,35
CUEVO,malaria,numero de muestras hematicas tomadas,2007-06-01,8,8
CULPINA,malaria,numero de muestras hematicas tomadas,2007-06-01,12,12
EL TORNO,malaria,numero de muestras hematicas tomadas,2007-06-01,42,42
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2007-06-01,251,251
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2007-06-01,204,204
FILADELFIA,malaria,numero de muestras hematicas tomadas,2007-06-01,10,10
GUANAY,malaria,numero de muestras hematicas tomadas,2007-06-01,34,34
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2007-06-01,2321,2321
HUACARETA,malaria,numero de muestras hematicas tomadas,2007-06-01,7,7
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2007-06-01,10,10
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2007-06-01,64,64
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2007-06-01,5,5
LA PAZ,malaria,numero de muestras hematicas tomadas,2007-06-01,20,20
MACHARETI,malaria,numero de muestras hematicas tomadas,2007-06-01,2,2
MAGDALENA,malaria,numero de muestras hematicas tomadas,2007-06-01,78,78
MAPIRI,malaria,numero de muestras hematicas tomadas,2007-06-01,107,107
MIZQUE,malaria,numero de muestras hematicas tomadas,2007-06-01,1,1
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2007-06-01,1,1
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2007-06-01,31,31
MOROCHATA,malaria,numero de muestras hematicas tomadas,2007-06-01,59,59
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2007-06-01,110,110
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2007-06-01,119,119
OCURI,malaria,numero de muestras hematicas tomadas,2007-06-01,1,1
OMEREQUE,malaria,numero de muestras hematicas tomadas,2007-06-01,1,1
PADCAYA,malaria,numero de muestras hematicas tomadas,2007-06-01,35,35
PADILLA,malaria,numero de muestras hematicas tomadas,2007-06-01,3,3
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2007-06-01,42,42
PAMPA GRANDE,malaria,numero de muestras hematicas tomadas,2007-06-01,1,1
POJO (CBBA),malaria,numero de muestras hematicas tomadas,2007-06-01,4,4
POROMA,malaria,numero de muestras hematicas tomadas,2007-06-01,48,48
PORONGO,malaria,numero de muestras hematicas tomadas,2007-06-01,9,9
PORVENIR,malaria,numero de muestras hematicas tomadas,2007-06-01,81,81
PRESTO,malaria,numero de muestras hematicas tomadas,2007-06-01,1,1
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2007-06-01,216,216
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2007-06-01,287,287
PUNA,malaria,numero de muestras hematicas tomadas,2007-06-01,40,40
REYES,malaria,numero de muestras hematicas tomadas,2007-06-01,1,1
RIBERALTA,malaria,numero de muestras hematicas tomadas,2007-06-01,2577,2577
SAIPINA,malaria,numero de muestras hematicas tomadas,2007-06-01,89,89
SAN BUENA VENTURA,malaria,numero de muestras hematicas tomadas,2007-06-01,2,2
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2007-06-01,3,3
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2007-06-01,110,110
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2007-06-01,2,2
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2007-06-01,3,3
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2007-06-01,1,1
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2007-06-01,31,31
SAN RAMON,malaria,numero de muestras hematicas tomadas,2007-06-01,2,2
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2007-06-01,1,1
SENA,malaria,numero de muestras hematicas tomadas,2007-06-01,288,288
SOPACHUY,malaria,numero de muestras hematicas tomadas,2007-06-01,1,1
TARVITA,malaria,numero de muestras hematicas tomadas,2007-06-01,1,1
TEOPONTE,malaria,numero de muestras hematicas tomadas,2007-06-01,3,3
TOMINA,malaria,numero de muestras hematicas tomadas,2007-06-01,2,2
TORO TORO,malaria,numero de muestras hematicas tomadas,2007-06-01,7,7
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2007-06-01,1,1
VILA VILA,malaria,numero de muestras hematicas tomadas,2007-06-01,37,37
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2007-06-01,480,480
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2007-06-01,64,64
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2007-06-01,26,26
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2007-06-01,29,29
YACUIBA,malaria,numero de muestras hematicas tomadas,2007-06-01,42,42
YAPACANI,malaria,numero de muestras hematicas tomadas,2007-06-01,1,1
ACACIO,malaria,numero de muestras hematicas tomadas,2007-07-01,60,60
AIQUILE,malaria,numero de muestras hematicas tomadas,2007-07-01,27,27
ANZALDO,malaria,numero de muestras hematicas tomadas,2007-07-01,18,18
AZURDUY,malaria,numero de muestras hematicas tomadas,2007-07-01,15,15
BAURES,malaria,numero de muestras hematicas tomadas,2007-07-01,155,155
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2007-07-01,18,18
BERMEJO,malaria,numero de muestras hematicas tomadas,2007-07-01,139,139
CABEZAS,malaria,numero de muestras hematicas tomadas,2007-07-01,4,4
CAMIRI,malaria,numero de muestras hematicas tomadas,2007-07-01,7,7
CARANAVI,malaria,numero de muestras hematicas tomadas,2007-07-01,10,10
CARAPARI,malaria,numero de muestras hematicas tomadas,2007-07-01,102,102
COBIJA,malaria,numero de muestras hematicas tomadas,2007-07-01,78,78
CONCEPCION,malaria,numero de muestras hematicas tomadas,2007-07-01,3,3
CUEVO,malaria,numero de muestras hematicas tomadas,2007-07-01,5,5
CULPINA,malaria,numero de muestras hematicas tomadas,2007-07-01,3,3
EL TORNO,malaria,numero de muestras hematicas tomadas,2007-07-01,74,74
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2007-07-01,241,241
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2007-07-01,187,187
FILADELFIA,malaria,numero de muestras hematicas tomadas,2007-07-01,73,73
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2007-07-01,1,1
GUANAY,malaria,numero de muestras hematicas tomadas,2007-07-01,17,17
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2007-07-01,1348,1348
HUACARETA,malaria,numero de muestras hematicas tomadas,2007-07-01,28,28
HUACAYA (VILLA DE HUACAYA),malaria,numero de muestras hematicas tomadas,2007-07-01,2,2
HUARACAJE,malaria,numero de muestras hematicas tomadas,2007-07-01,12,12
IXIAMAS,malaria,numero de muestras hematicas tomadas,2007-07-01,1,1
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2007-07-01,19,19
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2007-07-01,22,22
LA PAZ,malaria,numero de muestras hematicas tomadas,2007-07-01,22,22
MACHARETI,malaria,numero de muestras hematicas tomadas,2007-07-01,2,2
MAGDALENA,malaria,numero de muestras hematicas tomadas,2007-07-01,10,10
MAPIRI,malaria,numero de muestras hematicas tomadas,2007-07-01,93,93
MIZQUE,malaria,numero de muestras hematicas tomadas,2007-07-01,88,88
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2007-07-01,4,4
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2007-07-01,52,52
MOROCHATA,malaria,numero de muestras hematicas tomadas,2007-07-01,44,44
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2007-07-01,120,120
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2007-07-01,142,142
OMEREQUE,malaria,numero de muestras hematicas tomadas,2007-07-01,1,1
PADCAYA,malaria,numero de muestras hematicas tomadas,2007-07-01,9,9
PADILLA,malaria,numero de muestras hematicas tomadas,2007-07-01,232,232
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2007-07-01,17,17
PASORAPA,malaria,numero de muestras hematicas tomadas,2007-07-01,20,20
POCONA,malaria,numero de muestras hematicas tomadas,2007-07-01,1,1
POJO (CBBA),malaria,numero de muestras hematicas tomadas,2007-07-01,16,16
PORONGO,malaria,numero de muestras hematicas tomadas,2007-07-01,4,4
PORVENIR,malaria,numero de muestras hematicas tomadas,2007-07-01,44,44
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2007-07-01,38,38
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2007-07-01,250,250
PUNATA,malaria,numero de muestras hematicas tomadas,2007-07-01,1,1
REYES,malaria,numero de muestras hematicas tomadas,2007-07-01,39,39
RIBERALTA,malaria,numero de muestras hematicas tomadas,2007-07-01,4174,4174
ROBORE,malaria,numero de muestras hematicas tomadas,2007-07-01,35,35
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2007-07-01,1,1
SAIPINA,malaria,numero de muestras hematicas tomadas,2007-07-01,36,36
SAN BORJA,malaria,numero de muestras hematicas tomadas,2007-07-01,3,3
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2007-07-01,1,1
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2007-07-01,63,63
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2007-07-01,55,55
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2007-07-01,3,3
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2007-07-01,5,5
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2007-07-01,81,81
SAN RAFAEL,malaria,numero de muestras hematicas tomadas,2007-07-01,1,1
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2007-07-01,2,2
SENA,malaria,numero de muestras hematicas tomadas,2007-07-01,379,379
SOPACHUY,malaria,numero de muestras hematicas tomadas,2007-07-01,1,1
SUCRE,malaria,numero de muestras hematicas tomadas,2007-07-01,2,2
TARVITA,malaria,numero de muestras hematicas tomadas,2007-07-01,1,1
TEOPONTE,malaria,numero de muestras hematicas tomadas,2007-07-01,17,17
TIRAQUE (CBBA),malaria,numero de muestras hematicas tomadas,2007-07-01,1,1
TOMINA,malaria,numero de muestras hematicas tomadas,2007-07-01,1,1
TORO TORO,malaria,numero de muestras hematicas tomadas,2007-07-01,4,4
TRIGAL,malaria,numero de muestras hematicas tomadas,2007-07-01,1,1
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2007-07-01,1,1
VILA VILA,malaria,numero de muestras hematicas tomadas,2007-07-01,1,1
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2007-07-01,65,65
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2007-07-01,79,79
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2007-07-01,25,25
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2007-07-01,11,11
YACUIBA,malaria,numero de muestras hematicas tomadas,2007-07-01,58,58
ACACIO,malaria,numero de muestras hematicas tomadas,2007-08-01,26,26
AIQUILE,malaria,numero de muestras hematicas tomadas,2007-08-01,82,82
AZURDUY,malaria,numero de muestras hematicas tomadas,2007-08-01,8,8
BAURES,malaria,numero de muestras hematicas tomadas,2007-08-01,184,184
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2007-08-01,105,105
BERMEJO,malaria,numero de muestras hematicas tomadas,2007-08-01,127,127
BETANZOS,malaria,numero de muestras hematicas tomadas,2007-08-01,53,53
CABEZAS,malaria,numero de muestras hematicas tomadas,2007-08-01,3,3
CARANAVI,malaria,numero de muestras hematicas tomadas,2007-08-01,11,11
CARAPARI,malaria,numero de muestras hematicas tomadas,2007-08-01,138,138
COBIJA,malaria,numero de muestras hematicas tomadas,2007-08-01,102,102
CUEVO,malaria,numero de muestras hematicas tomadas,2007-08-01,17,17
CULPINA,malaria,numero de muestras hematicas tomadas,2007-08-01,6,6
EL TORNO,malaria,numero de muestras hematicas tomadas,2007-08-01,89,89
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2007-08-01,338,338
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2007-08-01,153,153
FILADELFIA,malaria,numero de muestras hematicas tomadas,2007-08-01,6,6
GUANAY,malaria,numero de muestras hematicas tomadas,2007-08-01,31,31
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2007-08-01,1721,1721
HUACARETA,malaria,numero de muestras hematicas tomadas,2007-08-01,3,3
HUACAYA (VILLA DE HUACAYA),malaria,numero de muestras hematicas tomadas,2007-08-01,2,2
HUARACAJE,malaria,numero de muestras hematicas tomadas,2007-08-01,14,14
INCAHUASI,malaria,numero de muestras hematicas tomadas,2007-08-01,17,17
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2007-08-01,11,11
IRUPANA (VILLA DE LANZA),malaria,numero de muestras hematicas tomadas,2007-08-01,1,1
IXIAMAS,malaria,numero de muestras hematicas tomadas,2007-08-01,1,1
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2007-08-01,36,36
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2007-08-01,13,13
LA PAZ,malaria,numero de muestras hematicas tomadas,2007-08-01,17,17
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2007-08-01,17,17
MACHARETI,malaria,numero de muestras hematicas tomadas,2007-08-01,3,3
MAGDALENA,malaria,numero de muestras hematicas tomadas,2007-08-01,87,87
MAPIRI,malaria,numero de muestras hematicas tomadas,2007-08-01,297,297
MIZQUE,malaria,numero de muestras hematicas tomadas,2007-08-01,113,113
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2007-08-01,4,4
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2007-08-01,78,78
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2007-08-01,83,83
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2007-08-01,190,190
OMEREQUE,malaria,numero de muestras hematicas tomadas,2007-08-01,208,208
PADCAYA,malaria,numero de muestras hematicas tomadas,2007-08-01,88,88
PADILLA,malaria,numero de muestras hematicas tomadas,2007-08-01,2,2
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2007-08-01,16,16
PASORAPA,malaria,numero de muestras hematicas tomadas,2007-08-01,2,2
POJO (CBBA),malaria,numero de muestras hematicas tomadas,2007-08-01,99,99
POROMA,malaria,numero de muestras hematicas tomadas,2007-08-01,241,241
PORONGO,malaria,numero de muestras hematicas tomadas,2007-08-01,12,12
PORVENIR,malaria,numero de muestras hematicas tomadas,2007-08-01,74,74
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2007-08-01,66,66
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2007-08-01,377,377
PUNA,malaria,numero de muestras hematicas tomadas,2007-08-01,19,19
REYES,malaria,numero de muestras hematicas tomadas,2007-08-01,7,7
RIBERALTA,malaria,numero de muestras hematicas tomadas,2007-08-01,3316,3316
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2007-08-01,10,10
SAIPINA,malaria,numero de muestras hematicas tomadas,2007-08-01,50,50
SAN BORJA,malaria,numero de muestras hematicas tomadas,2007-08-01,5,5
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2007-08-01,141,141
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2007-08-01,40,40
SAN JULIAN,malaria,numero de muestras hematicas tomadas,2007-08-01,2,2
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2007-08-01,155,155
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2007-08-01,2,2
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2007-08-01,2,2
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2007-08-01,98,98
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2007-08-01,1,1
SENA,malaria,numero de muestras hematicas tomadas,2007-08-01,167,167
SOPACHUY,malaria,numero de muestras hematicas tomadas,2007-08-01,1,1
TEOPONTE,malaria,numero de muestras hematicas tomadas,2007-08-01,20,20
TIRAQUE (CBBA),malaria,numero de muestras hematicas tomadas,2007-08-01,4,4
TORO TORO,malaria,numero de muestras hematicas tomadas,2007-08-01,114,114
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2007-08-01,267,267
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2007-08-01,22,22
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2007-08-01,3,3
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2007-08-01,9,9
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2007-08-01,12,12
YACUIBA,malaria,numero de muestras hematicas tomadas,2007-08-01,52,52
ACACIO,malaria,numero de muestras hematicas tomadas,2007-09-01,24,24
AIQUILE,malaria,numero de muestras hematicas tomadas,2007-09-01,27,27
ALCALA,malaria,numero de muestras hematicas tomadas,2007-09-01,1,1
APOLO,malaria,numero de muestras hematicas tomadas,2007-09-01,52,52
AZURDUY,malaria,numero de muestras hematicas tomadas,2007-09-01,2,2
BAURES,malaria,numero de muestras hematicas tomadas,2007-09-01,147,147
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2007-09-01,84,84
BERMEJO,malaria,numero de muestras hematicas tomadas,2007-09-01,787,787
CABEZAS,malaria,numero de muestras hematicas tomadas,2007-09-01,1,1
CARANAVI,malaria,numero de muestras hematicas tomadas,2007-09-01,1,1
CARAPARI,malaria,numero de muestras hematicas tomadas,2007-09-01,134,134
COBIJA,malaria,numero de muestras hematicas tomadas,2007-09-01,54,54
CULPINA,malaria,numero de muestras hematicas tomadas,2007-09-01,2,2
EL TORNO,malaria,numero de muestras hematicas tomadas,2007-09-01,45,45
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2007-09-01,50,50
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2007-09-01,1,1
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2007-09-01,45,45
FILADELFIA,malaria,numero de muestras hematicas tomadas,2007-09-01,3,3
GUANAY,malaria,numero de muestras hematicas tomadas,2007-09-01,29,29
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2007-09-01,1321,1321
HUACARETA,malaria,numero de muestras hematicas tomadas,2007-09-01,81,81
HUARACAJE,malaria,numero de muestras hematicas tomadas,2007-09-01,21,21
INCAHUASI,malaria,numero de muestras hematicas tomadas,2007-09-01,1,1
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2007-09-01,8,8
IXIAMAS,malaria,numero de muestras hematicas tomadas,2007-09-01,11,11
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2007-09-01,16,16
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2007-09-01,2,2
LA PAZ,malaria,numero de muestras hematicas tomadas,2007-09-01,20,20
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2007-09-01,20,20
MAGDALENA,malaria,numero de muestras hematicas tomadas,2007-09-01,63,63
MAPIRI,malaria,numero de muestras hematicas tomadas,2007-09-01,122,122
MIZQUE,malaria,numero de muestras hematicas tomadas,2007-09-01,73,73
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2007-09-01,55,55
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2007-09-01,121,121
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2007-09-01,160,160
OMEREQUE,malaria,numero de muestras hematicas tomadas,2007-09-01,12,12
PADCAYA,malaria,numero de muestras hematicas tomadas,2007-09-01,134,134
PADILLA,malaria,numero de muestras hematicas tomadas,2007-09-01,7,7
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2007-09-01,23,23
PASORAPA,malaria,numero de muestras hematicas tomadas,2007-09-01,2,2
PORONGO,malaria,numero de muestras hematicas tomadas,2007-09-01,5,5
PORVENIR,malaria,numero de muestras hematicas tomadas,2007-09-01,88,88
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2007-09-01,20,20
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2007-09-01,289,289
PUNATA,malaria,numero de muestras hematicas tomadas,2007-09-01,2,2
REYES,malaria,numero de muestras hematicas tomadas,2007-09-01,3,3
RIBERALTA,malaria,numero de muestras hematicas tomadas,2007-09-01,3035,3035
ROBORE,malaria,numero de muestras hematicas tomadas,2007-09-01,34,34
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2007-09-01,3,3
SAIPINA,malaria,numero de muestras hematicas tomadas,2007-09-01,135,135
SAN BORJA,malaria,numero de muestras hematicas tomadas,2007-09-01,10,10
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2007-09-01,2,2
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2007-09-01,38,38
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2007-09-01,30,30
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2007-09-01,151,151
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2007-09-01,8,8
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2007-09-01,3,3
SAN PEDRO,malaria,numero de muestras hematicas tomadas,2007-09-01,1,1
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2007-09-01,42,42
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2007-09-01,20,20
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2007-09-01,1,1
SENA,malaria,numero de muestras hematicas tomadas,2007-09-01,124,124
SOPACHUY,malaria,numero de muestras hematicas tomadas,2007-09-01,2,2
TARVITA,malaria,numero de muestras hematicas tomadas,2007-09-01,2,2
TEOPONTE,malaria,numero de muestras hematicas tomadas,2007-09-01,16,16
TORO TORO,malaria,numero de muestras hematicas tomadas,2007-09-01,4,4
TOTORA(CBBA),malaria,numero de muestras hematicas tomadas,2007-09-01,2,2
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2007-09-01,38,38
VILA VILA,malaria,numero de muestras hematicas tomadas,2007-09-01,24,24
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2007-09-01,8,8
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2007-09-01,2,2
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2007-09-01,33,33
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2007-09-01,5,5
YACUIBA,malaria,numero de muestras hematicas tomadas,2007-09-01,42,42
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2007-09-01,2,2
ACACIO,malaria,numero de muestras hematicas tomadas,2007-10-01,23,23
AIQUILE,malaria,numero de muestras hematicas tomadas,2007-10-01,42,42
ANZALDO,malaria,numero de muestras hematicas tomadas,2007-10-01,5,5
APOLO,malaria,numero de muestras hematicas tomadas,2007-10-01,26,26
ARAMPAMPA,malaria,numero de muestras hematicas tomadas,2007-10-01,1,1
AZURDUY,malaria,numero de muestras hematicas tomadas,2007-10-01,17,17
BAURES,malaria,numero de muestras hematicas tomadas,2007-10-01,157,157
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2007-10-01,65,65
BERMEJO,malaria,numero de muestras hematicas tomadas,2007-10-01,514,514
BOYUIBE,malaria,numero de muestras hematicas tomadas,2007-10-01,11,11
CABEZAS,malaria,numero de muestras hematicas tomadas,2007-10-01,2,2
CARANAVI,malaria,numero de muestras hematicas tomadas,2007-10-01,16,16
CARAPARI,malaria,numero de muestras hematicas tomadas,2007-10-01,298,298
CHARAGUA,malaria,numero de muestras hematicas tomadas,2007-10-01,2,2
COBIJA,malaria,numero de muestras hematicas tomadas,2007-10-01,164,164
COLOMI,malaria,numero de muestras hematicas tomadas,2007-10-01,2,2
COLQUECHACA,malaria,numero de muestras hematicas tomadas,2007-10-01,15,15
CUEVO,malaria,numero de muestras hematicas tomadas,2007-10-01,44,44
CULPINA,malaria,numero de muestras hematicas tomadas,2007-10-01,1,1
EL TORNO,malaria,numero de muestras hematicas tomadas,2007-10-01,75,75
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2007-10-01,135,135
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2007-10-01,68,68
FILADELFIA,malaria,numero de muestras hematicas tomadas,2007-10-01,13,13
GUANAY,malaria,numero de muestras hematicas tomadas,2007-10-01,10,10
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2007-10-01,1518,1518
