,group,variable,month,TRATAMIENTOS 5 AÑOS A MENORES DE 15 AÑOS DE EDAD INCIADO,TRATAMIENTOS 5 AÑOS A MENORES DE 15 AÑOS DE EDAD INCIADO,TRATAMIENTOS 5 AÑOS A MENORES DE 15 AÑOS DE EDAD CONCLUIDO,TRATAMIENTOS 5 AÑOS A MENORES DE 15 AÑOS DE EDAD CONCLUIDO,TOTALES,TOTALES,TOTALES
PUNATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-10-01,0,0,0,1,0,1,1
SAN LORENZO(TJA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-10-01,13,15,0,0,13,15,28
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-10-01,0,0,0,0,0,0,0
SHINAOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-10-01,2,1,0,0,2,1,3
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-10-01,1,0,13,9,14,9,23
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-10-01,2,2,0,0,2,2,4
VILLA TUNARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-10-01,0,0,1,1,1,1,2
AIQUILE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-11-01,0,0,7,1,7,1,8
CAPINOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-11-01,1,0,0,0,1,0,1
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-11-01,49,85,8,9,57,94,151
COTAGAITA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-11-01,1,2,2,3,3,5,8
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-11-01,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-11-01,0,0,2,1,2,1,3
MONTERO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-11-01,2,4,0,0,2,4,6
OMEREQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-11-01,0,0,8,4,8,4,12
PASORAPA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-11-01,0,0,3,1,3,1,4
PORTACHUELO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-11-01,2,3,0,0,2,3,5
PUNATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-11-01,0,0,1,0,1,0,1
SAMAIPATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-11-01,3,4,0,0,3,4,7
SAN LORENZO(TJA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-11-01,0,0,4,4,4,4,8
SHINAOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-11-01,0,1,0,0,0,1,1
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-11-01,1,5,0,0,1,5,6
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-11-01,0,0,2,6,2,6,8
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-11-01,0,1,0,0,0,1,1
AIQUILE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-12-01,5,3,6,2,11,5,16
CAMARGO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-12-01,2,0,0,0,2,0,2
CAMIRI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-12-01,1,0,0,0,1,0,1
CAPINOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-12-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-12-01,0,0,0,1,0,1,1
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-12-01,7,7,7,13,14,20,34
COTAGAITA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-12-01,3,0,0,0,3,0,3
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-12-01,6,2,0,0,6,2,8
MONTERO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-12-01,0,0,2,4,2,4,6
OMEREQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-12-01,4,2,0,0,4,2,6
PUNATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-12-01,0,0,1,0,1,0,1
SAIPINA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-12-01,0,0,2,1,2,1,3
SHINAOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-12-01,0,0,1,1,1,1,2
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-12-01,5,9,0,0,5,9,14
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-12-01,8,13,0,0,8,13,21
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-12-01,1,0,2,2,3,2,5
VITICHI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-12-01,4,2,0,0,4,2,6
