,group,variable,month,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TOTALES,TOTALES,TOTALES
TOMAVE,chagas,tratamientos de 15 anos y mas,2010-11-01,0,0,1,1,1,1,2
TUPIZA,chagas,tratamientos de 15 anos y mas,2010-11-01,34,44,10,15,44,59,103
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2010-11-01,5,16,0,0,5,16,21
AIQUILE,chagas,tratamientos de 15 anos y mas,2010-12-01,41,34,11,10,52,44,96
BERMEJO,chagas,tratamientos de 15 anos y mas,2010-12-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2010-12-01,0,0,0,2,0,2,2
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2010-12-01,6,25,4,13,10,38,48
COTAGAITA,chagas,tratamientos de 15 anos y mas,2010-12-01,1,5,0,0,1,5,6
EL TORNO,chagas,tratamientos de 15 anos y mas,2010-12-01,5,3,0,1,5,4,9
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2010-12-01,1,1,0,0,1,1,2
MAIRANA,chagas,tratamientos de 15 anos y mas,2010-12-01,0,1,0,0,0,1,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2010-12-01,3,1,0,0,3,1,4
MONTERO,chagas,tratamientos de 15 anos y mas,2010-12-01,0,0,1,0,1,0,1
OMEREQUE,chagas,tratamientos de 15 anos y mas,2010-12-01,33,39,23,9,56,48,104
PASORAPA,chagas,tratamientos de 15 anos y mas,2010-12-01,0,0,2,0,2,0,2
POCOATA,chagas,tratamientos de 15 anos y mas,2010-12-01,0,1,0,0,0,1,1
PORTACHUELO,chagas,tratamientos de 15 anos y mas,2010-12-01,0,1,0,0,0,1,1
PUNATA,chagas,tratamientos de 15 anos y mas,2010-12-01,0,0,2,13,2,13,15
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2010-12-01,1,1,0,0,1,1,2
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2010-12-01,1,0,0,0,1,0,1
SUCRE,chagas,tratamientos de 15 anos y mas,2010-12-01,0,1,0,0,0,1,1
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2010-12-01,0,2,0,0,0,2,2
TUPIZA,chagas,tratamientos de 15 anos y mas,2010-12-01,42,42,31,44,73,86,159
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2010-12-01,1,0,0,0,1,0,1
